[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p004
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 budgets=iscas99__b15_1:278
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive-refine/m0.004] [gmean] 2026-07-21T11:04:56 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=34 node=N4677 type=control0 q_typed_reliable_context=2.933575 sequence=54.761830
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=35 node=N7884 type=control1 q_typed_reliable_context=0.459492 sequence=55.221322
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=36 node=N7881 type=control1 q_typed_reliable_context=0.566980 sequence=55.788302
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=37 node=N7885 type=control1 q_typed_reliable_context=0.483923 sequence=56.272225
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=38 node=N7886 type=control1 q_typed_reliable_context=0.577782 sequence=56.850007
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=39 node=N7887 type=control1 q_typed_reliable_context=0.239273 sequence=57.089279
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=40 node=N7888 type=control1 q_typed_reliable_context=0.245805 sequence=57.335085
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=41 node=N7889 type=control1 q_typed_reliable_context=0.169204 sequence=57.504289
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=42 node=N4691 type=control0 q_typed_reliable_context=0.940949 sequence=58.445239
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=43 node=N4684 type=control0 q_typed_reliable_context=0.895579 sequence=59.340817
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=44 node=N4670 type=control0 q_typed_reliable_context=0.912325 sequence=60.253143
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=45 node=N4663 type=control0 q_typed_reliable_context=0.710495 sequence=60.963638
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=46 node=N713 type=observe q_typed_reliable_context=1.888921 sequence=62.852559
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_reliable_context=0.872147 sequence=63.724706
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=48 node=N6537 type=observe q_typed_reliable_context=2.832175 sequence=66.556881
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=49 node=N8470 type=observe q_typed_reliable_context=1.692791 sequence=68.249671
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=50 node=N4698 type=control0 q_typed_reliable_context=0.791843 sequence=69.041514
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_reliable_context=1.410405 sequence=70.451919
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=52 node=N4705 type=control0 q_typed_reliable_context=0.985115 sequence=71.437034
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=53 node=N3701 type=control0 q_typed_reliable_context=0.860814 sequence=72.297848
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_reliable_context=0.816657 sequence=73.114505
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=55 node=N3904 type=control0 q_typed_reliable_context=0.814617 sequence=73.929121
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=56 node=N3897 type=control0 q_typed_reliable_context=0.834410 sequence=74.763531
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=57 node=N3742 type=control0 q_typed_reliable_context=0.846605 sequence=75.610136
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=58 node=N2083 type=observe q_typed_reliable_context=0.850725 sequence=76.460862
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=59 node=N4585 type=control0 q_typed_reliable_context=0.847045 sequence=77.307907
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=60 node=N3889 type=control0 q_typed_reliable_context=0.833646 sequence=78.141552
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_reliable_context=0.942930 sequence=79.084483
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_reliable_context=0.949168 sequence=80.033650
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.825727 sequence=81.859377
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_reliable_context=1.019157 sequence=82.878534
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=65 node=N4649 type=control0 q_typed_reliable_context=1.092572 sequence=83.971106
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=66 node=N4635 type=control0 q_typed_reliable_context=1.120998 sequence=85.092104
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=1.064515 sequence=86.156619
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=68 node=N519 type=control1 q_typed_reliable_context=0.911003 sequence=87.067622
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_reliable_context=1.166370 sequence=88.233992
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=70 node=N504 type=control1 q_typed_reliable_context=1.045707 sequence=89.279699
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=71 node=N899 type=observe q_typed_reliable_context=1.259641 sequence=90.539340
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_reliable_context=1.286752 sequence=91.826092
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=73 node=N7875 type=control1 q_typed_reliable_context=1.124075 sequence=92.950168
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.818164 sequence=94.768332
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=75 node=N516 type=control1 q_typed_reliable_context=1.305140 sequence=96.073472
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=76 node=N7471 type=control0 q_typed_reliable_context=1.605303 sequence=97.678774
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=77 node=N7370 type=control1 q_typed_reliable_context=1.226743 sequence=98.905517
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=78 node=N555 type=control1 q_typed_reliable_context=1.334236 sequence=100.239753
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=79 node=N1539 type=control0 q_typed_reliable_context=1.548176 sequence=101.787929
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=80 node=N556 type=control1 q_typed_reliable_context=2.224560 sequence=104.012489
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_reliable_context=1.200597 sequence=105.213087
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=82 node=N7724 type=control0 q_typed_reliable_context=2.214978 sequence=107.428064
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=83 node=N507 type=control1 q_typed_reliable_context=1.698512 sequence=109.126576
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=84 node=N7588 type=control1 q_typed_reliable_context=1.042577 sequence=110.169153
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_reliable_context=1.974508 sequence=112.143661
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=86 node=N7722 type=control0 q_typed_reliable_context=2.349400 sequence=114.493061
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=87 node=N4578 type=control0 q_typed_reliable_context=1.826915 sequence=116.319975
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=88 node=N3722 type=control0 q_typed_reliable_context=2.141161 sequence=118.461136
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=89 node=N7721 type=control0 q_typed_reliable_context=1.685904 sequence=120.147040
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=90 node=N4564 type=control0 q_typed_reliable_context=1.907113 sequence=122.054153
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=91 node=N7871 type=control1 q_typed_reliable_context=1.495112 sequence=123.549264
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=92 node=N4557 type=control0 q_typed_reliable_context=1.361884 sequence=124.911148
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=93 node=N7725 type=control0 q_typed_reliable_context=1.648337 sequence=126.559485
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=94 node=N7846 type=control0 q_typed_reliable_context=2.055386 sequence=128.614870
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=2.376243 sequence=130.991114
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=96 node=N510 type=control1 q_typed_reliable_context=1.664762 sequence=132.655876
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_reliable_context=1.807721 sequence=134.463597
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=98 node=N3862 type=control0 q_typed_reliable_context=1.401182 sequence=135.864780
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_reliable_context=1.381773 sequence=137.246553
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_reliable_context=1.241211 sequence=138.487764
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=101 node=N620 type=control1 q_typed_reliable_context=1.706845 sequence=140.194609
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=102 node=N3855 type=control0 q_typed_reliable_context=1.699124 sequence=141.893733
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=103 node=N638 type=control1 q_typed_reliable_context=1.738165 sequence=143.631898
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=104 node=N3848 type=control0 q_typed_reliable_context=2.920830 sequence=146.552728
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=105 node=N610 type=control1 q_typed_reliable_context=2.371025 sequence=148.923753
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=106 node=N3827 type=control0 q_typed_reliable_context=3.201700 sequence=152.125454
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=107 node=N704 type=observe q_typed_reliable_context=3.987381 sequence=156.112835
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=108 node=N634 type=control1 q_typed_reliable_context=2.010277 sequence=158.123112
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=109 node=N3820 type=control0 q_typed_reliable_context=2.172713 sequence=160.295825
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=110 node=N614 type=control1 q_typed_reliable_context=2.201495 sequence=162.497320
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=111 node=N3813 type=control0 q_typed_reliable_context=2.411502 sequence=164.908823
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=112 node=N2106 type=observe q_typed_reliable_context=3.198121 sequence=168.106943
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=113 node=N3799 type=control0 q_typed_reliable_context=1.692328 sequence=169.799271
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=114 node=N3792 type=control0 q_typed_reliable_context=1.637935 sequence=171.437206
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=115 node=N1411 type=control0 q_typed_reliable_context=2.194026 sequence=173.631232
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=116 node=N3903 type=control0 q_typed_reliable_context=3.040442 sequence=176.671674
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=117 node=N3896 type=control0 q_typed_reliable_context=3.723516 sequence=180.395190
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=118 node=N3882 type=control0 q_typed_reliable_context=3.523672 sequence=183.918863
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=119 node=N3805 type=control0 q_typed_reliable_context=2.745096 sequence=186.663959
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=120 node=N7736 type=control0 q_typed_reliable_context=2.844482 sequence=189.508440
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=121 node=N3785 type=control0 q_typed_reliable_context=4.462344 sequence=193.970785
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=122 node=N3681 type=control0 q_typed_reliable_context=5.106956 sequence=199.077741
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=123 node=N2040 type=observe q_typed_reliable_context=4.185165 sequence=203.262906
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=124 node=N7847 type=control0 q_typed_reliable_context=2.802008 sequence=206.064914
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=125 node=N7853 type=control0 q_typed_reliable_context=2.597112 sequence=208.662026
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=126 node=N645 type=control1 q_typed_reliable_context=5.719145 sequence=214.381170
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=127 node=N7532 type=observe q_typed_reliable_context=3.774648 sequence=218.155818
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=128 node=N7852 type=control0 q_typed_reliable_context=3.308966 sequence=221.464784
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=129 node=N7537 type=observe q_typed_reliable_context=3.002323 sequence=224.467107
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=130 node=N2580 type=control1 q_typed_reliable_context=3.076241 sequence=227.543347
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=131 node=N7518 type=observe q_typed_reliable_context=2.987140 sequence=230.530488
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=132 node=N7534 type=observe q_typed_reliable_context=2.388775 sequence=232.919263
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=133 node=N7535 type=observe q_typed_reliable_context=1.890669 sequence=234.809932
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.717001 sequence=236.526933
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=1.896368 sequence=238.423301
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=1.384774 sequence=239.808075
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=0.700143 sequence=240.508218
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=138 node=N642 type=control1 q_typed_reliable_context=0.751548 sequence=241.259766
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=139 node=N1552 type=observe q_typed_reliable_context=1.106118 sequence=242.365884
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=140 node=N5867 type=observe q_typed_reliable_context=0.678284 sequence=243.044168
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=141 node=N694 type=observe q_typed_reliable_context=1.663511 sequence=244.707679
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=0.975223 sequence=245.682902
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=143 node=N630 type=control1 q_typed_reliable_context=3.990672 sequence=249.673574
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=144 node=N1607 type=control1 q_typed_reliable_context=2.719021 sequence=252.392595
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=145 node=N647 type=control1 q_typed_reliable_context=1.736190 sequence=254.128785
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=146 node=N7402 type=observe q_typed_reliable_context=2.420436 sequence=256.549221
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=147 node=N1586 type=control1 q_typed_reliable_context=3.753095 sequence=260.302316
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=148 node=N2102 type=observe q_typed_reliable_context=2.908991 sequence=263.211308
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=149 node=N7627 type=observe q_typed_reliable_context=3.682996 sequence=266.894304
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=150 node=N7482 type=observe q_typed_reliable_context=3.449428 sequence=270.343732
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=151 node=N7441 type=control0 q_typed_reliable_context=1.454333 sequence=271.798064
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=152 node=N7442 type=control0 q_typed_reliable_context=5.705928 sequence=277.503992
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=153 node=N5627 type=observe q_typed_reliable_context=3.745735 sequence=281.249727
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=154 node=N2149 type=observe q_typed_reliable_context=3.094433 sequence=284.344160
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=155 node=N7624 type=observe q_typed_reliable_context=1.295888 sequence=285.640048
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=156 node=N7465 type=observe q_typed_reliable_context=0.939523 sequence=286.579571
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=157 node=N6948 type=observe q_typed_reliable_context=0.801493 sequence=287.381064
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=158 node=N4529 type=observe q_typed_reliable_context=1.858615 sequence=289.239679
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=159 node=N7870 type=control1 q_typed_reliable_context=0.540607 sequence=289.780286
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=160 node=N3525 type=control1 q_typed_reliable_context=1.556083 sequence=291.336369
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=161 node=N7421 type=control1 q_typed_reliable_context=1.226127 sequence=292.562496
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=162 node=N6531 type=observe q_typed_reliable_context=1.503330 sequence=294.065825
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=163 node=N5617 type=observe q_typed_reliable_context=1.779086 sequence=295.844911
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=164 node=N3295 type=control1 q_typed_reliable_context=0.982980 sequence=296.827891
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=165 node=N725 type=observe q_typed_reliable_context=3.493401 sequence=300.321292
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=166 node=N7385 type=observe q_typed_reliable_context=3.703523 sequence=304.024816
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=167 node=N703 type=observe q_typed_reliable_context=3.367036 sequence=307.391852
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=168 node=N7614 type=observe q_typed_reliable_context=2.976349 sequence=310.368200
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=169 node=N723 type=observe q_typed_reliable_context=2.167676 sequence=312.535876
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=170 node=N5877 type=observe q_typed_reliable_context=4.252042 sequence=316.787918
[b15-r6-adaptive-refine/m0.004] [plan iscas99__b15_1] [plan] step=171 node=N712 type=observe q_typed_reliable_context=3.246878 sequence=320.034796
