[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/refine_reliable/margin_0p002
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 budgets=iscas99__b15_1:278
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive-refine/m0.002] [gmean] 2026-07-21T11:01:18 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.222884
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=38.922638
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.281079 sequence=41.203717
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=23 node=N582 type=control1 q_typed_reliable_context=1.905044 sequence=43.108760
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=1.801230 sequence=44.909990
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=0.970035 sequence=45.880025
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.350897 sequence=47.230922
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.794394 sequence=48.025316
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=28 node=N583 type=control1 q_typed_reliable_context=0.264638 sequence=48.289953
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=29 node=N7516 type=observe q_typed_reliable_context=0.486742 sequence=48.776696
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.687361 sequence=49.464057
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=31 node=N5234 type=observe q_typed_reliable_context=0.339930 sequence=49.803987
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=32 node=N4691 type=control0 q_typed_reliable_context=1.722740 sequence=51.526727
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=33 node=N4677 type=control0 q_typed_reliable_context=1.784454 sequence=53.311181
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=34 node=N7411 type=control1 q_typed_reliable_context=0.365721 sequence=53.676902
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_reliable_context=0.389065 sequence=54.065966
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=36 node=N4670 type=control0 q_typed_reliable_context=3.130001 sequence=57.195967
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=37 node=N7413 type=control1 q_typed_reliable_context=0.334610 sequence=57.530577
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=38 node=N4663 type=control0 q_typed_reliable_context=1.699156 sequence=59.229734
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_reliable_context=1.182228 sequence=60.411962
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=40 node=N713 type=observe q_typed_reliable_context=1.629844 sequence=62.041806
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=41 node=N4684 type=control0 q_typed_reliable_context=2.008389 sequence=64.050195
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=42 node=N6537 type=observe q_typed_reliable_context=3.778154 sequence=67.828349
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_reliable_context=3.450337 sequence=71.278687
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=44 node=N4649 type=control0 q_typed_reliable_context=2.051898 sequence=73.330585
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=45 node=N4635 type=control0 q_typed_reliable_context=1.585236 sequence=74.915820
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=46 node=N7881 type=control1 q_typed_reliable_context=0.553966 sequence=75.469787
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=47 node=N7882 type=control1 q_typed_reliable_context=0.625947 sequence=76.095733
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=48 node=N7883 type=control1 q_typed_reliable_context=0.605729 sequence=76.701463
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=49 node=N7884 type=control1 q_typed_reliable_context=0.723500 sequence=77.424963
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=50 node=N724 type=observe q_typed_reliable_context=2.145655 sequence=79.570618
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=51 node=N4705 type=control0 q_typed_reliable_context=1.439779 sequence=81.010398
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=52 node=N4698 type=control0 q_typed_reliable_context=1.247784 sequence=82.258182
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_reliable_context=1.177031 sequence=83.435213
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_reliable_context=0.822652 sequence=84.257865
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=55 node=N4585 type=control0 q_typed_reliable_context=0.819812 sequence=85.077676
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=56 node=N3904 type=control0 q_typed_reliable_context=0.835291 sequence=85.912967
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=57 node=N3897 type=control0 q_typed_reliable_context=0.836860 sequence=86.749827
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=58 node=N3862 type=control0 q_typed_reliable_context=0.859284 sequence=87.609111
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=59 node=N3855 type=control0 q_typed_reliable_context=0.869105 sequence=88.478217
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=60 node=N3848 type=control0 q_typed_reliable_context=0.894427 sequence=89.372643
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=61 node=N3701 type=control0 q_typed_reliable_context=0.916811 sequence=90.289454
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=62 node=N3889 type=control0 q_typed_reliable_context=1.017542 sequence=91.306996
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=63 node=N3882 type=control0 q_typed_reliable_context=0.949225 sequence=92.256221
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=64 node=N5603 type=control0 q_typed_reliable_context=1.037517 sequence=93.293738
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=65 node=N7506 type=observe q_typed_reliable_context=1.821378 sequence=95.115116
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=66 node=N3805 type=control0 q_typed_reliable_context=0.908740 sequence=96.023856
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=67 node=N4716 type=control0 q_typed_reliable_context=0.929809 sequence=96.953665
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=68 node=N2083 type=observe q_typed_reliable_context=1.049953 sequence=98.003618
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=69 node=N519 type=control1 q_typed_reliable_context=1.000543 sequence=99.004162
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=70 node=N2044 type=observe q_typed_reliable_context=0.939684 sequence=99.943846
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=71 node=N504 type=control1 q_typed_reliable_context=1.127676 sequence=101.071522
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=72 node=N2042 type=observe q_typed_reliable_context=0.911205 sequence=101.982727
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_reliable_context=1.375483 sequence=103.358210
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=74 node=N899 type=observe q_typed_reliable_context=1.076365 sequence=104.434575
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=75 node=N4606 type=control0 q_typed_reliable_context=1.067125 sequence=105.501701
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=76 node=N7722 type=control0 q_typed_reliable_context=1.031233 sequence=106.532934
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=77 node=N4578 type=control0 q_typed_reliable_context=1.276301 sequence=107.809234
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=78 node=N516 type=control1 q_typed_reliable_context=1.691012 sequence=109.500246
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=79 node=N7471 type=control0 q_typed_reliable_context=1.521376 sequence=111.021622
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=80 node=N520 type=control1 q_typed_reliable_context=1.284078 sequence=112.305700
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=81 node=N1539 type=control0 q_typed_reliable_context=1.318156 sequence=113.623856
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=82 node=N7724 type=control0 q_typed_reliable_context=1.470828 sequence=115.094685
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=83 node=N7588 type=control1 q_typed_reliable_context=0.819024 sequence=115.913709
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=84 node=N555 type=control1 q_typed_reliable_context=1.673646 sequence=117.587355
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=85 node=N556 type=control1 q_typed_reliable_context=1.145737 sequence=118.733092
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=86 node=N7885 type=control1 q_typed_reliable_context=1.493988 sequence=120.227080
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=1.541118 sequence=121.768198
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=88 node=N7887 type=control1 q_typed_reliable_context=1.651595 sequence=123.419793
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=89 node=N7888 type=control1 q_typed_reliable_context=1.506892 sequence=124.926686
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=90 node=N7889 type=control1 q_typed_reliable_context=1.088949 sequence=126.015634
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=91 node=N7890 type=control1 q_typed_reliable_context=1.266007 sequence=127.281641
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_reliable_context=1.177544 sequence=128.459185
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=93 node=N3827 type=control0 q_typed_reliable_context=1.087297 sequence=129.546483
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=94 node=N3820 type=control0 q_typed_reliable_context=2.201322 sequence=131.747805
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=95 node=N704 type=observe q_typed_reliable_context=4.657673 sequence=136.405478
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=96 node=N3813 type=control0 q_typed_reliable_context=1.418124 sequence=137.823602
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_reliable_context=1.441215 sequence=139.264818
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=98 node=N7725 type=control0 q_typed_reliable_context=1.460419 sequence=140.725237
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_reliable_context=1.574639 sequence=142.299876
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=100 node=N3799 type=control0 q_typed_reliable_context=1.354971 sequence=143.654847
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=101 node=N7541 type=control0 q_typed_reliable_context=1.467367 sequence=145.122214
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=102 node=N7590 type=control1 q_typed_reliable_context=1.345338 sequence=146.467552
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=103 node=N2106 type=observe q_typed_reliable_context=2.622517 sequence=149.090069
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=104 node=N510 type=control1 q_typed_reliable_context=2.545273 sequence=151.635342
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=105 node=N614 type=control1 q_typed_reliable_context=1.722821 sequence=153.358163
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=106 node=N3792 type=control0 q_typed_reliable_context=2.130238 sequence=155.488401
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=107 node=N634 type=control1 q_typed_reliable_context=2.196729 sequence=157.685130
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=108 node=N610 type=control1 q_typed_reliable_context=2.150723 sequence=159.835853
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=109 node=N3785 type=control0 q_typed_reliable_context=2.225863 sequence=162.061716
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=110 node=N620 type=control1 q_typed_reliable_context=2.182987 sequence=164.244703
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=111 node=N4520 type=control0 q_typed_reliable_context=2.484785 sequence=166.729489
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=112 node=N638 type=control1 q_typed_reliable_context=2.848228 sequence=169.577717
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=113 node=N4564 type=control0 q_typed_reliable_context=2.724854 sequence=172.302571
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=114 node=N4557 type=control0 q_typed_reliable_context=2.419875 sequence=174.722446
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=115 node=N3903 type=control0 q_typed_reliable_context=2.107506 sequence=176.829952
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=116 node=N7852 type=control0 q_typed_reliable_context=2.478012 sequence=179.307965
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=117 node=N3896 type=control0 q_typed_reliable_context=2.023443 sequence=181.331408
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=118 node=N7847 type=control0 q_typed_reliable_context=2.250608 sequence=183.582016
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=119 node=N7846 type=control0 q_typed_reliable_context=2.261064 sequence=185.843080
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=120 node=N7370 type=control1 q_typed_reliable_context=2.703267 sequence=188.546347
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=121 node=N3681 type=control0 q_typed_reliable_context=6.177891 sequence=194.724238
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=122 node=N7820 type=control0 q_typed_reliable_context=4.648546 sequence=199.372785
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=123 node=N7854 type=control0 q_typed_reliable_context=1.988280 sequence=201.361064
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=124 node=N7872 type=control1 q_typed_reliable_context=2.376822 sequence=203.737886
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=125 node=N7853 type=control0 q_typed_reliable_context=1.657692 sequence=205.395579
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=126 node=N645 type=control1 q_typed_reliable_context=1.570498 sequence=206.966077
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=127 node=N2040 type=observe q_typed_reliable_context=1.513354 sequence=208.479431
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=128 node=N616 type=control1 q_typed_reliable_context=1.691505 sequence=210.170936
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=129 node=N7518 type=observe q_typed_reliable_context=1.888835 sequence=212.059771
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=130 node=N7537 type=observe q_typed_reliable_context=1.206537 sequence=213.266308
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=131 node=N7535 type=observe q_typed_reliable_context=1.369721 sequence=214.636030
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=132 node=N7534 type=observe q_typed_reliable_context=1.680388 sequence=216.316418
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=133 node=N7532 type=observe q_typed_reliable_context=0.975715 sequence=217.292133
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=134 node=N785 type=observe q_typed_reliable_context=0.898918 sequence=218.191051
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_reliable_context=1.257850 sequence=219.448901
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=136 node=N630 type=control1 q_typed_reliable_context=1.759993 sequence=221.208894
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=137 node=N1552 type=observe q_typed_reliable_context=0.830629 sequence=222.039524
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=138 node=N7424 type=control1 q_typed_reliable_context=1.299500 sequence=223.339023
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.091376 sequence=224.430400
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=2.775902 sequence=227.206302
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=141 node=N3180 type=control1 q_typed_reliable_context=5.608471 sequence=232.814772
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=1.664645 sequence=234.479417
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=3.434965 sequence=237.914382
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=144 node=N5627 type=observe q_typed_reliable_context=5.087644 sequence=243.002026
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=145 node=N7402 type=observe q_typed_reliable_context=0.864266 sequence=243.866292
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=146 node=N1607 type=control1 q_typed_reliable_context=0.889844 sequence=244.756136
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=147 node=N7441 type=control0 q_typed_reliable_context=3.576419 sequence=248.332555
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=148 node=N647 type=control1 q_typed_reliable_context=5.731078 sequence=254.063632
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=149 node=N2102 type=observe q_typed_reliable_context=2.201609 sequence=256.265241
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=150 node=N3295 type=control1 q_typed_reliable_context=0.912066 sequence=257.177307
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_reliable_context=1.179155 sequence=258.356462
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=152 node=N3467 type=control1 q_typed_reliable_context=5.317901 sequence=263.674363
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=153 node=N1586 type=control1 q_typed_reliable_context=1.940872 sequence=265.615235
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=154 node=N3410 type=control1 q_typed_reliable_context=2.044147 sequence=267.659382
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=155 node=N2721 type=control1 q_typed_reliable_context=2.015442 sequence=269.674824
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=156 node=N7482 type=observe q_typed_reliable_context=2.246836 sequence=271.921661
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=157 node=N578 type=observe q_typed_reliable_context=1.760184 sequence=273.681845
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=158 node=N7500 type=observe q_typed_reliable_context=1.679427 sequence=275.361272
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=159 node=N2149 type=observe q_typed_reliable_context=2.906429 sequence=278.267701
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=160 node=N7453 type=observe q_typed_reliable_context=1.916465 sequence=280.184166
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=161 node=N7551 type=observe q_typed_reliable_context=2.188979 sequence=282.373145
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=162 node=N7442 type=control0 q_typed_reliable_context=1.785906 sequence=284.159051
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=163 node=N7624 type=observe q_typed_reliable_context=1.440146 sequence=285.599197
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=164 node=N2580 type=control1 q_typed_reliable_context=1.093474 sequence=286.692671
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=165 node=N2652 type=control1 q_typed_reliable_context=1.235434 sequence=287.928105
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=166 node=N2952 type=control1 q_typed_reliable_context=1.377848 sequence=289.305953
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=167 node=N2894 type=control1 q_typed_reliable_context=1.133241 sequence=290.439195
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=168 node=N6533 type=observe q_typed_reliable_context=1.134443 sequence=291.573637
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=169 node=N2779 type=control1 q_typed_reliable_context=1.209723 sequence=292.783360
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=170 node=N722 type=observe q_typed_reliable_context=1.469356 sequence=294.252716
[b15-r6-adaptive-refine/m0.002] [plan iscas99__b15_1] [plan] step=171 node=N694 type=observe q_typed_reliable_context=1.421420 sequence=295.674136
