[typed-five-r2/b21_C] [gmean] 2026-07-20T19:28:59 out_dir=autoresearch/loop-260720-0945/typed_winner_round2_five/b21_C
[typed-five-r2/b21_C] [gmean] 2026-07-20T19:28:59 budgets=iscas99__b21:628
[typed-five-r2/b21_C] [gmean] 2026-07-20T19:28:59 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r2/b21_C] [gmean] 2026-07-20T19:28:59 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=q_typed_residual_context
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=79 node=N8963 type=control1 q_typed_residual_context=1.345758 sequence=123.643489
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=80 node=N8973 type=control1 q_typed_residual_context=1.549150 sequence=125.192639
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=81 node=N4201 type=observe q_typed_residual_context=1.634080 sequence=126.826719
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=82 node=N4678 type=observe q_typed_residual_context=1.462951 sequence=128.289671
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=83 node=N4242 type=observe q_typed_residual_context=1.558961 sequence=129.848632
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=84 node=N4179 type=observe q_typed_residual_context=1.641702 sequence=131.490334
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=85 node=N4236 type=observe q_typed_residual_context=1.462500 sequence=132.952835
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=86 node=N4241 type=observe q_typed_residual_context=1.436534 sequence=134.389369
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=87 node=N4238 type=observe q_typed_residual_context=1.395503 sequence=135.784872
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=88 node=N3426 type=observe q_typed_residual_context=2.011332 sequence=137.796204
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=89 node=N12805 type=observe q_typed_residual_context=1.702275 sequence=139.498479
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=90 node=N4235 type=observe q_typed_residual_context=1.681377 sequence=141.179856
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=91 node=N1733 type=observe q_typed_residual_context=1.747032 sequence=142.926888
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=92 node=N1734 type=observe q_typed_residual_context=1.924485 sequence=144.851374
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=93 node=N1736 type=observe q_typed_residual_context=1.969879 sequence=146.821253
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=94 node=N4231 type=observe q_typed_residual_context=1.693280 sequence=148.514533
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=95 node=N4204 type=observe q_typed_residual_context=2.026744 sequence=150.541277
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=96 node=N1436 type=observe q_typed_residual_context=2.063711 sequence=152.604987
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=97 node=N4671 type=observe q_typed_residual_context=1.803750 sequence=154.408738
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=98 node=N4211 type=observe q_typed_residual_context=1.827901 sequence=156.236638
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=99 node=N12798 type=observe q_typed_residual_context=2.219965 sequence=158.456604
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=100 node=N1735 type=observe q_typed_residual_context=1.640855 sequence=160.097458
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=101 node=N6745 type=observe q_typed_residual_context=2.239888 sequence=162.337346
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=102 node=N6747 type=observe q_typed_residual_context=2.452839 sequence=164.790186
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=103 node=N8812 type=control0 q_typed_residual_context=1.808221 sequence=166.598407
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=104 node=N8907 type=control0 q_typed_residual_context=2.543898 sequence=169.142305
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=105 node=N4692 type=control1 q_typed_residual_context=2.274014 sequence=171.416319
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=106 node=N15754 type=control0 q_typed_residual_context=2.264877 sequence=173.681196
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=107 node=N15752 type=control0 q_typed_residual_context=2.518094 sequence=176.199290
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=108 node=N4196 type=observe q_typed_residual_context=1.682243 sequence=177.881534
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=109 node=N4656 type=observe q_typed_residual_context=2.049971 sequence=179.931505
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=110 node=N3448 type=control1 q_typed_residual_context=1.949140 sequence=181.880645
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=111 node=N4946 type=control1 q_typed_residual_context=2.009652 sequence=183.890297
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=112 node=N4095 type=control1 q_typed_residual_context=3.039115 sequence=186.929413
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=113 node=N15801 type=control1 q_typed_residual_context=2.360429 sequence=189.289842
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=114 node=N8908 type=control0 q_typed_residual_context=1.926806 sequence=191.216649
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=115 node=N10980 type=control1 q_typed_residual_context=3.576893 sequence=194.793542
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=116 node=N1626 type=control1 q_typed_residual_context=3.709305 sequence=198.502847
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=117 node=N8954 type=control1 q_typed_residual_context=2.584762 sequence=201.087609
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=118 node=N906 type=observe q_typed_residual_context=2.623555 sequence=203.711163
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=119 node=N904 type=observe q_typed_residual_context=2.420820 sequence=206.131983
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=120 node=N15755 type=control0 q_typed_residual_context=1.621545 sequence=207.753528
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=121 node=N15751 type=control0 q_typed_residual_context=1.580681 sequence=209.334209
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=122 node=N1241 type=observe q_typed_residual_context=1.712773 sequence=211.046982
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=123 node=N2723 type=control0 q_typed_residual_context=1.809135 sequence=212.856117
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=124 node=N8906 type=control0 q_typed_residual_context=1.843760 sequence=214.699877
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=125 node=N15753 type=control0 q_typed_residual_context=3.021266 sequence=217.721143
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=126 node=N3554 type=control0 q_typed_residual_context=2.278489 sequence=219.999632
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=127 node=N1019 type=observe q_typed_residual_context=4.884568 sequence=224.884200
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=128 node=N1792 type=observe q_typed_residual_context=3.846054 sequence=228.730254
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=129 node=N12801 type=observe q_typed_residual_context=5.535202 sequence=234.265456
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=130 node=N1737 type=observe q_typed_residual_context=4.664230 sequence=238.929686
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=131 node=N4673 type=observe q_typed_residual_context=2.850780 sequence=241.780466
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=132 node=N1742 type=observe q_typed_residual_context=3.227708 sequence=245.008174
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=133 node=N12514 type=observe q_typed_residual_context=2.637224 sequence=247.645398
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=134 node=N4684 type=observe q_typed_residual_context=3.625158 sequence=251.270556
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=135 node=N4027 type=observe q_typed_residual_context=3.267022 sequence=254.537578
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=136 node=N12537 type=observe q_typed_residual_context=1.472158 sequence=256.009735
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=137 node=N2566 type=observe q_typed_residual_context=1.734854 sequence=257.744589
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=138 node=N3367 type=observe q_typed_residual_context=1.218254 sequence=258.962843
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=139 node=N15872 type=control1 q_typed_residual_context=0.969954 sequence=259.932797
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=140 node=N12877 type=observe q_typed_residual_context=2.750504 sequence=262.683301
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=141 node=N4001 type=observe q_typed_residual_context=3.056105 sequence=265.739406
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=142 node=N1732 type=observe q_typed_residual_context=3.362896 sequence=269.102302
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=143 node=N4649 type=observe q_typed_residual_context=6.993457 sequence=276.095758
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=144 node=N12769 type=observe q_typed_residual_context=5.024040 sequence=281.119798
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=145 node=N1731 type=observe q_typed_residual_context=6.324950 sequence=287.444748
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=146 node=N12582 type=observe q_typed_residual_context=3.618176 sequence=291.062924
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=147 node=N12681 type=observe q_typed_residual_context=2.712062 sequence=293.774986
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=148 node=N12528 type=observe q_typed_residual_context=2.236389 sequence=296.011376
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=149 node=N4647 type=observe q_typed_residual_context=2.829774 sequence=298.841150
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=150 node=N5168 type=observe q_typed_residual_context=3.053584 sequence=301.894733
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=151 node=N1743 type=observe q_typed_residual_context=7.598557 sequence=309.493290
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=152 node=N3986 type=observe q_typed_residual_context=2.549473 sequence=312.042763
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=153 node=N4651 type=observe q_typed_residual_context=1.932977 sequence=313.975740
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=154 node=N854 type=observe q_typed_residual_context=3.475421 sequence=317.451160
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=155 node=N1757 type=observe q_typed_residual_context=2.070561 sequence=319.521721
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=156 node=N1744 type=observe q_typed_residual_context=4.122109 sequence=323.643830
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=157 node=N8966 type=control1 q_typed_residual_context=1.081167 sequence=324.724997
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=158 node=N1682 type=observe q_typed_residual_context=1.377527 sequence=326.102524
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=159 node=N3369 type=observe q_typed_residual_context=1.161973 sequence=327.264497
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=160 node=N4675 type=observe q_typed_residual_context=3.644704 sequence=330.909201
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=161 node=N1745 type=observe q_typed_residual_context=2.803685 sequence=333.712886
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=162 node=N12624 type=observe q_typed_residual_context=2.017000 sequence=335.729886
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=163 node=N1747 type=observe q_typed_residual_context=2.364204 sequence=338.094090
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=164 node=N1758 type=observe q_typed_residual_context=1.652470 sequence=339.746560
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=165 node=N4648 type=observe q_typed_residual_context=2.180233 sequence=341.926793
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=166 node=N3935 type=observe q_typed_residual_context=2.668930 sequence=344.595723
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=167 node=N1748 type=observe q_typed_residual_context=4.214347 sequence=348.810069
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=168 node=N4650 type=observe q_typed_residual_context=2.076894 sequence=350.886964
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=169 node=N3929 type=observe q_typed_residual_context=3.500611 sequence=354.387575
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=170 node=N1948 type=observe q_typed_residual_context=1.739433 sequence=356.127008
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=171 node=N1746 type=observe q_typed_residual_context=2.937841 sequence=359.064849
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=172 node=N1677 type=observe q_typed_residual_context=1.296032 sequence=360.360881
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=173 node=N4668 type=observe q_typed_residual_context=2.526867 sequence=362.887748
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=174 node=N1749 type=observe q_typed_residual_context=3.454897 sequence=366.342645
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=175 node=N12685 type=observe q_typed_residual_context=2.483806 sequence=368.826451
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=176 node=N1954 type=observe q_typed_residual_context=1.349618 sequence=370.176069
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=177 node=N4653 type=observe q_typed_residual_context=4.312678 sequence=374.488746
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=178 node=N12787 type=observe q_typed_residual_context=2.978459 sequence=377.467205
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=179 node=N3956 type=observe q_typed_residual_context=1.977792 sequence=379.444997
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=180 node=N1751 type=observe q_typed_residual_context=2.656454 sequence=382.101451
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=181 node=N1977 type=observe q_typed_residual_context=1.831214 sequence=383.932665
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=182 node=N4674 type=observe q_typed_residual_context=3.216294 sequence=387.148959
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=183 node=N1753 type=observe q_typed_residual_context=2.442803 sequence=389.591763
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=184 node=N12794 type=observe q_typed_residual_context=2.070290 sequence=391.662052
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=185 node=N3941 type=observe q_typed_residual_context=1.623829 sequence=393.285882
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=186 node=N4677 type=observe q_typed_residual_context=4.119824 sequence=397.405706
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=187 node=N1971 type=observe q_typed_residual_context=2.525818 sequence=399.931524
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=188 node=N3950 type=observe q_typed_residual_context=3.979870 sequence=403.911395
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=189 node=N4676 type=observe q_typed_residual_context=4.092703 sequence=408.004098
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=190 node=N1752 type=observe q_typed_residual_context=2.739972 sequence=410.744069
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=191 node=N1966 type=observe q_typed_residual_context=1.567007 sequence=412.311076
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=192 node=N1750 type=observe q_typed_residual_context=3.797656 sequence=416.108732
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=193 node=N3968 type=observe q_typed_residual_context=2.821735 sequence=418.930467
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=194 node=N4666 type=observe q_typed_residual_context=2.427508 sequence=421.357975
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=195 node=N1969 type=observe q_typed_residual_context=1.388250 sequence=422.746225
[typed-five-r2/b21_C] [plan iscas99__b21] [plan] step=196 node=N4672 type=observe q_typed_residual_context=3.815618 sequence=426.561843
