[b15-r6-adaptive/incumbent/c64/range/0.001] [gmean] 2026-07-21T10:48:23 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p001
[b15-r6-adaptive/incumbent/c64/range/0.001] [gmean] 2026-07-21T10:48:23 budgets=iscas99__b15_1:278
[b15-r6-adaptive/incumbent/c64/range/0.001] [gmean] 2026-07-21T10:48:23 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/incumbent/c64/range/0.001] [gmean] 2026-07-21T10:48:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=8 node=N3756 type=control0 q_typed_residual_context=1.116699 sequence=16.451179
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=9 node=N508 type=control1 q_typed_residual_context=1.334888 sequence=17.786067
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=10 node=N564 type=control1 q_typed_residual_context=1.249148 sequence=19.035214
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=11 node=N5143 type=observe q_typed_residual_context=1.264156 sequence=20.299370
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=12 node=N7511 type=control1 q_typed_residual_context=1.557099 sequence=21.856469
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=13 node=N580 type=control1 q_typed_residual_context=1.431627 sequence=23.288096
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=14 node=N2082 type=observe q_typed_residual_context=1.072020 sequence=24.360116
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_residual_context=2.816226 sequence=27.176342
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=16 node=N496 type=control1 q_typed_residual_context=2.427793 sequence=29.604136
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=17 node=N5723 type=control0 q_typed_residual_context=1.098440 sequence=30.702575
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=18 node=N5203 type=control1 q_typed_residual_context=4.297093 sequence=34.999668
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=19 node=N2153 type=observe q_typed_residual_context=1.505164 sequence=36.504832
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=20 node=N1853 type=observe q_typed_residual_context=3.596690 sequence=40.101522
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=21 node=N2101 type=observe q_typed_residual_context=2.991333 sequence=43.092856
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=22 node=N1860 type=observe q_typed_residual_context=2.032155 sequence=45.125011
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=23 node=N582 type=control1 q_typed_residual_context=2.088374 sequence=47.213385
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_residual_context=1.547609 sequence=48.760994
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=25 node=N1532 type=observe q_typed_residual_context=1.810778 sequence=50.571772
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=1.753407 sequence=52.325179
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=27 node=N7516 type=observe q_typed_residual_context=0.864393 sequence=53.189572
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=28 node=N576 type=observe q_typed_residual_context=1.684389 sequence=54.873960
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=1.432807 sequence=56.306768
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=30 node=N5234 type=observe q_typed_residual_context=0.255979 sequence=56.562746
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=31 node=N4698 type=control0 q_typed_residual_context=2.349073 sequence=58.911820
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=32 node=N7411 type=control1 q_typed_residual_context=0.306751 sequence=59.218570
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=33 node=N7413 type=control1 q_typed_residual_context=0.454630 sequence=59.673200
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=34 node=N4691 type=control0 q_typed_residual_context=1.770133 sequence=61.443333
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_residual_context=0.254590 sequence=61.697923
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=36 node=N4684 type=control0 q_typed_residual_context=2.431475 sequence=64.129398
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=37 node=N4670 type=control0 q_typed_residual_context=2.837350 sequence=66.966749
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=38 node=N4656 type=control0 q_typed_residual_context=2.547895 sequence=69.514644
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=39 node=N4649 type=control0 q_typed_residual_context=2.741510 sequence=72.256154
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=40 node=N713 type=observe q_typed_residual_context=2.952986 sequence=75.209140
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=41 node=N4663 type=control0 q_typed_residual_context=3.021488 sequence=78.230628
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=42 node=N6537 type=observe q_typed_residual_context=6.526867 sequence=84.757495
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_residual_context=4.244642 sequence=89.002138
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=44 node=N4635 type=control0 q_typed_residual_context=6.220527 sequence=95.222665
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=45 node=N724 type=observe q_typed_residual_context=3.357689 sequence=98.580354
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=46 node=N4677 type=control0 q_typed_residual_context=3.341638 sequence=101.921992
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=47 node=N7889 type=control1 q_typed_residual_context=0.531098 sequence=102.453090
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=48 node=N7887 type=control1 q_typed_residual_context=0.549664 sequence=103.002754
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=49 node=N7888 type=control1 q_typed_residual_context=0.809201 sequence=103.811955
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_residual_context=1.893156 sequence=105.705111
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=51 node=N7885 type=control1 q_typed_residual_context=0.536920 sequence=106.242031
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=52 node=N3911 type=control0 q_typed_residual_context=0.832733 sequence=107.074764
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_residual_context=0.955902 sequence=108.030666
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=54 node=N3904 type=control0 q_typed_residual_context=0.830550 sequence=108.861215
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=55 node=N4716 type=control0 q_typed_residual_context=0.893197 sequence=109.754412
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_residual_context=0.845833 sequence=110.600245
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=57 node=N3897 type=control0 q_typed_residual_context=0.864006 sequence=111.464251
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=58 node=N3862 type=control0 q_typed_residual_context=0.969117 sequence=112.433369
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=59 node=N3848 type=control0 q_typed_residual_context=1.042579 sequence=113.475948
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=60 node=N3827 type=control0 q_typed_residual_context=1.087924 sequence=114.563872
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=61 node=N3701 type=control0 q_typed_residual_context=0.959625 sequence=115.523496
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=62 node=N3820 type=control0 q_typed_residual_context=1.112008 sequence=116.635504
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=63 node=N3813 type=control0 q_typed_residual_context=1.146610 sequence=117.782114
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=64 node=N3799 type=control0 q_typed_residual_context=1.122848 sequence=118.904961
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_residual_context=1.102798 sequence=120.007759
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=66 node=N4585 type=control0 q_typed_residual_context=1.063821 sequence=121.071580
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=67 node=N2083 type=observe q_typed_residual_context=1.000573 sequence=122.072153
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=68 node=N7506 type=observe q_typed_residual_context=1.419800 sequence=123.491953
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=69 node=N4578 type=control0 q_typed_residual_context=0.919602 sequence=124.411556
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=70 node=N2350 type=control0 q_typed_residual_context=1.024285 sequence=125.435840
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=71 node=N4564 type=control0 q_typed_residual_context=0.987869 sequence=126.423710
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=72 node=N7724 type=control0 q_typed_residual_context=1.162970 sequence=127.586679
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=73 node=N7471 type=control0 q_typed_residual_context=0.985925 sequence=128.572604
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=74 node=N519 type=control1 q_typed_residual_context=1.165915 sequence=129.738519
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=75 node=N504 type=control1 q_typed_residual_context=0.987029 sequence=130.725548
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=76 node=N2044 type=observe q_typed_residual_context=1.016822 sequence=131.742370
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=77 node=N520 type=control1 q_typed_residual_context=1.110035 sequence=132.852405
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=78 node=N899 type=observe q_typed_residual_context=0.945787 sequence=133.798192
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=79 node=N2042 type=observe q_typed_residual_context=0.787786 sequence=134.585978
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=80 node=N516 type=control1 q_typed_residual_context=2.090991 sequence=136.676969
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=81 node=N7854 type=control0 q_typed_residual_context=0.911925 sequence=137.588894
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=82 node=N513 type=control1 q_typed_residual_context=1.922997 sequence=139.511891
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=83 node=N1539 type=control0 q_typed_residual_context=0.818304 sequence=140.330195
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=84 node=N7721 type=control0 q_typed_residual_context=1.108868 sequence=141.439063
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=85 node=N7532 type=observe q_typed_residual_context=0.931805 sequence=142.370868
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=86 node=N7537 type=observe q_typed_residual_context=0.903250 sequence=143.274119
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=87 node=N556 type=control1 q_typed_residual_context=1.218562 sequence=144.492681
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=88 node=N7890 type=control1 q_typed_residual_context=1.068479 sequence=145.561160
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_residual_context=1.453206 sequence=147.014366
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=90 node=N7722 type=control0 q_typed_residual_context=1.192141 sequence=148.206507
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=91 node=N7884 type=control1 q_typed_residual_context=1.361752 sequence=149.568259
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=92 node=N7723 type=control0 q_typed_residual_context=1.347738 sequence=150.915997
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=93 node=N7882 type=control1 q_typed_residual_context=1.535230 sequence=152.451227
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=94 node=N7883 type=control1 q_typed_residual_context=1.458592 sequence=153.909819
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=95 node=N507 type=control1 q_typed_residual_context=1.469277 sequence=155.379096
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=96 node=N7846 type=control0 q_typed_residual_context=4.629008 sequence=160.008104
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=97 node=N7726 type=control0 q_typed_residual_context=3.651660 sequence=163.659764
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=98 node=N7725 type=control0 q_typed_residual_context=1.708344 sequence=165.368108
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_residual_context=2.922851 sequence=168.290959
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=100 node=N7870 type=control1 q_typed_residual_context=3.622837 sequence=171.913796
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=101 node=N510 type=control1 q_typed_residual_context=1.747635 sequence=173.661430
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=102 node=N704 type=observe q_typed_residual_context=4.042226 sequence=177.703656
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=103 node=N3722 type=control0 q_typed_residual_context=1.884566 sequence=179.588222
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=2.847163 sequence=182.435385
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=105 node=N3792 type=control0 q_typed_residual_context=3.027095 sequence=185.462480
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=106 node=N7853 type=control0 q_typed_residual_context=2.491643 sequence=187.954123
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=107 node=N3785 type=control0 q_typed_residual_context=1.447706 sequence=189.401829
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=108 node=N3682 type=control0 q_typed_residual_context=1.358954 sequence=190.760783
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=109 node=N4557 type=control0 q_typed_residual_context=1.165723 sequence=191.926507
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=110 node=N1411 type=control0 q_typed_residual_context=1.588581 sequence=193.515087
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=111 node=N3903 type=control0 q_typed_residual_context=1.654622 sequence=195.169710
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=112 node=N7820 type=control0 q_typed_residual_context=2.184984 sequence=197.354693
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=113 node=N3896 type=control0 q_typed_residual_context=1.735302 sequence=199.089995
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=114 node=N7370 type=control1 q_typed_residual_context=1.740049 sequence=200.830045
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=115 node=N3889 type=control0 q_typed_residual_context=1.546702 sequence=202.376746
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=116 node=N3882 type=control0 q_typed_residual_context=1.520001 sequence=203.896747
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=117 node=N7518 type=observe q_typed_residual_context=1.282012 sequence=205.178759
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=118 node=N555 type=control1 q_typed_residual_context=1.432815 sequence=206.611574
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=119 node=N620 type=control1 q_typed_residual_context=1.785292 sequence=208.396866
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=120 node=N7588 type=control1 q_typed_residual_context=1.640417 sequence=210.037283
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=121 node=N638 type=control1 q_typed_residual_context=1.909736 sequence=211.947019
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=122 node=N3805 type=control0 q_typed_residual_context=2.949558 sequence=214.896578
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=123 node=N610 type=control1 q_typed_residual_context=3.275675 sequence=218.172252
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=124 node=N4520 type=control0 q_typed_residual_context=2.933700 sequence=221.105952
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=125 node=N614 type=control1 q_typed_residual_context=3.817423 sequence=224.923375
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=126 node=N7590 type=control1 q_typed_residual_context=5.355284 sequence=230.278659
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=127 node=N634 type=control1 q_typed_residual_context=2.145020 sequence=232.423679
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=128 node=N723 type=observe q_typed_residual_context=5.946433 sequence=238.370112
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=129 node=N7852 type=control0 q_typed_residual_context=4.864936 sequence=243.235048
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=130 node=N636 type=control1 q_typed_residual_context=3.875178 sequence=247.110226
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=131 node=N645 type=control1 q_typed_residual_context=5.709290 sequence=252.819516
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_residual_context=5.985029 sequence=258.804545
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=133 node=N3295 type=control1 q_typed_residual_context=6.051576 sequence=264.856120
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=134 node=N630 type=control1 q_typed_residual_context=4.589891 sequence=269.446011
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=135 node=N642 type=control1 q_typed_residual_context=6.428318 sequence=275.874329
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=136 node=N3410 type=control1 q_typed_residual_context=6.507259 sequence=282.381588
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=137 node=N649 type=control1 q_typed_residual_context=3.691552 sequence=286.073140
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=138 node=N2040 type=observe q_typed_residual_context=4.126786 sequence=290.199926
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=139 node=N7534 type=observe q_typed_residual_context=2.641746 sequence=292.841672
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=140 node=N7535 type=observe q_typed_residual_context=2.280115 sequence=295.121787
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=141 node=N785 type=observe q_typed_residual_context=1.845595 sequence=296.967382
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=142 node=N2580 type=control1 q_typed_residual_context=1.613112 sequence=298.580494
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=143 node=N7892 type=control1 q_typed_residual_context=1.017920 sequence=299.598415
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=144 node=N1552 type=observe q_typed_residual_context=0.788659 sequence=300.387073
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=145 node=N7424 type=control1 q_typed_residual_context=1.267024 sequence=301.654098
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=146 node=N1607 type=control1 q_typed_residual_context=1.305293 sequence=302.959391
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=147 node=N647 type=control1 q_typed_residual_context=2.140298 sequence=305.099688
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=148 node=N1586 type=control1 q_typed_residual_context=1.454309 sequence=306.553997
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=149 node=N5867 type=observe q_typed_residual_context=2.759720 sequence=309.313718
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=150 node=N694 type=observe q_typed_residual_context=2.030003 sequence=311.343720
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_residual_context=1.031794 sequence=312.375514
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=152 node=N7627 type=observe q_typed_residual_context=1.811198 sequence=314.186712
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=153 node=N7624 type=observe q_typed_residual_context=1.423508 sequence=315.610220
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=154 node=N6948 type=observe q_typed_residual_context=4.652133 sequence=320.262353
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=155 node=N7679 type=observe q_typed_residual_context=3.855602 sequence=324.117954
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=156 node=N7465 type=observe q_typed_residual_context=2.994956 sequence=327.112910
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=157 node=N5627 type=observe q_typed_residual_context=2.447529 sequence=329.560439
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=158 node=N7385 type=observe q_typed_residual_context=2.591115 sequence=332.151554
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=159 node=N722 type=observe q_typed_residual_context=3.561137 sequence=335.712691
[b15-r6-adaptive/incumbent/c64/range/0.001] [plan iscas99__b15_1] [plan] step=160 node=N2157 type=observe q_typed_residual_context=4.622308 sequence=340.334999
