[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p0005
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 budgets=iscas99__b15_1:278
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [gmean] 2026-07-21T10:51:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=8 node=N5143 type=observe q_typed_residual_context=1.084230 sequence=15.941664
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=9 node=N508 type=control1 q_typed_residual_context=1.334244 sequence=17.275908
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=10 node=N564 type=control1 q_typed_residual_context=1.196130 sequence=18.472038
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=11 node=N3722 type=control0 q_typed_residual_context=0.834928 sequence=19.306966
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=12 node=N7511 type=control1 q_typed_residual_context=2.232129 sequence=21.539094
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=13 node=N580 type=control1 q_typed_residual_context=1.716554 sequence=23.255649
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=14 node=N5723 type=control0 q_typed_residual_context=1.224324 sequence=24.479973
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=15 node=N5203 type=control1 q_typed_residual_context=1.385007 sequence=25.864980
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=16 node=N2082 type=observe q_typed_residual_context=2.861342 sequence=28.726322
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=17 node=N1853 type=observe q_typed_residual_context=1.846549 sequence=30.572871
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=18 node=N496 type=control1 q_typed_residual_context=2.558411 sequence=33.131283
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=19 node=N2153 type=observe q_typed_residual_context=2.575728 sequence=35.707011
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=20 node=N2101 type=observe q_typed_residual_context=4.896177 sequence=40.603187
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=21 node=N1860 type=observe q_typed_residual_context=2.933423 sequence=43.536610
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=22 node=N1372 type=observe q_typed_residual_context=3.366747 sequence=46.903357
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_residual_context=3.180000 sequence=50.083357
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=24 node=N582 type=control1 q_typed_residual_context=1.502770 sequence=51.586127
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=25 node=N766 type=control1 q_typed_residual_context=1.264799 sequence=52.850927
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=26 node=N7516 type=observe q_typed_residual_context=2.304629 sequence=55.155556
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=1.108619 sequence=56.264176
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=28 node=N583 type=control1 q_typed_residual_context=1.831872 sequence=58.096048
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=29 node=N4684 type=control0 q_typed_residual_context=4.083143 sequence=62.179191
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=0.579706 sequence=62.758896
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=31 node=N7413 type=control1 q_typed_residual_context=0.668769 sequence=63.427666
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=32 node=N4677 type=control0 q_typed_residual_context=2.246508 sequence=65.674173
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=33 node=N7881 type=control1 q_typed_residual_context=0.392735 sequence=66.066908
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=34 node=N7891 type=control1 q_typed_residual_context=0.581920 sequence=66.648828
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=35 node=N7882 type=control1 q_typed_residual_context=0.509720 sequence=67.158548
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=36 node=N7883 type=control1 q_typed_residual_context=0.658296 sequence=67.816845
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=37 node=N7884 type=control1 q_typed_residual_context=0.643717 sequence=68.460562
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=38 node=N7885 type=control1 q_typed_residual_context=0.517562 sequence=68.978124
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=39 node=N7886 type=control1 q_typed_residual_context=0.489656 sequence=69.467780
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=40 node=N7887 type=control1 q_typed_residual_context=0.501347 sequence=69.969126
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=41 node=N7888 type=control1 q_typed_residual_context=0.541055 sequence=70.510181
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=42 node=N4670 type=control0 q_typed_residual_context=1.608153 sequence=72.118335
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=43 node=N4663 type=control0 q_typed_residual_context=1.060774 sequence=73.179109
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=44 node=N4649 type=control0 q_typed_residual_context=1.145080 sequence=74.324189
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=45 node=N704 type=observe q_typed_residual_context=1.939752 sequence=76.263941
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=46 node=N6537 type=observe q_typed_residual_context=4.156444 sequence=80.420384
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.336683 sequence=81.757067
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_residual_context=2.289096 sequence=84.046163
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=49 node=N4520 type=control0 q_typed_residual_context=0.863375 sequence=84.909539
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=50 node=N724 type=observe q_typed_residual_context=1.485156 sequence=86.394695
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=51 node=N4698 type=control0 q_typed_residual_context=0.895077 sequence=87.289772
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=52 node=N4691 type=control0 q_typed_residual_context=0.851757 sequence=88.141529
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=53 node=N4635 type=control0 q_typed_residual_context=0.850193 sequence=88.991722
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_residual_context=0.818102 sequence=89.809824
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=55 node=N3904 type=control0 q_typed_residual_context=0.832528 sequence=90.642352
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_residual_context=0.841619 sequence=91.483971
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=57 node=N3896 type=control0 q_typed_residual_context=0.870064 sequence=92.354035
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=58 node=N2083 type=observe q_typed_residual_context=0.963101 sequence=93.317136
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_residual_context=0.915690 sequence=94.232826
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=60 node=N4712 type=control0 q_typed_residual_context=0.851841 sequence=95.084667
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=61 node=N4705 type=control0 q_typed_residual_context=0.877606 sequence=95.962273
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.015724 sequence=96.977997
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=63 node=N5603 type=control0 q_typed_residual_context=1.345891 sequence=98.323888
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=64 node=N5234 type=observe q_typed_residual_context=1.137390 sequence=99.461279
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=65 node=N519 type=control1 q_typed_residual_context=0.826928 sequence=100.288207
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=66 node=N7506 type=observe q_typed_residual_context=1.696308 sequence=101.984515
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=67 node=N3882 type=control0 q_typed_residual_context=0.830480 sequence=102.814995
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=68 node=N2044 type=observe q_typed_residual_context=0.965472 sequence=103.780467
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=69 node=N3805 type=control0 q_typed_residual_context=0.823512 sequence=104.603978
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.150106 sequence=105.754085
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=71 node=N504 type=control1 q_typed_residual_context=1.151878 sequence=106.905963
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=72 node=N2042 type=observe q_typed_residual_context=1.298496 sequence=108.204459
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_residual_context=1.210049 sequence=109.414508
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=74 node=N516 type=control1 q_typed_residual_context=1.392970 sequence=110.807478
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=75 node=N7875 type=control1 q_typed_residual_context=1.300689 sequence=112.108167
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=76 node=N520 type=control1 q_typed_residual_context=1.374889 sequence=113.483056
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=77 node=N7532 type=observe q_typed_residual_context=1.907536 sequence=115.390592
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=78 node=N7534 type=observe q_typed_residual_context=2.136705 sequence=117.527297
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=79 node=N899 type=observe q_typed_residual_context=1.560103 sequence=119.087400
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=80 node=N7537 type=observe q_typed_residual_context=1.377050 sequence=120.464450
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=81 node=N7535 type=observe q_typed_residual_context=1.075636 sequence=121.540086
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=82 node=N7370 type=control1 q_typed_residual_context=1.089083 sequence=122.629169
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=83 node=N4585 type=control0 q_typed_residual_context=1.139414 sequence=123.768583
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=84 node=N7890 type=control1 q_typed_residual_context=1.108700 sequence=124.877284
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=85 node=N3756 type=control0 q_typed_residual_context=0.932142 sequence=125.809425
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=86 node=N7889 type=control1 q_typed_residual_context=1.471225 sequence=127.280651
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=87 node=N3701 type=control0 q_typed_residual_context=1.435878 sequence=128.716528
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=88 node=N7518 type=observe q_typed_residual_context=1.568476 sequence=130.285004
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=89 node=N555 type=control1 q_typed_residual_context=1.465360 sequence=131.750364
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=90 node=N7588 type=control1 q_typed_residual_context=1.412685 sequence=133.163049
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=91 node=N507 type=control1 q_typed_residual_context=1.702813 sequence=134.865861
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=92 node=N3897 type=control0 q_typed_residual_context=2.012844 sequence=136.878706
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=93 node=N3855 type=control0 q_typed_residual_context=2.638994 sequence=139.517699
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=94 node=N1411 type=control0 q_typed_residual_context=3.289056 sequence=142.806756
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=95 node=N1539 type=control0 q_typed_residual_context=2.082434 sequence=144.889189
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=96 node=N7721 type=control0 q_typed_residual_context=2.154097 sequence=147.043286
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=97 node=N4564 type=control0 q_typed_residual_context=2.741667 sequence=149.784953
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=98 node=N7724 type=control0 q_typed_residual_context=2.525607 sequence=152.310560
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=99 node=N4606 type=control0 q_typed_residual_context=2.362449 sequence=154.673009
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=100 node=N7722 type=control0 q_typed_residual_context=1.969142 sequence=156.642152
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=101 node=N4578 type=control0 q_typed_residual_context=2.297479 sequence=158.939631
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_residual_context=1.397231 sequence=160.336862
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=1.549292 sequence=161.886154
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=104 node=N7846 type=control0 q_typed_residual_context=2.119547 sequence=164.005701
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=105 node=N713 type=observe q_typed_residual_context=2.575354 sequence=166.581055
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=1.296671 sequence=167.877726
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=107 node=N3848 type=control0 q_typed_residual_context=2.454542 sequence=170.332268
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=108 node=N7853 type=control0 q_typed_residual_context=3.625784 sequence=173.958052
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=109 node=N3827 type=control0 q_typed_residual_context=2.993402 sequence=176.951453
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=110 node=N7541 type=control0 q_typed_residual_context=3.038277 sequence=179.989730
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=111 node=N3820 type=control0 q_typed_residual_context=2.873180 sequence=182.862910
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=112 node=N7723 type=control0 q_typed_residual_context=2.938011 sequence=185.800921
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=113 node=N7590 type=control1 q_typed_residual_context=3.067176 sequence=188.868097
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=114 node=N510 type=control1 q_typed_residual_context=2.727877 sequence=191.595973
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=115 node=N3813 type=control0 q_typed_residual_context=2.655531 sequence=194.251504
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=116 node=N3799 type=control0 q_typed_residual_context=3.446805 sequence=197.698309
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=117 node=N3792 type=control0 q_typed_residual_context=1.988102 sequence=199.686411
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=118 node=N7820 type=control0 q_typed_residual_context=1.973388 sequence=201.659798
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=119 node=N4557 type=control0 q_typed_residual_context=1.797727 sequence=203.457526
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=120 node=N723 type=observe q_typed_residual_context=2.488238 sequence=205.945764
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=121 node=N3785 type=control0 q_typed_residual_context=2.714959 sequence=208.660722
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=122 node=N634 type=control1 q_typed_residual_context=2.772544 sequence=211.433266
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=123 node=N556 type=control1 q_typed_residual_context=3.558672 sequence=214.991938
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=124 node=N3903 type=control0 q_typed_residual_context=3.849562 sequence=218.841500
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=125 node=N7421 type=control1 q_typed_residual_context=2.353699 sequence=221.195199
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=126 node=N3682 type=control0 q_typed_residual_context=3.015940 sequence=224.211139
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=2.924198 sequence=227.135337
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=128 node=N638 type=control1 q_typed_residual_context=2.912787 sequence=230.048124
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=129 node=N785 type=observe q_typed_residual_context=4.933277 sequence=234.981401
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=130 node=N636 type=control1 q_typed_residual_context=2.500850 sequence=237.482251
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=4.082846 sequence=241.565097
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=132 node=N614 type=control1 q_typed_residual_context=6.191802 sequence=247.756899
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=133 node=N7424 type=control1 q_typed_residual_context=5.259206 sequence=253.016105
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=134 node=N3295 type=control1 q_typed_residual_context=5.717486 sequence=258.733590
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=135 node=N620 type=control1 q_typed_residual_context=6.562605 sequence=265.296196
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=136 node=N610 type=control1 q_typed_residual_context=7.024044 sequence=272.320240
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=137 node=N1552 type=observe q_typed_residual_context=3.563319 sequence=275.883558
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=138 node=N7892 type=control1 q_typed_residual_context=5.329755 sequence=281.213313
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=139 node=N630 type=control1 q_typed_residual_context=4.169739 sequence=285.383052
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=140 node=N642 type=control1 q_typed_residual_context=7.102308 sequence=292.485360
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=141 node=N649 type=control1 q_typed_residual_context=7.199875 sequence=299.685236
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=142 node=N2580 type=control1 q_typed_residual_context=4.376865 sequence=304.062101
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=143 node=N3525 type=control1 q_typed_residual_context=2.343500 sequence=306.405601
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=144 node=N1607 type=control1 q_typed_residual_context=3.096833 sequence=309.502434
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=145 node=N647 type=control1 q_typed_residual_context=7.179027 sequence=316.681461
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=146 node=N7441 type=control0 q_typed_residual_context=7.178221 sequence=323.859681
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=147 node=N1586 type=control1 q_typed_residual_context=5.373798 sequence=329.233479
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=148 node=N2040 type=observe q_typed_residual_context=3.701229 sequence=332.934709
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=149 node=N5867 type=observe q_typed_residual_context=1.448252 sequence=334.382961
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=150 node=N7442 type=control0 q_typed_residual_context=2.804313 sequence=337.187274
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=151 node=N694 type=observe q_typed_residual_context=4.088198 sequence=341.275472
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=152 node=N7402 type=observe q_typed_residual_context=6.357525 sequence=347.632997
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=153 node=N7679 type=observe q_typed_residual_context=6.125572 sequence=353.758568
[b15-r6-adaptive/cone_toplist/c64/range/0.0005] [plan iscas99__b15_1] [plan] step=154 node=N2106 type=observe q_typed_residual_context=1.113180 sequence=354.871749
