[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/incumbent/c64_range_m0p005
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 budgets=iscas99__b15_1:278
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/incumbent/c64/range/0.005] [gmean] 2026-07-21T10:48:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=51 node=N3904 type=control0 q_typed_residual_context=0.943313 sequence=106.036453
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=52 node=N4705 type=control0 q_typed_residual_context=0.966973 sequence=107.003425
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_residual_context=0.884859 sequence=107.888284
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=54 node=N3862 type=control0 q_typed_residual_context=0.885263 sequence=108.773547
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=55 node=N3855 type=control0 q_typed_residual_context=0.904917 sequence=109.678464
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=56 node=N3848 type=control0 q_typed_residual_context=0.912922 sequence=110.591386
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=57 node=N3827 type=control0 q_typed_residual_context=0.941020 sequence=111.532407
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=58 node=N3820 type=control0 q_typed_residual_context=1.027113 sequence=112.559519
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=59 node=N3813 type=control0 q_typed_residual_context=0.969558 sequence=113.529077
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=60 node=N3799 type=control0 q_typed_residual_context=0.964580 sequence=114.493657
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=61 node=N3889 type=control0 q_typed_residual_context=1.007802 sequence=115.501459
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_residual_context=0.993105 sequence=116.494563
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_residual_context=1.764646 sequence=118.259209
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=64 node=N3882 type=control0 q_typed_residual_context=0.962129 sequence=119.221338
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=0.950209 sequence=120.171547
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_residual_context=1.037548 sequence=121.209094
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=67 node=N3805 type=control0 q_typed_residual_context=1.028307 sequence=122.237402
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=68 node=N7471 type=control0 q_typed_residual_context=1.275163 sequence=123.512564
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=69 node=N7724 type=control0 q_typed_residual_context=1.182996 sequence=124.695561
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=70 node=N4606 type=control0 q_typed_residual_context=1.141368 sequence=125.836928
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=71 node=N899 type=observe q_typed_residual_context=1.250483 sequence=127.087411
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=72 node=N519 type=control1 q_typed_residual_context=1.496669 sequence=128.584080
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=73 node=N2044 type=observe q_typed_residual_context=1.069646 sequence=129.653725
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=74 node=N504 type=control1 q_typed_residual_context=1.480404 sequence=131.134129
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=75 node=N2042 type=observe q_typed_residual_context=1.007373 sequence=132.141502
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=76 node=N513 type=control1 q_typed_residual_context=1.456661 sequence=133.598164
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=77 node=N2083 type=observe q_typed_residual_context=0.974983 sequence=134.573146
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=78 node=N7590 type=control1 q_typed_residual_context=0.815008 sequence=135.388154
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=79 node=N7891 type=control1 q_typed_residual_context=0.818589 sequence=136.206743
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=80 node=N516 type=control1 q_typed_residual_context=1.024817 sequence=137.231561
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=81 node=N3840 type=control0 q_typed_residual_context=0.966221 sequence=138.197781
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=82 node=N7722 type=control0 q_typed_residual_context=0.927622 sequence=139.125403
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=83 node=N7890 type=control1 q_typed_residual_context=0.770030 sequence=139.895433
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=84 node=N7888 type=control1 q_typed_residual_context=0.703194 sequence=140.598627
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=85 node=N7886 type=control1 q_typed_residual_context=0.929420 sequence=141.528047
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=86 node=N7881 type=control1 q_typed_residual_context=0.889734 sequence=142.417781
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=87 node=N7882 type=control1 q_typed_residual_context=1.114615 sequence=143.532396
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=88 node=N7883 type=control1 q_typed_residual_context=0.978321 sequence=144.510717
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=89 node=N7884 type=control1 q_typed_residual_context=0.968029 sequence=145.478745
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=90 node=N7854 type=control0 q_typed_residual_context=0.724169 sequence=146.202914
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=91 node=N7534 type=observe q_typed_residual_context=0.932743 sequence=147.135657
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=92 node=N4585 type=control0 q_typed_residual_context=0.769251 sequence=147.904908
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=93 node=N4578 type=control0 q_typed_residual_context=2.206580 sequence=150.111489
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=94 node=N704 type=observe q_typed_residual_context=4.886540 sequence=154.998028
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=95 node=N3903 type=control0 q_typed_residual_context=1.331005 sequence=156.329033
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=96 node=N7723 type=control0 q_typed_residual_context=3.246556 sequence=159.575589
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_residual_context=3.589847 sequence=163.165436
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=4.156441 sequence=167.321877
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=99 node=N3896 type=control0 q_typed_residual_context=3.292445 sequence=170.614322
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=100 node=N7721 type=control0 q_typed_residual_context=4.281931 sequence=174.896253
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=101 node=N4564 type=control0 q_typed_residual_context=3.546066 sequence=178.442319
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_residual_context=3.986880 sequence=182.429199
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=103 node=N2106 type=observe q_typed_residual_context=5.568506 sequence=187.997705
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=104 node=N510 type=control1 q_typed_residual_context=1.766952 sequence=189.764657
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=2.020315 sequence=191.784972
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=106 node=N7846 type=control0 q_typed_residual_context=1.952399 sequence=193.737371
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=107 node=N7541 type=control0 q_typed_residual_context=2.909218 sequence=196.646589
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=108 node=N3682 type=control0 q_typed_residual_context=2.922824 sequence=199.569413
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=109 node=N4557 type=control0 q_typed_residual_context=1.806114 sequence=201.375527
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=110 node=N620 type=control1 q_typed_residual_context=2.589877 sequence=203.965404
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=111 node=N610 type=control1 q_typed_residual_context=2.145156 sequence=206.110561
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=112 node=N3792 type=control0 q_typed_residual_context=2.629419 sequence=208.739980
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_residual_context=2.383545 sequence=211.123525
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=114 node=N3785 type=control0 q_typed_residual_context=2.941318 sequence=214.064843
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=115 node=N3722 type=control0 q_typed_residual_context=2.396292 sequence=216.461135
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=116 node=N614 type=control1 q_typed_residual_context=2.354307 sequence=218.815442
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=117 node=N3701 type=control0 q_typed_residual_context=2.524378 sequence=221.339820
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=118 node=N638 type=control1 q_typed_residual_context=2.514169 sequence=223.853989
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=119 node=N7852 type=control0 q_typed_residual_context=1.830560 sequence=225.684549
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=120 node=N555 type=control1 q_typed_residual_context=1.930886 sequence=227.615435
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=121 node=N7820 type=control0 q_typed_residual_context=2.102595 sequence=229.718031
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=122 node=N7421 type=control1 q_typed_residual_context=1.529331 sequence=231.247362
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=123 node=N7853 type=control0 q_typed_residual_context=1.649487 sequence=232.896849
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=124 node=N556 type=control1 q_typed_residual_context=1.456258 sequence=234.353107
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=125 node=N1411 type=control0 q_typed_residual_context=2.268018 sequence=236.621125
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=126 node=N645 type=control1 q_typed_residual_context=1.573616 sequence=238.194741
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=127 node=N2040 type=observe q_typed_residual_context=2.428124 sequence=240.622865
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=128 node=N520 type=control1 q_typed_residual_context=1.755978 sequence=242.378843
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=129 node=N636 type=control1 q_typed_residual_context=2.624626 sequence=245.003469
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=130 node=N7370 type=control1 q_typed_residual_context=3.819037 sequence=248.822506
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=5.868131 sequence=254.690637
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=132 node=N3295 type=control1 q_typed_residual_context=5.507417 sequence=260.198055
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=133 node=N630 type=control1 q_typed_residual_context=5.559953 sequence=265.758008
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=134 node=N7518 type=observe q_typed_residual_context=1.823248 sequence=267.581256
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=135 node=N642 type=control1 q_typed_residual_context=3.459283 sequence=271.040539
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=136 node=N1552 type=observe q_typed_residual_context=1.823376 sequence=272.863916
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=137 node=N2153 type=observe q_typed_residual_context=3.001304 sequence=275.865220
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=138 node=N649 type=control1 q_typed_residual_context=2.110820 sequence=277.976039
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=139 node=N785 type=observe q_typed_residual_context=2.848422 sequence=280.824461
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=140 node=N7537 type=observe q_typed_residual_context=1.898877 sequence=282.723339
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=141 node=N7465 type=observe q_typed_residual_context=1.141618 sequence=283.864957
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=142 node=N7532 type=observe q_typed_residual_context=2.133258 sequence=285.998215
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=143 node=N7535 type=observe q_typed_residual_context=2.784745 sequence=288.782959
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=144 node=N2580 type=control1 q_typed_residual_context=1.103139 sequence=289.886099
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=145 node=N3525 type=control1 q_typed_residual_context=0.840162 sequence=290.726261
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=146 node=N647 type=control1 q_typed_residual_context=1.458056 sequence=292.184317
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=147 node=N1586 type=control1 q_typed_residual_context=5.858045 sequence=298.042362
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=148 node=N3410 type=control1 q_typed_residual_context=5.962692 sequence=304.005053
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=149 node=N3180 type=control1 q_typed_residual_context=6.038842 sequence=310.043895
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=150 node=N7402 type=observe q_typed_residual_context=3.066609 sequence=313.110504
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=151 node=N1607 type=control1 q_typed_residual_context=3.383019 sequence=316.493523
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=152 node=N7454 type=observe q_typed_residual_context=6.310937 sequence=322.804460
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=153 node=N7424 type=control1 q_typed_residual_context=4.847466 sequence=327.651926
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=154 node=N2652 type=control1 q_typed_residual_context=2.736141 sequence=330.388067
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=155 node=N2721 type=control1 q_typed_residual_context=2.816716 sequence=333.204783
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=156 node=N7453 type=observe q_typed_residual_context=5.768288 sequence=338.973071
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=157 node=N2894 type=control1 q_typed_residual_context=1.853952 sequence=340.827022
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=158 node=N578 type=observe q_typed_residual_context=3.453685 sequence=344.280707
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=159 node=N2952 type=control1 q_typed_residual_context=2.785837 sequence=347.066544
[b15-r6-adaptive/incumbent/c64/range/0.005] [plan iscas99__b15_1] [plan] step=160 node=N2779 type=control1 q_typed_residual_context=2.582309 sequence=349.648854
