[b15-r6-adaptive/cone_toplist/c64/range/0.001] [gmean] 2026-07-21T10:51:53 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p001
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [gmean] 2026-07-21T10:51:53 budgets=iscas99__b15_1:278
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [gmean] 2026-07-21T10:51:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [gmean] 2026-07-21T10:51:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=40 node=N7887 type=control1 q_typed_residual_context=0.501347 sequence=69.969126
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=41 node=N7888 type=control1 q_typed_residual_context=0.541055 sequence=70.510181
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=42 node=N4670 type=control0 q_typed_residual_context=1.608153 sequence=72.118335
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=43 node=N4663 type=control0 q_typed_residual_context=1.060774 sequence=73.179109
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=44 node=N4649 type=control0 q_typed_residual_context=1.145080 sequence=74.324189
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=45 node=N704 type=observe q_typed_residual_context=1.939752 sequence=76.263941
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=46 node=N6537 type=observe q_typed_residual_context=4.156444 sequence=80.420384
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.336683 sequence=81.757067
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_residual_context=2.289096 sequence=84.046163
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=49 node=N4520 type=control0 q_typed_residual_context=0.863375 sequence=84.909539
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=50 node=N724 type=observe q_typed_residual_context=1.485156 sequence=86.394695
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=51 node=N4698 type=control0 q_typed_residual_context=0.895077 sequence=87.289772
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=52 node=N4691 type=control0 q_typed_residual_context=0.851757 sequence=88.141529
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=53 node=N4635 type=control0 q_typed_residual_context=0.850193 sequence=88.991722
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_residual_context=0.818102 sequence=89.809824
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=55 node=N3904 type=control0 q_typed_residual_context=0.832528 sequence=90.642352
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_residual_context=0.841619 sequence=91.483971
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=57 node=N3896 type=control0 q_typed_residual_context=0.870064 sequence=92.354035
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=58 node=N2083 type=observe q_typed_residual_context=0.963101 sequence=93.317136
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_residual_context=0.915690 sequence=94.232826
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=60 node=N4712 type=control0 q_typed_residual_context=0.851841 sequence=95.084667
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=61 node=N4705 type=control0 q_typed_residual_context=0.877606 sequence=95.962273
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.015724 sequence=96.977997
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=63 node=N5603 type=control0 q_typed_residual_context=1.345891 sequence=98.323888
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=64 node=N5234 type=observe q_typed_residual_context=1.137390 sequence=99.461279
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=65 node=N519 type=control1 q_typed_residual_context=0.826928 sequence=100.288207
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=66 node=N7506 type=observe q_typed_residual_context=1.696308 sequence=101.984515
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=67 node=N3882 type=control0 q_typed_residual_context=0.830480 sequence=102.814995
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=68 node=N2044 type=observe q_typed_residual_context=0.965472 sequence=103.780467
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=69 node=N520 type=control1 q_typed_residual_context=0.988522 sequence=104.768989
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=70 node=N2042 type=observe q_typed_residual_context=0.935707 sequence=105.704696
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=71 node=N504 type=control1 q_typed_residual_context=1.149756 sequence=106.854452
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=72 node=N513 type=control1 q_typed_residual_context=1.062075 sequence=107.916527
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=73 node=N899 type=observe q_typed_residual_context=1.343601 sequence=109.260128
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=74 node=N7875 type=control1 q_typed_residual_context=1.049102 sequence=110.309231
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=75 node=N516 type=control1 q_typed_residual_context=1.357190 sequence=111.666421
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=76 node=N7532 type=observe q_typed_residual_context=1.488246 sequence=113.154667
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=77 node=N7537 type=observe q_typed_residual_context=1.714841 sequence=114.869508
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=78 node=N7535 type=observe q_typed_residual_context=1.304317 sequence=116.173825
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=79 node=N4585 type=control0 q_typed_residual_context=1.289156 sequence=117.462981
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=80 node=N7370 type=control1 q_typed_residual_context=1.120412 sequence=118.583394
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=81 node=N3805 type=control0 q_typed_residual_context=0.941129 sequence=119.524523
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=82 node=N7890 type=control1 q_typed_residual_context=0.918726 sequence=120.443248
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=83 node=N3756 type=control0 q_typed_residual_context=1.052833 sequence=121.496082
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=84 node=N7471 type=control0 q_typed_residual_context=1.274122 sequence=122.770203
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=85 node=N7588 type=control1 q_typed_residual_context=3.183990 sequence=125.954193
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=86 node=N555 type=control1 q_typed_residual_context=1.446458 sequence=127.400651
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_residual_context=1.507778 sequence=128.908430
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=88 node=N3701 type=control0 q_typed_residual_context=1.518112 sequence=130.426542
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=89 node=N1539 type=control0 q_typed_residual_context=2.201942 sequence=132.628484
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=90 node=N7724 type=control0 q_typed_residual_context=2.647460 sequence=135.275944
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=91 node=N4606 type=control0 q_typed_residual_context=2.599019 sequence=137.874963
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=92 node=N7722 type=control0 q_typed_residual_context=3.197369 sequence=141.072332
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=93 node=N4578 type=control0 q_typed_residual_context=2.881622 sequence=143.953953
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=94 node=N7590 type=control1 q_typed_residual_context=3.075602 sequence=147.029556
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=95 node=N507 type=control1 q_typed_residual_context=1.734633 sequence=148.764189
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=96 node=N3897 type=control0 q_typed_residual_context=2.203429 sequence=150.967618
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.635461 sequence=153.603079
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=98 node=N3855 type=control0 q_typed_residual_context=2.085340 sequence=155.688419
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=99 node=N7721 type=control0 q_typed_residual_context=1.912941 sequence=157.601361
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=100 node=N4564 type=control0 q_typed_residual_context=2.773416 sequence=160.374777
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=101 node=N7846 type=control0 q_typed_residual_context=2.726940 sequence=163.101717
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=102 node=N7408 type=control0 q_typed_residual_context=3.117733 sequence=166.219450
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=103 node=N7725 type=control0 q_typed_residual_context=1.664146 sequence=167.883596
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=1.761384 sequence=169.644980
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=105 node=N510 type=control1 q_typed_residual_context=2.044317 sequence=171.689297
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=106 node=N713 type=observe q_typed_residual_context=2.649005 sequence=174.338302
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=107 node=N3848 type=control0 q_typed_residual_context=2.521015 sequence=176.859317
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=108 node=N3827 type=control0 q_typed_residual_context=3.636059 sequence=180.495377
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=109 node=N3820 type=control0 q_typed_residual_context=2.653247 sequence=183.148624
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=110 node=N3813 type=control0 q_typed_residual_context=1.997779 sequence=185.146404
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=111 node=N7820 type=control0 q_typed_residual_context=2.009416 sequence=187.155819
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=112 node=N4557 type=control0 q_typed_residual_context=2.391934 sequence=189.547753
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=113 node=N3799 type=control0 q_typed_residual_context=1.715327 sequence=191.263081
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=114 node=N1411 type=control0 q_typed_residual_context=1.541441 sequence=192.804521
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=115 node=N3903 type=control0 q_typed_residual_context=1.653285 sequence=194.457807
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=116 node=N722 type=observe q_typed_residual_context=2.355591 sequence=196.813397
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=117 node=N7853 type=control0 q_typed_residual_context=2.882121 sequence=199.695518
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=118 node=N556 type=control1 q_typed_residual_context=5.435107 sequence=205.130625
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=119 node=N7852 type=control0 q_typed_residual_context=3.164577 sequence=208.295202
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=120 node=N3792 type=control0 q_typed_residual_context=5.895578 sequence=214.190780
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=121 node=N7847 type=control0 q_typed_residual_context=6.585720 sequence=220.776501
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=122 node=N3785 type=control0 q_typed_residual_context=5.847998 sequence=226.624499
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=123 node=N7534 type=observe q_typed_residual_context=6.330384 sequence=232.954883
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=124 node=N3681 type=control0 q_typed_residual_context=4.367889 sequence=237.322772
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=125 node=N638 type=control1 q_typed_residual_context=5.742785 sequence=243.065557
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=126 node=N7518 type=observe q_typed_residual_context=5.430533 sequence=248.496090
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=2.954970 sequence=251.451061
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=128 node=N2580 type=control1 q_typed_residual_context=4.659912 sequence=256.110973
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=129 node=N785 type=observe q_typed_residual_context=7.372063 sequence=263.483036
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=130 node=N7421 type=control1 q_typed_residual_context=3.964368 sequence=267.447403
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=131 node=N636 type=control1 q_typed_residual_context=1.705855 sequence=269.153258
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=132 node=N1552 type=observe q_typed_residual_context=6.757590 sequence=275.910848
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=133 node=N7424 type=control1 q_typed_residual_context=2.618023 sequence=278.528870
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=134 node=N634 type=control1 q_typed_residual_context=1.947738 sequence=280.476608
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=135 node=N620 type=control1 q_typed_residual_context=6.716941 sequence=287.193549
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=136 node=N630 type=control1 q_typed_residual_context=7.741479 sequence=294.935028
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=137 node=N642 type=control1 q_typed_residual_context=6.759977 sequence=301.695005
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=138 node=N616 type=control1 q_typed_residual_context=6.800860 sequence=308.495865
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=139 node=N649 type=control1 q_typed_residual_context=5.689804 sequence=314.185669
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=140 node=N614 type=control1 q_typed_residual_context=5.400681 sequence=319.586351
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=141 node=N610 type=control1 q_typed_residual_context=4.594408 sequence=324.180759
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=142 node=N2040 type=observe q_typed_residual_context=2.829171 sequence=327.009930
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=143 node=N694 type=observe q_typed_residual_context=7.374393 sequence=334.384323
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=144 node=N1607 type=control1 q_typed_residual_context=1.072471 sequence=335.456794
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=145 node=N647 type=control1 q_typed_residual_context=2.372553 sequence=337.829346
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=146 node=N1586 type=control1 q_typed_residual_context=3.281093 sequence=341.110439
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=4.523465 sequence=345.633904
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_residual_context=1.665079 sequence=347.298983
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=149 node=N7627 type=observe q_typed_residual_context=2.260802 sequence=349.559785
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=150 node=N3467 type=control1 q_typed_residual_context=2.759082 sequence=352.318867
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=151 node=N7402 type=observe q_typed_residual_context=3.270366 sequence=355.589233
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=152 node=N2106 type=observe q_typed_residual_context=2.972231 sequence=358.561464
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=153 node=N5867 type=observe q_typed_residual_context=0.936307 sequence=359.497770
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=154 node=N7441 type=control0 q_typed_residual_context=2.239050 sequence=361.736820
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=155 node=N7442 type=control0 q_typed_residual_context=6.601807 sequence=368.338627
[b15-r6-adaptive/cone_toplist/c64/range/0.001] [plan iscas99__b15_1] [plan] step=156 node=N7482 type=observe q_typed_residual_context=6.086093 sequence=374.424721
