[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 out_dir=autoresearch/loop-260720-0945/model_training_round6_adaptive/b15_selection/cone_toplist/c64_range_m0p005
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 budgets=iscas99__b15_1:278
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [gmean] 2026-07-21T10:51:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=46 node=N724 type=observe q_typed_residual_context=2.235871 sequence=68.554541
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=47 node=N4635 type=control0 q_typed_residual_context=1.603148 sequence=70.157689
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=48 node=N8470 type=observe q_typed_residual_context=1.056774 sequence=71.214463
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=49 node=N4698 type=control0 q_typed_residual_context=1.051132 sequence=72.265595
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=50 node=N3911 type=control0 q_typed_residual_context=0.838051 sequence=73.103646
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=51 node=N3904 type=control0 q_typed_residual_context=0.840551 sequence=73.944196
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=52 node=N3897 type=control0 q_typed_residual_context=0.826910 sequence=74.771107
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=53 node=N3862 type=control0 q_typed_residual_context=0.827248 sequence=75.598354
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=54 node=N3855 type=control0 q_typed_residual_context=0.833272 sequence=76.431627
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=55 node=N3848 type=control0 q_typed_residual_context=0.848402 sequence=77.280029
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=56 node=N3701 type=control0 q_typed_residual_context=0.899093 sequence=78.179122
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=57 node=N3742 type=control0 q_typed_residual_context=0.924792 sequence=79.103915
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=58 node=N3889 type=control0 q_typed_residual_context=0.958372 sequence=80.062287
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=59 node=N2083 type=observe q_typed_residual_context=0.967839 sequence=81.030126
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=60 node=N5603 type=control0 q_typed_residual_context=0.992473 sequence=82.022599
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_residual_context=0.850323 sequence=82.872922
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=62 node=N7471 type=control0 q_typed_residual_context=1.029901 sequence=83.902823
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_residual_context=1.838559 sequence=85.741383
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=64 node=N4712 type=control0 q_typed_residual_context=1.098885 sequence=86.840268
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=65 node=N4705 type=control0 q_typed_residual_context=1.216737 sequence=88.057004
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_residual_context=1.372879 sequence=89.429884
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_residual_context=1.033372 sequence=90.463256
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=68 node=N3805 type=control0 q_typed_residual_context=0.802704 sequence=91.265959
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=69 node=N2042 type=observe q_typed_residual_context=1.234589 sequence=92.500548
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=70 node=N519 type=control1 q_typed_residual_context=1.509038 sequence=94.009587
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=71 node=N504 type=control1 q_typed_residual_context=1.640257 sequence=95.649843
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=72 node=N899 type=observe q_typed_residual_context=1.540290 sequence=97.190133
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_residual_context=1.552117 sequence=98.742250
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_residual_context=1.520874 sequence=100.263124
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=75 node=N516 type=control1 q_typed_residual_context=1.703339 sequence=101.966462
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=76 node=N520 type=control1 q_typed_residual_context=1.440403 sequence=103.406865
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=77 node=N7724 type=control0 q_typed_residual_context=1.481164 sequence=104.888029
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=78 node=N7370 type=control1 q_typed_residual_context=1.386603 sequence=106.274632
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=79 node=N4606 type=control0 q_typed_residual_context=1.214291 sequence=107.488923
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=80 node=N7875 type=control1 q_typed_residual_context=1.788213 sequence=109.277135
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=81 node=N555 type=control1 q_typed_residual_context=1.343333 sequence=110.620469
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=82 node=N7886 type=control1 q_typed_residual_context=1.287503 sequence=111.907972
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=83 node=N7887 type=control1 q_typed_residual_context=1.454099 sequence=113.362070
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=84 node=N7888 type=control1 q_typed_residual_context=1.620846 sequence=114.982916
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=85 node=N7889 type=control1 q_typed_residual_context=1.590749 sequence=116.573665
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=86 node=N7890 type=control1 q_typed_residual_context=1.077090 sequence=117.650755
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=87 node=N556 type=control1 q_typed_residual_context=0.982699 sequence=118.633454
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=88 node=N4585 type=control0 q_typed_residual_context=0.744643 sequence=119.378096
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=89 node=N7722 type=control0 q_typed_residual_context=1.385535 sequence=120.763632
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=90 node=N4578 type=control0 q_typed_residual_context=1.319202 sequence=122.082834
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=91 node=N1411 type=control0 q_typed_residual_context=1.736779 sequence=123.819613
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=92 node=N507 type=control1 q_typed_residual_context=1.546785 sequence=125.366398
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=93 node=N7723 type=control0 q_typed_residual_context=1.398558 sequence=126.764956
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=94 node=N3722 type=control0 q_typed_residual_context=0.977879 sequence=127.742835
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=95 node=N7725 type=control0 q_typed_residual_context=1.577571 sequence=129.320406
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=96 node=N7846 type=control0 q_typed_residual_context=1.703665 sequence=131.024072
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=97 node=N3827 type=control0 q_typed_residual_context=1.466897 sequence=132.490968
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=98 node=N7408 type=control0 q_typed_residual_context=1.602747 sequence=134.093715
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_residual_context=1.584016 sequence=135.677731
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=100 node=N510 type=control1 q_typed_residual_context=1.654817 sequence=137.332548
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=101 node=N713 type=observe q_typed_residual_context=2.124908 sequence=139.457456
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=102 node=N3820 type=control0 q_typed_residual_context=0.912787 sequence=140.370244
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=103 node=N610 type=control1 q_typed_residual_context=1.107377 sequence=141.477621
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=104 node=N3813 type=control0 q_typed_residual_context=1.156962 sequence=142.634583
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=105 node=N620 type=control1 q_typed_residual_context=1.118201 sequence=143.752784
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=1.449595 sequence=145.202379
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=107 node=N3799 type=control0 q_typed_residual_context=2.815233 sequence=148.017612
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=108 node=N2106 type=observe q_typed_residual_context=2.747081 sequence=150.764692
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=109 node=N3792 type=control0 q_typed_residual_context=1.469391 sequence=152.234083
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=110 node=N634 type=control1 q_typed_residual_context=1.548673 sequence=153.782756
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=111 node=N3785 type=control0 q_typed_residual_context=1.649361 sequence=155.432117
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=112 node=N638 type=control1 q_typed_residual_context=1.648824 sequence=157.080941
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=113 node=N3903 type=control0 q_typed_residual_context=1.530896 sequence=158.611838
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=114 node=N614 type=control1 q_typed_residual_context=1.756442 sequence=160.368279
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=115 node=N3896 type=control0 q_typed_residual_context=1.921614 sequence=162.289894
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=116 node=N4564 type=control0 q_typed_residual_context=1.883191 sequence=164.173085
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=117 node=N7721 type=control0 q_typed_residual_context=2.267330 sequence=166.440415
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=118 node=N4557 type=control0 q_typed_residual_context=3.393412 sequence=169.833827
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=119 node=N3681 type=control0 q_typed_residual_context=2.977171 sequence=172.810998
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=120 node=N7820 type=control0 q_typed_residual_context=3.091432 sequence=175.902430
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=121 node=N7870 type=control1 q_typed_residual_context=2.968107 sequence=178.870537
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=122 node=N645 type=control1 q_typed_residual_context=4.055217 sequence=182.925754
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=123 node=N7853 type=control0 q_typed_residual_context=3.349831 sequence=186.275585
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=124 node=N2040 type=observe q_typed_residual_context=3.726735 sequence=190.002320
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=125 node=N7847 type=control0 q_typed_residual_context=4.323590 sequence=194.325910
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=126 node=N7736 type=control0 q_typed_residual_context=4.524634 sequence=198.850544
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=127 node=N7532 type=observe q_typed_residual_context=5.530912 sequence=204.381456
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=128 node=N3410 type=control1 q_typed_residual_context=4.258662 sequence=208.640118
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=129 node=N2580 type=control1 q_typed_residual_context=4.038907 sequence=212.679025
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=130 node=N7518 type=observe q_typed_residual_context=4.689787 sequence=217.368812
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=131 node=N7537 type=observe q_typed_residual_context=2.868149 sequence=220.236961
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=132 node=N7534 type=observe q_typed_residual_context=1.896597 sequence=222.133558
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=133 node=N785 type=observe q_typed_residual_context=1.506993 sequence=223.640551
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=134 node=N7535 type=observe q_typed_residual_context=1.898780 sequence=225.539331
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_residual_context=1.388093 sequence=226.927424
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_residual_context=1.390014 sequence=228.317438
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=137 node=N642 type=control1 q_typed_residual_context=1.008198 sequence=229.325636
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=138 node=N630 type=control1 q_typed_residual_context=0.992694 sequence=230.318330
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=139 node=N3180 type=control1 q_typed_residual_context=0.684204 sequence=231.002534
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=140 node=N7424 type=control1 q_typed_residual_context=1.168035 sequence=232.170569
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=141 node=N649 type=control1 q_typed_residual_context=1.303950 sequence=233.474518
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=142 node=N1607 type=control1 q_typed_residual_context=1.704627 sequence=235.179146
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=143 node=N7453 type=observe q_typed_residual_context=1.740066 sequence=236.919211
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=144 node=N647 type=control1 q_typed_residual_context=1.329333 sequence=238.248544
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=145 node=N3525 type=control1 q_typed_residual_context=1.336857 sequence=239.585401
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=146 node=N7624 type=observe q_typed_residual_context=0.753809 sequence=240.339210
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=1.402811 sequence=241.742021
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=148 node=N1586 type=control1 q_typed_residual_context=1.521348 sequence=243.263369
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=149 node=N5876 type=observe q_typed_residual_context=1.365501 sequence=244.628870
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=150 node=N7500 type=observe q_typed_residual_context=1.583968 sequence=246.212838
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=151 node=N694 type=observe q_typed_residual_context=1.833650 sequence=248.046488
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=152 node=N7614 type=observe q_typed_residual_context=1.468623 sequence=249.515111
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=153 node=N7465 type=observe q_typed_residual_context=0.851532 sequence=250.366643
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=154 node=N5874 type=observe q_typed_residual_context=0.853108 sequence=251.219751
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=155 node=N2102 type=observe q_typed_residual_context=1.840957 sequence=253.060708
[b15-r6-adaptive/cone_toplist/c64/range/0.005] [plan iscas99__b15_1] [plan] step=156 node=N7385 type=observe q_typed_residual_context=3.111034 sequence=256.171742
