step,node,type,q_pred,q_pred_mean,q_pred_std,q_pred_lcb,q_pred_context,q_pred_type_context,q_pred_lcb_context,q_pred_context_lcb,score_pred,score_pred_mean,score_pred_std,score_pred_lcb,reward_pred,reward_pred_mean,reward_pred_std,reward_pred_lcb,reward_pred_context,reward_pred_type_context,fc_pred,pattern_pred,return_pred,return_pred_mean,return_pred_std,return_pred_lcb,guarded_reward,guarded_reward_mean,guarded_reward_std,guarded_reward_lcb,guarded_reward_context,hard_reduction_total_pred,hard_reduction_total_pred_mean,hard_reduction_total_pred_std,hard_reduction_total_pred_lcb,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,derived_hard_reduction_hybrid_pred_mean,derived_hard_reduction_hybrid_pred_std,derived_hard_reduction_hybrid_pred_lcb,hybrid_pred,hybrid_pred_mean,hybrid_pred_std,hybrid_pred_lcb,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_mean,bounded_residual_hybrid_pred_std,bounded_residual_hybrid_pred_lcb,bounded_residual_hybrid_pred_context,consensus_pred_context,consensus_pred_type_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
11,N2098,observe,1.0127040147781372,1.0127040147781372,1.4198956489562988,-0.052217721939086914,4.519185708463192,3.072279006242752,5.460667775571347,4.777497470602393,1.0127040147781372,1.0127040147781372,1.4198956489562988,-0.052217721939086914,0.706538736820221,0.706538736820221,0.8420091271400452,0.07503189146518707,3.870758350193501,2.5712521612644195,0.007065387368202209,-0.46506965160369873,-0.11192071437835693,-0.11192071437835693,0.12033122777938843,-0.20216913521289825,-0.1323791891336441,-0.1323791891336441,0.11181078851222992,-0.21623728051781654,4.014062319099903,0.019236458465456963,0.019236458465456963,0.04531403258442879,-0.014749065972864628,-0.0610818974673748,-0.03909029811620712,110822.234375,42629.58984375,68192.640625,110725.21875,42547.75390625,68177.46875,0.0008754166192375124,0.0019196979701519012,0.0002224855124950409,0.06430713832378387,0.06430713832378387,0.05017496645450592,0.026675913482904434,2.518264055252075,2.518264055252075,5.405620574951172,-1.5359513759613037,2.4148493447899817,2.0723001956939697,2.0723001956939697,4.749185562133789,-1.489588975906372,2.3895002046227454,3.4861856982111927,2.2439341142773626,-0.052217721939086914,2.087381437420845,2.087381437420845,greedy,-0.052217721939086914,0.0,hard_fault_cluster
12,N2097,observe,0.9604080319404602,0.9604080319404602,1.4186774492263794,-0.10360005497932434,3.7400089249014856,2.4798526525497433,5.290588580071926,4.3094061031192545,0.9604080319404602,0.9604080319404602,1.4186774492263794,-0.10360005497932434,0.6989510655403137,0.6989510655403137,0.8238962292671204,0.08102889358997345,2.867785024642944,1.8493204712867735,0.006989510655403137,-0.4593338072299957,-0.12279041856527328,-0.12279041856527328,0.11607746034860611,-0.20984851382672787,-0.14171993732452393,-0.14171993732452393,0.1055813655257225,-0.2209059614688158,4.1841387693583965,0.014438682235777378,0.014438682235777378,0.04148010537028313,-0.016671396791934967,-0.06400613486766815,-0.041759781539440155,110725.2265625,42547.75,68177.4765625,110639.359375,42478.04296875,68161.3203125,0.0007754979887977242,0.00163832469843328,0.0002369734284002334,0.019818073138594627,0.019818073138594627,0.08774472028017044,-0.0459904670715332,2.020028829574585,2.020028829574585,4.977656841278076,-1.7132138013839722,3.180816085785627,1.587908387184143,1.587908387184143,4.35410213470459,-1.6776682138442993,3.1535226421058176,2.836901216208935,1.941831473335624,-0.10360005497932434,1.9837813824415207,1.9837813824415207,greedy,-0.10360005497932434,0.0,hard_fault_cluster
13,N2092,observe,1.0131314992904663,1.0131314992904663,1.4874597787857056,-0.10246333479881287,4.114582413434982,3.099851834774017,5.678146022558212,4.774478568732738,1.0131314992904663,1.0131314992904663,1.4874597787857056,-0.10246333479881287,0.574683427810669,0.574683427810669,0.632390558719635,0.10039050877094269,2.9544437676668167,1.727773356437683,0.00574683427810669,-0.4537378251552582,-0.15095509588718414,-0.15095509588718414,0.10118888318538666,-0.22684675827622414,-0.16292406618595123,-0.16292406618595123,0.0881551057100296,-0.22904039546847343,5.1936489751935,0.014508001506328583,0.014508001506328583,0.024619657546281815,-0.003956741653382778,-0.0418754443526268,-0.020773272961378098,110639.34375,42477.95703125,68161.390625,110447.5546875,42333.3828125,68114.171875,0.0017334616277366877,0.0034035115968436003,0.0006927492213435471,-0.10213711112737656,-0.10213711112737656,0.24127386510372162,-0.28309250995516777,1.874528408050537,1.874528408050537,3.0757062435150146,-0.4322512745857239,4.508084119260311,1.5567320585250854,1.5567320585250854,2.6149823665618896,-0.4045047163963318,4.640748084485531,3.336079972982407,2.2647878610156478,-0.10246333479881287,1.8813180476427078,1.8813180476427078,greedy,-0.10246333479881287,0.0,hard_fault_cluster
14,N2079,observe,0.9949638247489929,0.9949638247489929,1.543870449066162,-0.16293901205062866,4.563893818482756,2.953483122587204,6.323228799924254,5.066530982013791,0.9949638247489929,0.9949638247489929,1.543870449066162,-0.16293901205062866,0.5655247569084167,0.5655247569084167,0.6157600283622742,0.10370473563671112,4.942001567408442,3.378899684548378,0.005655247569084167,-0.45419612526893616,-0.1606186330318451,-0.1606186330318451,0.09868402779102325,-0.23463165387511253,-0.16893146932125092,-0.16893146932125092,0.08902980387210846,-0.23570382222533226,3.271395644843578,0.010469220578670502,0.010469220578670502,0.015191921032965183,-0.0009247201960533857,-0.03781060874462128,-0.015471389517188072,110447.5703125,42333.4453125,68114.125,110328.828125,42242.13671875,68086.6875,0.0010751000372692943,0.002156890230253339,0.00040281660039909184,-0.08438801765441895,-0.08438801765441895,0.18712487816810608,-0.2247316762804985,1.451828122138977,1.451828122138977,2.103217124938965,-0.12558472156524658,4.137155980467797,1.148148536682129,1.148148536682129,1.664150357246399,-0.09996423125267029,4.12238280236721,4.1642167791724205,2.835015205089003,-0.16293901205062866,1.7183790355920792,1.7183790355920792,greedy,-0.16293901205062866,0.0,hard_fault_cluster
15,N2081,observe,0.9341468811035156,0.9341468811035156,1.5183672904968262,-0.204628586769104,7.188750270009041,4.022602307796478,6.890462425351143,6.460508968383074,0.9341468811035156,0.9341468811035156,1.5183672904968262,-0.204628586769104,0.5503253936767578,0.5503253936767578,0.6010662913322449,0.09952567517757416,6.979387347400189,3.982828295230865,0.005503253936767578,-0.45761528611183167,-0.15693621337413788,-0.15693621337413788,0.09794285893440247,-0.23039335757493973,-0.17009896039962769,-0.17009896039962769,0.08301178365945816,-0.2323577981442213,7.2049653558433056,0.007437408436089754,0.007437408436089754,0.015999440103769302,-0.004562171641737223,-0.04538346081972122,-0.020391810685396194,110328.78125,42242.05078125,68086.734375,110189.546875,42111.40625,68078.140625,0.0012619950575754046,0.003092760220170021,0.0001262176810996607,0.057895954698324203,0.057895954698324203,0.14816321432590485,-0.05322645604610443,1.1371300220489502,1.1371300220489502,2.154909133911133,-0.4790518283843994,6.696133330464363,0.8420881628990173,0.8420881628990173,1.7368985414505005,-0.46058574318885803,6.611886647343636,5.419919420778751,3.7384671355783934,-0.204628586769104,1.5137504488229752,1.5137504488229752,greedy,-0.204628586769104,0.0,hard_fault_cluster
16,N2077,observe,0.9132253527641296,0.9132253527641296,1.5982481241226196,-0.2854607403278351,7.4308399021625515,4.316590911149978,5.615856420397758,6.181358323395252,0.9132253527641296,0.9132253527641296,1.5982481241226196,-0.2854607403278351,0.5232215523719788,0.5232215523719788,0.6237111687660217,0.05543817579746246,6.714860143363476,3.714130300283432,0.005232215523719787,-0.48054102063179016,-0.17665207386016846,-0.17665207386016846,0.08040252327919006,-0.236953966319561,-0.1970755010843277,-0.1970755010843277,0.0626763179898262,-0.24408273957669735,7.263184289038181,0.012533974833786488,0.012533974833786488,0.006687238812446594,0.007518545724451542,-0.032223377376794815,-7.993355393409729e-05,110189.6171875,42111.5078125,68078.109375,110114.625,42055.92578125,68058.703125,0.000680573983117938,0.0013198774540796876,0.00028505860245786607,0.1331261247396469,0.1331261247396469,0.16118139028549194,0.012240082025527954,1.5999670028686523,1.5999670028686523,1.281696081161499,0.6386949419975281,7.52202134013176,1.340039849281311,1.340039849281311,0.8210734128952026,0.7242347896099091,7.52202134013176,5.367291221022605,3.7918512529879806,-0.2854607403278351,1.22828970849514,1.22828970849514,greedy,-0.2854607403278351,0.0,hard_fault_cluster
17,N2078,observe,0.9454253315925598,0.9454253315925598,1.6790757179260254,-0.31388145685195923,7.143571192026139,4.40576479434967,5.518383204340935,6.00215619713068,0.9454253315925598,0.9454253315925598,1.6790757179260254,-0.31388145685195923,0.5180801749229431,0.5180801749229431,0.6057727336883545,0.06375062465667725,5.908514935672283,3.066082316637039,0.005180801749229431,-0.4880821406841278,-0.17781394720077515,-0.17781394720077515,0.08293785899877548,-0.24001734144985676,-0.1950550526380539,-0.1950550526380539,0.0675891786813736,-0.2457469366490841,7.129009164869785,0.007387589663267136,0.007387589663267136,0.006764256861060858,0.0023143970174714923,-0.024402683600783348,0.006511591374874115,110114.640625,42055.92578125,68058.71875,110015.75,41971.390625,68044.359375,0.0008980697020888329,0.0020100653637200594,0.00021098509023431689,0.14160680770874023,0.14160680770874023,0.20230168104171753,-0.010119453072547913,1.079025149345398,1.079025149345398,0.1344447284936905,0.9781916029751301,7.5099830663204195,0.8238255381584167,0.8238255381584167,0.5289339423179626,0.42712508141994476,7.5099830663204195,4.943615087866783,3.525487143546343,-0.31388145685195923,0.9144082516431808,0.9144082516431808,greedy,-0.31388145685195923,0.0,hard_fault_cluster
18,N2102,observe,0.749241828918457,0.749241828918457,1.511593222618103,-0.38445308804512024,7.460019338130951,4.087921105325222,6.374650377035141,6.450233129858971,0.749241828918457,0.749241828918457,1.511593222618103,-0.38445308804512024,0.5233504176139832,0.5233504176139832,0.562227725982666,0.10167962312698364,7.123803287744522,4.088276666402816,0.005233504176139832,-0.49222633242607117,-0.15297730267047882,-0.15297730267047882,0.11041929572820663,-0.2357917744666338,-0.17355328798294067,-0.17355328798294067,0.08891022950410843,-0.240235960111022,7.264376898407936,-0.006525309290736914,-0.006525309290736914,0.017928531393408775,-0.019971707835793495,-0.04718367010354996,-0.059837549924850464,110015.734375,41971.37109375,68044.359375,110014.484375,41937.59765625,68076.890625,1.1362010809534695e-05,0.0008046779548749328,-0.0004780888557434082,0.18667733669281006,0.18667733669281006,0.3287818133831024,-0.059909023344516754,-0.2821577787399292,-0.2821577787399292,2.115675449371338,-1.8689143657684326,6.967104322910309,-0.559937596321106,-0.559937596321106,1.8637713193893433,-1.9577660858631134,6.603948246836662,5.529605251550675,3.6686864265799524,-0.38445308804512024,0.5299551635980606,0.5299551635980606,greedy,-0.38445308804512024,0.0,hard_fault_cluster
19,N2101,observe,0.6164930462837219,0.6164930462837219,1.4549232721328735,-0.4746994078159332,5.593395066261292,3.858288687467575,4.9117748737335205,5.193142806291581,0.6164930462837219,0.6164930462837219,1.4549232721328735,-0.4746994078159332,0.2533644139766693,0.2533644139766693,0.7632388472557068,-0.3190647214651108,4.361702993512154,2.420519521087408,0.0025336441397666933,-0.30192121863365173,-0.20041830837726593,-0.20041830837726593,0.10339199751615524,-0.27796230651438236,-0.3686695396900177,-0.3686695396900177,0.2842036485671997,-0.5818222761154175,4.983951469361782,-0.02758791111409664,-0.02758791111409664,0.06716328859329224,-0.07796037755906582,-0.11519718915224075,-0.150049090385437,110014.4765625,41937.59375,68076.8828125,109997.8203125,41928.3359375,68069.484375,0.0001514005271019414,0.0002207521174568683,0.000108677675598301,0.23898999392986298,0.23898999392986298,0.30735325813293457,0.008475050330162048,-2.7058446407318115,-2.7058446407318115,7.495788097381592,-8.327685713768005,4.921508131325245,-2.7455546855926514,-2.7455546855926514,6.910064220428467,-7.9281028509140015,4.847044525444508,4.105433410406113,2.6167593211121862,-0.4746994078159332,0.05525575578212738,0.05525575578212738,greedy,-0.4746994078159332,0.0,hard_fault_cluster
20,N1255,observe,0.5522386431694031,0.5522386431694031,1.4295505285263062,-0.5199242532253265,4.096461546421051,2.5826115429401395,3.006682252883911,3.6064467388391495,0.5522386431694031,0.5522386431694031,1.4295505285263062,-0.5199242532253265,0.1866639107465744,0.1866639107465744,0.6811145544052124,-0.3241720050573349,2.66431307926774,0.026287496089935303,0.001866639107465744,-0.3039640486240387,-0.19102101027965546,-0.19102101027965546,0.1166834831237793,-0.27853362262248993,-0.3562204837799072,-0.3562204837799072,0.289627343416214,-0.5734409913420677,6.329436433464289,-0.02544535882771015,-0.02544535882771015,0.06718475371599197,-0.07583392411470413,-0.11253616958856583,-0.14761565625667572,109997.875,41928.35546875,68069.515625,109849.3125,41811.1328125,68038.1796875,0.0013505942188203335,0.0027957847341895103,0.00046035199193283916,0.1319345235824585,0.1319345235824585,0.09542614966630936,0.06036491133272648,-2.5488932132720947,-2.5488932132720947,7.441356658935547,-8.129910707473755,4.991515347212553,-2.5456252098083496,-2.5456252098083496,6.898605823516846,-7.719579577445984,4.847411581724882,2.8803622305393217,0.9830500362068415,-0.5199242532253265,-0.46466849744319916,-0.46466849744319916,greedy,-0.5199242532253265,0.0,hard_fault_cluster
21,N1259,control1,-0.01981033943593502,-0.01981033943593502,0.6062085628509521,-0.47446676157414913,0.6753675861284137,0.973710697889328,2.33422607909888,1.4356596897076817,-0.01981033943593502,-0.01981033943593502,0.6062085628509521,-0.47446676157414913,-0.06684175133705139,-0.06684175133705139,0.5895225405693054,-0.5089836567640305,-0.2951693640835583,-0.45101194977760317,-0.0006684175133705139,-0.32236599922180176,-0.19523485004901886,-0.19523485004901886,0.10794409364461899,-0.2761929202824831,-0.41223129630088806,-0.41223129630088806,0.35453712940216064,-0.6781341433525085,0.692858845256269,-0.08732836693525314,-0.08732836693525314,0.09329516440629959,-0.15729974023997784,-0.18480853736400604,-0.239172101020813,109849.296875,41811.109375,68038.1875,110425.78125,42329.36328125,68096.421875,-0.005247957073152065,-0.01239512488245964,-0.0008559072157368064,-0.045055847615003586,-0.045055847615003586,0.4599815607070923,-0.3900420181453228,-8.994913101196289,-8.994913101196289,9.903692245483398,-16.422682285308838,-0.08926720384508371,-8.798355102539062,-8.798355102539062,9.472565650939941,-15.902779340744019,-0.033209556974470616,0.3127943962812424,0.3395727757550776,-0.47446676157414913,-0.9391352590173483,-0.9391352590173483,greedy,-0.47446676157414913,0.0,hard_fault_cluster
