[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:16:04 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist_sa/epoch_012/q_typed_residual_context/alpha_0p20_decay_16
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:16:04 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:16:04 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:16:04 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=23 node=N5723 type=control0 q_typed_residual_context=6.101606 sequence=71.399685
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=5.976074 sequence=77.375760
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_residual_context=4.135336 sequence=81.511095
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.845770 sequence=88.356865
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=4.325567 sequence=92.682432
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.480465 sequence=97.162897
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.841592 sequence=102.004489
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=30 node=N2040 type=observe q_typed_residual_context=5.214783 sequence=107.219272
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=31 node=N7411 type=control1 q_typed_residual_context=6.367901 sequence=113.587173
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=32 node=N4635 type=control0 q_typed_residual_context=6.022545 sequence=119.609718
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=33 node=N2044 type=observe q_typed_residual_context=6.214902 sequence=125.824620
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=34 node=N1532 type=observe q_typed_residual_context=4.580131 sequence=130.404751
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=35 node=N2042 type=observe q_typed_residual_context=4.682094 sequence=135.086845
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_residual_context=5.745493 sequence=140.832338
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=8.348920 sequence=149.181258
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=38 node=N7891 type=control1 q_typed_residual_context=6.029176 sequence=155.210434
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=39 node=N7511 type=control1 q_typed_residual_context=3.071397 sequence=158.281831
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=4.559554 sequence=162.841385
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=41 node=N7882 type=control1 q_typed_residual_context=3.562002 sequence=166.403388
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=42 node=N7883 type=control1 q_typed_residual_context=5.079172 sequence=171.482560
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=43 node=N3903 type=control0 q_typed_residual_context=0.748609 sequence=172.231169
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=44 node=N4656 type=control0 q_typed_residual_context=2.277333 sequence=174.508502
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=0.984063 sequence=175.492565
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=1.392160 sequence=176.884724
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=47 node=N4663 type=control0 q_typed_residual_context=1.917371 sequence=178.802096
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=48 node=N3896 type=control0 q_typed_residual_context=0.908456 sequence=179.710551
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=49 node=N713 type=observe q_typed_residual_context=1.776482 sequence=181.487034
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=50 node=N4670 type=control0 q_typed_residual_context=1.565413 sequence=183.052447
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.319024 sequence=184.371471
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.497603 sequence=185.869074
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.283724 sequence=187.152799
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=54 node=N4684 type=control0 q_typed_residual_context=1.328077 sequence=188.480876
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=55 node=N3889 type=control0 q_typed_residual_context=0.917888 sequence=189.398764
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=56 node=N3882 type=control0 q_typed_residual_context=1.101329 sequence=190.500092
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=57 node=N4691 type=control0 q_typed_residual_context=1.378726 sequence=191.878818
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_residual_context=1.244753 sequence=193.123571
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=59 node=N4698 type=control0 q_typed_residual_context=1.294588 sequence=194.418159
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=60 node=N3911 type=control0 q_typed_residual_context=1.015578 sequence=195.433737
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=61 node=N3862 type=control0 q_typed_residual_context=1.037906 sequence=196.471642
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=62 node=N3827 type=control0 q_typed_residual_context=1.172576 sequence=197.644219
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=63 node=N3722 type=control0 q_typed_residual_context=1.172124 sequence=198.816342
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=64 node=N4585 type=control0 q_typed_residual_context=1.215869 sequence=200.032211
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_residual_context=1.336292 sequence=201.368503
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=66 node=N4578 type=control0 q_typed_residual_context=1.250298 sequence=202.618802
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=67 node=N4564 type=control0 q_typed_residual_context=1.379603 sequence=203.998404
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=68 node=N7471 type=control0 q_typed_residual_context=1.357396 sequence=205.355800
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=1.745360 sequence=207.101160
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=70 node=N4716 type=control0 q_typed_residual_context=1.712334 sequence=208.813495
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=71 node=N4712 type=control0 q_typed_residual_context=1.887948 sequence=210.701443
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=72 node=N4705 type=control0 q_typed_residual_context=1.859787 sequence=212.561230
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=73 node=N722 type=observe q_typed_residual_context=2.388576 sequence=214.949805
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.942368 sequence=217.892173
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=4.191357 sequence=222.083529
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=76 node=N1539 type=control0 q_typed_residual_context=3.342075 sequence=225.425604
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=77 node=N3701 type=control0 q_typed_residual_context=3.000741 sequence=228.426345
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=78 node=N3904 type=control0 q_typed_residual_context=2.237133 sequence=230.663478
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=79 node=N7890 type=control1 q_typed_residual_context=2.743055 sequence=233.406533
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=80 node=N519 type=control1 q_typed_residual_context=3.406444 sequence=236.812977
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=81 node=N7886 type=control1 q_typed_residual_context=2.719532 sequence=239.532509
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=82 node=N7722 type=control0 q_typed_residual_context=2.262378 sequence=241.794887
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=83 node=N504 type=control1 q_typed_residual_context=2.255040 sequence=244.049927
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=84 node=N7887 type=control1 q_typed_residual_context=1.989769 sequence=246.039695
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=85 node=N7888 type=control1 q_typed_residual_context=2.237116 sequence=248.276812
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=86 node=N3897 type=control0 q_typed_residual_context=2.173818 sequence=250.450629
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_residual_context=1.732482 sequence=252.183111
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=88 node=N7370 type=control1 q_typed_residual_context=1.920399 sequence=254.103511
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=89 node=N516 type=control1 q_typed_residual_context=1.694924 sequence=255.798435
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=90 node=N513 type=control1 q_typed_residual_context=0.842324 sequence=256.640759
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=91 node=N3855 type=control0 q_typed_residual_context=1.119758 sequence=257.760517
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=5.714098 sequence=263.474615
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=93 node=N3848 type=control0 q_typed_residual_context=5.021360 sequence=268.495975
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=94 node=N3841 type=control0 q_typed_residual_context=3.641789 sequence=272.137764
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=95 node=N7721 type=control0 q_typed_residual_context=4.871450 sequence=277.009214
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=96 node=N7723 type=control0 q_typed_residual_context=6.202708 sequence=283.211922
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_residual_context=4.958038 sequence=288.169960
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=98 node=N3820 type=control0 q_typed_residual_context=2.768871 sequence=290.938831
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_residual_context=4.060829 sequence=294.999660
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_residual_context=6.280887 sequence=301.280548
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=101 node=N7590 type=control1 q_typed_residual_context=6.761786 sequence=308.042334
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_residual_context=4.706640 sequence=312.748973
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=103 node=N3813 type=control0 q_typed_residual_context=6.472128 sequence=319.221101
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=104 node=N3799 type=control0 q_typed_residual_context=6.816647 sequence=326.037749
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=5.168821 sequence=331.206570
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=106 node=N7820 type=control0 q_typed_residual_context=4.553720 sequence=335.760290
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=107 node=N2083 type=observe q_typed_residual_context=4.315274 sequence=340.075564
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_residual_context=4.425597 sequence=344.501161
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=109 node=N3681 type=control0 q_typed_residual_context=4.475747 sequence=348.976908
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=110 node=N3785 type=control0 q_typed_residual_context=3.995557 sequence=352.972466
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=111 node=N1411 type=control0 q_typed_residual_context=3.838885 sequence=356.811350
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=112 node=N4520 type=control0 q_typed_residual_context=2.240296 sequence=359.051646
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=113 node=N7543 type=control0 q_typed_residual_context=2.024257 sequence=361.075903
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=114 node=N614 type=control1 q_typed_residual_context=2.270566 sequence=363.346470
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=3.365784 sequence=366.712254
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=116 node=N610 type=control1 q_typed_residual_context=5.997223 sequence=372.709477
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=117 node=N7588 type=control1 q_typed_residual_context=6.670740 sequence=379.380216
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=118 node=N620 type=control1 q_typed_residual_context=3.558829 sequence=382.939045
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=119 node=N555 type=control1 q_typed_residual_context=7.371160 sequence=390.310205
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=120 node=N638 type=control1 q_typed_residual_context=4.233620 sequence=394.543825
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=121 node=N3410 type=control1 q_typed_residual_context=4.846443 sequence=399.390268
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=122 node=N3180 type=control1 q_typed_residual_context=5.189636 sequence=404.579904
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=123 node=N520 type=control1 q_typed_residual_context=5.581546 sequence=410.161450
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=124 node=N578 type=observe q_typed_residual_context=4.803538 sequence=414.964987
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=125 node=N7877 type=control1 q_typed_residual_context=1.279949 sequence=416.244936
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=126 node=N7879 type=control1 q_typed_residual_context=1.096749 sequence=417.341686
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=3.639124 sequence=420.980809
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=128 node=N5876 type=observe q_typed_residual_context=0.957615 sequence=421.938424
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=129 node=N2157 type=observe q_typed_residual_context=4.208973 sequence=426.147397
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=130 node=N7870 type=control1 q_typed_residual_context=6.625191 sequence=432.772589
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=2.462746 sequence=435.235334
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=132 node=N7421 type=control1 q_typed_residual_context=2.509321 sequence=437.744655
[b15-round6/cone_toplist_sa/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=133 node=N7401 type=observe q_typed_residual_context=1.223445 sequence=438.968100
