[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T09:54:17 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_rank/best_final_horizon/q_typed_residual_context/alpha_0p02_decay_16
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T09:54:17 budgets=iscas99__b15_1:278
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T09:54:17 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [gmean] 2026-07-21T09:54:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=5.701088 sequence=82.887511
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.923843 sequence=89.811354
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=5.486178 sequence=95.297532
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.399252 sequence=99.696785
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.368182 sequence=104.064966
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=4.400372 sequence=108.465338
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=7.845201 sequence=116.310540
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=32 node=N7511 type=control1 q_typed_residual_context=2.922234 sequence=119.232773
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=33 node=N2042 type=observe q_typed_residual_context=6.125695 sequence=125.358468
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_residual_context=4.753293 sequence=130.111761
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=6.227329 sequence=136.339091
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=36 node=N2040 type=observe q_typed_residual_context=5.897244 sequence=142.236335
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=37 node=N1532 type=observe q_typed_residual_context=4.126740 sequence=146.363075
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.376487 sequence=152.739562
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.890323 sequence=153.629884
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=1.185360 sequence=154.815245
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_residual_context=1.639625 sequence=156.454870
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.038281 sequence=158.493151
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=43 node=N4606 type=control0 q_typed_residual_context=0.823398 sequence=159.316548
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=0.988565 sequence=160.305113
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.068636 sequence=161.373749
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.959215 sequence=162.332964
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.588084 sequence=163.921048
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=48 node=N3903 type=control0 q_typed_residual_context=0.889641 sequence=164.810689
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=49 node=N4663 type=control0 q_typed_residual_context=1.194383 sequence=166.005072
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.409071 sequence=167.414144
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.441808 sequence=168.855952
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=52 node=N4670 type=control0 q_typed_residual_context=1.379298 sequence=170.235250
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.319149 sequence=171.554399
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_residual_context=1.181394 sequence=172.735793
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=55 node=N3896 type=control0 q_typed_residual_context=0.997971 sequence=173.733763
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=56 node=N4684 type=control0 q_typed_residual_context=1.135261 sequence=174.869024
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=57 node=N3889 type=control0 q_typed_residual_context=1.137046 sequence=176.006071
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=58 node=N3882 type=control0 q_typed_residual_context=1.239556 sequence=177.245627
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=59 node=N3805 type=control0 q_typed_residual_context=1.207888 sequence=178.453515
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=60 node=N4585 type=control0 q_typed_residual_context=1.201817 sequence=179.655332
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=61 node=N4578 type=control0 q_typed_residual_context=1.323484 sequence=180.978816
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=62 node=N4705 type=control0 q_typed_residual_context=1.224639 sequence=182.203454
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=63 node=N4564 type=control0 q_typed_residual_context=1.165827 sequence=183.369281
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.046344 sequence=184.415625
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=1.071188 sequence=185.486813
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=66 node=N4698 type=control0 q_typed_residual_context=1.255462 sequence=186.742275
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=67 node=N4691 type=control0 q_typed_residual_context=1.335316 sequence=188.077591
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_residual_context=2.822017 sequence=190.899607
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=1.982516 sequence=192.882124
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.888147 sequence=194.770271
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.884922 sequence=196.655193
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=2.419850 sequence=199.075043
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=73 node=N3911 type=control0 q_typed_residual_context=1.948814 sequence=201.023856
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.648990 sequence=203.672846
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=2.973917 sequence=206.646763
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=76 node=N3862 type=control0 q_typed_residual_context=1.576743 sequence=208.223506
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=77 node=N7886 type=control1 q_typed_residual_context=1.334482 sequence=209.557988
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=78 node=N7887 type=control1 q_typed_residual_context=1.968192 sequence=211.526180
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=79 node=N7888 type=control1 q_typed_residual_context=2.035783 sequence=213.561963
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=80 node=N7889 type=control1 q_typed_residual_context=2.075798 sequence=215.637761
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_residual_context=1.961515 sequence=217.599276
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=82 node=N3897 type=control0 q_typed_residual_context=1.854915 sequence=219.454190
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=1.711230 sequence=221.165421
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=2.280603 sequence=223.446024
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=1.654816 sequence=225.100839
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=1.140443 sequence=226.241283
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=1.575182 sequence=227.816465
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=0.949907 sequence=228.766372
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=0.942067 sequence=229.708439
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.633311 sequence=231.341750
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.825648 sequence=234.167398
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=1.500775 sequence=235.668173
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=93 node=N5603 type=observe q_typed_residual_context=1.843845 sequence=237.512018
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=4.828925 sequence=242.340943
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=95 node=N3827 type=control0 q_typed_residual_context=1.524501 sequence=243.865444
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_residual_context=1.503901 sequence=245.369345
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.438067 sequence=247.807412
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=1.956781 sequence=249.764193
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_residual_context=1.364281 sequence=251.128474
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_residual_context=3.209544 sequence=254.338017
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=101 node=N7725 type=control0 q_typed_residual_context=2.098895 sequence=256.436912
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.035616 sequence=258.472528
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=1.994492 sequence=260.467020
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=1.453312 sequence=261.920331
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=1.579577 sequence=263.499908
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=2.509222 sequence=266.009130
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=107 node=N7853 type=control0 q_typed_residual_context=2.203720 sequence=268.212850
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=108 node=N578 type=observe q_typed_residual_context=2.227642 sequence=270.440492
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=109 node=N3848 type=control0 q_typed_residual_context=1.179568 sequence=271.620060
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=110 node=N5876 type=observe q_typed_residual_context=1.101617 sequence=272.721676
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=111 node=N3840 type=control0 q_typed_residual_context=1.702082 sequence=274.423759
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=112 node=N3820 type=control0 q_typed_residual_context=1.564211 sequence=275.987969
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=113 node=N7454 type=observe q_typed_residual_context=1.166815 sequence=277.154785
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=114 node=N2157 type=observe q_typed_residual_context=4.756499 sequence=281.911283
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=115 node=N7402 type=observe q_typed_residual_context=1.627447 sequence=283.538730
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_residual_context=1.415454 sequence=284.954184
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=117 node=N7679 type=observe q_typed_residual_context=1.508120 sequence=286.462303
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=118 node=N520 type=control1 q_typed_residual_context=1.555514 sequence=288.017817
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=119 node=N634 type=control1 q_typed_residual_context=1.119764 sequence=289.137582
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=120 node=N3813 type=control0 q_typed_residual_context=1.487843 sequence=290.625424
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=121 node=N610 type=control1 q_typed_residual_context=1.507656 sequence=292.133080
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=122 node=N638 type=control1 q_typed_residual_context=1.473915 sequence=293.606995
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=123 node=N620 type=control1 q_typed_residual_context=1.505493 sequence=295.112488
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=124 node=N614 type=control1 q_typed_residual_context=1.414252 sequence=296.526740
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=125 node=N3799 type=control0 q_typed_residual_context=1.329713 sequence=297.856453
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=126 node=N2083 type=observe q_typed_residual_context=1.247074 sequence=299.103527
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=127 node=N3792 type=control0 q_typed_residual_context=1.462258 sequence=300.565785
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=128 node=N5356 type=observe q_typed_residual_context=1.180617 sequence=301.746402
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=129 node=N694 type=observe q_typed_residual_context=1.939003 sequence=303.685404
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_residual_context=0.936567 sequence=304.621972
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=131 node=N6674 type=observe q_typed_residual_context=1.649470 sequence=306.271442
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=132 node=N3785 type=control0 q_typed_residual_context=1.464452 sequence=307.735894
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=133 node=N7421 type=control1 q_typed_residual_context=1.037137 sequence=308.773031
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=0.797495 sequence=309.570526
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_residual_context=0.764552 sequence=310.335078
[b15-round6/cone_rank/best_final_horizon/q_typed_residual_context/a0.02/d16] [plan iscas99__b15_1] [plan] step=136 node=N5740 type=observe q_typed_residual_context=0.705434 sequence=311.040512
