[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:06:39 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_toplist/epoch_012/q_typed_residual_context/alpha_0p20_decay_16
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:06:39 budgets=iscas99__b15_1:278
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:06:39 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [gmean] 2026-07-21T10:06:39 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=11 node=N564 type=control1 q_typed_residual_context=2.288745 sequence=22.368458
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=12 node=N5203 type=control1 q_typed_residual_context=1.534146 sequence=23.902604
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=13 node=N5866 type=observe q_typed_residual_context=3.314710 sequence=27.217314
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=14 node=N580 type=control1 q_typed_residual_context=3.075326 sequence=30.292640
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_residual_context=2.710775 sequence=33.003415
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=16 node=N1853 type=observe q_typed_residual_context=1.877650 sequence=34.881064
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=17 node=N2082 type=observe q_typed_residual_context=4.750313 sequence=39.631377
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=18 node=N2153 type=observe q_typed_residual_context=4.619084 sequence=44.250461
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_residual_context=5.313880 sequence=49.564341
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=20 node=N1860 type=observe q_typed_residual_context=4.836940 sequence=54.401281
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=4.215015 sequence=58.616296
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=22 node=N496 type=control1 q_typed_residual_context=6.713263 sequence=65.329559
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=23 node=N5723 type=control0 q_typed_residual_context=6.104727 sequence=71.434286
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=5.976074 sequence=77.410360
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_residual_context=4.135336 sequence=81.545696
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.836526 sequence=88.382222
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=4.325567 sequence=92.707789
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.481639 sequence=97.189428
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.835027 sequence=102.024455
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=30 node=N2040 type=observe q_typed_residual_context=5.214783 sequence=107.239238
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=31 node=N7411 type=control1 q_typed_residual_context=6.371252 sequence=113.610490
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=32 node=N4635 type=control0 q_typed_residual_context=6.020935 sequence=119.631425
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=33 node=N2044 type=observe q_typed_residual_context=6.214902 sequence=125.846328
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=34 node=N1532 type=observe q_typed_residual_context=4.588709 sequence=130.435037
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=35 node=N2042 type=observe q_typed_residual_context=4.682094 sequence=135.117131
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_residual_context=5.747001 sequence=140.864132
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=8.348920 sequence=149.213052
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=38 node=N7891 type=control1 q_typed_residual_context=6.029172 sequence=155.242225
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=39 node=N7511 type=control1 q_typed_residual_context=3.071397 sequence=158.313622
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=4.559268 sequence=162.872890
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=41 node=N7882 type=control1 q_typed_residual_context=3.561465 sequence=166.434355
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=42 node=N7883 type=control1 q_typed_residual_context=5.078597 sequence=171.512951
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=43 node=N3903 type=control0 q_typed_residual_context=0.748609 sequence=172.261561
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=44 node=N4656 type=control0 q_typed_residual_context=2.277333 sequence=174.538894
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=0.983676 sequence=175.522569
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=1.391672 sequence=176.914242
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=47 node=N4663 type=control0 q_typed_residual_context=1.917350 sequence=178.831592
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=48 node=N3896 type=control0 q_typed_residual_context=0.908787 sequence=179.740378
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=49 node=N713 type=observe q_typed_residual_context=1.775741 sequence=181.516120
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=50 node=N4670 type=control0 q_typed_residual_context=1.564473 sequence=183.080593
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.319013 sequence=184.399606
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.495725 sequence=185.895331
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.283245 sequence=187.178576
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=54 node=N4684 type=control0 q_typed_residual_context=1.326925 sequence=188.505501
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=55 node=N3889 type=control0 q_typed_residual_context=0.918229 sequence=189.423730
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=56 node=N3882 type=control0 q_typed_residual_context=1.101471 sequence=190.525201
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=57 node=N4691 type=control0 q_typed_residual_context=1.378165 sequence=191.903366
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_residual_context=1.245018 sequence=193.148384
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=59 node=N4698 type=control0 q_typed_residual_context=1.292621 sequence=194.441004
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=60 node=N3911 type=control0 q_typed_residual_context=1.015593 sequence=195.456598
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=61 node=N3862 type=control0 q_typed_residual_context=1.037921 sequence=196.494518
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=62 node=N3855 type=control0 q_typed_residual_context=1.172521 sequence=197.667039
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=63 node=N3722 type=control0 q_typed_residual_context=1.172125 sequence=198.839164
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=64 node=N4585 type=control0 q_typed_residual_context=1.215857 sequence=200.055021
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_residual_context=1.336275 sequence=201.391296
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=66 node=N4578 type=control0 q_typed_residual_context=1.250272 sequence=202.641568
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=67 node=N4564 type=control0 q_typed_residual_context=1.379578 sequence=204.021146
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=68 node=N7471 type=control0 q_typed_residual_context=1.357919 sequence=205.379065
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=1.745312 sequence=207.124377
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=70 node=N4716 type=control0 q_typed_residual_context=1.712284 sequence=208.836660
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=71 node=N4712 type=control0 q_typed_residual_context=1.887932 sequence=210.724592
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=72 node=N4705 type=control0 q_typed_residual_context=1.859833 sequence=212.584426
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=73 node=N722 type=observe q_typed_residual_context=2.388727 sequence=214.973152
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.942373 sequence=217.915525
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=4.191357 sequence=222.106882
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=76 node=N1539 type=control0 q_typed_residual_context=3.342071 sequence=225.448952
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=77 node=N3701 type=control0 q_typed_residual_context=3.000743 sequence=228.449695
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=78 node=N3904 type=control0 q_typed_residual_context=2.237130 sequence=230.686825
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=79 node=N7890 type=control1 q_typed_residual_context=2.742850 sequence=233.429675
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=80 node=N519 type=control1 q_typed_residual_context=3.406568 sequence=236.836244
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=81 node=N7886 type=control1 q_typed_residual_context=2.719469 sequence=239.555712
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=82 node=N7722 type=control0 q_typed_residual_context=2.262378 sequence=241.818090
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=83 node=N504 type=control1 q_typed_residual_context=2.255075 sequence=244.073165
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=84 node=N7887 type=control1 q_typed_residual_context=1.989734 sequence=246.062899
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=85 node=N7888 type=control1 q_typed_residual_context=2.237083 sequence=248.299982
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=86 node=N3897 type=control0 q_typed_residual_context=2.173808 sequence=250.473789
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_residual_context=1.732448 sequence=252.206237
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=88 node=N7370 type=control1 q_typed_residual_context=1.920377 sequence=254.126614
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=89 node=N516 type=control1 q_typed_residual_context=1.695084 sequence=255.821699
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=90 node=N513 type=control1 q_typed_residual_context=0.842370 sequence=256.664069
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=91 node=N3848 type=control0 q_typed_residual_context=1.119749 sequence=257.783817
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=5.714301 sequence=263.498119
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=93 node=N3841 type=control0 q_typed_residual_context=5.021320 sequence=268.519438
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_residual_context=3.641849 sequence=272.161288
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=95 node=N7721 type=control0 q_typed_residual_context=4.871440 sequence=277.032728
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=96 node=N7723 type=control0 q_typed_residual_context=6.202613 sequence=283.235341
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_residual_context=4.958084 sequence=288.193425
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=98 node=N3820 type=control0 q_typed_residual_context=2.769045 sequence=290.962470
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_residual_context=4.060873 sequence=295.023343
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_residual_context=6.280889 sequence=301.304232
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=101 node=N7590 type=control1 q_typed_residual_context=6.761854 sequence=308.066086
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_residual_context=4.706682 sequence=312.772768
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=103 node=N3813 type=control0 q_typed_residual_context=6.472167 sequence=319.244935
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=104 node=N3799 type=control0 q_typed_residual_context=6.816732 sequence=326.061667
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=5.168802 sequence=331.230469
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=106 node=N7820 type=control0 q_typed_residual_context=4.553709 sequence=335.784178
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=107 node=N2083 type=observe q_typed_residual_context=4.315257 sequence=340.099436
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_residual_context=4.425605 sequence=344.525041
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=109 node=N3681 type=control0 q_typed_residual_context=4.475767 sequence=349.000808
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=110 node=N3785 type=control0 q_typed_residual_context=3.995602 sequence=352.996410
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=111 node=N1411 type=control0 q_typed_residual_context=3.838885 sequence=356.835294
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=112 node=N4520 type=control0 q_typed_residual_context=2.240298 sequence=359.075592
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=113 node=N7543 type=control0 q_typed_residual_context=2.024258 sequence=361.099850
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=114 node=N614 type=control1 q_typed_residual_context=2.270570 sequence=363.370420
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=3.365759 sequence=366.736179
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=116 node=N610 type=control1 q_typed_residual_context=5.997201 sequence=372.733380
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=117 node=N7588 type=control1 q_typed_residual_context=6.670720 sequence=379.404100
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=118 node=N620 type=control1 q_typed_residual_context=3.558784 sequence=382.962884
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=119 node=N555 type=control1 q_typed_residual_context=7.371198 sequence=390.334083
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=120 node=N638 type=control1 q_typed_residual_context=4.233632 sequence=394.567715
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=121 node=N3410 type=control1 q_typed_residual_context=4.846463 sequence=399.414178
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=122 node=N3180 type=control1 q_typed_residual_context=5.189643 sequence=404.603821
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=123 node=N520 type=control1 q_typed_residual_context=5.581546 sequence=410.185366
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=124 node=N578 type=observe q_typed_residual_context=4.803526 sequence=414.988893
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=125 node=N7877 type=control1 q_typed_residual_context=1.279952 sequence=416.268845
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=126 node=N7879 type=control1 q_typed_residual_context=1.096745 sequence=417.365590
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=3.639118 sequence=421.004708
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=128 node=N5876 type=observe q_typed_residual_context=0.957622 sequence=421.962330
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=129 node=N2157 type=observe q_typed_residual_context=4.208974 sequence=426.171304
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=130 node=N7870 type=control1 q_typed_residual_context=6.625187 sequence=432.796491
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=2.462746 sequence=435.259238
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=132 node=N7421 type=control1 q_typed_residual_context=2.509321 sequence=437.768559
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=133 node=N7401 type=observe q_typed_residual_context=1.223447 sequence=438.992006
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=134 node=N2102 type=observe q_typed_residual_context=2.886727 sequence=441.878733
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_residual_context=1.258391 sequence=443.137124
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=136 node=N3295 type=control1 q_typed_residual_context=1.557458 sequence=444.694582
[b15-round6/cone_toplist/epoch_012/q_typed_residual_context/a0.20/d16] [plan iscas99__b15_1] [plan] step=137 node=N3467 type=control1 q_typed_residual_context=1.166637 sequence=445.861219
