[b15-round3/long32_marginal/decay_0] [gmean] 2026-07-20T21:09:54 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_0
[b15-round3/long32_marginal/decay_0] [gmean] 2026-07-20T21:09:54 budgets=iscas99__b15_1:278
[b15-round3/long32_marginal/decay_0] [gmean] 2026-07-20T21:09:54 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_marginal/decay_0] [gmean] 2026-07-20T21:09:54 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.800000 sequence=124.827087
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=4.767227 sequence=129.594314
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=7.974242 sequence=137.568556
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=34 node=N576 type=observe q_typed_residual_context=6.666072 sequence=144.234628
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_residual_context=2.988683 sequence=147.223311
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=36 node=N3701 type=control0 q_typed_residual_context=0.822723 sequence=148.046034
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=37 node=N2044 type=observe q_typed_residual_context=1.468011 sequence=149.514045
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.216613 sequence=155.730659
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=39 node=N3911 type=control0 q_typed_residual_context=0.859664 sequence=156.590322
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=5.449039 sequence=162.039361
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=41 node=N3904 type=control0 q_typed_residual_context=0.843351 sequence=162.882713
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=42 node=N4656 type=control0 q_typed_residual_context=4.320605 sequence=167.203317
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=43 node=N7882 type=control1 q_typed_residual_context=1.925463 sequence=169.128781
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=2.076696 sequence=171.205477
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.286905 sequence=172.492382
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=46 node=N3897 type=control0 q_typed_residual_context=1.037223 sequence=173.529604
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=47 node=N4670 type=control0 q_typed_residual_context=2.131149 sequence=175.660753
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=48 node=N4663 type=control0 q_typed_residual_context=1.678084 sequence=177.338838
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=49 node=N713 type=observe q_typed_residual_context=1.515707 sequence=178.854544
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=50 node=N4677 type=control0 q_typed_residual_context=1.967930 sequence=180.822474
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=51 node=N3862 type=control0 q_typed_residual_context=1.003628 sequence=181.826103
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=52 node=N724 type=observe q_typed_residual_context=1.923541 sequence=183.749643
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=53 node=N4684 type=control0 q_typed_residual_context=2.155956 sequence=185.905600
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=54 node=N704 type=observe q_typed_residual_context=1.597300 sequence=187.502900
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_residual_context=2.053545 sequence=189.556445
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_residual_context=0.959195 sequence=190.515639
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=57 node=N4698 type=control0 q_typed_residual_context=1.971580 sequence=192.487219
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=58 node=N3848 type=control0 q_typed_residual_context=1.071378 sequence=193.558597
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=59 node=N4705 type=control0 q_typed_residual_context=2.018365 sequence=195.576962
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=60 node=N4712 type=control0 q_typed_residual_context=1.713721 sequence=197.290683
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=61 node=N3827 type=control0 q_typed_residual_context=1.102446 sequence=198.393129
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.633677 sequence=200.026806
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=63 node=N3820 type=control0 q_typed_residual_context=1.196895 sequence=201.223701
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.322428 sequence=202.546129
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=65 node=N3813 type=control0 q_typed_residual_context=1.201804 sequence=203.747932
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=66 node=N3799 type=control0 q_typed_residual_context=1.644685 sequence=205.392617
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=67 node=N3792 type=control0 q_typed_residual_context=1.201872 sequence=206.594490
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=68 node=N3785 type=control0 q_typed_residual_context=1.343241 sequence=207.937731
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=69 node=N3889 type=control0 q_typed_residual_context=1.817473 sequence=209.755203
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=70 node=N3805 type=control0 q_typed_residual_context=1.897646 sequence=211.652849
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=71 node=N3882 type=control0 q_typed_residual_context=2.011033 sequence=213.663882
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=72 node=N3742 type=control0 q_typed_residual_context=1.946873 sequence=215.610755
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=73 node=N4585 type=control0 q_typed_residual_context=1.771929 sequence=217.382684
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=74 node=N2350 type=control0 q_typed_residual_context=2.186460 sequence=219.569144
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=75 node=N722 type=observe q_typed_residual_context=2.863711 sequence=222.432855
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=76 node=N4557 type=control0 q_typed_residual_context=3.067899 sequence=225.500754
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=77 node=N7854 type=control0 q_typed_residual_context=4.456612 sequence=229.957365
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=78 node=N4578 type=control0 q_typed_residual_context=4.568066 sequence=234.525432
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=79 node=N3841 type=control0 q_typed_residual_context=5.276526 sequence=239.801957
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=80 node=N3896 type=control0 q_typed_residual_context=4.194285 sequence=243.996242
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=81 node=N3903 type=control0 q_typed_residual_context=3.601137 sequence=247.597379
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=82 node=N4564 type=control0 q_typed_residual_context=3.776432 sequence=251.373810
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=83 node=N4606 type=control0 q_typed_residual_context=3.086680 sequence=254.460490
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=84 node=N1539 type=control0 q_typed_residual_context=2.824628 sequence=257.285118
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=85 node=N4520 type=control0 q_typed_residual_context=3.525906 sequence=260.811024
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=86 node=N7723 type=control0 q_typed_residual_context=2.777030 sequence=263.588054
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=87 node=N7725 type=control0 q_typed_residual_context=3.926422 sequence=267.514475
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=88 node=N519 type=control1 q_typed_residual_context=4.342900 sequence=271.857376
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=89 node=N7722 type=control0 q_typed_residual_context=2.911841 sequence=274.769217
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=90 node=N7885 type=control1 q_typed_residual_context=2.797788 sequence=277.567005
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=91 node=N7886 type=control1 q_typed_residual_context=2.885611 sequence=280.452615
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=92 node=N3681 type=control0 q_typed_residual_context=3.738814 sequence=284.191429
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=93 node=N7724 type=control0 q_typed_residual_context=3.487989 sequence=287.679419
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=94 node=N7846 type=control0 q_typed_residual_context=4.565118 sequence=292.244537
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=95 node=N7408 type=control0 q_typed_residual_context=2.894179 sequence=295.138715
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=96 node=N7541 type=control0 q_typed_residual_context=3.798349 sequence=298.937065
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=97 node=N504 type=control1 q_typed_residual_context=5.794417 sequence=304.731481
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=98 node=N7587 type=control1 q_typed_residual_context=6.601216 sequence=311.332698
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=99 node=N7852 type=control0 q_typed_residual_context=6.963170 sequence=318.295868
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=100 node=N7853 type=control0 q_typed_residual_context=3.715749 sequence=322.011617
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=101 node=N7887 type=control1 q_typed_residual_context=2.573199 sequence=324.584816
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=102 node=N7888 type=control1 q_typed_residual_context=5.925915 sequence=330.510732
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=103 node=N7889 type=control1 q_typed_residual_context=6.044378 sequence=336.555110
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=104 node=N7890 type=control1 q_typed_residual_context=5.978761 sequence=342.533871
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=105 node=N2040 type=observe q_typed_residual_context=3.875683 sequence=346.409554
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=106 node=N7847 type=control0 q_typed_residual_context=7.436799 sequence=353.846353
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=107 node=N516 type=control1 q_typed_residual_context=5.963518 sequence=359.809872
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=108 node=N7588 type=control1 q_typed_residual_context=7.149489 sequence=366.959360
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=109 node=N556 type=control1 q_typed_residual_context=4.227637 sequence=371.186998
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=110 node=N555 type=control1 q_typed_residual_context=6.099148 sequence=377.286146
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=111 node=N578 type=observe q_typed_residual_context=3.182344 sequence=380.468489
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=112 node=N520 type=control1 q_typed_residual_context=3.954418 sequence=384.422908
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=113 node=N513 type=control1 q_typed_residual_context=3.473827 sequence=387.896734
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=114 node=N614 type=control1 q_typed_residual_context=4.771388 sequence=392.668123
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=115 node=N1533 type=control1 q_typed_residual_context=5.975235 sequence=398.643358
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=116 node=N7421 type=control1 q_typed_residual_context=5.816635 sequence=404.459993
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=117 node=N2580 type=control1 q_typed_residual_context=1.308161 sequence=405.768155
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=118 node=N5876 type=observe q_typed_residual_context=1.364315 sequence=407.132470
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=119 node=N7627 type=observe q_typed_residual_context=2.503001 sequence=409.635470
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=120 node=N2157 type=observe q_typed_residual_context=6.164975 sequence=415.800445
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=121 node=N7401 type=observe q_typed_residual_context=3.766690 sequence=419.567135
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=122 node=N2102 type=observe q_typed_residual_context=5.948771 sequence=425.515907
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=123 node=N3180 type=control1 q_typed_residual_context=6.358523 sequence=431.874430
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=124 node=N7370 type=control1 q_typed_residual_context=3.896527 sequence=435.770958
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_residual_context=4.221475 sequence=439.992433
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=126 node=N3410 type=control1 q_typed_residual_context=4.116793 sequence=444.109225
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=127 node=N7871 type=control1 q_typed_residual_context=4.357200 sequence=448.466425
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=128 node=N610 type=control1 q_typed_residual_context=2.547567 sequence=451.013992
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=129 node=N1411 type=control0 q_typed_residual_context=2.582540 sequence=453.596532
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=130 node=N638 type=control1 q_typed_residual_context=1.332702 sequence=454.929233
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=131 node=N2083 type=observe q_typed_residual_context=4.318262 sequence=459.247496
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=132 node=N7413 type=control1 q_typed_residual_context=1.455612 sequence=460.703108
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=133 node=N6533 type=observe q_typed_residual_context=1.265767 sequence=461.968875
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=134 node=N2149 type=observe q_typed_residual_context=1.316112 sequence=463.284987
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=135 node=N7721 type=control0 q_typed_residual_context=1.735380 sequence=465.020367
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=136 node=N3237 type=control1 q_typed_residual_context=1.920203 sequence=466.940570
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=137 node=N2106 type=observe q_typed_residual_context=3.293353 sequence=470.233923
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=138 node=N7385 type=observe q_typed_residual_context=3.070476 sequence=473.304399
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=139 node=N694 type=observe q_typed_residual_context=3.842071 sequence=477.146470
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=140 node=N7513 type=control1 q_typed_residual_context=0.462527 sequence=477.608997
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=141 node=N645 type=control1 q_typed_residual_context=0.655997 sequence=478.264994
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=142 node=N3295 type=control1 q_typed_residual_context=2.140548 sequence=480.405542
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=143 node=N3467 type=control1 q_typed_residual_context=1.685502 sequence=482.091044
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=144 node=N630 type=control1 q_typed_residual_context=5.321908 sequence=487.412951
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=145 node=N642 type=control1 q_typed_residual_context=1.886829 sequence=489.299780
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=146 node=N649 type=control1 q_typed_residual_context=3.005088 sequence=492.304868
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=147 node=N3525 type=control1 q_typed_residual_context=4.943820 sequence=497.248688
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=148 node=N636 type=control1 q_typed_residual_context=2.191711 sequence=499.440399
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=149 node=N7424 type=control1 q_typed_residual_context=4.058292 sequence=503.498691
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=150 node=N616 type=control1 q_typed_residual_context=2.653511 sequence=506.152201
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=151 node=N647 type=control1 q_typed_residual_context=3.997631 sequence=510.149832
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=152 node=N634 type=control1 q_typed_residual_context=6.197783 sequence=516.347615
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=153 node=N1586 type=control1 q_typed_residual_context=6.040116 sequence=522.387731
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=154 node=N1607 type=control1 q_typed_residual_context=5.738029 sequence=528.125759
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=155 node=N2652 type=control1 q_typed_residual_context=5.563599 sequence=533.689358
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=156 node=N5878 type=observe q_typed_residual_context=4.839062 sequence=538.528420
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=157 node=N8038 type=control0 q_typed_residual_context=1.166242 sequence=539.694663
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=158 node=N7679 type=observe q_typed_residual_context=2.818532 sequence=542.513195
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=159 node=N7614 type=observe q_typed_residual_context=2.971370 sequence=545.484565
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=160 node=N723 type=observe q_typed_residual_context=2.868173 sequence=548.352737
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=161 node=N714 type=observe q_typed_residual_context=4.318638 sequence=552.671376
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=162 node=N5874 type=observe q_typed_residual_context=2.313559 sequence=554.984934
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=163 node=N6531 type=observe q_typed_residual_context=2.525383 sequence=557.510318
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=164 node=N7402 type=observe q_typed_residual_context=0.900883 sequence=558.411201
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=165 node=N1879 type=observe q_typed_residual_context=1.225502 sequence=559.636703
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=166 node=N5740 type=observe q_typed_residual_context=1.691523 sequence=561.328226
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=167 node=N703 type=observe q_typed_residual_context=1.154943 sequence=562.483169
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=168 node=N725 type=observe q_typed_residual_context=2.044549 sequence=564.527718
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=169 node=N715 type=observe q_typed_residual_context=3.511227 sequence=568.038945
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=170 node=N7436 type=observe q_typed_residual_context=2.542426 sequence=570.581371
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=171 node=N5356 type=observe q_typed_residual_context=5.740696 sequence=576.322067
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=172 node=N712 type=observe q_typed_residual_context=7.003099 sequence=583.325166
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=173 node=N2721 type=control1 q_typed_residual_context=7.581853 sequence=590.907019
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_residual_context=1.426252 sequence=592.333271
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_residual_context=1.038247 sequence=593.371518
[b15-round3/long32_marginal/decay_0] [plan iscas99__b15_1] [plan] step=176 node=N2779 type=control1 q_typed_residual_context=0.912523 sequence=594.284041
