[b15-round3/long32_marginal/decay_64] [gmean] 2026-07-20T21:09:54 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_marginal/decay_64
[b15-round3/long32_marginal/decay_64] [gmean] 2026-07-20T21:09:54 budgets=iscas99__b15_1:278
[b15-round3/long32_marginal/decay_64] [gmean] 2026-07-20T21:09:54 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_marginal/decay_64] [gmean] 2026-07-20T21:09:54 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=13 node=N5866 type=observe q_typed_residual_context=4.107586 sequence=27.433905
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=14 node=N580 type=control1 q_typed_residual_context=2.516892 sequence=29.950797
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_residual_context=3.327935 sequence=33.278732
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=16 node=N1853 type=observe q_typed_residual_context=2.299906 sequence=35.578637
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=17 node=N2082 type=observe q_typed_residual_context=5.162830 sequence=40.741468
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=18 node=N2153 type=observe q_typed_residual_context=6.308332 sequence=47.049799
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_residual_context=6.888071 sequence=53.937870
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=20 node=N1860 type=observe q_typed_residual_context=5.201022 sequence=59.138893
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=5.766151 sequence=64.905044
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=22 node=N496 type=control1 q_typed_residual_context=6.758904 sequence=71.663949
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_residual_context=6.115996 sequence=77.779945
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=24 node=N5723 type=control0 q_typed_residual_context=2.402858 sequence=80.182803
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=6.159899 sequence=86.342702
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=26 node=N582 type=control1 q_typed_residual_context=7.482845 sequence=93.825547
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_residual_context=7.961537 sequence=101.787084
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=28 node=N7511 type=control1 q_typed_residual_context=2.891938 sequence=104.679022
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=29 node=N7411 type=control1 q_typed_residual_context=4.242648 sequence=108.921671
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=30 node=N5234 type=observe q_typed_residual_context=6.697582 sequence=115.619253
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.762578 sequence=124.381831
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=4.765164 sequence=129.146996
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=7.934895 sequence=137.081891
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=34 node=N576 type=observe q_typed_residual_context=6.706359 sequence=143.788251
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_residual_context=3.029896 sequence=146.818146
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=36 node=N3911 type=control0 q_typed_residual_context=0.815465 sequence=147.633611
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=37 node=N2044 type=observe q_typed_residual_context=1.462915 sequence=149.096526
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.206087 sequence=155.302613
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.857896 sequence=156.160509
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=5.445085 sequence=161.605594
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=41 node=N3904 type=control0 q_typed_residual_context=0.836322 sequence=162.441916
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=42 node=N4656 type=control0 q_typed_residual_context=4.302629 sequence=166.744545
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=43 node=N7882 type=control1 q_typed_residual_context=1.925353 sequence=168.669898
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=2.076570 sequence=170.746468
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.286912 sequence=172.033379
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=46 node=N3897 type=control0 q_typed_residual_context=1.008939 sequence=173.042319
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=47 node=N4670 type=control0 q_typed_residual_context=2.116343 sequence=175.158662
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=48 node=N4663 type=control0 q_typed_residual_context=1.664756 sequence=176.823418
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=49 node=N713 type=observe q_typed_residual_context=1.462586 sequence=178.286005
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=50 node=N4677 type=control0 q_typed_residual_context=1.949395 sequence=180.235400
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=51 node=N3862 type=control0 q_typed_residual_context=0.970814 sequence=181.206214
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=52 node=N724 type=observe q_typed_residual_context=1.875666 sequence=183.081880
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=53 node=N4684 type=control0 q_typed_residual_context=2.126317 sequence=185.208197
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=54 node=N704 type=observe q_typed_residual_context=1.551986 sequence=186.760183
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_residual_context=2.015414 sequence=188.775597
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=56 node=N7887 type=control1 q_typed_residual_context=0.926752 sequence=189.702348
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_residual_context=0.943328 sequence=190.645677
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=58 node=N4698 type=control0 q_typed_residual_context=1.612254 sequence=192.257931
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=59 node=N3848 type=control0 q_typed_residual_context=1.029733 sequence=193.287664
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=60 node=N4705 type=control0 q_typed_residual_context=1.706622 sequence=194.994286
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_residual_context=1.543848 sequence=196.538135
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=62 node=N3827 type=control0 q_typed_residual_context=1.112214 sequence=197.650349
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=63 node=N4716 type=control0 q_typed_residual_context=1.464409 sequence=199.114757
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.231242 sequence=200.345999
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=65 node=N3820 type=control0 q_typed_residual_context=1.129096 sequence=201.475095
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=66 node=N3813 type=control0 q_typed_residual_context=1.342495 sequence=202.817591
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=67 node=N3799 type=control0 q_typed_residual_context=1.833957 sequence=204.651548
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=68 node=N3792 type=control0 q_typed_residual_context=1.310753 sequence=205.962301
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=69 node=N3785 type=control0 q_typed_residual_context=1.646886 sequence=207.609187
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=70 node=N3805 type=control0 q_typed_residual_context=1.869510 sequence=209.478696
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=71 node=N3889 type=control0 q_typed_residual_context=2.055842 sequence=211.534538
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=72 node=N3882 type=control0 q_typed_residual_context=2.034707 sequence=213.569245
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=73 node=N3742 type=control0 q_typed_residual_context=1.988887 sequence=215.558132
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=74 node=N4585 type=control0 q_typed_residual_context=2.014612 sequence=217.572745
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=75 node=N2350 type=control0 q_typed_residual_context=2.039601 sequence=219.612346
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=76 node=N722 type=observe q_typed_residual_context=2.565065 sequence=222.177411
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=77 node=N4578 type=control0 q_typed_residual_context=3.683657 sequence=225.861068
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_residual_context=3.029666 sequence=228.890734
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=79 node=N4557 type=control0 q_typed_residual_context=3.777504 sequence=232.668239
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=80 node=N4606 type=control0 q_typed_residual_context=3.579166 sequence=236.247405
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=81 node=N4564 type=control0 q_typed_residual_context=3.011566 sequence=239.258970
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=82 node=N1539 type=control0 q_typed_residual_context=2.804507 sequence=242.063477
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=83 node=N7724 type=control0 q_typed_residual_context=3.341904 sequence=245.405382
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=3.343969 sequence=248.749351
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=3.431949 sequence=252.181300
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=86 node=N3903 type=control0 q_typed_residual_context=2.978619 sequence=255.159919
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=87 node=N4520 type=control0 q_typed_residual_context=3.502393 sequence=258.662313
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=88 node=N2040 type=observe q_typed_residual_context=3.227878 sequence=261.890191
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=89 node=N3896 type=control0 q_typed_residual_context=3.973436 sequence=265.863627
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=90 node=N7723 type=control0 q_typed_residual_context=3.832207 sequence=269.695834
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_residual_context=3.472356 sequence=273.168191
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=92 node=N7725 type=control0 q_typed_residual_context=3.311938 sequence=276.480129
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=93 node=N520 type=control1 q_typed_residual_context=4.361604 sequence=280.841733
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=94 node=N7370 type=control1 q_typed_residual_context=2.828201 sequence=283.669934
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=95 node=N516 type=control1 q_typed_residual_context=4.300380 sequence=287.970314
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=96 node=N7890 type=control1 q_typed_residual_context=2.634533 sequence=290.604846
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=97 node=N3840 type=control0 q_typed_residual_context=2.637593 sequence=293.242439
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=98 node=N7886 type=control1 q_typed_residual_context=2.290563 sequence=295.533002
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=99 node=N7846 type=control0 q_typed_residual_context=3.343104 sequence=298.876106
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_residual_context=3.281920 sequence=302.158026
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=101 node=N7885 type=control1 q_typed_residual_context=2.806721 sequence=304.964747
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=102 node=N7847 type=control0 q_typed_residual_context=4.819591 sequence=309.784338
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=103 node=N7541 type=control0 q_typed_residual_context=3.794963 sequence=313.579301
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=104 node=N7852 type=control0 q_typed_residual_context=6.106937 sequence=319.686239
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=105 node=N7853 type=control0 q_typed_residual_context=4.128503 sequence=323.814742
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=106 node=N2580 type=control1 q_typed_residual_context=4.047890 sequence=327.862632
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=107 node=N7820 type=control0 q_typed_residual_context=6.256359 sequence=334.118991
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=108 node=N7888 type=control1 q_typed_residual_context=3.742967 sequence=337.861958
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=109 node=N3681 type=control0 q_typed_residual_context=4.742672 sequence=342.604631
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=110 node=N7889 type=control1 q_typed_residual_context=4.398232 sequence=347.002862
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=111 node=N513 type=control1 q_typed_residual_context=4.437923 sequence=351.440785
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=112 node=N2083 type=observe q_typed_residual_context=3.549490 sequence=354.990275
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=113 node=N7543 type=control0 q_typed_residual_context=3.620841 sequence=358.611116
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=114 node=N634 type=control1 q_typed_residual_context=4.192874 sequence=362.803990
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=115 node=N614 type=control1 q_typed_residual_context=4.339531 sequence=367.143521
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=116 node=N556 type=control1 q_typed_residual_context=4.244610 sequence=371.388130
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=117 node=N7588 type=control1 q_typed_residual_context=1.306905 sequence=372.695036
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=118 node=N7590 type=control1 q_typed_residual_context=1.431627 sequence=374.126663
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=119 node=N578 type=observe q_typed_residual_context=1.103268 sequence=375.229931
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=120 node=N510 type=control1 q_typed_residual_context=1.713295 sequence=376.943226
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=121 node=N620 type=control1 q_typed_residual_context=1.215687 sequence=378.158913
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=122 node=N610 type=control1 q_typed_residual_context=1.733235 sequence=379.892148
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=123 node=N638 type=control1 q_typed_residual_context=1.613012 sequence=381.505161
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=124 node=N5876 type=observe q_typed_residual_context=1.082631 sequence=382.587791
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=125 node=N2157 type=observe q_typed_residual_context=3.984441 sequence=386.572232
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=126 node=N555 type=control1 q_typed_residual_context=2.295219 sequence=388.867452
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=127 node=N7401 type=observe q_typed_residual_context=2.039914 sequence=390.907366
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=128 node=N7627 type=observe q_typed_residual_context=2.054131 sequence=392.961496
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=129 node=N5740 type=observe q_typed_residual_context=3.837871 sequence=396.799367
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=130 node=N7679 type=observe q_typed_residual_context=1.330062 sequence=398.129429
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=131 node=N7413 type=control1 q_typed_residual_context=4.725047 sequence=402.854476
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=132 node=N645 type=control1 q_typed_residual_context=2.396741 sequence=405.251217
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=133 node=N616 type=control1 q_typed_residual_context=2.190082 sequence=407.441299
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=134 node=N694 type=observe q_typed_residual_context=3.238338 sequence=410.679637
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_residual_context=1.515355 sequence=412.194991
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=136 node=N3410 type=control1 q_typed_residual_context=2.112022 sequence=414.307013
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=137 node=N3180 type=control1 q_typed_residual_context=0.867262 sequence=415.174275
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=138 node=N3295 type=control1 q_typed_residual_context=0.870672 sequence=416.044947
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=139 node=N3467 type=control1 q_typed_residual_context=0.882241 sequence=416.927189
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_residual_context=0.821655 sequence=417.748844
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=141 node=N6533 type=observe q_typed_residual_context=0.959727 sequence=418.708570
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=142 node=N642 type=control1 q_typed_residual_context=0.889213 sequence=419.597784
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=143 node=N649 type=control1 q_typed_residual_context=0.821256 sequence=420.419040
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=144 node=N723 type=observe q_typed_residual_context=1.269040 sequence=421.688080
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_residual_context=0.896391 sequence=422.584470
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=146 node=N2149 type=observe q_typed_residual_context=1.525276 sequence=424.109746
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=147 node=N2106 type=observe q_typed_residual_context=0.873584 sequence=424.983330
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=148 node=N7614 type=observe q_typed_residual_context=0.726296 sequence=425.709626
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=149 node=N7424 type=control1 q_typed_residual_context=0.713399 sequence=426.423025
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=150 node=N5878 type=observe q_typed_residual_context=0.546264 sequence=426.969289
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_residual_context=0.931952 sequence=427.901242
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=152 node=N1607 type=control1 q_typed_residual_context=0.965814 sequence=428.867056
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=153 node=N5738 type=observe q_typed_residual_context=0.754521 sequence=429.621577
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=154 node=N647 type=control1 q_typed_residual_context=0.714833 sequence=430.336410
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=155 node=N1586 type=control1 q_typed_residual_context=0.973753 sequence=431.310162
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=156 node=N5874 type=observe q_typed_residual_context=0.945188 sequence=432.255350
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=157 node=N1411 type=control0 q_typed_residual_context=1.050348 sequence=433.305698
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=158 node=N7721 type=control0 q_typed_residual_context=0.771785 sequence=434.077483
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=159 node=N2102 type=observe q_typed_residual_context=0.722625 sequence=434.800108
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=160 node=N7421 type=control1 q_typed_residual_context=0.791969 sequence=435.592077
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=161 node=N2652 type=control1 q_typed_residual_context=0.890382 sequence=436.482459
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=162 node=N6531 type=observe q_typed_residual_context=0.707481 sequence=437.189939
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=163 node=N712 type=observe q_typed_residual_context=1.102088 sequence=438.292028
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=164 node=N763 type=observe q_typed_residual_context=0.807788 sequence=439.099816
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=165 node=N753 type=observe q_typed_residual_context=3.624062 sequence=442.723878
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=166 node=N725 type=observe q_typed_residual_context=4.466661 sequence=447.190539
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=167 node=N714 type=observe q_typed_residual_context=5.344074 sequence=452.534613
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=168 node=N7404 type=observe q_typed_residual_context=2.918052 sequence=455.452665
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=169 node=N2721 type=control1 q_typed_residual_context=1.198932 sequence=456.651597
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=170 node=N5356 type=observe q_typed_residual_context=0.857559 sequence=457.509156
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=171 node=N2894 type=control1 q_typed_residual_context=1.604242 sequence=459.113398
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=172 node=N7454 type=observe q_typed_residual_context=1.319886 sequence=460.433284
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=173 node=N715 type=observe q_typed_residual_context=1.050215 sequence=461.483500
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=174 node=N2952 type=control1 q_typed_residual_context=0.913505 sequence=462.397005
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=175 node=N2779 type=control1 q_typed_residual_context=0.939260 sequence=463.336265
[b15-round3/long32_marginal/decay_64] [plan iscas99__b15_1] [plan] step=176 node=N771 type=observe q_typed_residual_context=1.137356 sequence=464.473621
