[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_32
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 budgets=iscas99__b15_1:278
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_balanced/decay_32] [gmean] 2026-07-20T21:06:31 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=5.746261 sequence=83.642875
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.940969 sequence=90.583844
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=5.527987 sequence=96.111831
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.444717 sequence=100.556549
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.413343 sequence=104.969892
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=4.442369 sequence=109.412261
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=7.886679 sequence=117.298940
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=32 node=N7511 type=control1 q_typed_residual_context=2.962188 sequence=120.261128
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=33 node=N2042 type=observe q_typed_residual_context=6.159790 sequence=126.420918
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_residual_context=4.790390 sequence=131.211308
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=6.259559 sequence=137.470867
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=36 node=N2040 type=observe q_typed_residual_context=5.928496 sequence=143.399363
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=37 node=N1532 type=observe q_typed_residual_context=4.157247 sequence=147.556610
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.409698 sequence=153.966308
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.902583 sequence=154.868891
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=1.213394 sequence=156.082285
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_residual_context=1.669917 sequence=157.752202
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.062709 sequence=159.814911
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=43 node=N4606 type=control0 q_typed_residual_context=0.830735 sequence=160.645646
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=1.016012 sequence=161.661658
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.095198 sequence=162.756857
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.980086 sequence=163.736942
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.596210 sequence=165.333152
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=48 node=N3903 type=control0 q_typed_residual_context=0.889641 sequence=166.222793
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=49 node=N4663 type=control0 q_typed_residual_context=1.197699 sequence=167.420492
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.429985 sequence=168.850477
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.462175 sequence=170.312652
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=52 node=N4670 type=control0 q_typed_residual_context=1.389222 sequence=171.701874
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.338158 sequence=173.040032
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_residual_context=1.196454 sequence=174.236486
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=55 node=N3896 type=control0 q_typed_residual_context=0.999378 sequence=175.235864
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=56 node=N4684 type=control0 q_typed_residual_context=1.140974 sequence=176.376838
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=57 node=N3889 type=control0 q_typed_residual_context=1.137377 sequence=177.514215
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=58 node=N3882 type=control0 q_typed_residual_context=1.244677 sequence=178.758892
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=59 node=N3805 type=control0 q_typed_residual_context=1.207002 sequence=179.965895
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=60 node=N4585 type=control0 q_typed_residual_context=1.205791 sequence=181.171686
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=61 node=N4578 type=control0 q_typed_residual_context=1.325417 sequence=182.497103
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=62 node=N4705 type=control0 q_typed_residual_context=1.230834 sequence=183.727937
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=63 node=N4564 type=control0 q_typed_residual_context=1.165893 sequence=184.893830
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.053754 sequence=185.947585
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=1.078528 sequence=187.026113
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=66 node=N4698 type=control0 q_typed_residual_context=1.261293 sequence=188.287406
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=67 node=N4691 type=control0 q_typed_residual_context=1.339572 sequence=189.626978
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_residual_context=2.834052 sequence=192.461031
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=1.977308 sequence=194.438339
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.896002 sequence=196.334340
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.880850 sequence=198.215191
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=2.426101 sequence=200.641292
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=73 node=N3911 type=control0 q_typed_residual_context=1.944639 sequence=202.585931
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.655080 sequence=205.241011
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=2.973798 sequence=208.214809
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=76 node=N3862 type=control0 q_typed_residual_context=1.569232 sequence=209.784042
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=77 node=N7886 type=control1 q_typed_residual_context=1.334585 sequence=211.118627
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=78 node=N7887 type=control1 q_typed_residual_context=1.968189 sequence=213.086816
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=79 node=N7888 type=control1 q_typed_residual_context=2.035846 sequence=215.122662
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=80 node=N7889 type=control1 q_typed_residual_context=2.075866 sequence=217.198529
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_residual_context=1.961593 sequence=219.160122
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=82 node=N3897 type=control0 q_typed_residual_context=1.851407 sequence=221.011529
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=1.707529 sequence=222.719058
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=2.284257 sequence=225.003315
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=1.650684 sequence=226.653999
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=1.139837 sequence=227.793836
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=1.576889 sequence=229.370725
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=0.951840 sequence=230.322565
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=0.941457 sequence=231.264022
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.630608 sequence=232.894629
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.819889 sequence=235.714518
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=1.499425 sequence=237.213943
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=93 node=N5603 type=observe q_typed_residual_context=1.848159 sequence=239.062102
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=4.834394 sequence=243.896496
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=95 node=N3848 type=control0 q_typed_residual_context=1.528573 sequence=245.425068
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_residual_context=1.498779 sequence=246.923848
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.443041 sequence=249.366889
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=1.954136 sequence=251.321025
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_residual_context=1.368966 sequence=252.689991
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_residual_context=3.207425 sequence=255.897416
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=101 node=N7725 type=control0 q_typed_residual_context=2.099521 sequence=257.996937
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.036289 sequence=260.033226
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=1.998655 sequence=262.031880
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=1.449222 sequence=263.481102
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=1.583466 sequence=265.064568
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=2.508074 sequence=267.572643
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=107 node=N7853 type=control0 q_typed_residual_context=2.202568 sequence=269.775211
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=108 node=N578 type=observe q_typed_residual_context=2.227973 sequence=272.003183
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=109 node=N3841 type=control0 q_typed_residual_context=1.181516 sequence=273.184699
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=110 node=N5876 type=observe q_typed_residual_context=1.103515 sequence=274.288214
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=111 node=N3827 type=control0 q_typed_residual_context=1.697758 sequence=275.985972
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=112 node=N3820 type=control0 q_typed_residual_context=1.559375 sequence=277.545347
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=113 node=N7454 type=observe q_typed_residual_context=1.158854 sequence=278.704201
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=114 node=N2157 type=observe q_typed_residual_context=4.876584 sequence=283.580784
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=115 node=N7402 type=observe q_typed_residual_context=1.630278 sequence=285.211062
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_residual_context=1.414775 sequence=286.625837
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=117 node=N7679 type=observe q_typed_residual_context=1.511148 sequence=288.136985
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=118 node=N520 type=control1 q_typed_residual_context=1.557593 sequence=289.694578
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=119 node=N634 type=control1 q_typed_residual_context=1.125730 sequence=290.820308
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=120 node=N3813 type=control0 q_typed_residual_context=1.486338 sequence=292.306646
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=121 node=N638 type=control1 q_typed_residual_context=1.477083 sequence=293.783729
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=122 node=N620 type=control1 q_typed_residual_context=1.475609 sequence=295.259338
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=123 node=N610 type=control1 q_typed_residual_context=1.506494 sequence=296.765832
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=124 node=N614 type=control1 q_typed_residual_context=1.414793 sequence=298.180624
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=125 node=N3799 type=control0 q_typed_residual_context=1.329726 sequence=299.510351
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=126 node=N2083 type=observe q_typed_residual_context=1.247846 sequence=300.758197
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=127 node=N3792 type=control0 q_typed_residual_context=1.459543 sequence=302.217740
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=128 node=N5356 type=observe q_typed_residual_context=1.181781 sequence=303.399521
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=129 node=N694 type=observe q_typed_residual_context=1.940273 sequence=305.339794
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_residual_context=0.936849 sequence=306.276643
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=131 node=N6674 type=observe q_typed_residual_context=1.595605 sequence=307.872247
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=132 node=N3785 type=control0 q_typed_residual_context=1.440470 sequence=309.312717
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=133 node=N1411 type=control0 q_typed_residual_context=1.039701 sequence=310.352419
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=0.946219 sequence=311.298638
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=135 node=N5740 type=observe q_typed_residual_context=0.708001 sequence=312.006639
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=136 node=N7401 type=observe q_typed_residual_context=1.151508 sequence=313.158147
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=137 node=N2149 type=observe q_typed_residual_context=1.875890 sequence=315.034036
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=138 node=N636 type=control1 q_typed_residual_context=0.764532 sequence=315.798568
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=139 node=N5878 type=observe q_typed_residual_context=0.851386 sequence=316.649954
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=140 node=N4520 type=control0 q_typed_residual_context=1.905124 sequence=318.555078
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.353836 sequence=319.908914
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=142 node=N3681 type=control0 q_typed_residual_context=3.822663 sequence=323.731577
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=143 node=N7421 type=control1 q_typed_residual_context=1.440757 sequence=325.172335
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=144 node=N2106 type=observe q_typed_residual_context=0.845937 sequence=326.018271
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=145 node=N2102 type=observe q_typed_residual_context=1.114192 sequence=327.132463
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=146 node=N712 type=observe q_typed_residual_context=1.261087 sequence=328.393550
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=0.898377 sequence=329.291927
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=148 node=N7424 type=control1 q_typed_residual_context=0.789753 sequence=330.081680
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=149 node=N630 type=control1 q_typed_residual_context=0.814918 sequence=330.896598
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=150 node=N642 type=control1 q_typed_residual_context=0.750774 sequence=331.647372
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=0.980732 sequence=332.628104
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=1.371139 sequence=333.999243
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=153 node=N7385 type=observe q_typed_residual_context=0.760260 sequence=334.759503
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=154 node=N6531 type=observe q_typed_residual_context=0.804728 sequence=335.564231
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=155 node=N714 type=observe q_typed_residual_context=1.121775 sequence=336.686006
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=156 node=N723 type=observe q_typed_residual_context=1.376097 sequence=338.062103
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_residual_context=1.010786 sequence=339.072889
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=158 node=N3410 type=control1 q_typed_residual_context=0.893270 sequence=339.966159
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=159 node=N1607 type=control1 q_typed_residual_context=1.004966 sequence=340.971125
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=160 node=N647 type=control1 q_typed_residual_context=0.924985 sequence=341.896110
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=161 node=N7627 type=observe q_typed_residual_context=0.881067 sequence=342.777177
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=162 node=N715 type=observe q_typed_residual_context=2.184334 sequence=344.961511
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_residual_context=3.737401 sequence=348.698912
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=164 node=N3180 type=control1 q_typed_residual_context=1.043136 sequence=349.742048
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=165 node=N3467 type=control1 q_typed_residual_context=0.946563 sequence=350.688611
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=0.849316 sequence=351.537928
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=0.856902 sequence=352.394830
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=168 node=N5473 type=observe q_typed_residual_context=1.845058 sequence=354.239888
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.690252 sequence=355.930139
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.976013 sequence=357.906152
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_residual_context=1.950173 sequence=359.856325
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=172 node=N2580 type=control1 q_typed_residual_context=1.034655 sequence=360.890980
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=0.793781 sequence=361.684761
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=174 node=N2072 type=observe q_typed_residual_context=1.598910 sequence=363.283671
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=175 node=N725 type=observe q_typed_residual_context=1.397382 sequence=364.681053
[b15-round3/long32_balanced/decay_32] [plan iscas99__b15_1] [plan] step=176 node=N705 type=observe q_typed_residual_context=2.021735 sequence=366.702788
