[b15-round3/long32_balanced/decay_0] [gmean] 2026-07-20T21:06:31 out_dir=autoresearch/loop-260720-0945/model_training_round3/b15_selection/long32_balanced/decay_0
[b15-round3/long32_balanced/decay_0] [gmean] 2026-07-20T21:06:31 budgets=iscas99__b15_1:278
[b15-round3/long32_balanced/decay_0] [gmean] 2026-07-20T21:06:31 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round3/long32_balanced/decay_0] [gmean] 2026-07-20T21:06:31 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=4.861854 sequence=129.532838
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=7.974242 sequence=137.507081
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=34 node=N576 type=observe q_typed_residual_context=6.666072 sequence=144.173153
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_residual_context=3.188683 sequence=147.361835
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=36 node=N3911 type=control0 q_typed_residual_context=0.806440 sequence=148.168275
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=37 node=N2044 type=observe q_typed_residual_context=1.588591 sequence=149.756866
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.252976 sequence=156.009843
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.853764 sequence=156.863606
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=5.541471 sequence=162.405077
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=41 node=N3820 type=control0 q_typed_residual_context=0.854502 sequence=163.259580
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.973360 sequence=166.232940
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=43 node=N3904 type=control0 q_typed_residual_context=1.006523 sequence=167.239463
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=44 node=N4656 type=control0 q_typed_residual_context=2.859951 sequence=170.099414
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=45 node=N7883 type=control1 q_typed_residual_context=1.700683 sequence=171.800098
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=46 node=N7884 type=control1 q_typed_residual_context=1.709352 sequence=173.509449
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=47 node=N4663 type=control0 q_typed_residual_context=2.263064 sequence=175.772514
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=48 node=N7885 type=control1 q_typed_residual_context=1.118803 sequence=176.891317
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=49 node=N3897 type=control0 q_typed_residual_context=0.984760 sequence=177.876077
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=50 node=N4670 type=control0 q_typed_residual_context=1.992255 sequence=179.868332
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=51 node=N713 type=observe q_typed_residual_context=1.693831 sequence=181.562163
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.892715 sequence=183.454878
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=53 node=N4684 type=control0 q_typed_residual_context=1.441109 sequence=184.895987
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=54 node=N724 type=observe q_typed_residual_context=1.383603 sequence=186.279590
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=55 node=N704 type=observe q_typed_residual_context=1.839854 sequence=188.119444
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=56 node=N4691 type=control0 q_typed_residual_context=1.941651 sequence=190.061094
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=57 node=N3862 type=control0 q_typed_residual_context=0.965861 sequence=191.026956
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=58 node=N4698 type=control0 q_typed_residual_context=1.755835 sequence=192.782791
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=59 node=N3855 type=control0 q_typed_residual_context=1.071621 sequence=193.854412
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=60 node=N4705 type=control0 q_typed_residual_context=1.900442 sequence=195.754854
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_residual_context=1.690927 sequence=197.445781
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=62 node=N3848 type=control0 q_typed_residual_context=1.171037 sequence=198.616819
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=63 node=N4716 type=control0 q_typed_residual_context=1.644978 sequence=200.261797
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.416831 sequence=201.678628
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=65 node=N3889 type=control0 q_typed_residual_context=1.142702 sequence=202.821330
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=66 node=N3827 type=control0 q_typed_residual_context=1.229473 sequence=204.050803
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=67 node=N3813 type=control0 q_typed_residual_context=1.669326 sequence=205.720129
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=68 node=N3799 type=control0 q_typed_residual_context=1.301852 sequence=207.021982
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=69 node=N3792 type=control0 q_typed_residual_context=1.420958 sequence=208.442940
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=70 node=N3785 type=control0 q_typed_residual_context=1.927239 sequence=210.370179
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=71 node=N3882 type=control0 q_typed_residual_context=2.047625 sequence=212.417805
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=72 node=N3805 type=control0 q_typed_residual_context=2.016071 sequence=214.433875
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=73 node=N3742 type=control0 q_typed_residual_context=2.148961 sequence=216.582836
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=74 node=N4585 type=control0 q_typed_residual_context=2.123291 sequence=218.706127
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=75 node=N2350 type=control0 q_typed_residual_context=2.402998 sequence=221.109124
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=76 node=N722 type=observe q_typed_residual_context=2.937949 sequence=224.047073
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=77 node=N4557 type=control0 q_typed_residual_context=5.089587 sequence=229.136660
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_residual_context=4.342360 sequence=233.479020
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=79 node=N3841 type=control0 q_typed_residual_context=4.688457 sequence=238.167477
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=80 node=N4578 type=control0 q_typed_residual_context=3.821859 sequence=241.989336
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=81 node=N4564 type=control0 q_typed_residual_context=5.266667 sequence=247.256003
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=82 node=N4606 type=control0 q_typed_residual_context=3.108044 sequence=250.364047
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=83 node=N3903 type=control0 q_typed_residual_context=2.831349 sequence=253.195396
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=84 node=N1539 type=control0 q_typed_residual_context=2.988851 sequence=256.184247
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=85 node=N7724 type=control0 q_typed_residual_context=3.764898 sequence=259.949145
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=86 node=N4520 type=control0 q_typed_residual_context=3.655329 sequence=263.604475
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=87 node=N7722 type=control0 q_typed_residual_context=3.745304 sequence=267.349779
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=88 node=N519 type=control1 q_typed_residual_context=3.286169 sequence=270.635948
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=89 node=N3896 type=control0 q_typed_residual_context=2.942705 sequence=273.578653
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=90 node=N7725 type=control0 q_typed_residual_context=3.444867 sequence=277.023519
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=91 node=N7723 type=control0 q_typed_residual_context=3.148515 sequence=280.172034
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=92 node=N504 type=control1 q_typed_residual_context=3.824724 sequence=283.996758
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=93 node=N7886 type=control1 q_typed_residual_context=3.610364 sequence=287.607123
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=94 node=N7887 type=control1 q_typed_residual_context=5.334058 sequence=292.941181
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=95 node=N7888 type=control1 q_typed_residual_context=3.447410 sequence=296.388591
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=96 node=N7846 type=control0 q_typed_residual_context=4.381978 sequence=300.770569
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_residual_context=3.329988 sequence=304.100557
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=98 node=N7541 type=control0 q_typed_residual_context=3.705815 sequence=307.806372
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=99 node=N7847 type=control0 q_typed_residual_context=4.166998 sequence=311.973370
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=100 node=N7852 type=control0 q_typed_residual_context=3.345119 sequence=315.318489
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=101 node=N2040 type=observe q_typed_residual_context=3.291042 sequence=318.609531
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=102 node=N7853 type=control0 q_typed_residual_context=4.611167 sequence=323.220698
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=103 node=N2580 type=control1 q_typed_residual_context=6.451966 sequence=329.672664
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=104 node=N3681 type=control0 q_typed_residual_context=4.230410 sequence=333.903074
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=105 node=N7588 type=control1 q_typed_residual_context=6.808639 sequence=340.711713
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=106 node=N7890 type=control1 q_typed_residual_context=6.617515 sequence=347.329228
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=107 node=N7889 type=control1 q_typed_residual_context=5.461727 sequence=352.790955
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=108 node=N1533 type=control1 q_typed_residual_context=6.291776 sequence=359.082731
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=109 node=N516 type=control1 q_typed_residual_context=3.554496 sequence=362.637227
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=110 node=N513 type=control1 q_typed_residual_context=2.421470 sequence=365.058697
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=111 node=N556 type=control1 q_typed_residual_context=3.143418 sequence=368.202114
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=112 node=N7370 type=control1 q_typed_residual_context=3.061813 sequence=371.263927
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=113 node=N555 type=control1 q_typed_residual_context=2.427905 sequence=373.691832
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=114 node=N2340 type=observe q_typed_residual_context=5.400594 sequence=379.092426
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=115 node=N694 type=observe q_typed_residual_context=7.084481 sequence=386.176907
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=116 node=N7401 type=observe q_typed_residual_context=2.648242 sequence=388.825148
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=117 node=N520 type=control1 q_typed_residual_context=7.188815 sequence=396.013963
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=118 node=N2102 type=observe q_typed_residual_context=4.277331 sequence=400.291293
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=119 node=N7587 type=control1 q_typed_residual_context=3.584216 sequence=403.875509
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=120 node=N7413 type=control1 q_typed_residual_context=1.796817 sequence=405.672326
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=121 node=N634 type=control1 q_typed_residual_context=1.802188 sequence=407.474514
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=122 node=N3180 type=control1 q_typed_residual_context=4.581123 sequence=412.055637
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=123 node=N7871 type=control1 q_typed_residual_context=2.921921 sequence=414.977557
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=124 node=N7679 type=observe q_typed_residual_context=5.779768 sequence=420.757326
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_residual_context=1.441561 sequence=422.198886
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=126 node=N614 type=control1 q_typed_residual_context=2.373561 sequence=424.572447
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=127 node=N7721 type=control0 q_typed_residual_context=1.715262 sequence=426.287709
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=128 node=N3410 type=control1 q_typed_residual_context=3.514258 sequence=429.801967
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=129 node=N7627 type=observe q_typed_residual_context=3.871671 sequence=433.673638
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=130 node=N2157 type=observe q_typed_residual_context=4.019502 sequence=437.693139
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=131 node=N638 type=control1 q_typed_residual_context=3.539820 sequence=441.232960
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=132 node=N6533 type=observe q_typed_residual_context=6.900696 sequence=448.133655
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=133 node=N610 type=control1 q_typed_residual_context=1.680204 sequence=449.813860
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=134 node=N5356 type=observe q_typed_residual_context=1.383043 sequence=451.196902
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=135 node=N7385 type=observe q_typed_residual_context=1.381872 sequence=452.578775
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=136 node=N5738 type=observe q_typed_residual_context=0.993456 sequence=453.572231
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_residual_context=1.015329 sequence=454.587559
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=138 node=N645 type=control1 q_typed_residual_context=1.283697 sequence=455.871256
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=139 node=N5878 type=observe q_typed_residual_context=0.960006 sequence=456.831262
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=140 node=N636 type=control1 q_typed_residual_context=1.348418 sequence=458.179680
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=141 node=N616 type=control1 q_typed_residual_context=1.291982 sequence=459.471663
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=142 node=N3295 type=control1 q_typed_residual_context=1.918905 sequence=461.390567
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=143 node=N3467 type=control1 q_typed_residual_context=1.837524 sequence=463.228092
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=144 node=N2106 type=observe q_typed_residual_context=1.830937 sequence=465.059029
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=145 node=N630 type=control1 q_typed_residual_context=5.334349 sequence=470.393378
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=146 node=N642 type=control1 q_typed_residual_context=5.827363 sequence=476.220741
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=147 node=N649 type=control1 q_typed_residual_context=5.793948 sequence=482.014688
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=148 node=N2149 type=observe q_typed_residual_context=6.805705 sequence=488.820393
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=149 node=N3525 type=control1 q_typed_residual_context=5.211744 sequence=494.032138
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=150 node=N1411 type=control0 q_typed_residual_context=2.413743 sequence=496.445881
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=151 node=N7454 type=observe q_typed_residual_context=2.172792 sequence=498.618673
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=152 node=N578 type=observe q_typed_residual_context=3.656121 sequence=502.274794
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=153 node=N6531 type=observe q_typed_residual_context=4.623022 sequence=506.897815
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=154 node=N5740 type=observe q_typed_residual_context=3.049656 sequence=509.947471
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=155 node=N7436 type=observe q_typed_residual_context=0.742272 sequence=510.689744
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=156 node=N712 type=observe q_typed_residual_context=2.079105 sequence=512.768849
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=157 node=N5876 type=observe q_typed_residual_context=3.608213 sequence=516.377061
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=158 node=N725 type=observe q_typed_residual_context=2.517963 sequence=518.895024
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=159 node=N714 type=observe q_typed_residual_context=3.743359 sequence=522.638383
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=160 node=N1607 type=control1 q_typed_residual_context=2.339281 sequence=524.977664
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=161 node=N7614 type=observe q_typed_residual_context=2.456361 sequence=527.434025
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=162 node=N647 type=control1 q_typed_residual_context=2.429940 sequence=529.863965
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=163 node=N5874 type=observe q_typed_residual_context=3.169755 sequence=533.033720
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=164 node=N1586 type=control1 q_typed_residual_context=2.133859 sequence=535.167579
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=165 node=N5473 type=observe q_typed_residual_context=2.331419 sequence=537.498998
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=166 node=N715 type=observe q_typed_residual_context=2.629184 sequence=540.128182
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=167 node=N7405 type=observe q_typed_residual_context=1.061892 sequence=541.190074
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=168 node=N2008 type=observe q_typed_residual_context=0.716387 sequence=541.906461
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=169 node=N1879 type=observe q_typed_residual_context=0.713678 sequence=542.620139
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=170 node=N765 type=observe q_typed_residual_context=0.909712 sequence=543.529851
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=171 node=N723 type=observe q_typed_residual_context=1.766467 sequence=545.296318
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=172 node=N679 type=observe q_typed_residual_context=0.958895 sequence=546.255213
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=173 node=N703 type=observe q_typed_residual_context=2.400682 sequence=548.655895
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=174 node=N5456 type=observe q_typed_residual_context=1.618372 sequence=550.274267
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=175 node=N6673 type=observe q_typed_residual_context=2.980183 sequence=553.254449
[b15-round3/long32_balanced/decay_0] [plan iscas99__b15_1] [plan] step=176 node=N706 type=observe q_typed_residual_context=3.058687 sequence=556.313136
