step,node,type,planner,candidate_strategy
201,N5510,observe,portfolio,weighted_round_robin
202,N7225,control0,portfolio,weighted_round_robin
203,N5558,observe,portfolio,weighted_round_robin
204,N12248,control0,portfolio,weighted_round_robin
205,N5870,observe,portfolio,weighted_round_robin
206,N12328,control0,portfolio,weighted_round_robin
207,N5725,observe,portfolio,weighted_round_robin
208,N12280,control0,portfolio,weighted_round_robin
209,N5509,observe,portfolio,weighted_round_robin
210,N7151,control0,portfolio,weighted_round_robin
211,N5557,observe,portfolio,weighted_round_robin
212,N7218,control0,portfolio,weighted_round_robin
213,N5869,observe,portfolio,weighted_round_robin
214,N7277,control0,portfolio,weighted_round_robin
215,N5437,observe,portfolio,weighted_round_robin
216,N7222,control0,portfolio,weighted_round_robin
217,N6013,observe,portfolio,weighted_round_robin
218,N12262,control0,portfolio,weighted_round_robin
219,N5941,observe,portfolio,weighted_round_robin
220,N12294,control0,portfolio,weighted_round_robin
221,N5630,observe,portfolio,weighted_round_robin
222,N7199,control0,portfolio,weighted_round_robin
223,N5366,observe,portfolio,weighted_round_robin
224,N12308,control0,portfolio,weighted_round_robin
225,N5365,observe,portfolio,weighted_round_robin
226,N7274,control0,portfolio,weighted_round_robin
227,N1992,observe,portfolio,weighted_round_robin
228,N7162,control0,portfolio,weighted_round_robin
229,N5294,observe,portfolio,weighted_round_robin
230,N7210,control0,portfolio,weighted_round_robin
231,N3888,observe,portfolio,weighted_round_robin
232,N7049,control0,portfolio,weighted_round_robin
233,N5293,observe,portfolio,weighted_round_robin
234,N7115,control0,portfolio,weighted_round_robin
235,N5845,observe,portfolio,weighted_round_robin
236,N7021,control0,portfolio,weighted_round_robin
237,N5917,observe,portfolio,weighted_round_robin
238,N27225,control0,portfolio,weighted_round_robin
239,N6014,observe,portfolio,weighted_round_robin
240,N2849,control0,portfolio,weighted_round_robin
241,N5989,observe,portfolio,weighted_round_robin
242,N26504,control1,portfolio,weighted_round_robin
243,N5893,observe,portfolio,weighted_round_robin
244,N28737,control0,portfolio,weighted_round_robin
245,N5965,observe,portfolio,weighted_round_robin
246,N7669,control0,portfolio,weighted_round_robin
247,N3826,observe,portfolio,weighted_round_robin
248,N20280,control0,portfolio,weighted_round_robin
249,N5270,observe,portfolio,weighted_round_robin
250,N3964,control0,portfolio,weighted_round_robin
251,N5269,observe,portfolio,weighted_round_robin
252,N26515,control1,portfolio,weighted_round_robin
253,N3517,observe,portfolio,weighted_round_robin
254,N26510,control1,portfolio,weighted_round_robin
255,N3355,observe,portfolio,weighted_round_robin
256,N26506,control1,portfolio,weighted_round_robin
257,N3379,observe,portfolio,weighted_round_robin
258,N27350,control1,portfolio,weighted_round_robin
259,N3363,observe,portfolio,weighted_round_robin
260,N27352,control1,portfolio,weighted_round_robin
261,N3371,observe,portfolio,weighted_round_robin
262,N27356,control1,portfolio,weighted_round_robin
263,N3507,observe,portfolio,weighted_round_robin
264,N27355,control1,portfolio,weighted_round_robin
265,N3393,observe,portfolio,weighted_round_robin
266,N27348,control1,portfolio,weighted_round_robin
267,N3575,observe,portfolio,weighted_round_robin
268,N27347,control1,portfolio,weighted_round_robin
269,N3421,observe,portfolio,weighted_round_robin
270,N26517,control1,portfolio,weighted_round_robin
271,N3469,observe,portfolio,weighted_round_robin
272,N26502,control1,portfolio,weighted_round_robin
273,N3526,observe,portfolio,weighted_round_robin
274,N27361,control1,portfolio,weighted_round_robin
275,N3553,observe,portfolio,weighted_round_robin
276,N27358,control1,portfolio,weighted_round_robin
277,N3407,observe,portfolio,weighted_round_robin
278,N12674,control0,portfolio,weighted_round_robin
279,N3427,observe,portfolio,weighted_round_robin
280,N27346,control1,portfolio,weighted_round_robin
281,N3444,observe,portfolio,weighted_round_robin
282,N12158,control0,portfolio,weighted_round_robin
283,N3457,observe,portfolio,weighted_round_robin
284,N12637,control0,portfolio,weighted_round_robin
285,N3477,observe,portfolio,weighted_round_robin
286,N2898,control0,portfolio,weighted_round_robin
287,N7937,observe,portfolio,weighted_round_robin
288,N12641,control0,portfolio,weighted_round_robin
289,N3485,observe,portfolio,weighted_round_robin
290,N8611,control0,portfolio,weighted_round_robin
291,N27273,observe,portfolio,weighted_round_robin
292,N12671,control0,portfolio,weighted_round_robin
293,N7936,observe,portfolio,weighted_round_robin
294,N12656,control0,portfolio,weighted_round_robin
295,N3505,observe,portfolio,weighted_round_robin
296,N30923,control0,portfolio,weighted_round_robin
297,N19325,observe,portfolio,weighted_round_robin
298,N30922,control0,portfolio,weighted_round_robin
299,N19332,observe,portfolio,weighted_round_robin
300,N30921,control0,portfolio,weighted_round_robin
301,N19335,observe,portfolio,weighted_round_robin
302,N29456,control0,portfolio,weighted_round_robin
303,N19333,observe,portfolio,weighted_round_robin
304,N8811,observe,portfolio,weighted_round_robin
305,N19334,observe,portfolio,weighted_round_robin
306,N8815,observe,portfolio,weighted_round_robin
307,N19336,observe,portfolio,weighted_round_robin
308,N8810,observe,portfolio,weighted_round_robin
309,N3535,observe,portfolio,weighted_round_robin
310,N8812,observe,portfolio,weighted_round_robin
311,N3562,observe,portfolio,weighted_round_robin
312,N9514,observe,portfolio,weighted_round_robin
313,N3435,observe,portfolio,weighted_round_robin
314,N7411,observe,portfolio,weighted_round_robin
315,N3451,observe,portfolio,weighted_round_robin
316,N27365,control1,portfolio,weighted_round_robin
317,N3495,observe,portfolio,weighted_round_robin
318,N19835,observe,portfolio,weighted_round_robin
319,N7935,observe,portfolio,weighted_round_robin
320,N7469,observe,portfolio,weighted_round_robin
321,N3544,observe,portfolio,weighted_round_robin
322,N9041,observe,portfolio,weighted_round_robin
323,N3464,observe,portfolio,weighted_round_robin
324,N9601,observe,portfolio,weighted_round_robin
325,N7933,observe,portfolio,weighted_round_robin
326,N7692,observe,portfolio,weighted_round_robin
327,N19331,observe,portfolio,weighted_round_robin
328,N3957,observe,portfolio,weighted_round_robin
329,N24690,observe,portfolio,weighted_round_robin
330,N29355,control1,portfolio,weighted_round_robin
331,N7934,observe,portfolio,weighted_round_robin
332,N8836,observe,portfolio,weighted_round_robin
333,N7932,observe,portfolio,weighted_round_robin
334,N2891,observe,portfolio,weighted_round_robin
335,N19329,observe,portfolio,weighted_round_robin
336,N3903,observe,portfolio,weighted_round_robin
337,N22174,observe,portfolio,weighted_round_robin
338,N3890,observe,portfolio,weighted_round_robin
339,N21744,observe,portfolio,weighted_round_robin
340,N9593,observe,portfolio,weighted_round_robin
341,N20155,observe,portfolio,weighted_round_robin
342,N1982,observe,portfolio,weighted_round_robin
343,N25621,observe,portfolio,weighted_round_robin
344,N13515,observe,portfolio,weighted_round_robin
345,N24475,observe,portfolio,weighted_round_robin
346,N2041,control1,portfolio,weighted_round_robin
347,N24105,observe,portfolio,weighted_round_robin
348,N29575,control1,portfolio,weighted_round_robin
349,N19969,observe,portfolio,weighted_round_robin
350,N24568,control0,portfolio,weighted_round_robin
351,N23737,observe,portfolio,weighted_round_robin
352,N8937,observe,portfolio,weighted_round_robin
353,N23218,observe,portfolio,weighted_round_robin
354,N13513,observe,portfolio,weighted_round_robin
355,N23555,observe,portfolio,weighted_round_robin
356,N29496,control1,portfolio,weighted_round_robin
357,N25442,observe,portfolio,weighted_round_robin
358,N29386,control1,portfolio,weighted_round_robin
359,N7931,observe,portfolio,weighted_round_robin
360,N29387,control1,portfolio,weighted_round_robin
361,N19326,observe,portfolio,weighted_round_robin
362,N7729,control1,portfolio,weighted_round_robin
363,N27653,observe,portfolio,weighted_round_robin
364,N13800,control1,portfolio,weighted_round_robin
365,N28198,observe,portfolio,weighted_round_robin
366,N8083,observe,portfolio,weighted_round_robin
367,N19856,observe,portfolio,weighted_round_robin
368,N8824,observe,portfolio,weighted_round_robin
369,N23037,observe,portfolio,weighted_round_robin
370,N2030,control1,portfolio,weighted_round_robin
371,N21555,observe,portfolio,weighted_round_robin
372,N13589,observe,portfolio,weighted_round_robin
373,N28139,observe,portfolio,weighted_round_robin
374,N13517,observe,portfolio,weighted_round_robin
375,N18628,observe,portfolio,weighted_round_robin
376,N8821,observe,portfolio,weighted_round_robin
377,N7950,observe,portfolio,weighted_round_robin
378,N9505,observe,portfolio,weighted_round_robin
379,N28174,observe,portfolio,weighted_round_robin
380,N2037,control1,portfolio,weighted_round_robin
381,N23921,observe,portfolio,weighted_round_robin
382,N13062,observe,portfolio,weighted_round_robin
383,N28146,observe,portfolio,weighted_round_robin
384,N22040,control1,portfolio,weighted_round_robin
385,N19727,observe,portfolio,weighted_round_robin
386,N13593,observe,portfolio,weighted_round_robin
387,N19728,observe,portfolio,weighted_round_robin
388,N7712,control1,portfolio,weighted_round_robin
389,N19729,observe,portfolio,weighted_round_robin
390,N13561,observe,portfolio,weighted_round_robin
391,N19730,observe,portfolio,weighted_round_robin
392,N13547,observe,portfolio,weighted_round_robin
393,N19731,observe,portfolio,weighted_round_robin
394,N8144,observe,portfolio,weighted_round_robin
395,N19732,observe,portfolio,weighted_round_robin
396,N7639,observe,portfolio,weighted_round_robin
397,N19733,observe,portfolio,weighted_round_robin
398,N8833,observe,portfolio,weighted_round_robin
399,N30855,observe,portfolio,weighted_round_robin
400,N8808,observe,portfolio,weighted_round_robin
401,N19721,observe,portfolio,weighted_round_robin
402,N6002,observe,portfolio,weighted_round_robin
403,N19722,observe,portfolio,weighted_round_robin
404,N12243,observe,portfolio,weighted_round_robin
405,N19734,observe,portfolio,weighted_round_robin
406,N13579,observe,portfolio,weighted_round_robin
407,N19735,observe,portfolio,weighted_round_robin
408,N3765,observe,portfolio,weighted_round_robin
409,N19736,observe,portfolio,weighted_round_robin
410,N3323,observe,portfolio,weighted_round_robin
411,N19725,observe,portfolio,weighted_round_robin
412,N13066,observe,portfolio,weighted_round_robin
413,N30012,observe,portfolio,weighted_round_robin
414,N3429,observe,portfolio,weighted_round_robin
415,N28153,observe,portfolio,weighted_round_robin
416,N12332,observe,portfolio,weighted_round_robin
417,N25734,observe,portfolio,weighted_round_robin
418,N13785,control1,portfolio,weighted_round_robin
419,N22496,observe,portfolio,weighted_round_robin
420,N8813,observe,portfolio,weighted_round_robin
421,N19523,observe,portfolio,weighted_round_robin
422,N12683,observe,portfolio,weighted_round_robin
423,N19529,observe,portfolio,weighted_round_robin
424,N7727,control1,portfolio,weighted_round_robin
425,N19530,observe,portfolio,weighted_round_robin
426,N8809,observe,portfolio,weighted_round_robin
427,N19531,observe,portfolio,weighted_round_robin
428,N7671,observe,portfolio,weighted_round_robin
429,N19532,observe,portfolio,weighted_round_robin
430,N7673,observe,portfolio,weighted_round_robin
431,N19533,observe,portfolio,weighted_round_robin
432,N12339,observe,portfolio,weighted_round_robin
433,N19534,observe,portfolio,weighted_round_robin
434,N12464,observe,portfolio,weighted_round_robin
435,N19535,observe,portfolio,weighted_round_robin
436,N12604,observe,portfolio,weighted_round_robin
437,N19536,observe,portfolio,weighted_round_robin
438,N13801,control1,portfolio,weighted_round_robin
439,N19537,observe,portfolio,weighted_round_robin
440,N3437,observe,portfolio,weighted_round_robin
441,N19538,observe,portfolio,weighted_round_robin
442,N12368,observe,portfolio,weighted_round_robin
443,N31050,observe,portfolio,weighted_round_robin
444,N2078,control1,portfolio,weighted_round_robin
445,N31051,observe,portfolio,weighted_round_robin
446,N7520,observe,portfolio,weighted_round_robin
447,N31052,observe,portfolio,weighted_round_robin
448,N2036,control1,portfolio,weighted_round_robin
449,N31053,observe,portfolio,weighted_round_robin
450,N7270,observe,portfolio,weighted_round_robin
451,N19524,observe,portfolio,weighted_round_robin
452,N13913,control1,portfolio,weighted_round_robin
453,N19527,observe,portfolio,weighted_round_robin
454,N12399,observe,portfolio,weighted_round_robin
455,N30599,observe,portfolio,weighted_round_robin
456,N7726,control1,portfolio,weighted_round_robin
457,N27261,observe,portfolio,weighted_round_robin
458,N12214,observe,portfolio,weighted_round_robin
459,N31044,observe,portfolio,weighted_round_robin
460,N3319,observe,portfolio,weighted_round_robin
461,N31045,observe,portfolio,weighted_round_robin
462,N3777,observe,portfolio,weighted_round_robin
463,N28623,observe,portfolio,weighted_round_robin
464,N7445,observe,portfolio,weighted_round_robin
465,N22058,observe,portfolio,weighted_round_robin
466,N7448,observe,portfolio,weighted_round_robin
467,N14122,observe,portfolio,weighted_round_robin
468,N12447,observe,portfolio,weighted_round_robin
469,N28191,observe,portfolio,weighted_round_robin
470,N12615,observe,portfolio,weighted_round_robin
471,N28160,observe,portfolio,weighted_round_robin
472,N9610,observe,portfolio,weighted_round_robin
473,N28132,observe,portfolio,weighted_round_robin
474,N12293,observe,portfolio,weighted_round_robin
475,N27260,observe,portfolio,weighted_round_robin
476,N12259,observe,portfolio,weighted_round_robin
477,N32139,observe,portfolio,weighted_round_robin
478,N12335,observe,portfolio,weighted_round_robin
479,N19337,observe,portfolio,weighted_round_robin
480,N2696,observe,portfolio,weighted_round_robin
481,N28167,observe,portfolio,weighted_round_robin
482,N12709,observe,portfolio,weighted_round_robin
483,N25241,observe,portfolio,weighted_round_robin
484,N5930,observe,portfolio,weighted_round_robin
485,N19338,observe,portfolio,weighted_round_robin
486,N13921,control1,portfolio,weighted_round_robin
487,N22341,observe,portfolio,weighted_round_robin
488,N5978,observe,portfolio,weighted_round_robin
489,N31954,observe,portfolio,weighted_round_robin
490,N5882,observe,portfolio,weighted_round_robin
491,N29526,observe,portfolio,weighted_round_robin
492,N7766,control1,portfolio,weighted_round_robin
493,N14121,observe,portfolio,weighted_round_robin
494,N5858,observe,portfolio,weighted_round_robin
495,N29527,observe,portfolio,weighted_round_robin
496,N5906,observe,portfolio,weighted_round_robin
497,N29528,observe,portfolio,weighted_round_robin
498,N5954,observe,portfolio,weighted_round_robin
499,N19340,observe,portfolio,weighted_round_robin
500,N12387,observe,portfolio,weighted_round_robin
501,N24290,observe,portfolio,weighted_round_robin
502,N9595,observe,portfolio,weighted_round_robin
503,N29529,observe,portfolio,weighted_round_robin
504,N19864,observe,portfolio,weighted_round_robin
505,N29510,observe,portfolio,weighted_round_robin
506,N19878,observe,portfolio,weighted_round_robin
507,N27215,observe,portfolio,weighted_round_robin
508,N7635,observe,portfolio,weighted_round_robin
509,N19339,observe,portfolio,weighted_round_robin
510,N13428,observe,portfolio,weighted_round_robin
511,N26476,observe,portfolio,weighted_round_robin
512,N3318,observe,portfolio,weighted_round_robin
513,N27254,observe,portfolio,weighted_round_robin
514,N9603,observe,portfolio,weighted_round_robin
515,N27253,observe,portfolio,weighted_round_robin
516,N9551,observe,portfolio,weighted_round_robin
517,N27252,observe,portfolio,weighted_round_robin
518,N9531,observe,portfolio,weighted_round_robin
519,N27255,observe,portfolio,weighted_round_robin
520,N9543,observe,portfolio,weighted_round_robin
521,N27251,observe,portfolio,weighted_round_robin
522,N9599,observe,portfolio,weighted_round_robin
523,N27250,observe,portfolio,weighted_round_robin
524,N9597,observe,portfolio,weighted_round_robin
525,N22529,observe,portfolio,weighted_round_robin
526,N19837,observe,portfolio,weighted_round_robin
527,N14119,observe,portfolio,weighted_round_robin
528,N9511,observe,portfolio,weighted_round_robin
529,N18629,observe,portfolio,weighted_round_robin
530,N3810,observe,portfolio,weighted_round_robin
531,N19327,observe,portfolio,weighted_round_robin
532,N19843,observe,portfolio,weighted_round_robin
533,N14107,observe,portfolio,weighted_round_robin
534,N3845,observe,portfolio,weighted_round_robin
535,N14109,observe,portfolio,weighted_round_robin
536,N3821,observe,portfolio,weighted_round_robin
537,N14115,observe,portfolio,weighted_round_robin
538,N9712,observe,portfolio,weighted_round_robin
539,N14117,observe,portfolio,weighted_round_robin
540,N9555,observe,portfolio,weighted_round_robin
541,N8957,observe,portfolio,weighted_round_robin
542,N2076,control1,portfolio,weighted_round_robin
543,N14111,observe,portfolio,weighted_round_robin
544,N3854,observe,portfolio,weighted_round_robin
545,N29390,observe,portfolio,weighted_round_robin
546,N8903,observe,portfolio,weighted_round_robin
547,N27256,observe,portfolio,weighted_round_robin
548,N3817,observe,portfolio,weighted_round_robin
549,N14113,observe,portfolio,weighted_round_robin
550,N13836,control1,portfolio,weighted_round_robin
551,N30476,observe,portfolio,weighted_round_robin
552,N3832,observe,portfolio,weighted_round_robin
553,N20950,observe,portfolio,weighted_round_robin
554,N3829,observe,portfolio,weighted_round_robin
555,N14094,observe,portfolio,weighted_round_robin
556,N2029,control1,portfolio,weighted_round_robin
557,N27654,observe,portfolio,weighted_round_robin
558,N7528,observe,portfolio,weighted_round_robin
559,N20954,observe,portfolio,weighted_round_robin
560,N9608,observe,portfolio,weighted_round_robin
561,N30479,observe,portfolio,weighted_round_robin
562,N2256,observe,portfolio,weighted_round_robin
563,N30480,observe,portfolio,weighted_round_robin
564,N2074,control1,portfolio,weighted_round_robin
565,N30481,observe,portfolio,weighted_round_robin
566,N2698,observe,portfolio,weighted_round_robin
567,N30482,observe,portfolio,weighted_round_robin
568,N2693,observe,portfolio,weighted_round_robin
569,N30484,observe,portfolio,weighted_round_robin
570,N1986,control1,portfolio,weighted_round_robin
571,N30485,observe,portfolio,weighted_round_robin
572,N3793,observe,portfolio,weighted_round_robin
573,N30486,observe,portfolio,weighted_round_robin
574,N7944,observe,portfolio,weighted_round_robin
575,N30489,observe,portfolio,weighted_round_robin
576,N7365,observe,portfolio,weighted_round_robin
577,N30490,observe,portfolio,weighted_round_robin
578,N12303,observe,portfolio,weighted_round_robin
579,N19330,observe,portfolio,weighted_round_robin
580,N12581,observe,portfolio,weighted_round_robin
581,N14166,observe,portfolio,weighted_round_robin
582,N3794,observe,portfolio,weighted_round_robin
583,N14172,observe,portfolio,weighted_round_robin
584,N12291,observe,portfolio,weighted_round_robin
585,N14173,observe,portfolio,weighted_round_robin
586,N25713,observe,portfolio,weighted_round_robin
587,N14171,observe,portfolio,weighted_round_robin
588,N7537,observe,portfolio,weighted_round_robin
589,N14170,observe,portfolio,weighted_round_robin
590,N12371,observe,portfolio,weighted_round_robin
591,N24950,observe,portfolio,weighted_round_robin
592,N13837,control1,portfolio,weighted_round_robin
593,N31492,observe,portfolio,weighted_round_robin
594,N7480,observe,portfolio,weighted_round_robin
595,N14118,observe,portfolio,weighted_round_robin
596,N12547,observe,portfolio,weighted_round_robin
597,N14123,observe,portfolio,weighted_round_robin
598,N12323,observe,portfolio,weighted_round_robin
599,N21194,observe,portfolio,weighted_round_robin
600,N25756,observe,portfolio,weighted_round_robin
601,N14120,observe,portfolio,weighted_round_robin
602,N3798,observe,portfolio,weighted_round_robin
603,N20517,observe,portfolio,weighted_round_robin
604,N25224,observe,portfolio,weighted_round_robin
605,N3574,observe,portfolio,weighted_round_robin
606,N7711,control1,portfolio,weighted_round_robin
607,N29439,observe,portfolio,weighted_round_robin
