[typed-five-r3/b21_C] [gmean] 2026-07-21T00:08:11 out_dir=autoresearch/loop-260720-0945/typed_winner_round4_five/b21_C
[typed-five-r3/b21_C] [gmean] 2026-07-21T00:08:11 budgets=iscas99__b21:628
[typed-five-r3/b21_C] [gmean] 2026-07-21T00:08:11 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b21_C] [gmean] 2026-07-21T00:08:11 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=q_typed_residual_context
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=20 node=N4212 type=observe q_typed_residual_context=1.787922 sequence=46.495681
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=21 node=N4047 type=control0 q_typed_residual_context=1.051908 sequence=47.547589
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=22 node=N4049 type=control0 q_typed_residual_context=1.262876 sequence=48.810466
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=23 node=N1680 type=control1 q_typed_residual_context=1.512283 sequence=50.322748
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=24 node=N4009 type=control0 q_typed_residual_context=1.126581 sequence=51.449329
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=25 node=N960 type=observe q_typed_residual_context=2.200653 sequence=53.649983
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=26 node=N4941 type=control1 q_typed_residual_context=1.784408 sequence=55.434390
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=27 node=N4945 type=control1 q_typed_residual_context=1.676131 sequence=57.110521
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=28 node=N4664 type=observe q_typed_residual_context=1.088805 sequence=58.199327
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=29 node=N4163 type=observe q_typed_residual_context=1.127924 sequence=59.327251
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=30 node=N4228 type=observe q_typed_residual_context=1.147319 sequence=60.474570
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=31 node=N4194 type=observe q_typed_residual_context=1.117682 sequence=61.592252
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=32 node=N4195 type=observe q_typed_residual_context=1.000561 sequence=62.592812
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=33 node=N4168 type=observe q_typed_residual_context=0.923220 sequence=63.516033
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=34 node=N4027 type=control0 q_typed_residual_context=0.868678 sequence=64.384711
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=35 node=N4683 type=control0 q_typed_residual_context=1.330150 sequence=65.714861
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=36 node=N4175 type=observe q_typed_residual_context=1.082124 sequence=66.796984
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=37 node=N4169 type=observe q_typed_residual_context=0.887378 sequence=67.684363
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=38 node=N4178 type=observe q_typed_residual_context=0.888607 sequence=68.572969
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=39 node=N4198 type=observe q_typed_residual_context=1.198990 sequence=69.771959
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=40 node=N4171 type=observe q_typed_residual_context=0.922484 sequence=70.694443
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=41 node=N3550 type=control0 q_typed_residual_context=1.094781 sequence=71.789224
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=42 node=N3554 type=control0 q_typed_residual_context=1.029547 sequence=72.818770
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=43 node=N1942 type=control0 q_typed_residual_context=0.907095 sequence=73.725866
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=44 node=N4172 type=observe q_typed_residual_context=0.988214 sequence=74.714079
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=45 node=N4205 type=observe q_typed_residual_context=1.017266 sequence=75.731345
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=46 node=N4166 type=observe q_typed_residual_context=1.087997 sequence=76.819343
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=47 node=N4176 type=observe q_typed_residual_context=1.166792 sequence=77.986135
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=48 node=N4177 type=observe q_typed_residual_context=1.281572 sequence=79.267707
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=49 node=N4174 type=control0 q_typed_residual_context=1.225088 sequence=80.492795
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=50 node=N4159 type=observe q_typed_residual_context=1.350959 sequence=81.843754
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=51 node=N4162 type=observe q_typed_residual_context=1.348814 sequence=83.192568
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=52 node=N4667 type=observe q_typed_residual_context=1.279303 sequence=84.471871
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=53 node=N4173 type=control0 q_typed_residual_context=1.195198 sequence=85.667069
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=54 node=N4206 type=observe q_typed_residual_context=1.364607 sequence=87.031677
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=55 node=N4240 type=observe q_typed_residual_context=1.208739 sequence=88.240416
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=56 node=N4207 type=observe q_typed_residual_context=1.418222 sequence=89.658637
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=57 node=N4943 type=control1 q_typed_residual_context=1.356351 sequence=91.014988
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=58 node=N4170 type=control0 q_typed_residual_context=1.202970 sequence=92.217958
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=59 node=N3512 type=control0 q_typed_residual_context=2.935228 sequence=95.153186
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=60 node=N4209 type=observe q_typed_residual_context=1.367457 sequence=96.520643
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=61 node=N4210 type=observe q_typed_residual_context=1.341148 sequence=97.861792
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=62 node=N4208 type=observe q_typed_residual_context=1.470834 sequence=99.332626
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=63 node=N4227 type=observe q_typed_residual_context=1.634576 sequence=100.967202
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=64 node=N4229 type=observe q_typed_residual_context=1.882606 sequence=102.849807
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=65 node=N4225 type=observe q_typed_residual_context=1.456625 sequence=104.306432
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=66 node=N15820 type=control1 q_typed_residual_context=1.400592 sequence=105.707024
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=67 node=N4230 type=observe q_typed_residual_context=2.558949 sequence=108.265973
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=68 node=N4232 type=observe q_typed_residual_context=2.325699 sequence=110.591672
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=69 node=N4233 type=observe q_typed_residual_context=1.327032 sequence=111.918704
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=70 node=N4231 type=observe q_typed_residual_context=1.082356 sequence=113.001060
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=71 node=N4236 type=observe q_typed_residual_context=1.008654 sequence=114.009714
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=72 node=N4237 type=observe q_typed_residual_context=1.094173 sequence=115.103887
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=73 node=N4235 type=observe q_typed_residual_context=1.343939 sequence=116.447826
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=74 node=N4204 type=observe q_typed_residual_context=1.461173 sequence=117.908999
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=75 node=N4241 type=observe q_typed_residual_context=1.940304 sequence=119.849303
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=76 node=N4213 type=observe q_typed_residual_context=1.906983 sequence=121.756286
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=77 node=N4238 type=observe q_typed_residual_context=2.093086 sequence=123.849372
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=78 node=N4161 type=control0 q_typed_residual_context=2.049011 sequence=125.898383
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=79 node=N4244 type=observe q_typed_residual_context=1.224312 sequence=127.122695
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=80 node=N4243 type=observe q_typed_residual_context=1.419377 sequence=128.542071
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=81 node=N15872 type=control1 q_typed_residual_context=1.496211 sequence=130.038282
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=82 node=N8973 type=control1 q_typed_residual_context=1.851828 sequence=131.890110
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=83 node=N4678 type=observe q_typed_residual_context=2.041389 sequence=133.931499
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=84 node=N4203 type=observe q_typed_residual_context=2.063385 sequence=135.994884
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=85 node=N4242 type=observe q_typed_residual_context=4.464458 sequence=140.459342
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=86 node=N4239 type=observe q_typed_residual_context=3.115919 sequence=143.575261
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=87 node=N4234 type=observe q_typed_residual_context=3.704076 sequence=147.279337
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=88 node=N4179 type=observe q_typed_residual_context=2.184019 sequence=149.463356
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=89 node=N9005 type=control0 q_typed_residual_context=1.560080 sequence=151.023436
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=90 node=N4692 type=control1 q_typed_residual_context=2.706735 sequence=153.730170
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=91 node=N4200 type=observe q_typed_residual_context=1.771502 sequence=155.501672
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=92 node=N4164 type=observe q_typed_residual_context=1.094964 sequence=156.596636
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=93 node=N12805 type=observe q_typed_residual_context=1.762648 sequence=158.359285
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=94 node=N4202 type=observe q_typed_residual_context=2.108774 sequence=160.468058
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=95 node=N1733 type=observe q_typed_residual_context=1.322142 sequence=161.790201
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=96 node=N1734 type=observe q_typed_residual_context=1.868269 sequence=163.658470
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=97 node=N1736 type=observe q_typed_residual_context=2.058178 sequence=165.716648
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=98 node=N8908 type=control0 q_typed_residual_context=1.705820 sequence=167.422468
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=99 node=N1241 type=observe q_typed_residual_context=1.474112 sequence=168.896580
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=100 node=N8907 type=control0 q_typed_residual_context=2.102315 sequence=170.998895
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=101 node=N3426 type=observe q_typed_residual_context=1.709367 sequence=172.708262
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=102 node=N4211 type=observe q_typed_residual_context=1.703520 sequence=174.411782
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=103 node=N4201 type=observe q_typed_residual_context=2.291311 sequence=176.703093
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=104 node=N4673 type=observe q_typed_residual_context=1.378698 sequence=178.081791
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=105 node=N8963 type=control1 q_typed_residual_context=0.828647 sequence=178.910438
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=106 node=N8906 type=control0 q_typed_residual_context=0.797944 sequence=179.708382
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=107 node=N8812 type=control0 q_typed_residual_context=2.156580 sequence=181.864962
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=108 node=N1684 type=observe q_typed_residual_context=3.645107 sequence=185.510068
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=109 node=N4196 type=observe q_typed_residual_context=4.745130 sequence=190.255199
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=110 node=N15755 type=control0 q_typed_residual_context=2.811337 sequence=193.066535
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=111 node=N851 type=observe q_typed_residual_context=4.651727 sequence=197.718262
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=112 node=N12794 type=observe q_typed_residual_context=5.298319 sequence=203.016581
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=113 node=N4095 type=control1 q_typed_residual_context=2.690804 sequence=205.707385
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=114 node=N4656 type=observe q_typed_residual_context=1.154184 sequence=206.861569
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=115 node=N3435 type=observe q_typed_residual_context=2.363718 sequence=209.225287
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=116 node=N904 type=observe q_typed_residual_context=1.539235 sequence=210.764522
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=117 node=N12877 type=observe q_typed_residual_context=0.854462 sequence=211.618984
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=118 node=N6747 type=observe q_typed_residual_context=1.083079 sequence=212.702062
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=119 node=N15753 type=control0 q_typed_residual_context=0.947080 sequence=213.649142
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=120 node=N906 type=observe q_typed_residual_context=2.496144 sequence=216.145286
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=121 node=N12801 type=observe q_typed_residual_context=2.123047 sequence=218.268333
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=122 node=N15801 type=control1 q_typed_residual_context=2.910381 sequence=221.178714
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=123 node=N6743 type=observe q_typed_residual_context=1.532971 sequence=222.711684
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=124 node=N4946 type=control1 q_typed_residual_context=1.833248 sequence=224.544933
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=125 node=N10980 type=control1 q_typed_residual_context=1.230030 sequence=225.774963
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=126 node=N1436 type=observe q_typed_residual_context=0.486395 sequence=226.261357
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=127 node=N1737 type=observe q_typed_residual_context=1.749931 sequence=228.011288
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=128 node=N4647 type=observe q_typed_residual_context=2.075663 sequence=230.086951
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=129 node=N1707 type=observe q_typed_residual_context=2.017276 sequence=232.104227
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=130 node=N12582 type=observe q_typed_residual_context=3.130842 sequence=235.235069
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=131 node=N12583 type=observe q_typed_residual_context=3.011585 sequence=238.246654
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=132 node=N12528 type=observe q_typed_residual_context=1.302199 sequence=239.548853
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=133 node=N1019 type=observe q_typed_residual_context=1.109162 sequence=240.658016
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=134 node=N4685 type=observe q_typed_residual_context=1.487259 sequence=242.145275
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=135 node=N2929 type=observe q_typed_residual_context=2.262157 sequence=244.407432
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=136 node=N1706 type=observe q_typed_residual_context=1.562405 sequence=245.969837
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=137 node=N4675 type=observe q_typed_residual_context=1.143237 sequence=247.113074
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=138 node=N15751 type=control0 q_typed_residual_context=0.707453 sequence=247.820527
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=139 node=N8954 type=control1 q_typed_residual_context=4.147170 sequence=251.967696
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=140 node=N2566 type=observe q_typed_residual_context=2.159083 sequence=254.126779
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=141 node=N849 type=observe q_typed_residual_context=2.332970 sequence=256.459750
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=142 node=N847 type=observe q_typed_residual_context=3.958916 sequence=260.418665
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=143 node=N1714 type=observe q_typed_residual_context=6.665894 sequence=267.084559
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=144 node=N5164 type=observe q_typed_residual_context=4.721481 sequence=271.806040
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=145 node=N4671 type=observe q_typed_residual_context=3.997883 sequence=275.803923
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=146 node=N12769 type=observe q_typed_residual_context=6.779229 sequence=282.583152
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=147 node=N12681 type=observe q_typed_residual_context=3.333904 sequence=285.917056
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=148 node=N3367 type=observe q_typed_residual_context=2.875821 sequence=288.792877
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=149 node=N15754 type=control0 q_typed_residual_context=1.546829 sequence=290.339706
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=150 node=N15752 type=control0 q_typed_residual_context=3.649777 sequence=293.989483
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=151 node=N4002 type=observe q_typed_residual_context=6.809182 sequence=300.798665
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=152 node=N12620 type=observe q_typed_residual_context=6.600023 sequence=307.398687
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=153 node=N1717 type=observe q_typed_residual_context=4.038886 sequence=311.437573
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=154 node=N4649 type=observe q_typed_residual_context=2.672006 sequence=314.109580
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=155 node=N1758 type=observe q_typed_residual_context=2.799054 sequence=316.908634
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=156 node=N1716 type=observe q_typed_residual_context=3.599240 sequence=320.507874
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=157 node=N3986 type=observe q_typed_residual_context=3.852040 sequence=324.359914
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=158 node=N12624 type=observe q_typed_residual_context=2.634527 sequence=326.994441
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=159 node=N854 type=observe q_typed_residual_context=2.257786 sequence=329.252227
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=160 node=N4648 type=observe q_typed_residual_context=3.394639 sequence=332.646865
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=161 node=N1719 type=observe q_typed_residual_context=4.595721 sequence=337.242586
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=162 node=N1718 type=observe q_typed_residual_context=4.287058 sequence=341.529644
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=163 node=N1757 type=observe q_typed_residual_context=3.315782 sequence=344.845426
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=164 node=N4650 type=observe q_typed_residual_context=4.975766 sequence=349.821192
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=165 node=N3935 type=observe q_typed_residual_context=3.890044 sequence=353.711236
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=166 node=N1721 type=observe q_typed_residual_context=4.393211 sequence=358.104447
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=167 node=N4653 type=observe q_typed_residual_context=3.713786 sequence=361.818233
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=168 node=N3932 type=observe q_typed_residual_context=4.214040 sequence=366.032274
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=169 node=N1948 type=observe q_typed_residual_context=3.564797 sequence=369.597070
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=170 node=N1720 type=observe q_typed_residual_context=3.254777 sequence=372.851848
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=171 node=N4651 type=observe q_typed_residual_context=3.696864 sequence=376.548712
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=172 node=N12685 type=observe q_typed_residual_context=5.495377 sequence=382.044089
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=173 node=N1722 type=observe q_typed_residual_context=6.261918 sequence=388.306008
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=174 node=N3944 type=observe q_typed_residual_context=6.320279 sequence=394.626287
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=175 node=N1977 type=observe q_typed_residual_context=6.020143 sequence=400.646430
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=176 node=N1725 type=observe q_typed_residual_context=6.262752 sequence=406.909181
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=177 node=N4666 type=observe q_typed_residual_context=4.715655 sequence=411.624836
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=178 node=N3929 type=observe q_typed_residual_context=6.048804 sequence=417.673640
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=179 node=N1723 type=observe q_typed_residual_context=4.544197 sequence=422.217836
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=180 node=N1952 type=observe q_typed_residual_context=3.672456 sequence=425.890292
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=181 node=N4669 type=observe q_typed_residual_context=1.538990 sequence=427.429283
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=182 node=N1727 type=observe q_typed_residual_context=5.277214 sequence=432.706496
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=183 node=N3947 type=observe q_typed_residual_context=4.962052 sequence=437.668548
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=184 node=N4665 type=observe q_typed_residual_context=3.544956 sequence=441.213504
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=185 node=N1971 type=observe q_typed_residual_context=1.562722 sequence=442.776225
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=186 node=N1724 type=observe q_typed_residual_context=5.321302 sequence=448.097527
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=187 node=N3950 type=observe q_typed_residual_context=5.876015 sequence=453.973543
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=188 node=N4670 type=observe q_typed_residual_context=3.939490 sequence=457.913033
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=189 node=N1729 type=observe q_typed_residual_context=3.859614 sequence=461.772647
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=190 node=N15810 type=control1 q_typed_residual_context=1.920243 sequence=463.692890
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=191 node=N8968 type=control1 q_typed_residual_context=1.945688 sequence=465.638577
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=192 node=N10977 type=control1 q_typed_residual_context=1.667776 sequence=467.306354
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=193 node=N10978 type=control1 q_typed_residual_context=2.144337 sequence=469.450690
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=194 node=N8969 type=control1 q_typed_residual_context=1.394590 sequence=470.845280
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=195 node=N10982 type=control1 q_typed_residual_context=4.516450 sequence=475.361730
[typed-five-r3/b21_C] [plan iscas99__b21] [plan] step=196 node=N7264 type=control0 q_typed_residual_context=1.597572 sequence=476.959303
