deep_node	deep_gate	deep_is_output	status	source_net	source_gate	source_is_output	source_candidate_count	inverted_candidate_count	synthetic_branch	safe_insertable	signature
N95	INPUT	False	primary_input	P1_IR_REG_4__SCAN_IN		False	0	0	False	False	74d4077ceec56137
N96	INPUT	False	primary_input	P1_IR_REG_5__SCAN_IN		False	0	1	False	False	017ac7e52cddb520
N97	INPUT	False	primary_input	P1_IR_REG_6__SCAN_IN		False	0	0	False	False	97fd3a9e2b40ad8b
N98	INPUT	False	primary_input	P1_IR_REG_7__SCAN_IN		False	0	1	False	False	42e97790cddb1dd1
N99	INPUT	False	primary_input	P1_IR_REG_8__SCAN_IN		False	0	0	False	False	31dfc3abda2362d0
N100	INPUT	False	primary_input	P1_IR_REG_9__SCAN_IN		False	0	1	False	False	9880cd436253fac4
N101	INPUT	False	primary_input	P1_IR_REG_10__SCAN_IN		False	0	2	False	False	bc1567f5b8eb2da7
N102	INPUT	False	primary_input	P1_IR_REG_11__SCAN_IN		False	0	3	False	False	96a93b83810baebb
N103	INPUT	False	primary_input	P1_IR_REG_12__SCAN_IN		False	0	2	False	False	345de41e064203cd
N104	INPUT	False	primary_input	P1_IR_REG_13__SCAN_IN		False	0	3	False	False	185e5150133c9d47
N105	INPUT	False	primary_input	P1_IR_REG_14__SCAN_IN		False	0	2	False	False	ca13ff85cb702471
N106	INPUT	False	primary_input	P1_IR_REG_15__SCAN_IN		False	0	3	False	False	8e24c4398d62902c
N107	INPUT	False	primary_input	P1_IR_REG_16__SCAN_IN		False	0	2	False	False	a199792e8ff2e5a5
N108	INPUT	False	primary_input	P1_IR_REG_17__SCAN_IN		False	0	3	False	False	6d59075675b6dd3f
N109	INPUT	False	primary_input	P1_IR_REG_18__SCAN_IN		False	0	2	False	False	2d534119db2e8ae0
N110	INPUT	False	primary_input	P1_IR_REG_19__SCAN_IN		False	0	2	False	False	b4dd43a9b321d27a
N111	INPUT	False	primary_input	P1_IR_REG_20__SCAN_IN		False	0	2	False	False	b008832ff43462cf
N112	INPUT	False	primary_input	P1_IR_REG_21__SCAN_IN		False	0	3	False	False	d25435e9812d2f67
N113	INPUT	False	primary_input	P1_IR_REG_22__SCAN_IN		False	0	2	False	False	f83c189518c8d6b6
N114	INPUT	False	primary_input	P1_IR_REG_23__SCAN_IN		False	0	2	False	False	b4bd4845b1a3203f
N115	INPUT	False	primary_input	P1_IR_REG_24__SCAN_IN		False	0	2	False	False	e69a5d56a376d9ba
N116	INPUT	False	primary_input	P1_IR_REG_25__SCAN_IN		False	0	3	False	False	8f18e946160cb9dc
N117	INPUT	False	primary_input	P1_IR_REG_26__SCAN_IN		False	0	2	False	False	81a0695d42ce0ac2
N118	INPUT	False	primary_input	P1_IR_REG_27__SCAN_IN		False	1	2	False	False	edece2a389339043
N119	INPUT	False	primary_input	P1_IR_REG_28__SCAN_IN		False	0	2	False	False	65ee19466dca558c
N120	INPUT	False	primary_input	P1_IR_REG_29__SCAN_IN		False	0	2	False	False	65e203f602f074bb
N121	INPUT	False	primary_input	P1_IR_REG_30__SCAN_IN		False	0	3	False	False	098c6d90481f9357
N122	INPUT	False	primary_input	P1_IR_REG_31__SCAN_IN		False	1	3	False	False	07022d4e19b26c0d
N123	INPUT	False	primary_input	P1_D_REG_0__SCAN_IN		False	0	0	False	False	d4c29f50e34ce4de
N124	INPUT	False	primary_input	P1_D_REG_1__SCAN_IN		False	0	0	False	False	58776374985f0159
N125	INPUT	False	primary_input	P1_D_REG_2__SCAN_IN		False	0	0	False	False	f525365e11b36508
N126	INPUT	False	primary_input	P1_D_REG_3__SCAN_IN		False	0	0	False	False	c8a9d8d492064aef
N127	INPUT	False	primary_input	P1_D_REG_4__SCAN_IN		False	0	0	False	False	89ffbec373fd259c
N128	INPUT	False	primary_input	P1_D_REG_5__SCAN_IN		False	0	0	False	False	d0736422025e91e2
N129	INPUT	False	primary_input	P1_D_REG_6__SCAN_IN		False	0	0	False	False	5904ef5278954b37
N130	INPUT	False	primary_input	P1_D_REG_7__SCAN_IN		False	0	0	False	False	e0eff4600ad850fe
N131	INPUT	False	primary_input	P1_D_REG_8__SCAN_IN		False	0	0	False	False	598e9afaf78765da
N132	INPUT	False	primary_input	P1_D_REG_9__SCAN_IN		False	0	0	False	False	44449af410ed2350
N133	INPUT	False	primary_input	P1_D_REG_10__SCAN_IN		False	0	0	False	False	2267780ed318467f
N134	INPUT	False	primary_input	P1_D_REG_11__SCAN_IN		False	0	0	False	False	05c917bfee40c476
N135	INPUT	False	primary_input	P1_D_REG_12__SCAN_IN		False	0	0	False	False	9e7a5e3e16f915bf
N136	INPUT	False	primary_input	P1_D_REG_13__SCAN_IN		False	0	0	False	False	f4dfebd0bc22c3d2
N137	INPUT	False	primary_input	P1_D_REG_14__SCAN_IN		False	0	0	False	False	51d6b3b7c41b265f
N138	INPUT	False	primary_input	P1_D_REG_15__SCAN_IN		False	0	0	False	False	ac335853953df119
N139	INPUT	False	primary_input	P1_D_REG_16__SCAN_IN		False	0	0	False	False	6ac8e055e873bc89
N140	INPUT	False	primary_input	P1_D_REG_17__SCAN_IN		False	0	0	False	False	9ba93384c41bb25a
N141	INPUT	False	primary_input	P1_D_REG_18__SCAN_IN		False	0	0	False	False	f06e3191f12ef312
N142	INPUT	False	primary_input	P1_D_REG_19__SCAN_IN		False	0	0	False	False	6c7f75d21e41ec93
N143	INPUT	False	primary_input	P1_D_REG_20__SCAN_IN		False	0	0	False	False	6a4c2c42a9f41814
N144	INPUT	False	primary_input	P1_D_REG_21__SCAN_IN		False	0	0	False	False	1f64a59bad5f167a
N145	INPUT	False	primary_input	P1_D_REG_22__SCAN_IN		False	0	0	False	False	570b2b1391904b70
N146	INPUT	False	primary_input	P1_D_REG_23__SCAN_IN		False	0	0	False	False	dec46ddea0c51aa3
N147	INPUT	False	primary_input	P1_D_REG_24__SCAN_IN		False	0	0	False	False	70bacd672c2d8a07
N148	INPUT	False	primary_input	P1_D_REG_25__SCAN_IN		False	0	0	False	False	b85f2dd8603b6c04
N149	INPUT	False	primary_input	P1_D_REG_26__SCAN_IN		False	0	0	False	False	51d32803353897ce
N150	INPUT	False	primary_input	P1_D_REG_27__SCAN_IN		False	0	0	False	False	1e30d0f4b42eb68c
N151	INPUT	False	primary_input	P1_D_REG_28__SCAN_IN		False	0	0	False	False	cb76003711ea460c
N152	INPUT	False	primary_input	P1_D_REG_29__SCAN_IN		False	0	0	False	False	daa4c1022395ad0b
N153	INPUT	False	primary_input	P1_D_REG_30__SCAN_IN		False	0	0	False	False	e30be34c970d3052
N154	INPUT	False	primary_input	P1_D_REG_31__SCAN_IN		False	0	0	False	False	e3b3fb932a7fc8d9
N155	INPUT	False	primary_input	P1_REG0_REG_0__SCAN_IN		False	0	0	False	False	f85b86b4d6347a5b
N156	INPUT	False	primary_input	P1_REG0_REG_1__SCAN_IN		False	0	0	False	False	12dd856382caf0f3
N157	INPUT	False	primary_input	P1_REG0_REG_2__SCAN_IN		False	0	0	False	False	2edfb77ec4308127
N158	INPUT	False	primary_input	P1_REG0_REG_3__SCAN_IN		False	0	0	False	False	6ff56ba9569a539f
N159	INPUT	False	primary_input	P1_REG0_REG_4__SCAN_IN		False	0	0	False	False	e1b2d71e2a5a269c
N160	INPUT	False	primary_input	P1_REG0_REG_5__SCAN_IN		False	0	0	False	False	b715978fcd8941ea
N161	INPUT	False	primary_input	P1_REG0_REG_6__SCAN_IN		False	0	0	False	False	85064870492900b6
N162	INPUT	False	primary_input	P1_REG0_REG_7__SCAN_IN		False	0	0	False	False	f6b909972593f302
N163	INPUT	False	primary_input	P1_REG0_REG_8__SCAN_IN		False	0	0	False	False	583a6358bd4a7b28
N164	INPUT	False	primary_input	P1_REG0_REG_9__SCAN_IN		False	0	0	False	False	f0e9b886bd914133
N165	INPUT	False	primary_input	P1_REG0_REG_10__SCAN_IN		False	0	0	False	False	26ca866befce8773
N166	INPUT	False	primary_input	P1_REG0_REG_11__SCAN_IN		False	0	0	False	False	2a61a88a4c480073
N167	INPUT	False	primary_input	P1_REG0_REG_12__SCAN_IN		False	0	0	False	False	97545b74a1e00253
N168	INPUT	False	primary_input	P1_REG0_REG_13__SCAN_IN		False	0	0	False	False	7c655c0cc097c5f7
N169	INPUT	False	primary_input	P1_REG0_REG_14__SCAN_IN		False	0	0	False	False	446dffc08401face
N170	INPUT	False	primary_input	P1_REG0_REG_15__SCAN_IN		False	0	0	False	False	7c2649c79bee8285
N171	INPUT	False	primary_input	P1_REG0_REG_16__SCAN_IN		False	0	0	False	False	161a0633814921da
N172	INPUT	False	primary_input	P1_REG0_REG_17__SCAN_IN		False	0	0	False	False	e66d8e844222bdd0
N173	INPUT	False	primary_input	P1_REG0_REG_18__SCAN_IN		False	0	0	False	False	b78ff9d4f526ffd1
N174	INPUT	False	primary_input	P1_REG0_REG_19__SCAN_IN		False	0	0	False	False	eea70d241ed3c25c
N175	INPUT	False	primary_input	P1_REG0_REG_20__SCAN_IN		False	0	0	False	False	62f1da6681406e61
N176	INPUT	False	primary_input	P1_REG0_REG_21__SCAN_IN		False	0	0	False	False	c9b92563ee50e232
N177	INPUT	False	primary_input	P1_REG0_REG_22__SCAN_IN		False	0	0	False	False	48f2b5795aae2847
N178	INPUT	False	primary_input	P1_REG0_REG_23__SCAN_IN		False	0	0	False	False	846e822d41995ec3
N179	INPUT	False	primary_input	P1_REG0_REG_24__SCAN_IN		False	0	0	False	False	01ac3526e6677ca8
N180	INPUT	False	primary_input	P1_REG0_REG_25__SCAN_IN		False	0	0	False	False	b78c1b32fdf819e9
N181	INPUT	False	primary_input	P1_REG0_REG_26__SCAN_IN		False	0	0	False	False	6343eb39f8f8725a
N182	INPUT	False	primary_input	P1_REG0_REG_27__SCAN_IN		False	0	0	False	False	1a94f5bf3d5a2e4e
N183	INPUT	False	primary_input	P1_REG0_REG_28__SCAN_IN		False	0	0	False	False	6ff73a103d3e3f7a
N184	INPUT	False	primary_input	P1_REG0_REG_29__SCAN_IN		False	0	0	False	False	fe2412b9dd411b3b
N185	INPUT	False	primary_input	P1_REG0_REG_30__SCAN_IN		False	0	0	False	False	1e33ebf2720478f6
N186	INPUT	False	primary_input	P1_REG0_REG_31__SCAN_IN		False	0	0	False	False	666075eaf8da4b7c
N187	INPUT	False	primary_input	P1_REG1_REG_0__SCAN_IN		False	0	1	False	False	cddc2e613a9bed2e
N188	INPUT	False	primary_input	P1_REG1_REG_1__SCAN_IN		False	0	0	False	False	73761dd5033ca4df
N189	INPUT	False	primary_input	P1_REG1_REG_2__SCAN_IN		False	0	1	False	False	3b46e5e550bb2fbd
N190	INPUT	False	primary_input	P1_REG1_REG_3__SCAN_IN		False	0	1	False	False	74eb8e2c715c8d9b
N191	INPUT	False	primary_input	P1_REG1_REG_4__SCAN_IN		False	0	1	False	False	cdf428e995801ef7
N192	INPUT	False	primary_input	P1_REG1_REG_5__SCAN_IN		False	0	1	False	False	f39f6a2f9f2ef894
N193	INPUT	False	primary_input	P1_REG1_REG_6__SCAN_IN		False	0	1	False	False	3c670ccb34f263bb
N194	INPUT	False	primary_input	P1_REG1_REG_7__SCAN_IN		False	0	1	False	False	c54e18aad30da1df
N195	INPUT	False	primary_input	P1_REG1_REG_8__SCAN_IN		False	0	1	False	False	088e95690076fab2
N196	INPUT	False	primary_input	P1_REG1_REG_9__SCAN_IN		False	0	1	False	False	5e8ebf42e54144ba
N197	INPUT	False	primary_input	P1_REG1_REG_10__SCAN_IN		False	0	1	False	False	2c47364d817ceb4f
N198	INPUT	False	primary_input	P1_REG1_REG_11__SCAN_IN		False	0	1	False	False	a77799036d99d6a4
N199	INPUT	False	primary_input	P1_REG1_REG_12__SCAN_IN		False	0	1	False	False	944f7512e4916710
N200	INPUT	False	primary_input	P1_REG1_REG_13__SCAN_IN		False	0	1	False	False	49665693def0c057
N201	INPUT	False	primary_input	P1_REG1_REG_14__SCAN_IN		False	0	1	False	False	529b6a238dab55ca
N202	INPUT	False	primary_input	P1_REG1_REG_15__SCAN_IN		False	0	1	False	False	ec29273a0127e8c3
N203	INPUT	False	primary_input	P1_REG1_REG_16__SCAN_IN		False	0	1	False	False	e9c4d5f55e04870e
N204	INPUT	False	primary_input	P1_REG1_REG_17__SCAN_IN		False	0	1	False	False	ecbef3fd29f9b94a
N205	INPUT	False	primary_input	P1_REG1_REG_18__SCAN_IN		False	0	1	False	False	6a852391b615ab94
N206	INPUT	False	primary_input	P1_REG1_REG_19__SCAN_IN		False	0	1	False	False	293016c42656cb78
N207	INPUT	False	primary_input	P1_REG1_REG_20__SCAN_IN		False	0	0	False	False	166ab7b5945ef7de
N208	INPUT	False	primary_input	P1_REG1_REG_21__SCAN_IN		False	0	0	False	False	757a25b04be49ecb
N209	INPUT	False	primary_input	P1_REG1_REG_22__SCAN_IN		False	0	0	False	False	e99adf4eeba9eb28
N210	INPUT	False	primary_input	P1_REG1_REG_23__SCAN_IN		False	0	0	False	False	c82f8d8df1ce3e55
N211	INPUT	False	primary_input	P1_REG1_REG_24__SCAN_IN		False	0	0	False	False	bfa3c15322624e35
N212	INPUT	False	primary_input	P1_REG1_REG_25__SCAN_IN		False	0	0	False	False	577f4c1ae83ad8de
N213	INPUT	False	primary_input	P1_REG1_REG_26__SCAN_IN		False	0	0	False	False	863eca5d61deb4ca
N214	INPUT	False	primary_input	P1_REG1_REG_27__SCAN_IN		False	0	0	False	False	b56a10ec7af48f21
N215	INPUT	False	primary_input	P1_REG1_REG_28__SCAN_IN		False	0	0	False	False	5b3a7598d9642147
N216	INPUT	False	primary_input	P1_REG1_REG_29__SCAN_IN		False	0	0	False	False	e193cdd6854cd7dd
N217	INPUT	False	primary_input	P1_REG1_REG_30__SCAN_IN		False	0	0	False	False	584b68d6625ad4ed
N218	INPUT	False	primary_input	P1_REG1_REG_31__SCAN_IN		False	0	0	False	False	35f758c184273f29
N219	INPUT	False	primary_input	P1_REG2_REG_0__SCAN_IN		False	0	2	False	False	b88c4e9357c8838a
N220	INPUT	False	primary_input	P1_REG2_REG_1__SCAN_IN		False	0	0	False	False	bcfc159b720463e8
N221	INPUT	False	primary_input	P1_REG2_REG_2__SCAN_IN		False	0	1	False	False	850ea833ef689a0d
N222	INPUT	False	primary_input	P1_REG2_REG_3__SCAN_IN		False	0	1	False	False	2bc8a07c30eefd62
N223	INPUT	False	primary_input	P1_REG2_REG_4__SCAN_IN		False	0	1	False	False	8f0412741e216e33
N224	INPUT	False	primary_input	P1_REG2_REG_5__SCAN_IN		False	0	1	False	False	bb8b18a3ca2f8e07
N225	INPUT	False	primary_input	P1_REG2_REG_6__SCAN_IN		False	0	1	False	False	45497728b3a68487
N226	INPUT	False	primary_input	P1_REG2_REG_7__SCAN_IN		False	0	1	False	False	d767816be994615a
N227	INPUT	False	primary_input	P1_REG2_REG_8__SCAN_IN		False	0	1	False	False	b8945819f0265c53
N228	INPUT	False	primary_input	P1_REG2_REG_9__SCAN_IN		False	0	1	False	False	e9752820e9a23a21
N229	INPUT	False	primary_input	P1_REG2_REG_10__SCAN_IN		False	0	1	False	False	2ae7b9d6ad5385c9
N230	INPUT	False	primary_input	P1_REG2_REG_11__SCAN_IN		False	0	1	False	False	19e45d260e51724d
N231	INPUT	False	primary_input	P1_REG2_REG_12__SCAN_IN		False	0	1	False	False	18fc1d4210034848
N232	INPUT	False	primary_input	P1_REG2_REG_13__SCAN_IN		False	0	1	False	False	47fae7aa946946da
N233	INPUT	False	primary_input	P1_REG2_REG_14__SCAN_IN		False	0	1	False	False	cb0b3aa0ae4aaa6b
N234	INPUT	False	primary_input	P1_REG2_REG_15__SCAN_IN		False	0	1	False	False	ea698b35b3ceeb4f
N235	INPUT	False	primary_input	P1_REG2_REG_16__SCAN_IN		False	0	1	False	False	848e92fe84823d38
N236	INPUT	False	primary_input	P1_REG2_REG_17__SCAN_IN		False	0	1	False	False	43f4f691a56fe00e
N237	INPUT	False	primary_input	P1_REG2_REG_18__SCAN_IN		False	0	1	False	False	87693447add32052
N238	INPUT	False	primary_input	P1_REG2_REG_19__SCAN_IN		False	0	1	False	False	d8b13bf341305f86
N239	INPUT	False	primary_input	P1_REG2_REG_20__SCAN_IN		False	0	0	False	False	bb293eab18963cfd
N240	INPUT	False	primary_input	P1_REG2_REG_21__SCAN_IN		False	0	0	False	False	da99ac4a5993c404
N241	INPUT	False	primary_input	P1_REG2_REG_22__SCAN_IN		False	0	0	False	False	cd84c1de77e776ce
N242	INPUT	False	primary_input	P1_REG2_REG_23__SCAN_IN		False	0	0	False	False	0f88748817df0a24
N243	INPUT	False	primary_input	P1_REG2_REG_24__SCAN_IN		False	0	0	False	False	0abd5c87077400d9
N244	INPUT	False	primary_input	P1_REG2_REG_25__SCAN_IN		False	0	0	False	False	570ddc4fdcd480be
N245	INPUT	False	primary_input	P1_REG2_REG_26__SCAN_IN		False	0	0	False	False	e1ade3c279b79c12
N246	INPUT	False	primary_input	P1_REG2_REG_27__SCAN_IN		False	0	0	False	False	e1f8f2816be47739
N247	INPUT	False	primary_input	P1_REG2_REG_28__SCAN_IN		False	0	0	False	False	bd75148b350a5883
N248	INPUT	False	primary_input	P1_REG2_REG_29__SCAN_IN		False	0	0	False	False	d8dadbe90b6ab240
N249	INPUT	False	primary_input	P1_REG2_REG_30__SCAN_IN		False	0	0	False	False	595165bb9cc76035
N250	INPUT	False	primary_input	P1_REG2_REG_31__SCAN_IN		False	0	0	False	False	603bf01b58f01fa5
N251	INPUT	False	primary_input	P1_ADDR_REG_19__SCAN_IN		False	0	2	False	False	9cce8a60c02133e4
N252	INPUT	False	primary_input	P1_ADDR_REG_18__SCAN_IN		False	0	1	False	False	9e2aa5e6092f10c9
N253	INPUT	False	primary_input	P1_ADDR_REG_17__SCAN_IN		False	0	1	False	False	b7fdedd5f40a3e27
