* Log file for the circuit netlist_full_scan.bench.
test   15: 01001101011100100100000110110111100111110100101111000011101001001011110001110011010101000001001011100011000010011000010001111110111010101000000110010001110111001001001001000001101001100110100001111111010100001100010110000010010001101011000100010011111101000000001101111110011000111111000111111010000000000001000000000010111101001100001000110010001101100100010011011100111001111000111010010111001011111101110111111100111001111000100110001101001111010111011110010110111111111111111011000 11101010000000000000000000000000000001111001110100100000101010110011100100111010011100111011001000100110110001110010010111000111110111111010011110000001101110101011101001111110110001110101010111111100001011001100101100000100100100100111011100010011000111110110000000010111111001000100011010110001001000001101000110000011101111110100111010111000101010101111110000111011010010000001101101110000000000001000100100000001111011101101110001111010011100100   37 faults detected
test   16: 11011011011000100011110001011111100000011011010111101111111111011010101001010101110001100110111001111100001000011010010110101111001011000000010101001000110001010010100001100101100010011110001101101001110011100100111100011101100000110011110100000100001100110110010110111110011011111011100000111101011011010010111000011110101100101100010110101011100010010011011000111101111101001101111000100100100110010001001010110100101010110111100011111001101111011111101111111000110101111111010000000 01010100000000000000000000000000000001101111100111011001100011101010100100111110111110111100011011001001000111101001000111101100110001001100100101110011110000011111010010110111110111111100011100101101100011110010001101001100001010010100011000100101010101101101001101100110000100000101111001100000110111000111100100111011111101111111111000000001101110111100000110100100110001111010100111110111110111000111001111111011101010111001111110010011001000101  149 faults detected
test   17: 01010001000000111001001111011110101110101011001001000101011001001110011110100001000010101100000100001001011100100110001000101001010011101011010101010100011111100000100000011010010010101011101010100011011000000110100101000111000001111011100111010001001100101111101011011011010100000101011010001111011000101010000101100010110100111011000000010110001110111010001010001010111011001011110101110111100101101100110010110001100010010011101000111101000111001011110110110101111110110000101110001 00111100111001010010100010001100100111100100001000001101010000100001011011100011011101010001010001011101110001010011101011110100100110110100111101011010000110100101001000100111001000101100110110001010101110101010010010110000001000001111110001010101010101011010111110100110010001011100111011110000011100010100101100000101101100101100010000000011011110101001111101110110010011111100110010101010000000111111000100110101001110101101101000111001110100100   23 faults detected
test   18: 10101111111101001011010000110110011100100001110011010001100010001111000100001111011011111011011110111010110100011101110100010001101010000111100110010101000011001011001111011101010110001010111100000000110011110000010011001101000111100111010111000100101001010101010110001100111001011100111001011001000000111010101100011100101110101101111111111101101101101100111001000100011000101110010011100011100010100100001111101010101010011001111110011111111000011100011110111001101100011010110010111 01101010001010110001000101110111000100110110101100101111110001000110001111101000011000100010011100110110110110001001110010011101000100101000111010000100010101011111101111101100000011110100011000000001111010100011010101110111100110100110000101010011001010001101010101010010100100011101011100111100010110011001000001111000011011001011001001001010101111010110110001110111100101011000111111100110000001000101001110100111111111111111111110000111010010101   64 faults detected
test   19: 00010111110110110100000111001110000011011001100110011010001010000001000011111000000111101011111101110000011010101101011001101011011101101111101011101100010100111000101010110110110010000001010000111001000100111011101001111101011000110100101101101000010111101001111010010011000000111111101011001100110001011010001000011100101100000001110010100011110011111101110110011101111011110010111100111111100110110111011110110100110101000100011001010110001001011111101110001100110001001010010101011 10000110000000000000000000000000000001010011101111110101111000000111110011011001011110111001101110111111001111100111001111010011111101101100111110011001111111011010100000101100100001110101000100111000010100000010011011011010101000111001010001101110101111001011110010111101000010110110100101100011010111110010111011100000110001111011101010001001100111001001110110001011111001101000110001000101000010010001001010101000100010010011000011111101000011000   18 faults detected
test   20: 10110010111100000001011101110100000101001110000100000100100010101111111111101011110110110100010111101100010010000000111010000111110000110000101111100100110110101110100110101010011001101100110101010010110100101010001011010111111000001111111111001101011100000101010000101101100010001100011111011111110110000010111101010101111100000010100110001100011100001011100111101001001010101010001000011010111111000011100011100000100001101100011011011000011001110000001110001111000010111000010011011 11110110000000000000000000000000000001101101111010001011011011110101111100010011010010010111100111010000111000010110000100010101011000011111101001101111000000001110010101110101000101110101011010010101011001101100110010101011001011101011011001001111101000100001010100000111010110011111111110000011111101011010001010100010001001101100110100101001101010110000001011101111100111001011111011111000100010110000101000101001001110011000010010001100001100000   71 faults detected
test   21: 11011011111001111000100001111110000001001110101001110100100111000101111100101001011011111100111101110001111010010100011000100010000110110100000000111010110100001001011101110110000111011101101101011100101001101101100010111110110011111011101110011010100111101111000010101101000111011001000001110011110010111100100110101101100011101100001100011011101010110011000101111100101111001111100011010001100111110101000101000101111111110001101110101101010100010011011010010100100100111100010010111 11111111101100001000100011000101001010100011101111001111110110100101001110100101110100111110100011001101010111000010110001111100110101111100110011101001000100101011101101011001010010001110111111010101101101110111000011011101110100100001011010111000000100101000011110111100101011001110111011111001101111101000101111110001000001010001000010100100111011111110010111011101111101011000110111110110100001001000110101010011010001101011111000001010100010101  154 faults detected
test   22: 01111001111000001011101001111011101111011100000101010101100001000010001011000010010011001011000101011111111111011000101111100110110111010010010100001111101101011000110011101111010101000010111011111110100000001000010011011000010110001111111010100101111011111100111000110100010010001111101001100101000000100111010011000110110001100110011100010000000010101001010010101010111000010100110001011111101010110011110110100011000111100011100110000101100011110011000010000110101001001000000000101 00010111011101101100111110100011011110111110101000110100110010010000110110110010011101010101001010010101000000110110100011001010011001101010111100100001000110100111111010101101101000100100001011111110111010000101010111101110011000110101101111100001010101100011100111111110111101101111011110001101000011011001000010000100001101101110000101100001111001001000010001101101011011010111100100010010001001110010110111000001000001000001011000101011111000010  175 faults detected
test   23: 10110101110100000010010111110001111011101100000001111110001111101000001011000001010110010111110111001101101110010111111000000011010010101100010011001110010000000001100111000001000111100000101111100111011000010010011011110001010010010000011110000101100101010111101101101100000001011100010101101010011111010101110101010001001001010111101011111100001110110111011010000100111010001000011111100000110101001110010101111110000101010011011111111001100101110010010100001010110000001011011010110 00010110101001011000000011111101001111011100111011111010011010100000110100100111011100100001011011101101110000000001111110000100001110010101100000000001000010001111100011001101000010110110110111001111101000001111000100000111001100000000010011100110010010110110111101111100111110001111000001001001010001111011001001000011110011110000010101111110101000111000001100011011101000000001010100101101111000101011111001111111101011110011011111110110101011011  109 faults detected
test   24: 01001110010000000001100100001101010001011100010011010000111101110111101011000110011100011101101011001111011101110101100011010111010001111111001001010000001000000111000010000101110110101111010001010111111110101101000111000101010000010011101111000011001010101011000001110111111101101011110011001100100101111110001010001011001010010100000011000110111100101001110101011110111100100000111100001010001110000101011000100101101111011101001000100110111001100101001000101111110101001101100111110 11010111110001011101011000110101110110010100110101101110001110011000110010101000111101111010101110010100111101101100001111000001010100001110001000001001111111010010010110011000100011100101111111010100010111101011011101000010000111000000100000010100100111110000011010101010011000011110111001000001010100011100010110101010001000110111101100001111011010010101000010101011111100011111011111001111011010011100011001010100010100110001001100111001000010100   21 faults detected
test   25: 01000100011111111110010001101011100010100000001111001111000001001111000010001000110000010011000010010000111010101000011111000101101011010001010101000100111101010000111010001010001111100100000110000011011101011101000010101010101100100100001011100101001111111001001011110101111110011111000111101011000101010000110111011111001010101011101011011000110101010110000110100001010111111111111010101110001011010100011110110100110110011110011100110111101011110011010000010000000011010111111110110 10001010000000000000000000000000000001010010010000110010000011000100010011111011101010000101100001101010101100100101010111111111100101011010001100101111001111011111111010110111111101110001110110000011000001001111100010100010111000010101111001000101010101111010010011111110010100111010000100100110101010101000010111010110111101110101010110111101101011111001000001110111111100010000011010000101010010101011000000110011001001111100100111000110100101011    9 faults detected
test   26: 01011100111101100111011110101011101111011100100110100001110111111011011111110011001010001111010010011101100100100110101011100011010011101001110100011101000001111001101010001110000010110001111101010001011111001000000100100110100100000001101011100110010000100110101101110001011011011100110100001100111000111110100100111010110010000001000001100110110111101111011100000001001011110101110111001111010000000000111111101001101101000011111010000001110110011001111010110011100100100111001101111 10110110111001011000111010101100100100011110010010111100010100110011111100011111010010000000111011110111101101110100111011101011100000000001011110001001000010111111100111110110010110111101110100010101111100011010000011100010101100111100000101110001011001110110101100100001001100111010110000000100101100100100000010011011010111000111000000010011111110000100011110011010111110101001110001000110000000011111000101000100100100000101111101000101000010101   69 faults detected
test   27: 00001111111011100010110111001011100111011110101100000101000011011001010111100001111100110010101100001110001100011010010110110110111100111101011111011001000011111000001100101110100001111001111001010010000100000001100101100011000101110010010001000110011110000011110111011101111101100000101111000000011000101111110000111010011001111010110011000011100011011100111000011010001100000101011011000110010101001010010111011000101000101100000010110001111111100010000011000101000001000111100111010 00010101100111101101101101001011000110101000111100111010001101100001010000010010110001011000011100111011000111100000110110101000001010010101001100000011001010001001100111110010011011011111000010010100111100111100001011101001100000111110000100110111110001011101111000001111001100010001001001110100011000110100110000000111111110101111100100011001001010001101001100000101100010001010101000011010000110101000100011110000001100011110010110001001101000011  161 faults detected
test   28: 11101010100001010011111100000101100101100100110111111001110001001010000001010010001110111010101100101001111010011011010010100001110010110111001101010110110111010010101100100111000110101001110101100100110110001110101110001100100010100001011101000011000010010110100101110111001001111101011100111110101010100101101001010100010111000100000101011100001101100100000101101111000010001011110000011101010101111011011001110000110000001000111101001001100001010001101100100110001100000101011101010 00000011101001110000101001011011001011010101001101010111011100010010100110111111000011110110100000100110110000001110000011110100011011110101010110010001110010011011000011010101000010100101011001001101011100101011000111001001101010010111011011010101100111110100101101001000011000010111010000101000100110001110101110001010110001101000110010110011100011100010101010100010110110100101011101100010100001011100100101001111011011000100000100001100011011101   12 faults detected
test   29: 01101000111100011010011101111111000010000110000111001111101110101100011011011011011110101011100011010011100011111010100100010100010011100001001110101010001110101100110100101010110010011011001101101001011101100011111000111100000000010011111110100100100110101010111110001001001110111101000001010100011011101110010110100100000100000110000000101100111001011010111000000011001011110011100101101001000111001000111000110001000110011011111000110010111010111100011011101011000010101001100001000 00110010000000000000000000000000000001110010110001110101011110110110110100111011010011000000011101011010011100110101101001110011100010011100010001001011100011111110010110001100011101101001110100101101100110110010011010101001011001101011100010101011100100001111101010101100100100101111111001000000000111100011111000110110101100000000101100000000110101000010101100010001001000011001111111000011101100110110011101110110111100100110001001100101100101010   13 faults detected
test   30: 01001010100011100111100011011001110001010111010101000111010011010011000000101100100101001011010010110010011101110100101010111000000001100011000001110010111010100100110101100110101101110100110111101001111110100001011011101010111011001000000111110011110011110000001101111010101001101100100001001110110011101011000100001001110101010000111000001001100010101100100000011100100001001000101011110110110110100011111001111011010001011000011100010110001011110110101000010100111101011110001101111 01010100110000000011101010100101110110110111100011011111001011001011100011110010000100111000000100110101000110111011110101000100111000101101101101010111101111010110001001011100010011110011111100101111011001011101101011001101011001001010111010011100000001110110000001111001111001111100000010011011101010111011010000101000100110100011111111000101110000111000110110101011100011101110011001001011100000011000100010100010000001100111100011011111111000100   23 faults detected
test   31: 00101110001100011110101101110011010101100110100011110000111010001010010000110100011001010100000100101011000011011111010111111001000101001100001101000110011110100110010101000100000110111001011000110010111101111101010100100011100101010010101100001011110111011010010011111001001011100111101010111111000110010101010011000111100111011000010100010001000001111100000000011100101110000001000111000001010000010000010100000010000001110110110000000010110000000100001011010010101100001101111000000 00100010000000000000000000000000000001110101001000001010100110001011000100101101110100111000000000111110000010000000111000100000000001000001010010000011100011000000110110011101100010000111111010011000110100111011111111111101110011001011110011000101100111111001001011011101111010000110101001010100111000100101010111110010001001001110011001100100000001100011110001101010000100000101100001011100110111010010100111000001011000101011100000100100011010110  106 faults detected
test   32: 10110110011001110101010001001001000111111011100110000000110111001010001100010010010000011101001110110000001000000010111000100011000000000010011000011010010010000001111110010100101000001111111111000001001011001100010101010100110110110001101000001111000110101100010010000100110000100111000100001000000000111101110111110100100000001011000010110101110100111111110011101000011010101110001111000010100000111010010001001110001100100101110001100101101001101011001010101111100110001011101001101 00010110000000000000000000000000000001010011011100101110000010010010001011011001011000010111001111111100101110100000111100011101001011100000101010100101100110000101000011001100101001010110100100000111111111100000101001010011111100000010010010110000110101001001010010010111001100110110110001101101100101010101000110011010001010110001110101010000000101011100010000100010011001001101100001010110000010101101011101011101111100011011001000001100001100111  623 faults detected
test   33: 00100001100011110001001101000100110011010011111010010110111111110011111100101010010101001110011101111010100011110011011011101111011010010111011101110110100010001101100010000000101011000110110110001011011000110101000110110101000111001011001011000100011000001000011110110000011001010111000100000101111001100111011110111111010011000111100011101100110110001110011100101100101111010001011000100101111111000111010001010000111101000011010010110000110010000001111011011100010000101101010010110 00100101001011011110111011011001111000110011010100101101001111111101101101001011110100110100111001110001101100101001000110100010111100011111110110000111010010101100010111011100100010001100110110100011011011000110101000000010001101100010001011011101110111101111000010000011000100011010011010011100010101101100010101100010110101000101000010010100001011010100001111111000111110100110100101000011001100111011111001110110110000010010111111111101101010010   16 faults detected
test   34: 00001011110010111010111001100100100000000101100100011101010100101011110111011101101111001111111001010100001101111101111001000010100010001011111110101110011110000000110110110001001011110010110001010100111100010001111011010111010111101001010110110100001110010101000100011111001011001111001111010010110011011001110111010101111100011101011011100001101000101001001011000101100000001101101101110000100001010011011110100001011111111011011001110101100000110010101111111101010001001100000001000 11100010000000000000000000000000000001111010100111111100111101101110111100010010000110100011010010010100010110000011101101101100011001010000100011111000001110010111110010111101110110100011111001010100011010011110100100011011011000000011110011101011111101000100010101001110000101101101010010111101011101011011110001000000010000001000100110011100110001101111110110101001001010111100111101011101101100000111011010111000101110111100101100011110101011011    1 faults detected
test   35: 01000001111100011011000000010001111110100110101010011001100001100101010010000001101011100011101100101010011101111111011110011001000011101011111100011001100011011111001000000110101100011100011000111010110100101101101010001000011000010100101011010000100001010011000010111101000110101110100001110101010110111001100001110110100100101000000001111001111000101101110111001111010010010110101011011000111001000010111100011100100010101111010100101011101011110100110110110001011110110010000110110 00101110111000010011001111011111110110110100100001101100100110000110011010001011001011110011101110110100011110010110110101011010001000010011100011101010100011110011101010000101101101011101011010111000110001110001101011000000100111110110001100110001111001101000011001010000100001011010100101000011000010001010110110100100110110110110001100100001101011010010110101010101100000111000101010110110111010011110000000010011110111001100101100010100011111101   13 faults detected
test   36: 00010111010000100101111101001010101111110010000001010100101110110101011100101001000001110000011100111001110100101010101011001011010001001011100101101000010100101000110011000010111010110010000001000000011011110001111110101010110001000011100110110100011110111010100101100000111011011111010011000101111101011010000101000101010100011011101100101001100010000000010010010000101001000001100111000111101100011100000101110111110101111011011010000011000011001000111101011010010111001001000010000 10110000010001011010011010101010100101100111001110000011100000100101001110100010010100001001001000000001000110100000111001100000100111000110111100000111001001001111100001001111110110100100110000000100000010011010111010000110011000101001010000101101001100110100101011101111000101101100111000010001101010101111110001111110100100110000000011000110011111000001101111011001001010101011011011011101011101110011011000000010110010101010111010110111100110100    4 faults detected
test   37: 00110011001000000111000101001100001100001001011101001011010010001011110001100011011101001100100110101101110001001000110001100011001000000011010010001111011000011010000111010011000110110000101011001110000110100101011011010000110000110001011111101001010110101010011111001001011001110100000001001000011101100011000100111011100110111011100001100000110011010101101110110011010110010011011100000001000100010100101010010101010010010101111000000100001111010000111000100100100011001111111001010 11101100000010011000110001100010010000010101011001001100101110110001100111110001101011001101110110101011001100011000001110110010000101000100010001001010101100011100000000111110010011011101000011100110101000011011000110010111000010110000110111100010010000011111001010101101010010111111010001100001100001011011010100101111111101110101110010000100110000000000111100110111100100110100010001001011010010100101000100000000101000101111001111001101001101000    2 faults detected
test   38: 01111000001000001010001010001110111011010010001000010111010001000001011001001110011010110011111000001111110111011000101100100101111111100100100000010010010101000010100000111111101100010100010100101011101001001101000011101000000100101001111111000100101101101000000011111100110001001110101111110001000100011000000001000011111001101101101111110001010011011011100100101110110011000011011010111001001011110010110001001100000101111011100000001100000011011110001001100001001010000100010001111 10111000111111110100100110100011011100011100000111110011010110011100100110000011001101110100100111011011001010110111010110110000101001111010010001100101000110000110000001010101100110000110101110101001010001010001101111111000001010000101010010010000001001111000001110001011100010011111110010100100000010111000010110010000000111111110101000111100100100011011010001001101101011001100001101110100010101001111100100000001100100111100001111000010110110000   33 faults detected
test   39: 11100000101000010100000000111001001001110110100010000101010011101011001001111101011001101001111100011101010011010000001101101010101000011101000010010011101101101110111101010111100101100010111110110101010100000101111111011000101110100111101001101110000001011011101001100101101011101100010001110100000100011100111011101011111001011001111001111101000101001001110101100001001010001101010011100011111010000000011001010011000010001111111010001000101010111000001011111011111110111010110111001 10010011000010101010110110000001011001100110001111100101100110101111100010001001010010000110101110010010100010100001110010101100000000001011111000110011010010111010011011001101010111011111010101011011111010001101001111010101111011101101101110010010000000110010111011010000001110110010111100101110100011011111110100000100101101000101100101101111111100000010010000100001000011011101111001101100011110011111101111000111101100001111111110010110110100111   55 faults detected
test   40: 01010001001000111001000001001010001101000010110011101000010010000101110100011001001101110010111011100100111100100001000111001110111100001000010000101000101110101100111111100011001111000111110001101010111010101100101111100011001111011111111111100011110010111100101001100110100110101101100101110000100001010101010111110000100000101111101111111011111111110010001001001111111111010001101000011010100110001011100000001101010100010010011010111010011001111011111010000100011011000111100010011 11100000000000000000000000000000000001101001110111010011101100100110001011101101111111110010010001001111111111011110000101100010111010001100101010111011101001000110010100010101001111011000111010101100011111000111100110001111111001101011101000101000010110110010100111101001111000111111111111011110011000011010100110101010011010110010000110110000111100001010010010010101111001100100110111100101000001100011000001110011100000111010010110011110011101010  164 faults detected
test   41: 01101000101110101010011000111110100101110111010110101100001011011100100100101101001111101101110101111111101100000100100001010101001110111000100101110000100010110010100011101000111101010011011111000011110110100100000000011010011001000010110001010111101010110110110100101000011001011110111001010111111101100111010110010010100011011111100111111011000001100011111100001010010010101011100001101110100000111010110011010011011101011000010011111010110011100101100010100100111010111101011110000 01000011101110010101010000100100000111101111101011101101111100101101001101011111001001010000111111000110000011111101100001110101001011100000101100000011000011101110011111111110110010000101011110000111110110010101111000101110001010011010001000011101001010100101101101101010111101010001101000010011001011000000000100101010110101101110011111000011011000100110011111001001011100100010101110101011010001111101100001111011101000111011010110111101111101010    2 faults detected
test   42: 01011011011100011110001001111100001011111111000110101100101010101000000100000100000111101111001010010111111010010010001100011010000111011110011001100000110011011111010110011000110101010011101110010111101101111011110110110101011001001110101001100010010001000001011100101100100100011011101010111000100101111010011101100001100111010000010111011010100111110001100010000111101001100001111011110010000010001011001001001100101101011101110011000001100011101100011101100110010110011000111100111 00000111011100001011000110001001001011011010010100111101111000001000001111011100010111100001000110001111100101100101001111100011000100001111010000000101010000011111001011001001101000001111101111010011101110010101011000110011010111110110011000001100110110100111010000010001001000110010101110010011010101101101111011110000001111111010011100100101000110010111110010011010101101001001001001001111011111000100100110001011011010110010011100111101100101110   11 faults detected
