[v4_hybrid gpu6] [2026-07-04T16:17:42+08:00] start name=v4_hybrid gpu=6 score_field=hybrid_pred checkpoint=runs/mainline_accuracy_improve_v4_reduction_sign/best.pt
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 out_dir=autoresearch/improve-260704-1035/b21_world_rerank_hard_scores/v4_hybrid
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 budgets=iscas99__b21:628
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 variant_start id=greedy__cumulative__hybrid_pred__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0
[v4_hybrid gpu6] [gmean] 2026-07-04T16:17:42 [1/1] plan_start benchmark=iscas99__b21 budget=628 planner=greedy score=hybrid_pred
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=60 node=N4692 type=observe hybrid_pred=1006394.824219 sequence=5025109.163949
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=61 node=N22445 type=observe hybrid_pred=1258520.181641 sequence=6283629.345590
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=62 node=N22457 type=observe hybrid_pred=1573821.294922 sequence=7857450.640512
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=63 node=N38533 type=observe hybrid_pred=1968128.464844 sequence=9825579.105355
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=64 node=N38524 type=observe hybrid_pred=2461240.128906 sequence=12286819.234262
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=65 node=N38563 type=observe hybrid_pred=3077914.402344 sequence=15364733.636605
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=66 node=N29800 type=observe hybrid_pred=3849115.617188 sequence=19213849.253793
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=67 node=N22419 type=observe hybrid_pred=4813565.687500 sequence=24027414.941293
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=68 node=N38515 type=observe hybrid_pred=6019688.734375 sequence=30047103.675668
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=69 node=N38548 type=observe hybrid_pred=7528045.890625 sequence=37575149.566293
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=70 node=N38467 type=observe hybrid_pred=9414373.000000 sequence=46989522.566293
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=71 node=N1435 type=observe hybrid_pred=11773381.640625 sequence=58762904.206918
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=72 node=N38449 type=observe hybrid_pred=14723520.875000 sequence=73486425.081918
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=73 node=N22605 type=observe hybrid_pred=18412922.218750 sequence=91899347.300668
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=74 node=N1440 type=observe hybrid_pred=23026829.375000 sequence=114926176.675668
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=75 node=N1434 type=observe hybrid_pred=28796917.187500 sequence=143723093.863168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=76 node=N23208 type=observe hybrid_pred=36012902.375000 sequence=179735996.238168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=77 node=N4684 type=observe hybrid_pred=45037112.625000 sequence=224773108.863168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=78 node=N4685 type=observe hybrid_pred=56322663.625000 sequence=281095772.488168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=79 node=N4690 type=observe hybrid_pred=70436223.000000 sequence=351531995.488168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=80 node=N4689 type=observe hybrid_pred=88086434.875000 sequence=439618430.363168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=81 node=N1433 type=observe hybrid_pred=110159561.000000 sequence=549777991.363168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=82 node=N4688 type=observe hybrid_pred=137763874.750000 sequence=687541866.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=83 node=N4683 type=observe hybrid_pred=172285449.250000 sequence=859827315.363168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=84 node=N38581 type=observe hybrid_pred=215457695.750000 sequence=1075285011.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=85 node=N38551 type=observe hybrid_pred=269448300.500000 sequence=1344733311.613168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=86 node=N38611 type=observe hybrid_pred=336968280.500000 sequence=1681701592.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=87 node=N38443 type=observe hybrid_pred=421407800.000000 sequence=2103109392.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=88 node=N38458 type=observe hybrid_pred=527006670.000000 sequence=2630116062.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=89 node=N1439 type=observe hybrid_pred=659067170.000000 sequence=3289183232.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=90 node=N1438 type=observe hybrid_pred=824220465.000000 sequence=4113403697.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=91 node=N14471 type=observe hybrid_pred=1030758868.000000 sequence=5144162565.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=92 node=N38479 type=observe hybrid_pred=1289052774.000000 sequence=6433215339.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=93 node=N38485 type=observe hybrid_pred=1612071844.000000 sequence=8045287183.113168
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=94 node=N38596 type=observe hybrid_pred=2016035248.000000 sequence=10061322431.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=95 node=N38452 type=observe hybrid_pred=2521226024.000000 sequence=12582548455.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=96 node=N38461 type=observe hybrid_pred=3153011416.000000 sequence=15735559871.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=97 node=N38617 type=observe hybrid_pred=3943113992.000000 sequence=19678673863.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=98 node=N38557 type=observe hybrid_pred=4931206336.000000 sequence=24609880199.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=99 node=N38497 type=observe hybrid_pred=6166899200.000000 sequence=30776779399.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=100 node=N38587 type=observe hybrid_pred=7712243680.000000 sequence=38489023079.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=101 node=N38476 type=observe hybrid_pred=9644826176.000000 sequence=48133849255.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=102 node=N4083 type=observe hybrid_pred=12061692496.000000 sequence=60195541751.113167
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=103 node=N39470 type=control0 hybrid_pred=15084192800.000000 sequence=75279734551.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=104 node=N826 type=observe hybrid_pred=18864086016.000000 sequence=94143820567.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=105 node=N39470 type=control1 hybrid_pred=23591183744.000000 sequence=117735004311.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=106 node=__buf_split_10166 type=observe hybrid_pred=29502818752.000000 sequence=147237823063.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=107 node=N38527 type=observe hybrid_pred=36895829504.000000 sequence=184133652567.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=108 node=N14728 type=observe hybrid_pred=46141432576.000000 sequence=230275085143.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=109 node=__buf_split_12982 type=observe hybrid_pred=57703849728.000000 sequence=287978934871.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=110 node=__buf_split_10167 type=observe hybrid_pred=72163678336.000000 sequence=360142613207.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=111 node=__buf_split_12980 type=observe hybrid_pred=90246946816.000000 sequence=450389560023.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=112 node=N4112 type=observe hybrid_pred=112861581312.000000 sequence=563251141335.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=113 node=N27267 type=observe hybrid_pred=141143173632.000000 sequence=704394314967.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=114 node=N24081 type=observe hybrid_pred=176511801856.000000 sequence=880906116823.113159
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=115 node=N34098 type=observe hybrid_pred=220743278336.000000 sequence=1101649395159.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=116 node=N38632 type=observe hybrid_pred=276058612736.000000 sequence=1377708007895.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=117 node=N38638 type=observe hybrid_pred=345235188736.000000 sequence=1722943196631.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=118 node=__buf_split_19584 type=observe hybrid_pred=431746596864.000000 sequence=2154689793495.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=119 node=__buf_split_12981 type=observe hybrid_pred=539936442368.000000 sequence=2694626235863.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=120 node=N26421 type=observe hybrid_pred=675237447680.000000 sequence=3369863683543.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=121 node=N58872 type=observe hybrid_pred=844442926080.000000 sequence=4214306609623.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=122 node=N24931 type=observe hybrid_pred=1056048766976.000000 sequence=5270355376599.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=123 node=__buf_split_10165 type=observe hybrid_pred=1320680321024.000000 sequence=6591035697623.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=124 node=N39437 type=control0 hybrid_pred=1651625525248.000000 sequence=8242661222871.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=125 node=__buf_split_21819 type=observe hybrid_pred=2065500286976.000000 sequence=10308161509847.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=126 node=N8163 type=observe hybrid_pred=2583087259648.000000 sequence=12891248769495.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=127 node=N39437 type=control1 hybrid_pred=3230374223872.000000 sequence=16121622993367.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=128 node=N38470 type=observe hybrid_pred=4039863443456.000000 sequence=20161486436823.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=129 node=N38509 type=observe hybrid_pred=5052200124416.000000 sequence=25213686561239.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=130 node=N38494 type=observe hybrid_pred=6318214160384.000000 sequence=31531900721623.113281
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=131 node=N38503 type=observe hybrid_pred=7901473538048.000000 sequence=39433374259671.109375
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=132 node=N38572 type=observe hybrid_pred=9881479921664.000000 sequence=49314854181335.109375
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=133 node=N38518 type=observe hybrid_pred=12357643501568.000000 sequence=61672497682903.109375
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=134 node=N38602 type=observe hybrid_pred=15454306893824.000000 sequence=77126804576727.109375
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=135 node=N38626 type=observe hybrid_pred=19326953062400.000000 sequence=96453757639127.109375
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=136 node=N38536 type=observe hybrid_pred=24170021781504.000000 sequence=120623779420631.109375
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=137 node=N38542 type=observe hybrid_pred=30226723373056.000000 sequence=150850502793687.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=138 node=N38566 type=observe hybrid_pred=37801130655744.000000 sequence=188651633449431.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=139 node=N38446 type=observe hybrid_pred=47273579118592.000000 sequence=235925212568023.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=140 node=N38455 type=observe hybrid_pred=59119708143616.000000 sequence=295044920711639.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=141 node=N38464 type=observe hybrid_pred=73934339833856.000000 sequence=368979260545495.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=142 node=N38473 type=observe hybrid_pred=92461306478592.000000 sequence=461440567024087.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=143 node=N38488 type=observe hybrid_pred=115630861451264.000000 sequence=577071428475351.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=144 node=N38506 type=observe hybrid_pred=144606382260224.000000 sequence=721677810735575.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=145 node=N38641 type=observe hybrid_pred=180842838622208.000000 sequence=902520649357783.125000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=146 node=N58871 type=observe hybrid_pred=226159671377920.000000 sequence=1128680320735703.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=147 node=__buf_split_3768 type=observe hybrid_pred=282832339468288.000000 sequence=1411512660203991.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=148 node=N38575 type=observe hybrid_pred=353706362011648.000000 sequence=1765219022215639.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=149 node=N14760 type=observe hybrid_pred=442340507385856.000000 sequence=2207559529601495.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=150 node=N38584 type=observe hybrid_pred=553185104101376.000000 sequence=2760744633702871.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=151 node=N38590 type=observe hybrid_pred=691805941137408.000000 sequence=3452550574840279.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=152 node=N5773 type=observe hybrid_pred=865163407261696.000000 sequence=4317713982101975.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=153 node=N38599 type=observe hybrid_pred=1081961397354496.000000 sequence=5399675379456471.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=154 node=N38605 type=observe hybrid_pred=1353086845059072.000000 sequence=6752762224515543.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=155 node=__buf_split_21818 type=observe hybrid_pred=1692151670898688.000000 sequence=8444913895414231.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=156 node=N38614 type=observe hybrid_pred=2116181808906240.000000 sequence=10561095704320472.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=157 node=N22410 type=observe hybrid_pred=2646469232295936.000000 sequence=13207564936616408.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=158 node=N22416 type=observe hybrid_pred=3309638598524928.000000 sequence=16517203535141336.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=159 node=N38620 type=observe hybrid_pred=4138989393018880.000000 sequence=20656192928160216.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=160 node=N38629 type=observe hybrid_pred=5176165971001344.000000 sequence=25832358899161560.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=161 node=N22413 type=observe hybrid_pred=6473244701884416.000000 sequence=32305603601045976.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=162 node=N22461 type=observe hybrid_pred=8095356692725760.000000 sequence=40400960293771736.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=163 node=N38512 type=observe hybrid_pred=10123937291698176.000000 sequence=50524897585469912.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=164 node=N22423 type=observe hybrid_pred=12660865706754048.000000 sequence=63185763292223960.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=165 node=N38521 type=observe hybrid_pred=15833510719782912.000000 sequence=79019274012006880.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=166 node=N22473 type=observe hybrid_pred=19801176610439168.000000 sequence=98820450622446048.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=167 node=N38530 type=observe hybrid_pred=24763085688406016.000000 sequence=123583536310852064.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=168 node=N22478 type=observe hybrid_pred=30968398636646400.000000 sequence=154551934947498464.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=169 node=N38539 type=observe hybrid_pred=38728664531075072.000000 sequence=193280599478573536.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=170 node=N38545 type=observe hybrid_pred=48433540756406272.000000 sequence=241714140234979808.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=171 node=N22485 type=observe hybrid_pred=60570356917731328.000000 sequence=302284497152711168.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=172 node=N38554 type=observe hybrid_pred=75748463714762752.000000 sequence=378032960867473920.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=173 node=N38560 type=observe hybrid_pred=94730031682551808.000000 sequence=472762992550025728.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=174 node=N38569 type=observe hybrid_pred=118468117822177280.000000 sequence=591231110372203008.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=175 node=N38635 type=observe hybrid_pred=148154682127155200.000000 sequence=739385792499358208.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=176 node=N38644 type=observe hybrid_pred=185280240652648448.000000 sequence=924666033152006656.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=177 node=N14779 type=observe hybrid_pred=231708936711962624.000000 sequence=1156374969863969280.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=178 node=N14780 type=observe hybrid_pred=289772232903753728.000000 sequence=1446147202767723008.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=179 node=N14781 type=observe hybrid_pred=362385225268854784.000000 sequence=1808532428036577792.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=180 node=N8742 type=observe hybrid_pred=453194120387624960.000000 sequence=2261726548424202752.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=181 node=N8743 type=observe hybrid_pred=566758584390516736.000000 sequence=2828485132814719488.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=182 node=N8744 type=observe hybrid_pred=708780961604567040.000000 sequence=3537266094419286528.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=183 node=N14786 type=observe hybrid_pred=886391871624970240.000000 sequence=4423657966044256768.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=184 node=N4686 type=observe hybrid_pred=1108509676602916864.000000 sequence=5532167642647173120.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=185 node=N4691 type=observe hybrid_pred=1386287253407399936.000000 sequence=6918454896054573056.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=186 node=N21930 type=observe hybrid_pred=1733672796094988288.000000 sequence=8652127692149561344.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=187 node=N21932 type=observe hybrid_pred=2168108321473560576.000000 sequence=10820236013623121920.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=188 node=N21934 type=observe hybrid_pred=2711407532500320256.000000 sequence=13531643546123442176.000000
[v4_hybrid gpu6] [plan iscas99__b21] [plan] step=189 node=N21939 type=observe hybrid_pred=3390850008445091840.000000 sequence=16922493554568534016.000000
