[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [gmean] 2026-07-21T05:04:46 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=10 node=N508 type=control1 q_typed_reliable_context=1.405981 sequence=20.854853
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=11 node=N564 type=control1 q_typed_reliable_context=1.179290 sequence=22.034143
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=12 node=N5203 type=control1 q_typed_reliable_context=1.022636 sequence=23.056779
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=13 node=N5866 type=observe q_typed_reliable_context=4.178952 sequence=27.235731
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=14 node=N580 type=control1 q_typed_reliable_context=2.435116 sequence=29.670847
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.247461 sequence=32.918308
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=16 node=N1853 type=observe q_typed_reliable_context=2.219867 sequence=35.138175
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=17 node=N2082 type=observe q_typed_reliable_context=5.108312 sequence=40.246487
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=18 node=N2153 type=observe q_typed_reliable_context=6.229426 sequence=46.475913
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_reliable_context=6.813710 sequence=53.289623
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=20 node=N1860 type=observe q_typed_reliable_context=5.126548 sequence=58.416171
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_reliable_context=5.704297 sequence=64.120467
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=22 node=N496 type=control1 q_typed_reliable_context=6.732875 sequence=70.853343
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_reliable_context=6.045083 sequence=76.898426
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=24 node=N5723 type=control0 q_typed_reliable_context=2.374862 sequence=79.273287
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_reliable_context=6.110459 sequence=85.383746
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=26 node=N582 type=control1 q_typed_reliable_context=7.451322 sequence=92.835068
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=7.906380 sequence=100.741448
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=28 node=N7511 type=control1 q_typed_reliable_context=2.826384 sequence=103.567832
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=29 node=N7411 type=control1 q_typed_reliable_context=4.178432 sequence=107.746263
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=30 node=N5234 type=observe q_typed_reliable_context=6.633856 sequence=114.380120
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_reliable_context=8.700000 sequence=123.080120
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_reliable_context=4.756678 sequence=127.836798
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_reliable_context=7.875588 sequence=135.712386
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=34 node=N576 type=observe q_typed_reliable_context=6.766131 sequence=142.478517
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_reliable_context=3.088666 sequence=145.567182
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=36 node=N3911 type=control0 q_typed_reliable_context=0.806398 sequence=146.373580
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=37 node=N2044 type=observe q_typed_reliable_context=1.489350 sequence=147.862930
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_reliable_context=6.192882 sequence=154.055812
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_reliable_context=0.851585 sequence=154.907396
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_reliable_context=5.439901 sequence=160.347297
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=41 node=N3904 type=control0 q_typed_reliable_context=0.828226 sequence=161.175523
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=42 node=N4656 type=control0 q_typed_reliable_context=4.282052 sequence=165.457575
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=43 node=N7882 type=control1 q_typed_reliable_context=1.925374 sequence=167.382949
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_reliable_context=2.076593 sequence=169.459542
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_reliable_context=1.286918 sequence=170.746461
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=46 node=N3897 type=control0 q_typed_reliable_context=0.981209 sequence=171.727670
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=47 node=N4670 type=control0 q_typed_reliable_context=2.102247 sequence=173.829916
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=48 node=N4663 type=control0 q_typed_reliable_context=1.652454 sequence=175.482371
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=49 node=N713 type=observe q_typed_reliable_context=1.415370 sequence=176.897741
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=50 node=N4677 type=control0 q_typed_reliable_context=1.933385 sequence=178.831126
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=51 node=N3862 type=control0 q_typed_reliable_context=0.943023 sequence=179.774149
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=52 node=N724 type=observe q_typed_reliable_context=1.836482 sequence=181.610630
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=53 node=N4684 type=control0 q_typed_reliable_context=2.102791 sequence=183.713422
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=54 node=N704 type=observe q_typed_reliable_context=1.516882 sequence=185.230304
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_reliable_context=1.986684 sequence=187.216988
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=56 node=N7887 type=control1 q_typed_reliable_context=0.920054 sequence=188.137042
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_reliable_context=0.924699 sequence=189.061740
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=58 node=N4698 type=control0 q_typed_reliable_context=1.585333 sequence=190.647073
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=59 node=N3848 type=control0 q_typed_reliable_context=1.010717 sequence=191.657790
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=60 node=N4705 type=control0 q_typed_reliable_context=1.673543 sequence=193.331333
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_reliable_context=1.517833 sequence=194.849166
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=62 node=N3827 type=control0 q_typed_reliable_context=1.093822 sequence=195.942988
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=63 node=N4716 type=control0 q_typed_reliable_context=1.442492 sequence=197.385480
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_reliable_context=1.193890 sequence=198.579370
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=65 node=N3820 type=control0 q_typed_reliable_context=1.109000 sequence=199.688370
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=66 node=N3813 type=control0 q_typed_reliable_context=1.321628 sequence=201.009998
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=67 node=N3799 type=control0 q_typed_reliable_context=1.811282 sequence=202.821279
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=68 node=N3792 type=control0 q_typed_reliable_context=1.287159 sequence=204.108438
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=69 node=N3785 type=control0 q_typed_reliable_context=1.623364 sequence=205.731802
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=70 node=N3889 type=control0 q_typed_reliable_context=1.847937 sequence=207.579739
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=71 node=N3882 type=control0 q_typed_reliable_context=2.030817 sequence=209.610556
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=72 node=N3805 type=control0 q_typed_reliable_context=2.008357 sequence=211.618913
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=73 node=N3756 type=control0 q_typed_reliable_context=1.963544 sequence=213.582456
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=74 node=N4585 type=control0 q_typed_reliable_context=1.991947 sequence=215.574403
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=75 node=N2350 type=control0 q_typed_reliable_context=2.025626 sequence=217.600029
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=76 node=N722 type=observe q_typed_reliable_context=2.534097 sequence=220.134126
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=77 node=N4557 type=control0 q_typed_reliable_context=3.657816 sequence=223.791942
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_reliable_context=3.185657 sequence=226.977599
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_reliable_context=3.979084 sequence=230.956684
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=80 node=N4606 type=control0 q_typed_reliable_context=3.563354 sequence=234.520037
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=81 node=N4564 type=control0 q_typed_reliable_context=2.997043 sequence=237.517080
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=82 node=N1539 type=control0 q_typed_reliable_context=2.787102 sequence=240.304182
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=83 node=N7724 type=control0 q_typed_reliable_context=3.322545 sequence=243.626726
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_reliable_context=3.321322 sequence=246.948049
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_reliable_context=3.429740 sequence=250.377789
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=86 node=N3903 type=control0 q_typed_reliable_context=2.956451 sequence=253.334240
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=87 node=N4520 type=control0 q_typed_reliable_context=3.479733 sequence=256.813973
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=88 node=N2040 type=observe q_typed_reliable_context=3.222741 sequence=260.036714
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=89 node=N3896 type=control0 q_typed_reliable_context=3.961864 sequence=263.998578
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=90 node=N7723 type=control0 q_typed_reliable_context=3.814656 sequence=267.813234
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_reliable_context=3.503255 sequence=271.316489
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=92 node=N7725 type=control0 q_typed_reliable_context=3.639278 sequence=274.955767
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=93 node=N520 type=control1 q_typed_reliable_context=4.326097 sequence=279.281864
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=94 node=N7370 type=control1 q_typed_reliable_context=2.876583 sequence=282.158446
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=95 node=N516 type=control1 q_typed_reliable_context=4.282601 sequence=286.441047
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=96 node=N7890 type=control1 q_typed_reliable_context=1.875468 sequence=288.316515
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=97 node=N3840 type=control0 q_typed_reliable_context=2.458378 sequence=290.774894
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=98 node=N7888 type=control1 q_typed_reliable_context=2.221739 sequence=292.996633
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=99 node=N7846 type=control0 q_typed_reliable_context=3.582772 sequence=296.579405
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=100 node=N7889 type=control1 q_typed_reliable_context=3.611920 sequence=300.191325
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=101 node=N7408 type=control0 q_typed_reliable_context=3.166206 sequence=303.357531
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=102 node=N7847 type=control0 q_typed_reliable_context=5.100699 sequence=308.458231
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=103 node=N7541 type=control0 q_typed_reliable_context=4.418619 sequence=312.876850
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=104 node=N7852 type=control0 q_typed_reliable_context=5.462696 sequence=318.339546
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=105 node=N7820 type=control0 q_typed_reliable_context=3.841518 sequence=322.181064
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=106 node=N7886 type=control1 q_typed_reliable_context=2.847782 sequence=325.028846
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=107 node=N7853 type=control0 q_typed_reliable_context=5.770856 sequence=330.799702
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=108 node=N7543 type=control0 q_typed_reliable_context=4.526366 sequence=335.326068
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=109 node=N3682 type=control0 q_typed_reliable_context=6.453447 sequence=341.779515
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=110 node=N7885 type=control1 q_typed_reliable_context=6.408668 sequence=348.188183
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=111 node=N614 type=control1 q_typed_reliable_context=3.493777 sequence=351.681960
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=112 node=N513 type=control1 q_typed_reliable_context=3.702918 sequence=355.384878
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=113 node=N7588 type=control1 q_typed_reliable_context=2.496936 sequence=357.881814
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=114 node=N578 type=observe q_typed_reliable_context=1.815009 sequence=359.696822
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=115 node=N556 type=control1 q_typed_reliable_context=1.176882 sequence=360.873705
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=116 node=N2083 type=observe q_typed_reliable_context=1.365564 sequence=362.239268
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=117 node=N510 type=control1 q_typed_reliable_context=2.149123 sequence=364.388391
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=118 node=N7413 type=control1 q_typed_reliable_context=1.067020 sequence=365.455411
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=119 node=N7627 type=observe q_typed_reliable_context=0.726552 sequence=366.181963
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=120 node=N2157 type=observe q_typed_reliable_context=3.247088 sequence=369.429051
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=121 node=N555 type=control1 q_typed_reliable_context=2.324736 sequence=371.753787
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=122 node=N1411 type=control0 q_typed_reliable_context=7.144503 sequence=378.898291
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=123 node=N7402 type=observe q_typed_reliable_context=1.424528 sequence=380.322819
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=124 node=N2102 type=observe q_typed_reliable_context=1.179646 sequence=381.502465
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=125 node=N3410 type=control1 q_typed_reliable_context=1.277984 sequence=382.780449
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=126 node=N7679 type=observe q_typed_reliable_context=0.930798 sequence=383.711247
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=127 node=N634 type=control1 q_typed_reliable_context=1.113970 sequence=384.825218
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=128 node=N638 type=control1 q_typed_reliable_context=1.779306 sequence=386.604524
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=129 node=N620 type=control1 q_typed_reliable_context=2.382986 sequence=388.987510
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=130 node=N610 type=control1 q_typed_reliable_context=1.377130 sequence=390.364640
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=131 node=N5878 type=observe q_typed_reliable_context=1.192696 sequence=391.557335
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=132 node=N7424 type=control1 q_typed_reliable_context=2.409576 sequence=393.966911
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=133 node=N645 type=control1 q_typed_reliable_context=2.152344 sequence=396.119255
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_reliable_context=1.503703 sequence=397.622958
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=135 node=N694 type=observe q_typed_reliable_context=2.932552 sequence=400.555510
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p10_h1_c2] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_reliable_context=1.099543 sequence=401.655052
