[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [gmean] 2026-07-21T05:07:44 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=28 node=N496 type=control1 q_typed_reliable_context=2.029411 sequence=63.851379
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=29 node=N5723 type=control0 q_typed_reliable_context=2.499992 sequence=66.351371
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=3.250308 sequence=69.601679
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=31 node=N766 type=control1 q_typed_reliable_context=4.708089 sequence=74.309768
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=32 node=N3904 type=control0 q_typed_reliable_context=0.833872 sequence=75.143641
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=33 node=N3897 type=control0 q_typed_reliable_context=0.792008 sequence=75.935649
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=34 node=N4635 type=control0 q_typed_reliable_context=5.737726 sequence=81.673375
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=35 node=N3862 type=control0 q_typed_reliable_context=0.849254 sequence=82.522629
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=36 node=N3855 type=control0 q_typed_reliable_context=0.850292 sequence=83.372921
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=2.680115 sequence=86.053036
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=38 node=N2044 type=observe q_typed_reliable_context=1.295194 sequence=87.348230
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=39 node=N2042 type=observe q_typed_reliable_context=1.227793 sequence=88.576023
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=40 node=N4656 type=control0 q_typed_reliable_context=3.603051 sequence=92.179074
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=41 node=N2040 type=observe q_typed_reliable_context=1.586734 sequence=93.765808
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=42 node=N4663 type=control0 q_typed_reliable_context=5.234167 sequence=98.999976
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=43 node=N5234 type=observe q_typed_reliable_context=1.063920 sequence=100.063896
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=44 node=N2314 type=control1 q_typed_reliable_context=1.635408 sequence=101.699304
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_reliable_context=2.427236 sequence=104.126540
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=46 node=N713 type=observe q_typed_reliable_context=3.180102 sequence=107.306642
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=47 node=N3848 type=control0 q_typed_reliable_context=0.862185 sequence=108.168827
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=48 node=N4677 type=control0 q_typed_reliable_context=2.982652 sequence=111.151479
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=49 node=N724 type=observe q_typed_reliable_context=3.128231 sequence=114.279710
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=50 node=N4684 type=control0 q_typed_reliable_context=3.900198 sequence=118.179908
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=51 node=N3827 type=control0 q_typed_reliable_context=1.052329 sequence=119.232236
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=52 node=N4691 type=control0 q_typed_reliable_context=3.587109 sequence=122.819346
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=53 node=N4698 type=control0 q_typed_reliable_context=2.939216 sequence=125.758562
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=54 node=N3820 type=control0 q_typed_reliable_context=1.563017 sequence=127.321579
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=55 node=N4705 type=control0 q_typed_reliable_context=3.021969 sequence=130.343547
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=56 node=N704 type=observe q_typed_reliable_context=2.861719 sequence=133.205266
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=57 node=N4712 type=control0 q_typed_reliable_context=3.016986 sequence=136.222252
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=58 node=N4716 type=control0 q_typed_reliable_context=2.390387 sequence=138.612638
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=59 node=N3813 type=control0 q_typed_reliable_context=1.110117 sequence=139.722755
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=60 node=N7471 type=control0 q_typed_reliable_context=1.755978 sequence=141.478734
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=61 node=N3799 type=control0 q_typed_reliable_context=1.504155 sequence=142.982889
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=62 node=N3792 type=control0 q_typed_reliable_context=1.636837 sequence=144.619726
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=63 node=N3785 type=control0 q_typed_reliable_context=1.433922 sequence=146.053648
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=64 node=N3701 type=control0 q_typed_reliable_context=1.275833 sequence=147.329480
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=65 node=N3889 type=control0 q_typed_reliable_context=1.748569 sequence=149.078050
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=66 node=N3882 type=control0 q_typed_reliable_context=1.386739 sequence=150.464789
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=67 node=N3805 type=control0 q_typed_reliable_context=1.554787 sequence=152.019576
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=68 node=N4606 type=control0 q_typed_reliable_context=1.480003 sequence=153.499579
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=69 node=N4585 type=control0 q_typed_reliable_context=1.341618 sequence=154.841196
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=70 node=N7724 type=control0 q_typed_reliable_context=1.496050 sequence=156.337246
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=71 node=N4578 type=control0 q_typed_reliable_context=1.157311 sequence=157.494557
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=72 node=N7722 type=control0 q_typed_reliable_context=1.467014 sequence=158.961571
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=73 node=N3841 type=control0 q_typed_reliable_context=1.179007 sequence=160.140579
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=74 node=N4564 type=control0 q_typed_reliable_context=1.379094 sequence=161.519672
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=75 node=N3681 type=control0 q_typed_reliable_context=4.146648 sequence=165.666321
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=76 node=N3903 type=control0 q_typed_reliable_context=1.419922 sequence=167.086242
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=77 node=N2340 type=observe q_typed_reliable_context=2.738137 sequence=169.824379
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=78 node=N725 type=observe q_typed_reliable_context=3.647871 sequence=173.472250
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=79 node=N578 type=observe q_typed_reliable_context=2.273063 sequence=175.745313
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=80 node=N3896 type=control0 q_typed_reliable_context=0.950847 sequence=176.696160
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=81 node=N7723 type=control0 q_typed_reliable_context=1.351388 sequence=178.047548
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=82 node=N7725 type=control0 q_typed_reliable_context=1.895752 sequence=179.943300
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=83 node=N7587 type=control1 q_typed_reliable_context=2.114222 sequence=182.057522
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=84 node=N519 type=control1 q_typed_reliable_context=3.712296 sequence=185.769818
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=85 node=N4557 type=control0 q_typed_reliable_context=1.404386 sequence=187.174204
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=86 node=N4520 type=control0 q_typed_reliable_context=1.879595 sequence=189.053800
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=87 node=N5866 type=observe q_typed_reliable_context=1.670825 sequence=190.724625
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=88 node=N7370 type=control1 q_typed_reliable_context=1.452824 sequence=192.177449
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=89 node=N7721 type=control0 q_typed_reliable_context=0.973252 sequence=193.150701
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=90 node=N513 type=control1 q_typed_reliable_context=2.728981 sequence=195.879682
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_reliable_context=2.951924 sequence=198.831606
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=92 node=N7875 type=control1 q_typed_reliable_context=2.625791 sequence=201.457397
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=93 node=N7736 type=control0 q_typed_reliable_context=0.751063 sequence=202.208460
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=94 node=N7614 type=observe q_typed_reliable_context=2.870539 sequence=205.078999
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=95 node=N694 type=observe q_typed_reliable_context=2.196661 sequence=207.275660
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=96 node=N520 type=control1 q_typed_reliable_context=2.249357 sequence=209.525018
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=97 node=N7401 type=observe q_typed_reliable_context=2.323184 sequence=211.848201
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=98 node=N2580 type=control1 q_typed_reliable_context=1.406794 sequence=213.254995
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=99 node=N516 type=control1 q_typed_reliable_context=4.970297 sequence=218.225292
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=100 node=N2102 type=observe q_typed_reliable_context=3.390265 sequence=221.615557
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=101 node=N7679 type=observe q_typed_reliable_context=2.007385 sequence=223.622942
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=102 node=N7820 type=control0 q_typed_reliable_context=1.250010 sequence=224.872952
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=103 node=N5603 type=observe q_typed_reliable_context=1.707926 sequence=226.580878
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=104 node=N7734 type=control0 q_typed_reliable_context=1.739547 sequence=228.320424
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_reliable_context=5.512477 sequence=233.832902
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=106 node=N7408 type=control0 q_typed_reliable_context=3.365635 sequence=237.198537
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=107 node=N7541 type=control0 q_typed_reliable_context=3.218271 sequence=240.416808
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=108 node=N1533 type=control1 q_typed_reliable_context=1.709760 sequence=242.126568
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=109 node=N7733 type=control0 q_typed_reliable_context=1.830302 sequence=243.956870
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=110 node=N555 type=control1 q_typed_reliable_context=4.202105 sequence=248.158976
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=111 node=N556 type=control1 q_typed_reliable_context=4.805650 sequence=252.964626
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=112 node=N7732 type=control0 q_typed_reliable_context=1.953191 sequence=254.917817
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=113 node=N7731 type=control0 q_typed_reliable_context=1.771279 sequence=256.689096
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=114 node=N3124 type=control1 q_typed_reliable_context=2.140358 sequence=258.829454
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=115 node=N614 type=control1 q_typed_reliable_context=2.683515 sequence=261.512968
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=116 node=N2157 type=observe q_typed_reliable_context=2.584894 sequence=264.097863
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=117 node=N634 type=control1 q_typed_reliable_context=2.094941 sequence=266.192803
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=118 node=N3180 type=control1 q_typed_reliable_context=1.694380 sequence=267.887183
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=119 node=N7730 type=control0 q_typed_reliable_context=1.649263 sequence=269.536446
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=120 node=N3352 type=control1 q_typed_reliable_context=2.424091 sequence=271.960537
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=121 node=N610 type=control1 q_typed_reliable_context=2.872769 sequence=274.833306
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=122 node=N620 type=control1 q_typed_reliable_context=2.907970 sequence=277.741275
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=123 node=N7729 type=control0 q_typed_reliable_context=2.785365 sequence=280.526640
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=124 node=N638 type=control1 q_typed_reliable_context=3.028219 sequence=283.554859
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=125 node=N3410 type=control1 q_typed_reliable_context=3.615939 sequence=287.170799
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=126 node=N7728 type=control0 q_typed_reliable_context=1.935336 sequence=289.106135
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=127 node=N7424 type=control1 q_typed_reliable_context=3.446618 sequence=292.552752
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=128 node=N3237 type=control1 q_typed_reliable_context=4.473134 sequence=297.025886
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=129 node=N7877 type=control1 q_typed_reliable_context=5.077628 sequence=302.103514
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=130 node=N2106 type=observe q_typed_reliable_context=5.546949 sequence=307.650463
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=131 node=N7879 type=control1 q_typed_reliable_context=4.020550 sequence=311.671013
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=132 node=N6531 type=observe q_typed_reliable_context=2.817946 sequence=314.488959
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=133 node=N645 type=control1 q_typed_reliable_context=6.847317 sequence=321.336276
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=134 node=N7402 type=observe q_typed_reliable_context=4.780098 sequence=326.116374
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=135 node=N2149 type=observe q_typed_reliable_context=6.803680 sequence=332.920054
[b15-reliable/prefix_toplist_sa/best_final_horizon/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=136 node=N7892 type=control1 q_typed_reliable_context=5.453641 sequence=338.373695
