[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_toplist_sa/epoch_012/a0p40_h1_c2
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 budgets=iscas99__b15_1:278
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [gmean] 2026-07-21T05:13:38 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=8 node=N3644 type=control0 q_typed_reliable_context=1.790980 sequence=19.506624
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=9 node=N3722 type=control0 q_typed_reliable_context=1.165538 sequence=20.672162
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=10 node=N508 type=control1 q_typed_reliable_context=1.338738 sequence=22.010900
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=11 node=N564 type=control1 q_typed_reliable_context=1.206667 sequence=23.217567
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=12 node=N5234 type=observe q_typed_reliable_context=0.972892 sequence=24.190459
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=13 node=N5866 type=observe q_typed_reliable_context=2.614561 sequence=26.805020
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=14 node=N580 type=control1 q_typed_reliable_context=3.075954 sequence=29.880973
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=1.849317 sequence=31.730290
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=16 node=N2082 type=observe q_typed_reliable_context=2.497291 sequence=34.227581
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=17 node=N2314 type=control1 q_typed_reliable_context=2.370045 sequence=36.597626
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=18 node=N5203 type=control1 q_typed_reliable_context=2.478929 sequence=39.076555
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=19 node=N557 type=control1 q_typed_reliable_context=3.414784 sequence=42.491339
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=20 node=N1853 type=observe q_typed_reliable_context=4.321617 sequence=46.812956
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=21 node=N2153 type=observe q_typed_reliable_context=3.548681 sequence=50.361637
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=22 node=N724 type=observe q_typed_reliable_context=4.735309 sequence=55.096946
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_reliable_context=3.773163 sequence=58.870108
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=24 node=N1372 type=observe q_typed_reliable_context=4.791960 sequence=63.662068
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_reliable_context=6.839033 sequence=70.501101
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=3.175027 sequence=73.676128
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=27 node=N496 type=control1 q_typed_reliable_context=4.276188 sequence=77.952316
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=28 node=N7516 type=observe q_typed_reliable_context=5.480615 sequence=83.432931
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_reliable_context=2.966324 sequence=86.399255
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=30 node=N4635 type=control0 q_typed_reliable_context=7.608357 sequence=94.007612
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=31 node=N7511 type=control1 q_typed_reliable_context=2.192633 sequence=96.200245
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=32 node=N5723 type=control0 q_typed_reliable_context=2.373545 sequence=98.573790
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=33 node=N766 type=control1 q_typed_reliable_context=5.900565 sequence=104.474355
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=34 node=N1437 type=control1 q_typed_reliable_context=1.025566 sequence=105.499921
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=35 node=N3911 type=control0 q_typed_reliable_context=0.175025 sequence=105.674946
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=36 node=N2044 type=observe q_typed_reliable_context=1.136831 sequence=106.811777
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=37 node=N2042 type=observe q_typed_reliable_context=1.747780 sequence=108.559557
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=38 node=N2040 type=observe q_typed_reliable_context=1.928051 sequence=110.487609
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=39 node=N4649 type=control0 q_typed_reliable_context=2.616509 sequence=113.104118
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=40 node=N3904 type=control0 q_typed_reliable_context=0.854937 sequence=113.959055
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=41 node=N2083 type=observe q_typed_reliable_context=1.334829 sequence=115.293884
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=42 node=N4656 type=control0 q_typed_reliable_context=1.634424 sequence=116.928308
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=43 node=N7882 type=control1 q_typed_reliable_context=0.789533 sequence=117.717841
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=44 node=N713 type=observe q_typed_reliable_context=2.706242 sequence=120.424083
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=45 node=N7883 type=control1 q_typed_reliable_context=0.882067 sequence=121.306151
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_reliable_context=4.348174 sequence=125.654324
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=47 node=N2101 type=observe q_typed_reliable_context=6.274741 sequence=131.929066
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=48 node=N704 type=observe q_typed_reliable_context=6.494006 sequence=138.423072
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=49 node=N3897 type=control0 q_typed_reliable_context=0.858025 sequence=139.281097
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=50 node=N4677 type=control0 q_typed_reliable_context=6.255393 sequence=145.536490
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=51 node=N4670 type=control0 q_typed_reliable_context=5.932908 sequence=151.469398
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=52 node=N3862 type=control0 q_typed_reliable_context=1.022662 sequence=152.492060
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=53 node=N4684 type=control0 q_typed_reliable_context=2.810157 sequence=155.302217
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=54 node=N4691 type=control0 q_typed_reliable_context=1.941998 sequence=157.244215
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=55 node=N3855 type=control0 q_typed_reliable_context=1.060320 sequence=158.304534
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=56 node=N3848 type=control0 q_typed_reliable_context=0.957634 sequence=159.262169
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=57 node=N4698 type=control0 q_typed_reliable_context=2.511536 sequence=161.773705
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=58 node=N4705 type=control0 q_typed_reliable_context=2.665126 sequence=164.438831
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=59 node=N722 type=observe q_typed_reliable_context=2.296128 sequence=166.734959
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=60 node=N578 type=observe q_typed_reliable_context=2.764128 sequence=169.499087
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_reliable_context=4.793775 sequence=174.292862
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=62 node=N3827 type=control0 q_typed_reliable_context=2.261221 sequence=176.554082
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=63 node=N4716 type=control0 q_typed_reliable_context=5.120206 sequence=181.674289
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=64 node=N3820 type=control0 q_typed_reliable_context=2.649547 sequence=184.323835
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_reliable_context=2.958875 sequence=187.282710
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=66 node=N3813 type=control0 q_typed_reliable_context=3.591883 sequence=190.874593
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=67 node=N3799 type=control0 q_typed_reliable_context=4.253205 sequence=195.127798
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=68 node=N3792 type=control0 q_typed_reliable_context=3.500154 sequence=198.627952
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=69 node=N3785 type=control0 q_typed_reliable_context=3.315175 sequence=201.943127
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=70 node=N3701 type=control0 q_typed_reliable_context=2.664864 sequence=204.607991
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=71 node=N3889 type=control0 q_typed_reliable_context=3.225607 sequence=207.833599
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=72 node=N7923 type=control0 q_typed_reliable_context=2.673079 sequence=210.506677
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=73 node=N7471 type=control0 q_typed_reliable_context=3.044780 sequence=213.551457
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_reliable_context=2.616293 sequence=216.167750
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=75 node=N4585 type=control0 q_typed_reliable_context=1.800642 sequence=217.968392
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=76 node=N7722 type=control0 q_typed_reliable_context=1.631211 sequence=219.599603
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=77 node=N7587 type=control1 q_typed_reliable_context=3.141420 sequence=222.741023
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=78 node=N3841 type=control0 q_typed_reliable_context=1.859796 sequence=224.600819
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=79 node=N3681 type=control0 q_typed_reliable_context=5.654629 sequence=230.255449
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=80 node=N4564 type=control0 q_typed_reliable_context=2.739840 sequence=232.995289
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=81 node=N4520 type=control0 q_typed_reliable_context=6.138655 sequence=239.133944
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=82 node=N4557 type=control0 q_typed_reliable_context=6.240626 sequence=245.374570
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=83 node=N7723 type=control0 q_typed_reliable_context=5.310619 sequence=250.685189
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=84 node=N519 type=control1 q_typed_reliable_context=5.641467 sequence=256.326656
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=85 node=N7725 type=control0 q_typed_reliable_context=5.976358 sequence=262.303014
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_reliable_context=5.828797 sequence=268.131811
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=87 node=N513 type=control1 q_typed_reliable_context=6.114596 sequence=274.246407
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=88 node=N504 type=control1 q_typed_reliable_context=6.672764 sequence=280.919171
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=89 node=N7875 type=control1 q_typed_reliable_context=6.249963 sequence=287.169134
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=90 node=N4578 type=control0 q_typed_reliable_context=6.659236 sequence=293.828370
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=91 node=N3903 type=control0 q_typed_reliable_context=6.228146 sequence=300.056516
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=92 node=N3896 type=control0 q_typed_reliable_context=5.516438 sequence=305.572954
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=93 node=N3882 type=control0 q_typed_reliable_context=5.871734 sequence=311.444688
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=94 node=N3805 type=control0 q_typed_reliable_context=6.158536 sequence=317.603225
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=95 node=N5603 type=observe q_typed_reliable_context=5.928973 sequence=323.532198
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=96 node=N2580 type=control1 q_typed_reliable_context=5.199007 sequence=328.731204
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=97 node=N5876 type=observe q_typed_reliable_context=4.641766 sequence=333.372970
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=98 node=N520 type=control1 q_typed_reliable_context=6.286170 sequence=339.659140
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=99 node=N7627 type=observe q_typed_reliable_context=5.905273 sequence=345.564413
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=100 node=N516 type=control1 q_typed_reliable_context=6.226591 sequence=351.791004
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=101 node=N694 type=observe q_typed_reliable_context=6.442259 sequence=358.233263
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=102 node=N7402 type=observe q_typed_reliable_context=5.205149 sequence=363.438412
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=103 node=N2102 type=observe q_typed_reliable_context=3.695825 sequence=367.134237
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=104 node=N7679 type=observe q_typed_reliable_context=5.181569 sequence=372.315806
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=105 node=N1411 type=control0 q_typed_reliable_context=2.509552 sequence=374.825358
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=106 node=N7846 type=control0 q_typed_reliable_context=6.029087 sequence=380.854445
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=107 node=N7408 type=control0 q_typed_reliable_context=4.502350 sequence=385.356796
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=108 node=N7541 type=control0 q_typed_reliable_context=2.640400 sequence=387.997196
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=109 node=N7820 type=control0 q_typed_reliable_context=1.351639 sequence=389.348835
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=110 node=N7590 type=control1 q_typed_reliable_context=5.406828 sequence=394.755663
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=111 node=N7411 type=control1 q_typed_reliable_context=3.571973 sequence=398.327635
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=112 node=N7421 type=control1 q_typed_reliable_context=1.452354 sequence=399.779989
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=113 node=N6538 type=observe q_typed_reliable_context=1.308867 sequence=401.088857
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=114 node=N2157 type=observe q_typed_reliable_context=5.325109 sequence=406.413966
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=115 node=N556 type=control1 q_typed_reliable_context=6.021726 sequence=412.435692
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_reliable_context=5.935740 sequence=418.371432
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=117 node=N2106 type=observe q_typed_reliable_context=5.641408 sequence=424.012840
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=118 node=N6531 type=observe q_typed_reliable_context=2.038091 sequence=426.050931
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=119 node=N5874 type=observe q_typed_reliable_context=2.880974 sequence=428.931905
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=120 node=N7401 type=observe q_typed_reliable_context=1.912666 sequence=430.844571
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=121 node=N2149 type=observe q_typed_reliable_context=2.552307 sequence=433.396879
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=122 node=N7614 type=observe q_typed_reliable_context=2.907583 sequence=436.304462
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=123 node=N5740 type=observe q_typed_reliable_context=0.982046 sequence=437.286509
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=124 node=N7413 type=control1 q_typed_reliable_context=0.629936 sequence=437.916445
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=125 node=N3124 type=control1 q_typed_reliable_context=3.224230 sequence=441.140675
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=126 node=N614 type=control1 q_typed_reliable_context=4.066313 sequence=445.206988
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=127 node=N634 type=control1 q_typed_reliable_context=3.946600 sequence=449.153587
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=128 node=N763 type=observe q_typed_reliable_context=2.011406 sequence=451.164993
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=129 node=N714 type=observe q_typed_reliable_context=3.454145 sequence=454.619138
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=130 node=N5878 type=observe q_typed_reliable_context=3.239220 sequence=457.858358
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=131 node=N7385 type=observe q_typed_reliable_context=1.647517 sequence=459.505875
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=132 node=N8003 type=control0 q_typed_reliable_context=4.154269 sequence=463.660144
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=133 node=N5473 type=observe q_typed_reliable_context=4.893134 sequence=468.553278
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=134 node=N712 type=observe q_typed_reliable_context=6.146617 sequence=474.699895
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=135 node=N8005 type=control0 q_typed_reliable_context=4.858479 sequence=479.558374
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=136 node=N5356 type=observe q_typed_reliable_context=6.142414 sequence=485.700788
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=137 node=N3180 type=control1 q_typed_reliable_context=7.274119 sequence=492.974907
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=138 node=N510 type=control1 q_typed_reliable_context=6.305781 sequence=499.280688
[b15-reliable/prefix_toplist_sa/epoch_012/a0p40_h1_c2] [plan iscas99__b15_1] [plan] step=139 node=N610 type=control1 q_typed_reliable_context=7.141519 sequence=506.422207
