[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/epoch_012/a0p20_h1_c2
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 budgets=iscas99__b15_1:278
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [gmean] 2026-07-21T04:58:52 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=50 node=N724 type=observe q_typed_reliable_context=4.047577 sequence=168.369618
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=51 node=N4670 type=control0 q_typed_reliable_context=4.251375 sequence=172.620994
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=52 node=N704 type=observe q_typed_reliable_context=3.173753 sequence=175.794747
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=53 node=N7887 type=control1 q_typed_reliable_context=2.135822 sequence=177.930569
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_reliable_context=3.118065 sequence=181.048634
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=55 node=N7886 type=control1 q_typed_reliable_context=1.013244 sequence=182.061878
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=56 node=N7888 type=control1 q_typed_reliable_context=1.362884 sequence=183.424761
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=57 node=N7889 type=control1 q_typed_reliable_context=1.363821 sequence=184.788582
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=58 node=N7890 type=control1 q_typed_reliable_context=1.224093 sequence=186.012675
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=59 node=N3897 type=control0 q_typed_reliable_context=1.019302 sequence=187.031977
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=60 node=N4691 type=control0 q_typed_reliable_context=1.617237 sequence=188.649214
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=61 node=N3862 type=control0 q_typed_reliable_context=0.992578 sequence=189.641792
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=62 node=N4698 type=control0 q_typed_reliable_context=1.258714 sequence=190.900507
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=63 node=N4684 type=control0 q_typed_reliable_context=1.286601 sequence=192.187107
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=64 node=N4705 type=control0 q_typed_reliable_context=1.447213 sequence=193.634321
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=65 node=N3855 type=control0 q_typed_reliable_context=0.998476 sequence=194.632797
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=66 node=N4712 type=control0 q_typed_reliable_context=1.588529 sequence=196.221326
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=67 node=N4716 type=control0 q_typed_reliable_context=1.166061 sequence=197.387386
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_reliable_context=2.002033 sequence=199.389419
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=69 node=N578 type=observe q_typed_reliable_context=1.487270 sequence=200.876690
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=70 node=N3848 type=control0 q_typed_reliable_context=2.137441 sequence=203.014131
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=2.983645 sequence=205.997776
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=72 node=N3827 type=control0 q_typed_reliable_context=2.538881 sequence=208.536657
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=73 node=N3820 type=control0 q_typed_reliable_context=2.579300 sequence=211.115957
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=74 node=N3799 type=control0 q_typed_reliable_context=3.364386 sequence=214.480342
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=75 node=N3792 type=control0 q_typed_reliable_context=2.671787 sequence=217.152129
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=76 node=N3785 type=control0 q_typed_reliable_context=2.890703 sequence=220.042832
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=77 node=N519 type=control1 q_typed_reliable_context=4.894790 sequence=224.937622
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=78 node=N3722 type=control0 q_typed_reliable_context=2.341573 sequence=227.279195
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=79 node=N7370 type=control1 q_typed_reliable_context=2.364384 sequence=229.643579
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=80 node=N3701 type=control0 q_typed_reliable_context=2.666596 sequence=232.310175
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=81 node=N3889 type=control0 q_typed_reliable_context=2.499719 sequence=234.809894
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=82 node=N3882 type=control0 q_typed_reliable_context=2.936380 sequence=237.746275
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=83 node=N8048 type=control0 q_typed_reliable_context=2.081247 sequence=239.827522
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=84 node=N513 type=control1 q_typed_reliable_context=4.293347 sequence=244.120869
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=85 node=N7923 type=control0 q_typed_reliable_context=1.518946 sequence=245.639814
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=86 node=N7854 type=control0 q_typed_reliable_context=4.682328 sequence=250.322143
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_reliable_context=3.547829 sequence=253.869972
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=88 node=N3841 type=control0 q_typed_reliable_context=2.676811 sequence=256.546782
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=89 node=N3805 type=control0 q_typed_reliable_context=1.715294 sequence=258.262076
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=90 node=N3896 type=control0 q_typed_reliable_context=1.757717 sequence=260.019794
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=91 node=N1539 type=control0 q_typed_reliable_context=1.512372 sequence=261.532165
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=92 node=N3903 type=control0 q_typed_reliable_context=3.972125 sequence=265.504290
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=93 node=N7724 type=control0 q_typed_reliable_context=2.419476 sequence=267.923766
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=94 node=N520 type=control1 q_typed_reliable_context=1.439843 sequence=269.363609
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=95 node=N7722 type=control0 q_typed_reliable_context=1.449633 sequence=270.813243
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=96 node=N516 type=control1 q_typed_reliable_context=2.088967 sequence=272.902210
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=97 node=N7488 type=control1 q_typed_reliable_context=0.943731 sequence=273.845941
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=98 node=N4520 type=control0 q_typed_reliable_context=1.903577 sequence=275.749518
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=99 node=N4564 type=control0 q_typed_reliable_context=1.395260 sequence=277.144778
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=100 node=N4585 type=control0 q_typed_reliable_context=1.885704 sequence=279.030482
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=101 node=N4557 type=control0 q_typed_reliable_context=2.176413 sequence=281.206895
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=102 node=N7880 type=control1 q_typed_reliable_context=2.687608 sequence=283.894503
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=103 node=N4606 type=control0 q_typed_reliable_context=1.782977 sequence=285.677480
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=104 node=N4578 type=control0 q_typed_reliable_context=2.000120 sequence=287.677599
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=105 node=N7541 type=control0 q_typed_reliable_context=1.902430 sequence=289.580030
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=106 node=N7408 type=control0 q_typed_reliable_context=2.365575 sequence=291.945605
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=107 node=N7852 type=control0 q_typed_reliable_context=3.496476 sequence=295.442080
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=108 node=N7723 type=control0 q_typed_reliable_context=5.976723 sequence=301.418803
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=109 node=N7853 type=control0 q_typed_reliable_context=5.130464 sequence=306.549267
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=110 node=N7847 type=control0 q_typed_reliable_context=4.549997 sequence=311.099264
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=111 node=N7846 type=control0 q_typed_reliable_context=4.800220 sequence=315.899484
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=112 node=N3681 type=control0 q_typed_reliable_context=3.366896 sequence=319.266380
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=113 node=N2580 type=control1 q_typed_reliable_context=4.242330 sequence=323.508710
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=114 node=N8003 type=control0 q_typed_reliable_context=2.179401 sequence=325.688110
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=115 node=N1533 type=control1 q_typed_reliable_context=2.754766 sequence=328.442876
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=116 node=N556 type=control1 q_typed_reliable_context=4.042625 sequence=332.485502
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=117 node=N8005 type=control0 q_typed_reliable_context=2.515870 sequence=335.001371
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=118 node=N555 type=control1 q_typed_reliable_context=2.102037 sequence=337.103408
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=119 node=N2083 type=observe q_typed_reliable_context=1.273290 sequence=338.376698
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=120 node=N7454 type=observe q_typed_reliable_context=1.016441 sequence=339.393139
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=121 node=N2157 type=observe q_typed_reliable_context=1.749894 sequence=341.143033
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=122 node=N7588 type=control1 q_typed_reliable_context=1.149978 sequence=342.293011
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=123 node=N7401 type=observe q_typed_reliable_context=5.771823 sequence=348.064834
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=124 node=N634 type=control1 q_typed_reliable_context=0.387141 sequence=348.451975
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=125 node=N614 type=control1 q_typed_reliable_context=1.104515 sequence=349.556490
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=126 node=N610 type=control1 q_typed_reliable_context=5.440954 sequence=354.997444
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=127 node=N3180 type=control1 q_typed_reliable_context=4.940026 sequence=359.937471
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=128 node=N2102 type=observe q_typed_reliable_context=6.006337 sequence=365.943808
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=129 node=N620 type=control1 q_typed_reliable_context=2.314548 sequence=368.258356
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=130 node=N638 type=control1 q_typed_reliable_context=5.479632 sequence=373.737988
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=131 node=N3124 type=control1 q_typed_reliable_context=5.538112 sequence=379.276099
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=132 node=N7679 type=observe q_typed_reliable_context=1.496800 sequence=380.772900
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=133 node=N6534 type=observe q_typed_reliable_context=1.746741 sequence=382.519641
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=134 node=N2149 type=observe q_typed_reliable_context=0.904663 sequence=383.424303
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=135 node=N2106 type=observe q_typed_reliable_context=1.085146 sequence=384.509449
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=136 node=N1411 type=control0 q_typed_reliable_context=1.220143 sequence=385.729592
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=137 node=N7402 type=observe q_typed_reliable_context=2.558690 sequence=388.288281
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=138 node=N694 type=observe q_typed_reliable_context=1.080600 sequence=389.368881
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=139 node=N3237 type=control1 q_typed_reliable_context=3.688828 sequence=393.057709
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=140 node=N7820 type=control0 q_typed_reliable_context=1.397394 sequence=394.455103
[b15-reliable/prefix_cql_sa/epoch_012/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=141 node=N3410 type=control1 q_typed_reliable_context=3.652745 sequence=398.107848
