[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/reliable_stage2/prefix_cql_sa/best_final_horizon/a0p20_h1_c2
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 budgets=iscas99__b15_1:278
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [gmean] 2026-07-21T04:52:59 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=113 node=N7413 type=control1 q_typed_reliable_context=1.993344 sequence=331.058378
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=114 node=N578 type=observe q_typed_reliable_context=2.072776 sequence=333.131154
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=115 node=N555 type=control1 q_typed_reliable_context=1.552112 sequence=334.683266
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=116 node=N556 type=control1 q_typed_reliable_context=2.038524 sequence=336.721789
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=117 node=N520 type=control1 q_typed_reliable_context=2.226610 sequence=338.948399
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=118 node=N1411 type=control0 q_typed_reliable_context=1.999345 sequence=340.947744
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=119 node=N5603 type=observe q_typed_reliable_context=1.620952 sequence=342.568696
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=120 node=N694 type=observe q_typed_reliable_context=2.111002 sequence=344.679698
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=121 node=N513 type=control1 q_typed_reliable_context=2.045604 sequence=346.725302
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=122 node=N634 type=control1 q_typed_reliable_context=3.125986 sequence=349.851288
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=123 node=N614 type=control1 q_typed_reliable_context=5.926893 sequence=355.778181
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=124 node=N7590 type=control1 q_typed_reliable_context=5.940902 sequence=361.719083
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=125 node=N610 type=control1 q_typed_reliable_context=5.950780 sequence=367.669863
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=126 node=N7454 type=observe q_typed_reliable_context=5.929344 sequence=373.599207
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=127 node=N7385 type=observe q_typed_reliable_context=4.041040 sequence=377.640247
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=128 node=N2102 type=observe q_typed_reliable_context=2.971079 sequence=380.611326
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=129 node=N7870 type=control1 q_typed_reliable_context=1.915116 sequence=382.526442
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=130 node=N620 type=control1 q_typed_reliable_context=1.694867 sequence=384.221309
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=131 node=N7820 type=control0 q_typed_reliable_context=1.437954 sequence=385.659263
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=132 node=N3410 type=control1 q_typed_reliable_context=1.274974 sequence=386.934237
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=133 node=N7543 type=control0 q_typed_reliable_context=1.095616 sequence=388.029854
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=134 node=N638 type=control1 q_typed_reliable_context=2.111772 sequence=390.141626
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_reliable_context=3.729940 sequence=393.871566
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=1.926328 sequence=395.797894
[b15-reliable/prefix_cql_sa/best_final_horizon/a0p20_h1_c2] [plan iscas99__b15_1] [plan] step=137 node=N645 type=control1 q_typed_reliable_context=2.491412 sequence=398.289305
