* Log file for the circuit netlist_full_scan.bench.
test   11: 0001001010100010110101001011110100010111010101110001110110101101000100101101111100101111110010011111100100010010010000011000110000010001011001100111011001100101111010000100101101100001111010011111101101010110001101101110111111000100110000011111100010011011011010111110101010011110101110010000011001101011110000100010101000011000010101111000010100110100110010001111011011010000010110000011111111000001101001111100011010010001011111111010000001110010101111010000011001000111000110100111101011011011100011110001001111100001011 0011111011110111111111111111111100001011100001111100011111111111011111011011111110110011011100110011010001000001110100101101111100101111111010000100100101111010000100101101100001111010011111101101010110001101101110100111101011100100000110011010111111111111111111111111111111000010111111111100111111011111111101111111111111111100000111111110000011010000010111111110110010000001111101011111001110101111110011101101001101111111101011101111111011111111000001100001011111110100111110110100100001111001100110101000100111101110001010111011001110100111001110011111011101001101010111110001110100010011000101110111000111010001110111111111110011001001111111101111010011011110101111011101001100001110011011111011010100000000000110000110000000100011100000000001110101001100111101000011011000000000001110000000111000010010  405 faults detected
test   12: 0110100001101100001010111011000001001101100001111010110110110101111100111101010100001011001101010000010010110010101110011111001100011011111100011110010011001110100100000110000100011011111101001010100101010111110111010011111101110111100010100101001000101100011111001010101111100010011001011000101110001101111110001110101100100100001101010000000000010001000111101011100000001111111001000101011001101001100011011111100110100100001001001111010010001110001001101110011001111000000000101011010001111011101101110010111011010111000 1111000010010011010111000111111011101011010100011111001001010010100011110111011111111001001111000111111011000110011100111101010100001011000011101011001110100100000110000100011011111101001010100101010111110111010011111000100110010110001011100011101101100001111010110110110101001110100111111111001011110001011010100000000011110000101100110101000100111111100010011000000111101111000001111111100110001101111110011010010000100100111101001000111000100110111001110111000011010000101010111100111100001010000001101101110111101011011011110010101001010001111111011111100000001001011010110000111100001111111011111101111100010110110010111111110111011011100111101111010111011111100111011000101000111011001111101010001010100000010110111011010100000111111101010010000100101110111010111101010000010100110100111111100100001010  471 faults detected
test   13: 0110101101101110101101011011010001101011010100000111100000011000000000010001111111101110110100110011110001110111000001111101100010011110010111110100110000001011101111100111111100001000101111001110010111111010010010100000100000110100101000010001110110111000111000010101000010000101101111100101111011010100000011011110101010111000000100100000101001111011101010101111101001010000110101010001111001101101101111001011001011001001100010011010111101100011010101111001001000000000111001011011011011000101110010110111000110111011111 0011111011110111111111101111101011001001110110001100010111000111111111111111111111100001100101111101001111001000110000010001111111101110111111011101001011101111100111111100001000101111001110010111111010010010100000100001011011111001011110110101011111111111111111111111111111101100011101101001111110011111111111111011111110000000000000000000000000000000000011000001010101000100001101100000110000001010011000011101011011000000000010100110000111010110110000011011111101110111111110001000000101111110001001001001010111111101110100111110010110111011110010110111010110011001011111111001110100010010010001111001111010110001111111111110111001010100011111111111100010101101111111011011101000001010111011011011101000101110101101111101010111000111101110111111010100011110110000000000011000000101011100111110100000001010  446 faults detected
test   14: 0001000000111001111000101110100111101111011110001110000110011111001011001110001100001001110011101101111011111111110100010011111110011011110101110110010011011111000000101111101110001001000000110110110011000100100110011100111111011010000011100101001111101100101011011100011111010001100001111010100101011000011010011101010010011111010000001000011100001101011110000000001001011001010000110101001010100001011101110111011101010011010111100001111011010111110100101001110010110001111010010111000010000000100011010010001100001000101 1001111111110111101111101111101010010110111110100011111001010011110001101101111110011001001101110101111011001111111011001110001100001001110100010111011111000000101111101110001001000000110110110011000100100110011111110100011000011110101001010110111111111111111111111111111111001001001111011010101111111111011111111111111111111100001010100101011000010100110111111111110000101001111000111110100101110111011101110101011101011110011111111111011111010111100111001000101110010000110001110011010101001000101111001010110111111001010101111010101011011010100101111111110101111110010111011011010110110011110011101100110111100100101101010111111011001101101111110111011111010111101101110010111010001011011011110101011100000001000110100110010000100111100001000001110100001100000000111100001000000000001110111110010000000011  427 faults detected
test   15: 0100110101110010010000011011011110011111010010111100001110100100101111000111001101010100000100101110001100001001100001000111111011101010100000011001000111011100100100100100000110100110011010000111111101010000110001011000001001000110101100010001001111110100000000110111111001100011111100011111101000000000000100000000001011110100110000100011001000110110010001001101110011100111100011101001011100101111110111011111110011100111100010011000110100111101011101111001011011111111111111101100010001010110100000001011101101101111010 0100110010111101000000000010000001100000100010101001111001000100011010110001001000011100010011000000101010111011101111000111001101010100001011110111011100100100100100000110100110011010000111111101010000110001011010011000111111000111111010000000111111010010111100001110100100110001110011111010011101010001000110111111111111111011101001110100101110001111001110011100011000101100001010001000101111011101111111001110011110001001100011010011110101110111100101101111010000101010110011100011110010101011100010000011110111111111111111111111110100111111101111111111110000011000110011110000011100010010110001111100111011001010000011110111110011011011101111101011110111111110101111011101011010001010111000010010101000000000000100100100010000100001110100000001110100000000001101111110001000000000011010111110010000000000  239 faults detected
test   16: 1101101101100010001111000101111110000001101101011110111111111101101010100101010111000110011011100111110000100001101001011010111100101100000001010100100011000101001010000110010110001001111000110110100111001110010011110001110110000011001111010000010000110011011001011011111001101111101110000011110101101101001011100001111010110010110001011010101110001001001101100011110111110100110111100010010010011001000100101011010010101011011110001111100110111101111110111111100011010111111101000000010000000010010100001010110000110101101 0001111111110111111111111111101001010100100111111110011110010101111101111011111111111000100101010000000110100111111010100101010111000110010110101110000101001010000110010110001001111000110110100111001110010011110010011011111011100000111101011011111111111111111111111111111111101111101111010111101111100111111111111111111111111100110010010010001111011001011110010001101101001111000010011000111101111010111111101110101101111001111110111111111111111011111110010101101001100011101010100101010100101101001110101111011111011100011110101101101101110010011011001011100110111100010111010001110100010010000001110011010111010101110110011111111001010111110111110111101110111101111101111111111001001110111001010001010111111111101111010111011111000111101000111101011111111111110111000011111001010001001100101110110000001010  205 faults detected
test   17: 0101000100000011100100111101111010111010101100100100010101100100111001111010000100001010110000010000100101110010011000100010100101001110101101010101010001111110000010000001101001001010101110101010001101100000011010010100011100000111101110011101000100110010111110101101101101010000010101101000111101100010101000010110001011010011101100000001011000111011101000101000101011101100101111010111011110010110110011001011000110001001001110100011110100011100101111011011010111111011000010111000110110101101011010100000111101001101111 1111111111111111101111101111111100011001111010001010011001111101111011111011111111110001010101010110101110010100111110001010010010011110110110011110111110000010000001101001001010101110101010001101100000011010010111010100000101011010001111011000111111111111111111111111111111100011101010010100001111111111111111111110011111111111010011110111010111101001101111011101100101000100011100110000101111101100101110111100111110111011101111010011111111111111101101001101111101010000100001011110011100110011000000000111101101011100111101110000101001001000001111011011001111011000110111011001010100011011001011110000110011100010101101011111100011011101110111100111101111011100111101111110111110111011001100011101111001011101101010100110010101000011100100111101110100101101000000111101000000010001001100111111110000011011  244 faults detected
test   18: 1010111111110100101101000011011001110010000111001101000110001000111100010000111101101111101101111011101011010001110111010001000110101000011110011001010100001100101100111101110101011000101011110000000011001111000001001100110100011110011101011100010010100101010101011000110011100101110011100101100100000011101010110001110010111010110111111111110110110110110011100100010001100010111001001110001110001010010000111110101010101001100111111001111111100001110001111011100110110001101011001011111110101101110010111110110001001000011 1111111011111111111111111111111111011110111010110100110101011111111111111111111111000101010011001111000010101100010101110111000101101011101111011101001100101100111101110101011000101011110000000011001111000001001100111001011100111001011001000000011111111111111111111111111111010001101111101001111111111111111111111111111111111110100011100011100100111010001111000100111001101101101101111111100101100011111110111111111111011111111111111111100111111111111110001000010111110110111100001000111001001100011111011011110101001001011111110110110100111001111111110111011100001001010111011001110111010010100011110001100010110011111111110110111101111100001111111111110010100101001101010011101100001001101011001001111000101011110111000111010010000111101011101111010100011110110000111100011000010001011100111110010100000010  185 faults detected
test   19: 0001011111011011010000011100111000001101100110011001101000101000000100001111100000011110101111110111000001101010110101100110101101110110111110101110110001010011100010101011011011001000000101000011100100010011101110100111110101100011010010110110100001011110100111101001001100000011111110101100110011000101101000100001110010110000000111001010001111001111110111011001110111101111001011110011111110011011011101111011010011010100010001100101011000100101111110111000110011000100101001010101101101011000101011110010011011010010110 1010001100110001101001110100110000100101111001011110100010110110100101100011010111100000000000000000000000000000001100101001010100111110001000001011010011100010101011011011001000000101000011100100010011101110100111000000111111101011001100110001101101100110011001101000101000110110001011001010100011010110110101010010100100011010110011111110011110100111101110111100100001000000001010011111011101110111101101001101010001000110010101100010010111111011100011010010110101111000000111110000100110001101101010010001110111111111110101111100000100101011100011110100000000111001010001011000110100000010011001111101101100111101010010011111111011011001011011001001100011100101110110110111011100001011011000111000000010011100001101001001100010000101011000001000100100000001000000111101001000110000000000111110010000001001  625 faults detected
test   20: 1011001011110000000101110111010000010100111000010000010010001010111111111110101111011011010001011110110001001000000011101000011111000011000010111110010011011010111010011010101001100110110011010101001011010010101000101101011111100000111111111100110101110000010101000010110110001000110001111101111111011000001011110101010111110000001010011000110001110000101110011110100100101010101000100001101011111100001110001110000010000110110001101101100001100111000000111000111100001011100001001101100100010101110011010010010101100000100 0101000100111110101010111101000001000111111100100010100110011111111110000011111101011001001111101000011000011111001011100000001001000110111101000100011010111010011010101001100110110011010101001011010010101000101101100010001100011111011111110110110100111000010000010010001010000100010100011000110101000100110110010000111010000101111110101100001000101010101001101111111011111000110001000110110000111000111000001000011011000110110110000110011100000011100011100000101011011011110101111111111110100011010100111111111011111111111101011100001111101011100011111001000011011101011101101000000101101100111111111110111111100010001011111111100001000000110011001001101100101100110010011101101110001111011011010011101110111111100001111001100010000111100000010000100110010001000101111111000100001110011101101110100011011001  304 faults detected
test   21: 1101101111100111100010000111111000000100111010100111010010011100010111110010100101101111110011110111000111101001010001100010001000011011010000000011101011010000100101110111011000011101110110110101110010100110110110001011111011001111101110111001101010011110111100001010110100011101100100000111001111001011110010011010110110001110110000110001101110101011001100010111110010111100111110001101000110011111010100010100010111111111000110111010110101010001001101101001010010010011110001001011111111011111100101000011011111110001001 1101111111110111111111101111111110011110000110110101111111001110111111111111111111111010111000000001011011000010010111110010100101101111110010001110010000100101110111011000011101110110110101110010100110110110001001000111011001000001110011110010111111111111111111111111111111011101100100111001111111111111111111011111111111111111110011000101100011111001111010000111000001110011011111011110001111110111110111011111111111011011111111111101100111110111110101010001001111110110100101001111101010011110101000101111111111111111111111111111110111010101111010100001100111101101011111111001110100011010011000010001110010110111111110111110100101011100010011110111011010010111101101011011011100001011111011011000100111001110110011000111010101000110001010001101011101111110110101000010011000100001011100111110100000011010   54 faults detected
test   22: 0111100111100000101110100111101110111101110000010101010110000100001000101100001001001100101100010101111111111101100010111110011011011101001001010000111110110101100011001110111101010100001011101111111010000000100001001101100001011000111111101010010111101111110011100011010001001000111110100110010100000010011101001100011011000110011001110001000000001010100101001010101011100001010011000101111110101011001111011010001100011110001110011000010110001111001100001000011010100100100000000010101001011010001111111100010110000101110 0001100110001101100011001011100110110110010010101011110100101011111110001101000011001111100001010010010111011011001000101100001001001100101110100110110101100011001110111101010100001011101111111010000000100001001100010010001111101001100101000000111101010000010101010110000100001101010011111011001011010010101000000000100100101010101011111101000110010100001101010101101011010101111111101111001100111101101000110001111000111001100001011000111100110000100001100101110100110010010000110100010101011011101011111000110100100110001011110110010000010000011100101111101000000100010111110001110100111110001000100001000111011000110100110111110011011111101101111111111010101110111111111001101010001011110001000100000110001001001110100111001110110011110001001111010110001101111111000011010000000001100000101110000100001000  315 faults detected
test   23: 1011010111010000001001011111000111101110110000000111111000111110100000101100000101011001011111011100110110111001011111100000001101001010110001001100111001000000000110011100000100011110000010111110011101100001001001101111000101001001000001111000010110010101011110110110110000000101110001010110101001111101010111010101000100100101011110101111110000111011011101101000010011101000100001111110000011010100111001010111111000010101001101111111100110010111001001010000101011000000101101101011001001000001100010011110101011011110100 1011101110010010001010101110101001001001100010011111010100001111000001001001010001110011100110010001101010010110000011111101001110110110011101111100000000000110011100000100011110000010111110011101100001001001101100000001011100010101101010011111001110010000000111111000111110011010101111001000110000010010011010110110100000011001010110000011111100001000101101000010110111011011100001111110101011100101011111100001010100110111111110011001011100100101000010111110101010011010100000110100000001100011000011010110100111101011001011110110001101101101111000001111010111001001001111111101110101011110110111110011010011111000110110111111110101011011111111100111110110010110111111010101101010001010011000010100010000000000000010000110011001110111100010000001110100001100110101000011010000010001010000000000000000000000  181 faults detected
test   24: 0100111001000000000110010000110101000101110001001101000011110111011110101100011001110001110110101100111101110111010110001101011101000111111100100101000000100000011100001000010111011010111101000101011111111010110100011100010101000001001110111100001100101010101100000111011111110110101111001100110010010111111000101000101100101001010000001100011011110010100111010101111011110010000011110000101000111000010101100010010110111101110100100010011011100110010100100010111111010100110110011111010011100011111011001101011100111111111 1001111011110111111111111111111111000010001001111110111010111111111111001111111111100000010100100111111100010111011110101100011001110001111111111101100000011100001000010111011010111101000101011111111010110100011111111101101011110011001100100101111111111111111111111111111111001101100011011110011111111111111111101101111111111100111000101000011110000010011111000001010011010010011111011001001111111111111011011111110111010111101111111110111111111111111111111111111110001110011000110101111110101101010100001000010111110101111010100011010111100000101001001011111111011101111111110001110100010111000100100001010011110110110100111111111111101011010111111111110110100101111111111111011100001010011010110110110010111110011010001111011111000011101000100011010111101101000010000001000000010001001110111110010000001010  129 faults detected
test   25: 0100010001111111111001000110101110001010000000111100111100000100111100001000100011000001001100001001000011101010100001111100010110101101000101010100010011110101000011101000101000111110010000011000001101110101110100001010101010110010010000101110010100111111100100101111010111111001111100011110101100010101000011011101111100101010101110101101100011010101011000011010000101011111111111101010111000101101010001111011010011011001111001110011011110101111001101000001000000001101011111111011000100001111110000110110000111101110001 0111111011111111111111101111111110111101101111000000010101111010011111111111111111111001000101010100010110101101010001000000000000011110110111101100110101000011101000101000111110010000011000001101110101110100001001111110011111000111101011000101111111111111111111111111111111100011100100100010001110111111011111111111111111111101101000111010101111111111110110100011010111100011111001111110110111111111111111001111111111101111111111111111111111110111101110101110000010000011000100010000111100111100111011111111010111111111111111111101010111101101111010110101101110101000111111010001110111011010100001010001000010110010111101011110110111001010011011111111000011011110111101010001001100001011111011011000101100100111011100100100011001000101000100010111111100011110110111111111011000110001011110111110110000000010  110 faults detected
test   26: 0101110011110110011101111010101110111101110010011010000111011111101101111111001100101000111101001001110110010010011010101110001101001110100111010001110100000111100110101000111000001011000111110101000101111100100000010010011010010000000110101110011001000010011010110111000101101101110011010000110011100011111010010011101011001000000100000110011011011110111101110000000100101111010111011100111101000000000011111110100110110100001111101000000111011001100111101011001110010010011100110111100011110111110111101100110111101111110 1110000001001101011100100101111100001011000110011110101100111010110000000100101100100101110001011100101110010110001101111111001100101000111111110010000111100110101000111000001011000111110101000101111100100000010001011011011100110100001100111000011101010010011010000111011111111101100110111101111101111000111101100111001001001100000101111001110111010111101000000001110111101111011011001100110000001111111010011011010000111110100000011101100110011110101100101111111100010100110011111110110111010100101111001001011111110010101100001111100110110010011000111111110110011001111101011000111100000011010011110011000101010010011011010111111101011010011101001011101111101101110110111101111000001110011011111010010101010100011111001011010110100111101000110000100100000000111111111111010000000000010010000000010000001000   93 faults detected
test   27: 0000111111101110001011011100101110011101111010110000010100001101100101011110000111110011001010110000111000110001101001011011011011110011110101111101100100001111100000110010111010000111100111100101001000010000000110010110001100010111001001000100011001111000001111011101110111110110000010111100000001100010111111000011101001100111101011001100001110001101110011100001101000110000010101101100011001010100101001011101100010100010110000001011000111111110001000001100010100000100011110011101010100100000001111101000000100111100001 1001111011111111111111101111111110101100001110001100111101111001011111111101111111100100110111110101111001111011011101001011000110001110000110101111001111100000110010111010000111100111100101001000010000000110010101111101100000101111000000011000111111111111111111111111111111010100110110101100111111111111111111101111111111110101010100110001101101010000011010110111111010111001110101010101100111110101111110111010111111011001111101011111111110101111110111011100000011001111100001111010100000111000000000000001010111111111110111111101110110111111001010110101110111111101011111111001110101010010110001110000100110000110101111110111101101001111001011111111101110111111111101110101111100111111011101110100100111110011111001010111110010001101011000110111011111111111110111111110011000000000001110111111110000000011  101 faults detected
test   28: 1110101010000101001111110000010110010110010011011111100111000100101000000101001000111011101010110010100111101001101101001010000111001011011100110101011011011101001010110010011100011010100111010110010011011000111010111000110010001010000101110100001100001001011010010111011100100111110101110011111010101010010110100101010001011100010000010101110000110110010000010110111100001000101111000001110101010111101101100111000011000000100011110100100110000101000110110010011000110000010101110101000101111101111011001001110111001110100 0100100011101000101010010110100100100110110101100001001000010111010000101000100110011011010101100111011010011100001000000101001000111011100101110110011101001010110010011100011010100111010110010011011000111010111011001001111101011100111110101010110110010011011111100111000100010011110000011011010111110100010101110101000001100011010101011100000111101000100000101010111111100010110110011110110110110110011100001100000010001111010010011000010100011011001001101110100111011100010010100000010011110100100011011110100111100100111111011001000110101110000101111111100110101100101101110000110010000101011101101111000101011010011011111111101111010110101111011001110111100110110110110111111010001011011000000000110000111011111011111010010010000111111000101010100111110000000010111101001000000100010010111110011100001001   96 faults detected
test   29: 0110100011110001101001110111111100001000011000011100111110111010110001101101101101111010101110001101001110001111101010010001010001001110000100111010101000111010110011010010101011001001101100110110100101110110001111100011110000000001001111111010010010011010101011111000100100111011110100000101010001101110111001011010010000010000011000000010110011100101101011100000001100101111001110010110100100011100100011100011000100011001101111100011001011101011110001101110101100001010100110000100000011010001010011010101111110101001010 1101100000100000100101101001110110001110100000100010010100101111111001000000000111100010101011100100001110010001010001101101101101111010101010010001111010110011010010101011001001101100110110100101110110001111100001001110111101000001010100011011101000011000011100111110111010101011000101010010110001011000000100001100101010000101110001001011010011100111101010101010100010110111111001110000110010001110001100010001100110111110001100101110101111000110111010101001010101011110110110110110001011101101110010001011011011111101111111011110100111111001011110100001010001111001011001100000001000101011010101111100011100000101001010101111110100010110010011001010101111101111110100011111001010001011111011110011001100010111010100000000101010010000000000101010000101000000111111111110011000010000010100111110011000000001   43 faults detected
test   30: 0100101010001110011110001101100111000101011101010100011101001101001100000010110010010100101101001011001001110111010010101011100000000110001100000111001011101010010011010110011010110111010011011110100111111010000101101110101011101100100000011111001111001111000000110111101010100110110010000100111011001110101100010000100111010101000011100000100110001010110010000001110010000100100010101111011011011010001111100111101101000101100001110001011000101111011010100001010011110101111000110111111011100000100010100010011001100100000 0100001110101110010000100011010011101100100111101100111001111100000010011011101010111010011100000110001100000000101010100101110111001001101001011111101010010011010110011010110111010011011110100111111010000101101110101001101100100001001110110011100101011101010100011101001101100001101110001100110000111011111101100011110101111010110110110111101010001001000001100010111001010011111101001000001000111110011110110100010110000111000101100010111101101010000101000100000100101001001101000000110101100001000000001001010111111101111111111111011110001011111111011111110011101001011101010101110101101111100111111101011110011111111101110100111011001111110111011111010111011111101101011101110000001111111001001011000101111001000010100100000000110110000000110101010001011100110010000000011000010101000100101110010000001101  141 faults detected
