step,node,type,q_pred,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
11,N29819,observe,0.32522016763687134,0.32522016763687134,1.5655335187911987,0.015655335187911987,-0.7325583100318909,0.9320363402366638,0.9320363402366638,0.0006894804537296295,-0.2507443428039551,0.02583882585167885,31811.712890625,458.9526062011719,31352.759765625,30471.13671875,377.8936767578125,30093.2421875,0.042140960693359375,0.17661720514297485,0.04017246142029762,4.2140960693359375,2.5665179044008255,0.6933405101299286,1.5655335187911987,3.670992396771908,3.670992396771908,greedy,1.5655335187911987,0.0,heuristic_recall_pool
12,N8840,observe,0.04986003041267395,0.04986003041267395,3.8940274715423584,0.038940274715423585,-0.8275547027587891,2.233065605163574,2.233065605163574,0.09724539518356323,-0.04918075352907181,-0.06684109568595886,30471.03125,377.8916015625,30093.138671875,28653.3828125,351.143310546875,28302.240234375,0.0596516877412796,0.07078297436237335,0.05951185151934624,5.96516877412796,15.851632595062256,11.256312787532806,3.8940274715423584,7.565019868314266,7.565019868314266,greedy,3.8940274715423584,0.0,heuristic_recall_pool
13,N21946,observe,0.00020971894264221191,0.00020971894264221191,5.109071731567383,0.05109071731567383,-0.9301567673683167,3.024665355682373,3.024665355682373,0.13300910592079163,-0.030694037675857544,-0.07161541283130646,28657.462890625,351.15496826171875,28306.30859375,25850.69140625,325.2376708984375,25525.453125,0.09794207662343979,0.07380586862564087,0.09824154525995255,9.794207662343979,21.43464767932892,15.334344863891602,5.109071731567383,12.674091599881649,12.674091599881649,greedy,5.109071731567383,0.0,heuristic_recall_pool
14,N21937,observe,-0.05847141146659851,-0.05847141146659851,6.503173351287842,0.06503173351287841,-1.0434004068374634,3.9891409873962402,3.9891409873962402,0.1652117371559143,-0.02221773937344551,-0.07267147302627563,25850.400390625,325.23760986328125,25525.162109375,22362.623046875,313.2042541503906,22049.41796875,0.134921595454216,0.03699865937232971,0.13616932928562164,13.4921595454216,27.013488054275513,19.14425230026245,6.503173351287842,19.17726495116949,19.17726495116949,greedy,6.503173351287842,0.0,heuristic_recall_pool
15,N42301,observe,-0.14727208018302917,-0.14727208018302917,8.429085731506348,0.08429085731506347,-1.1803590059280396,5.50935697555542,5.50935697555542,0.21138066053390503,-0.04439063370227814,-0.05734942480921745,22364.43359375,313.210693359375,22051.22265625,19000.4453125,321.5423583984375,18678.90234375,0.15041688084602356,-0.026600832119584084,0.15293121337890625,15.041688084602356,35.07650876045227,24.622676730155945,8.429085731506348,27.60635068267584,27.60635068267584,greedy,8.429085731506348,0.0,heuristic_recall_pool
16,N42300,observe,-0.2585427463054657,-0.2585427463054657,10.925411224365234,0.10925411224365235,-1.3401602506637573,7.637779712677002,7.637779712677002,0.27334949374198914,-0.08224804699420929,-0.036054592579603195,19002.126953125,321.57208251953125,18680.5546875,15532.3349609375,348.18121337890625,15184.1533203125,0.18260018527507782,-0.08274701982736588,0.1871679574251175,18.260018527507782,45.89814031124115,31.975747108459473,10.925411224365234,38.53176190704107,38.53176190704107,greedy,10.925411224365234,0.0,heuristic_recall_pool
17,N48469,observe,-0.3985179364681244,-0.3985179364681244,14.119869232177734,0.14119869232177734,-1.5292837619781494,10.416207313537598,10.416207313537598,0.33474740386009216,-0.15799203515052795,0.008344653993844986,15526.9443359375,348.17047119140625,15178.7734375,11889.583984375,389.75799560546875,11499.826171875,0.2342611849308014,-0.11944586783647537,0.2423744797706604,23.42611849308014,58.01081693172455,39.60875952243805,14.119869232177734,52.65163113921881,52.65163113921881,greedy,14.119869232177734,0.0,heuristic_recall_pool
18,N8815,observe,-0.5652375221252441,-0.5652375221252441,17.946327209472656,0.17946327209472657,-1.7509454488754272,13.886149406433105,13.886149406433105,0.41112467646598816,-0.27399498224258423,0.0645725354552269,11889.7587890625,389.752197265625,11500.0068359375,10311.7890625,451.8211669921875,9859.9677734375,0.13271671533584595,-0.15925239026546478,0.1426120102405548,13.271671533584595,72.94494426250458,49.070586800575256,17.946327209472656,70.59795834869146,70.59795834869146,greedy,17.946327209472656,0.0,heuristic_recall_pool
19,N8687,observe,-0.7767685651779175,-0.7767685651779175,23.287460327148438,0.23287460327148438,-2.029404401779175,19.33343505859375,19.33343505859375,0.6080656051635742,-0.4199761748313904,0.15644223988056183,10311.77734375,451.81524658203125,9859.9619140625,9716.8525390625,1298.051513671875,8418.80078125,0.0576937198638916,-1.0,0.1461629569530487,5.76937198638916,103.42745590209961,71.46178436279297,23.287460327148438,93.8854186758399,93.8854186758399,greedy,23.287460327148438,0.0,heuristic_recall_pool
20,N8644,observe,-1.0553159713745117,-1.0553159713745117,30.382190704345703,0.303821907043457,-2.376281261444092,26.964599609375,26.964599609375,0.8546212911605835,-0.6586830615997314,0.30714333057403564,9716.87890625,1298.07861328125,8418.80078125,11514.91015625,5344.326171875,6170.58447265625,-0.18504205346107483,-1.0,0.26704710721969604,-18.504205346107483,142.80891942977905,99.79882669448853,30.382190704345703,124.2676093801856,124.2676093801856,greedy,30.382190704345703,0.0,heuristic_recall_pool
21,N8682,observe,-1.4642035961151123,-1.4642035961151123,39.57341003417969,0.3957341003417969,-2.8879828453063965,37.13673782348633,37.13673782348633,1.1697161197662354,-0.9909454584121704,0.5099543929100037,11515.30078125,5344.716796875,6170.58447265625,28182.08984375,25384.28515625,2797.8056640625,-1.0,-1.0,0.5465898513793945,-100.0,193.68175983428955,136.14914894104004,39.57341003417969,163.8410194143653,163.8410194143653,greedy,39.57341003417969,0.0,heuristic_recall_pool
22,N34078,observe,-2.1454155445098877,-2.1454155445098877,51.946048736572266,0.5194604873657227,-3.534430980682373,51.348941802978516,51.348941802978516,1.569250464439392,-1.443354606628418,0.7888365983963013,28181.12890625,25383.322265625,2797.8056640625,53063.1171875,52915.37890625,147.7399139404297,-0.8829308748245239,-1.0,0.9471943378448486,-88.29308748245239,260.22003698349,182.7487940788269,51.946048736572266,215.78706815093756,215.78706815093756,greedy,51.946048736572266,0.0,heuristic_recall_pool
23,N8672,observe,-2.9712345600128174,-2.9712345600128174,67.00104522705078,0.6700104522705078,-4.019595623016357,69.0519027709961,67.00104522705078,2.112356424331665,-2.0672786235809326,1.2078276872634888,53063.63671875,52915.8984375,147.7399139404297,73264.9140625,73264.8203125,0.09656000137329102,-0.3806990683078766,-0.38455215096473694,0.9993464350700378,-38.06990683078766,347.2885904312134,245.24887943267822,67.00104522705078,282.78811337798834,282.78811337798834,greedy,67.00104522705078,0.0,heuristic_recall_pool
24,N8662,observe,-4.265524864196777,-4.265524864196777,86.38066101074219,0.8638066101074219,-4.132791042327881,92.73686981201172,86.38066101074219,2.6138150691986084,-2.9841322898864746,1.6268218755722046,73264.9140625,73264.8203125,0.09656000137329102,83438.34375,83438.34375,0.0010272415820509195,-0.1388581395149231,-0.1388595998287201,0.09553276002407074,-13.88581395149231,440.49903774261475,306.1608896255493,86.38066101074219,369.1687743887305,369.1687743887305,greedy,86.38066101074219,0.0,heuristic_recall_pool
25,N8667,observe,-5.523456573486328,-5.523456573486328,110.80326080322266,1.1080326080322265,-4.1682047843933105,122.8387222290039,110.80326080322266,3.259882926940918,-4.191760063171387,2.2094972133636475,83438.34375,83438.34375,0.0010272415820509195,86369.171875,86369.171875,3.0208811949705705e-06,-0.03512567654252052,-0.03512567654252052,0.0010242207208648324,-3.5125676542520523,559.6302757263184,384.39878845214844,110.80326080322266,479.9720351919532,479.9720351919532,greedy,110.80326080322266,0.0,heuristic_recall_pool
26,N8677,observe,-7.0476555824279785,-7.0476555824279785,141.3804931640625,1.413804931640625,-4.226316452026367,160.7029571533203,141.3804931640625,3.9269309043884277,-5.64904260635376,2.992023229598999,86369.171875,86369.171875,3.0208811949705705e-06,86380.0,86380.0,1.7150554310063626e-09,-0.00012537025031633675,-0.00012537025031633675,3.019166115336702e-06,-0.012537025031633675,694.7765407562256,468.2139530181885,141.3804931640625,621.3525283560157,621.3525283560157,greedy,141.3804931640625,0.0,heuristic_recall_pool
27,N21039,observe,-9.077881813049316,-9.077881813049316,179.46473693847656,1.7946473693847655,-4.32318115234375,208.00914001464844,179.46473693847656,4.818350315093994,-7.553831100463867,3.9417810440063477,86380.0,86380.0,1.7150556530509675e-09,86380.0,86380.0,1.3071855609666366e-13,0.0,0.0,1.7149249798009691e-09,0.0,869.3089084625244,578.7035007476807,179.46473693847656,800.8172652944922,800.8172652944922,greedy,179.46473693847656,0.0,heuristic_recall_pool
28,N21048,observe,-11.572309494018555,-11.572309494018555,227.13150024414062,2.271315002441406,-4.697495937347412,267.0613708496094,227.13150024414062,5.887250900268555,-9.931379318237305,5.1654133796691895,86380.0,86380.0,1.3071855609666366e-13,86380.0,86380.0,7.86828932815101e-19,0.0,0.0,1.307177700500886e-13,0.0,1082.9179611206055,712.273307800293,227.13150024414062,1027.9487655386329,1027.9487655386329,greedy,227.13150024414062,0.0,heuristic_recall_pool
29,N22482,observe,-14.699495315551758,-14.699495315551758,286.73486328125,2.8673486328125,-5.131927013397217,341.0277099609375,286.73486328125,7.21530294418335,-12.922357559204102,6.702371120452881,86380.0,86380.0,7.86828932815101e-19,86380.0,86380.0,1.9781421825134858e-25,0.0,0.0,7.868287260199479e-19,0.0,1349.2928676605225,878.4709377288818,286.73486328125,1314.6836288198829,1314.6836288198829,greedy,286.73486328125,0.0,heuristic_recall_pool
30,N1442,observe,-18.614351272583008,-18.614351272583008,361.2970886230469,3.612970886230469,-5.639309406280518,433.66571044921875,361.2970886230469,8.867685317993164,-16.6821231842041,8.632182121276855,86380.0,86380.0,1.9781421825134858e-25,86380.0,86380.0,9.09516713429667e-34,0.0,0.0,1.9781421825134858e-25,0.0,1681.731330871582,1085.5092315673828,361.2970886230469,1675.9807174429297,1675.9807174429297,greedy,361.2970886230469,0.0,heuristic_recall_pool
31,N22470,observe,-23.407634735107422,-23.407634735107422,454.58013916015625,4.545801391601563,-6.235917568206787,549.7467041015625,454.58013916015625,10.92552661895752,-21.405000686645508,11.054054260253906,86380.0,86380.0,9.09516713429667e-34,86380.0,86380.0,0.0,0.0,0.0,9.09516713429667e-34,0.0,2096.8795051574707,1343.6343727111816,454.58013916015625,2130.560856603086,2130.560856603086,greedy,454.58013916015625,0.0,heuristic_recall_pool
32,N1437,observe,-29.369131088256836,-29.369131088256836,571.27734375,5.7127734375,-6.942946910858154,695.1553344726562,571.27734375,13.478062629699707,-27.39591407775879,14.163764953613281,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,2614.238941192627,1664.4144325256348,571.27734375,2701.838200353086,2701.838200353086,greedy,571.27734375,0.0,heuristic_recall_pool
33,N22446,observe,-36.81365966796875,-36.81365966796875,717.1678466796875,7.171678466796875,-7.786729335784912,877.1389770507812,717.1678466796875,16.65111541748047,-34.948265075683594,18.107135772705078,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,3259.4183654785156,2063.688247680664,717.1678466796875,3419.0060470327735,3419.0060470327735,greedy,717.1678466796875,0.0,heuristic_recall_pool
34,N21047,observe,-46.116050720214844,-46.116050720214844,899.63134765625,8.9963134765625,-8.798656463623047,1104.8106689453125,899.63134765625,20.608293533325195,-44.420658111572266,23.053112030029297,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,4065.271369934082,2561.93985748291,899.63134765625,4318.6373946890235,4318.6373946890235,greedy,899.63134765625,0.0,heuristic_recall_pool
35,N21038,observe,-57.742584228515625,-57.742584228515625,1127.8525390625,11.278525390625,-10.019458770751953,1389.5584716796875,1127.8525390625,25.545896530151367,-56.29640579223633,29.25404930114746,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,5072.000663757324,3183.9424057006836,1127.8525390625,5446.4899337515235,5446.4899337515235,greedy,1127.8525390625,0.0,heuristic_recall_pool
36,N22458,observe,-72.27130126953125,-72.27130126953125,1413.2205810546875,14.132205810546875,-11.499958038330078,1745.817138671875,1413.2205810546875,31.70723533630371,-71.17498779296875,37.02275466918945,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,6329.761253356934,3960.4829635620117,1413.2205810546875,6859.710514806211,6859.710514806211,greedy,1413.2205810546875,0.0,heuristic_recall_pool
37,N21945,observe,-90.43192291259766,-90.43192291259766,1770.133056640625,17.70133056640625,-13.302101135253906,2191.62255859375,1770.133056640625,39.40055847167969,-89.81449890136719,46.75552749633789,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,7901.811462402344,4930.4947509765625,1770.133056640625,8629.843571446836,8629.843571446836,greedy,1770.133056640625,0.0,heuristic_recall_pool
38,N21936,observe,-113.144775390625,-113.144775390625,2216.372314453125,22.16372314453125,-15.505889892578125,2749.22216796875,2216.372314453125,49.00524139404297,-113.14987182617188,58.940155029296875,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,9866.118621826172,6141.922760009766,2216.372314453125,10846.215885899961,10846.215885899961,greedy,2216.372314453125,0.0,heuristic_recall_pool
39,N22420,observe,-141.79660034179688,-141.79660034179688,2774.4365234375,27.744365234375,-18.208763122558594,3446.794189453125,2774.4365234375,60.97277069091797,-142.39601135253906,74.22105407714844,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,12318.507781982422,7652.584747314453,2774.4365234375,13620.652409337461,13620.652409337461,greedy,2774.4365234375,0.0,heuristic_recall_pool
40,N22433,observe,-177.63461303710938,-177.63461303710938,3472.373046875,34.72373046875,-21.53228759765625,4319.46044921875,3472.373046875,75.90744018554688,-179.0216522216797,93.36520385742188,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,15382.577514648438,9538.702392578125,3472.373046875,17093.02545621246,17093.02545621246,greedy,3472.373046875,0.0,heuristic_recall_pool
41,N22481,observe,-222.45584106445312,-222.45584106445312,4345.2236328125,43.452236328125,-25.63079833984375,5411.09423828125,4345.2236328125,94.56742095947266,-224.86398315429688,117.3277359008789,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,19213.059967041016,11895.821563720703,4345.2236328125,21438.24908902496,21438.24908902496,greedy,4345.2236328125,0.0,heuristic_recall_pool
42,N22469,observe,-278.66595458984375,-278.66595458984375,5436.798828125,54.36798828125,-30.696090698242188,6776.5517578125,5436.798828125,117.8851089477539,-282.2335510253906,147.31642150878906,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,24001.86148071289,14841.848541259766,5436.798828125,26875.04791714996,26875.04791714996,greedy,5436.798828125,0.0,heuristic_recall_pool
43,N1241,observe,-349.6012878417969,-349.6012878417969,6809.70068359375,68.0970068359375,-36.935943603515625,8494.388671875,6809.70068359375,147.19642639160156,-354.4186706542969,185.077880859375,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,30023.731994628906,18545.664978027344,6809.70068359375,33684.74860074371,33684.74860074371,greedy,6809.70068359375,0.0,heuristic_recall_pool
44,N38623,observe,-437.7605285644531,-437.7605285644531,8518.4892578125,85.184892578125,-44.7855224609375,10632.3857421875,8518.4892578125,183.6486358642578,-444.3316345214844,232.05442810058594,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,37515.73858642578,23152.58233642578,8518.4892578125,42203.23785855621,42203.23785855621,greedy,8518.4892578125,0.0,heuristic_recall_pool
45,N22445,observe,-548.1184692382812,-548.1184692382812,10655.705078125,106.55705078125,-54.454345703125,13306.986328125,10655.705078125,229.2283477783203,-556.8235473632812,290.85797119140625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,46885.52618408203,28913.50762939453,10655.705078125,52858.94293668121,52858.94293668121,greedy,10655.705078125,0.0,heuristic_recall_pool
46,N38593,observe,-686.1502685546875,-686.1502685546875,13328.513671875,133.28513671875,-66.47174072265625,16652.177734375,13328.513671875,286.2080383300781,-697.5516967773438,364.4243469238281,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,58601.49523925781,36115.97668457031,13328.513671875,66187.45660855621,66187.45660855621,greedy,13328.513671875,0.0,heuristic_recall_pool
47,N22457,observe,-858.790283203125,-858.790283203125,16671.08203125,166.7108203125,-81.42584228515625,20835.947265625,16671.08203125,357.4424133300781,-873.5921020507812,456.4518737792969,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,73251.27062988281,45120.99865722656,16671.08203125,82858.53863980621,82858.53863980621,greedy,16671.08203125,0.0,heuristic_recall_pool
48,N14782,observe,-1074.703369140625,-1074.703369140625,20851.19921875,208.5119921875,-99.95843505859375,26068.396484375,20851.19921875,446.5022277832031,-1093.796142578125,571.56640625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,91569.81848144531,56380.12170410156,20851.19921875,103709.73785855621,103709.73785855621,greedy,20851.19921875,0.0,heuristic_recall_pool
49,N1440,observe,-1344.7474365234375,-1344.7474365234375,26078.810546875,260.78810546875,-122.74749755859375,32612.421875,26078.810546875,557.8545532226562,-1369.232666015625,715.5570068359375,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,114476.68774414062,70458.26342773438,26078.810546875,129788.54840543121,129788.54840543121,greedy,26078.810546875,0.0,heuristic_recall_pool
50,N1435,observe,-1682.48193359375,-1682.48193359375,32616.412109375,326.16412109375,-151.14349365234375,40796.703125,32616.412109375,697.0846557617188,-1713.7464599609375,895.6608276367188,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,143121.58081054688,88061.74438476562,32616.412109375,162404.9605148062,162404.9605148062,greedy,32616.412109375,0.0,heuristic_recall_pool
51,N38608,observe,-2104.869140625,-2104.869140625,40792.25390625,407.9225390625,-186.54644775390625,51032.26953125,40792.25390625,871.1771240234375,-2144.650634765625,1120.927978515625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,178942.23583984375,110073.84326171875,40792.25390625,203197.2144210562,203197.2144210562,greedy,40792.25390625,0.0,heuristic_recall_pool
52,N38578,observe,-2633.123046875,-2633.123046875,51016.85546875,510.1685546875,-230.70770263671875,63833.1640625,51016.85546875,1088.86669921875,-2683.594970703125,1402.67724609375,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,223736.689453125,137599.1748046875,51016.85546875,254214.0698898062,254214.0698898062,greedy,51016.85546875,0.0,heuristic_recall_pool
53,N1439,observe,-3293.77587890625,-3293.77587890625,63803.62890625,638.0362890625,-285.81805419921875,79842.25,63803.62890625,1361.07763671875,-3357.656494140625,1755.064697265625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,279753.642578125,172019.2333984375,63803.62890625,318017.6987960562,318017.6987960562,greedy,63803.62890625,0.0,heuristic_recall_pool
54,N1434,observe,-4120.00732421875,-4120.00732421875,79794.6171875,797.946171875,-354.57537841796875,99863.5,79794.6171875,1701.4703369140625,-4200.69580078125,2195.792236328125,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,349805.15087890625,215061.56298828125,79794.6171875,397812.3159835562,397812.3159835562,greedy,79794.6171875,0.0,heuristic_recall_pool
55,N4490,observe,-5154.16748046875,-5154.16748046875,99807.125,998.07125,-440.37176513671875,124920.640625,99807.125,2127.4423828125,-5255.79638671875,2747.43310546875,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,437472.00390625,268926.1796875,99807.125,497619.4409835562,497619.4409835562,greedy,99807.125,0.0,heuristic_recall_pool
56,N29792,observe,-6446.80322265625,-6446.80322265625,124825.2265625,1248.252265625,-547.6984252929688,156245.015625,124825.2265625,2659.9091796875,-6574.912109375,3437.021728515625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,547061.16015625,336258.478515625,124825.2265625,622444.6675460562,622444.6675460562,greedy,124825.2265625,0.0,heuristic_recall_pool
57,N8745,observe,-8063.15576171875,-8063.15576171875,156107.34375,1561.0734375,-681.7160034179688,195413.03125,156107.34375,3325.66650390625,-8224.3818359375,4299.32177734375,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,684087.025390625,420446.744140625,156107.34375,778552.0112960562,778552.0112960562,greedy,156107.34375,0.0,heuristic_recall_pool
58,N8692,observe,-10084.67578125,-10084.67578125,195229.125,1952.29125,-849.1159057617188,244397.796875,195229.125,4158.240234375,-10287.298828125,5377.78759765625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,855450.9453125,525730.75390625,195229.125,973781.1362960562,973781.1362960562,greedy,195229.125,0.0,heuristic_recall_pool
59,__buf_split_19583,observe,-12613.2724609375,-12613.2724609375,244162.25,2441.6225,-1058.2730712890625,305668.21875,244162.25,5199.580078125,-12867.642578125,6726.791015625,86380.0,86380.0,0.0,86380.0,86380.0,0.0,0.0,0.0,0.0,0.0,1069788.4765625,657415.625,244162.25,1217943.3862960562,1217943.3862960562,greedy,244162.25,0.0,heuristic_recall_pool
