[b15-moe-decay/d64/a0.05] [gmean] 2026-07-21T15:31:40 out_dir=autoresearch/loop-260720-0945/model_training_round8/b15_selection/moe_long_decay/decay_64/alpha_0p05
[b15-moe-decay/d64/a0.05] [gmean] 2026-07-21T15:31:40 budgets=iscas99__b15_1:278
[b15-moe-decay/d64/a0.05] [gmean] 2026-07-21T15:31:40 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-moe-decay/d64/a0.05] [gmean] 2026-07-21T15:31:40 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=62 node=N2083 type=observe q_typed_reliable_context=1.019911 sequence=93.708786
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.358536 sequence=95.067323
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_reliable_context=0.840528 sequence=95.907851
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=1.081730 sequence=96.989581
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.100340 sequence=98.089922
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=0.803639 sequence=98.893561
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=68 node=N4606 type=control0 q_typed_reliable_context=0.801506 sequence=99.695067
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=69 node=N899 type=observe q_typed_reliable_context=1.004741 sequence=100.699808
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=70 node=N519 type=control1 q_typed_reliable_context=1.185763 sequence=101.885571
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=71 node=N2042 type=observe q_typed_reliable_context=0.957119 sequence=102.842690
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=72 node=N504 type=control1 q_typed_reliable_context=1.152672 sequence=103.995362
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_reliable_context=0.968389 sequence=104.963752
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=74 node=N5234 type=observe q_typed_reliable_context=0.984130 sequence=105.947882
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=75 node=N7590 type=control1 q_typed_reliable_context=0.860336 sequence=106.808217
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=76 node=N520 type=control1 q_typed_reliable_context=1.754516 sequence=108.562733
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=77 node=N516 type=control1 q_typed_reliable_context=1.497499 sequence=110.060232
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=78 node=N7532 type=observe q_typed_reliable_context=1.441986 sequence=111.502218
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=79 node=N7722 type=control0 q_typed_reliable_context=1.083117 sequence=112.585336
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=80 node=N4578 type=control0 q_typed_reliable_context=1.206047 sequence=113.791383
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_reliable_context=1.122941 sequence=114.914323
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=82 node=N1539 type=control0 q_typed_reliable_context=0.887674 sequence=115.801997
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=83 node=N7888 type=control1 q_typed_reliable_context=1.566057 sequence=117.368054
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=84 node=N7889 type=control1 q_typed_reliable_context=2.149504 sequence=119.517558
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.855253 sequence=121.372811
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=86 node=N7887 type=control1 q_typed_reliable_context=0.801746 sequence=122.174557
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=0.909673 sequence=123.084230
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=88 node=N3903 type=control0 q_typed_reliable_context=0.732786 sequence=123.817016
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=89 node=N3896 type=control0 q_typed_reliable_context=1.929631 sequence=125.746647
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=90 node=N7724 type=control0 q_typed_reliable_context=2.090885 sequence=127.837532
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=91 node=N7471 type=control0 q_typed_reliable_context=3.230511 sequence=131.068043
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=92 node=N3840 type=control0 q_typed_reliable_context=2.714843 sequence=133.782886
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=93 node=N7854 type=control0 q_typed_reliable_context=1.976387 sequence=135.759273
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=94 node=N4585 type=control0 q_typed_reliable_context=1.342502 sequence=137.101775
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=1.519421 sequence=138.621196
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=96 node=N7725 type=control0 q_typed_reliable_context=1.489342 sequence=140.110538
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_reliable_context=1.479935 sequence=141.590473
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=98 node=N7846 type=control0 q_typed_reliable_context=1.231364 sequence=142.821837
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_reliable_context=1.733382 sequence=144.555219
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=100 node=N614 type=control1 q_typed_reliable_context=1.362521 sequence=145.917740
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=101 node=N704 type=observe q_typed_reliable_context=1.658969 sequence=147.576709
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_reliable_context=2.382472 sequence=149.959181
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=103 node=N634 type=control1 q_typed_reliable_context=1.809390 sequence=151.768571
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=2.136476 sequence=153.905047
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=105 node=N7541 type=control0 q_typed_reliable_context=1.767931 sequence=155.672978
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=106 node=N620 type=control1 q_typed_reliable_context=1.775312 sequence=157.448290
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.463130 sequence=158.911419
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=108 node=N4520 type=control0 q_typed_reliable_context=1.702600 sequence=160.614020
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=109 node=N638 type=control1 q_typed_reliable_context=1.196104 sequence=161.810124
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=110 node=N4564 type=control0 q_typed_reliable_context=1.371759 sequence=163.181883
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=111 node=N7820 type=control0 q_typed_reliable_context=2.649191 sequence=165.831074
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=112 node=N4557 type=control0 q_typed_reliable_context=3.125120 sequence=168.956194
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=113 node=N3827 type=control0 q_typed_reliable_context=2.177047 sequence=171.133241
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=114 node=N7847 type=control0 q_typed_reliable_context=2.021594 sequence=173.154835
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=115 node=N3820 type=control0 q_typed_reliable_context=1.741348 sequence=174.896182
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=116 node=N7721 type=control0 q_typed_reliable_context=1.428925 sequence=176.325108
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=117 node=N3813 type=control0 q_typed_reliable_context=1.590302 sequence=177.915410
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=118 node=N5356 type=observe q_typed_reliable_context=1.401997 sequence=179.317407
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=119 node=N555 type=control1 q_typed_reliable_context=1.657075 sequence=180.974482
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=120 node=N7588 type=control1 q_typed_reliable_context=1.989904 sequence=182.964386
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=121 node=N3799 type=control0 q_typed_reliable_context=2.006005 sequence=184.970391
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=122 node=N7852 type=control0 q_typed_reliable_context=1.790881 sequence=186.761272
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=123 node=N3792 type=control0 q_typed_reliable_context=1.888170 sequence=188.649442
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=124 node=N7853 type=control0 q_typed_reliable_context=1.999748 sequence=190.649190
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=125 node=N7421 type=control1 q_typed_reliable_context=1.651607 sequence=192.300797
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=126 node=N7370 type=control1 q_typed_reliable_context=2.062590 sequence=194.363387
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=127 node=N3785 type=control0 q_typed_reliable_context=5.965032 sequence=200.328419
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=128 node=N7518 type=observe q_typed_reliable_context=3.416644 sequence=203.745062
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=129 node=N2580 type=control1 q_typed_reliable_context=1.363785 sequence=205.108847
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=130 node=N7537 type=observe q_typed_reliable_context=2.081744 sequence=207.190592
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=131 node=N7534 type=observe q_typed_reliable_context=1.877657 sequence=209.068248
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_reliable_context=1.974335 sequence=211.042583
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=133 node=N7535 type=observe q_typed_reliable_context=2.490071 sequence=213.532654
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.637001 sequence=215.169655
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=1.681448 sequence=216.851103
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_reliable_context=2.136760 sequence=218.987863
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.355078 sequence=220.342941
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=138 node=N3295 type=control1 q_typed_reliable_context=1.058880 sequence=221.401821
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=139 node=N642 type=control1 q_typed_reliable_context=1.970066 sequence=223.371887
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_reliable_context=1.591990 sequence=224.963877
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=141 node=N1552 type=observe q_typed_reliable_context=1.988968 sequence=226.952845
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=2.100387 sequence=229.053232
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=143 node=N5867 type=observe q_typed_reliable_context=1.541914 sequence=230.595146
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=144 node=N694 type=observe q_typed_reliable_context=3.523336 sequence=234.118481
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=145 node=N647 type=control1 q_typed_reliable_context=4.297519 sequence=238.416000
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=146 node=N1586 type=control1 q_typed_reliable_context=6.273634 sequence=244.689633
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=147 node=N3525 type=control1 q_typed_reliable_context=5.883128 sequence=250.572762
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=148 node=N2040 type=observe q_typed_reliable_context=2.519578 sequence=253.092340
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_reliable_context=2.753417 sequence=255.845757
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=150 node=N7402 type=observe q_typed_reliable_context=6.080495 sequence=261.926252
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=151 node=N2102 type=observe q_typed_reliable_context=4.851761 sequence=266.778013
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=152 node=N7613 type=observe q_typed_reliable_context=3.734676 sequence=270.512688
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=153 node=N7482 type=observe q_typed_reliable_context=2.583605 sequence=273.096293
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=154 node=N3180 type=control1 q_typed_reliable_context=1.799791 sequence=274.896084
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=155 node=N7624 type=observe q_typed_reliable_context=2.395760 sequence=277.291845
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=156 node=N2157 type=observe q_typed_reliable_context=2.372504 sequence=279.664349
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=157 node=N5617 type=observe q_typed_reliable_context=1.667642 sequence=281.331991
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=158 node=N4521 type=observe q_typed_reliable_context=0.969894 sequence=282.301885
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=159 node=N5627 type=observe q_typed_reliable_context=4.003082 sequence=286.304967
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=160 node=N7465 type=observe q_typed_reliable_context=2.936710 sequence=289.241677
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=161 node=N6948 type=observe q_typed_reliable_context=2.746040 sequence=291.987717
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=162 node=N3410 type=control1 q_typed_reliable_context=0.524302 sequence=292.512019
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=163 node=N3467 type=control1 q_typed_reliable_context=0.820934 sequence=293.332954
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=164 node=N2721 type=control1 q_typed_reliable_context=0.922751 sequence=294.255705
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=165 node=N2106 type=observe q_typed_reliable_context=1.113079 sequence=295.368784
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=166 node=N7385 type=observe q_typed_reliable_context=4.730151 sequence=300.098935
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=167 node=N2952 type=control1 q_typed_reliable_context=1.102434 sequence=301.201369
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=168 node=N6531 type=observe q_typed_reliable_context=1.332020 sequence=302.533390
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=169 node=N714 type=observe q_typed_reliable_context=2.266543 sequence=304.799932
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=170 node=N722 type=observe q_typed_reliable_context=2.624092 sequence=307.424024
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=171 node=N2149 type=observe q_typed_reliable_context=3.139598 sequence=310.563621
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=172 node=N7626 type=observe q_typed_reliable_context=1.482040 sequence=312.045661
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=173 node=N5877 type=observe q_typed_reliable_context=2.127639 sequence=314.173301
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=174 node=N7436 type=observe q_typed_reliable_context=1.789140 sequence=315.962440
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=175 node=N723 type=observe q_typed_reliable_context=2.169706 sequence=318.132146
[b15-moe-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=176 node=N7453 type=observe q_typed_reliable_context=0.669759 sequence=318.801905
