[b15-round2/typed_balanced/alpha_0p35] [gmean] 2026-07-20T18:54:08 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p35
[b15-round2/typed_balanced/alpha_0p35] [gmean] 2026-07-20T18:54:08 budgets=iscas99__b15_1:278
[b15-round2/typed_balanced/alpha_0p35] [gmean] 2026-07-20T18:54:08 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_balanced/alpha_0p35] [gmean] 2026-07-20T18:54:08 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=17 node=N2153 type=observe q_typed_residual_context=2.394604 sequence=38.703375
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=18 node=N2101 type=observe q_typed_residual_context=5.571932 sequence=44.275307
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=19 node=N1853 type=observe q_typed_residual_context=5.041122 sequence=49.316429
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=20 node=N1372 type=observe q_typed_residual_context=4.290982 sequence=53.607412
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=21 node=N1860 type=observe q_typed_residual_context=6.284571 sequence=59.891982
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=22 node=N1532 type=observe q_typed_residual_context=6.229107 sequence=66.121089
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=23 node=N582 type=control1 q_typed_residual_context=3.420851 sequence=69.541940
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=24 node=N496 type=control1 q_typed_residual_context=6.682186 sequence=76.224126
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=6.283215 sequence=82.507342
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.834741 sequence=89.342083
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=4.635125 sequence=93.977208
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=5.542870 sequence=99.520078
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=4.241791 sequence=103.761869
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=30 node=N3903 type=control0 q_typed_residual_context=1.134024 sequence=104.895893
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.713697 sequence=113.609590
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=32 node=N3896 type=control0 q_typed_residual_context=0.680632 sequence=114.290223
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=33 node=N4649 type=control0 q_typed_residual_context=6.449496 sequence=120.739719
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=34 node=N583 type=control1 q_typed_residual_context=0.865591 sequence=121.605310
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=0.974412 sequence=122.579722
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=36 node=N2042 type=observe q_typed_residual_context=0.713237 sequence=123.292959
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=37 node=N3889 type=control0 q_typed_residual_context=1.075979 sequence=124.368938
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=38 node=N4656 type=control0 q_typed_residual_context=3.112635 sequence=127.481573
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=39 node=N2040 type=observe q_typed_residual_context=1.114337 sequence=128.595910
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=40 node=N3882 type=control0 q_typed_residual_context=1.101236 sequence=129.697146
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=41 node=N3805 type=control0 q_typed_residual_context=1.135548 sequence=130.832694
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=42 node=N4663 type=control0 q_typed_residual_context=2.489212 sequence=133.321906
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=43 node=N7587 type=control1 q_typed_residual_context=1.342491 sequence=134.664396
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=44 node=N4606 type=control0 q_typed_residual_context=1.154854 sequence=135.819250
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=3.385627 sequence=139.204878
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=46 node=N4585 type=control0 q_typed_residual_context=1.061816 sequence=140.266693
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=47 node=N4677 type=control0 q_typed_residual_context=2.699219 sequence=142.965912
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=48 node=N713 type=observe q_typed_residual_context=2.290301 sequence=145.256212
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=49 node=N2079 type=observe q_typed_residual_context=2.170257 sequence=147.426469
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=50 node=N4684 type=control0 q_typed_residual_context=3.525644 sequence=150.952112
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=3.842654 sequence=154.794766
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=52 node=N4691 type=control0 q_typed_residual_context=5.220996 sequence=160.015762
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=2.892915 sequence=162.908676
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=54 node=N7411 type=control1 q_typed_residual_context=1.673497 sequence=164.582173
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=55 node=N4698 type=control0 q_typed_residual_context=4.117054 sequence=168.699227
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=56 node=N3911 type=control0 q_typed_residual_context=1.305550 sequence=170.004777
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=57 node=N4705 type=control0 q_typed_residual_context=2.832150 sequence=172.836927
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=58 node=N3862 type=control0 q_typed_residual_context=1.635052 sequence=174.471980
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=59 node=N4712 type=control0 q_typed_residual_context=3.821694 sequence=178.293673
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=60 node=N4716 type=control0 q_typed_residual_context=3.030751 sequence=181.324424
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=61 node=N7471 type=control0 q_typed_residual_context=1.933843 sequence=183.258267
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=62 node=N2102 type=observe q_typed_residual_context=2.448002 sequence=185.706269
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=3.045209 sequence=188.751478
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=64 node=N3848 type=control0 q_typed_residual_context=3.455449 sequence=192.206927
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=65 node=N2314 type=control1 q_typed_residual_context=3.556905 sequence=195.763832
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=66 node=N3827 type=control0 q_typed_residual_context=3.162480 sequence=198.926312
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=67 node=N3820 type=control0 q_typed_residual_context=3.352088 sequence=202.278400
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=68 node=N7923 type=control0 q_typed_residual_context=3.377681 sequence=205.656081
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=69 node=N7724 type=control0 q_typed_residual_context=7.400769 sequence=213.056850
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=70 node=N3813 type=control0 q_typed_residual_context=4.789214 sequence=217.846064
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=71 node=N3841 type=control0 q_typed_residual_context=4.608169 sequence=222.454233
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=72 node=N3897 type=control0 q_typed_residual_context=4.501746 sequence=226.955979
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=73 node=N5867 type=observe q_typed_residual_context=4.358819 sequence=231.314798
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=74 node=N3904 type=control0 q_typed_residual_context=2.389632 sequence=233.704430
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=75 node=N7722 type=control0 q_typed_residual_context=1.887073 sequence=235.591503
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=76 node=N3799 type=control0 q_typed_residual_context=2.222735 sequence=237.814238
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=77 node=N3681 type=control0 q_typed_residual_context=4.495344 sequence=242.309582
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=78 node=N3792 type=control0 q_typed_residual_context=1.810081 sequence=244.119662
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=79 node=N3785 type=control0 q_typed_residual_context=2.806409 sequence=246.926071
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=80 node=N3701 type=control0 q_typed_residual_context=3.576505 sequence=250.502576
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=81 node=N4557 type=control0 q_typed_residual_context=5.971135 sequence=256.473711
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=82 node=N4520 type=control0 q_typed_residual_context=5.966756 sequence=262.440467
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=83 node=N7723 type=control0 q_typed_residual_context=4.627816 sequence=267.068284
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=84 node=N7725 type=control0 q_typed_residual_context=5.651737 sequence=272.720020
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=4.413449 sequence=277.133469
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=6.249060 sequence=283.382529
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=87 node=N513 type=control1 q_typed_residual_context=6.550955 sequence=289.933483
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=88 node=N4564 type=control0 q_typed_residual_context=6.525176 sequence=296.458660
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=89 node=N3722 type=control0 q_typed_residual_context=2.816968 sequence=299.275627
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=90 node=N4578 type=control0 q_typed_residual_context=2.949253 sequence=302.224880
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=91 node=N2083 type=observe q_typed_residual_context=6.011937 sequence=308.236817
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=92 node=N504 type=control1 q_typed_residual_context=6.134557 sequence=314.371375
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=93 node=N7590 type=control1 q_typed_residual_context=3.783059 sequence=318.154434
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=94 node=N7875 type=control1 q_typed_residual_context=5.602546 sequence=323.756980
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=95 node=N1552 type=observe q_typed_residual_context=3.930765 sequence=327.687745
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=96 node=N7614 type=observe q_typed_residual_context=5.606655 sequence=333.294400
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=97 node=N694 type=observe q_typed_residual_context=6.063635 sequence=339.358034
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=98 node=N7401 type=observe q_typed_residual_context=5.445269 sequence=344.803304
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=99 node=N7679 type=observe q_typed_residual_context=4.199052 sequence=349.002356
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=100 node=N520 type=control1 q_typed_residual_context=5.055309 sequence=354.057665
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=101 node=N7421 type=control1 q_typed_residual_context=3.049761 sequence=357.107425
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=102 node=N516 type=control1 q_typed_residual_context=6.174668 sequence=363.282093
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=103 node=N7872 type=control1 q_typed_residual_context=2.063602 sequence=365.345696
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=104 node=N5603 type=observe q_typed_residual_context=5.346300 sequence=370.691996
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=105 node=N5740 type=observe q_typed_residual_context=4.761173 sequence=375.453168
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=106 node=N1533 type=control1 q_typed_residual_context=1.682305 sequence=377.135474
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=107 node=N2580 type=control1 q_typed_residual_context=1.883563 sequence=379.019037
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=108 node=N6538 type=observe q_typed_residual_context=1.466733 sequence=380.485770
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=109 node=N555 type=control1 q_typed_residual_context=3.448066 sequence=383.933836
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=110 node=N556 type=control1 q_typed_residual_context=4.080221 sequence=388.014057
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=111 node=N2157 type=observe q_typed_residual_context=4.278650 sequence=392.292707
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=112 node=N2106 type=observe q_typed_residual_context=1.644783 sequence=393.937489
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=113 node=N6531 type=observe q_typed_residual_context=1.645063 sequence=395.582552
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=114 node=N7402 type=observe q_typed_residual_context=3.501649 sequence=399.084201
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=115 node=N712 type=observe q_typed_residual_context=4.640796 sequence=403.724998
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=116 node=N7627 type=observe q_typed_residual_context=3.742032 sequence=407.467029
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=117 node=N5473 type=observe q_typed_residual_context=2.281349 sequence=409.748378
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=118 node=N2149 type=observe q_typed_residual_context=2.382700 sequence=412.131078
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=119 node=N7846 type=control0 q_typed_residual_context=6.285445 sequence=418.416524
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=120 node=N1411 type=control0 q_typed_residual_context=5.493962 sequence=423.910486
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=121 node=N7408 type=control0 q_typed_residual_context=6.316686 sequence=430.227172
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=122 node=N7541 type=control0 q_typed_residual_context=6.191728 sequence=436.418901
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=123 node=N7847 type=control0 q_typed_residual_context=4.788887 sequence=441.207788
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=124 node=N1879 type=observe q_typed_residual_context=7.031811 sequence=448.239598
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=125 node=N7385 type=observe q_typed_residual_context=7.238823 sequence=455.478422
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=126 node=N578 type=observe q_typed_residual_context=7.995374 sequence=463.473796
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=127 node=N7852 type=control0 q_typed_residual_context=3.667174 sequence=467.140970
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=128 node=N7853 type=control0 q_typed_residual_context=2.107891 sequence=469.248861
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=129 node=N8003 type=control0 q_typed_residual_context=1.897902 sequence=471.146763
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=130 node=N8005 type=control0 q_typed_residual_context=2.850614 sequence=473.997376
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=131 node=N5356 type=observe q_typed_residual_context=3.046919 sequence=477.044295
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=132 node=N3124 type=control1 q_typed_residual_context=1.997137 sequence=479.041433
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=133 node=N614 type=control1 q_typed_residual_context=2.692303 sequence=481.733735
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=134 node=N7870 type=control1 q_typed_residual_context=1.134775 sequence=482.868510
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=135 node=N634 type=control1 q_typed_residual_context=1.572118 sequence=484.440629
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=136 node=N3180 type=control1 q_typed_residual_context=1.641459 sequence=486.082088
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=137 node=N3352 type=control1 q_typed_residual_context=2.119521 sequence=488.201609
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=138 node=N610 type=control1 q_typed_residual_context=1.786331 sequence=489.987940
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=139 node=N7413 type=control1 q_typed_residual_context=0.882933 sequence=490.870873
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=140 node=N620 type=control1 q_typed_residual_context=1.713533 sequence=492.584406
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=141 node=N3410 type=control1 q_typed_residual_context=1.629474 sequence=494.213880
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=142 node=N638 type=control1 q_typed_residual_context=2.119468 sequence=496.333348
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=143 node=N1987 type=observe q_typed_residual_context=0.758940 sequence=497.092288
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=144 node=N6674 type=observe q_typed_residual_context=1.411719 sequence=498.504007
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=145 node=N715 type=observe q_typed_residual_context=1.183248 sequence=499.687255
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=146 node=N725 type=observe q_typed_residual_context=5.488668 sequence=505.175923
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=147 node=N714 type=observe q_typed_residual_context=6.863548 sequence=512.039471
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=148 node=N722 type=observe q_typed_residual_context=6.486267 sequence=518.525738
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=149 node=N703 type=observe q_typed_residual_context=6.899112 sequence=525.424850
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=150 node=N7436 type=observe q_typed_residual_context=5.994390 sequence=531.419240
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=151 node=N5877 type=observe q_typed_residual_context=4.202199 sequence=535.621439
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=152 node=N763 type=observe q_typed_residual_context=0.617383 sequence=536.238821
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=153 node=N723 type=observe q_typed_residual_context=3.941006 sequence=540.179827
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=154 node=N706 type=observe q_typed_residual_context=4.815595 sequence=544.995422
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=155 node=N7424 type=control1 q_typed_residual_context=4.025896 sequence=549.021318
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=156 node=N5456 type=observe q_typed_residual_context=3.689447 sequence=552.710765
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=157 node=N705 type=observe q_typed_residual_context=5.348539 sequence=558.059304
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=158 node=N5875 type=observe q_typed_residual_context=4.846641 sequence=562.905945
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=159 node=N3237 type=control1 q_typed_residual_context=3.796627 sequence=566.702572
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=160 node=N645 type=control1 q_typed_residual_context=7.245314 sequence=573.947886
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=161 node=N7405 type=observe q_typed_residual_context=4.288233 sequence=578.236119
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=162 node=N1598 type=observe q_typed_residual_context=2.270658 sequence=580.506777
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=163 node=N5422 type=observe q_typed_residual_context=4.327268 sequence=584.834045
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=164 node=N679 type=observe q_typed_residual_context=6.461776 sequence=591.295820
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=165 node=N6685 type=observe q_typed_residual_context=2.014463 sequence=593.310284
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=166 node=N5439 type=observe q_typed_residual_context=3.678260 sequence=596.988544
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=167 node=N616 type=control1 q_typed_residual_context=5.183938 sequence=602.172481
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=168 node=N5202 type=observe q_typed_residual_context=6.510595 sequence=608.683076
[b15-round2/typed_balanced/alpha_0p35] [plan iscas99__b15_1] [plan] step=169 node=N7382 type=observe q_typed_residual_context=7.654079 sequence=616.337155
