[b15-round2/typed_balanced/alpha_0p50] [gmean] 2026-07-20T18:54:08 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p50
[b15-round2/typed_balanced/alpha_0p50] [gmean] 2026-07-20T18:54:08 budgets=iscas99__b15_1:278
[b15-round2/typed_balanced/alpha_0p50] [gmean] 2026-07-20T18:54:08 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_balanced/alpha_0p50] [gmean] 2026-07-20T18:54:08 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=12 node=N5723 type=control0 q_typed_residual_context=1.817795 sequence=27.110028
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=13 node=N2081 type=observe q_typed_residual_context=1.394463 sequence=28.504491
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=14 node=N737 type=control1 q_typed_residual_context=2.065154 sequence=30.569646
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=15 node=N580 type=control1 q_typed_residual_context=3.190183 sequence=33.759828
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=16 node=N5203 type=control1 q_typed_residual_context=3.777331 sequence=37.537160
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=17 node=N2153 type=observe q_typed_residual_context=2.544648 sequence=40.081808
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=18 node=N2101 type=observe q_typed_residual_context=5.721707 sequence=45.803515
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=19 node=N1853 type=observe q_typed_residual_context=5.197168 sequence=51.000683
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=20 node=N1372 type=observe q_typed_residual_context=4.441552 sequence=55.442235
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=21 node=N1860 type=observe q_typed_residual_context=6.434921 sequence=61.877156
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=22 node=N1532 type=observe q_typed_residual_context=6.381015 sequence=68.258170
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=23 node=N496 type=control1 q_typed_residual_context=3.382137 sequence=71.640307
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=24 node=N582 type=control1 q_typed_residual_context=6.541059 sequence=78.181366
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=6.126199 sequence=84.307565
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.856256 sequence=91.163821
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=4.778014 sequence=95.941835
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=5.408975 sequence=101.350811
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=3.887580 sequence=105.238390
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=30 node=N3805 type=control0 q_typed_residual_context=1.252025 sequence=106.490416
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=31 node=N583 type=control1 q_typed_residual_context=6.634746 sequence=113.125162
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=32 node=N3896 type=control0 q_typed_residual_context=0.379575 sequence=113.504736
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=33 node=N4635 type=control0 q_typed_residual_context=6.279909 sequence=119.784645
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=34 node=N2044 type=observe q_typed_residual_context=1.599818 sequence=121.384463
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=35 node=N2042 type=observe q_typed_residual_context=1.131721 sequence=122.516185
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=36 node=N4649 type=control0 q_typed_residual_context=5.063431 sequence=127.579616
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=37 node=N2040 type=observe q_typed_residual_context=1.231199 sequence=128.810814
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=38 node=N3903 type=control0 q_typed_residual_context=1.161008 sequence=129.971823
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_residual_context=2.625543 sequence=132.597365
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=40 node=N3889 type=control0 q_typed_residual_context=1.195300 sequence=133.792665
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=41 node=N3882 type=control0 q_typed_residual_context=1.221680 sequence=135.014345
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=42 node=N4663 type=control0 q_typed_residual_context=2.211108 sequence=137.225454
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=43 node=N3911 type=control0 q_typed_residual_context=1.172648 sequence=138.398101
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=44 node=N3862 type=control0 q_typed_residual_context=1.216048 sequence=139.614149
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=3.248967 sequence=142.863117
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=46 node=N3855 type=control0 q_typed_residual_context=1.205351 sequence=144.068467
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=47 node=N4677 type=control0 q_typed_residual_context=3.068118 sequence=147.136585
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=48 node=N7411 type=control1 q_typed_residual_context=2.214906 sequence=149.351491
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=49 node=N4684 type=control0 q_typed_residual_context=3.373736 sequence=152.725226
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=2.910549 sequence=155.635776
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=51 node=N4691 type=control0 q_typed_residual_context=4.021560 sequence=159.657336
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=52 node=N724 type=observe q_typed_residual_context=1.762209 sequence=161.419545
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=53 node=N4698 type=control0 q_typed_residual_context=3.008576 sequence=164.428120
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=54 node=N3848 type=control0 q_typed_residual_context=1.369328 sequence=165.797448
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=55 node=N4705 type=control0 q_typed_residual_context=3.166785 sequence=168.964233
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=56 node=N2079 type=observe q_typed_residual_context=1.627039 sequence=170.591272
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=57 node=N4712 type=control0 q_typed_residual_context=3.855033 sequence=174.446305
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=58 node=N4716 type=control0 q_typed_residual_context=3.644135 sequence=178.090440
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=59 node=N704 type=observe q_typed_residual_context=2.851615 sequence=180.942055
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=60 node=N2102 type=observe q_typed_residual_context=1.982562 sequence=182.924617
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=61 node=N7471 type=control0 q_typed_residual_context=2.707348 sequence=185.631965
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=62 node=N3827 type=control0 q_typed_residual_context=2.374817 sequence=188.006782
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=63 node=N3820 type=control0 q_typed_residual_context=2.824037 sequence=190.830818
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=64 node=N3813 type=control0 q_typed_residual_context=2.949376 sequence=193.780195
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=65 node=N3799 type=control0 q_typed_residual_context=2.875882 sequence=196.656077
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=66 node=N3792 type=control0 q_typed_residual_context=2.646568 sequence=199.302646
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=67 node=N3785 type=control0 q_typed_residual_context=2.189935 sequence=201.492581
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=68 node=N3722 type=control0 q_typed_residual_context=2.139513 sequence=203.632094
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=69 node=N3701 type=control0 q_typed_residual_context=1.998821 sequence=205.630915
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=70 node=N4606 type=control0 q_typed_residual_context=1.804889 sequence=207.435804
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=71 node=N7923 type=control0 q_typed_residual_context=1.743990 sequence=209.179794
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=1.865549 sequence=211.045343
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_residual_context=1.773591 sequence=212.818934
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=74 node=N4585 type=control0 q_typed_residual_context=1.557286 sequence=214.376220
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=75 node=N4578 type=control0 q_typed_residual_context=1.515739 sequence=215.891960
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=76 node=N3904 type=control0 q_typed_residual_context=1.655469 sequence=217.547429
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=77 node=N7722 type=control0 q_typed_residual_context=2.039035 sequence=219.586464
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=78 node=N3681 type=control0 q_typed_residual_context=4.621936 sequence=224.208401
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=79 node=N5867 type=observe q_typed_residual_context=1.625923 sequence=225.834324
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=80 node=N7587 type=control1 q_typed_residual_context=2.291628 sequence=228.125951
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=81 node=N3840 type=control0 q_typed_residual_context=1.272906 sequence=229.398857
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=82 node=N7723 type=control0 q_typed_residual_context=2.763857 sequence=232.162714
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=83 node=N519 type=control1 q_typed_residual_context=5.201094 sequence=237.363809
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=84 node=N7725 type=control0 q_typed_residual_context=2.163005 sequence=239.526813
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=85 node=N7370 type=control1 q_typed_residual_context=4.206856 sequence=243.733669
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=86 node=N513 type=control1 q_typed_residual_context=4.339042 sequence=248.072712
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=6.493647 sequence=254.566359
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=88 node=N3897 type=control0 q_typed_residual_context=2.634529 sequence=257.200888
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=89 node=N4564 type=control0 q_typed_residual_context=3.665019 sequence=260.865906
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=90 node=N4520 type=control0 q_typed_residual_context=4.758877 sequence=265.624783
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=91 node=N4557 type=control0 q_typed_residual_context=5.725129 sequence=271.349912
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=92 node=N2083 type=observe q_typed_residual_context=2.590184 sequence=273.940096
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=93 node=N7875 type=control1 q_typed_residual_context=7.475024 sequence=281.415120
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=94 node=N5603 type=observe q_typed_residual_context=1.922407 sequence=283.337526
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=95 node=N2580 type=control1 q_typed_residual_context=5.874136 sequence=289.211662
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=96 node=N1552 type=observe q_typed_residual_context=2.345921 sequence=291.557583
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=97 node=N7627 type=observe q_typed_residual_context=5.906512 sequence=297.464095
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=98 node=N694 type=observe q_typed_residual_context=6.906756 sequence=304.370851
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=99 node=N520 type=control1 q_typed_residual_context=6.176952 sequence=310.547803
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=100 node=N7402 type=observe q_typed_residual_context=5.094198 sequence=315.642001
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=101 node=N516 type=control1 q_typed_residual_context=4.673190 sequence=320.315191
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=102 node=N7679 type=observe q_typed_residual_context=3.606868 sequence=323.922059
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=103 node=N5740 type=observe q_typed_residual_context=2.367340 sequence=326.289399
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=104 node=N7890 type=control1 q_typed_residual_context=1.031005 sequence=327.320404
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=105 node=N7421 type=control1 q_typed_residual_context=1.616825 sequence=328.937229
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=106 node=N7888 type=control1 q_typed_residual_context=2.115558 sequence=331.052787
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=107 node=N7887 type=control1 q_typed_residual_context=3.706895 sequence=334.759682
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=108 node=N7846 type=control0 q_typed_residual_context=6.517032 sequence=341.276713
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=109 node=N7408 type=control0 q_typed_residual_context=3.865549 sequence=345.142262
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=110 node=N7541 type=control0 q_typed_residual_context=3.887887 sequence=349.030149
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=111 node=N7885 type=control1 q_typed_residual_context=1.555994 sequence=350.586143
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=112 node=N555 type=control1 q_typed_residual_context=6.326799 sequence=356.912942
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=113 node=N556 type=control1 q_typed_residual_context=6.552950 sequence=363.465892
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=114 node=N1533 type=control1 q_typed_residual_context=1.367849 sequence=364.833740
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=115 node=N6674 type=observe q_typed_residual_context=2.167578 sequence=367.001319
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=116 node=N715 type=observe q_typed_residual_context=4.264143 sequence=371.265462
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=117 node=N5356 type=observe q_typed_residual_context=2.299153 sequence=373.564615
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=118 node=N7401 type=observe q_typed_residual_context=3.719183 sequence=377.283798
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=119 node=N2157 type=observe q_typed_residual_context=4.876520 sequence=382.160318
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=120 node=N7614 type=observe q_typed_residual_context=4.592918 sequence=386.753236
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=121 node=N5473 type=observe q_typed_residual_context=6.173420 sequence=392.926656
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=122 node=N3124 type=control1 q_typed_residual_context=3.573528 sequence=396.500185
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=123 node=N2149 type=observe q_typed_residual_context=6.435563 sequence=402.935747
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=124 node=N614 type=control1 q_typed_residual_context=5.171444 sequence=408.107191
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=125 node=N7852 type=control0 q_typed_residual_context=2.465070 sequence=410.572261
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=126 node=N8003 type=control0 q_typed_residual_context=6.146539 sequence=416.718800
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=127 node=N8005 type=control0 q_typed_residual_context=5.414677 sequence=422.133477
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=128 node=N7847 type=control0 q_typed_residual_context=5.487537 sequence=427.621014
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=129 node=N1411 type=control0 q_typed_residual_context=5.410066 sequence=433.031081
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=130 node=N7721 type=control0 q_typed_residual_context=5.508087 sequence=438.539168
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=131 node=N634 type=control1 q_typed_residual_context=6.925789 sequence=445.464957
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=132 node=N7728 type=control0 q_typed_residual_context=4.987957 sequence=450.452914
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=133 node=N3352 type=control1 q_typed_residual_context=3.844269 sequence=454.297183
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=134 node=N7727 type=control0 q_typed_residual_context=5.860109 sequence=460.157293
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=135 node=N7729 type=control0 q_typed_residual_context=2.744260 sequence=462.901552
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=136 node=N7736 type=control0 q_typed_residual_context=2.417730 sequence=465.319283
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=137 node=N638 type=control1 q_typed_residual_context=2.752260 sequence=468.071543
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=138 node=N7726 type=control0 q_typed_residual_context=2.230023 sequence=470.301566
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=139 node=N7424 type=control1 q_typed_residual_context=2.413339 sequence=472.714906
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=140 node=N3237 type=control1 q_typed_residual_context=2.489203 sequence=475.204109
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=141 node=N7385 type=observe q_typed_residual_context=2.927342 sequence=478.131450
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=142 node=N6531 type=observe q_typed_residual_context=2.957491 sequence=481.088941
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=143 node=N722 type=observe q_typed_residual_context=1.964343 sequence=483.053284
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=144 node=N714 type=observe q_typed_residual_context=1.663732 sequence=484.717016
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=145 node=N723 type=observe q_typed_residual_context=2.668577 sequence=487.385593
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=146 node=N7731 type=control0 q_typed_residual_context=2.440591 sequence=489.826184
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=147 node=N7877 type=control1 q_typed_residual_context=1.389137 sequence=491.215321
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=148 node=N3410 type=control1 q_typed_residual_context=3.565825 sequence=494.781146
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=149 node=N7820 type=control0 q_typed_residual_context=2.721438 sequence=497.502584
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=150 node=N645 type=control1 q_typed_residual_context=1.529581 sequence=499.032165
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=151 node=N7734 type=control0 q_typed_residual_context=2.682215 sequence=501.714380
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=152 node=N636 type=control1 q_typed_residual_context=2.905888 sequence=504.620268
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=153 node=N3467 type=control1 q_typed_residual_context=1.916463 sequence=506.536732
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=154 node=N3295 type=control1 q_typed_residual_context=2.126006 sequence=508.662738
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=155 node=N712 type=observe q_typed_residual_context=6.021051 sequence=514.683789
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=156 node=N620 type=control1 q_typed_residual_context=2.460269 sequence=517.144058
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=157 node=N649 type=control1 q_typed_residual_context=2.622133 sequence=519.766191
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=158 node=N642 type=control1 q_typed_residual_context=2.646831 sequence=522.413022
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=159 node=N630 type=control1 q_typed_residual_context=2.761705 sequence=525.174726
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=160 node=N616 type=control1 q_typed_residual_context=2.960743 sequence=528.135469
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=161 node=N610 type=control1 q_typed_residual_context=2.884664 sequence=531.020133
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=162 node=N647 type=control1 q_typed_residual_context=2.940971 sequence=533.961104
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=163 node=N1607 type=control1 q_typed_residual_context=2.871835 sequence=536.832939
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=164 node=N1586 type=control1 q_typed_residual_context=3.890159 sequence=540.723098
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=165 node=N5877 type=observe q_typed_residual_context=2.324714 sequence=543.047812
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=166 node=N3525 type=control1 q_typed_residual_context=3.496792 sequence=546.544604
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=167 node=N3180 type=control1 q_typed_residual_context=3.330905 sequence=549.875509
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=168 node=N2652 type=control1 q_typed_residual_context=3.462047 sequence=553.337557
[b15-round2/typed_balanced/alpha_0p50] [plan iscas99__b15_1] [plan] step=169 node=N7405 type=observe q_typed_residual_context=1.497361 sequence=554.834918
