[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p05
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 budgets=iscas99__b15_1:278
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_balanced/alpha_0p05] [gmean] 2026-07-20T18:54:08 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=41 node=N7883 type=control1 q_typed_residual_context=3.412295 sequence=178.212699
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=42 node=N7884 type=control1 q_typed_residual_context=3.305238 sequence=181.517938
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=43 node=N7882 type=control1 q_typed_residual_context=3.104520 sequence=184.622458
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=44 node=N7885 type=control1 q_typed_residual_context=3.117642 sequence=187.740100
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=45 node=N3903 type=control0 q_typed_residual_context=0.866906 sequence=188.607006
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_residual_context=1.485856 sequence=190.092862
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.131336 sequence=191.224198
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=48 node=N3896 type=control0 q_typed_residual_context=0.739947 sequence=191.964145
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=49 node=N4670 type=control0 q_typed_residual_context=0.976983 sequence=192.941128
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.418930 sequence=194.360058
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.777189 sequence=196.137247
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.656984 sequence=197.794231
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=53 node=N3889 type=control0 q_typed_residual_context=0.935472 sequence=198.729703
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=54 node=N3882 type=control0 q_typed_residual_context=0.948359 sequence=199.678062
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=55 node=N4684 type=control0 q_typed_residual_context=1.108854 sequence=200.786916
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=56 node=N3805 type=control0 q_typed_residual_context=1.026238 sequence=201.813154
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=57 node=N3722 type=control0 q_typed_residual_context=0.947989 sequence=202.761143
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=58 node=N4691 type=control0 q_typed_residual_context=0.987392 sequence=203.748535
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=59 node=N4698 type=control0 q_typed_residual_context=1.082545 sequence=204.831081
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=60 node=N3911 type=control0 q_typed_residual_context=1.020926 sequence=205.852007
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=61 node=N3862 type=control0 q_typed_residual_context=0.992078 sequence=206.844085
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=62 node=N4606 type=control0 q_typed_residual_context=1.164629 sequence=208.008715
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=63 node=N704 type=observe q_typed_residual_context=2.244230 sequence=210.252945
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=64 node=N4585 type=control0 q_typed_residual_context=0.963512 sequence=211.216457
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=65 node=N4716 type=control0 q_typed_residual_context=1.138978 sequence=212.355435
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=66 node=N4712 type=control0 q_typed_residual_context=1.254182 sequence=213.609616
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=67 node=N4705 type=control0 q_typed_residual_context=1.408783 sequence=215.018399
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=68 node=N7471 type=control0 q_typed_residual_context=1.322232 sequence=216.340631
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=69 node=N5234 type=observe q_typed_residual_context=1.298283 sequence=217.638915
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=70 node=N4578 type=control0 q_typed_residual_context=1.317054 sequence=218.955969
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=71 node=N5356 type=observe q_typed_residual_context=1.187537 sequence=220.143506
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=72 node=N4564 type=control0 q_typed_residual_context=1.448314 sequence=221.591820
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=73 node=N1437 type=observe q_typed_residual_context=1.333572 sequence=222.925392
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=74 node=N4557 type=control0 q_typed_residual_context=1.399238 sequence=224.324629
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=1.687366 sequence=226.011995
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=3.097642 sequence=229.109637
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=77 node=N519 type=control1 q_typed_residual_context=2.931882 sequence=232.041519
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=78 node=N7421 type=control1 q_typed_residual_context=1.447336 sequence=233.488855
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=79 node=N7370 type=control1 q_typed_residual_context=1.256575 sequence=234.745430
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=80 node=N3897 type=control0 q_typed_residual_context=1.454690 sequence=236.200121
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=81 node=N513 type=control1 q_typed_residual_context=1.872052 sequence=238.072172
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=82 node=N7872 type=control1 q_typed_residual_context=1.627839 sequence=239.700011
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=83 node=N504 type=control1 q_typed_residual_context=1.017921 sequence=240.717932
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=84 node=N7889 type=control1 q_typed_residual_context=0.982129 sequence=241.700061
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=85 node=N7890 type=control1 q_typed_residual_context=1.232894 sequence=242.932955
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=86 node=N7887 type=control1 q_typed_residual_context=1.261857 sequence=244.194812
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=87 node=N7888 type=control1 q_typed_residual_context=1.155291 sequence=245.350103
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=88 node=N7886 type=control1 q_typed_residual_context=1.137617 sequence=246.487720
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=89 node=N3904 type=control0 q_typed_residual_context=1.141867 sequence=247.629586
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.769819 sequence=249.399405
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.161582 sequence=251.560988
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=92 node=N3682 type=control0 q_typed_residual_context=1.851543 sequence=253.412530
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=93 node=N7722 type=control0 q_typed_residual_context=2.403591 sequence=255.816122
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=94 node=N4520 type=control0 q_typed_residual_context=1.437285 sequence=257.253407
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_residual_context=2.238587 sequence=259.491994
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=96 node=N516 type=control1 q_typed_residual_context=1.597306 sequence=261.089300
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=97 node=N7725 type=control0 q_typed_residual_context=1.984183 sequence=263.073483
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=1.402341 sequence=264.475824
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=99 node=N634 type=control1 q_typed_residual_context=1.811210 sequence=266.287034
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=100 node=N3848 type=control0 q_typed_residual_context=3.770661 sequence=270.057695
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=101 node=N7820 type=control0 q_typed_residual_context=3.435995 sequence=273.493691
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_residual_context=1.992180 sequence=275.485870
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=3.357903 sequence=278.843773
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=3.179044 sequence=282.022817
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=105 node=N614 type=control1 q_typed_residual_context=2.803784 sequence=284.826601
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=106 node=N1411 type=control0 q_typed_residual_context=2.588372 sequence=287.414973
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=107 node=N7852 type=control0 q_typed_residual_context=2.228822 sequence=289.643794
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=108 node=N3840 type=control0 q_typed_residual_context=2.682573 sequence=292.326367
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=109 node=N610 type=control1 q_typed_residual_context=3.889573 sequence=296.215940
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=110 node=N3827 type=control0 q_typed_residual_context=1.924134 sequence=298.140075
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=111 node=N7847 type=control0 q_typed_residual_context=2.740507 sequence=300.880582
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=112 node=N7853 type=control0 q_typed_residual_context=6.840126 sequence=307.720707
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=113 node=N7846 type=control0 q_typed_residual_context=5.020660 sequence=312.741368
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=114 node=N2083 type=observe q_typed_residual_context=2.380685 sequence=315.122053
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=115 node=N3820 type=control0 q_typed_residual_context=1.299673 sequence=316.421725
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=116 node=N620 type=control1 q_typed_residual_context=1.037299 sequence=317.459025
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=117 node=N3813 type=control0 q_typed_residual_context=1.000584 sequence=318.459608
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=118 node=N5603 type=observe q_typed_residual_context=3.490470 sequence=321.950078
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=119 node=N3799 type=control0 q_typed_residual_context=1.857636 sequence=323.807714
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=120 node=N555 type=control1 q_typed_residual_context=1.088921 sequence=324.896635
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=121 node=N5876 type=observe q_typed_residual_context=1.807574 sequence=326.704209
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=122 node=N2157 type=observe q_typed_residual_context=2.631186 sequence=329.335395
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=123 node=N556 type=control1 q_typed_residual_context=4.169913 sequence=333.505308
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=124 node=N520 type=control1 q_typed_residual_context=2.616069 sequence=336.121377
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=125 node=N7627 type=observe q_typed_residual_context=4.130400 sequence=340.251777
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=126 node=N7679 type=observe q_typed_residual_context=1.799387 sequence=342.051164
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=127 node=N638 type=control1 q_typed_residual_context=2.210272 sequence=344.261436
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=128 node=N3792 type=control0 q_typed_residual_context=2.805384 sequence=347.066821
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=129 node=N7402 type=observe q_typed_residual_context=2.501540 sequence=349.568361
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=130 node=N3785 type=control0 q_typed_residual_context=1.640417 sequence=351.208777
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=131 node=N2106 type=observe q_typed_residual_context=1.139594 sequence=352.348372
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=132 node=N694 type=observe q_typed_residual_context=4.105907 sequence=356.454279
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=133 node=N645 type=control1 q_typed_residual_context=1.662083 sequence=358.116362
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=134 node=N6674 type=observe q_typed_residual_context=1.030444 sequence=359.146806
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=135 node=N616 type=control1 q_typed_residual_context=1.027069 sequence=360.173874
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=0.950991 sequence=361.124865
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=137 node=N722 type=observe q_typed_residual_context=2.060643 sequence=363.185508
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=138 node=N5874 type=observe q_typed_residual_context=2.259480 sequence=365.444988
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=139 node=N7401 type=observe q_typed_residual_context=2.750264 sequence=368.195251
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=140 node=N2149 type=observe q_typed_residual_context=1.950690 sequence=370.145941
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=2.223534 sequence=372.369475
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=142 node=N5740 type=observe q_typed_residual_context=1.922394 sequence=374.291868
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=143 node=N2102 type=observe q_typed_residual_context=1.459940 sequence=375.751808
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=144 node=N712 type=observe q_typed_residual_context=2.245745 sequence=377.997553
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=145 node=N7385 type=observe q_typed_residual_context=1.435414 sequence=379.432967
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=146 node=N2580 type=control1 q_typed_residual_context=0.976653 sequence=380.409620
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=147 node=N6531 type=observe q_typed_residual_context=0.926289 sequence=381.335909
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=148 node=N5878 type=observe q_typed_residual_context=1.422582 sequence=382.758491
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=149 node=N714 type=observe q_typed_residual_context=2.319487 sequence=385.077977
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=150 node=N5473 type=observe q_typed_residual_context=1.296317 sequence=386.374295
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=151 node=N3467 type=control1 q_typed_residual_context=1.531633 sequence=387.905928
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=152 node=N3295 type=control1 q_typed_residual_context=1.039516 sequence=388.945444
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=153 node=N630 type=control1 q_typed_residual_context=0.912530 sequence=389.857973
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=154 node=N3410 type=control1 q_typed_residual_context=0.980715 sequence=390.838688
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=155 node=N642 type=control1 q_typed_residual_context=0.888964 sequence=391.727652
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=156 node=N649 type=control1 q_typed_residual_context=1.023375 sequence=392.751027
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=157 node=N3180 type=control1 q_typed_residual_context=0.930964 sequence=393.681991
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_residual_context=1.213318 sequence=394.895309
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=159 node=N1987 type=observe q_typed_residual_context=0.844836 sequence=395.740145
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=160 node=N715 type=observe q_typed_residual_context=2.218950 sequence=397.959096
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=161 node=N647 type=control1 q_typed_residual_context=2.138449 sequence=400.097545
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=162 node=N1586 type=control1 q_typed_residual_context=1.477901 sequence=401.575446
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=163 node=N3525 type=control1 q_typed_residual_context=0.934974 sequence=402.510420
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=164 node=N7405 type=observe q_typed_residual_context=0.859772 sequence=403.370192
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=165 node=N723 type=observe q_typed_residual_context=1.011814 sequence=404.382006
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=166 node=N703 type=observe q_typed_residual_context=1.414982 sequence=405.796988
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=167 node=N7454 type=observe q_typed_residual_context=2.272045 sequence=408.069033
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=168 node=N3701 type=control0 q_typed_residual_context=0.861124 sequence=408.930158
[b15-round2/typed_balanced/alpha_0p05] [plan iscas99__b15_1] [plan] step=169 node=N6678 type=observe q_typed_residual_context=1.936594 sequence=410.866752
