[b15-round2/typed_balanced/alpha_0p20] [gmean] 2026-07-20T18:54:08 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p20
[b15-round2/typed_balanced/alpha_0p20] [gmean] 2026-07-20T18:54:08 budgets=iscas99__b15_1:278
[b15-round2/typed_balanced/alpha_0p20] [gmean] 2026-07-20T18:54:08 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_balanced/alpha_0p20] [gmean] 2026-07-20T18:54:08 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=12 node=N5723 type=control0 q_typed_residual_context=1.340731 sequence=24.950717
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=13 node=N5203 type=control1 q_typed_residual_context=1.365057 sequence=26.315774
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=14 node=N2083 type=observe q_typed_residual_context=1.501933 sequence=27.817707
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=15 node=N3605 type=observe q_typed_residual_context=2.801379 sequence=30.619086
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=16 node=N2082 type=observe q_typed_residual_context=2.741910 sequence=33.360996
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=17 node=N1853 type=observe q_typed_residual_context=2.558452 sequence=35.919448
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=18 node=N737 type=control1 q_typed_residual_context=3.840365 sequence=39.759813
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=19 node=N1564 type=control1 q_typed_residual_context=2.743027 sequence=42.502841
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=20 node=N2101 type=observe q_typed_residual_context=5.955314 sequence=48.458154
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=21 node=N496 type=control1 q_typed_residual_context=3.249897 sequence=51.708051
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=22 node=N7516 type=observe q_typed_residual_context=2.572177 sequence=54.280228
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=23 node=N582 type=control1 q_typed_residual_context=5.786268 sequence=60.066496
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=24 node=N580 type=control1 q_typed_residual_context=2.137276 sequence=62.203772
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=25 node=N5234 type=observe q_typed_residual_context=1.083880 sequence=63.287651
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=26 node=N7511 type=control1 q_typed_residual_context=4.247656 sequence=67.535307
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_residual_context=7.027190 sequence=74.562497
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=3.928607 sequence=78.491104
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=29 node=N1372 type=observe q_typed_residual_context=2.096111 sequence=80.587215
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_residual_context=4.409450 sequence=84.996665
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=31 node=N2044 type=observe q_typed_residual_context=1.095282 sequence=86.091946
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=32 node=N4635 type=control0 q_typed_residual_context=6.315618 sequence=92.407565
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=33 node=N2042 type=observe q_typed_residual_context=3.140990 sequence=95.548555
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=34 node=N2040 type=observe q_typed_residual_context=4.366836 sequence=99.915391
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=35 node=N1532 type=observe q_typed_residual_context=4.378065 sequence=104.293456
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=36 node=N7891 type=control1 q_typed_residual_context=3.396702 sequence=107.690157
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=37 node=N4585 type=control0 q_typed_residual_context=0.916774 sequence=108.606931
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=4.916146 sequence=113.523078
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=39 node=N7411 type=control1 q_typed_residual_context=1.081363 sequence=114.604441
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=40 node=N3903 type=control0 q_typed_residual_context=1.022882 sequence=115.627323
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=41 node=N7881 type=control1 q_typed_residual_context=1.498145 sequence=117.125468
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=42 node=N4656 type=control0 q_typed_residual_context=2.316556 sequence=119.442024
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=43 node=N7882 type=control1 q_typed_residual_context=1.575407 sequence=121.017431
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=44 node=N3896 type=control0 q_typed_residual_context=1.247779 sequence=122.265210
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=45 node=N4663 type=control0 q_typed_residual_context=2.437313 sequence=124.702524
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=46 node=N713 type=observe q_typed_residual_context=2.325638 sequence=127.028161
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=47 node=N4670 type=control0 q_typed_residual_context=3.182966 sequence=130.211128
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=48 node=N724 type=observe q_typed_residual_context=1.798593 sequence=132.009721
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=49 node=N3701 type=control0 q_typed_residual_context=1.063450 sequence=133.073171
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=50 node=N4677 type=control0 q_typed_residual_context=2.655638 sequence=135.728809
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=51 node=N3889 type=control0 q_typed_residual_context=1.115109 sequence=136.843918
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=52 node=N7885 type=control1 q_typed_residual_context=1.272642 sequence=138.116560
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=53 node=N4684 type=control0 q_typed_residual_context=2.349064 sequence=140.465625
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=54 node=N3882 type=control0 q_typed_residual_context=1.311824 sequence=141.777449
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_residual_context=1.580146 sequence=143.357595
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=56 node=N704 type=observe q_typed_residual_context=1.582142 sequence=144.939737
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=57 node=N4698 type=control0 q_typed_residual_context=1.608607 sequence=146.548344
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_residual_context=1.192934 sequence=147.741278
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=59 node=N4705 type=control0 q_typed_residual_context=1.309064 sequence=149.050342
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=60 node=N4557 type=control0 q_typed_residual_context=1.146925 sequence=150.197267
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_residual_context=1.255224 sequence=151.452491
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.360574 sequence=152.813065
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=63 node=N4578 type=control0 q_typed_residual_context=1.186264 sequence=153.999329
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.264791 sequence=155.264120
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=65 node=N4564 type=control0 q_typed_residual_context=1.448627 sequence=156.712747
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=66 node=N3911 type=control0 q_typed_residual_context=1.627878 sequence=158.340625
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=67 node=N3862 type=control0 q_typed_residual_context=1.727569 sequence=160.068194
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=68 node=N3855 type=control0 q_typed_residual_context=1.779871 sequence=161.848066
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=69 node=N3848 type=control0 q_typed_residual_context=1.889276 sequence=163.737342
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=70 node=N4606 type=control0 q_typed_residual_context=1.866058 sequence=165.603400
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.905051 sequence=167.508450
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=1.902832 sequence=169.411283
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=73 node=N3841 type=control0 q_typed_residual_context=2.097758 sequence=171.509041
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=1.850473 sequence=173.359514
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=75 node=N3897 type=control0 q_typed_residual_context=1.999627 sequence=175.359141
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=76 node=N3904 type=control0 q_typed_residual_context=1.266517 sequence=176.625658
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=77 node=N7722 type=control0 q_typed_residual_context=1.743896 sequence=178.369554
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=78 node=N3827 type=control0 q_typed_residual_context=1.416250 sequence=179.785804
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=79 node=N5356 type=observe q_typed_residual_context=1.158241 sequence=180.944045
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=80 node=N3820 type=control0 q_typed_residual_context=2.767920 sequence=183.711965
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=81 node=N3813 type=control0 q_typed_residual_context=2.128496 sequence=185.840461
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=82 node=N3799 type=control0 q_typed_residual_context=1.780209 sequence=187.620670
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=83 node=N1411 type=control0 q_typed_residual_context=1.715962 sequence=189.336632
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=84 node=N7587 type=control1 q_typed_residual_context=1.697213 sequence=191.033845
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=2.219034 sequence=193.252879
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=86 node=N7725 type=control0 q_typed_residual_context=1.751598 sequence=195.004477
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=87 node=N513 type=control1 q_typed_residual_context=1.609113 sequence=196.613590
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=88 node=N7723 type=control0 q_typed_residual_context=1.505568 sequence=198.119158
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=89 node=N504 type=control1 q_typed_residual_context=1.835259 sequence=199.954417
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=90 node=N3792 type=control0 q_typed_residual_context=1.186766 sequence=201.141183
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=91 node=N7886 type=control1 q_typed_residual_context=0.794256 sequence=201.935439
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=92 node=N7887 type=control1 q_typed_residual_context=1.118037 sequence=203.053476
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=93 node=N3785 type=control0 q_typed_residual_context=1.580825 sequence=204.634301
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=94 node=N7888 type=control1 q_typed_residual_context=1.393461 sequence=206.027762
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=95 node=N7846 type=control0 q_typed_residual_context=2.257364 sequence=208.285126
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=96 node=N7408 type=control0 q_typed_residual_context=2.869125 sequence=211.154251
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=97 node=N7889 type=control1 q_typed_residual_context=1.827647 sequence=212.981898
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=98 node=N7541 type=control0 q_typed_residual_context=1.784514 sequence=214.766412
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=99 node=N4520 type=control0 q_typed_residual_context=2.158095 sequence=216.924507
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=100 node=N3681 type=control0 q_typed_residual_context=1.824448 sequence=218.748956
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=101 node=N7883 type=control1 q_typed_residual_context=2.727968 sequence=221.476923
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=102 node=N7884 type=control1 q_typed_residual_context=2.822484 sequence=224.299407
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=103 node=N7890 type=control1 q_typed_residual_context=2.943678 sequence=227.243085
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=104 node=N7590 type=control1 q_typed_residual_context=3.189430 sequence=230.432515
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=105 node=N7820 type=control0 q_typed_residual_context=3.336990 sequence=233.769505
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=106 node=N516 type=control1 q_typed_residual_context=5.893767 sequence=239.663272
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=107 node=N1533 type=control1 q_typed_residual_context=4.724720 sequence=244.387992
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=108 node=N7853 type=control0 q_typed_residual_context=6.620551 sequence=251.008543
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=109 node=N7370 type=control1 q_typed_residual_context=3.076589 sequence=254.085132
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=110 node=N7847 type=control0 q_typed_residual_context=8.246918 sequence=262.332050
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=111 node=N556 type=control1 q_typed_residual_context=2.958217 sequence=265.290267
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=112 node=N7854 type=control0 q_typed_residual_context=3.363360 sequence=268.653627
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=113 node=N555 type=control1 q_typed_residual_context=2.048555 sequence=270.702182
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=114 node=N614 type=control1 q_typed_residual_context=5.706417 sequence=276.408599
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=5.961878 sequence=282.370477
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=116 node=N520 type=control1 q_typed_residual_context=5.998942 sequence=288.369420
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=117 node=N3180 type=control1 q_typed_residual_context=3.529066 sequence=291.898485
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=118 node=N7852 type=control0 q_typed_residual_context=5.793980 sequence=297.692465
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=119 node=N5867 type=observe q_typed_residual_context=1.998010 sequence=299.690475
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=120 node=N5046 type=observe q_typed_residual_context=1.770439 sequence=301.460914
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=121 node=N2580 type=control1 q_typed_residual_context=2.234217 sequence=303.695131
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=122 node=N610 type=control1 q_typed_residual_context=3.918001 sequence=307.613132
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=123 node=N620 type=control1 q_typed_residual_context=6.899473 sequence=314.512605
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_residual_context=2.628017 sequence=317.140622
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=125 node=N638 type=control1 q_typed_residual_context=5.418717 sequence=322.559339
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=126 node=N3410 type=control1 q_typed_residual_context=5.919730 sequence=328.479069
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=127 node=N7424 type=control1 q_typed_residual_context=3.496822 sequence=331.975891
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=128 node=N5878 type=observe q_typed_residual_context=2.825530 sequence=334.801421
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=129 node=N5876 type=observe q_typed_residual_context=1.045043 sequence=335.846464
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=130 node=N7627 type=observe q_typed_residual_context=2.099622 sequence=337.946086
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=131 node=N5603 type=observe q_typed_residual_context=2.281458 sequence=340.227544
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=132 node=N7679 type=observe q_typed_residual_context=2.209241 sequence=342.436785
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=133 node=N7385 type=observe q_typed_residual_context=2.010589 sequence=344.447374
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=134 node=N722 type=observe q_typed_residual_context=2.781435 sequence=347.228809
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=135 node=N694 type=observe q_typed_residual_context=2.645125 sequence=349.873935
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_residual_context=2.732710 sequence=352.606645
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=137 node=N616 type=control1 q_typed_residual_context=6.125021 sequence=358.731665
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=138 node=N2102 type=observe q_typed_residual_context=5.805762 sequence=364.537427
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=139 node=N636 type=control1 q_typed_residual_context=6.191056 sequence=370.728483
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=140 node=N7413 type=control1 q_typed_residual_context=5.803903 sequence=376.532386
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=141 node=N6531 type=observe q_typed_residual_context=5.189096 sequence=381.721482
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=142 node=N7872 type=control1 q_typed_residual_context=5.859529 sequence=387.581012
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=143 node=N7402 type=observe q_typed_residual_context=4.634623 sequence=392.215635
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=144 node=N2157 type=observe q_typed_residual_context=5.665903 sequence=397.881537
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=145 node=N2106 type=observe q_typed_residual_context=5.933996 sequence=403.815533
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=146 node=N578 type=observe q_typed_residual_context=5.731959 sequence=409.547492
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=147 node=N7421 type=control1 q_typed_residual_context=2.892032 sequence=412.439524
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=148 node=N630 type=control1 q_typed_residual_context=2.410272 sequence=414.849796
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=149 node=N642 type=control1 q_typed_residual_context=5.381457 sequence=420.231253
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=3.929738 sequence=424.160992
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=5.021499 sequence=429.182491
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=152 node=N7614 type=observe q_typed_residual_context=3.020681 sequence=432.203173
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=153 node=N3525 type=control1 q_typed_residual_context=2.188832 sequence=434.392004
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=154 node=N3295 type=control1 q_typed_residual_context=1.419065 sequence=435.811070
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=155 node=N2149 type=observe q_typed_residual_context=2.142844 sequence=437.953914
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=156 node=N6674 type=observe q_typed_residual_context=2.414515 sequence=440.368429
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=157 node=N1607 type=control1 q_typed_residual_context=3.303191 sequence=443.671619
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=158 node=N3467 type=control1 q_typed_residual_context=3.038895 sequence=446.710515
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=159 node=N7405 type=observe q_typed_residual_context=1.438614 sequence=448.149129
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=160 node=N5740 type=observe q_typed_residual_context=1.682227 sequence=449.831355
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_residual_context=1.285821 sequence=451.117177
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=162 node=N1586 type=control1 q_typed_residual_context=2.301454 sequence=453.418631
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=163 node=N723 type=observe q_typed_residual_context=3.699185 sequence=457.117816
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=164 node=N712 type=observe q_typed_residual_context=4.142361 sequence=461.260177
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=165 node=N647 type=control1 q_typed_residual_context=4.441068 sequence=465.701246
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=166 node=N7401 type=observe q_typed_residual_context=5.942095 sequence=471.643341
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=167 node=N725 type=observe q_typed_residual_context=5.748460 sequence=477.391801
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=168 node=N714 type=observe q_typed_residual_context=6.386123 sequence=483.777923
[b15-round2/typed_balanced/alpha_0p20] [plan iscas99__b15_1] [plan] step=169 node=N7454 type=observe q_typed_residual_context=2.461088 sequence=486.239012
