[b15-round2/typed_rank/alpha_0p35] [gmean] 2026-07-20T19:00:33 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p35
[b15-round2/typed_rank/alpha_0p35] [gmean] 2026-07-20T19:00:33 budgets=iscas99__b15_1:278
[b15-round2/typed_rank/alpha_0p35] [gmean] 2026-07-20T19:00:33 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_rank/alpha_0p35] [gmean] 2026-07-20T19:00:33 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=23 node=N582 type=control1 q_typed_residual_context=3.109901 sequence=73.301130
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=24 node=N496 type=control1 q_typed_residual_context=7.226657 sequence=80.527787
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=6.949708 sequence=87.477495
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=26 node=N7511 type=control1 q_typed_residual_context=2.174177 sequence=89.651672
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_residual_context=5.628863 sequence=95.280535
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=6.469599 sequence=101.750134
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_residual_context=4.769309 sequence=106.519443
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_residual_context=5.254250 sequence=111.773693
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=6.018560 sequence=117.792254
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=32 node=N3903 type=control0 q_typed_residual_context=0.306581 sequence=118.098835
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=33 node=N2044 type=observe q_typed_residual_context=0.556908 sequence=118.655743
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=34 node=N2042 type=observe q_typed_residual_context=1.083239 sequence=119.738983
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=35 node=N4649 type=control0 q_typed_residual_context=5.809579 sequence=125.548562
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=36 node=N3896 type=control0 q_typed_residual_context=0.945554 sequence=126.494116
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=37 node=N2040 type=observe q_typed_residual_context=1.206638 sequence=127.700754
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=38 node=N4656 type=control0 q_typed_residual_context=2.377564 sequence=130.078318
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=39 node=N3889 type=control0 q_typed_residual_context=1.090573 sequence=131.168891
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=40 node=N3882 type=control0 q_typed_residual_context=1.068088 sequence=132.236979
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=41 node=N3805 type=control0 q_typed_residual_context=1.153841 sequence=133.390819
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=42 node=N4663 type=control0 q_typed_residual_context=1.493952 sequence=134.884771
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=43 node=N7891 type=control1 q_typed_residual_context=1.357235 sequence=136.242006
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=44 node=N4606 type=control0 q_typed_residual_context=1.083132 sequence=137.325138
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=2.566801 sequence=139.891939
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=46 node=N7411 type=control1 q_typed_residual_context=1.556409 sequence=141.448347
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=47 node=N2314 type=control1 q_typed_residual_context=1.585359 sequence=143.033706
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=48 node=N3911 type=control0 q_typed_residual_context=1.078948 sequence=144.112654
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=49 node=N4677 type=control0 q_typed_residual_context=3.274795 sequence=147.387449
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=50 node=N4684 type=control0 q_typed_residual_context=2.692903 sequence=150.080353
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=51 node=N713 type=observe q_typed_residual_context=2.771842 sequence=152.852195
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=52 node=N2079 type=observe q_typed_residual_context=1.770706 sequence=154.622900
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=53 node=N4691 type=control0 q_typed_residual_context=2.903772 sequence=157.526673
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=54 node=N724 type=observe q_typed_residual_context=2.609480 sequence=160.136153
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=55 node=N4698 type=control0 q_typed_residual_context=3.234354 sequence=163.370507
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=56 node=N704 type=observe q_typed_residual_context=1.727670 sequence=165.098176
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=57 node=N3862 type=control0 q_typed_residual_context=1.182565 sequence=166.280741
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=58 node=N4705 type=control0 q_typed_residual_context=2.883410 sequence=169.164152
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=59 node=N4712 type=control0 q_typed_residual_context=2.515034 sequence=171.679186
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=60 node=N3855 type=control0 q_typed_residual_context=1.624673 sequence=173.303859
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=61 node=N4716 type=control0 q_typed_residual_context=3.293960 sequence=176.597819
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=62 node=N7471 type=control0 q_typed_residual_context=2.097894 sequence=178.695713
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=63 node=N2102 type=observe q_typed_residual_context=2.119568 sequence=180.815281
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=64 node=N3848 type=control0 q_typed_residual_context=2.156187 sequence=182.971468
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=65 node=N3827 type=control0 q_typed_residual_context=2.259102 sequence=185.230570
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=66 node=N3820 type=control0 q_typed_residual_context=2.291773 sequence=187.522343
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=67 node=N3813 type=control0 q_typed_residual_context=3.058886 sequence=190.581229
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=68 node=N3799 type=control0 q_typed_residual_context=2.221859 sequence=192.803088
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=69 node=N3792 type=control0 q_typed_residual_context=2.165465 sequence=194.968553
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=70 node=N3785 type=control0 q_typed_residual_context=2.067833 sequence=197.036386
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=71 node=N7923 type=control0 q_typed_residual_context=2.237560 sequence=199.273946
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=72 node=N7724 type=control0 q_typed_residual_context=3.019143 sequence=202.293089
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=73 node=N3701 type=control0 q_typed_residual_context=1.787715 sequence=204.080805
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=74 node=N3841 type=control0 q_typed_residual_context=1.694066 sequence=205.774870
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=75 node=N3722 type=control0 q_typed_residual_context=1.910648 sequence=207.685518
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=76 node=N3897 type=control0 q_typed_residual_context=1.916625 sequence=209.602144
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=77 node=N4585 type=control0 q_typed_residual_context=1.938482 sequence=211.540625
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=78 node=N3681 type=control0 q_typed_residual_context=4.790237 sequence=216.330863
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=79 node=N7722 type=control0 q_typed_residual_context=1.641707 sequence=217.972569
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=80 node=N5867 type=observe q_typed_residual_context=2.224622 sequence=220.197192
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=81 node=N7587 type=control1 q_typed_residual_context=2.512517 sequence=222.709709
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=82 node=N4564 type=control0 q_typed_residual_context=2.122528 sequence=224.832237
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=83 node=N7723 type=control0 q_typed_residual_context=1.782314 sequence=226.614551
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=84 node=N519 type=control1 q_typed_residual_context=3.989131 sequence=230.603682
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=85 node=N7725 type=control0 q_typed_residual_context=3.102907 sequence=233.706589
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=4.931705 sequence=238.638294
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=87 node=N513 type=control1 q_typed_residual_context=5.167553 sequence=243.805848
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=88 node=N504 type=control1 q_typed_residual_context=6.606996 sequence=250.412843
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=89 node=N4520 type=control0 q_typed_residual_context=3.356699 sequence=253.769542
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=90 node=N3904 type=control0 q_typed_residual_context=5.420942 sequence=259.190484
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=91 node=N4557 type=control0 q_typed_residual_context=4.304410 sequence=263.494893
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=92 node=N7875 type=control1 q_typed_residual_context=6.104471 sequence=269.599365
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=93 node=N4578 type=control0 q_typed_residual_context=4.136286 sequence=273.735651
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=94 node=N2083 type=observe q_typed_residual_context=2.452220 sequence=276.187871
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=95 node=N5603 type=observe q_typed_residual_context=2.665651 sequence=278.853522
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=96 node=N2580 type=control1 q_typed_residual_context=3.407235 sequence=282.260757
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=97 node=N5876 type=observe q_typed_residual_context=4.547946 sequence=286.808703
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=98 node=N520 type=control1 q_typed_residual_context=7.293971 sequence=294.102674
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=99 node=N7627 type=observe q_typed_residual_context=3.927143 sequence=298.029817
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=100 node=N694 type=observe q_typed_residual_context=4.724816 sequence=302.754633
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=101 node=N516 type=control1 q_typed_residual_context=4.438717 sequence=307.193351
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=102 node=N7401 type=observe q_typed_residual_context=3.925884 sequence=311.119235
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=103 node=N7679 type=observe q_typed_residual_context=2.633822 sequence=313.753057
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=104 node=N7421 type=control1 q_typed_residual_context=1.080987 sequence=314.834043
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=105 node=N7872 type=control1 q_typed_residual_context=1.399218 sequence=316.233262
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=106 node=N7889 type=control1 q_typed_residual_context=1.390058 sequence=317.623320
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=107 node=N7846 type=control0 q_typed_residual_context=6.233707 sequence=323.857027
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=108 node=N7408 type=control0 q_typed_residual_context=2.563468 sequence=326.420494
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=109 node=N7541 type=control0 q_typed_residual_context=3.298970 sequence=329.719465
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=110 node=N7732 type=control0 q_typed_residual_context=1.413720 sequence=331.133185
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=111 node=N555 type=control1 q_typed_residual_context=6.872759 sequence=338.005944
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=112 node=N556 type=control1 q_typed_residual_context=6.842673 sequence=344.848617
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=113 node=N7884 type=control1 q_typed_residual_context=1.064914 sequence=345.913531
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=114 node=N5740 type=observe q_typed_residual_context=4.817322 sequence=350.730853
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=115 node=N7883 type=control1 q_typed_residual_context=1.091958 sequence=351.822811
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=116 node=N8003 type=control0 q_typed_residual_context=5.499433 sequence=357.322244
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=117 node=N8005 type=control0 q_typed_residual_context=4.555137 sequence=361.877380
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=118 node=N7882 type=control1 q_typed_residual_context=1.757701 sequence=363.635081
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=119 node=N3124 type=control1 q_typed_residual_context=4.167882 sequence=367.802963
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=120 node=N614 type=control1 q_typed_residual_context=5.979090 sequence=373.782053
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=121 node=N634 type=control1 q_typed_residual_context=6.119085 sequence=379.901138
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=122 node=N3180 type=control1 q_typed_residual_context=4.133332 sequence=384.034470
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=123 node=N510 type=control1 q_typed_residual_context=6.297564 sequence=390.332033
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=124 node=N3352 type=control1 q_typed_residual_context=5.901773 sequence=396.233806
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=125 node=N610 type=control1 q_typed_residual_context=6.298496 sequence=402.532302
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=126 node=N620 type=control1 q_typed_residual_context=6.340854 sequence=408.873155
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=127 node=N3410 type=control1 q_typed_residual_context=5.209130 sequence=414.082285
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=128 node=N6674 type=observe q_typed_residual_context=2.144145 sequence=416.226430
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=129 node=N715 type=observe q_typed_residual_context=6.687580 sequence=422.914010
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=130 node=N638 type=control1 q_typed_residual_context=5.928442 sequence=428.842452
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=131 node=N5356 type=observe q_typed_residual_context=3.453817 sequence=432.296268
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=132 node=N7402 type=observe q_typed_residual_context=7.359821 sequence=439.656089
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=133 node=N5878 type=observe q_typed_residual_context=5.101362 sequence=444.757451
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=134 node=N2157 type=observe q_typed_residual_context=6.457826 sequence=451.215277
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=135 node=N7847 type=control0 q_typed_residual_context=2.906599 sequence=454.121876
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=136 node=N7852 type=control0 q_typed_residual_context=4.542880 sequence=458.664756
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=137 node=N1411 type=control0 q_typed_residual_context=5.168079 sequence=463.832835
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=138 node=N7820 type=control0 q_typed_residual_context=5.542062 sequence=469.374897
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=139 node=N7614 type=observe q_typed_residual_context=4.810639 sequence=474.185535
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=140 node=N7424 type=control1 q_typed_residual_context=7.576691 sequence=481.762226
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=141 node=N7853 type=control0 q_typed_residual_context=5.658892 sequence=487.421118
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=142 node=N7726 type=control0 q_typed_residual_context=4.784058 sequence=492.205177
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=143 node=N7730 type=control0 q_typed_residual_context=5.139768 sequence=497.344945
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=144 node=N645 type=control1 q_typed_residual_context=3.424864 sequence=500.769808
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=145 node=N616 type=control1 q_typed_residual_context=4.341603 sequence=505.111411
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=146 node=N636 type=control1 q_typed_residual_context=4.723237 sequence=509.834648
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=147 node=N7731 type=control0 q_typed_residual_context=3.888479 sequence=513.723127
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=148 node=N7735 type=control0 q_typed_residual_context=1.334623 sequence=515.057750
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=149 node=N7733 type=control0 q_typed_residual_context=2.794139 sequence=517.851890
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=150 node=N630 type=control1 q_typed_residual_context=1.799811 sequence=519.651701
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_residual_context=1.632109 sequence=521.283809
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=1.781889 sequence=523.065698
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=153 node=N3525 type=control1 q_typed_residual_context=1.557271 sequence=524.622969
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=154 node=N3467 type=control1 q_typed_residual_context=1.563707 sequence=526.186676
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=155 node=N722 type=observe q_typed_residual_context=3.051220 sequence=529.237895
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=156 node=N2149 type=observe q_typed_residual_context=3.346299 sequence=532.584194
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=157 node=N3295 type=control1 q_typed_residual_context=4.026820 sequence=536.611015
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=158 node=N647 type=control1 q_typed_residual_context=3.806236 sequence=540.417251
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=159 node=N1607 type=control1 q_typed_residual_context=2.273061 sequence=542.690311
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=160 node=N1586 type=control1 q_typed_residual_context=4.033399 sequence=546.723710
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=161 node=N5874 type=observe q_typed_residual_context=2.591223 sequence=549.314933
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=162 node=N6534 type=observe q_typed_residual_context=1.786970 sequence=551.101903
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=163 node=N7385 type=observe q_typed_residual_context=1.924297 sequence=553.026200
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=164 node=N723 type=observe q_typed_residual_context=2.573478 sequence=555.599678
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=165 node=N712 type=observe q_typed_residual_context=2.923181 sequence=558.522860
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=166 node=N5473 type=observe q_typed_residual_context=1.840670 sequence=560.363530
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=167 node=N714 type=observe q_typed_residual_context=3.753986 sequence=564.117516
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=168 node=N7405 type=observe q_typed_residual_context=1.587337 sequence=565.704853
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=169 node=N578 type=observe q_typed_residual_context=1.315169 sequence=567.020022
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=170 node=N7454 type=observe q_typed_residual_context=1.410776 sequence=568.430799
[b15-round2/typed_rank/alpha_0p35] [plan iscas99__b15_1] [plan] step=171 node=N1987 type=observe q_typed_residual_context=0.953274 sequence=569.384072
