[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_rank/alpha_0p50
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 budgets=iscas99__b15_1:278
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_rank/alpha_0p50] [gmean] 2026-07-20T19:00:33 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=23 node=N7516 type=observe q_typed_residual_context=3.203984 sequence=75.627079
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=24 node=N582 type=control1 q_typed_residual_context=7.579754 sequence=83.206833
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=25 node=N496 type=control1 q_typed_residual_context=3.873860 sequence=87.080693
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=2.444260 sequence=89.524952
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=5.595120 sequence=95.120073
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=5.909596 sequence=101.029669
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=5.231595 sequence=106.261264
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=30 node=N3896 type=control0 q_typed_residual_context=1.029552 sequence=107.290816
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=5.989431 sequence=113.280247
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=32 node=N3903 type=control0 q_typed_residual_context=0.820519 sequence=114.100767
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=33 node=N4649 type=control0 q_typed_residual_context=6.109740 sequence=120.210507
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=34 node=N583 type=control1 q_typed_residual_context=1.053042 sequence=121.263549
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=1.213008 sequence=122.476557
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=36 node=N2042 type=observe q_typed_residual_context=1.395984 sequence=123.872540
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=37 node=N2040 type=observe q_typed_residual_context=1.481427 sequence=125.353968
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=38 node=N4656 type=control0 q_typed_residual_context=2.649308 sequence=128.003275
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=39 node=N3889 type=control0 q_typed_residual_context=1.183956 sequence=129.187232
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=40 node=N3882 type=control0 q_typed_residual_context=1.173540 sequence=130.360772
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=41 node=N3805 type=control0 q_typed_residual_context=1.177584 sequence=131.538356
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=42 node=N4663 type=control0 q_typed_residual_context=1.694143 sequence=133.232499
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=43 node=N3911 type=control0 q_typed_residual_context=1.139626 sequence=134.372125
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=44 node=N3862 type=control0 q_typed_residual_context=1.121759 sequence=135.493884
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=2.685272 sequence=138.179156
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=46 node=N3855 type=control0 q_typed_residual_context=1.121567 sequence=139.300723
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=47 node=N4677 type=control0 q_typed_residual_context=2.948101 sequence=142.248825
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=48 node=N2079 type=observe q_typed_residual_context=2.324972 sequence=144.573797
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=49 node=N704 type=observe q_typed_residual_context=2.402652 sequence=146.976449
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=50 node=N4684 type=control0 q_typed_residual_context=4.858785 sequence=151.835234
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=7.471069 sequence=159.306303
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=52 node=N4691 type=control0 q_typed_residual_context=6.655765 sequence=165.962068
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=53 node=N4698 type=control0 q_typed_residual_context=4.552130 sequence=170.514198
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=54 node=N713 type=observe q_typed_residual_context=2.029085 sequence=172.543283
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=55 node=N7411 type=control1 q_typed_residual_context=1.693050 sequence=174.236333
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=56 node=N4705 type=control0 q_typed_residual_context=2.495774 sequence=176.732107
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_residual_context=1.362210 sequence=178.094317
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=58 node=N4712 type=control0 q_typed_residual_context=2.764249 sequence=180.858566
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=59 node=N4716 type=control0 q_typed_residual_context=2.140554 sequence=182.999120
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=60 node=N3827 type=control0 q_typed_residual_context=1.766851 sequence=184.765972
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=61 node=N7471 type=control0 q_typed_residual_context=2.260924 sequence=187.026895
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=62 node=N3820 type=control0 q_typed_residual_context=1.997179 sequence=189.024075
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=63 node=N2102 type=observe q_typed_residual_context=2.301315 sequence=191.325390
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=64 node=N3813 type=control0 q_typed_residual_context=2.323182 sequence=193.648572
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=65 node=N3799 type=control0 q_typed_residual_context=2.342380 sequence=195.990952
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=66 node=N2314 type=control1 q_typed_residual_context=2.588971 sequence=198.579923
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=67 node=N3792 type=control0 q_typed_residual_context=2.364246 sequence=200.944169
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=68 node=N3785 type=control0 q_typed_residual_context=3.428539 sequence=204.372708
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=69 node=N3701 type=control0 q_typed_residual_context=3.511533 sequence=207.884241
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=70 node=N3722 type=control0 q_typed_residual_context=3.613554 sequence=211.497795
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=71 node=N7923 type=control0 q_typed_residual_context=3.031196 sequence=214.528991
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=72 node=N5867 type=observe q_typed_residual_context=2.828219 sequence=217.357210
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=73 node=N578 type=observe q_typed_residual_context=4.397639 sequence=221.754849
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.658963 sequence=224.413812
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=75 node=N4585 type=control0 q_typed_residual_context=1.517377 sequence=225.931189
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=76 node=N4578 type=control0 q_typed_residual_context=1.597055 sequence=227.528245
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=77 node=N3904 type=control0 q_typed_residual_context=1.964703 sequence=229.492948
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_residual_context=2.240438 sequence=231.733386
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=79 node=N3840 type=control0 q_typed_residual_context=1.651178 sequence=233.384564
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=80 node=N3681 type=control0 q_typed_residual_context=4.532863 sequence=237.917427
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=81 node=N3897 type=control0 q_typed_residual_context=2.238500 sequence=240.155927
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=82 node=N7587 type=control1 q_typed_residual_context=2.847243 sequence=243.003170
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=83 node=N7723 type=control0 q_typed_residual_context=5.943507 sequence=248.946677
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=84 node=N519 type=control1 q_typed_residual_context=7.004772 sequence=255.951449
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=85 node=N7725 type=control0 q_typed_residual_context=4.033419 sequence=259.984868
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=6.295315 sequence=266.280183
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=87 node=N513 type=control1 q_typed_residual_context=6.915258 sequence=273.195441
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=88 node=N4520 type=control0 q_typed_residual_context=3.000751 sequence=276.196192
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=89 node=N4564 type=control0 q_typed_residual_context=6.382748 sequence=282.578940
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=90 node=N4606 type=control0 q_typed_residual_context=6.579625 sequence=289.158565
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_residual_context=6.839932 sequence=295.998497
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=92 node=N4557 type=control0 q_typed_residual_context=3.492675 sequence=299.491172
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=93 node=N2083 type=observe q_typed_residual_context=2.293158 sequence=301.784330
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=94 node=N5603 type=observe q_typed_residual_context=6.079306 sequence=307.863635
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=95 node=N1552 type=observe q_typed_residual_context=5.956941 sequence=313.820576
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=96 node=N7875 type=control1 q_typed_residual_context=6.724892 sequence=320.545469
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=97 node=N694 type=observe q_typed_residual_context=6.748253 sequence=327.293721
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=98 node=N2580 type=control1 q_typed_residual_context=6.151324 sequence=333.445045
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=99 node=N7401 type=observe q_typed_residual_context=6.462954 sequence=339.907999
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=100 node=N520 type=control1 q_typed_residual_context=6.552561 sequence=346.460559
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=101 node=N7627 type=observe q_typed_residual_context=3.453178 sequence=349.913738
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=102 node=N7679 type=observe q_typed_residual_context=4.205383 sequence=354.119120
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=103 node=N5740 type=observe q_typed_residual_context=1.864085 sequence=355.983205
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=104 node=N516 type=control1 q_typed_residual_context=7.254507 sequence=363.237712
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=105 node=N7421 type=control1 q_typed_residual_context=1.686844 sequence=364.924556
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=106 node=N7872 type=control1 q_typed_residual_context=0.947388 sequence=365.871944
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=107 node=N1533 type=control1 q_typed_residual_context=3.210560 sequence=369.082504
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=108 node=N6538 type=observe q_typed_residual_context=2.202449 sequence=371.284952
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=109 node=N555 type=control1 q_typed_residual_context=6.996208 sequence=378.281160
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=110 node=N5738 type=observe q_typed_residual_context=6.608549 sequence=384.889709
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=111 node=N6531 type=observe q_typed_residual_context=7.522294 sequence=392.412003
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=112 node=N556 type=control1 q_typed_residual_context=7.913035 sequence=400.325038
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=113 node=N722 type=observe q_typed_residual_context=6.663262 sequence=406.988300
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=114 node=N7436 type=observe q_typed_residual_context=5.119677 sequence=412.107977
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=115 node=N2157 type=observe q_typed_residual_context=6.703109 sequence=418.811086
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=116 node=N7614 type=observe q_typed_residual_context=3.081079 sequence=421.892164
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=117 node=N5473 type=observe q_typed_residual_context=4.935467 sequence=426.827631
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=118 node=N7846 type=control0 q_typed_residual_context=7.271082 sequence=434.098713
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=119 node=N2149 type=observe q_typed_residual_context=5.067298 sequence=439.166011
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=120 node=N7408 type=control0 q_typed_residual_context=3.585433 sequence=442.751444
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=121 node=N7736 type=control0 q_typed_residual_context=4.105558 sequence=446.857002
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=122 node=N7541 type=control0 q_typed_residual_context=7.197103 sequence=454.054105
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=123 node=N3124 type=control1 q_typed_residual_context=3.955762 sequence=458.009867
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=124 node=N7735 type=control0 q_typed_residual_context=3.468591 sequence=461.478458
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=125 node=N614 type=control1 q_typed_residual_context=8.422674 sequence=469.901131
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=126 node=N634 type=control1 q_typed_residual_context=6.903854 sequence=476.804985
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=127 node=N7734 type=control0 q_typed_residual_context=4.326755 sequence=481.131740
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=128 node=N3352 type=control1 q_typed_residual_context=4.871347 sequence=486.003087
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=129 node=N610 type=control1 q_typed_residual_context=7.710097 sequence=493.713184
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=130 node=N620 type=control1 q_typed_residual_context=6.933236 sequence=500.646420
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=131 node=N3180 type=control1 q_typed_residual_context=6.392842 sequence=507.039262
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=132 node=N3410 type=control1 q_typed_residual_context=5.264337 sequence=512.303599
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=133 node=N638 type=control1 q_typed_residual_context=4.593100 sequence=516.896699
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=134 node=N7733 type=control0 q_typed_residual_context=4.114350 sequence=521.011049
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=135 node=N7424 type=control1 q_typed_residual_context=7.187166 sequence=528.198215
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=136 node=N7732 type=control0 q_typed_residual_context=5.042619 sequence=533.240834
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=137 node=N7877 type=control1 q_typed_residual_context=7.694200 sequence=540.935033
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=138 node=N7731 type=control0 q_typed_residual_context=3.205374 sequence=544.140408
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=139 node=N7879 type=control1 q_typed_residual_context=5.185844 sequence=549.326252
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=140 node=N645 type=control1 q_typed_residual_context=5.788080 sequence=555.114332
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=141 node=N7892 type=control1 q_typed_residual_context=6.685468 sequence=561.799799
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=142 node=N616 type=control1 q_typed_residual_context=6.720009 sequence=568.519808
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=143 node=N636 type=control1 q_typed_residual_context=6.632930 sequence=575.152738
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=144 node=N7730 type=control0 q_typed_residual_context=4.795136 sequence=579.947874
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=145 node=N7729 type=control0 q_typed_residual_context=3.090806 sequence=583.038680
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=146 node=N7385 type=observe q_typed_residual_context=3.442781 sequence=586.481461
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=147 node=N7728 type=control0 q_typed_residual_context=2.380358 sequence=588.861819
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=148 node=N723 type=observe q_typed_residual_context=4.510403 sequence=593.372222
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=149 node=N630 type=control1 q_typed_residual_context=2.055607 sequence=595.427829
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=150 node=N642 type=control1 q_typed_residual_context=3.686285 sequence=599.114115
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=151 node=N3467 type=control1 q_typed_residual_context=3.251430 sequence=602.365545
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=152 node=N3295 type=control1 q_typed_residual_context=5.697376 sequence=608.062920
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=153 node=N649 type=control1 q_typed_residual_context=2.423653 sequence=610.486574
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=154 node=N3525 type=control1 q_typed_residual_context=4.165509 sequence=614.652082
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_residual_context=3.174835 sequence=617.826917
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_residual_context=3.515242 sequence=621.342159
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_residual_context=4.327106 sequence=625.669265
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=158 node=N8003 type=control0 q_typed_residual_context=1.302094 sequence=626.971359
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=159 node=N7820 type=control0 q_typed_residual_context=1.923796 sequence=628.895155
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=160 node=N1411 type=control0 q_typed_residual_context=6.112674 sequence=635.007828
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=161 node=N7727 type=control0 q_typed_residual_context=3.885488 sequence=638.893316
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=162 node=N7881 type=control1 q_typed_residual_context=3.232054 sequence=642.125370
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=163 node=N2652 type=control1 q_typed_residual_context=3.730730 sequence=645.856100
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=164 node=N712 type=observe q_typed_residual_context=3.865417 sequence=649.721517
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=165 node=N8027 type=control0 q_typed_residual_context=1.281348 sequence=651.002864
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=166 node=N7870 type=control1 q_typed_residual_context=2.122396 sequence=653.125260
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=167 node=N6673 type=observe q_typed_residual_context=5.560931 sequence=658.686191
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=168 node=N725 type=observe q_typed_residual_context=6.129312 sequence=664.815504
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=169 node=N715 type=observe q_typed_residual_context=4.651592 sequence=669.467096
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=170 node=N5356 type=observe q_typed_residual_context=4.042620 sequence=673.509716
[b15-round2/typed_rank/alpha_0p50] [plan iscas99__b15_1] [plan] step=171 node=N714 type=observe q_typed_residual_context=4.036582 sequence=677.546298
