[b15-round2/typed_balanced/alpha_0p10] [gmean] 2026-07-20T18:54:08 out_dir=autoresearch/loop-260720-0945/model_training_round2/b15_selection/typed_balanced/alpha_0p10
[b15-round2/typed_balanced/alpha_0p10] [gmean] 2026-07-20T18:54:08 budgets=iscas99__b15_1:278
[b15-round2/typed_balanced/alpha_0p10] [gmean] 2026-07-20T18:54:08 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-round2/typed_balanced/alpha_0p10] [gmean] 2026-07-20T18:54:08 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=3.911398 sequence=77.063031
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=29 node=N1372 type=observe q_typed_residual_context=1.996600 sequence=79.059631
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_residual_context=4.352827 sequence=83.412458
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=31 node=N2044 type=observe q_typed_residual_context=1.196844 sequence=84.609303
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=32 node=N4635 type=control0 q_typed_residual_context=6.215505 sequence=90.824808
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=33 node=N2042 type=observe q_typed_residual_context=3.239441 sequence=94.064248
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=34 node=N2040 type=observe q_typed_residual_context=4.464552 sequence=98.528800
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=35 node=N1532 type=observe q_typed_residual_context=4.278326 sequence=102.807126
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=36 node=N7891 type=control1 q_typed_residual_context=3.408303 sequence=106.215429
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=37 node=N4564 type=control0 q_typed_residual_context=0.849544 sequence=107.064973
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=4.814101 sequence=111.879074
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=39 node=N7587 type=control1 q_typed_residual_context=1.105716 sequence=112.984789
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=5.254719 sequence=118.239508
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=41 node=N7882 type=control1 q_typed_residual_context=2.017813 sequence=120.257321
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=42 node=N7883 type=control1 q_typed_residual_context=1.896341 sequence=122.153663
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=43 node=N3903 type=control0 q_typed_residual_context=0.994878 sequence=123.148540
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=44 node=N4656 type=control0 q_typed_residual_context=2.599974 sequence=125.748514
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=45 node=N713 type=observe q_typed_residual_context=2.019930 sequence=127.768444
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_residual_context=2.481342 sequence=130.249787
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=47 node=N724 type=observe q_typed_residual_context=2.520103 sequence=132.769890
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=48 node=N7885 type=control1 q_typed_residual_context=1.771588 sequence=134.541478
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=49 node=N7886 type=control1 q_typed_residual_context=1.197163 sequence=135.738641
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=50 node=N3896 type=control0 q_typed_residual_context=1.094846 sequence=136.833487
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=51 node=N3889 type=control0 q_typed_residual_context=1.064268 sequence=137.897754
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.876579 sequence=139.774334
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=53 node=N4670 type=control0 q_typed_residual_context=1.903652 sequence=141.677986
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=54 node=N4684 type=control0 q_typed_residual_context=1.518370 sequence=143.196356
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=55 node=N704 type=observe q_typed_residual_context=1.580369 sequence=144.776725
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=56 node=N3882 type=control0 q_typed_residual_context=1.138490 sequence=145.915215
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=57 node=N4691 type=control0 q_typed_residual_context=1.492621 sequence=147.407837
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_residual_context=1.141307 sequence=148.549144
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=59 node=N4698 type=control0 q_typed_residual_context=1.343992 sequence=149.893136
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=60 node=N4585 type=control0 q_typed_residual_context=1.160296 sequence=151.053432
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=61 node=N4705 type=control0 q_typed_residual_context=1.455947 sequence=152.509378
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=62 node=N4712 type=control0 q_typed_residual_context=1.274471 sequence=153.783849
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=63 node=N4557 type=control0 q_typed_residual_context=1.095658 sequence=154.879507
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.111371 sequence=155.990878
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=65 node=N4578 type=control0 q_typed_residual_context=1.051697 sequence=157.042575
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=66 node=N3911 type=control0 q_typed_residual_context=1.133195 sequence=158.175770
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=67 node=N7471 type=control0 q_typed_residual_context=1.277948 sequence=159.453718
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=68 node=N3862 type=control0 q_typed_residual_context=1.286625 sequence=160.740343
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=69 node=N3855 type=control0 q_typed_residual_context=1.479927 sequence=162.220270
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=70 node=N3848 type=control0 q_typed_residual_context=1.597703 sequence=163.817973
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=71 node=N4606 type=control0 q_typed_residual_context=1.622560 sequence=165.440533
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=72 node=N3701 type=control0 q_typed_residual_context=1.601760 sequence=167.042293
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=73 node=N3722 type=control0 q_typed_residual_context=1.552266 sequence=168.594559
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_residual_context=1.252428 sequence=169.846988
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=75 node=N3904 type=control0 q_typed_residual_context=1.362299 sequence=171.209287
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=1.204220 sequence=172.413506
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=77 node=N7722 type=control0 q_typed_residual_context=1.293350 sequence=173.706856
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=78 node=N3897 type=control0 q_typed_residual_context=1.474606 sequence=175.181462
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=79 node=N722 type=observe q_typed_residual_context=2.031788 sequence=177.213250
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=80 node=N3841 type=control0 q_typed_residual_context=2.171940 sequence=179.385190
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=81 node=N3827 type=control0 q_typed_residual_context=1.831114 sequence=181.216304
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=82 node=N1411 type=control0 q_typed_residual_context=1.310781 sequence=182.527085
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=83 node=N519 type=control1 q_typed_residual_context=1.706838 sequence=184.233924
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=84 node=N7820 type=control0 q_typed_residual_context=1.465004 sequence=185.698928
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=85 node=N7723 type=control0 q_typed_residual_context=1.594339 sequence=187.293267
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=86 node=N3820 type=control0 q_typed_residual_context=1.984208 sequence=189.277475
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=87 node=N7725 type=control0 q_typed_residual_context=2.118848 sequence=191.396322
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=88 node=N504 type=control1 q_typed_residual_context=1.218698 sequence=192.615021
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=1.675731 sequence=194.290752
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=90 node=N7732 type=control0 q_typed_residual_context=1.572883 sequence=195.863635
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=91 node=N7733 type=control0 q_typed_residual_context=1.517735 sequence=197.381371
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=92 node=N516 type=control1 q_typed_residual_context=1.372499 sequence=198.753869
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=93 node=N7889 type=control1 q_typed_residual_context=1.401956 sequence=200.155825
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=94 node=N7890 type=control1 q_typed_residual_context=1.711574 sequence=201.867399
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=95 node=N7846 type=control0 q_typed_residual_context=3.033462 sequence=204.900861
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=96 node=N7408 type=control0 q_typed_residual_context=1.805140 sequence=206.706001
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=97 node=N7541 type=control0 q_typed_residual_context=1.620027 sequence=208.326027
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=98 node=N3813 type=control0 q_typed_residual_context=1.506227 sequence=209.832254
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=99 node=N7588 type=control1 q_typed_residual_context=1.823641 sequence=211.655896
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=100 node=N520 type=control1 q_typed_residual_context=4.475989 sequence=216.131884
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=101 node=N7884 type=control1 q_typed_residual_context=4.407606 sequence=220.539490
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=102 node=N1533 type=control1 q_typed_residual_context=2.308731 sequence=222.848221
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=103 node=N3799 type=control0 q_typed_residual_context=3.934040 sequence=226.782261
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=104 node=N3792 type=control0 q_typed_residual_context=2.675037 sequence=229.457297
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=105 node=N3785 type=control0 q_typed_residual_context=2.976657 sequence=232.433955
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=106 node=N3681 type=control0 q_typed_residual_context=4.009323 sequence=236.443278
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=107 node=N4520 type=control0 q_typed_residual_context=4.393171 sequence=240.836448
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=108 node=N7370 type=control1 q_typed_residual_context=5.259906 sequence=246.096354
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=109 node=N7590 type=control1 q_typed_residual_context=7.775688 sequence=253.872042
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=110 node=N556 type=control1 q_typed_residual_context=2.406312 sequence=256.278354
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=111 node=N555 type=control1 q_typed_residual_context=3.562380 sequence=259.840734
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=112 node=N614 type=control1 q_typed_residual_context=3.517425 sequence=263.358159
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=113 node=N7872 type=control1 q_typed_residual_context=4.292154 sequence=267.650313
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=114 node=N2580 type=control1 q_typed_residual_context=3.675340 sequence=271.325652
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=115 node=N3180 type=control1 q_typed_residual_context=3.091620 sequence=274.417273
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=116 node=N634 type=control1 q_typed_residual_context=3.388054 sequence=277.805327
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=117 node=N610 type=control1 q_typed_residual_context=3.920211 sequence=281.725538
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=118 node=N620 type=control1 q_typed_residual_context=4.576240 sequence=286.301778
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=119 node=N7421 type=control1 q_typed_residual_context=5.092917 sequence=291.394695
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=120 node=N638 type=control1 q_typed_residual_context=2.257994 sequence=293.652688
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=121 node=N7847 type=control0 q_typed_residual_context=2.134813 sequence=295.787502
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=122 node=N3410 type=control1 q_typed_residual_context=2.594700 sequence=298.382201
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=123 node=N7852 type=control0 q_typed_residual_context=2.015154 sequence=300.397355
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=124 node=N578 type=observe q_typed_residual_context=1.723857 sequence=302.121212
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=125 node=N7854 type=control0 q_typed_residual_context=0.916092 sequence=303.037303
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=126 node=N7853 type=control0 q_typed_residual_context=1.145444 sequence=304.182747
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=127 node=N5603 type=observe q_typed_residual_context=1.049847 sequence=305.232594
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=128 node=N5878 type=observe q_typed_residual_context=1.258262 sequence=306.490857
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=129 node=N2153 type=observe q_typed_residual_context=1.669838 sequence=308.160695
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=130 node=N7627 type=observe q_typed_residual_context=3.018831 sequence=311.179526
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=131 node=N5876 type=observe q_typed_residual_context=1.846899 sequence=313.026426
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=132 node=N7385 type=observe q_typed_residual_context=1.773788 sequence=314.800214
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=133 node=N645 type=control1 q_typed_residual_context=2.467501 sequence=317.267715
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=134 node=N2102 type=observe q_typed_residual_context=2.527856 sequence=319.795571
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=135 node=N616 type=control1 q_typed_residual_context=3.647312 sequence=323.442882
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_residual_context=5.993813 sequence=329.436696
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=137 node=N694 type=observe q_typed_residual_context=6.041452 sequence=335.478148
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=138 node=N7679 type=observe q_typed_residual_context=4.116578 sequence=339.594726
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_residual_context=5.852846 sequence=345.447571
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=140 node=N2106 type=observe q_typed_residual_context=1.830788 sequence=347.278359
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=141 node=N6531 type=observe q_typed_residual_context=3.383519 sequence=350.661878
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=142 node=N7436 type=observe q_typed_residual_context=3.332042 sequence=353.993920
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=143 node=N2149 type=observe q_typed_residual_context=1.830310 sequence=355.824231
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=144 node=N5874 type=observe q_typed_residual_context=5.486430 sequence=361.310661
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=145 node=N7614 type=observe q_typed_residual_context=2.370862 sequence=363.681523
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=146 node=N723 type=observe q_typed_residual_context=1.857626 sequence=365.539149
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=147 node=N2157 type=observe q_typed_residual_context=2.663178 sequence=368.202327
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_residual_context=1.199453 sequence=369.401780
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=149 node=N3467 type=control1 q_typed_residual_context=0.916442 sequence=370.318222
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=150 node=N630 type=control1 q_typed_residual_context=1.527358 sequence=371.845580
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=151 node=N7401 type=observe q_typed_residual_context=1.940751 sequence=373.786331
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=152 node=N642 type=control1 q_typed_residual_context=2.056056 sequence=375.842387
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=153 node=N649 type=control1 q_typed_residual_context=2.576550 sequence=378.418937
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=154 node=N5740 type=observe q_typed_residual_context=2.156285 sequence=380.575222
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=155 node=N6674 type=observe q_typed_residual_context=0.779639 sequence=381.354861
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=156 node=N712 type=observe q_typed_residual_context=2.061694 sequence=383.416555
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=157 node=N725 type=observe q_typed_residual_context=2.742775 sequence=386.159330
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=158 node=N7402 type=observe q_typed_residual_context=2.264342 sequence=388.423672
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=159 node=N714 type=observe q_typed_residual_context=3.082175 sequence=391.505847
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=160 node=N5356 type=observe q_typed_residual_context=1.773517 sequence=393.279363
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_residual_context=3.096772 sequence=396.376135
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=162 node=N3525 type=control1 q_typed_residual_context=1.091143 sequence=397.467278
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=163 node=N6538 type=observe q_typed_residual_context=0.720518 sequence=398.187796
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=164 node=N1607 type=control1 q_typed_residual_context=1.656795 sequence=399.844591
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=165 node=N647 type=control1 q_typed_residual_context=2.153453 sequence=401.998044
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=166 node=N1586 type=control1 q_typed_residual_context=3.258119 sequence=405.256162
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=167 node=N7454 type=observe q_typed_residual_context=0.948694 sequence=406.204857
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=168 node=N7424 type=control1 q_typed_residual_context=0.706857 sequence=406.911713
[b15-round2/typed_balanced/alpha_0p10] [plan iscas99__b15_1] [plan] step=169 node=N2072 type=observe q_typed_residual_context=0.692583 sequence=407.604296
