deep_node	original_net	original_gate	original_order
N1664	U419	NAND	212
N1665	U420	NAND	213
N1666	U421	NAND	214
N1667	U422	NAND	215
N1668	U423	NAND	216
N1669	U424	NAND	217
N1670	U425	NAND	218
N1671	U426	NAND	219
N1672	U427	NAND	220
N1673	U428	NAND	221
N1674	U429	NAND	222
N1675	U430	NAND	223
N1676	U431	NAND	224
N1677	U432	NAND	225
N1678	U433	NAND	226
N1679	U434	NAND	227
N1680	U435	NAND	228
N1681	U436	NAND	229
N1682	U437	NAND	230
N1683	U438	NAND	231
N1684	U439	NAND	232
N1685	U440	NAND	233
N1686	U441	NAND	234
N1687	U442	NAND	235
N1688	U443	NAND	236
N1689	U444	NAND	237
N1690	U445	NAND	238
N1691	U446	NAND	239
N1692	U447	NAND	240
N1693	U448	NAND	241
N1694	U449	NAND	242
N1695	U450	NAND	243
N1696	U451	NAND	244
N1697	U452	NAND	245
N1698	U453	NAND	246
N1699	U454	NAND	247
N1700	U455	NAND	248
N1701	U456	NAND	249
N1702	U457	NAND	250
N1703	U458	NAND	251
N1704	U459	NAND	252
N1705	U460	NAND	253
N1706	U461	NAND	254
N1707	U462	NAND	255
N1708	U463	NAND	256
N1709	U464	NAND	257
N1710	U465	NAND	258
N1711	U466	NAND	259
N1712	U467	NAND	260
N1713	U468	NAND	261
N1714	U469	NAND	262
N1715	U470	NAND	263
N1716	U471	NAND	264
N1717	U472	NAND	265
N1718	U473	NAND	266
N1719	U474	NAND	267
N1720	U475	NAND	268
N1721	U476	NAND	269
N1722	U477	NAND	270
N1723	U478	NAND	271
N1724	U479	NAND	272
N1725	U480	NAND	273
N1726	U481	NAND	274
N1727	U482	NAND	275
N1728	U483	NAND	276
N1729	U484	NAND	277
N1730	U485	NAND	278
N1731	U486	NAND	279
N1732	U487	NAND	280
N1733	U488	NAND	281
N1734	U489	NAND	282
N1735	U490	NAND	283
N1736	U491	NAND	284
N1737	U492	NAND	285
N1738	U493	NAND	286
N1739	U494	NAND	287
N1740	U495	NAND	288
N1741	U496	NAND	289
N1742	U497	NAND	290
N1743	U498	NAND	291
N1744	U499	NAND	292
N1745	U500	NAND	293
N1746	U501	NAND	294
N1747	U502	NAND	295
N1748	U503	NAND	296
N1749	U504	NAND	297
N1750	U505	NAND	298
N1751	U506	NAND	299
N1752	U507	NAND	300
N1753	U508	NAND	301
N1754	U509	NAND	302
N1755	U510	NAND	303
N1756	U511	NAND	304
N1757	U512	NAND	305
N1758	U513	NAND	306
N1759	U514	NAND	307
N1760	U515	NAND	308
N1761	U516	NAND	309
N1762	U517	NAND	310
N1763	U518	NAND	311
N1764	U519	NAND	312
N1765	U520	NAND	313
N1766	U521	NAND	314
N1767	U522	NAND	315
N1768	U523	NAND	316
N1769	U524	NAND	317
N1770	U525	NAND	318
N1771	U526	NAND	319
N1772	U527	NAND	320
N1773	U528	NAND	321
N1774	U529	NAND	322
N1775	U530	NAND	323
N1776	U531	NAND	324
N1777	U532	NAND	325
N1778	U533	NAND	326
N1779	U534	NAND	327
N1780	U535	NAND	328
N1781	U536	NAND	329
N1782	U537	NAND	330
N1783	U538	NAND	331
N1784	U539	NAND	332
N1785	U540	NAND	333
N1786	U541	NAND	334
N1787	U542	NAND	335
N1788	U543	NAND	336
N1789	U544	NAND	337
N1790	U545	NAND	338
N1791	U546	NAND	339
N1792	U547	NAND	340
N1793	U548	NAND	341
N1794	U549	NAND	342
N1795	U550	NAND	343
N1796	U551	NAND	344
N1797	U552	NAND	345
N1798	U553	NAND	346
N1799	U554	NAND	347
N1800	U555	NAND	348
N1801	U556	NAND	349
N1802	U557	NAND	350
N1803	U558	NAND	351
N1804	U559	NAND	352
N1805	U560	NAND	353
N1806	U561	NAND	354
N1807	U562	NAND	355
N1808	U563	NAND	356
N1809	U564	NAND	357
N1810	U565	NAND	358
N1811	U566	NAND	359
N1812	U567	NAND	360
N1813	U568	NAND	361
N1814	U569	NAND	362
N1815	U570	NAND	363
N1816	U571	NAND	364
N1817	U572	NAND	365
N1818	U573	NAND	366
N1819	U574	NAND	367
N1820	U575	NAND	368
N1821	U576	NAND	369
N1822	U577	NAND	370
N1823	U578	NAND	371
N1824	U579	NAND	372
N1825	U580	NAND	373
N1826	U581	NAND	374
N1827	U582	NAND	375
N1828	U583	NAND	376
N1829	U584	NAND	377
N1830	U585	NAND	378
N1831	U586	NAND	379
N1832	U587	NAND	380
N1833	U588	NAND	381
N1834	U589	NAND	382
N1835	U590	NAND	383
N1836	U591	NAND	384
N1837	U592	NAND	385
N1838	U593	NAND	386
N1839	U594	NAND	387
N1840	U595	NAND	388
N1841	U596	NAND	389
N1842	U597	NAND	390
N1843	U598	NAND	391
N1844	U599	NAND	392
N1845	U600	NAND	393
N1846	U601	NAND	394
N1847	U602	NAND	395
N1848	U603	NAND	396
N1849	U604	NAND	397
N1850	U605	NAND	398
N1851	U606	NAND	399
N1852	U607	NAND	400
N1853	U608	NAND	401
N1854	U609	NAND	402
N1855	U610	NAND	403
N1856	U611	NAND	404
N1857	U612	NAND	405
N1858	U613	NAND	406
N1859	U614	NAND	407
N1860	U615	NAND	408
N1861	U616	NAND	409
N1862	U617	NAND	410
N1863	U618	NAND	411
N1864	U619	NAND	412
N1865	U620	NAND	413
N1866	U621	NAND	414
N1867	U622	NAND	415
N1868	U623	NAND	416
N1869	U624	NAND	417
N1870	U625	NAND	418
N1871	U626	NAND	419
N1872	U627	NAND	420
N1873	U628	NAND	421
N1874	U629	NAND	422
N1875	U630	NAND	423
N1876	U631	NAND	424
N1877	U632	NAND	425
N1878	U633	NAND	426
N1879	U634	NAND	427
N1880	U635	NAND	428
N1881	U636	NAND	429
N1882	U637	NAND	430
N1883	U638	NAND	431
N1884	U639	NAND	432
N1885	U640	NAND	433
N1886	U641	NAND	434
N1887	U642	NAND	435
N1888	U643	NAND	436
N1889	U644	NAND	437
N1890	U645	NAND	438
N1891	U646	NAND	439
N1892	U647	NAND	440
N1893	U648	NAND	441
N1894	U649	NAND	442
N1895	U650	NAND	443
N1896	U651	NAND	444
N1897	U652	NAND	445
N1898	U653	NAND	446
N1899	U654	NAND	447
N1900	U655	NAND	448
N1901	U656	NAND	449
N1902	U657	NAND	450
N1903	U658	NAND	451
N1904	U659	NAND	452
N1905	U660	NAND	453
N1906	U661	NAND	454
N1907	U662	NAND	455
N1908	U663	NAND	456
N1909	U664	NAND	457
N1910	U665	NAND	458
N1911	U666	NAND	459
N1912	U667	NAND	460
N1913	U668	NAND	461
N1914	U669	NAND	462
N1915	U670	NAND	463
N1916	U671	NAND	464
N1917	U672	NAND	465
N1918	U673	NAND	466
N1919	U674	NAND	467
N1920	U675	NAND	468
N1921	U676	NAND	469
N1922	U677	NAND	470
N1923	U678	NAND	471
N1924	U679	NAND	472
N1925	U680	NAND	473
N1926	U681	NAND	474
N1927	U682	NAND	475
N1928	U683	NAND	476
N1929	U684	NAND	477
N1930	U685	NAND	478
N1931	U686	NAND	479
N1932	U687	NAND	480
N1933	U688	NAND	481
N1934	U689	NAND	482
N1935	U690	NAND	483
N1936	U691	NAND	484
N1937	U692	NAND	485
N1938	U693	NAND	486
N1939	U694	NAND	487
N1940	U695	NAND	488
N1941	U696	NAND	489
N1942	U697	NAND	490
N1943	U698	NAND	491
N1944	U699	NAND	492
N1945	U700	NAND	493
N1946	U701	NAND	494
N1947	U702	NAND	495
N1948	U703	NAND	496
N1949	U704	NAND	497
N1950	U705	NAND	498
N1951	U706	NAND	499
N1952	U707	NAND	500
N1953	U708	NAND	501
N1954	U709	NAND	502
N1955	U710	NAND	503
N1956	U711	NAND	504
N1957	U712	NAND	505
N1958	U713	NAND	506
N1959	U714	NAND	507
N1960	U715	NAND	508
N1961	U716	NAND	509
N1962	U717	NAND	510
N1963	U718	NAND	511
N1964	U719	NAND	512
N1965	U720	NAND	513
N1966	U721	NAND	514
N1967	U722	NAND	515
N1968	U723	NAND	516
N1969	U724	NAND	517
N1970	U725	NAND	518
N1971	U726	NAND	519
N1972	U727	NAND	520
N1973	U728	NAND	521
N1974	U729	NAND	522
N1975	U730	NAND	523
N1976	U731	NAND	524
N1977	U732	NAND	525
N1978	U733	NAND	526
N1979	U734	NAND	527
N1980	U735	NAND	528
N1981	U736	NAND	529
N1982	P3_U2352	NOR	530
N1983	P3_U2353	AND	531
N1984	P3_U2354	AND	532
N1985	P3_U2355	AND	533
N1986	P3_U2356	AND	534
N1987	P3_U2357	AND	535
N1988	P3_U2358	AND	536
N1989	P3_U2359	AND	537
N1990	P3_U2360	AND	538
N1991	P3_U2361	AND	539
N1992	P3_U2362	AND	540
N1993	P3_U2363	AND	541
N1994	P3_U2364	AND	542
N1995	P3_U2365	AND	543
N1996	P3_U2366	AND	544
N1997	P3_U2367	AND	545
N1998	P3_U2368	AND	546
N1999	P3_U2369	AND	547
N2000	P3_U2370	AND	548
N2001	P3_U2371	AND	549
N2002	P3_U2372	AND	550
N2003	P3_U2373	AND	551
N2004	P3_U2374	AND	552
N2005	P3_U2375	AND	553
N2006	P3_U2376	AND	554
N2007	P3_U2377	AND	555
N2008	P3_U2378	AND	556
N2009	P3_U2379	AND	557
N2010	P3_U2380	AND	558
N2011	P3_U2381	AND	559
N2012	P3_U2382	AND	560
N2013	P3_U2383	AND	561
N2014	P3_U2384	AND	562
N2015	P3_U2385	AND	563
N2016	P3_U2386	AND	564
N2017	P3_U2387	AND	565
N2018	P3_U2388	AND	566
N2019	P3_U2389	AND	567
N2020	P3_U2390	AND	568
N2021	P3_U2391	AND	569
N2022	P3_U2392	AND	570
N2023	P3_U2393	AND	571
N2024	P3_U2394	AND	572
N2025	P3_U2395	AND	573
N2026	P3_U2396	AND	574
N2027	P3_U2397	AND	575
N2028	P3_U2398	AND	576
N2029	P3_U2399	AND	577
N2030	P3_U2400	AND	578
N2031	P3_U2401	AND	579
N2032	P3_U2402	AND	580
N2033	P3_U2403	AND	581
N2034	P3_U2404	AND	582
N2035	P3_U2405	AND	583
N2036	P3_U2406	AND	584
N2037	P3_U2407	AND	585
N2038	P3_U2408	AND	586
N2039	P3_U2409	AND	587
N2040	P3_U2410	AND	588
N2041	P3_U2411	AND	589
N2042	P3_U2412	AND	590
N2043	P3_U2413	AND	591
N2044	P3_U2414	AND	592
N2045	P3_U2415	AND	593
N2046	P3_U2416	AND	594
N2047	P3_U2417	AND	595
N2048	P3_U2418	AND	596
N2049	P3_U2419	AND	597
N2050	P3_U2420	AND	598
N2051	P3_U2421	AND	599
N2052	P3_U2422	AND	600
N2053	P3_U2423	AND	601
N2054	P3_U2424	AND	602
N2055	P3_U2425	AND	603
N2056	P3_U2426	AND	604
N2057	P3_U2427	AND	605
N2058	P3_U2428	AND	606
N2059	P3_U2429	AND	607
N2060	P3_U2430	AND	608
N2061	P3_U2431	AND	609
N2062	P3_U2432	AND	610
N2063	P3_U2433	AND	611
N2064	P3_U2434	AND	612
N2065	P3_U2435	AND	613
N2066	P3_U2436	AND	614
N2067	P3_U2437	AND	615
N2068	P3_U2438	AND	616
N2069	P3_U2439	AND	617
N2070	P3_U2440	AND	618
N2071	P3_U2441	AND	619
N2072	P3_U2442	AND	620
N2073	P3_U2443	AND	621
N2074	P3_U2444	AND	622
N2075	P3_U2445	AND	623
N2076	P3_U2446	AND	624
N2077	P3_U2447	AND	625
N2078	P3_U2448	AND	626
N2079	P3_U2449	AND	627
N2080	P3_U2450	AND	628
N2081	P3_U2451	AND	629
N2082	P3_U2452	AND	630
N2083	P3_U2453	AND	631
N2084	P3_U2454	AND	632
N2085	P3_U2455	AND	633
N2086	P3_U2456	AND	634
N2087	P3_U2457	AND	635
N2088	P3_U2458	AND	636
N2089	P3_U2459	AND	637
N2090	P3_U2460	AND	638
N2091	P3_U2461	AND	639
N2092	P3_U2462	AND	640
N2093	P3_U2463	AND	641
N2094	P3_U2464	AND	642
N2095	P3_U2465	AND	643
N2096	P3_U2466	AND	644
N2097	P3_U2467	AND	645
N2098	P3_U2468	AND	646
N2099	P3_U2469	AND	647
N2100	P3_U2470	AND	648
N2101	P3_U2471	AND	649
N2102	P3_U2472	AND	650
N2103	P3_U2473	AND	651
N2104	P3_U2474	AND	652
N2105	P3_U2475	AND	653
N2106	P3_U2476	AND	654
N2107	P3_U2477	AND	655
N2108	P3_U2478	AND	656
N2109	P3_U2479	AND	657
N2110	P3_U2480	AND	658
N2111	P3_U2481	NOR	659
N2112	P3_U2482	AND	660
N2113	P3_U2483	AND	661
N2114	P3_U2484	AND	662
N2115	P3_U2485	AND	663
N2116	P3_U2486	AND	664
N2117	P3_U2487	AND	665
N2118	P3_U2488	AND	666
N2119	P3_U2489	AND	667
N2120	P3_U2490	AND	668
N2121	P3_U2491	AND	669
N2122	P3_U2492	AND	670
N2123	P3_U2493	AND	671
N2124	P3_U2494	AND	672
N2125	P3_U2495	AND	673
N2126	P3_U2496	AND	674
N2127	P3_U2497	AND	675
N2128	P3_U2498	AND	676
N2129	P3_U2499	AND	677
N2130	P3_U2500	AND	678
N2131	P3_U2501	NOR	679
N2132	P3_U2502	AND	680
N2133	P3_U2503	AND	681
N2134	P3_U2504	AND	682
N2135	P3_U2505	AND	683
N2136	P3_U2506	AND	684
N2137	P3_U2507	AND	685
N2138	P3_U2508	AND	686
N2139	P3_U2509	AND	687
N2140	P3_U2510	AND	688
N2141	P3_U2511	AND	689
N2142	P3_U2512	AND	690
N2143	P3_U2513	AND	691
N2144	P3_U2514	AND	692
N2145	P3_U2515	AND	693
N2146	P3_U2516	AND	694
N2147	P3_U2517	AND	695
N2148	P3_U2518	AND	696
N2149	P3_U2519	AND	697
N2150	P3_U2520	AND	698
N2151	P3_U2521	AND	699
N2152	P3_U2522	AND	700
N2153	P3_U2523	AND	701
N2154	P3_U2524	AND	702
N2155	P3_U2525	AND	703
N2156	P3_U2526	AND	704
N2157	P3_U2527	AND	705
N2158	P3_U2528	AND	706
N2159	P3_U2529	AND	707
N2160	P3_U2530	AND	708
N2161	P3_U2531	AND	709
N2162	P3_U2532	AND	710
N2163	P3_U2533	AND	711
N2164	P3_U2534	AND	712
N2165	P3_U2535	AND	713
N2166	P3_U2536	AND	714
N2167	P3_U2537	AND	715
N2168	P3_U2538	AND	716
N2169	P3_U2539	AND	717
N2170	P3_U2540	AND	718
N2171	P3_U2541	AND	719
N2172	P3_U2542	AND	720
N2173	P3_U2543	AND	721
N2174	P3_U2544	AND	722
N2175	P3_U2545	AND	723
N2176	P3_U2546	AND	724
N2177	P3_U2547	AND	725
N2178	P3_U2548	AND	726
N2179	P3_U2549	AND	727
N2180	P3_U2550	AND	728
N2181	P3_U2551	AND	729
N2182	P3_U2552	AND	730
N2183	P3_U2553	AND	731
N2184	P3_U2554	AND	732
N2185	P3_U2555	AND	733
N2186	P3_U2556	AND	734
N2187	P3_U2557	AND	735
N2188	P3_U2558	AND	736
N2189	P3_U2559	AND	737
N2190	P3_U2560	AND	738
N2191	P3_U2561	AND	739
N2192	P3_U2562	AND	740
N2193	P3_U2563	AND	741
N2194	P3_U2564	AND	742
N2195	P3_U2565	AND	743
N2196	P3_U2566	AND	744
N2197	P3_U2567	AND	745
N2198	P3_U2568	AND	746
N2199	P3_U2569	AND	747
N2200	P3_U2570	AND	748
N2201	P3_U2571	AND	749
N2202	P3_U2572	AND	750
N2203	P3_U2573	AND	751
N2204	P3_U2574	AND	752
N2205	P3_U2575	AND	753
N2206	P3_U2576	AND	754
N2207	P3_U2577	AND	755
N2208	P3_U2578	AND	756
N2209	P3_U2579	AND	757
N2210	P3_U2580	AND	758
N2211	P3_U2581	AND	759
N2212	P3_U2582	AND	760
N2213	P3_U2583	AND	761
N2214	P3_U2584	AND	762
N2215	P3_U2585	AND	763
N2216	P3_U2586	AND	764
N2217	P3_U2587	AND	765
N2218	P3_U2588	AND	766
N2219	P3_U2589	AND	767
N2220	P3_U2590	AND	768
N2221	P3_U2591	AND	769
N2222	P3_U2592	AND	770
N2223	P3_U2593	AND	771
N2224	P3_U2594	AND	772
N2225	P3_U2595	AND	773
N2226	P3_U2596	AND	774
N2227	P3_U2597	AND	775
N2228	P3_U2598	AND	776
N2229	P3_U2599	AND	777
N2230	P3_U2600	AND	778
N2231	P3_U2601	AND	779
N2232	P3_U2602	AND	780
N2233	P3_U2603	AND	781
N2234	P3_U2604	AND	782
N2235	P3_U2605	NAND	783
N2236	P3_U2606	NAND	784
N2237	P3_U2607	NAND	785
N2238	P3_U2608	NAND	786
N2239	P3_U2609	NAND	787
N2240	P3_U2610	NAND	788
N2241	P3_U2611	NAND	789
N2242	P3_U2612	NAND	790
N2243	P3_U2613	NAND	791
N2244	P3_U2614	NAND	792
N2245	P3_U2615	NAND	793
N2246	P3_U2616	NAND	794
N2247	P3_U2617	NAND	795
N2248	P3_U2618	NAND	796
N2249	P3_U2619	NAND	797
N2250	P3_U2620	NAND	798
N2251	P3_U2621	NAND	799
N2252	P3_U2622	NAND	800
N2253	P3_U2623	NAND	801
N2254	P3_U2624	NAND	802
N2255	P3_U2625	NAND	803
N2256	P3_U2626	NAND	804
N2257	P3_U2627	NAND	805
N2258	P3_U2628	NAND	806
N2259	P3_U2629	AND	807
N2260	P3_U2630	NOT	808
N2261	P3_U2631	NOT	809
N2262	P3_U2632	AND	810
N2692	P3_U3062	NAND	1240
N2693	P3_U3063	NAND	1241
N2694	P3_U3064	NAND	1242
N2695	P3_U3065	NAND	1243
N2696	P3_U3066	NAND	1244
N2697	P3_U3067	NAND	1245
N2698	P3_U3068	NAND	1246
N2699	P3_U3069	NAND	1247
N2700	P3_U3070	NAND	1248
N2701	P3_U3071	NAND	1249
N2702	P3_U3072	NAND	1250
N2703	P3_U3073	NAND	1251
N2704	P3_U3074	NAND	1252
N2705	P3_U3075	NOT	1253
N2706	P3_U3076	NOT	1254
N2707	P3_U3077	NAND	1255
N2708	P3_U3078	NAND	1256
N2709	P3_U3079	NOT	1257
N2710	P3_U3080	NAND	1258
N2711	P3_U3081	NOT	1259
N2712	P3_U3082	NAND	1260
N2713	P3_U3083	OR	1261
N2714	P3_U3084	NOT	1262
N2715	P3_U3085	NOT	1263
N2716	P3_U3086	NAND	1264
N2717	P3_U3087	NAND	1265
N2718	P3_U3088	OR	1266
N2719	P3_U3089	NOT	1267
N2720	P3_U3090	NOT	1268
N2721	P3_U3091	OR	1269
N2722	P3_U3092	NAND	1270
N2723	P3_U3093	NOT	1271
N2724	P3_U3094	NOT	1272
N2725	P3_U3095	NAND	1273
N2726	P3_U3096	NAND	1274
N2727	P3_U3097	NOT	1275
N2728	P3_U3098	NAND	1276
N2729	P3_U3099	NAND	1277
N2730	P3_U3100	NOT	1278
N2731	P3_U3101	NAND	1279
N2732	P3_U3102	NAND	1280
N2733	P3_U3103	NAND	1281
N2734	P3_U3104	NAND	1282
N2735	P3_U3105	NAND	1283
N2736	P3_U3106	NAND	1284
N2737	P3_U3107	NAND	1285
N2738	P3_U3108	NAND	1286
N2739	P3_U3109	NAND	1287
N2740	P3_U3110	NAND	1288
N2741	P3_U3111	NAND	1289
N2742	P3_U3112	NAND	1290
N2743	P3_U3113	NAND	1291
N2744	P3_U3114	NAND	1292
N2745	P3_U3115	NAND	1293
N2746	P3_U3116	NAND	1294
N2747	P3_U3117	NAND	1295
N2748	P3_U3118	NAND	1296
N2749	P3_U3119	NAND	1297
N2750	P3_U3120	NAND	1298
N2751	P3_U3121	NOT	1299
N2752	P3_U3122	NAND	1300
N2753	P3_U3123	OR	1301
N2754	P3_U3124	NAND	1302
N2755	P3_U3125	OR	1303
N2756	P3_U3126	NAND	1304
N2757	P3_U3127	NAND	1305
N2758	P3_U3128	NOT	1306
N2759	P3_U3129	NOT	1307
N2760	P3_U3130	NAND	1308
N2761	P3_U3131	NOT	1309
N2762	P3_U3132	NAND	1310
N2763	P3_U3133	NOT	1311
N2764	P3_U3134	NAND	1312
N2765	P3_U3135	OR	1313
N2766	P3_U3136	NAND	1314
N2767	P3_U3137	NAND	1315
N2768	P3_U3138	NAND	1316
N2769	P3_U3139	NAND	1317
N2770	P3_U3140	NAND	1318
N2771	P3_U3141	NAND	1319
N2772	P3_U3142	NAND	1320
N2773	P3_U3143	NAND	1321
N2774	P3_U3144	NAND	1322
N2775	P3_U3145	NAND	1323
N2776	P3_U3146	NAND	1324
N2777	P3_U3147	NAND	1325
N2778	P3_U3148	NAND	1326
N2779	P3_U3149	NAND	1327
N2780	P3_U3150	NAND	1328
N2781	P3_U3151	NAND	1329
N2782	P3_U3152	NAND	1330
N2783	P3_U3153	NAND	1331
N2784	P3_U3154	NAND	1332
N2785	P3_U3155	NAND	1333
N2786	P3_U3156	NAND	1334
N2787	P3_U3157	NAND	1335
N2788	P3_U3158	NAND	1336
N2789	P3_U3159	NAND	1337
N2790	P3_U3160	NAND	1338
N2791	P3_U3161	NAND	1339
N2792	P3_U3162	NAND	1340
N2793	P3_U3163	NAND	1341
N2794	P3_U3164	NAND	1342
N2795	P3_U3165	NAND	1343
N2796	P3_U3166	NAND	1344
N2797	P3_U3167	NAND	1345
N2798	P3_U3168	NAND	1346
N2799	P3_U3169	NAND	1347
N2800	P3_U3170	NAND	1348
N2801	P3_U3171	NAND	1349
N2802	P3_U3172	NAND	1350
N2803	P3_U3173	NAND	1351
N2804	P3_U3174	NAND	1352
N2805	P3_U3175	NAND	1353
N2806	P3_U3176	NAND	1354
N2807	P3_U3177	NAND	1355
N2808	P3_U3178	NAND	1356
N2809	P3_U3179	NAND	1357
N2810	P3_U3180	NAND	1358
N2811	P3_U3181	NAND	1359
N2812	P3_U3182	NAND	1360
N2813	P3_U3183	NAND	1361
N2814	P3_U3184	NAND	1362
N2815	P3_U3185	NAND	1363
N2816	P3_U3186	NAND	1364
N2817	P3_U3187	NAND	1365
N2818	P3_U3188	NAND	1366
N2819	P3_U3189	NAND	1367
N2820	P3_U3190	NAND	1368
N2821	P3_U3191	NAND	1369
N2822	P3_U3192	NAND	1370
N2823	P3_U3193	NAND	1371
N2824	P3_U3194	NAND	1372
N2825	P3_U3195	NAND	1373
N2826	P3_U3196	NAND	1374
N2827	P3_U3197	NAND	1375
N2828	P3_U3198	NAND	1376
N2829	P3_U3199	NAND	1377
N2830	P3_U3200	NAND	1378
N2831	P3_U3201	NAND	1379
N2832	P3_U3202	NAND	1380
N2833	P3_U3203	NAND	1381
N2834	P3_U3204	NAND	1382
N2835	P3_U3205	NAND	1383
N2836	P3_U3206	NAND	1384
N2837	P3_U3207	NOT	1385
N2838	P3_U3208	NAND	1386
N2839	P3_U3209	NAND	1387
N2840	P3_U3210	NOT	1388
N2841	P3_U3211	NOT	1389
N2842	P3_U3212	NOT	1390
N2843	P3_U3213	NOT	1391
N2844	P3_U3214	NOT	1392
N2845	P3_U3215	NOT	1393
N2846	P3_U3216	NAND	1394
N2847	P3_U3217	NAND	1395
N2848	P3_U3218	NAND	1396
N2849	P3_U3219	NAND	1397
N2850	P3_U3220	NAND	1398
N2851	P3_U3221	NAND	1399
N2852	P3_U3222	NAND	1400
N2853	P3_U3223	NAND	1401
N2854	P3_U3224	NAND	1402
N2855	P3_U3225	NAND	1403
N2856	P3_U3226	NAND	1404
N2857	P3_U3227	NAND	1405
N2858	P3_U3228	NAND	1406
N2859	P3_U3229	NAND	1407
N2860	P3_U3230	NAND	1408
N2861	P3_U3231	NAND	1409
N2862	P3_U3232	NOT	1410
N2863	P3_U3233	NAND	1411
N2864	P3_U3234	NAND	1412
N2865	P3_U3235	NAND	1413
N2866	P3_U3236	NAND	1414
N2867	P3_U3237	NOT	1415
N2868	P3_U3238	NOT	1416
N2869	P3_U3239	NAND	1417
N2870	P3_U3240	NOT	1418
N2871	P3_U3241	NOT	1419
N2872	P3_U3242	NAND	1420
N2873	P3_U3243	NAND	1421
N2874	P3_U3244	NAND	1422
N2875	P3_U3245	NAND	1423
N2876	P3_U3246	NAND	1424
N2877	P3_U3247	NAND	1425
N2878	P3_U3248	NAND	1426
N2879	P3_U3249	NAND	1427
N2880	P3_U3250	NAND	1428
N2881	P3_U3251	NAND	1429
N2882	P3_U3252	NAND	1430
N2883	P3_U3253	NAND	1431
N2884	P3_U3254	NAND	1432
N2885	P3_U3255	NAND	1433
N2886	P3_U3256	NOT	1434
N2887	P3_U3257	OR	1435
N2888	P3_U3258	NOT	1436
N2889	P3_U3259	NAND	1437
N2890	P3_U3260	NAND	1438
N2891	P3_U3261	NAND	1439
N2892	P3_U3262	NAND	1440
N2893	P3_U3263	NOT	1441
N2894	P3_U3264	NOT	1442
N2895	P3_U3265	NAND	1443
N2896	P3_U3266	NAND	1444
N2897	P3_U3267	NAND	1445
N2898	P3_U3268	NAND	1446
N2899	P3_U3269	NAND	1447
N2900	P3_U3270	NAND	1448
N2901	P3_U3271	NAND	1449
N2902	P3_U3272	NAND	1450
