deep_node	original_net	original_gate	original_order
N1880	U3748	AND	1395
N1881	U3749	AND	1396
N1882	U3750	AND	1397
N1883	U3751	AND	1398
N1884	U3752	AND	1399
N1885	U3753	AND	1400
N1886	U3754	AND	1401
N1887	U3755	AND	1402
N1888	U3756	AND	1403
N1889	U3757	AND	1404
N1890	U3758	AND	1405
N1891	U3759	AND	1406
N1892	U3760	AND	1407
N1893	U3761	AND	1408
N1894	U3762	AND	1409
N1895	U3763	AND	1410
N1896	U3764	AND	1411
N1897	U3765	AND	1412
N1898	U3766	AND	1413
N1899	U3767	AND	1414
N1900	U3768	AND	1415
N1901	U3769	AND	1416
N1902	U3770	AND	1417
N1903	U3771	AND	1418
N1904	U3772	AND	1419
N1905	U3773	AND	1420
N1906	U3774	AND	1421
N1907	U3775	AND	1422
N1908	U3776	AND	1423
N1909	U3777	AND	1424
N1910	U3778	AND	1425
N1911	U3779	AND	1426
N1912	U3780	AND	1427
N1913	U3781	AND	1428
N1914	U3782	AND	1429
N1915	U3783	AND	1430
N1916	U3784	AND	1431
N1917	U3785	AND	1432
N1918	U3786	AND	1433
N1919	U3787	AND	1434
N1920	U3788	AND	1435
N1921	U3789	AND	1436
N1922	U3790	AND	1437
N1923	U3791	AND	1438
N1924	U3792	AND	1439
N1925	U3793	AND	1440
N1926	U3794	AND	1441
N1927	U3795	AND	1442
N1928	U3796	AND	1443
N1929	U3797	AND	1444
N1930	U3798	AND	1445
N1931	U3799	AND	1446
N1932	U3800	AND	1447
N1933	U3801	AND	1448
N1934	U3802	AND	1449
N1935	U3803	AND	1450
N1936	U3804	AND	1451
N1937	U3805	AND	1452
N1938	U3806	AND	1453
N1939	U3807	AND	1454
N1940	U3808	AND	1455
N1941	U3809	AND	1456
N1942	U3810	AND	1457
N1943	U3811	AND	1458
N1944	U3812	AND	1459
N1945	U3813	AND	1460
N1946	U3814	AND	1461
N1947	U3815	AND	1462
N1948	U3816	AND	1463
N1949	U3817	AND	1464
N1950	U3818	AND	1465
N1951	U3819	AND	1466
N1952	U3820	AND	1467
N1953	U3821	AND	1468
N1954	U3822	AND	1469
N1955	U3823	AND	1470
N1956	U3824	AND	1471
N1957	U3825	AND	1472
N1958	U3826	AND	1473
N1959	U3827	AND	1474
N1960	U3828	AND	1475
N1961	U3829	AND	1476
N1962	U3830	AND	1477
N1963	U3831	AND	1478
N1964	U3832	AND	1479
N1965	U3833	AND	1480
N1966	U3834	AND	1481
N1967	U3835	AND	1482
N1968	U3836	AND	1483
N1969	U3837	AND	1484
N1970	U3838	AND	1485
N1971	U3839	AND	1486
N1972	U3840	AND	1487
N1973	U3841	AND	1488
N1974	U3842	AND	1489
N1975	U3843	AND	1490
N1976	U3844	AND	1491
