deep_node	original_net	original_kind	original_gate	original_order	deep_gate	boundary_exact	local_truth_exact	global_signature_exact	deep_is_sink	paper_candidate_legal
N105	DATAWIDTH_REG_1__SCAN_IN	PI	INPUT	105	INPUT	True	True	True	False	False
N106	DATAWIDTH_REG_2__SCAN_IN	PI	INPUT	106	INPUT	True	True	True	False	False
N107	DATAWIDTH_REG_3__SCAN_IN	PI	INPUT	107	INPUT	True	True	True	False	False
N108	DATAWIDTH_REG_4__SCAN_IN	PI	INPUT	108	INPUT	True	True	True	False	False
N109	DATAWIDTH_REG_5__SCAN_IN	PI	INPUT	109	INPUT	True	True	True	False	False
N110	DATAWIDTH_REG_6__SCAN_IN	PI	INPUT	110	INPUT	True	True	True	False	False
N111	DATAWIDTH_REG_7__SCAN_IN	PI	INPUT	111	INPUT	True	True	True	False	False
N112	DATAWIDTH_REG_8__SCAN_IN	PI	INPUT	112	INPUT	True	True	True	False	False
N113	DATAWIDTH_REG_9__SCAN_IN	PI	INPUT	113	INPUT	True	True	True	False	False
N114	DATAWIDTH_REG_10__SCAN_IN	PI	INPUT	114	INPUT	True	True	True	False	False
N115	DATAWIDTH_REG_11__SCAN_IN	PI	INPUT	115	INPUT	True	True	True	False	False
N116	DATAWIDTH_REG_12__SCAN_IN	PI	INPUT	116	INPUT	True	True	True	False	False
N117	DATAWIDTH_REG_13__SCAN_IN	PI	INPUT	117	INPUT	True	True	True	False	False
N118	DATAWIDTH_REG_14__SCAN_IN	PI	INPUT	118	INPUT	True	True	True	False	False
N119	DATAWIDTH_REG_15__SCAN_IN	PI	INPUT	119	INPUT	True	True	True	False	False
N120	DATAWIDTH_REG_16__SCAN_IN	PI	INPUT	120	INPUT	True	True	True	False	False
N121	DATAWIDTH_REG_17__SCAN_IN	PI	INPUT	121	INPUT	True	True	True	False	False
N122	DATAWIDTH_REG_18__SCAN_IN	PI	INPUT	122	INPUT	True	True	True	False	False
N123	DATAWIDTH_REG_19__SCAN_IN	PI	INPUT	123	INPUT	True	True	True	False	False
N124	DATAWIDTH_REG_20__SCAN_IN	PI	INPUT	124	INPUT	True	True	True	False	False
N125	DATAWIDTH_REG_21__SCAN_IN	PI	INPUT	125	INPUT	True	True	True	False	False
N126	DATAWIDTH_REG_22__SCAN_IN	PI	INPUT	126	INPUT	True	True	True	False	False
N127	DATAWIDTH_REG_23__SCAN_IN	PI	INPUT	127	INPUT	True	True	True	False	False
N128	DATAWIDTH_REG_24__SCAN_IN	PI	INPUT	128	INPUT	True	True	True	False	False
N129	DATAWIDTH_REG_25__SCAN_IN	PI	INPUT	129	INPUT	True	True	True	False	False
N130	DATAWIDTH_REG_26__SCAN_IN	PI	INPUT	130	INPUT	True	True	True	False	False
N131	DATAWIDTH_REG_27__SCAN_IN	PI	INPUT	131	INPUT	True	True	True	False	False
N132	DATAWIDTH_REG_28__SCAN_IN	PI	INPUT	132	INPUT	True	True	True	False	False
N133	DATAWIDTH_REG_29__SCAN_IN	PI	INPUT	133	INPUT	True	True	True	False	False
N134	DATAWIDTH_REG_30__SCAN_IN	PI	INPUT	134	INPUT	True	True	True	False	False
N135	DATAWIDTH_REG_31__SCAN_IN	PI	INPUT	135	INPUT	True	True	True	False	False
N136	STATE2_REG_3__SCAN_IN	PI	INPUT	136	INPUT	True	True	True	False	False
N137	STATE2_REG_2__SCAN_IN	PI	INPUT	137	INPUT	True	True	True	False	False
N138	STATE2_REG_1__SCAN_IN	PI	INPUT	138	INPUT	True	True	True	False	False
N139	STATE2_REG_0__SCAN_IN	PI	INPUT	139	INPUT	True	True	True	False	False
N140	INSTQUEUE_REG_15__7__SCAN_IN	PI	INPUT	140	INPUT	True	True	True	False	False
N141	INSTQUEUE_REG_15__6__SCAN_IN	PI	INPUT	141	INPUT	True	True	True	False	False
N142	INSTQUEUE_REG_15__5__SCAN_IN	PI	INPUT	142	INPUT	True	True	True	False	False
N143	INSTQUEUE_REG_15__4__SCAN_IN	PI	INPUT	143	INPUT	True	True	True	False	False
N144	INSTQUEUE_REG_15__3__SCAN_IN	PI	INPUT	144	INPUT	True	True	True	False	False
N145	INSTQUEUE_REG_15__2__SCAN_IN	PI	INPUT	145	INPUT	True	True	True	False	False
N146	INSTQUEUE_REG_15__1__SCAN_IN	PI	INPUT	146	INPUT	True	True	True	False	False
N147	INSTQUEUE_REG_15__0__SCAN_IN	PI	INPUT	147	INPUT	True	True	True	False	False
N148	INSTQUEUE_REG_14__7__SCAN_IN	PI	INPUT	148	INPUT	True	True	True	False	False
N149	INSTQUEUE_REG_14__6__SCAN_IN	PI	INPUT	149	INPUT	True	True	True	False	False
N150	INSTQUEUE_REG_14__5__SCAN_IN	PI	INPUT	150	INPUT	True	True	True	False	False
N151	INSTQUEUE_REG_14__4__SCAN_IN	PI	INPUT	151	INPUT	True	True	True	False	False
N152	INSTQUEUE_REG_14__3__SCAN_IN	PI	INPUT	152	INPUT	True	True	True	False	False
N153	INSTQUEUE_REG_14__2__SCAN_IN	PI	INPUT	153	INPUT	True	True	True	False	False
N154	INSTQUEUE_REG_14__1__SCAN_IN	PI	INPUT	154	INPUT	True	True	True	False	False
N155	INSTQUEUE_REG_14__0__SCAN_IN	PI	INPUT	155	INPUT	True	True	True	False	False
N156	INSTQUEUE_REG_13__7__SCAN_IN	PI	INPUT	156	INPUT	True	True	True	False	False
N157	INSTQUEUE_REG_13__6__SCAN_IN	PI	INPUT	157	INPUT	True	True	True	False	False
N158	INSTQUEUE_REG_13__5__SCAN_IN	PI	INPUT	158	INPUT	True	True	True	False	False
N159	INSTQUEUE_REG_13__4__SCAN_IN	PI	INPUT	159	INPUT	True	True	True	False	False
N160	INSTQUEUE_REG_13__3__SCAN_IN	PI	INPUT	160	INPUT	True	True	True	False	False
N161	INSTQUEUE_REG_13__2__SCAN_IN	PI	INPUT	161	INPUT	True	True	True	False	False
N162	INSTQUEUE_REG_13__1__SCAN_IN	PI	INPUT	162	INPUT	True	True	True	False	False
N163	INSTQUEUE_REG_13__0__SCAN_IN	PI	INPUT	163	INPUT	True	True	True	False	False
N164	INSTQUEUE_REG_12__7__SCAN_IN	PI	INPUT	164	INPUT	True	True	True	False	False
N165	INSTQUEUE_REG_12__6__SCAN_IN	PI	INPUT	165	INPUT	True	True	True	False	False
N166	INSTQUEUE_REG_12__5__SCAN_IN	PI	INPUT	166	INPUT	True	True	True	False	False
N167	INSTQUEUE_REG_12__4__SCAN_IN	PI	INPUT	167	INPUT	True	True	True	False	False
N168	INSTQUEUE_REG_12__3__SCAN_IN	PI	INPUT	168	INPUT	True	True	True	False	False
N169	INSTQUEUE_REG_12__2__SCAN_IN	PI	INPUT	169	INPUT	True	True	True	False	False
N170	INSTQUEUE_REG_12__1__SCAN_IN	PI	INPUT	170	INPUT	True	True	True	False	False
N171	INSTQUEUE_REG_12__0__SCAN_IN	PI	INPUT	171	INPUT	True	True	True	False	False
N172	INSTQUEUE_REG_11__7__SCAN_IN	PI	INPUT	172	INPUT	True	True	True	False	False
N173	INSTQUEUE_REG_11__6__SCAN_IN	PI	INPUT	173	INPUT	True	True	True	False	False
N174	INSTQUEUE_REG_11__5__SCAN_IN	PI	INPUT	174	INPUT	True	True	True	False	False
N175	INSTQUEUE_REG_11__4__SCAN_IN	PI	INPUT	175	INPUT	True	True	True	False	False
N176	INSTQUEUE_REG_11__3__SCAN_IN	PI	INPUT	176	INPUT	True	True	True	False	False
N177	INSTQUEUE_REG_11__2__SCAN_IN	PI	INPUT	177	INPUT	True	True	True	False	False
N178	INSTQUEUE_REG_11__1__SCAN_IN	PI	INPUT	178	INPUT	True	True	True	False	False
N179	INSTQUEUE_REG_11__0__SCAN_IN	PI	INPUT	179	INPUT	True	True	True	False	False
N180	INSTQUEUE_REG_10__7__SCAN_IN	PI	INPUT	180	INPUT	True	True	True	False	False
N181	INSTQUEUE_REG_10__6__SCAN_IN	PI	INPUT	181	INPUT	True	True	True	False	False
N182	INSTQUEUE_REG_10__5__SCAN_IN	PI	INPUT	182	INPUT	True	True	True	False	False
N183	INSTQUEUE_REG_10__4__SCAN_IN	PI	INPUT	183	INPUT	True	True	True	False	False
N184	INSTQUEUE_REG_10__3__SCAN_IN	PI	INPUT	184	INPUT	True	True	True	False	False
N185	INSTQUEUE_REG_10__2__SCAN_IN	PI	INPUT	185	INPUT	True	True	True	False	False
N186	INSTQUEUE_REG_10__1__SCAN_IN	PI	INPUT	186	INPUT	True	True	True	False	False
N187	INSTQUEUE_REG_10__0__SCAN_IN	PI	INPUT	187	INPUT	True	True	True	False	False
N188	INSTQUEUE_REG_9__7__SCAN_IN	PI	INPUT	188	INPUT	True	True	True	False	False
N189	INSTQUEUE_REG_9__6__SCAN_IN	PI	INPUT	189	INPUT	True	True	True	False	False
N190	INSTQUEUE_REG_9__5__SCAN_IN	PI	INPUT	190	INPUT	True	True	True	False	False
N191	INSTQUEUE_REG_9__4__SCAN_IN	PI	INPUT	191	INPUT	True	True	True	False	False
N192	INSTQUEUE_REG_9__3__SCAN_IN	PI	INPUT	192	INPUT	True	True	True	False	False
N193	INSTQUEUE_REG_9__2__SCAN_IN	PI	INPUT	193	INPUT	True	True	True	False	False
N194	INSTQUEUE_REG_9__1__SCAN_IN	PI	INPUT	194	INPUT	True	True	True	False	False
N195	INSTQUEUE_REG_9__0__SCAN_IN	PI	INPUT	195	INPUT	True	True	True	False	False
N196	INSTQUEUE_REG_8__7__SCAN_IN	PI	INPUT	196	INPUT	True	True	True	False	False
N197	INSTQUEUE_REG_8__6__SCAN_IN	PI	INPUT	197	INPUT	True	True	True	False	False
N198	INSTQUEUE_REG_8__5__SCAN_IN	PI	INPUT	198	INPUT	True	True	True	False	False
N199	INSTQUEUE_REG_8__4__SCAN_IN	PI	INPUT	199	INPUT	True	True	True	False	False
N200	INSTQUEUE_REG_8__3__SCAN_IN	PI	INPUT	200	INPUT	True	True	True	False	False
N201	INSTQUEUE_REG_8__2__SCAN_IN	PI	INPUT	201	INPUT	True	True	True	False	False
N202	INSTQUEUE_REG_8__1__SCAN_IN	PI	INPUT	202	INPUT	True	True	True	False	False
N203	INSTQUEUE_REG_8__0__SCAN_IN	PI	INPUT	203	INPUT	True	True	True	False	False
N204	INSTQUEUE_REG_7__7__SCAN_IN	PI	INPUT	204	INPUT	True	True	True	False	False
N205	INSTQUEUE_REG_7__6__SCAN_IN	PI	INPUT	205	INPUT	True	True	True	False	False
N206	INSTQUEUE_REG_7__5__SCAN_IN	PI	INPUT	206	INPUT	True	True	True	False	False
N207	INSTQUEUE_REG_7__4__SCAN_IN	PI	INPUT	207	INPUT	True	True	True	False	False
N208	INSTQUEUE_REG_7__3__SCAN_IN	PI	INPUT	208	INPUT	True	True	True	False	False
N209	INSTQUEUE_REG_7__2__SCAN_IN	PI	INPUT	209	INPUT	True	True	True	False	False
N210	INSTQUEUE_REG_7__1__SCAN_IN	PI	INPUT	210	INPUT	True	True	True	False	False
N211	INSTQUEUE_REG_7__0__SCAN_IN	PI	INPUT	211	INPUT	True	True	True	False	False
N212	INSTQUEUE_REG_6__7__SCAN_IN	PI	INPUT	212	INPUT	True	True	True	False	False
N213	INSTQUEUE_REG_6__6__SCAN_IN	PI	INPUT	213	INPUT	True	True	True	False	False
N214	INSTQUEUE_REG_6__5__SCAN_IN	PI	INPUT	214	INPUT	True	True	True	False	False
N215	INSTQUEUE_REG_6__4__SCAN_IN	PI	INPUT	215	INPUT	True	True	True	False	False
N216	INSTQUEUE_REG_6__3__SCAN_IN	PI	INPUT	216	INPUT	True	True	True	False	False
N217	INSTQUEUE_REG_6__2__SCAN_IN	PI	INPUT	217	INPUT	True	True	True	False	False
N218	INSTQUEUE_REG_6__1__SCAN_IN	PI	INPUT	218	INPUT	True	True	True	False	False
N219	INSTQUEUE_REG_6__0__SCAN_IN	PI	INPUT	219	INPUT	True	True	True	False	False
N220	INSTQUEUE_REG_5__7__SCAN_IN	PI	INPUT	220	INPUT	True	True	True	False	False
N221	INSTQUEUE_REG_5__6__SCAN_IN	PI	INPUT	221	INPUT	True	True	True	False	False
N222	INSTQUEUE_REG_5__5__SCAN_IN	PI	INPUT	222	INPUT	True	True	True	False	False
N223	INSTQUEUE_REG_5__4__SCAN_IN	PI	INPUT	223	INPUT	True	True	True	False	False
N224	INSTQUEUE_REG_5__3__SCAN_IN	PI	INPUT	224	INPUT	True	True	True	False	False
N225	INSTQUEUE_REG_5__2__SCAN_IN	PI	INPUT	225	INPUT	True	True	True	False	False
N226	INSTQUEUE_REG_5__1__SCAN_IN	PI	INPUT	226	INPUT	True	True	True	False	False
N227	INSTQUEUE_REG_5__0__SCAN_IN	PI	INPUT	227	INPUT	True	True	True	False	False
N228	INSTQUEUE_REG_4__7__SCAN_IN	PI	INPUT	228	INPUT	True	True	True	False	False
N229	INSTQUEUE_REG_4__6__SCAN_IN	PI	INPUT	229	INPUT	True	True	True	False	False
N230	INSTQUEUE_REG_4__5__SCAN_IN	PI	INPUT	230	INPUT	True	True	True	False	False
N231	INSTQUEUE_REG_4__4__SCAN_IN	PI	INPUT	231	INPUT	True	True	True	False	False
N232	INSTQUEUE_REG_4__3__SCAN_IN	PI	INPUT	232	INPUT	True	True	True	False	False
N233	INSTQUEUE_REG_4__2__SCAN_IN	PI	INPUT	233	INPUT	True	True	True	False	False
N234	INSTQUEUE_REG_4__1__SCAN_IN	PI	INPUT	234	INPUT	True	True	True	False	False
N235	INSTQUEUE_REG_4__0__SCAN_IN	PI	INPUT	235	INPUT	True	True	True	False	False
N236	INSTQUEUE_REG_3__7__SCAN_IN	PI	INPUT	236	INPUT	True	True	True	False	False
N237	INSTQUEUE_REG_3__6__SCAN_IN	PI	INPUT	237	INPUT	True	True	True	False	False
N238	INSTQUEUE_REG_3__5__SCAN_IN	PI	INPUT	238	INPUT	True	True	True	False	False
N239	INSTQUEUE_REG_3__4__SCAN_IN	PI	INPUT	239	INPUT	True	True	True	False	False
N240	INSTQUEUE_REG_3__3__SCAN_IN	PI	INPUT	240	INPUT	True	True	True	False	False
N241	INSTQUEUE_REG_3__2__SCAN_IN	PI	INPUT	241	INPUT	True	True	True	False	False
N242	INSTQUEUE_REG_3__1__SCAN_IN	PI	INPUT	242	INPUT	True	True	True	False	False
N243	INSTQUEUE_REG_3__0__SCAN_IN	PI	INPUT	243	INPUT	True	True	True	False	False
N244	INSTQUEUE_REG_2__7__SCAN_IN	PI	INPUT	244	INPUT	True	True	True	False	False
N245	INSTQUEUE_REG_2__6__SCAN_IN	PI	INPUT	245	INPUT	True	True	True	False	False
N246	INSTQUEUE_REG_2__5__SCAN_IN	PI	INPUT	246	INPUT	True	True	True	False	False
N247	INSTQUEUE_REG_2__4__SCAN_IN	PI	INPUT	247	INPUT	True	True	True	False	False
N248	INSTQUEUE_REG_2__3__SCAN_IN	PI	INPUT	248	INPUT	True	True	True	False	False
N249	INSTQUEUE_REG_2__2__SCAN_IN	PI	INPUT	249	INPUT	True	True	True	False	False
N250	INSTQUEUE_REG_2__1__SCAN_IN	PI	INPUT	250	INPUT	True	True	True	False	False
N251	INSTQUEUE_REG_2__0__SCAN_IN	PI	INPUT	251	INPUT	True	True	True	False	False
N252	INSTQUEUE_REG_1__7__SCAN_IN	PI	INPUT	252	INPUT	True	True	True	False	False
N253	INSTQUEUE_REG_1__6__SCAN_IN	PI	INPUT	253	INPUT	True	True	True	False	False
N254	INSTQUEUE_REG_1__5__SCAN_IN	PI	INPUT	254	INPUT	True	True	True	False	False
N255	INSTQUEUE_REG_1__4__SCAN_IN	PI	INPUT	255	INPUT	True	True	True	False	False
N256	INSTQUEUE_REG_1__3__SCAN_IN	PI	INPUT	256	INPUT	True	True	True	False	False
N257	INSTQUEUE_REG_1__2__SCAN_IN	PI	INPUT	257	INPUT	True	True	True	False	False
N258	INSTQUEUE_REG_1__1__SCAN_IN	PI	INPUT	258	INPUT	True	True	True	False	False
N259	INSTQUEUE_REG_1__0__SCAN_IN	PI	INPUT	259	INPUT	True	True	True	False	False
N260	INSTQUEUE_REG_0__7__SCAN_IN	PI	INPUT	260	INPUT	True	True	True	False	False
N261	INSTQUEUE_REG_0__6__SCAN_IN	PI	INPUT	261	INPUT	True	True	True	False	False
N262	INSTQUEUE_REG_0__5__SCAN_IN	PI	INPUT	262	INPUT	True	True	True	False	False
N263	INSTQUEUE_REG_0__4__SCAN_IN	PI	INPUT	263	INPUT	True	True	True	False	False
N264	INSTQUEUE_REG_0__3__SCAN_IN	PI	INPUT	264	INPUT	True	True	True	False	False
N265	INSTQUEUE_REG_0__2__SCAN_IN	PI	INPUT	265	INPUT	True	True	True	False	False
N266	INSTQUEUE_REG_0__1__SCAN_IN	PI	INPUT	266	INPUT	True	True	True	False	False
N267	INSTQUEUE_REG_0__0__SCAN_IN	PI	INPUT	267	INPUT	True	True	True	False	False
N268	INSTQUEUERD_ADDR_REG_4__SCAN_IN	PI	INPUT	268	INPUT	True	True	True	False	False
N269	INSTQUEUERD_ADDR_REG_3__SCAN_IN	PI	INPUT	269	INPUT	True	True	True	False	False
N270	INSTQUEUERD_ADDR_REG_2__SCAN_IN	PI	INPUT	270	INPUT	True	True	True	False	False
N271	INSTQUEUERD_ADDR_REG_1__SCAN_IN	PI	INPUT	271	INPUT	True	True	True	False	False
N272	INSTQUEUERD_ADDR_REG_0__SCAN_IN	PI	INPUT	272	INPUT	True	True	True	False	False
N273	INSTQUEUEWR_ADDR_REG_4__SCAN_IN	PI	INPUT	273	INPUT	True	True	True	False	False
N274	INSTQUEUEWR_ADDR_REG_3__SCAN_IN	PI	INPUT	274	INPUT	True	True	True	False	False
N275	INSTQUEUEWR_ADDR_REG_2__SCAN_IN	PI	INPUT	275	INPUT	True	True	True	False	False
N276	INSTQUEUEWR_ADDR_REG_1__SCAN_IN	PI	INPUT	276	INPUT	True	True	True	False	False
N277	INSTQUEUEWR_ADDR_REG_0__SCAN_IN	PI	INPUT	277	INPUT	True	True	True	False	False
N278	INSTADDRPOINTER_REG_0__SCAN_IN	PI	INPUT	278	INPUT	True	True	True	False	False
N279	INSTADDRPOINTER_REG_1__SCAN_IN	PI	INPUT	279	INPUT	True	True	True	False	False
N280	INSTADDRPOINTER_REG_2__SCAN_IN	PI	INPUT	280	INPUT	True	True	True	False	False
N281	INSTADDRPOINTER_REG_3__SCAN_IN	PI	INPUT	281	INPUT	True	True	True	False	False
N282	INSTADDRPOINTER_REG_4__SCAN_IN	PI	INPUT	282	INPUT	True	True	True	False	False
N283	INSTADDRPOINTER_REG_5__SCAN_IN	PI	INPUT	283	INPUT	True	True	True	False	False
N284	INSTADDRPOINTER_REG_6__SCAN_IN	PI	INPUT	284	INPUT	True	True	True	False	False
