deep_node	original_net	original_gate	original_order
N893	P1_U3083	NAND	371
N894	P1_U3084	NOT	372
N895	P1_U3085	NAND	373
N896	P1_U3086	NAND	374
N897	P1_U3087	NAND	375
N898	P1_U3088	NAND	376
N899	P1_U3089	NAND	377
N900	P1_U3090	NAND	378
N901	P1_U3091	NAND	379
N902	P1_U3092	NAND	380
N903	P1_U3093	NAND	381
N904	P1_U3094	NAND	382
N905	P1_U3095	NAND	383
N906	P1_U3096	NAND	384
N907	P1_U3097	NAND	385
N908	P1_U3098	NAND	386
N909	P1_U3099	NAND	387
N910	P1_U3100	NAND	388
N911	P1_U3101	NAND	389
N912	P1_U3102	NAND	390
N913	P1_U3103	NAND	391
N914	P1_U3104	NAND	392
N915	P1_U3105	NAND	393
N916	P1_U3106	NAND	394
N917	P1_U3107	NAND	395
N918	P1_U3108	NAND	396
N919	P1_U3109	NAND	397
N920	P1_U3110	NAND	398
N921	P1_U3111	NAND	399
N922	P1_U3112	NAND	400
N923	P1_U3113	NAND	401
N924	P1_U3114	NAND	402
N925	P1_U3115	NAND	403
N926	P1_U3116	NAND	404
N927	P1_U3117	NAND	405
N928	P1_U3118	NAND	406
N929	P1_U3119	NAND	407
N930	P1_U3120	NAND	408
N931	P1_U3121	NAND	409
N932	P1_U3122	NAND	410
N933	P1_U3123	NAND	411
N934	P1_U3124	NAND	412
N935	P1_U3125	NAND	413
N936	P1_U3126	NAND	414
N937	P1_U3127	NAND	415
N938	P1_U3128	NAND	416
N939	P1_U3129	NAND	417
N940	P1_U3130	NAND	418
N941	P1_U3131	NAND	419
N942	P1_U3132	NAND	420
N943	P1_U3133	NAND	421
N944	P1_U3134	NAND	422
N945	P1_U3135	NAND	423
N946	P1_U3136	NAND	424
N947	P1_U3137	NAND	425
N948	P1_U3138	NAND	426
N949	P1_U3139	NAND	427
N950	P1_U3140	NAND	428
N951	P1_U3141	NAND	429
N952	P1_U3142	NAND	430
N953	P1_U3143	NAND	431
N954	P1_U3144	NAND	432
N955	P1_U3145	NAND	433
N956	P1_U3146	NAND	434
N957	P1_U3147	NAND	435
N958	P1_U3148	NAND	436
N959	P1_U3149	NAND	437
N960	P1_U3150	NAND	438
N961	P1_U3151	NAND	439
N962	P1_U3152	NAND	440
N963	P1_U3153	NAND	441
N964	P1_U3154	NAND	442
N965	P1_U3155	NAND	443
N966	P1_U3156	NAND	444
N967	P1_U3157	NAND	445
N968	P1_U3158	NAND	446
N969	P1_U3159	NAND	447
N970	P1_U3160	NAND	448
N971	P1_U3161	NAND	449
N972	P1_U3162	NAND	450
N973	P1_U3163	NAND	451
N974	P1_U3164	NAND	452
N975	P1_U3165	NAND	453
N976	P1_U3166	NAND	454
N977	P1_U3167	NAND	455
N978	P1_U3168	NAND	456
N979	P1_U3169	NAND	457
N980	P1_U3170	NAND	458
N981	P1_U3171	NAND	459
N982	P1_U3172	NAND	460
N983	P1_U3173	NAND	461
N984	P1_U3174	NAND	462
N985	P1_U3175	NAND	463
N986	P1_U3176	NAND	464
N987	P1_U3177	NAND	465
N988	P1_U3178	NAND	466
N989	P1_U3179	NAND	467
N990	P1_U3180	NAND	468
N991	P1_U3181	NAND	469
N992	P1_U3182	NAND	470
N993	P1_U3183	NAND	471
N994	P1_U3184	NAND	472
N995	P1_U3185	NAND	473
N996	P1_U3186	NAND	474
N997	P1_U3187	NAND	475
N998	P1_U3188	NAND	476
N999	P1_U3189	NAND	477
N1000	P1_U3190	NAND	478
N1001	P1_U3191	NAND	479
N1002	P1_U3192	NAND	480
N1003	P1_U3193	NAND	481
N1004	P1_U3194	NAND	482
N1005	P1_U3195	NAND	483
N1006	P1_U3196	NAND	484
N1007	P1_U3197	NAND	485
N1008	P1_U3198	NAND	486
N1009	P1_U3199	NAND	487
N1010	P1_U3200	NAND	488
N1011	P1_U3201	NAND	489
N1012	P1_U3202	NAND	490
N1013	P1_U3203	NAND	491
N1014	P1_U3204	NAND	492
N1015	P1_U3205	NAND	493
N1016	P1_U3206	NAND	494
N1017	P1_U3207	NAND	495
N1018	P1_U3208	NAND	496
N1019	P1_U3209	AND	497
N1020	P1_U3210	NAND	498
N1164	P1_U3354	AND	642
N1166	P1_U3356	NAND	644
N1167	P1_U3357	NAND	645
N1168	P1_U3358	NOT	646
N1169	P1_U3359	NAND	647
N1170	P1_U3360	NAND	648
N1171	P1_U3361	NAND	649
N1172	P1_U3362	NAND	650
N1173	P1_U3363	NAND	651
N1174	P1_U3364	NAND	652
N1175	P1_U3365	NAND	653
N1176	P1_U3366	NAND	654
N1177	P1_U3367	NAND	655
N1178	P1_U3368	NAND	656
N1179	P1_U3369	NAND	657
N1180	P1_U3370	NAND	658
N1181	P1_U3371	NAND	659
N1182	P1_U3372	NAND	660
N1183	P1_U3373	NAND	661
N1184	P1_U3374	NOT	662
N1185	P1_U3375	NAND	663
N1186	P1_U3376	NAND	664
N1187	P1_U3377	NAND	665
N1188	P1_U3378	NAND	666
N1189	P1_U3379	NAND	667
N1190	P1_U3380	NAND	668
N1191	P1_U3381	NAND	669
N1192	P1_U3382	NAND	670
N1193	P1_U3383	NAND	671
N1194	P1_U3384	NAND	672
N1195	P1_U3385	NAND	673
N1196	P1_U3386	NAND	674
N1197	P1_U3387	NAND	675
N1198	P1_U3388	NAND	676
N1199	P1_U3389	NAND	677
N1200	P1_U3390	NAND	678
N1201	P1_U3391	NAND	679
N1202	P1_U3392	NAND	680
N1203	P1_U3393	NAND	681
N1204	P1_U3394	NAND	682
N1205	P1_U3395	NAND	683
N1206	P1_U3396	NAND	684
N1207	P1_U3397	NAND	685
N1208	P1_U3398	NAND	686
N1209	P1_U3399	NAND	687
N1210	P1_U3400	NAND	688
N1211	P1_U3401	NAND	689
N1212	P1_U3402	NAND	690
N1213	P1_U3403	NAND	691
N1214	P1_U3404	NAND	692
N1215	P1_U3405	NAND	693
N1216	P1_U3406	NAND	694
N1217	P1_U3407	NAND	695
N1218	P1_U3408	NAND	696
N1219	P1_U3409	NAND	697
N1220	P1_U3410	NAND	698
N1221	P1_U3411	NAND	699
N1222	P1_U3412	NAND	700
N1223	P1_U3413	NAND	701
N1224	P1_U3414	NAND	702
N1225	P1_U3415	NAND	703
N1226	P1_U3416	NAND	704
N1227	P1_U3417	NAND	705
N1228	P1_U3418	NAND	706
N1229	P1_U3419	NAND	707
N1230	P1_U3420	NAND	708
N1231	P1_U3421	NAND	709
N1232	P1_U3422	NAND	710
N1233	P1_U3423	NAND	711
N1234	P1_U3424	NAND	712
N1235	P1_U3425	NAND	713
N1236	P1_U3426	NAND	714
N1237	P1_U3427	NAND	715
N1238	P1_U3428	NAND	716
N1239	P1_U3429	NOT	717
N1240	P1_U3430	NAND	718
N1241	P1_U3431	NAND	719
N1242	P1_U3432	NAND	720
N1243	P1_U3433	NAND	721
N1244	P1_U3434	NAND	722
N1245	P1_U3435	NAND	723
N1246	P1_U3436	NAND	724
N1247	P1_U3437	NAND	725
N1248	P1_U3438	NAND	726
N1249	P1_U3439	NAND	727
N1252	P1_U3442	NAND	730
N1253	P1_U3443	NAND	731
N1254	P1_U3444	NAND	732
N1255	P1_U3445	NAND	733
N1256	P1_U3446	NAND	734
N1257	P1_U3447	NAND	735
N1258	P1_U3448	NAND	736
N1259	P1_U3449	NAND	737
N1260	P1_U3450	NAND	738
N1261	P1_U3451	NAND	739
N1262	P1_U3452	NAND	740
N1263	P1_U3453	NAND	741
N1265	P1_U3455	NAND	743
N1266	P1_U3456	NAND	744
N1268	P1_U3458	NAND	746
N1269	P1_U3459	NAND	747
N1271	P1_U3461	NAND	749
N1272	P1_U3462	NAND	750
N1274	P1_U3464	NAND	752
N1275	P1_U3465	NAND	753
N1277	P1_U3467	NAND	755
N1278	P1_U3468	NAND	756
N1280	P1_U3470	NAND	758
N1281	P1_U3471	NAND	759
N1283	P1_U3473	NAND	761
N1284	P1_U3474	NAND	762
N1286	P1_U3476	NAND	764
N1287	P1_U3477	NAND	765
N1289	P1_U3479	NAND	767
N1290	P1_U3480	NAND	768
N1292	P1_U3482	NAND	770
N1293	P1_U3483	NAND	771
N1295	P1_U3485	NAND	773
N1296	P1_U3486	NAND	774
N1298	P1_U3488	NAND	776
N1299	P1_U3489	NAND	777
N1301	P1_U3491	NAND	779
N1302	P1_U3492	NAND	780
N1304	P1_U3494	NAND	782
N1305	P1_U3495	NAND	783
N1307	P1_U3497	NAND	785
N1308	P1_U3498	NAND	786
N1310	P1_U3500	NAND	788
N1311	P1_U3501	NAND	789
N1313	P1_U3503	NAND	791
N1314	P1_U3504	NAND	792
N1316	P1_U3506	NAND	794
N1317	P1_U3507	NAND	795
N1319	P1_U3509	NAND	797
N1397	P1_U3587	NAND	875
N1398	P1_U3588	NAND	876
N1399	P1_U3589	NAND	877
N1400	P1_U3590	NAND	878
N1401	P1_U3591	NAND	879
N1402	P1_U3592	NAND	880
N1403	P1_U3593	NAND	881
N1404	P1_U3594	NAND	882
N1405	P1_U3595	NAND	883
N1406	P1_U3596	NAND	884
N1407	P1_U3597	NAND	885
N1408	P1_U3598	NAND	886
N1409	P1_U3599	NAND	887
N1410	P1_U3600	NAND	888
N1411	P1_U3601	NAND	889
N1412	P1_U3602	NAND	890
N1413	P1_U3603	NAND	891
N1414	P1_U3604	NAND	892
N1415	P1_U3605	NAND	893
N1416	P1_U3606	NAND	894
N1417	P1_U3607	NAND	895
N1418	P1_U3608	NAND	896
N1419	P1_U3609	NAND	897
N1420	P1_U3610	NAND	898
N1421	P1_U3611	NAND	899
N1422	P1_U3612	NAND	900
N1423	P1_U3613	NAND	901
N1424	P1_U3614	NAND	902
N1425	P1_U3615	NAND	903
N1426	P1_U3616	NAND	904
N1427	P1_U3617	NAND	905
N1428	P1_U3618	NAND	906
N1429	P1_U3619	AND	907
N1430	P1_U3620	AND	908
N1431	P1_U3621	AND	909
N1432	P1_U3622	AND	910
N1433	P1_U3623	AND	911
N1434	P1_U3624	AND	912
N1435	P1_U3625	AND	913
N1436	P1_U3626	AND	914
N1437	P1_U3627	AND	915
N1438	P1_U3628	AND	916
N1439	P1_U3629	AND	917
N1440	P1_U3630	AND	918
N1441	P1_U3631	AND	919
N1442	P1_U3632	AND	920
N1443	P1_U3633	AND	921
N1444	P1_U3634	AND	922
N1445	P1_U3635	AND	923
N1446	P1_U3636	AND	924
N1447	P1_U3637	AND	925
N1448	P1_U3638	AND	926
N1449	P1_U3639	AND	927
N1450	P1_U3640	AND	928
N1451	P1_U3641	AND	929
N1452	P1_U3642	AND	930
N1453	P1_U3643	AND	931
N1454	P1_U3644	AND	932
N1455	P1_U3645	AND	933
N1456	P1_U3646	AND	934
N1457	P1_U3647	AND	935
N1458	P1_U3648	AND	936
N1459	P1_U3649	AND	937
N1460	P1_U3650	AND	938
N1461	P1_U3651	AND	939
N1462	P1_U3652	AND	940
N1463	P1_U3653	AND	941
N1464	P1_U3654	AND	942
N1465	P1_U3655	AND	943
N1466	P1_U3656	AND	944
N1467	P1_U3657	AND	945
N1468	P1_U3658	AND	946
N1469	P1_U3659	AND	947
N1470	P1_U3660	AND	948
N1471	P1_U3661	AND	949
N1472	P1_U3662	AND	950
N1473	P1_U3663	AND	951
N1474	P1_U3664	AND	952
N1475	P1_U3665	AND	953
N1476	P1_U3666	AND	954
N1477	P1_U3667	AND	955
N1478	P1_U3668	AND	956
N1479	P1_U3669	AND	957
N1480	P1_U3670	AND	958
N1481	P1_U3671	AND	959
N1482	P1_U3672	AND	960
N1483	P1_U3673	AND	961
N1484	P1_U3674	AND	962
N1485	P1_U3675	AND	963
N1486	P1_U3676	AND	964
N1487	P1_U3677	AND	965
N1488	P1_U3678	AND	966
N1489	P1_U3679	AND	967
N1490	P1_U3680	AND	968
N1491	P1_U3681	AND	969
N1492	P1_U3682	AND	970
N1493	P1_U3683	AND	971
N1494	P1_U3684	AND	972
N1495	P1_U3685	AND	973
N1496	P1_U3686	AND	974
N1497	P1_U3687	AND	975
N1498	P1_U3688	AND	976
N1499	P1_U3689	AND	977
N1500	P1_U3690	AND	978
N1501	P1_U3691	AND	979
N1502	P1_U3692	AND	980
N1503	P1_U3693	AND	981
N1504	P1_U3694	AND	982
N1505	P1_U3695	AND	983
N1506	P1_U3696	AND	984
N1507	P1_U3697	AND	985
N1508	P1_U3698	AND	986
N1509	P1_U3699	AND	987
N1510	P1_U3700	AND	988
N1511	P1_U3701	AND	989
N1512	P1_U3702	AND	990
N1513	P1_U3703	AND	991
N1514	P1_U3704	AND	992
N1515	P1_U3705	AND	993
N1516	P1_U3706	AND	994
N1517	P1_U3707	AND	995
N1518	P1_U3708	AND	996
N1519	P1_U3709	AND	997
N1520	P1_U3710	AND	998
N1521	P1_U3711	AND	999
N1522	P1_U3712	AND	1000
N1523	P1_U3713	AND	1001
N1524	P1_U3714	AND	1002
N1525	P1_U3715	AND	1003
N1526	P1_U3716	AND	1004
N1527	P1_U3717	AND	1005
N1528	P1_U3718	AND	1006
N1529	P1_U3719	AND	1007
N1530	P1_U3720	AND	1008
N1531	P1_U3721	AND	1009
N1532	P1_U3722	AND	1010
N1533	P1_U3723	AND	1011
N1534	P1_U3724	AND	1012
N1535	P1_U3725	AND	1013
N1536	P1_U3726	AND	1014
N1537	P1_U3727	AND	1015
N1538	P1_U3728	AND	1016
N1539	P1_U3729	AND	1017
N1540	P1_U3730	AND	1018
N1541	P1_U3731	AND	1019
N1542	P1_U3732	AND	1020
N1543	P1_U3733	AND	1021
N1544	P1_U3734	AND	1022
N1545	P1_U3735	AND	1023
N1546	P1_U3736	AND	1024
N1547	P1_U3737	AND	1025
N1548	P1_U3738	AND	1026
N1549	P1_U3739	AND	1027
N1550	P1_U3740	AND	1028
N1551	P1_U3741	AND	1029
N1552	P1_U3742	AND	1030
N1553	P1_U3743	AND	1031
N1554	P1_U3744	AND	1032
N1555	P1_U3745	AND	1033
N1556	P1_U3746	AND	1034
N1557	P1_U3747	AND	1035
N1558	P1_U3748	AND	1036
N1559	P1_U3749	AND	1037
N1560	P1_U3750	AND	1038
N1561	P1_U3751	AND	1039
N1562	P1_U3752	AND	1040
N1563	P1_U3753	AND	1041
N1564	P1_U3754	AND	1042
N1565	P1_U3755	AND	1043
N1566	P1_U3756	AND	1044
N1567	P1_U3757	AND	1045
N1568	P1_U3758	AND	1046
N1569	P1_U3759	AND	1047
N1570	P1_U3760	AND	1048
N1571	P1_U3761	AND	1049
N1572	P1_U3762	AND	1050
N1573	P1_U3763	AND	1051
N1574	P1_U3764	AND	1052
N1575	P1_U3765	AND	1053
N1576	P1_U3766	AND	1054
N1577	P1_U3767	AND	1055
N1578	P1_U3768	AND	1056
N1579	P1_U3769	AND	1057
N1580	P1_U3770	AND	1058
N1581	P1_U3771	AND	1059
N1582	P1_U3772	AND	1060
N1583	P1_U3773	AND	1061
N1584	P1_U3774	AND	1062
N1585	P1_U3775	AND	1063
N1586	P1_U3776	AND	1064
N1587	P1_U3777	AND	1065
N1588	P1_U3778	AND	1066
N1589	P1_U3779	AND	1067
N1590	P1_U3780	AND	1068
N1591	P1_U3781	AND	1069
N1592	P1_U3782	AND	1070
N1593	P1_U3783	AND	1071
N1594	P1_U3784	AND	1072
N1595	P1_U3785	AND	1073
N1596	P1_U3786	AND	1074
N1597	P1_U3787	AND	1075
N1598	P1_U3788	AND	1076
N1599	P1_U3789	AND	1077
N1600	P1_U3790	AND	1078
N1601	P1_U3791	AND	1079
N1602	P1_U3792	AND	1080
N1603	P1_U3793	AND	1081
N1604	P1_U3794	AND	1082
N1605	P1_U3795	AND	1083
N1606	P1_U3796	AND	1084
N1607	P1_U3797	AND	1085
N1608	P1_U3798	AND	1086
N1609	P1_U3799	AND	1087
N1610	P1_U3800	AND	1088
N1611	P1_U3801	AND	1089
N1612	P1_U3802	AND	1090
N1613	P1_U3803	AND	1091
N1614	P1_U3804	AND	1092
N1615	P1_U3805	AND	1093
N1616	P1_U3806	AND	1094
N1617	P1_U3807	AND	1095
N1618	P1_U3808	AND	1096
N1619	P1_U3809	AND	1097
N1620	P1_U3810	AND	1098
N1621	P1_U3811	AND	1099
N1622	P1_U3812	AND	1100
N1623	P1_U3813	AND	1101
N1624	P1_U3814	AND	1102
N1625	P1_U3815	AND	1103
N1626	P1_U3816	AND	1104
N1627	P1_U3817	AND	1105
N1628	P1_U3818	AND	1106
N1629	P1_U3819	AND	1107
N1630	P1_U3820	AND	1108
N1631	P1_U3821	AND	1109
N1632	P1_U3822	AND	1110
N1633	P1_U3823	AND	1111
N1634	P1_U3824	AND	1112
N1635	P1_U3825	AND	1113
N1636	P1_U3826	AND	1114
N1637	P1_U3827	AND	1115
N1638	P1_U3828	AND	1116
N1639	P1_U3829	AND	1117
N1640	P1_U3830	AND	1118
N1641	P1_U3831	AND	1119
N1642	P1_U3832	AND	1120
N1643	P1_U3833	AND	1121
N1644	P1_U3834	AND	1122
N1645	P1_U3835	AND	1123
N1646	P1_U3836	AND	1124
N1647	P1_U3837	AND	1125
N1648	P1_U3838	AND	1126
N1649	P1_U3839	AND	1127
N1650	P1_U3840	AND	1128
N1651	P1_U3841	AND	1129
N1652	P1_U3842	AND	1130
N1653	P1_U3843	AND	1131
N1654	P1_U3844	AND	1132
N1655	P1_U3845	AND	1133
N1656	P1_U3846	AND	1134
N1657	P1_U3847	AND	1135
N1658	P1_U3848	AND	1136
N1659	P1_U3849	AND	1137
N1660	P1_U3850	AND	1138
N1661	P1_U3851	AND	1139
N1662	P1_U3852	AND	1140
N1663	P1_U3853	AND	1141
N1664	P1_U3854	AND	1142
N1665	P1_U3855	AND	1143
N1666	P1_U3856	AND	1144
N1667	P1_U3857	AND	1145
N1668	P1_U3858	AND	1146
N1669	P1_U3859	AND	1147
N1670	P1_U3860	AND	1148
N1671	P1_U3861	AND	1149
N1672	P1_U3862	AND	1150
N1673	P1_U3863	AND	1151
N1674	P1_U3864	AND	1152
N1675	P1_U3865	AND	1153
N1676	P1_U3866	AND	1154
N1677	P1_U3867	AND	1155
N1678	P1_U3868	AND	1156
N1679	P1_U3869	AND	1157
N1680	P1_U3870	AND	1158
N1681	P1_U3871	AND	1159
N1682	P1_U3872	AND	1160
N1683	P1_U3873	AND	1161
N1684	P1_U3874	AND	1162
N1685	P1_U3875	AND	1163
N1686	P1_U3876	AND	1164
N1687	P1_U3877	AND	1165
N1688	P1_U3878	AND	1166
N1689	P1_U3879	AND	1167
N1690	P1_U3880	AND	1168
N1691	P1_U3881	AND	1169
N1692	P1_U3882	AND	1170
