[typed-five-r3/b22_C] [gmean] 2026-07-21T11:09:27 out_dir=autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b22_C
[typed-five-r3/b22_C] [gmean] 2026-07-21T11:09:27 budgets=iscas99__b22:915
[typed-five-r3/b22_C] [gmean] 2026-07-21T11:09:27 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[typed-five-r3/b22_C] [gmean] 2026-07-21T11:09:27 [1/1] plan_start benchmark=iscas99__b22 budget=915 planner=greedy score=q_typed_reliable_context
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=115 node=N5621 type=observe q_typed_reliable_context=1.238741 sequence=195.233297
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=116 node=N5583 type=observe q_typed_reliable_context=2.487625 sequence=197.720922
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=117 node=N5559 type=observe q_typed_reliable_context=1.499397 sequence=199.220319
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=118 node=N7173 type=observe q_typed_reliable_context=1.633680 sequence=200.853999
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=119 node=N5887 type=observe q_typed_reliable_context=1.746540 sequence=202.600540
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=120 node=N7201 type=observe q_typed_reliable_context=1.833783 sequence=204.434323
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=121 node=N7194 type=observe q_typed_reliable_context=1.909643 sequence=206.343966
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=122 node=N7250 type=observe q_typed_reliable_context=2.160059 sequence=208.504025
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=123 node=N7229 type=observe q_typed_reliable_context=2.460592 sequence=210.964617
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=124 node=N5245 type=observe q_typed_reliable_context=3.953792 sequence=214.918410
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=125 node=N6039 type=observe q_typed_reliable_context=5.630539 sequence=220.548949
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=126 node=N1256 type=observe q_typed_reliable_context=5.377360 sequence=225.926309
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=127 node=N19358 type=control0 q_typed_reliable_context=5.981899 sequence=231.908208
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=128 node=N1364 type=observe q_typed_reliable_context=3.401805 sequence=235.310013
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=129 node=N1258 type=observe q_typed_reliable_context=3.629989 sequence=238.940002
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=130 node=N19360 type=control0 q_typed_reliable_context=3.605175 sequence=242.545177
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=131 node=N14498 type=observe q_typed_reliable_context=3.118920 sequence=245.664097
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=132 node=N19364 type=control0 q_typed_reliable_context=2.290975 sequence=247.955072
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=133 node=N13010 type=control0 q_typed_reliable_context=2.690231 sequence=250.645303
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=134 node=N13014 type=control0 q_typed_reliable_context=2.326706 sequence=252.972009
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=135 node=N7538 type=observe q_typed_reliable_context=1.201394 sequence=254.173402
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=136 node=N13016 type=control0 q_typed_reliable_context=2.382370 sequence=256.555773
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=137 node=N19321 type=control0 q_typed_reliable_context=2.100115 sequence=258.655888
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=138 node=N19325 type=control0 q_typed_reliable_context=2.227782 sequence=260.883670
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=139 node=N1255 type=observe q_typed_reliable_context=2.411514 sequence=263.295184
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=140 node=N1986 type=observe q_typed_reliable_context=2.134246 sequence=265.429431
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=141 node=N1257 type=observe q_typed_reliable_context=2.912711 sequence=268.342142
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=142 node=N7541 type=observe q_typed_reliable_context=1.335250 sequence=269.677392
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=143 node=N5280 type=observe q_typed_reliable_context=2.453065 sequence=272.130457
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=144 node=N7523 type=observe q_typed_reliable_context=3.113176 sequence=275.243633
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=145 node=N6115 type=observe q_typed_reliable_context=3.024149 sequence=278.267782
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=146 node=N6095 type=observe q_typed_reliable_context=4.890786 sequence=283.158568
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=147 node=N19329 type=control0 q_typed_reliable_context=6.093651 sequence=289.252219
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=148 node=N6058 type=observe q_typed_reliable_context=4.179583 sequence=293.431802
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=149 node=N7017 type=observe q_typed_reliable_context=4.359732 sequence=297.791534
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=150 node=N19331 type=control0 q_typed_reliable_context=2.001512 sequence=299.793046
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=151 node=N6980 type=observe q_typed_reliable_context=2.606510 sequence=302.399556
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=152 node=N19333 type=control0 q_typed_reliable_context=3.533630 sequence=305.933186
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=153 node=N5963 type=observe q_typed_reliable_context=1.955524 sequence=307.888710
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=154 node=N3856 type=observe q_typed_reliable_context=2.982505 sequence=310.871215
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=155 node=N19327 type=control0 q_typed_reliable_context=2.474453 sequence=313.345668
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=156 node=N6985 type=observe q_typed_reliable_context=2.304825 sequence=315.650493
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=157 node=N26410 type=control1 q_typed_reliable_context=3.282667 sequence=318.933160
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=158 node=N2033 type=observe q_typed_reliable_context=3.142512 sequence=322.075673
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=159 node=N10497 type=control0 q_typed_reliable_context=2.417589 sequence=324.493262
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=160 node=N7053 type=observe q_typed_reliable_context=2.321081 sequence=326.814343
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=161 node=N7020 type=observe q_typed_reliable_context=2.154310 sequence=328.968653
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=162 node=N6974 type=observe q_typed_reliable_context=5.060549 sequence=334.029202
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=163 node=N5944 type=observe q_typed_reliable_context=5.142348 sequence=339.171550
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=164 node=N5925 type=observe q_typed_reliable_context=5.495626 sequence=344.667176
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=165 node=N7574 type=control0 q_typed_reliable_context=5.950844 sequence=350.618020
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=166 node=N3832 type=observe q_typed_reliable_context=4.548502 sequence=355.166521
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=167 node=N13047 type=control0 q_typed_reliable_context=5.784040 sequence=360.950562
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=168 node=N6971 type=observe q_typed_reliable_context=3.388498 sequence=364.339060
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=169 node=N3852 type=observe q_typed_reliable_context=5.782180 sequence=370.121240
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=170 node=N14429 type=observe q_typed_reliable_context=8.447194 sequence=378.568434
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=171 node=N1261 type=observe q_typed_reliable_context=4.801530 sequence=383.369964
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=172 node=N13041 type=control0 q_typed_reliable_context=5.791027 sequence=389.160991
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=173 node=N3864 type=observe q_typed_reliable_context=3.264208 sequence=392.425199
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=174 node=N3868 type=observe q_typed_reliable_context=5.766741 sequence=398.191940
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=175 node=N13018 type=control0 q_typed_reliable_context=5.798731 sequence=403.990671
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=176 node=N6963 type=observe q_typed_reliable_context=3.446932 sequence=407.437604
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=177 node=N6966 type=observe q_typed_reliable_context=5.042724 sequence=412.480328
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=178 node=N7027 type=observe q_typed_reliable_context=5.741673 sequence=418.222000
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=179 node=N7030 type=observe q_typed_reliable_context=4.600351 sequence=422.822351
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=180 node=N19366 type=control0 q_typed_reliable_context=3.456988 sequence=426.279340
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=181 node=N7036 type=observe q_typed_reliable_context=3.067300 sequence=429.346640
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=182 node=N7042 type=observe q_typed_reliable_context=3.503992 sequence=432.850632
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=183 node=N7048 type=observe q_typed_reliable_context=4.024594 sequence=436.875225
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=184 node=N19335 type=control0 q_typed_reliable_context=2.905070 sequence=439.780296
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=185 node=N7045 type=observe q_typed_reliable_context=3.595871 sequence=443.376166
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=186 node=N7039 type=observe q_typed_reliable_context=3.233820 sequence=446.609987
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=187 node=N7024 type=observe q_typed_reliable_context=3.612652 sequence=450.222639
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=188 node=N7021 type=observe q_typed_reliable_context=2.690685 sequence=452.913324
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=189 node=N13049 type=control0 q_typed_reliable_context=2.674310 sequence=455.587634
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=190 node=N14449 type=observe q_typed_reliable_context=3.479515 sequence=459.067150
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=191 node=N14443 type=observe q_typed_reliable_context=3.561784 sequence=462.628934
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=192 node=N14436 type=observe q_typed_reliable_context=3.181666 sequence=465.810600
[typed-five-r3/b22_C] [plan iscas99__b22] [plan] step=193 node=N13020 type=control0 q_typed_reliable_context=2.652014 sequence=468.462614
