[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:09:59 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old2_new1
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:09:59 budgets=iscas99__b15_1:278
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:09:59 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:09:59 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=25 node=N496 type=control1 q_typed_residual_context=3.448122 sequence=77.437313
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=1.599030 sequence=79.036343
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=4.468035 sequence=83.504379
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=6.105679 sequence=89.610057
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=4.058764 sequence=93.668821
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=0.919728 sequence=94.588549
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.356307 sequence=102.944856
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=0.416910 sequence=103.361766
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=6.108144 sequence=109.469911
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=34 node=N2044 type=observe q_typed_residual_context=3.598912 sequence=113.068823
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=35 node=N2040 type=observe q_typed_residual_context=1.245087 sequence=114.313910
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=36 node=N3903 type=control0 q_typed_residual_context=0.796522 sequence=115.110431
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=2.312839 sequence=117.423270
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=38 node=N3896 type=control0 q_typed_residual_context=0.937568 sequence=118.360838
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_residual_context=3.066758 sequence=121.427597
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=40 node=N3889 type=control0 q_typed_residual_context=0.876508 sequence=122.304104
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=41 node=N3882 type=control0 q_typed_residual_context=1.005275 sequence=123.309379
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=42 node=N3805 type=control0 q_typed_residual_context=0.990635 sequence=124.300014
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=43 node=N4663 type=control0 q_typed_residual_context=1.705616 sequence=126.005630
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=44 node=N3701 type=control0 q_typed_residual_context=1.147508 sequence=127.153138
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=2.132226 sequence=129.285365
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=46 node=N7883 type=control1 q_typed_residual_context=1.995256 sequence=131.280620
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=47 node=N7884 type=control1 q_typed_residual_context=1.815450 sequence=133.096070
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=48 node=N7882 type=control1 q_typed_residual_context=2.005467 sequence=135.101537
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=49 node=N4677 type=control0 q_typed_residual_context=3.006876 sequence=138.108413
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=50 node=N7885 type=control1 q_typed_residual_context=1.538108 sequence=139.646521
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=51 node=N7886 type=control1 q_typed_residual_context=1.390643 sequence=141.037164
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=52 node=N4684 type=control0 q_typed_residual_context=2.082148 sequence=143.119312
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=2.002192 sequence=145.121504
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_residual_context=0.955124 sequence=146.076627
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_residual_context=2.059929 sequence=148.136556
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=56 node=N4698 type=control0 q_typed_residual_context=1.812930 sequence=149.949486
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=57 node=N724 type=observe q_typed_residual_context=1.576497 sequence=151.525983
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=58 node=N4705 type=control0 q_typed_residual_context=1.812689 sequence=153.338672
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=59 node=N7888 type=control1 q_typed_residual_context=1.096358 sequence=154.435030
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=60 node=N3862 type=control0 q_typed_residual_context=1.149300 sequence=155.584330
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_residual_context=1.815574 sequence=157.399904
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.731104 sequence=159.131008
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=1.096160 sequence=160.227168
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.369174 sequence=161.596342
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=65 node=N7889 type=control1 q_typed_residual_context=1.698598 sequence=163.294940
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=66 node=N713 type=observe q_typed_residual_context=2.672508 sequence=165.967447
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=67 node=N3848 type=control0 q_typed_residual_context=1.598753 sequence=167.566200
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=68 node=N3827 type=control0 q_typed_residual_context=1.874617 sequence=169.440817
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=69 node=N3820 type=control0 q_typed_residual_context=2.099048 sequence=171.539865
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=70 node=N3813 type=control0 q_typed_residual_context=2.197243 sequence=173.737108
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=71 node=N3799 type=control0 q_typed_residual_context=2.335778 sequence=176.072886
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=72 node=N3792 type=control0 q_typed_residual_context=2.389681 sequence=178.462566
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=73 node=N3785 type=control0 q_typed_residual_context=2.531461 sequence=180.994027
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=74 node=N3722 type=control0 q_typed_residual_context=2.783059 sequence=183.777086
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=75 node=N7881 type=control1 q_typed_residual_context=2.332747 sequence=186.109833
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=76 node=N7887 type=control1 q_typed_residual_context=3.430395 sequence=189.540229
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=77 node=N4585 type=control0 q_typed_residual_context=3.583989 sequence=193.124217
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=78 node=N7890 type=control1 q_typed_residual_context=2.559076 sequence=195.683293
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_residual_context=3.593707 sequence=199.277000
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=80 node=N4564 type=control0 q_typed_residual_context=2.989061 sequence=202.266062
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=81 node=N3897 type=control0 q_typed_residual_context=2.938355 sequence=205.204417
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=82 node=N3904 type=control0 q_typed_residual_context=3.041022 sequence=208.245439
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=83 node=N3841 type=control0 q_typed_residual_context=2.654817 sequence=210.900256
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=84 node=N4557 type=control0 q_typed_residual_context=2.476039 sequence=213.376295
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_residual_context=2.710914 sequence=216.087208
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=86 node=N1539 type=control0 q_typed_residual_context=2.677996 sequence=218.765204
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=87 node=N519 type=control1 q_typed_residual_context=3.307949 sequence=222.073153
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=88 node=N7722 type=control0 q_typed_residual_context=2.095822 sequence=224.168974
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=89 node=N7724 type=control0 q_typed_residual_context=2.003772 sequence=226.172747
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=90 node=N504 type=control1 q_typed_residual_context=2.558438 sequence=228.731185
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=91 node=N7891 type=control1 q_typed_residual_context=1.973574 sequence=230.704758
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=92 node=N2079 type=observe q_typed_residual_context=2.340668 sequence=233.045426
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=93 node=N722 type=observe q_typed_residual_context=3.628370 sequence=236.673797
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=94 node=N3681 type=control0 q_typed_residual_context=4.409554 sequence=241.083350
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=95 node=N7846 type=control0 q_typed_residual_context=5.422837 sequence=246.506187
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=96 node=N4520 type=control0 q_typed_residual_context=4.637601 sequence=251.143788
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=97 node=N7541 type=control0 q_typed_residual_context=3.938507 sequence=255.082295
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=98 node=N7408 type=control0 q_typed_residual_context=3.212999 sequence=258.295293
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=99 node=N7723 type=control0 q_typed_residual_context=3.277155 sequence=261.572449
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=100 node=N516 type=control1 q_typed_residual_context=5.027280 sequence=266.599729
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=101 node=N520 type=control1 q_typed_residual_context=3.846797 sequence=270.446526
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_residual_context=3.537877 sequence=273.984403
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=103 node=N7875 type=control1 q_typed_residual_context=4.563637 sequence=278.548040
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=104 node=N7587 type=control1 q_typed_residual_context=3.929266 sequence=282.477306
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=105 node=N555 type=control1 q_typed_residual_context=6.502853 sequence=288.980158
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=106 node=N2340 type=observe q_typed_residual_context=3.757418 sequence=292.737576
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=107 node=N556 type=control1 q_typed_residual_context=6.765467 sequence=299.503043
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=108 node=N7370 type=control1 q_typed_residual_context=3.449154 sequence=302.952197
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=109 node=N513 type=control1 q_typed_residual_context=4.406843 sequence=307.359040
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=110 node=N3124 type=control1 q_typed_residual_context=3.477750 sequence=310.836790
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=111 node=N614 type=control1 q_typed_residual_context=4.058343 sequence=314.895133
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=112 node=N1533 type=control1 q_typed_residual_context=4.771883 sequence=319.667016
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_residual_context=3.863654 sequence=323.530670
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=114 node=N7872 type=control1 q_typed_residual_context=3.134649 sequence=326.665319
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=115 node=N7588 type=control1 q_typed_residual_context=5.210298 sequence=331.875617
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=116 node=N5603 type=observe q_typed_residual_context=1.661637 sequence=333.537254
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=117 node=N694 type=observe q_typed_residual_context=4.072613 sequence=337.609866
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=118 node=N7421 type=control1 q_typed_residual_context=5.613839 sequence=343.223705
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=119 node=N7401 type=observe q_typed_residual_context=2.973251 sequence=346.196956
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=120 node=N2102 type=observe q_typed_residual_context=6.986628 sequence=353.183584
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=121 node=N7454 type=observe q_typed_residual_context=1.890736 sequence=355.074320
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=122 node=N7871 type=control1 q_typed_residual_context=1.284487 sequence=356.358807
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=123 node=N1411 type=control0 q_typed_residual_context=3.047331 sequence=359.406138
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=124 node=N3352 type=control1 q_typed_residual_context=1.496313 sequence=360.902451
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=125 node=N578 type=observe q_typed_residual_context=1.022940 sequence=361.925391
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=126 node=N6533 type=observe q_typed_residual_context=1.841386 sequence=363.766776
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=127 node=N706 type=observe q_typed_residual_context=1.287911 sequence=365.054687
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=128 node=N2106 type=observe q_typed_residual_context=1.485688 sequence=366.540375
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=129 node=N2580 type=control1 q_typed_residual_context=1.740071 sequence=368.280446
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=130 node=N7402 type=observe q_typed_residual_context=1.580601 sequence=369.861047
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=131 node=N771 type=observe q_typed_residual_context=0.095023 sequence=369.956070
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=132 node=N638 type=control1 q_typed_residual_context=1.293937 sequence=371.250007
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=133 node=N620 type=control1 q_typed_residual_context=2.408121 sequence=373.658127
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=134 node=N7847 type=control0 q_typed_residual_context=5.716580 sequence=379.374707
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=135 node=N3410 type=control1 q_typed_residual_context=2.635218 sequence=382.009925
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=136 node=N610 type=control1 q_typed_residual_context=2.152024 sequence=384.161950
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=137 node=N3180 type=control1 q_typed_residual_context=2.729678 sequence=386.891627
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=138 node=N2157 type=observe q_typed_residual_context=2.228311 sequence=389.119938
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=139 node=N645 type=control1 q_typed_residual_context=2.087169 sequence=391.207108
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=140 node=N616 type=control1 q_typed_residual_context=2.043988 sequence=393.251096
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=141 node=N7424 type=control1 q_typed_residual_context=1.382195 sequence=394.633291
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=142 node=N636 type=control1 q_typed_residual_context=1.211796 sequence=395.845087
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=143 node=N7877 type=control1 q_typed_residual_context=2.799776 sequence=398.644862
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=144 node=N7879 type=control1 q_typed_residual_context=4.216030 sequence=402.860892
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=145 node=N3295 type=control1 q_typed_residual_context=5.323645 sequence=408.184537
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=146 node=N3467 type=control1 q_typed_residual_context=1.824967 sequence=410.009504
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_residual_context=1.795899 sequence=411.805402
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=148 node=N7614 type=observe q_typed_residual_context=1.959322 sequence=413.764724
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=149 node=N649 type=control1 q_typed_residual_context=2.610033 sequence=416.374758
[b15-anchor/prefix_cql_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=150 node=N5740 type=observe q_typed_residual_context=2.994580 sequence=419.369338
