[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:27:41 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/epoch_012/old3_new1
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:27:41 budgets=iscas99__b15_1:278
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:27:41 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:27:41 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_residual_context=5.343945 sequence=67.595879
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=6.413752 sequence=74.009631
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=25 node=N496 type=control1 q_typed_residual_context=3.445572 sequence=77.455204
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=1.600386 sequence=79.055590
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=4.468038 sequence=83.523628
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=6.105680 sequence=89.629308
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=4.058646 sequence=93.687955
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=0.919726 sequence=94.607681
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.364126 sequence=102.971807
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=0.413340 sequence=103.385147
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=6.108052 sequence=109.493199
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=34 node=N2044 type=observe q_typed_residual_context=3.598640 sequence=113.091840
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=35 node=N2040 type=observe q_typed_residual_context=1.244738 sequence=114.336578
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=36 node=N3889 type=control0 q_typed_residual_context=0.796517 sequence=115.133095
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=37 node=N3903 type=control0 q_typed_residual_context=0.877067 sequence=116.010163
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=2.164165 sequence=118.174328
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=39 node=N3896 type=control0 q_typed_residual_context=1.030885 sequence=119.205213
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=40 node=N4656 type=control0 q_typed_residual_context=2.188472 sequence=121.393685
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=41 node=N7413 type=control1 q_typed_residual_context=1.036590 sequence=122.430275
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=42 node=N3882 type=control0 q_typed_residual_context=0.878795 sequence=123.309069
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=43 node=N4663 type=control0 q_typed_residual_context=1.439296 sequence=124.748365
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=1.226941 sequence=125.975306
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=45 node=N7882 type=control1 q_typed_residual_context=1.112034 sequence=127.087340
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=46 node=N7884 type=control1 q_typed_residual_context=1.314909 sequence=128.402249
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=47 node=N4670 type=control0 q_typed_residual_context=2.806253 sequence=131.208502
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=48 node=N7885 type=control1 q_typed_residual_context=1.498371 sequence=132.706873
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=49 node=N7886 type=control1 q_typed_residual_context=1.668405 sequence=134.375278
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=50 node=N7891 type=control1 q_typed_residual_context=1.279261 sequence=135.654539
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=51 node=N3805 type=control0 q_typed_residual_context=1.082262 sequence=136.736801
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=52 node=N4677 type=control0 q_typed_residual_context=1.821030 sequence=138.557831
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=53 node=N713 type=observe q_typed_residual_context=1.555482 sequence=140.113313
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=54 node=N4684 type=control0 q_typed_residual_context=1.696205 sequence=141.809517
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=55 node=N3911 type=control0 q_typed_residual_context=1.035782 sequence=142.845299
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=56 node=N4691 type=control0 q_typed_residual_context=1.689658 sequence=144.534958
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=57 node=N724 type=observe q_typed_residual_context=1.405314 sequence=145.940272
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=58 node=N4698 type=control0 q_typed_residual_context=1.555982 sequence=147.496253
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=59 node=N3862 type=control0 q_typed_residual_context=1.178921 sequence=148.675174
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=60 node=N4705 type=control0 q_typed_residual_context=1.720094 sequence=150.395268
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=61 node=N3855 type=control0 q_typed_residual_context=1.101532 sequence=151.496800
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=62 node=N4712 type=control0 q_typed_residual_context=1.389940 sequence=152.886740
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=63 node=N4716 type=control0 q_typed_residual_context=1.189537 sequence=154.076277
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=64 node=N3848 type=control0 q_typed_residual_context=1.065085 sequence=155.141362
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=65 node=N704 type=observe q_typed_residual_context=1.408231 sequence=156.549593
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=66 node=N3827 type=control0 q_typed_residual_context=1.111380 sequence=157.660973
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=67 node=N3820 type=control0 q_typed_residual_context=1.439120 sequence=159.100093
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=68 node=N3813 type=control0 q_typed_residual_context=1.474649 sequence=160.574742
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=69 node=N3792 type=control0 q_typed_residual_context=1.767811 sequence=162.342553
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=70 node=N3799 type=control0 q_typed_residual_context=1.870299 sequence=164.212852
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=71 node=N3701 type=control0 q_typed_residual_context=1.771442 sequence=165.984294
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=72 node=N3722 type=control0 q_typed_residual_context=1.827998 sequence=167.812292
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=73 node=N4585 type=control0 q_typed_residual_context=2.204195 sequence=170.016487
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=74 node=N4606 type=control0 q_typed_residual_context=2.459301 sequence=172.475788
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=75 node=N4578 type=control0 q_typed_residual_context=2.326922 sequence=174.802710
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=76 node=N4564 type=control0 q_typed_residual_context=2.550633 sequence=177.353344
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=77 node=N4557 type=control0 q_typed_residual_context=2.310076 sequence=179.663420
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=78 node=N7471 type=control0 q_typed_residual_context=1.981786 sequence=181.645206
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=79 node=N7724 type=control0 q_typed_residual_context=2.206159 sequence=183.851364
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=80 node=N1539 type=control0 q_typed_residual_context=2.464186 sequence=186.315550
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=81 node=N7722 type=control0 q_typed_residual_context=2.334203 sequence=188.649753
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=82 node=N519 type=control1 q_typed_residual_context=3.695130 sequence=192.344883
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=2.245574 sequence=194.590457
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=84 node=N2079 type=observe q_typed_residual_context=1.797534 sequence=196.387991
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=85 node=N3897 type=control0 q_typed_residual_context=1.870636 sequence=198.258627
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=86 node=N5356 type=observe q_typed_residual_context=1.685901 sequence=199.944529
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=87 node=N513 type=control1 q_typed_residual_context=3.540580 sequence=203.485109
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=88 node=N7370 type=control1 q_typed_residual_context=2.427389 sequence=205.912498
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=89 node=N504 type=control1 q_typed_residual_context=2.911972 sequence=208.824470
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=90 node=N7875 type=control1 q_typed_residual_context=2.424065 sequence=211.248535
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=91 node=N4520 type=control0 q_typed_residual_context=2.596230 sequence=213.844764
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=92 node=N7723 type=control0 q_typed_residual_context=2.359173 sequence=216.203937
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=93 node=N7725 type=control0 q_typed_residual_context=2.258991 sequence=218.462928
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=94 node=N516 type=control1 q_typed_residual_context=2.605019 sequence=221.067946
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=95 node=N7887 type=control1 q_typed_residual_context=1.853447 sequence=222.921394
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=96 node=N7881 type=control1 q_typed_residual_context=1.505662 sequence=224.427056
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=97 node=N7888 type=control1 q_typed_residual_context=1.817710 sequence=226.244766
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=98 node=N7889 type=control1 q_typed_residual_context=2.097065 sequence=228.341831
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=99 node=N7846 type=control0 q_typed_residual_context=3.097591 sequence=231.439422
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=100 node=N3841 type=control0 q_typed_residual_context=2.431137 sequence=233.870559
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=101 node=N7890 type=control1 q_typed_residual_context=3.903694 sequence=237.774253
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=102 node=N7408 type=control0 q_typed_residual_context=3.902879 sequence=241.677132
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=103 node=N7541 type=control0 q_typed_residual_context=2.457736 sequence=244.134868
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=104 node=N7590 type=control1 q_typed_residual_context=4.017458 sequence=248.152326
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=105 node=N556 type=control1 q_typed_residual_context=3.328096 sequence=251.480422
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=106 node=N3785 type=control0 q_typed_residual_context=4.378090 sequence=255.858512
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=107 node=N3681 type=control0 q_typed_residual_context=3.539786 sequence=259.398298
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=108 node=N1411 type=control0 q_typed_residual_context=6.732937 sequence=266.131235
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=109 node=N1533 type=control1 q_typed_residual_context=5.133436 sequence=271.264672
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=110 node=N7853 type=control0 q_typed_residual_context=3.331749 sequence=274.596421
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=111 node=N555 type=control1 q_typed_residual_context=3.754626 sequence=278.351046
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=112 node=N7847 type=control0 q_typed_residual_context=1.665240 sequence=280.016286
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=113 node=N520 type=control1 q_typed_residual_context=3.683800 sequence=283.700086
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=114 node=N7543 type=control0 q_typed_residual_context=5.925174 sequence=289.625260
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=3.606099 sequence=293.231359
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=116 node=N7871 type=control1 q_typed_residual_context=6.082805 sequence=299.314164
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=117 node=N614 type=control1 q_typed_residual_context=6.366832 sequence=305.680996
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=118 node=N610 type=control1 q_typed_residual_context=6.097915 sequence=311.778912
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=119 node=N620 type=control1 q_typed_residual_context=5.892741 sequence=317.671653
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=120 node=N2580 type=control1 q_typed_residual_context=5.647979 sequence=323.319631
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=121 node=N638 type=control1 q_typed_residual_context=5.973257 sequence=329.292888
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=122 node=N3410 type=control1 q_typed_residual_context=5.772425 sequence=335.065314
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=123 node=N2083 type=observe q_typed_residual_context=6.254468 sequence=341.319782
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=124 node=N3180 type=control1 q_typed_residual_context=6.253444 sequence=347.573225
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=125 node=N7870 type=control1 q_typed_residual_context=4.046323 sequence=351.619549
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=126 node=N7852 type=control0 q_typed_residual_context=2.225718 sequence=353.845267
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=127 node=N645 type=control1 q_typed_residual_context=2.446916 sequence=356.292183
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=128 node=N7721 type=control0 q_typed_residual_context=2.820174 sequence=359.112357
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=129 node=N636 type=control1 q_typed_residual_context=2.339102 sequence=361.451459
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=130 node=N616 type=control1 q_typed_residual_context=3.396248 sequence=364.847707
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=131 node=N5867 type=observe q_typed_residual_context=2.072464 sequence=366.920171
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=132 node=N7424 type=control1 q_typed_residual_context=0.817519 sequence=367.737690
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=133 node=N3295 type=control1 q_typed_residual_context=1.484312 sequence=369.222002
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=134 node=N7614 type=observe q_typed_residual_context=1.608293 sequence=370.830295
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=135 node=N694 type=observe q_typed_residual_context=6.631912 sequence=377.462207
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=136 node=N7401 type=observe q_typed_residual_context=5.546165 sequence=383.008372
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=137 node=N630 type=control1 q_typed_residual_context=3.142135 sequence=386.150507
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=138 node=N5876 type=observe q_typed_residual_context=5.471678 sequence=391.622184
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=139 node=N642 type=control1 q_typed_residual_context=2.487463 sequence=394.109647
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=140 node=N2102 type=observe q_typed_residual_context=2.759615 sequence=396.869262
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=141 node=N7679 type=observe q_typed_residual_context=2.711731 sequence=399.580994
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_residual_context=5.285467 sequence=404.866461
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=143 node=N5603 type=observe q_typed_residual_context=5.125361 sequence=409.991822
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=144 node=N2157 type=observe q_typed_residual_context=4.239362 sequence=414.231184
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=145 node=N3525 type=control1 q_typed_residual_context=3.516047 sequence=417.747231
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=146 node=N3467 type=control1 q_typed_residual_context=1.560102 sequence=419.307333
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=147 node=N1607 type=control1 q_typed_residual_context=1.654611 sequence=420.961944
[b15-anchor/prefix_toplist_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=148 node=N647 type=control1 q_typed_residual_context=2.269810 sequence=423.231754
