[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:27:41 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_toplist_sa/epoch_012/old2_new1
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:27:41 budgets=iscas99__b15_1:278
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:27:41 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [gmean] 2026-07-21T10:27:41 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=8 node=N5143 type=observe q_typed_residual_context=1.074611 sequence=18.256238
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=9 node=N507 type=control1 q_typed_residual_context=1.109076 sequence=19.365314
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=10 node=N3742 type=control0 q_typed_residual_context=1.181256 sequence=20.546570
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=11 node=N564 type=control1 q_typed_residual_context=2.516819 sequence=23.063389
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=12 node=N5723 type=control0 q_typed_residual_context=1.171228 sequence=24.234617
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=13 node=N2081 type=observe q_typed_residual_context=1.225541 sequence=25.460158
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=14 node=N737 type=control1 q_typed_residual_context=1.530920 sequence=26.991078
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=15 node=N580 type=control1 q_typed_residual_context=2.907269 sequence=29.898346
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=16 node=N5203 type=control1 q_typed_residual_context=3.128360 sequence=33.026706
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=17 node=N2153 type=observe q_typed_residual_context=1.992820 sequence=35.019526
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=18 node=N1853 type=observe q_typed_residual_context=4.878540 sequence=39.898066
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=19 node=N1860 type=observe q_typed_residual_context=6.369741 sequence=46.267807
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=20 node=N2101 type=observe q_typed_residual_context=5.908003 sequence=52.175810
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=2.871417 sequence=55.047226
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=22 node=N582 type=control1 q_typed_residual_context=7.161622 sequence=62.208848
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_residual_context=5.343943 sequence=67.552791
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=6.413752 sequence=73.966543
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=25 node=N496 type=control1 q_typed_residual_context=3.445664 sequence=77.412207
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=1.600250 sequence=79.012457
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=4.468035 sequence=83.480492
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=6.105679 sequence=89.586171
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=4.057088 sequence=93.643259
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=0.919728 sequence=94.562987
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.342511 sequence=102.905498
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=0.415770 sequence=103.321268
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=6.107730 sequence=109.428997
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=34 node=N2044 type=observe q_typed_residual_context=3.597086 sequence=113.026083
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=35 node=N2040 type=observe q_typed_residual_context=1.244383 sequence=114.270467
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=36 node=N3903 type=control0 q_typed_residual_context=0.796226 sequence=115.066693
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=2.312260 sequence=117.378952
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=38 node=N3896 type=control0 q_typed_residual_context=0.937539 sequence=118.316492
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_residual_context=3.067075 sequence=121.383567
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=40 node=N3889 type=control0 q_typed_residual_context=0.876506 sequence=122.260073
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=41 node=N3882 type=control0 q_typed_residual_context=1.005298 sequence=123.265371
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=42 node=N3805 type=control0 q_typed_residual_context=0.990666 sequence=124.256037
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=43 node=N4663 type=control0 q_typed_residual_context=1.705311 sequence=125.961348
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=44 node=N3722 type=control0 q_typed_residual_context=1.146957 sequence=127.108305
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=2.131549 sequence=129.239854
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=46 node=N7883 type=control1 q_typed_residual_context=1.998818 sequence=131.238671
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=47 node=N7884 type=control1 q_typed_residual_context=1.815639 sequence=133.054310
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=48 node=N7882 type=control1 q_typed_residual_context=2.005865 sequence=135.060176
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=49 node=N4677 type=control0 q_typed_residual_context=3.004837 sequence=138.065012
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=50 node=N7885 type=control1 q_typed_residual_context=1.537927 sequence=139.602939
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=51 node=N7886 type=control1 q_typed_residual_context=1.389269 sequence=140.992208
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=52 node=N4684 type=control0 q_typed_residual_context=2.081722 sequence=143.073930
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=2.002106 sequence=145.076036
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_residual_context=0.955151 sequence=146.031187
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_residual_context=2.059518 sequence=148.090705
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=56 node=N4698 type=control0 q_typed_residual_context=1.812624 sequence=149.903330
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=57 node=N724 type=observe q_typed_residual_context=1.576482 sequence=151.479812
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=58 node=N4705 type=control0 q_typed_residual_context=1.812866 sequence=153.292678
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=59 node=N7888 type=control1 q_typed_residual_context=1.095998 sequence=154.388676
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=60 node=N3862 type=control0 q_typed_residual_context=1.151148 sequence=155.539824
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_residual_context=1.820620 sequence=157.360444
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.737674 sequence=159.098118
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=1.100875 sequence=160.198993
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.369545 sequence=161.568538
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=65 node=N7889 type=control1 q_typed_residual_context=1.697820 sequence=163.266358
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=66 node=N713 type=observe q_typed_residual_context=2.671414 sequence=165.937772
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=67 node=N3827 type=control0 q_typed_residual_context=1.598673 sequence=167.536445
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=68 node=N3848 type=control0 q_typed_residual_context=1.872091 sequence=169.408537
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=69 node=N3820 type=control0 q_typed_residual_context=2.099580 sequence=171.508117
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=70 node=N3813 type=control0 q_typed_residual_context=2.196824 sequence=173.704941
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=71 node=N3799 type=control0 q_typed_residual_context=2.335778 sequence=176.040719
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=72 node=N3792 type=control0 q_typed_residual_context=2.390754 sequence=178.431474
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=73 node=N3785 type=control0 q_typed_residual_context=2.533210 sequence=180.964684
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=74 node=N3701 type=control0 q_typed_residual_context=2.780230 sequence=183.744914
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=75 node=N7881 type=control1 q_typed_residual_context=2.338824 sequence=186.083737
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=76 node=N7887 type=control1 q_typed_residual_context=3.437000 sequence=189.520738
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=77 node=N4585 type=control0 q_typed_residual_context=3.593491 sequence=193.114229
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=78 node=N7890 type=control1 q_typed_residual_context=2.562652 sequence=195.676881
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_residual_context=3.589828 sequence=199.266709
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=80 node=N4564 type=control0 q_typed_residual_context=2.992166 sequence=202.258875
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=81 node=N3897 type=control0 q_typed_residual_context=2.934308 sequence=205.193183
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=82 node=N3904 type=control0 q_typed_residual_context=3.027913 sequence=208.221096
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=83 node=N3841 type=control0 q_typed_residual_context=2.644896 sequence=210.865993
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=84 node=N4557 type=control0 q_typed_residual_context=2.471945 sequence=213.337938
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_residual_context=2.714716 sequence=216.052654
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=86 node=N1539 type=control0 q_typed_residual_context=2.683253 sequence=218.735907
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=87 node=N519 type=control1 q_typed_residual_context=3.292480 sequence=222.028387
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=88 node=N7722 type=control0 q_typed_residual_context=2.104663 sequence=224.133051
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=89 node=N7724 type=control0 q_typed_residual_context=2.011141 sequence=226.144191
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=90 node=N504 type=control1 q_typed_residual_context=2.558463 sequence=228.702654
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=91 node=N7891 type=control1 q_typed_residual_context=1.976808 sequence=230.679462
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=92 node=N2079 type=observe q_typed_residual_context=2.338872 sequence=233.018334
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=93 node=N722 type=observe q_typed_residual_context=3.637772 sequence=236.656106
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=94 node=N3681 type=control0 q_typed_residual_context=4.413887 sequence=241.069993
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=95 node=N7846 type=control0 q_typed_residual_context=5.420806 sequence=246.490799
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=96 node=N4520 type=control0 q_typed_residual_context=4.651757 sequence=251.142556
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_residual_context=3.945652 sequence=255.088208
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=98 node=N7541 type=control0 q_typed_residual_context=3.236719 sequence=258.324927
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=99 node=N7723 type=control0 q_typed_residual_context=3.247090 sequence=261.572017
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=100 node=N516 type=control1 q_typed_residual_context=5.028894 sequence=266.600911
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=101 node=N520 type=control1 q_typed_residual_context=3.878818 sequence=270.479729
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_residual_context=3.540466 sequence=274.020195
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=103 node=N7875 type=control1 q_typed_residual_context=4.494512 sequence=278.514707
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=104 node=N7587 type=control1 q_typed_residual_context=3.911256 sequence=282.425963
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=105 node=N555 type=control1 q_typed_residual_context=6.501259 sequence=288.927223
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=106 node=N2340 type=observe q_typed_residual_context=3.777998 sequence=292.705221
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=107 node=N556 type=control1 q_typed_residual_context=6.776471 sequence=299.481692
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=108 node=N7370 type=control1 q_typed_residual_context=3.450993 sequence=302.932684
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=109 node=N513 type=control1 q_typed_residual_context=4.430063 sequence=307.362748
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=110 node=N1533 type=control1 q_typed_residual_context=3.473700 sequence=310.836448
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=111 node=N2580 type=control1 q_typed_residual_context=3.920651 sequence=314.757099
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=112 node=N634 type=control1 q_typed_residual_context=3.379835 sequence=318.136934
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=113 node=N7588 type=control1 q_typed_residual_context=3.368930 sequence=321.505864
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=114 node=N5603 type=observe q_typed_residual_context=5.402361 sequence=326.908224
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=115 node=N694 type=observe q_typed_residual_context=2.731831 sequence=329.640055
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_residual_context=1.604155 sequence=331.244210
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=117 node=N3352 type=control1 q_typed_residual_context=2.292974 sequence=333.537185
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=118 node=N7421 type=control1 q_typed_residual_context=2.479644 sequence=336.016829
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=119 node=N7454 type=observe q_typed_residual_context=3.004357 sequence=339.021185
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=120 node=N7385 type=observe q_typed_residual_context=2.220264 sequence=341.241449
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=121 node=N2102 type=observe q_typed_residual_context=3.741360 sequence=344.982809
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=122 node=N1411 type=control0 q_typed_residual_context=2.585969 sequence=347.568779
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=123 node=N7871 type=control1 q_typed_residual_context=3.811221 sequence=351.380000
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=124 node=N3124 type=control1 q_typed_residual_context=1.170260 sequence=352.550260
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_residual_context=2.770630 sequence=355.320890
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=126 node=N7852 type=control0 q_typed_residual_context=6.775336 sequence=362.096226
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=127 node=N7853 type=control0 q_typed_residual_context=3.582134 sequence=365.678360
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=128 node=N7679 type=observe q_typed_residual_context=5.703558 sequence=371.381919
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=129 node=N2157 type=observe q_typed_residual_context=2.257975 sequence=373.639893
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=130 node=N638 type=control1 q_typed_residual_context=2.351861 sequence=375.991755
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=131 node=N614 type=control1 q_typed_residual_context=3.073291 sequence=379.065046
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=132 node=N3410 type=control1 q_typed_residual_context=1.813536 sequence=380.878582
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=133 node=N7424 type=control1 q_typed_residual_context=1.684216 sequence=382.562798
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=134 node=N3180 type=control1 q_typed_residual_context=1.162827 sequence=383.725625
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=135 node=N7892 type=control1 q_typed_residual_context=0.956756 sequence=384.682381
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_residual_context=0.727785 sequence=385.410166
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=137 node=N636 type=control1 q_typed_residual_context=5.673101 sequence=391.083267
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=138 node=N616 type=control1 q_typed_residual_context=5.889546 sequence=396.972813
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=139 node=N610 type=control1 q_typed_residual_context=5.789741 sequence=402.762554
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=140 node=N578 type=observe q_typed_residual_context=5.708978 sequence=408.471532
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=141 node=N3295 type=control1 q_typed_residual_context=3.729850 sequence=412.201382
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=142 node=N630 type=control1 q_typed_residual_context=4.990984 sequence=417.192366
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=143 node=N2106 type=observe q_typed_residual_context=5.789925 sequence=422.982291
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=144 node=N6531 type=observe q_typed_residual_context=5.754971 sequence=428.737262
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=145 node=N7401 type=observe q_typed_residual_context=5.687559 sequence=434.424822
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=146 node=N642 type=control1 q_typed_residual_context=4.731005 sequence=439.155827
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=147 node=N649 type=control1 q_typed_residual_context=4.050176 sequence=443.206003
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_residual_context=3.115204 sequence=446.321207
[b15-anchor/prefix_toplist_sa/epoch_012/old2_new1] [plan iscas99__b15_1] [plan] step=149 node=N5738 type=observe q_typed_residual_context=2.524974 sequence=448.846181
