[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:09:59 out_dir=autoresearch/loop-260720-0945/model_training_round5/b15_selection/anchored_ensemble/prefix_cql_sa/epoch_012/old3_new1
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:09:59 budgets=iscas99__b15_1:278
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:09:59 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [gmean] 2026-07-21T10:09:59 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=7 node=N557 type=control1 q_typed_residual_context=0.907435 sequence=17.210053
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=8 node=N5143 type=observe q_typed_residual_context=1.070554 sequence=18.280607
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=9 node=N507 type=control1 q_typed_residual_context=1.112541 sequence=19.393148
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=10 node=N3742 type=control0 q_typed_residual_context=1.180452 sequence=20.573599
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=11 node=N564 type=control1 q_typed_residual_context=2.520492 sequence=23.094092
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=12 node=N5723 type=control0 q_typed_residual_context=1.174357 sequence=24.268449
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=13 node=N2081 type=observe q_typed_residual_context=1.231304 sequence=25.499753
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=14 node=N737 type=control1 q_typed_residual_context=1.534989 sequence=27.034742
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=15 node=N580 type=control1 q_typed_residual_context=2.903889 sequence=29.938631
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=16 node=N5203 type=control1 q_typed_residual_context=3.128360 sequence=33.066991
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=17 node=N2153 type=observe q_typed_residual_context=1.992820 sequence=35.059811
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=18 node=N1853 type=observe q_typed_residual_context=4.878540 sequence=39.938351
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=19 node=N1860 type=observe q_typed_residual_context=6.369741 sequence=46.308091
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=20 node=N2101 type=observe q_typed_residual_context=5.908002 sequence=52.216094
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=2.871418 sequence=55.087511
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=22 node=N582 type=control1 q_typed_residual_context=7.161624 sequence=62.249135
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_residual_context=5.343945 sequence=67.593080
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=6.413752 sequence=74.006832
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=25 node=N496 type=control1 q_typed_residual_context=3.445572 sequence=77.452404
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=1.597113 sequence=79.049517
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=27 node=N1437 type=control1 q_typed_residual_context=4.468038 sequence=83.517555
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=28 node=N5234 type=observe q_typed_residual_context=6.105680 sequence=89.623235
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=29 node=N7511 type=control1 q_typed_residual_context=4.058764 sequence=93.681999
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=0.919726 sequence=94.601725
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.373182 sequence=102.974907
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=0.414859 sequence=103.389767
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=6.107042 sequence=109.496809
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=34 node=N2044 type=observe q_typed_residual_context=3.599426 sequence=113.096235
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=35 node=N2040 type=observe q_typed_residual_context=1.242854 sequence=114.339089
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=36 node=N3903 type=control0 q_typed_residual_context=0.796633 sequence=115.135722
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=2.319726 sequence=117.455448
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=38 node=N3896 type=control0 q_typed_residual_context=0.937804 sequence=118.393252
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_residual_context=3.070147 sequence=121.463399
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=40 node=N3889 type=control0 q_typed_residual_context=0.876668 sequence=122.340067
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=41 node=N3882 type=control0 q_typed_residual_context=1.008529 sequence=123.348596
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=42 node=N3805 type=control0 q_typed_residual_context=0.994613 sequence=124.343209
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=43 node=N4663 type=control0 q_typed_residual_context=1.707806 sequence=126.051015
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=44 node=N3722 type=control0 q_typed_residual_context=1.147607 sequence=127.198622
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=45 node=N4670 type=control0 q_typed_residual_context=2.136804 sequence=129.335426
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=46 node=N7883 type=control1 q_typed_residual_context=1.999264 sequence=131.334689
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=47 node=N7884 type=control1 q_typed_residual_context=1.815799 sequence=133.150489
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=48 node=N7882 type=control1 q_typed_residual_context=2.005966 sequence=135.156455
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=49 node=N4677 type=control0 q_typed_residual_context=3.006745 sequence=138.163200
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=50 node=N7885 type=control1 q_typed_residual_context=1.537866 sequence=139.701065
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=51 node=N7886 type=control1 q_typed_residual_context=1.389998 sequence=141.091063
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=52 node=N4684 type=control0 q_typed_residual_context=2.082482 sequence=143.173546
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=2.002106 sequence=145.175652
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=54 node=N3911 type=control0 q_typed_residual_context=0.955251 sequence=146.130903
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=55 node=N4691 type=control0 q_typed_residual_context=2.061531 sequence=148.192434
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=56 node=N4698 type=control0 q_typed_residual_context=1.814184 sequence=150.006618
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=57 node=N724 type=observe q_typed_residual_context=1.576482 sequence=151.583100
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=58 node=N4705 type=control0 q_typed_residual_context=1.813631 sequence=153.396731
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=59 node=N7888 type=control1 q_typed_residual_context=1.096398 sequence=154.493129
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=60 node=N3862 type=control0 q_typed_residual_context=1.151076 sequence=155.644205
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=61 node=N4712 type=control0 q_typed_residual_context=1.820805 sequence=157.465010
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=62 node=N4716 type=control0 q_typed_residual_context=1.738253 sequence=159.203264
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=1.100784 sequence=160.304048
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=64 node=N7471 type=control0 q_typed_residual_context=1.369526 sequence=161.673574
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=65 node=N7889 type=control1 q_typed_residual_context=1.697836 sequence=163.371410
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=66 node=N713 type=observe q_typed_residual_context=2.671414 sequence=166.042824
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=67 node=N3827 type=control0 q_typed_residual_context=1.598556 sequence=167.641380
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=68 node=N3848 type=control0 q_typed_residual_context=1.871991 sequence=169.513370
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=69 node=N3820 type=control0 q_typed_residual_context=2.099485 sequence=171.612855
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=70 node=N3813 type=control0 q_typed_residual_context=2.196817 sequence=173.809672
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=71 node=N3799 type=control0 q_typed_residual_context=2.336068 sequence=176.145740
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=72 node=N3792 type=control0 q_typed_residual_context=2.390754 sequence=178.536494
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=73 node=N3785 type=control0 q_typed_residual_context=2.533306 sequence=181.069800
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=74 node=N3701 type=control0 q_typed_residual_context=2.780366 sequence=183.850166
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=75 node=N7881 type=control1 q_typed_residual_context=2.338882 sequence=186.189047
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=76 node=N7887 type=control1 q_typed_residual_context=3.437043 sequence=189.626091
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=77 node=N4585 type=control0 q_typed_residual_context=3.593568 sequence=193.219659
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=78 node=N7890 type=control1 q_typed_residual_context=2.562679 sequence=195.782338
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=79 node=N4578 type=control0 q_typed_residual_context=3.589880 sequence=199.372218
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=80 node=N4564 type=control0 q_typed_residual_context=2.992204 sequence=202.364422
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=81 node=N3897 type=control0 q_typed_residual_context=2.934380 sequence=205.298802
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=82 node=N3904 type=control0 q_typed_residual_context=3.027958 sequence=208.326760
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=83 node=N3841 type=control0 q_typed_residual_context=2.644967 sequence=210.971727
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=84 node=N4557 type=control0 q_typed_residual_context=2.471983 sequence=213.443710
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_residual_context=2.714762 sequence=216.158472
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=86 node=N1539 type=control0 q_typed_residual_context=2.683300 sequence=218.841772
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=87 node=N519 type=control1 q_typed_residual_context=3.292513 sequence=222.134285
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=88 node=N7722 type=control0 q_typed_residual_context=2.104677 sequence=224.238961
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=89 node=N7724 type=control0 q_typed_residual_context=2.011152 sequence=226.250113
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=90 node=N504 type=control1 q_typed_residual_context=2.558528 sequence=228.808641
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=91 node=N7891 type=control1 q_typed_residual_context=1.976859 sequence=230.785500
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=92 node=N2079 type=observe q_typed_residual_context=2.338837 sequence=233.124338
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=93 node=N722 type=observe q_typed_residual_context=3.637772 sequence=236.762110
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=94 node=N3681 type=control0 q_typed_residual_context=4.413980 sequence=241.176090
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=95 node=N7846 type=control0 q_typed_residual_context=5.420819 sequence=246.596909
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=96 node=N4520 type=control0 q_typed_residual_context=4.651833 sequence=251.248741
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_residual_context=3.945654 sequence=255.194395
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=98 node=N7541 type=control0 q_typed_residual_context=3.236701 sequence=258.431096
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=99 node=N7723 type=control0 q_typed_residual_context=3.247104 sequence=261.678199
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=100 node=N516 type=control1 q_typed_residual_context=5.028901 sequence=266.707100
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=101 node=N520 type=control1 q_typed_residual_context=3.878829 sequence=270.585930
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_residual_context=3.540466 sequence=274.126396
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=103 node=N7875 type=control1 q_typed_residual_context=4.494519 sequence=278.620915
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=104 node=N7587 type=control1 q_typed_residual_context=3.911325 sequence=282.532241
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=105 node=N555 type=control1 q_typed_residual_context=6.501284 sequence=289.033525
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=106 node=N2340 type=observe q_typed_residual_context=3.778033 sequence=292.811558
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=107 node=N556 type=control1 q_typed_residual_context=6.776461 sequence=299.588019
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=108 node=N7370 type=control1 q_typed_residual_context=3.451007 sequence=303.039025
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=109 node=N513 type=control1 q_typed_residual_context=4.430090 sequence=307.469115
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=110 node=N1533 type=control1 q_typed_residual_context=3.473728 sequence=310.942843
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=111 node=N2580 type=control1 q_typed_residual_context=3.920639 sequence=314.863482
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=112 node=N634 type=control1 q_typed_residual_context=3.379837 sequence=318.243319
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=113 node=N7588 type=control1 q_typed_residual_context=3.368935 sequence=321.612254
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=114 node=N5603 type=observe q_typed_residual_context=5.402371 sequence=327.014625
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=115 node=N694 type=observe q_typed_residual_context=2.731851 sequence=329.746476
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=116 node=N7872 type=control1 q_typed_residual_context=1.604174 sequence=331.350650
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=117 node=N3352 type=control1 q_typed_residual_context=2.292971 sequence=333.643621
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=118 node=N7421 type=control1 q_typed_residual_context=2.479651 sequence=336.123272
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=119 node=N7454 type=observe q_typed_residual_context=3.004356 sequence=339.127628
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=120 node=N7385 type=observe q_typed_residual_context=2.220262 sequence=341.347890
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=121 node=N2102 type=observe q_typed_residual_context=3.741367 sequence=345.089257
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=122 node=N1411 type=control0 q_typed_residual_context=2.585971 sequence=347.675228
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=123 node=N7871 type=control1 q_typed_residual_context=3.811221 sequence=351.486449
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=124 node=N3124 type=control1 q_typed_residual_context=1.170263 sequence=352.656712
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_residual_context=2.770635 sequence=355.427347
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=126 node=N7852 type=control0 q_typed_residual_context=6.775336 sequence=362.202683
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=127 node=N7853 type=control0 q_typed_residual_context=3.582127 sequence=365.784810
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=128 node=N7679 type=observe q_typed_residual_context=5.703565 sequence=371.488375
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=129 node=N2157 type=observe q_typed_residual_context=2.257977 sequence=373.746352
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=130 node=N638 type=control1 q_typed_residual_context=2.351862 sequence=376.098214
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=131 node=N614 type=control1 q_typed_residual_context=3.073295 sequence=379.171509
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=132 node=N3410 type=control1 q_typed_residual_context=1.813532 sequence=380.985041
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=133 node=N7424 type=control1 q_typed_residual_context=1.684220 sequence=382.669261
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=134 node=N3180 type=control1 q_typed_residual_context=1.162827 sequence=383.832089
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=135 node=N7892 type=control1 q_typed_residual_context=0.956756 sequence=384.788844
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_residual_context=0.727789 sequence=385.516633
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=137 node=N636 type=control1 q_typed_residual_context=5.673101 sequence=391.189734
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=138 node=N616 type=control1 q_typed_residual_context=5.889546 sequence=397.079280
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=139 node=N610 type=control1 q_typed_residual_context=5.789742 sequence=402.869022
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=140 node=N578 type=observe q_typed_residual_context=5.708978 sequence=408.578000
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=141 node=N3295 type=control1 q_typed_residual_context=3.729850 sequence=412.307850
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=142 node=N630 type=control1 q_typed_residual_context=4.990984 sequence=417.298833
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=143 node=N2106 type=observe q_typed_residual_context=5.789924 sequence=423.088758
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=144 node=N6531 type=observe q_typed_residual_context=5.754969 sequence=428.843727
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=145 node=N7401 type=observe q_typed_residual_context=5.687558 sequence=434.531285
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=146 node=N642 type=control1 q_typed_residual_context=4.731004 sequence=439.262289
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=147 node=N649 type=control1 q_typed_residual_context=4.050176 sequence=443.312465
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=148 node=N3525 type=control1 q_typed_residual_context=3.115204 sequence=446.427669
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=149 node=N5738 type=observe q_typed_residual_context=2.524974 sequence=448.952643
[b15-anchor/prefix_cql_sa/epoch_012/old3_new1] [plan iscas99__b15_1] [plan] step=150 node=N3467 type=control1 q_typed_residual_context=1.695540 sequence=450.648182
