deep_node	original_net	original_kind	original_gate	original_order	deep_gate	boundary_exact	local_truth_exact	global_signature_exact	deep_is_sink	paper_candidate_legal
N69	P3_DATAO_REG_27__SCAN_IN	PI	INPUT	69	INPUT	True	True	True	False	False
N70	P3_DATAO_REG_26__SCAN_IN	PI	INPUT	70	INPUT	True	True	True	False	False
N71	P3_DATAO_REG_25__SCAN_IN	PI	INPUT	71	INPUT	True	True	True	False	False
N72	P3_DATAO_REG_24__SCAN_IN	PI	INPUT	72	INPUT	True	True	True	False	False
N73	P3_DATAO_REG_23__SCAN_IN	PI	INPUT	73	INPUT	True	True	True	False	False
N74	P3_DATAO_REG_22__SCAN_IN	PI	INPUT	74	INPUT	True	True	True	False	False
N75	P3_DATAO_REG_21__SCAN_IN	PI	INPUT	75	INPUT	True	True	True	False	False
N76	P3_DATAO_REG_20__SCAN_IN	PI	INPUT	76	INPUT	True	True	True	False	False
N77	P3_DATAO_REG_19__SCAN_IN	PI	INPUT	77	INPUT	True	True	True	False	False
N78	P3_DATAO_REG_18__SCAN_IN	PI	INPUT	78	INPUT	True	True	True	False	False
N79	P3_DATAO_REG_17__SCAN_IN	PI	INPUT	79	INPUT	True	True	True	False	False
N80	P3_DATAO_REG_16__SCAN_IN	PI	INPUT	80	INPUT	True	True	True	False	False
N81	P3_DATAO_REG_15__SCAN_IN	PI	INPUT	81	INPUT	True	True	True	False	False
N82	P3_DATAO_REG_14__SCAN_IN	PI	INPUT	82	INPUT	True	True	True	False	False
N83	P3_DATAO_REG_13__SCAN_IN	PI	INPUT	83	INPUT	True	True	True	False	False
N84	P3_DATAO_REG_12__SCAN_IN	PI	INPUT	84	INPUT	True	True	True	False	False
N85	P3_DATAO_REG_11__SCAN_IN	PI	INPUT	85	INPUT	True	True	True	False	False
N86	P3_DATAO_REG_10__SCAN_IN	PI	INPUT	86	INPUT	True	True	True	False	False
N87	P3_DATAO_REG_9__SCAN_IN	PI	INPUT	87	INPUT	True	True	True	False	False
N88	P3_DATAO_REG_8__SCAN_IN	PI	INPUT	88	INPUT	True	True	True	False	False
N89	P3_DATAO_REG_7__SCAN_IN	PI	INPUT	89	INPUT	True	True	True	False	False
N90	P3_DATAO_REG_6__SCAN_IN	PI	INPUT	90	INPUT	True	True	True	False	False
N91	P3_DATAO_REG_5__SCAN_IN	PI	INPUT	91	INPUT	True	True	True	False	False
N92	P3_DATAO_REG_4__SCAN_IN	PI	INPUT	92	INPUT	True	True	True	False	False
N93	P3_DATAO_REG_3__SCAN_IN	PI	INPUT	93	INPUT	True	True	True	False	False
N94	P3_DATAO_REG_2__SCAN_IN	PI	INPUT	94	INPUT	True	True	True	False	False
N95	P3_DATAO_REG_1__SCAN_IN	PI	INPUT	95	INPUT	True	True	True	False	False
N96	P3_DATAO_REG_0__SCAN_IN	PI	INPUT	96	INPUT	True	True	True	False	False
N97	P3_ADDR_REG_0__SCAN_IN	PI	INPUT	97	INPUT	True	True	True	False	False
N98	P3_ADDR_REG_1__SCAN_IN	PI	INPUT	98	INPUT	True	True	True	False	False
N99	P3_ADDR_REG_2__SCAN_IN	PI	INPUT	99	INPUT	True	True	True	False	False
N100	P3_ADDR_REG_3__SCAN_IN	PI	INPUT	100	INPUT	True	True	True	False	False
N101	P3_ADDR_REG_4__SCAN_IN	PI	INPUT	101	INPUT	True	True	True	False	False
N102	P3_ADDR_REG_5__SCAN_IN	PI	INPUT	102	INPUT	True	True	True	False	False
N103	P3_ADDR_REG_6__SCAN_IN	PI	INPUT	103	INPUT	True	True	True	False	False
N104	P3_ADDR_REG_7__SCAN_IN	PI	INPUT	104	INPUT	True	True	True	False	False
N105	P3_ADDR_REG_8__SCAN_IN	PI	INPUT	105	INPUT	True	True	True	False	False
N106	P3_ADDR_REG_9__SCAN_IN	PI	INPUT	106	INPUT	True	True	True	False	False
N107	P1_IR_REG_0__SCAN_IN	PI	INPUT	107	INPUT	True	True	True	False	False
N108	P1_IR_REG_1__SCAN_IN	PI	INPUT	108	INPUT	True	True	True	False	False
N109	P1_IR_REG_2__SCAN_IN	PI	INPUT	109	INPUT	True	True	True	False	False
N110	P1_IR_REG_3__SCAN_IN	PI	INPUT	110	INPUT	True	True	True	False	False
N111	P1_IR_REG_4__SCAN_IN	PI	INPUT	111	INPUT	True	True	True	False	False
N112	P1_IR_REG_5__SCAN_IN	PI	INPUT	112	INPUT	True	True	True	False	False
N113	P1_IR_REG_6__SCAN_IN	PI	INPUT	113	INPUT	True	True	True	False	False
N114	P1_IR_REG_7__SCAN_IN	PI	INPUT	114	INPUT	True	True	True	False	False
N115	P1_IR_REG_8__SCAN_IN	PI	INPUT	115	INPUT	True	True	True	False	False
N116	P1_IR_REG_9__SCAN_IN	PI	INPUT	116	INPUT	True	True	True	False	False
N117	P1_IR_REG_10__SCAN_IN	PI	INPUT	117	INPUT	True	True	True	False	False
N118	P1_IR_REG_11__SCAN_IN	PI	INPUT	118	INPUT	True	True	True	False	False
N119	P1_IR_REG_12__SCAN_IN	PI	INPUT	119	INPUT	True	True	True	False	False
N120	P1_IR_REG_13__SCAN_IN	PI	INPUT	120	INPUT	True	True	True	False	False
N121	P1_IR_REG_14__SCAN_IN	PI	INPUT	121	INPUT	True	True	True	False	False
N122	P1_IR_REG_15__SCAN_IN	PI	INPUT	122	INPUT	True	True	True	False	False
N123	P1_IR_REG_16__SCAN_IN	PI	INPUT	123	INPUT	True	True	True	False	False
N124	P1_IR_REG_17__SCAN_IN	PI	INPUT	124	INPUT	True	True	True	False	False
N125	P1_IR_REG_18__SCAN_IN	PI	INPUT	125	INPUT	True	True	True	False	False
N126	P1_IR_REG_19__SCAN_IN	PI	INPUT	126	INPUT	True	True	True	False	False
N127	P1_IR_REG_20__SCAN_IN	PI	INPUT	127	INPUT	True	True	True	False	False
N128	P1_IR_REG_21__SCAN_IN	PI	INPUT	128	INPUT	True	True	True	False	False
N129	P1_IR_REG_22__SCAN_IN	PI	INPUT	129	INPUT	True	True	True	False	False
N130	P1_IR_REG_23__SCAN_IN	PI	INPUT	130	INPUT	True	True	True	False	False
N131	P1_IR_REG_24__SCAN_IN	PI	INPUT	131	INPUT	True	True	True	False	False
N132	P1_IR_REG_25__SCAN_IN	PI	INPUT	132	INPUT	True	True	True	False	False
N133	P1_IR_REG_26__SCAN_IN	PI	INPUT	133	INPUT	True	True	True	False	False
N134	P1_IR_REG_27__SCAN_IN	PI	INPUT	134	INPUT	True	True	True	False	False
N135	P1_IR_REG_28__SCAN_IN	PI	INPUT	135	INPUT	True	True	True	False	False
N136	P1_IR_REG_29__SCAN_IN	PI	INPUT	136	INPUT	True	True	True	False	False
N137	P1_IR_REG_30__SCAN_IN	PI	INPUT	137	INPUT	True	True	True	False	False
N138	P1_IR_REG_31__SCAN_IN	PI	INPUT	138	INPUT	True	True	True	False	False
N139	P1_D_REG_0__SCAN_IN	PI	INPUT	139	INPUT	True	True	True	False	False
N140	P1_D_REG_1__SCAN_IN	PI	INPUT	140	INPUT	True	True	True	False	False
N141	P1_D_REG_2__SCAN_IN	PI	INPUT	141	INPUT	True	True	True	False	False
N142	P1_D_REG_3__SCAN_IN	PI	INPUT	142	INPUT	True	True	True	False	False
N143	P1_D_REG_4__SCAN_IN	PI	INPUT	143	INPUT	True	True	True	False	False
N144	P1_D_REG_5__SCAN_IN	PI	INPUT	144	INPUT	True	True	True	False	False
N145	P1_D_REG_6__SCAN_IN	PI	INPUT	145	INPUT	True	True	True	False	False
N146	P1_D_REG_7__SCAN_IN	PI	INPUT	146	INPUT	True	True	True	False	False
N147	P1_D_REG_8__SCAN_IN	PI	INPUT	147	INPUT	True	True	True	False	False
N148	P1_D_REG_9__SCAN_IN	PI	INPUT	148	INPUT	True	True	True	False	False
N149	P1_D_REG_10__SCAN_IN	PI	INPUT	149	INPUT	True	True	True	False	False
N150	P1_D_REG_11__SCAN_IN	PI	INPUT	150	INPUT	True	True	True	False	False
N151	P1_D_REG_12__SCAN_IN	PI	INPUT	151	INPUT	True	True	True	False	False
N152	P1_D_REG_13__SCAN_IN	PI	INPUT	152	INPUT	True	True	True	False	False
N153	P1_D_REG_14__SCAN_IN	PI	INPUT	153	INPUT	True	True	True	False	False
N154	P1_D_REG_15__SCAN_IN	PI	INPUT	154	INPUT	True	True	True	False	False
N155	P1_D_REG_16__SCAN_IN	PI	INPUT	155	INPUT	True	True	True	False	False
N156	P1_D_REG_17__SCAN_IN	PI	INPUT	156	INPUT	True	True	True	False	False
N157	P1_D_REG_18__SCAN_IN	PI	INPUT	157	INPUT	True	True	True	False	False
N158	P1_D_REG_19__SCAN_IN	PI	INPUT	158	INPUT	True	True	True	False	False
N159	P1_D_REG_20__SCAN_IN	PI	INPUT	159	INPUT	True	True	True	False	False
N160	P1_D_REG_21__SCAN_IN	PI	INPUT	160	INPUT	True	True	True	False	False
N161	P1_D_REG_22__SCAN_IN	PI	INPUT	161	INPUT	True	True	True	False	False
N162	P1_D_REG_23__SCAN_IN	PI	INPUT	162	INPUT	True	True	True	False	False
N163	P1_D_REG_24__SCAN_IN	PI	INPUT	163	INPUT	True	True	True	False	False
N164	P1_D_REG_25__SCAN_IN	PI	INPUT	164	INPUT	True	True	True	False	False
N165	P1_D_REG_26__SCAN_IN	PI	INPUT	165	INPUT	True	True	True	False	False
N166	P1_D_REG_27__SCAN_IN	PI	INPUT	166	INPUT	True	True	True	False	False
N167	P1_D_REG_28__SCAN_IN	PI	INPUT	167	INPUT	True	True	True	False	False
N168	P1_D_REG_29__SCAN_IN	PI	INPUT	168	INPUT	True	True	True	False	False
N169	P1_D_REG_30__SCAN_IN	PI	INPUT	169	INPUT	True	True	True	False	False
N170	P1_D_REG_31__SCAN_IN	PI	INPUT	170	INPUT	True	True	True	False	False
N171	P1_REG0_REG_0__SCAN_IN	PI	INPUT	171	INPUT	True	True	True	False	False
N172	P1_REG0_REG_1__SCAN_IN	PI	INPUT	172	INPUT	True	True	True	False	False
N173	P1_REG0_REG_2__SCAN_IN	PI	INPUT	173	INPUT	True	True	True	False	False
N174	P1_REG0_REG_3__SCAN_IN	PI	INPUT	174	INPUT	True	True	True	False	False
N175	P1_REG0_REG_4__SCAN_IN	PI	INPUT	175	INPUT	True	True	True	False	False
N176	P1_REG0_REG_5__SCAN_IN	PI	INPUT	176	INPUT	True	True	True	False	False
N177	P1_REG0_REG_6__SCAN_IN	PI	INPUT	177	INPUT	True	True	True	False	False
N178	P1_REG0_REG_7__SCAN_IN	PI	INPUT	178	INPUT	True	True	True	False	False
N179	P1_REG0_REG_8__SCAN_IN	PI	INPUT	179	INPUT	True	True	True	False	False
N180	P1_REG0_REG_9__SCAN_IN	PI	INPUT	180	INPUT	True	True	True	False	False
N181	P1_REG0_REG_10__SCAN_IN	PI	INPUT	181	INPUT	True	True	True	False	False
N182	P1_REG0_REG_11__SCAN_IN	PI	INPUT	182	INPUT	True	True	True	False	False
N183	P1_REG0_REG_12__SCAN_IN	PI	INPUT	183	INPUT	True	True	True	False	False
N184	P1_REG0_REG_13__SCAN_IN	PI	INPUT	184	INPUT	True	True	True	False	False
N185	P1_REG0_REG_14__SCAN_IN	PI	INPUT	185	INPUT	True	True	True	False	False
N186	P1_REG0_REG_15__SCAN_IN	PI	INPUT	186	INPUT	True	True	True	False	False
N187	P1_REG0_REG_16__SCAN_IN	PI	INPUT	187	INPUT	True	True	True	False	False
N188	P1_REG0_REG_17__SCAN_IN	PI	INPUT	188	INPUT	True	True	True	False	False
N189	P1_REG0_REG_18__SCAN_IN	PI	INPUT	189	INPUT	True	True	True	False	False
N190	P1_REG0_REG_19__SCAN_IN	PI	INPUT	190	INPUT	True	True	True	False	False
N191	P1_REG0_REG_20__SCAN_IN	PI	INPUT	191	INPUT	True	True	True	False	False
N192	P1_REG0_REG_21__SCAN_IN	PI	INPUT	192	INPUT	True	True	True	False	False
N193	P1_REG0_REG_22__SCAN_IN	PI	INPUT	193	INPUT	True	True	True	False	False
N194	P1_REG0_REG_23__SCAN_IN	PI	INPUT	194	INPUT	True	True	True	False	False
N195	P1_REG0_REG_24__SCAN_IN	PI	INPUT	195	INPUT	True	True	True	False	False
N196	P1_REG0_REG_25__SCAN_IN	PI	INPUT	196	INPUT	True	True	True	False	False
N197	P1_REG0_REG_26__SCAN_IN	PI	INPUT	197	INPUT	True	True	True	False	False
N198	P1_REG0_REG_27__SCAN_IN	PI	INPUT	198	INPUT	True	True	True	False	False
N199	P1_REG0_REG_28__SCAN_IN	PI	INPUT	199	INPUT	True	True	True	False	False
N200	P1_REG0_REG_29__SCAN_IN	PI	INPUT	200	INPUT	True	True	True	False	False
N201	P1_REG0_REG_30__SCAN_IN	PI	INPUT	201	INPUT	True	True	True	False	False
N202	P1_REG0_REG_31__SCAN_IN	PI	INPUT	202	INPUT	True	True	True	False	False
N203	P1_REG1_REG_0__SCAN_IN	PI	INPUT	203	INPUT	True	True	True	False	False
N204	P1_REG1_REG_1__SCAN_IN	PI	INPUT	204	INPUT	True	True	True	False	False
N205	P1_REG1_REG_2__SCAN_IN	PI	INPUT	205	INPUT	True	True	True	False	False
N206	P1_REG1_REG_3__SCAN_IN	PI	INPUT	206	INPUT	True	True	True	False	False
N207	P1_REG1_REG_4__SCAN_IN	PI	INPUT	207	INPUT	True	True	True	False	False
N208	P1_REG1_REG_5__SCAN_IN	PI	INPUT	208	INPUT	True	True	True	False	False
N209	P1_REG1_REG_6__SCAN_IN	PI	INPUT	209	INPUT	True	True	True	False	False
N210	P1_REG1_REG_7__SCAN_IN	PI	INPUT	210	INPUT	True	True	True	False	False
N211	P1_REG1_REG_8__SCAN_IN	PI	INPUT	211	INPUT	True	True	True	False	False
N212	P1_REG1_REG_9__SCAN_IN	PI	INPUT	212	INPUT	True	True	True	False	False
N213	P1_REG1_REG_10__SCAN_IN	PI	INPUT	213	INPUT	True	True	True	False	False
N214	P1_REG1_REG_11__SCAN_IN	PI	INPUT	214	INPUT	True	True	True	False	False
N215	P1_REG1_REG_12__SCAN_IN	PI	INPUT	215	INPUT	True	True	True	False	False
N216	P1_REG1_REG_13__SCAN_IN	PI	INPUT	216	INPUT	True	True	True	False	False
N217	P1_REG1_REG_14__SCAN_IN	PI	INPUT	217	INPUT	True	True	True	False	False
N218	P1_REG1_REG_15__SCAN_IN	PI	INPUT	218	INPUT	True	True	True	False	False
N219	P1_REG1_REG_16__SCAN_IN	PI	INPUT	219	INPUT	True	True	True	False	False
N220	P1_REG1_REG_17__SCAN_IN	PI	INPUT	220	INPUT	True	True	True	False	False
N221	P1_REG1_REG_18__SCAN_IN	PI	INPUT	221	INPUT	True	True	True	False	False
N222	P1_REG1_REG_19__SCAN_IN	PI	INPUT	222	INPUT	True	True	True	False	False
N223	P1_REG1_REG_20__SCAN_IN	PI	INPUT	223	INPUT	True	True	True	False	False
N224	P1_REG1_REG_21__SCAN_IN	PI	INPUT	224	INPUT	True	True	True	False	False
N225	P1_REG1_REG_22__SCAN_IN	PI	INPUT	225	INPUT	True	True	True	False	False
N226	P1_REG1_REG_23__SCAN_IN	PI	INPUT	226	INPUT	True	True	True	False	False
N227	P1_REG1_REG_24__SCAN_IN	PI	INPUT	227	INPUT	True	True	True	False	False
N228	P1_REG1_REG_25__SCAN_IN	PI	INPUT	228	INPUT	True	True	True	False	False
N229	P1_REG1_REG_26__SCAN_IN	PI	INPUT	229	INPUT	True	True	True	False	False
N230	P1_REG1_REG_27__SCAN_IN	PI	INPUT	230	INPUT	True	True	True	False	False
N231	P1_REG1_REG_28__SCAN_IN	PI	INPUT	231	INPUT	True	True	True	False	False
N232	P1_REG1_REG_29__SCAN_IN	PI	INPUT	232	INPUT	True	True	True	False	False
N233	P1_REG1_REG_30__SCAN_IN	PI	INPUT	233	INPUT	True	True	True	False	False
N234	P1_REG1_REG_31__SCAN_IN	PI	INPUT	234	INPUT	True	True	True	False	False
N235	P1_REG2_REG_0__SCAN_IN	PI	INPUT	235	INPUT	True	True	True	False	False
N236	P1_REG2_REG_1__SCAN_IN	PI	INPUT	236	INPUT	True	True	True	False	False
N237	P1_REG2_REG_2__SCAN_IN	PI	INPUT	237	INPUT	True	True	True	False	False
N238	P1_REG2_REG_3__SCAN_IN	PI	INPUT	238	INPUT	True	True	True	False	False
N239	P1_REG2_REG_4__SCAN_IN	PI	INPUT	239	INPUT	True	True	True	False	False
N240	P1_REG2_REG_5__SCAN_IN	PI	INPUT	240	INPUT	True	True	True	False	False
N241	P1_REG2_REG_6__SCAN_IN	PI	INPUT	241	INPUT	True	True	True	False	False
N242	P1_REG2_REG_7__SCAN_IN	PI	INPUT	242	INPUT	True	True	True	False	False
N243	P1_REG2_REG_8__SCAN_IN	PI	INPUT	243	INPUT	True	True	True	False	False
N244	P1_REG2_REG_9__SCAN_IN	PI	INPUT	244	INPUT	True	True	True	False	False
N245	P1_REG2_REG_10__SCAN_IN	PI	INPUT	245	INPUT	True	True	True	False	False
N246	P1_REG2_REG_11__SCAN_IN	PI	INPUT	246	INPUT	True	True	True	False	False
N247	P1_REG2_REG_12__SCAN_IN	PI	INPUT	247	INPUT	True	True	True	False	False
N248	P1_REG2_REG_13__SCAN_IN	PI	INPUT	248	INPUT	True	True	True	False	False
N249	P1_REG2_REG_14__SCAN_IN	PI	INPUT	249	INPUT	True	True	True	False	False
N250	P1_REG2_REG_15__SCAN_IN	PI	INPUT	250	INPUT	True	True	True	False	False
N251	P1_REG2_REG_16__SCAN_IN	PI	INPUT	251	INPUT	True	True	True	False	False
N252	P1_REG2_REG_17__SCAN_IN	PI	INPUT	252	INPUT	True	True	True	False	False
N253	P1_REG2_REG_18__SCAN_IN	PI	INPUT	253	INPUT	True	True	True	False	False
N254	P1_REG2_REG_19__SCAN_IN	PI	INPUT	254	INPUT	True	True	True	False	False
N255	P1_REG2_REG_20__SCAN_IN	PI	INPUT	255	INPUT	True	True	True	False	False
N256	P1_REG2_REG_21__SCAN_IN	PI	INPUT	256	INPUT	True	True	True	False	False
N257	P1_REG2_REG_22__SCAN_IN	PI	INPUT	257	INPUT	True	True	True	False	False
N258	P1_REG2_REG_23__SCAN_IN	PI	INPUT	258	INPUT	True	True	True	False	False
N259	P1_REG2_REG_24__SCAN_IN	PI	INPUT	259	INPUT	True	True	True	False	False
N260	P1_REG2_REG_25__SCAN_IN	PI	INPUT	260	INPUT	True	True	True	False	False
N261	P1_REG2_REG_26__SCAN_IN	PI	INPUT	261	INPUT	True	True	True	False	False
N262	P1_REG2_REG_27__SCAN_IN	PI	INPUT	262	INPUT	True	True	True	False	False
N263	P1_REG2_REG_28__SCAN_IN	PI	INPUT	263	INPUT	True	True	True	False	False
N264	P1_REG2_REG_29__SCAN_IN	PI	INPUT	264	INPUT	True	True	True	False	False
N265	P1_REG2_REG_30__SCAN_IN	PI	INPUT	265	INPUT	True	True	True	False	False
N266	P1_REG2_REG_31__SCAN_IN	PI	INPUT	266	INPUT	True	True	True	False	False
N267	P1_ADDR_REG_19__SCAN_IN	PI	INPUT	267	INPUT	True	True	True	False	False
N268	P1_ADDR_REG_18__SCAN_IN	PI	INPUT	268	INPUT	True	True	True	False	False
N269	P1_ADDR_REG_17__SCAN_IN	PI	INPUT	269	INPUT	True	True	True	False	False
N270	P1_ADDR_REG_16__SCAN_IN	PI	INPUT	270	INPUT	True	True	True	False	False
N271	P1_ADDR_REG_15__SCAN_IN	PI	INPUT	271	INPUT	True	True	True	False	False
N272	P1_ADDR_REG_14__SCAN_IN	PI	INPUT	272	INPUT	True	True	True	False	False
N273	P1_ADDR_REG_13__SCAN_IN	PI	INPUT	273	INPUT	True	True	True	False	False
N274	P1_ADDR_REG_12__SCAN_IN	PI	INPUT	274	INPUT	True	True	True	False	False
N275	P1_ADDR_REG_11__SCAN_IN	PI	INPUT	275	INPUT	True	True	True	False	False
N276	P1_ADDR_REG_10__SCAN_IN	PI	INPUT	276	INPUT	True	True	True	False	False
N277	P1_ADDR_REG_9__SCAN_IN	PI	INPUT	277	INPUT	True	True	True	False	False
N278	P1_ADDR_REG_8__SCAN_IN	PI	INPUT	278	INPUT	True	True	True	False	False
N279	P1_ADDR_REG_7__SCAN_IN	PI	INPUT	279	INPUT	True	True	True	False	False
N280	P1_ADDR_REG_6__SCAN_IN	PI	INPUT	280	INPUT	True	True	True	False	False
N281	P1_ADDR_REG_5__SCAN_IN	PI	INPUT	281	INPUT	True	True	True	False	False
N282	P1_ADDR_REG_4__SCAN_IN	PI	INPUT	282	INPUT	True	True	True	False	False
N283	P1_ADDR_REG_3__SCAN_IN	PI	INPUT	283	INPUT	True	True	True	False	False
N284	P1_ADDR_REG_2__SCAN_IN	PI	INPUT	284	INPUT	True	True	True	False	False
N285	P1_ADDR_REG_1__SCAN_IN	PI	INPUT	285	INPUT	True	True	True	False	False
N286	P1_ADDR_REG_0__SCAN_IN	PI	INPUT	286	INPUT	True	True	True	False	False
N287	P1_DATAO_REG_0__SCAN_IN	PI	INPUT	287	INPUT	True	True	True	False	False
N288	P1_DATAO_REG_1__SCAN_IN	PI	INPUT	288	INPUT	True	True	True	False	False
N289	P1_DATAO_REG_2__SCAN_IN	PI	INPUT	289	INPUT	True	True	True	False	False
N290	P1_DATAO_REG_3__SCAN_IN	PI	INPUT	290	INPUT	True	True	True	False	False
N291	P1_DATAO_REG_4__SCAN_IN	PI	INPUT	291	INPUT	True	True	True	False	False
N292	P1_DATAO_REG_5__SCAN_IN	PI	INPUT	292	INPUT	True	True	True	False	False
N293	P1_DATAO_REG_6__SCAN_IN	PI	INPUT	293	INPUT	True	True	True	False	False
N294	P1_DATAO_REG_7__SCAN_IN	PI	INPUT	294	INPUT	True	True	True	False	False
N295	P1_DATAO_REG_8__SCAN_IN	PI	INPUT	295	INPUT	True	True	True	False	False
N296	P1_DATAO_REG_9__SCAN_IN	PI	INPUT	296	INPUT	True	True	True	False	False
N297	P1_DATAO_REG_10__SCAN_IN	PI	INPUT	297	INPUT	True	True	True	False	False
