step,node,type,q_pred,q_pred_context,score_pred,reward_pred,reward_pred_context,fc_pred,pattern_pred,return_pred,guarded_reward,guarded_reward_context,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,hybrid_pred_context,bounded_residual_hybrid_pred,bounded_residual_hybrid_pred_context,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
11,N31019,control0,1.2785784006118774,1.7860614597797395,1.2785784006118774,0.626703143119812,1.5283340960741043,0.00626703143119812,0.45176243782043457,0.021231675520539284,0.021231675520539284,-0.30740611612796787,0.05383509397506714,0.1712777018547058,0.0411096066236496,106543.421875,44401.1640625,62142.2578125,106159.875,44192.3515625,61967.5234375,0.0035999114625155926,0.004702860955148935,0.0028118446934968233,0.35999114625155926,6.031444216147065,2.379496682882309,5.545493102166802,2.3024848830699924,1.7860614597797395,30.7660469353199,30.7660469353199,greedy,1.7860614597797395,0.0,hard_fault_cluster
12,N31053,control0,1.3251452445983887,1.8088978260755537,1.3251452445983887,0.6574308276176453,1.608081468939781,0.006574308276176452,0.45526018738746643,0.020584823563694954,0.020584823563694954,-0.2500474166870117,0.053133804351091385,0.17208637297153473,0.041937585920095444,106159.9140625,44192.375,61967.5390625,105815.2890625,44010.125,61805.1640625,0.003246281761676073,0.004124014638364315,0.002620323561131954,0.3246281761676073,5.991396086290479,2.0867283749580383,5.4828843479044735,1.7588815379142761,1.8088978260755537,32.57494476139545,32.57494476139545,greedy,1.8088978260755537,0.0,hard_fault_cluster
13,N26684,control0,1.3270132541656494,1.6870494827628135,1.3270132541656494,0.6956775188446045,1.6765372559428213,0.006956775188446045,0.4558469355106354,0.020787784829735756,0.020787784829735756,-0.07222577452659612,0.05145535618066788,0.1711995154619217,0.04254006966948509,105815.078125,44009.7421875,61805.33203125,105640.1875,43922.03125,61718.15625,0.0016527948901057243,0.0019929890986531973,0.0014104896690696478,0.16527948901057243,5.862000921741128,1.3876155519485474,5.324651943985373,1.2831907176971435,1.6870494827628135,34.26199424415827,34.26199424415827,greedy,1.6870494827628135,0.0,hard_fault_cluster
14,N27261,control0,1.1782069206237793,1.6429256349802017,1.1782069206237793,0.6299283504486084,0.6521937597170472,0.006299283504486084,0.4570683240890503,0.020014794543385506,0.020014794543385506,0.4869443336874246,0.0501507893204689,0.16590766608715057,0.03736509755253792,105640.15625,43922.37890625,61717.78125,105240.3046875,43757.2421875,61483.0625,0.0037850337103009224,0.0037597399204969406,0.003803097642958164,0.37850337103009224,5.665022077038884,1.2262902206927537,5.177564718294889,1.2447247452288865,1.6429256349802017,35.90491987913847,35.90491987913847,greedy,1.6429256349802017,0.0,hard_fault_cluster
15,N29510,control0,1.347249984741211,2.178649401664734,1.347249984741211,0.660111129283905,1.7239288353919981,0.0066011112928390505,0.4293813407421112,0.005525628104805946,0.005525628104805946,1.7167927944660186,0.056046225130558014,0.1718311607837677,0.035960644483566284,105240.1171875,43756.9921875,61483.125,104897.453125,43636.0078125,61261.44921875,0.003256021300330758,0.0027649153489619493,0.00360547355376184,0.3256021300330758,6.270259270444512,2.7639873385429383,5.771031702402979,2.33261753320694,2.178649401664734,38.083569280803204,38.083569280803204,greedy,2.178649401664734,0.0,hard_fault_cluster
16,N19856,control0,1.4340105056762695,3.2384131991863248,1.4340105056762695,0.7197824120521545,3.4529924267530436,0.007197824120521545,0.3056778609752655,0.008112745359539986,0.008112745359539986,6.214676043391227,0.0574529692530632,0.16955991089344025,0.03499840945005417,104898.046875,43636.4609375,61261.58984375,104135.359375,43226.66015625,60908.6953125,0.0072707501240074635,0.009391247294843197,0.005760453175753355,0.7270750124007463,6.473192082718015,3.8905041527748105,5.927270714659244,3.5230279278755186,3.2384131991863248,41.32198247998953,41.32198247998953,greedy,3.2384131991863248,0.0,hard_fault_cluster
17,N25855,control0,1.2648260593414307,1.8559349611401557,1.2648260593414307,0.6850691437721252,1.6150667177140712,0.006850691437721252,0.10129854083061218,-0.00786222517490387,-0.00786222517490387,1.3979781794548034,0.05672662705183029,0.1743220090866089,0.029743202030658722,104135.125,43226.34765625,60908.78125,104396.625,43343.1171875,61053.51171875,-0.00251116044819355,-0.0027013509534299374,-0.002376183867454529,-0.251116044819355,6.3498696237802505,2.670651262998581,5.8419644348323345,2.831465142965317,1.8559349611401557,43.177917441129686,43.177917441129686,greedy,1.8559349611401557,0.0,hard_fault_cluster
18,N25734,control0,1.4802170991897583,2.052018219232559,1.4802170991897583,0.7605677247047424,2.0677626192569734,0.007605677247047424,0.15311431884765625,-0.02145223878324032,-0.02145223878324032,-2.9729078960418702,0.05826918035745621,0.1666182279586792,0.034235112369060516,104396.921875,43343.46875,61053.45703125,103463.96875,42833.6015625,60630.37109375,0.008936596103012562,0.011763414368033409,0.0069297621957957745,0.8936596103012562,6.566033521667123,2.6962556076049804,6.011696907225996,2.819573493003845,2.052018219232559,45.229935660362244,45.229935660362244,greedy,2.052018219232559,0.0,hard_fault_cluster
19,N29456,control0,1.2753150463104248,1.5775981470942497,1.2753150463104248,0.7267193794250488,1.4813217052817345,0.007267193794250488,0.09373053908348083,-0.008153324946761131,-0.008153324946761131,1.7600523149967193,0.0565524697303772,0.17454729974269867,0.029460527002811432,103457.4375,42826.55078125,60630.890625,103834.3828125,43007.28125,60827.1015625,-0.003643481992185116,-0.004220056813210249,-0.0032361545599997044,-0.3643481992185116,6.373813027516007,2.260535452365875,5.834888486657292,2.2085990881919857,1.5775981470942497,46.807533807456494,46.807533807456494,greedy,1.5775981470942497,0.0,hard_fault_cluster
20,N30919,control0,1.1630384922027588,1.8238533207774161,1.1630384922027588,0.7135050296783447,1.5414010176062583,0.007135050296783447,0.09349441528320312,-0.008057883009314537,-0.008057883009314537,2.4675607722997666,0.0561065599322319,0.17502754926681519,0.028597630560398102,103840.125,43013.484375,60826.63671875,103942.375,43039.8125,60902.5625,-0.0009846867760643363,-0.0006120900507085025,-0.0012482324382290244,-0.09846867760643363,6.3161031398922205,2.013072517812252,5.787017779890448,2.175188210904598,1.8238533207774161,48.63138712823391,48.63138712823391,greedy,1.8238533207774161,0.0,hard_fault_cluster
21,N27259,control0,1.1859467029571533,1.6775106489658353,1.1859467029571533,0.6792877316474915,1.0857269458472727,0.006792877316474915,0.10035586357116699,-0.009027259424328804,-0.009027259424328804,1.2772519454360007,0.05388481169939041,0.1714111864566803,0.02690970152616501,103942.3125,43039.98046875,60902.3359375,103431.796875,42817.55078125,60614.25,0.004911528434604406,0.005167978350073099,0.0047302935272455215,0.49115284346044064,6.058741642162204,1.1428961101174355,5.556046287994832,1.1797236147522927,1.6775106489658353,50.308897777199746,50.308897777199746,greedy,1.6775106489658353,0.0,hard_fault_cluster
22,N26476,control0,1.196129322052002,1.720173816382885,1.196129322052002,0.6502007842063904,1.138413302153349,0.006502007842063904,0.10165262222290039,-0.009185610339045525,-0.009185610339045525,1.3706409907341004,0.05211959779262543,0.16927051544189453,0.025597576051950455,103432.4375,42818.2109375,60614.2265625,103088.5078125,42698.34375,60390.1640625,0.0033251626882702112,0.002799444133415818,0.003696533152833581,0.3325162688270211,5.852974953129888,1.1540640877187252,5.372213572729379,1.189909307807684,1.720173816382885,52.02907159358263,52.02907159358263,greedy,1.720173816382885,0.0,hard_fault_cluster
23,N24962,control0,1.575484037399292,3.0856400683522223,1.575484037399292,0.740876317024231,2.9548064270615573,0.0074087631702423095,0.09245386719703674,-0.0073886532336473465,-0.0073886532336473465,2.435420904159546,0.05609266087412834,0.17746461927890778,0.03071659430861473,103088.703125,42698.58203125,60390.125,102198.75,42235.71875,59963.03125,0.008632887154817581,0.010840249247848988,0.007072244770824909,0.8632887154817581,6.342753751203418,3.023041079044342,5.79263800336048,3.1317017769813535,3.0856400683522223,55.11471166193485,55.11471166193485,greedy,3.0856400683522223,0.0,hard_fault_cluster
24,N7948,control0,1.4169526100158691,1.7962074147164822,1.4169526100158691,0.6917630434036255,1.2674760308861732,0.006917630434036255,0.08252513408660889,-0.0037421640008687973,-0.0037421640008687973,2.0303049835562703,0.05312255024909973,0.16867481172084808,0.027223028242588043,102171.5078125,42183.96875,59987.5390625,101968.4609375,42109.625,59858.8359375,0.001987314084544778,0.0017623697640374303,0.0021454975940287113,0.1987314084544778,6.00027590431273,1.7475326588749884,5.484260244760662,1.8640883496403693,1.7962074147164822,56.91091907665133,56.91091907665133,greedy,1.7962074147164822,0.0,hard_fault_cluster
25,N29366,control0,1.3514294624328613,1.6405283746123314,1.3514294624328613,0.7017853856086731,1.7441318607330323,0.007017853856086731,0.08034142851829529,0.0005667377263307571,0.0005667377263307571,2.0415004017949103,0.05312563106417656,0.1725897490978241,0.027184735983610153,101995.421875,42160.734375,59834.6875,102227.515625,42279.515625,59948.0,-0.0022755309473723173,-0.0028173429891467094,-0.00189375935588032,-0.22755309473723173,6.01491522975266,2.085103513002396,5.488151137251407,2.1876349222660068,1.6405283746123314,58.55144745126366,58.55144745126366,greedy,1.6405283746123314,0.0,hard_fault_cluster
26,N8610,control0,1.3095804452896118,1.4339095651172102,1.3095804452896118,0.652899980545044,0.7721402916405349,0.00652899980545044,0.07998192310333252,-0.00814121775329113,-0.00814121775329113,0.4317995169758796,0.05338188260793686,0.16903263330459595,0.02693205699324608,102211.8203125,42254.96875,59956.8515625,102049.484375,42201.453125,59848.02734375,0.0015882306033745408,0.0012664931127801538,0.0018150422256439924,0.15882306033745408,5.982947023585439,1.5357874555326998,5.499377951491624,1.7287656085938214,1.4339095651172102,59.985357016380874,59.985357016380874,greedy,1.4339095651172102,0.0,hard_fault_cluster
27,N29124,control0,1.048410177230835,1.236286329627037,1.048410177230835,0.6418299674987793,1.1360213693976402,0.006418299674987793,0.0678173303604126,-0.0031852852553129196,-0.0031852852553129196,1.1946736699342728,0.05019087344408035,0.15934215486049652,0.023585766553878784,102065.734375,42226.984375,59838.75,102124.0859375,42336.9921875,59787.09375,-0.0005717056919820607,-0.002605154411867261,0.0008632575045339763,-0.05717056919820607,5.657732026651502,0.8964856785535812,5.178748514968902,0.8853803795576095,1.236286329627037,61.22164334600791,61.22164334600791,greedy,1.236286329627037,0.0,hard_fault_cluster
28,N25241,control0,1.0592420101165771,1.1977909587323665,1.0592420101165771,0.5812399387359619,0.5421621936559676,0.005812399387359619,0.07979673147201538,-0.002047395333647728,-0.002047395333647728,1.2171514961868524,0.04834360256791115,0.16165924072265625,0.022035866975784302,102123.6875,42336.44921875,59787.2421875,102002.9375,42315.0078125,59687.93359375,0.0011823897948488593,0.0005064526339992881,0.0016610331367701292,0.11823897948488593,5.413552800193429,0.6597432041168213,4.979158392641693,0.671853973865509,1.1977909587323665,62.41943430474028,62.41943430474028,greedy,1.1977909587323665,0.0,hard_fault_cluster
29,N14772,control0,0.9607104063034058,1.1077562741935254,0.9607104063034058,0.5275733470916748,0.6603257346153258,0.005275733470916748,0.08598858118057251,-0.0031409841030836105,-0.0031409841030836105,1.1266765872389077,0.045884404331445694,0.16112840175628662,0.019795410335063934,102004.2265625,42314.90625,59689.3203125,101941.609375,42329.2421875,59612.37109375,0.0006138685857877135,-0.0003387916658539325,0.0012891622027382255,0.06138685857877135,5.112872796133161,0.6424639117717743,4.719548523891717,0.6633354616165161,1.1077562741935254,63.527190578933805,63.527190578933805,greedy,1.1077562741935254,0.0,hard_fault_cluster
30,N22058,control0,0.8779926300048828,1.0934988126158713,0.8779926300048828,0.4838796854019165,0.6751904906332492,0.004838796854019165,0.08782696723937988,-0.0024111997336149216,-0.0024111997336149216,1.10678190857172,0.04408150911331177,0.1605212539434433,0.01811201125383377,101940.140625,42329.24609375,59610.89453125,101899.734375,42350.609375,59549.125,0.00039637231384404004,-0.0005046931910328567,0.0010362120810896158,0.039637231384404004,4.889619396999478,0.7235846972465515,4.528518032748252,0.710928395986557,1.0934988126158713,64.62068939154967,64.62068939154967,greedy,1.0934988126158713,0.0,hard_fault_cluster
31,N28743,control0,0.7621126174926758,1.1580565944314003,0.7621126174926758,0.4827195405960083,1.2809577864408492,0.004827195405960083,0.08551189303398132,-0.0014165882021188736,-0.0014165882021188736,1.3100078526139258,0.044112302362918854,0.164134681224823,0.017899788916110992,101898.453125,42348.97265625,59549.4765625,102075.3671875,42388.53125,59686.8359375,-0.0017361800419166684,-0.0009341099066659808,-0.0023066429421305656,-0.17361800419166684,4.892533188685775,0.9029733291268349,4.531555974390358,0.9044368019700051,1.1580565944314003,65.77874598598108,65.77874598598108,greedy,1.1580565944314003,0.0,hard_fault_cluster
32,N15603,control0,0.793779730796814,1.3068354475498198,0.793779730796814,0.46246570348739624,1.081108401939273,0.004624657034873962,0.07986745238304138,-0.0006330553442239761,-0.0006330553442239761,1.4931592383235692,0.04357152432203293,0.16133631765842438,0.017662830650806427,102072.5,42377.7109375,59694.7890625,101803.40625,42282.0625,59521.34765625,0.002636300167068839,0.0022570458240807056,0.0029054698534309864,0.2636300167068839,4.818985080346465,0.8467140882462263,4.472610594239086,0.8498137085884809,1.3068354475498198,67.08558143353089,67.08558143353089,greedy,1.3068354475498198,0.0,hard_fault_cluster
33,N30921,control0,0.6508182287216187,1.0881652492284775,0.6508182287216187,0.45781612396240234,1.0995645685493947,0.004578161239624024,0.08309969305992126,-0.0003227163106203079,-0.0003227163106203079,1.3373925371468067,0.04338232800364494,0.163385272026062,0.01686938852071762,101807.203125,42294.15625,59513.046875,102005.46875,42332.87109375,59672.59375,-0.0019474616274237633,-0.0009153709979727864,-0.0026808723341673613,-0.19474616274237633,4.795726208016276,0.8565473951399326,4.45260615227744,0.8507378496229648,1.0881652492284775,68.17374668275937,68.17374668275937,greedy,1.0881652492284775,0.0,hard_fault_cluster
34,N26666,control0,0.6168937683105469,1.3167400655150412,0.6168937683105469,0.4824649691581726,1.5758685082197188,0.004824649691581726,0.07810410857200623,-0.0004271026700735092,-0.0004271026700735092,1.4866966992616655,0.04431389644742012,0.16568945348262787,0.0181591734290123,102005.6328125,42333.2421875,59672.390625,102132.65625,42425.265625,59707.38671875,-0.0012452590744942427,-0.0021737867500633,-0.0005864704726263881,-0.12452590744942427,4.913427511230111,1.0219116833806037,4.551899111364037,1.0006575015187262,1.3167400655150412,69.4904867482744,69.4904867482744,greedy,1.3167400655150412,0.0,hard_fault_cluster
35,N7685,control1,0.6818526983261108,1.253111185133457,0.6818526983261108,0.4766925573348999,1.2135668057203293,0.004766925573348999,0.07280334830284119,-0.004209337756037712,-0.004209337756037712,0.924629016816616,0.043679963797330856,0.1560763418674469,0.017707671970129013,102125.203125,42413.5078125,59711.69140625,101836.9375,42329.63671875,59507.296875,0.002822668757289648,0.0019774618558585644,0.003423023736104369,0.2822668757289648,4.840479599311948,0.8463005012273788,4.486117184627801,0.83859248816967,1.253111185133457,70.74359793340787,70.74359793340787,greedy,1.253111185133457,0.0,hard_fault_cluster
36,N27653,control0,0.6647731065750122,1.0805708393454552,0.6647731065750122,0.428356409072876,0.521026266515255,0.00428356409072876,0.0820305347442627,0.0005840379744768143,0.0005840379744768143,1.2521889619529247,0.041648946702480316,0.1572989970445633,0.015726935118436813,101844.53125,42341.453125,59503.07421875,101533.6875,42205.2578125,59328.4296875,0.003052139887586236,0.0032165951561182737,0.0029350505210459232,0.3052139887586236,4.593835117295384,0.621635681837797,4.27212978200987,0.6273306076228617,1.0805708393454552,71.82416877275332,71.82416877275332,greedy,1.0805708393454552,0.0,hard_fault_cluster
37,N31020,control0,0.5832552909851074,1.0596162196248768,0.5832552909851074,0.4046354293823242,0.5277589753270149,0.004046354293823242,0.0848141610622406,0.0017883125692605972,0.0017883125692605972,1.1458311474695801,0.03993676230311394,0.1559884399175644,0.013874862343072891,101534.15625,42205.75,59328.40234375,101345.1484375,42132.2734375,59212.875,0.0018615195294842124,0.0017409136053174734,0.0019472518470138311,0.18615195294842124,4.4000999722629786,0.6443433336913585,4.09528216579929,0.6406618528068065,1.0596162196248768,72.8837849923782,72.8837849923782,greedy,1.0596162196248768,0.0,hard_fault_cluster
38,N9778,control0,0.4378303289413452,1.0067136250436306,0.4378303289413452,0.3863304853439331,0.5537248918414115,0.003863304853439331,0.08471527695655823,0.0005081538110971451,0.0005081538110971451,0.9148040251433849,0.038467153906822205,0.15141531825065613,0.011901360005140305,101337.296875,42121.10546875,59216.1875,101217.0234375,42086.1328125,59130.890625,0.0011868624715134501,0.0008302881615236402,0.0014404316898435354,0.11868624715134501,4.233554029837251,0.6655418537557125,3.943425050470978,0.6669989489018917,1.0067136250436306,73.89049861742183,73.89049861742183,greedy,1.0067136250436306,0.0,hard_fault_cluster
39,N26663,control0,0.6400295495986938,1.7046749353408814,0.6400295495986938,0.3978104591369629,1.2399736757576465,0.003978104591369629,0.07090112566947937,0.0072768498212099075,0.0072768498212099075,1.776929735690355,0.03832995146512985,0.15058663487434387,0.013493239879608154,101224.2109375,42096.73046875,59127.48046875,100975.09375,42108.046875,58867.05078125,0.002461043419316411,-0.000268819130724296,0.00440454576164484,0.2461043419316411,4.238082455471158,0.9756047163903713,3.9342669737525284,0.9548007880151271,1.7046749353408814,75.5951735527627,75.5951735527627,greedy,1.7046749353408814,0.0,hard_fault_cluster
40,N26659,control0,0.7886163592338562,1.67059615701437,0.7886163592338562,0.4030681252479553,1.2711357252299784,0.004030681252479553,0.06727766990661621,0.011431688442826271,0.011431688442826271,1.52696635723114,0.03712471202015877,0.15000662207603455,0.01347426325082779,100975.1171875,42108.0625,58867.0546875,100645.078125,42003.34375,58641.734375,0.003268518717959523,0.0024869050830602646,0.003827613079920411,0.3268518717959523,4.126971015706658,0.9405136190354824,3.816096155438572,0.910647877305746,1.67059615701437,77.26576970977708,77.26576970977708,greedy,1.67059615701437,0.0,hard_fault_cluster
41,N27607,observe,0.6738702058792114,1.2579620317555964,0.6738702058792114,0.4122467041015625,1.4597604245878757,0.004122467041015625,0.06839945912361145,0.0010229069739580154,0.0010229069739580154,0.3373682214319706,0.03873641788959503,0.15088166296482086,0.013731136918067932,100645.6328125,42003.6015625,58642.03125,101311.4609375,42397.5390625,58913.921875,-0.00661556888371706,-0.009378660470247269,-0.004636446014046669,-0.661556888371706,4.286911400035024,1.4813222856074573,3.9769591917283833,1.4806170792132616,1.2579620317555964,78.52373174153267,78.52373174153267,greedy,1.2579620317555964,0.0,hard_fault_cluster
42,N26671,control0,0.7181529402732849,1.5857484318315984,0.7181529402732849,0.39109039306640625,1.1493885514512656,0.003910903930664063,0.061882585287094116,0.007885152474045753,0.007885152474045753,1.24359080709517,0.03511081263422966,0.14746752381324768,0.011244412511587143,101310.921875,42397.2890625,58913.6328125,100730.015625,42112.859375,58617.15625,0.00573389558121562,0.006708676461130381,0.005032393150031567,0.573389558121562,3.910056808963418,0.6304893806204199,3.610825149808079,0.5666020676121115,1.5857484318315984,80.10948017336428,80.10948017336428,greedy,1.5857484318315984,0.0,hard_fault_cluster
43,N8902,control0,1.1993167400360107,3.0309539564698933,1.1993167400360107,0.438021183013916,4.396360281854868,0.00438021183013916,0.07019582390785217,0.0036144647747278214,0.0036144647747278214,1.2805616235733033,0.04102178290486336,0.15458956360816956,0.017565369606018066,100726.703125,42107.140625,58619.5625,99745.6875,41553.49609375,58192.19140625,0.009739380329847336,0.013148471713066101,0.007290588226169348,0.9739380329847336,4.54381393827498,3.8918852525949474,4.212587202433497,3.8359163480997087,3.0309539564698933,83.14043412983416,83.14043412983416,greedy,3.0309539564698933,0.0,hard_fault_cluster
44,N29585,control0,0.8730040192604065,1.6395456105470658,0.8730040192604065,0.4303022027015686,1.595214779675007,0.004303022027015686,0.056431710720062256,0.013105163350701332,0.013105163350701332,1.3817806348204613,0.03707524389028549,0.14238034188747406,0.013104382902383804,99748.6953125,41558.9765625,58189.71875,100040.921875,41692.65625,58348.265625,-0.0029296278953552246,-0.0032166261225938797,-0.002724654506891966,-0.29296278953552246,4.150931755080819,1.0491807703673839,3.8183762305416167,1.0033342485129833,1.6395456105470658,84.77997974038122,84.77997974038122,greedy,1.6395456105470658,0.0,hard_fault_cluster
45,N12763,control0,0.8173166513442993,1.0646690791472793,0.8173166513442993,0.3910589814186096,0.4047138851881027,0.003910589814186096,0.060582637786865234,0.014524905011057854,0.014524905011057854,0.9864861316420139,0.03601711988449097,0.14316032826900482,0.011416368186473846,100032.2578125,41678.6015625,58353.65625,99915.453125,41612.65625,58302.79296875,0.0011676702415570617,0.001582234282977879,0.0008716383017599583,0.11676702415570617,4.007295874878764,0.7749130587279797,3.7031079600565135,0.7880171994864941,1.0646690791472793,85.8446488195285,85.8446488195285,greedy,1.0646690791472793,0.0,hard_fault_cluster
