[b15-r6-local/a0.20/d48] [gmean] 2026-07-21T10:35:12 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p20_decay_48
[b15-r6-local/a0.20/d48] [gmean] 2026-07-21T10:35:12 budgets=iscas99__b15_1:278
[b15-r6-local/a0.20/d48] [gmean] 2026-07-21T10:35:12 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.20/d48] [gmean] 2026-07-21T10:35:12 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=31 node=N7411 type=control1 q_typed_residual_context=6.343266 sequence=114.029957
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=32 node=N4635 type=control0 q_typed_residual_context=5.944903 sequence=119.974860
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=33 node=N2044 type=observe q_typed_residual_context=6.290519 sequence=126.265378
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=34 node=N1532 type=observe q_typed_residual_context=4.663849 sequence=130.929227
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=35 node=N2042 type=observe q_typed_residual_context=4.756700 sequence=135.685927
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_residual_context=5.700004 sequence=141.385930
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=8.275527 sequence=149.661457
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=38 node=N7891 type=control1 q_typed_residual_context=5.978800 sequence=155.640257
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=39 node=N7511 type=control1 q_typed_residual_context=2.999382 sequence=158.639639
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=4.516686 sequence=163.156325
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=41 node=N7882 type=control1 q_typed_residual_context=3.515889 sequence=166.672215
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=42 node=N7883 type=control1 q_typed_residual_context=5.034777 sequence=171.706992
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=43 node=N3805 type=control0 q_typed_residual_context=0.748557 sequence=172.455549
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=44 node=N7884 type=control1 q_typed_residual_context=2.986925 sequence=175.442474
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=45 node=N4656 type=control0 q_typed_residual_context=4.987160 sequence=180.429634
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.960140 sequence=181.389774
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=47 node=N3701 type=control0 q_typed_residual_context=0.904030 sequence=182.293804
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=48 node=N7886 type=control1 q_typed_residual_context=1.029840 sequence=183.323644
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=49 node=N7887 type=control1 q_typed_residual_context=0.987681 sequence=184.311324
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=50 node=N3903 type=control0 q_typed_residual_context=0.921956 sequence=185.233280
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=51 node=N4663 type=control0 q_typed_residual_context=1.247039 sequence=186.480319
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=52 node=N704 type=observe q_typed_residual_context=1.659141 sequence=188.139461
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=53 node=N724 type=observe q_typed_residual_context=1.882499 sequence=190.021960
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=54 node=N713 type=observe q_typed_residual_context=2.261060 sequence=192.283020
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=55 node=N4677 type=control0 q_typed_residual_context=1.371732 sequence=193.654752
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=56 node=N4670 type=control0 q_typed_residual_context=1.015118 sequence=194.669869
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=57 node=N3896 type=control0 q_typed_residual_context=0.956015 sequence=195.625885
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=58 node=N4691 type=control0 q_typed_residual_context=1.048298 sequence=196.674183
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_residual_context=1.051804 sequence=197.725987
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=60 node=N3882 type=control0 q_typed_residual_context=1.212222 sequence=198.938209
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=61 node=N3911 type=control0 q_typed_residual_context=1.211617 sequence=200.149826
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=62 node=N3827 type=control0 q_typed_residual_context=1.296797 sequence=201.446623
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=63 node=N4606 type=control0 q_typed_residual_context=1.296711 sequence=202.743334
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=64 node=N4585 type=control0 q_typed_residual_context=1.249995 sequence=203.993329
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=65 node=N4564 type=control0 q_typed_residual_context=1.315457 sequence=205.308787
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=66 node=N4578 type=control0 q_typed_residual_context=1.405789 sequence=206.714576
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=67 node=N7471 type=control0 q_typed_residual_context=1.636215 sequence=208.350791
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=68 node=N4557 type=control0 q_typed_residual_context=1.433776 sequence=209.784567
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=69 node=N4705 type=control0 q_typed_residual_context=1.538040 sequence=211.322607
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=70 node=N4698 type=control0 q_typed_residual_context=1.626535 sequence=212.949142
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=71 node=N4712 type=control0 q_typed_residual_context=1.520820 sequence=214.469962
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=72 node=N4684 type=control0 q_typed_residual_context=2.249015 sequence=216.718977
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=73 node=N722 type=observe q_typed_residual_context=3.766631 sequence=220.485608
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=74 node=N4716 type=control0 q_typed_residual_context=4.488115 sequence=224.973722
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_residual_context=3.032202 sequence=228.005924
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=76 node=N7854 type=control0 q_typed_residual_context=3.409647 sequence=231.415572
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=77 node=N7724 type=control0 q_typed_residual_context=3.581821 sequence=234.997392
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=78 node=N519 type=control1 q_typed_residual_context=2.962164 sequence=237.959556
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=79 node=N3862 type=control0 q_typed_residual_context=2.696832 sequence=240.656388
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=80 node=N2083 type=observe q_typed_residual_context=2.259858 sequence=242.916245
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=81 node=N513 type=control1 q_typed_residual_context=2.313044 sequence=245.229289
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=82 node=N7370 type=control1 q_typed_residual_context=2.419601 sequence=247.648890
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=83 node=N504 type=control1 q_typed_residual_context=4.019412 sequence=251.668302
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=84 node=N3722 type=control0 q_typed_residual_context=2.557331 sequence=254.225633
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=85 node=N3904 type=control0 q_typed_residual_context=1.834828 sequence=256.060461
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=86 node=N7722 type=control0 q_typed_residual_context=1.734211 sequence=257.794671
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_residual_context=2.084604 sequence=259.879275
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=3.404926 sequence=263.284201
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=89 node=N7890 type=control1 q_typed_residual_context=1.724547 sequence=265.008748
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=90 node=N7888 type=control1 q_typed_residual_context=1.551387 sequence=266.560135
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=91 node=N3897 type=control0 q_typed_residual_context=1.171208 sequence=267.731343
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=92 node=N3855 type=control0 q_typed_residual_context=1.176316 sequence=268.907659
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=93 node=N3848 type=control0 q_typed_residual_context=3.531631 sequence=272.439291
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=2.669583 sequence=275.108874
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=95 node=N7820 type=control0 q_typed_residual_context=5.621066 sequence=280.729940
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=96 node=N4520 type=control0 q_typed_residual_context=3.227965 sequence=283.957904
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=97 node=N3841 type=control0 q_typed_residual_context=2.241823 sequence=286.199727
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=98 node=N7725 type=control0 q_typed_residual_context=2.373631 sequence=288.573358
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=99 node=N7846 type=control0 q_typed_residual_context=2.820537 sequence=291.393895
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_residual_context=3.356349 sequence=294.750244
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=101 node=N7590 type=control1 q_typed_residual_context=4.653511 sequence=299.403755
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=102 node=N7723 type=control0 q_typed_residual_context=2.710939 sequence=302.114694
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=103 node=N7847 type=control0 q_typed_residual_context=3.592205 sequence=305.706899
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=104 node=N7543 type=control0 q_typed_residual_context=4.468343 sequence=310.175242
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=105 node=N3820 type=control0 q_typed_residual_context=2.656693 sequence=312.831935
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=106 node=N7541 type=control0 q_typed_residual_context=4.682004 sequence=317.513939
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=107 node=N3813 type=control0 q_typed_residual_context=4.707755 sequence=322.221695
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=108 node=N3799 type=control0 q_typed_residual_context=2.847527 sequence=325.069222
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=109 node=N1411 type=control0 q_typed_residual_context=3.462744 sequence=328.531966
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=110 node=N3792 type=control0 q_typed_residual_context=2.798971 sequence=331.330937
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=111 node=N1533 type=control1 q_typed_residual_context=3.083512 sequence=334.414449
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=112 node=N3785 type=control0 q_typed_residual_context=2.769090 sequence=337.183539
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=113 node=N3681 type=control0 q_typed_residual_context=2.710433 sequence=339.893971
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=114 node=N3180 type=control1 q_typed_residual_context=3.029816 sequence=342.923788
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=2.520489 sequence=345.444277
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_residual_context=3.059293 sequence=348.503569
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=117 node=N614 type=control1 q_typed_residual_context=5.674764 sequence=354.178333
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=118 node=N620 type=control1 q_typed_residual_context=5.743708 sequence=359.922042
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=119 node=N556 type=control1 q_typed_residual_context=2.616683 sequence=362.538725
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=120 node=N7588 type=control1 q_typed_residual_context=2.653398 sequence=365.192123
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=121 node=N578 type=observe q_typed_residual_context=5.912225 sequence=371.104348
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=122 node=N520 type=control1 q_typed_residual_context=4.812897 sequence=375.917244
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=123 node=N638 type=control1 q_typed_residual_context=1.943500 sequence=377.860744
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=124 node=N610 type=control1 q_typed_residual_context=2.490315 sequence=380.351059
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=125 node=N7870 type=control1 q_typed_residual_context=2.353350 sequence=382.704408
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=126 node=N3410 type=control1 q_typed_residual_context=1.611650 sequence=384.316058
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=127 node=N7877 type=control1 q_typed_residual_context=1.255913 sequence=385.571971
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=128 node=N645 type=control1 q_typed_residual_context=1.930071 sequence=387.502042
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=129 node=N616 type=control1 q_typed_residual_context=2.146738 sequence=389.648779
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=130 node=N636 type=control1 q_typed_residual_context=2.583436 sequence=392.232215
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=131 node=N7454 type=observe q_typed_residual_context=1.340550 sequence=393.572765
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=132 node=N694 type=observe q_typed_residual_context=3.220841 sequence=396.793607
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=133 node=N7402 type=observe q_typed_residual_context=2.621390 sequence=399.414996
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=134 node=N2102 type=observe q_typed_residual_context=2.375818 sequence=401.790814
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=135 node=N7679 type=observe q_typed_residual_context=3.019774 sequence=404.810588
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=136 node=N5878 type=observe q_typed_residual_context=2.992633 sequence=407.803221
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_residual_context=5.555804 sequence=413.359025
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=138 node=N5603 type=observe q_typed_residual_context=2.215993 sequence=415.575018
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=139 node=N2149 type=observe q_typed_residual_context=1.993144 sequence=417.568162
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=140 node=N7852 type=control0 q_typed_residual_context=4.367187 sequence=421.935349
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=141 node=N6534 type=observe q_typed_residual_context=0.054061 sequence=421.989411
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=142 node=N5356 type=observe q_typed_residual_context=2.252003 sequence=424.241414
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=143 node=N7401 type=observe q_typed_residual_context=2.605448 sequence=426.846861
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=144 node=N712 type=observe q_typed_residual_context=1.625854 sequence=428.472715
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=145 node=N2106 type=observe q_typed_residual_context=1.428852 sequence=429.901567
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=146 node=N630 type=control1 q_typed_residual_context=2.242053 sequence=432.143620
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=147 node=N642 type=control1 q_typed_residual_context=1.322393 sequence=433.466013
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=148 node=N3295 type=control1 q_typed_residual_context=1.991871 sequence=435.457884
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=149 node=N3525 type=control1 q_typed_residual_context=2.577242 sequence=438.035127
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=4.894886 sequence=442.930012
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=151 node=N8005 type=control0 q_typed_residual_context=1.525553 sequence=444.455565
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=152 node=N6533 type=observe q_typed_residual_context=1.469093 sequence=445.924658
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=153 node=N1607 type=control1 q_typed_residual_context=1.057943 sequence=446.982601
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=154 node=N1598 type=observe q_typed_residual_context=0.802689 sequence=447.785290
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=155 node=N2157 type=observe q_typed_residual_context=3.719666 sequence=451.504956
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_residual_context=3.325526 sequence=454.830483
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=157 node=N7385 type=observe q_typed_residual_context=5.239464 sequence=460.069947
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=158 node=N1586 type=control1 q_typed_residual_context=5.557611 sequence=465.627558
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=159 node=N5740 type=observe q_typed_residual_context=5.695470 sequence=471.323027
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=160 node=N714 type=observe q_typed_residual_context=4.725293 sequence=476.048320
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=161 node=N7614 type=observe q_typed_residual_context=2.065866 sequence=478.114186
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=162 node=N723 type=observe q_typed_residual_context=2.134791 sequence=480.248977
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=163 node=N5877 type=observe q_typed_residual_context=3.580271 sequence=483.829248
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=164 node=N715 type=observe q_typed_residual_context=2.127834 sequence=485.957082
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=165 node=N5874 type=observe q_typed_residual_context=3.037676 sequence=488.994758
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=166 node=N7627 type=observe q_typed_residual_context=2.223056 sequence=491.217814
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=2.766757 sequence=493.984572
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=168 node=N725 type=observe q_typed_residual_context=2.364030 sequence=496.348602
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=169 node=N705 type=observe q_typed_residual_context=3.174273 sequence=499.522875
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=170 node=N752 type=observe q_typed_residual_context=0.774902 sequence=500.297777
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=171 node=N5473 type=observe q_typed_residual_context=1.527997 sequence=501.825774
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=172 node=N706 type=observe q_typed_residual_context=2.274310 sequence=504.100085
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=173 node=N5422 type=observe q_typed_residual_context=1.429278 sequence=505.529362
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=174 node=N703 type=observe q_typed_residual_context=2.473114 sequence=508.002476
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=175 node=N7405 type=observe q_typed_residual_context=1.034767 sequence=509.037243
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=176 node=N2580 type=control1 q_typed_residual_context=0.958640 sequence=509.995882
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=177 node=N2652 type=control1 q_typed_residual_context=0.987500 sequence=510.983382
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=178 node=N2721 type=control1 q_typed_residual_context=0.983595 sequence=511.966977
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=179 node=N2894 type=control1 q_typed_residual_context=1.128430 sequence=513.095406
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=180 node=N2952 type=control1 q_typed_residual_context=1.122353 sequence=514.217759
[b15-r6-local/a0.20/d48] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_residual_context=1.326662 sequence=515.544421
