[b15-r6-local/a0.20/d8] [gmean] 2026-07-21T10:35:12 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p20_decay_8
[b15-r6-local/a0.20/d8] [gmean] 2026-07-21T10:35:12 budgets=iscas99__b15_1:278
[b15-r6-local/a0.20/d8] [gmean] 2026-07-21T10:35:12 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.20/d8] [gmean] 2026-07-21T10:35:12 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=37 node=N1532 type=observe q_typed_residual_context=4.127003 sequence=146.627418
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.376271 sequence=153.003689
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=39 node=N3701 type=control0 q_typed_residual_context=0.890333 sequence=153.894022
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=1.185981 sequence=155.080003
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=41 node=N7891 type=control1 q_typed_residual_context=1.640288 sequence=156.720291
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.039128 sequence=158.759418
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=43 node=N4606 type=control0 q_typed_residual_context=0.823624 sequence=159.583043
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=44 node=N7883 type=control1 q_typed_residual_context=0.989547 sequence=160.572590
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.069664 sequence=161.642254
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.960179 sequence=162.602432
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=47 node=N4656 type=control0 q_typed_residual_context=1.588948 sequence=164.191380
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=48 node=N3903 type=control0 q_typed_residual_context=0.889624 sequence=165.081004
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=49 node=N4663 type=control0 q_typed_residual_context=1.194990 sequence=166.275994
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=50 node=N713 type=observe q_typed_residual_context=1.408687 sequence=167.684681
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=51 node=N724 type=observe q_typed_residual_context=1.441470 sequence=169.126151
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=52 node=N4670 type=control0 q_typed_residual_context=1.379887 sequence=170.506038
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.318697 sequence=171.824736
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=54 node=N4677 type=control0 q_typed_residual_context=1.181995 sequence=173.006731
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=55 node=N3896 type=control0 q_typed_residual_context=0.998003 sequence=174.004734
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=56 node=N4684 type=control0 q_typed_residual_context=1.135541 sequence=175.140275
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=57 node=N3889 type=control0 q_typed_residual_context=1.137084 sequence=176.277359
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=58 node=N3882 type=control0 q_typed_residual_context=1.239610 sequence=177.516969
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=59 node=N3805 type=control0 q_typed_residual_context=1.207900 sequence=178.724868
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=60 node=N4585 type=control0 q_typed_residual_context=1.201782 sequence=179.926650
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=61 node=N4578 type=control0 q_typed_residual_context=1.323469 sequence=181.250120
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=62 node=N4705 type=control0 q_typed_residual_context=1.224804 sequence=182.474923
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=63 node=N4564 type=control0 q_typed_residual_context=1.165887 sequence=183.640811
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=64 node=N4716 type=control0 q_typed_residual_context=1.046583 sequence=184.687393
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_residual_context=1.071346 sequence=185.758739
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=66 node=N4698 type=control0 q_typed_residual_context=1.255608 sequence=187.014348
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=67 node=N4691 type=control0 q_typed_residual_context=1.335435 sequence=188.349783
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=68 node=N722 type=observe q_typed_residual_context=2.821776 sequence=191.171559
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=69 node=N4557 type=control0 q_typed_residual_context=1.982565 sequence=193.154124
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.888066 sequence=195.042190
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=71 node=N3722 type=control0 q_typed_residual_context=1.884984 sequence=196.927174
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=72 node=N1539 type=control0 q_typed_residual_context=2.419879 sequence=199.347053
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=73 node=N3911 type=control0 q_typed_residual_context=1.948819 sequence=201.295872
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=2.649049 sequence=203.944921
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=2.973904 sequence=206.918825
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=76 node=N3862 type=control0 q_typed_residual_context=1.576759 sequence=208.495584
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=77 node=N7886 type=control1 q_typed_residual_context=1.334578 sequence=209.830162
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=78 node=N7887 type=control1 q_typed_residual_context=1.968247 sequence=211.798409
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=79 node=N7888 type=control1 q_typed_residual_context=2.035848 sequence=213.834257
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=80 node=N7889 type=control1 q_typed_residual_context=2.075876 sequence=215.910134
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_residual_context=1.961589 sequence=217.871722
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=82 node=N3897 type=control0 q_typed_residual_context=1.854935 sequence=219.726657
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=83 node=N3904 type=control0 q_typed_residual_context=1.711257 sequence=221.437914
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=84 node=N7722 type=control0 q_typed_residual_context=2.280669 sequence=223.718583
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=85 node=N519 type=control1 q_typed_residual_context=1.654875 sequence=225.373458
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=86 node=N7370 type=control1 q_typed_residual_context=1.140540 sequence=226.513998
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=87 node=N504 type=control1 q_typed_residual_context=1.575254 sequence=228.089252
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=0.949919 sequence=229.039171
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=89 node=N513 type=control1 q_typed_residual_context=0.942071 sequence=229.981242
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=90 node=N3855 type=control0 q_typed_residual_context=1.633337 sequence=231.614579
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=91 node=N7543 type=control0 q_typed_residual_context=2.825628 sequence=234.440206
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=92 node=N1533 type=control1 q_typed_residual_context=1.500788 sequence=235.940995
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=93 node=N5603 type=observe q_typed_residual_context=1.843810 sequence=237.784805
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=94 node=N7721 type=control0 q_typed_residual_context=4.828925 sequence=242.613730
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=95 node=N3848 type=control0 q_typed_residual_context=1.524507 sequence=244.138237
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_residual_context=1.503916 sequence=245.642153
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_residual_context=2.438854 sequence=248.081007
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=1.956809 sequence=250.037816
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_residual_context=1.364289 sequence=251.402105
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=100 node=N7590 type=control1 q_typed_residual_context=3.209584 sequence=254.611689
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=101 node=N7725 type=control0 q_typed_residual_context=2.098871 sequence=256.710559
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.035613 sequence=258.746172
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=103 node=N7408 type=control0 q_typed_residual_context=1.994527 sequence=260.740699
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=104 node=N7541 type=control0 q_typed_residual_context=1.453222 sequence=262.193921
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=105 node=N7847 type=control0 q_typed_residual_context=1.579589 sequence=263.773510
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=2.509205 sequence=266.282715
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=107 node=N7853 type=control0 q_typed_residual_context=2.203703 sequence=268.486418
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=108 node=N578 type=observe q_typed_residual_context=2.227593 sequence=270.714011
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=109 node=N3841 type=control0 q_typed_residual_context=1.179611 sequence=271.893621
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=110 node=N5876 type=observe q_typed_residual_context=1.101555 sequence=272.995176
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=111 node=N3827 type=control0 q_typed_residual_context=1.696163 sequence=274.691339
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=112 node=N3820 type=control0 q_typed_residual_context=1.558077 sequence=276.249416
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=113 node=N7454 type=observe q_typed_residual_context=1.159734 sequence=277.409150
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=114 node=N2157 type=observe q_typed_residual_context=4.873657 sequence=282.282807
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=115 node=N7402 type=observe q_typed_residual_context=1.627441 sequence=283.910248
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_residual_context=1.415503 sequence=285.325751
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=117 node=N7679 type=observe q_typed_residual_context=1.508483 sequence=286.834234
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=118 node=N520 type=control1 q_typed_residual_context=1.555422 sequence=288.389656
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=119 node=N634 type=control1 q_typed_residual_context=1.123227 sequence=289.512883
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=120 node=N3813 type=control0 q_typed_residual_context=1.487422 sequence=291.000305
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=121 node=N620 type=control1 q_typed_residual_context=1.476502 sequence=292.476807
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=122 node=N638 type=control1 q_typed_residual_context=1.475063 sequence=293.951870
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=123 node=N610 type=control1 q_typed_residual_context=1.505844 sequence=295.457714
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=124 node=N614 type=control1 q_typed_residual_context=1.414281 sequence=296.871995
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=125 node=N3799 type=control0 q_typed_residual_context=1.329727 sequence=298.201722
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=126 node=N2083 type=observe q_typed_residual_context=1.247172 sequence=299.448894
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=127 node=N3792 type=control0 q_typed_residual_context=1.459552 sequence=300.908446
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=128 node=N5356 type=observe q_typed_residual_context=1.180586 sequence=302.089032
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=129 node=N694 type=observe q_typed_residual_context=1.938812 sequence=304.027843
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_residual_context=0.936609 sequence=304.964452
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=131 node=N6674 type=observe q_typed_residual_context=1.593947 sequence=306.558399
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=132 node=N3785 type=control0 q_typed_residual_context=1.438807 sequence=307.997206
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=133 node=N1411 type=control0 q_typed_residual_context=1.039695 sequence=309.036901
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=0.945991 sequence=309.982892
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=135 node=N5740 type=observe q_typed_residual_context=0.707393 sequence=310.690286
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=136 node=N7401 type=observe q_typed_residual_context=1.150741 sequence=311.841027
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=137 node=N2149 type=observe q_typed_residual_context=1.875358 sequence=313.716385
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=138 node=N636 type=control1 q_typed_residual_context=0.764334 sequence=314.480719
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=139 node=N5878 type=observe q_typed_residual_context=0.850344 sequence=315.331063
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=140 node=N4520 type=control0 q_typed_residual_context=1.904353 sequence=317.235417
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=141 node=N7614 type=observe q_typed_residual_context=1.352837 sequence=318.588253
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=142 node=N3681 type=control0 q_typed_residual_context=3.821651 sequence=322.409904
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=143 node=N7421 type=control1 q_typed_residual_context=1.439942 sequence=323.849847
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=144 node=N2106 type=observe q_typed_residual_context=0.845706 sequence=324.695553
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=145 node=N2102 type=observe q_typed_residual_context=1.114030 sequence=325.809582
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=146 node=N712 type=observe q_typed_residual_context=1.260011 sequence=327.069593
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=147 node=N3295 type=control1 q_typed_residual_context=0.898353 sequence=327.967946
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=148 node=N7424 type=control1 q_typed_residual_context=0.789916 sequence=328.757862
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=149 node=N630 type=control1 q_typed_residual_context=0.814725 sequence=329.572587
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=150 node=N642 type=control1 q_typed_residual_context=0.750778 sequence=330.323365
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=151 node=N5874 type=observe q_typed_residual_context=0.979810 sequence=331.303175
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=1.370744 sequence=332.673919
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=153 node=N7385 type=observe q_typed_residual_context=0.759884 sequence=333.433803
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=154 node=N6531 type=observe q_typed_residual_context=0.804552 sequence=334.238355
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=155 node=N714 type=observe q_typed_residual_context=1.120963 sequence=335.359318
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=156 node=N723 type=observe q_typed_residual_context=1.375310 sequence=336.734628
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=157 node=N3525 type=control1 q_typed_residual_context=1.010804 sequence=337.745432
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=158 node=N3410 type=control1 q_typed_residual_context=0.893310 sequence=338.638741
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=159 node=N1607 type=control1 q_typed_residual_context=1.004779 sequence=339.643520
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=160 node=N647 type=control1 q_typed_residual_context=0.924713 sequence=340.568233
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=161 node=N7627 type=observe q_typed_residual_context=0.880464 sequence=341.448697
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=162 node=N715 type=observe q_typed_residual_context=2.183759 sequence=343.632456
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_residual_context=3.737181 sequence=347.369637
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=164 node=N3180 type=control1 q_typed_residual_context=1.043156 sequence=348.412793
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=165 node=N3467 type=control1 q_typed_residual_context=0.946592 sequence=349.359385
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=166 node=N2652 type=control1 q_typed_residual_context=0.849331 sequence=350.208716
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=0.856451 sequence=351.065167
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=168 node=N5473 type=observe q_typed_residual_context=1.844899 sequence=352.910065
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=1.689810 sequence=354.599875
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=170 node=N2721 type=control1 q_typed_residual_context=1.975987 sequence=356.575862
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=171 node=N6678 type=observe q_typed_residual_context=1.949979 sequence=358.525841
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=172 node=N2580 type=control1 q_typed_residual_context=1.034574 sequence=359.560415
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=173 node=N2894 type=control1 q_typed_residual_context=0.793744 sequence=360.354158
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=174 node=N2072 type=observe q_typed_residual_context=1.598451 sequence=361.952609
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=175 node=N725 type=observe q_typed_residual_context=1.396948 sequence=363.349557
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=176 node=N705 type=observe q_typed_residual_context=2.021787 sequence=365.371344
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=177 node=N2952 type=control1 q_typed_residual_context=1.899973 sequence=367.271318
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=178 node=N7405 type=observe q_typed_residual_context=2.010398 sequence=369.281716
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=179 node=N5422 type=observe q_typed_residual_context=1.970166 sequence=371.251882
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=180 node=N706 type=observe q_typed_residual_context=3.858567 sequence=375.110449
[b15-r6-local/a0.20/d8] [plan iscas99__b15_1] [plan] step=181 node=N2779 type=control1 q_typed_residual_context=1.681818 sequence=376.792267
