[b15-r6-local/a0.30/d24] [gmean] 2026-07-21T10:41:37 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p30_decay_24
[b15-r6-local/a0.30/d24] [gmean] 2026-07-21T10:41:37 budgets=iscas99__b15_1:278
[b15-r6-local/a0.30/d24] [gmean] 2026-07-21T10:41:37 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.30/d24] [gmean] 2026-07-21T10:41:37 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=9 node=N507 type=control1 q_typed_residual_context=0.964896 sequence=19.020892
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=10 node=N3742 type=control0 q_typed_residual_context=1.084011 sequence=20.104903
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=11 node=N564 type=control1 q_typed_residual_context=2.424318 sequence=22.529221
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=12 node=N5203 type=control1 q_typed_residual_context=1.153001 sequence=23.682221
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=13 node=N5866 type=observe q_typed_residual_context=3.175930 sequence=26.858151
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=14 node=N580 type=control1 q_typed_residual_context=3.168481 sequence=30.026632
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=15 node=N1372 type=observe q_typed_residual_context=2.972632 sequence=32.999264
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=16 node=N2082 type=observe q_typed_residual_context=3.521865 sequence=36.521128
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=17 node=N1853 type=observe q_typed_residual_context=6.088321 sequence=42.609449
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=18 node=N1532 type=observe q_typed_residual_context=6.844574 sequence=49.454023
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=19 node=N2153 type=observe q_typed_residual_context=6.526229 sequence=55.980252
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=20 node=N2101 type=observe q_typed_residual_context=5.921109 sequence=61.901361
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=21 node=N1860 type=observe q_typed_residual_context=6.136140 sequence=68.037500
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=22 node=N496 type=control1 q_typed_residual_context=3.840643 sequence=71.878143
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=23 node=N5723 type=control0 q_typed_residual_context=1.318271 sequence=73.196414
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=4.248494 sequence=77.444908
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_residual_context=3.945958 sequence=81.390866
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=5.237282 sequence=86.628148
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=4.173396 sequence=90.801544
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=28 node=N737 type=control1 q_typed_residual_context=4.723632 sequence=95.525176
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_residual_context=3.422455 sequence=98.947631
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=30 node=N4635 type=control0 q_typed_residual_context=6.654686 sequence=105.602316
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=31 node=N7411 type=control1 q_typed_residual_context=3.646384 sequence=109.248700
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=4.040709 sequence=113.289409
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=7.177878 sequence=120.467288
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=34 node=N7511 type=control1 q_typed_residual_context=3.032298 sequence=123.499586
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=3.564295 sequence=127.063881
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_residual_context=3.148551 sequence=130.212432
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=37 node=N2040 type=observe q_typed_residual_context=3.099660 sequence=133.312092
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.071609 sequence=139.383701
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=39 node=N3903 type=control0 q_typed_residual_context=0.845649 sequence=140.229350
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=40 node=N4656 type=control0 q_typed_residual_context=6.247766 sequence=146.477116
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=41 node=N3805 type=control0 q_typed_residual_context=0.863568 sequence=147.340684
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=42 node=N3701 type=control0 q_typed_residual_context=0.985245 sequence=148.325929
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=43 node=N3722 type=control0 q_typed_residual_context=1.008899 sequence=149.334828
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=44 node=N3911 type=control0 q_typed_residual_context=0.888020 sequence=150.222848
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=45 node=N3896 type=control0 q_typed_residual_context=0.900758 sequence=151.123606
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=46 node=N4670 type=control0 q_typed_residual_context=2.630653 sequence=153.754259
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=47 node=N4663 type=control0 q_typed_residual_context=2.967583 sequence=156.721842
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=48 node=N713 type=observe q_typed_residual_context=1.818980 sequence=158.540822
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=49 node=N4677 type=control0 q_typed_residual_context=2.833435 sequence=161.374257
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=50 node=N2102 type=observe q_typed_residual_context=1.215836 sequence=162.590093
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=51 node=N4684 type=control0 q_typed_residual_context=2.202720 sequence=164.792812
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=52 node=N704 type=observe q_typed_residual_context=1.447189 sequence=166.240001
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=53 node=N724 type=observe q_typed_residual_context=1.418399 sequence=167.658400
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=54 node=N4691 type=control0 q_typed_residual_context=2.202520 sequence=169.860920
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=55 node=N3889 type=control0 q_typed_residual_context=1.435012 sequence=171.295932
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=56 node=N4698 type=control0 q_typed_residual_context=1.643122 sequence=172.939054
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=57 node=N3882 type=control0 q_typed_residual_context=1.161965 sequence=174.101019
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=58 node=N4705 type=control0 q_typed_residual_context=1.665014 sequence=175.766034
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=59 node=N4712 type=control0 q_typed_residual_context=1.592650 sequence=177.358684
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=60 node=N578 type=observe q_typed_residual_context=1.118275 sequence=178.476959
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=61 node=N4716 type=control0 q_typed_residual_context=1.231616 sequence=179.708575
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=62 node=N3862 type=control0 q_typed_residual_context=1.190397 sequence=180.898973
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=1.445915 sequence=182.344887
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=64 node=N3848 type=control0 q_typed_residual_context=2.055129 sequence=184.400016
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=65 node=N3827 type=control0 q_typed_residual_context=2.143849 sequence=186.543865
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=66 node=N3820 type=control0 q_typed_residual_context=2.195054 sequence=188.738919
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=67 node=N3813 type=control0 q_typed_residual_context=2.268047 sequence=191.006966
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=68 node=N3799 type=control0 q_typed_residual_context=2.180043 sequence=193.187009
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=69 node=N3792 type=control0 q_typed_residual_context=2.216227 sequence=195.403236
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=70 node=N3785 type=control0 q_typed_residual_context=2.311894 sequence=197.715130
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_residual_context=2.046205 sequence=199.761335
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=72 node=N2083 type=observe q_typed_residual_context=1.593391 sequence=201.354726
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=73 node=N7891 type=control1 q_typed_residual_context=2.867452 sequence=204.222178
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=74 node=N4557 type=control0 q_typed_residual_context=3.192859 sequence=207.415036
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_residual_context=3.349008 sequence=210.764044
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=2.423393 sequence=213.187437
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=77 node=N4585 type=control0 q_typed_residual_context=1.953480 sequence=215.140917
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_residual_context=4.249330 sequence=219.390247
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=79 node=N3897 type=control0 q_typed_residual_context=3.678724 sequence=223.068971
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=80 node=N3904 type=control0 q_typed_residual_context=3.905266 sequence=226.974236
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=81 node=N3841 type=control0 q_typed_residual_context=4.006413 sequence=230.980649
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=82 node=N7722 type=control0 q_typed_residual_context=3.442192 sequence=234.422841
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=83 node=N7721 type=control0 q_typed_residual_context=4.252037 sequence=238.674878
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=84 node=N519 type=control1 q_typed_residual_context=3.283700 sequence=241.958578
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_residual_context=2.775619 sequence=244.734198
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=86 node=N4520 type=control0 q_typed_residual_context=3.440877 sequence=248.175075
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=87 node=N3682 type=control0 q_typed_residual_context=4.288576 sequence=252.463651
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=88 node=N7725 type=control0 q_typed_residual_context=3.144031 sequence=255.607682
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=89 node=N7370 type=control1 q_typed_residual_context=4.136376 sequence=259.744058
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=90 node=N513 type=control1 q_typed_residual_context=6.135087 sequence=265.879145
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_residual_context=4.419063 sequence=270.298208
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=92 node=N7723 type=control0 q_typed_residual_context=3.062714 sequence=273.360922
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=93 node=N7587 type=control1 q_typed_residual_context=3.286083 sequence=276.647005
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=94 node=N516 type=control1 q_typed_residual_context=4.777347 sequence=281.424352
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=95 node=N520 type=control1 q_typed_residual_context=4.228858 sequence=285.653210
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=96 node=N4578 type=control0 q_typed_residual_context=3.242782 sequence=288.895992
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=97 node=N4564 type=control0 q_typed_residual_context=3.235669 sequence=292.131661
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=98 node=N7588 type=control1 q_typed_residual_context=1.789310 sequence=293.920972
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=99 node=N2580 type=control1 q_typed_residual_context=3.106378 sequence=297.027349
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=100 node=N5876 type=observe q_typed_residual_context=2.361073 sequence=299.388422
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=101 node=N555 type=control1 q_typed_residual_context=5.602279 sequence=304.990701
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=102 node=N556 type=control1 q_typed_residual_context=3.595084 sequence=308.585785
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=103 node=N1411 type=control0 q_typed_residual_context=1.257046 sequence=309.842831
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=104 node=N7820 type=control0 q_typed_residual_context=1.956784 sequence=311.799615
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_residual_context=3.946114 sequence=315.745729
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=106 node=N7408 type=control0 q_typed_residual_context=3.673115 sequence=319.418844
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=107 node=N7541 type=control0 q_typed_residual_context=2.469467 sequence=321.888311
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=108 node=N7734 type=control0 q_typed_residual_context=1.590947 sequence=323.479258
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=109 node=N7847 type=control0 q_typed_residual_context=3.698328 sequence=327.177586
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=110 node=N7852 type=control0 q_typed_residual_context=3.397746 sequence=330.575332
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=111 node=N7853 type=control0 q_typed_residual_context=3.542462 sequence=334.117794
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=112 node=N8003 type=control0 q_typed_residual_context=2.957248 sequence=337.075042
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=113 node=N8005 type=control0 q_typed_residual_context=3.015237 sequence=340.090279
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=114 node=N7735 type=control0 q_typed_residual_context=2.089460 sequence=342.179739
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=115 node=N7733 type=control0 q_typed_residual_context=1.750170 sequence=343.929908
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=116 node=N614 type=control1 q_typed_residual_context=2.052550 sequence=345.982458
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=117 node=N634 type=control1 q_typed_residual_context=2.246737 sequence=348.229196
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=118 node=N7732 type=control0 q_typed_residual_context=3.180291 sequence=351.409486
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=119 node=N7731 type=control0 q_typed_residual_context=2.294710 sequence=353.704196
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=120 node=N510 type=control1 q_typed_residual_context=2.815159 sequence=356.519355
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=121 node=N3180 type=control1 q_typed_residual_context=4.840628 sequence=361.359983
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=122 node=N610 type=control1 q_typed_residual_context=7.200907 sequence=368.560889
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=123 node=N620 type=control1 q_typed_residual_context=4.600173 sequence=373.161062
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=124 node=N694 type=observe q_typed_residual_context=5.488542 sequence=378.649604
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=125 node=N3410 type=control1 q_typed_residual_context=6.249146 sequence=384.898751
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=126 node=N638 type=control1 q_typed_residual_context=4.028689 sequence=388.927440
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=127 node=N7401 type=observe q_typed_residual_context=3.780223 sequence=392.707663
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=128 node=N7454 type=observe q_typed_residual_context=6.980187 sequence=399.687850
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=129 node=N2106 type=observe q_typed_residual_context=2.868398 sequence=402.556248
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=130 node=N7730 type=control0 q_typed_residual_context=5.362924 sequence=407.919172
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=131 node=N5603 type=observe q_typed_residual_context=2.435852 sequence=410.355024
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=132 node=N7424 type=control1 q_typed_residual_context=1.727936 sequence=412.082960
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=133 node=N3237 type=control1 q_typed_residual_context=2.779158 sequence=414.862118
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=134 node=N645 type=control1 q_typed_residual_context=3.558233 sequence=418.420351
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=135 node=N616 type=control1 q_typed_residual_context=5.979350 sequence=424.399701
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=136 node=N2157 type=observe q_typed_residual_context=6.867027 sequence=431.266728
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=137 node=N636 type=control1 q_typed_residual_context=6.140992 sequence=437.407719
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=138 node=N7679 type=observe q_typed_residual_context=6.483263 sequence=443.890982
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=139 node=N7729 type=control0 q_typed_residual_context=2.870467 sequence=446.761449
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=140 node=N3295 type=control1 q_typed_residual_context=3.089613 sequence=449.851062
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=141 node=N3467 type=control1 q_typed_residual_context=3.239999 sequence=453.091061
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=142 node=N7728 type=control0 q_typed_residual_context=4.190899 sequence=457.281960
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=143 node=N7727 type=control0 q_typed_residual_context=2.265491 sequence=459.547452
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=144 node=N6531 type=observe q_typed_residual_context=2.284059 sequence=461.831510
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=145 node=N722 type=observe q_typed_residual_context=3.944277 sequence=465.775788
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=146 node=N7402 type=observe q_typed_residual_context=4.885630 sequence=470.661418
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=147 node=N2149 type=observe q_typed_residual_context=6.075400 sequence=476.736818
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=148 node=N7726 type=control0 q_typed_residual_context=5.151397 sequence=481.888215
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=149 node=N649 type=control1 q_typed_residual_context=2.702887 sequence=484.591102
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=150 node=N642 type=control1 q_typed_residual_context=4.724887 sequence=489.315989
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=151 node=N3525 type=control1 q_typed_residual_context=1.657544 sequence=490.973532
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=152 node=N1607 type=control1 q_typed_residual_context=2.588866 sequence=493.562399
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=153 node=N647 type=control1 q_typed_residual_context=5.134405 sequence=498.696803
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=154 node=N1586 type=control1 q_typed_residual_context=2.742785 sequence=501.439589
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=155 node=N630 type=control1 q_typed_residual_context=6.013424 sequence=507.453013
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=156 node=N628 type=control1 q_typed_residual_context=5.675291 sequence=513.128304
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=157 node=N2652 type=control1 q_typed_residual_context=2.193454 sequence=515.321758
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=158 node=N2721 type=control1 q_typed_residual_context=4.502275 sequence=519.824033
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=159 node=N5740 type=observe q_typed_residual_context=5.602440 sequence=525.426473
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=160 node=N7614 type=observe q_typed_residual_context=1.628073 sequence=527.054547
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=161 node=N2894 type=control1 q_typed_residual_context=2.656712 sequence=529.711258
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=162 node=N2952 type=control1 q_typed_residual_context=1.932683 sequence=531.643941
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=163 node=N5878 type=observe q_typed_residual_context=2.675919 sequence=534.319860
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=164 node=N712 type=observe q_typed_residual_context=3.630662 sequence=537.950523
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=165 node=N2779 type=control1 q_typed_residual_context=2.406444 sequence=540.356966
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=166 node=N5874 type=observe q_typed_residual_context=1.657424 sequence=542.014390
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=167 node=N6533 type=observe q_typed_residual_context=1.230850 sequence=543.245240
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=168 node=N7385 type=observe q_typed_residual_context=1.661287 sequence=544.906527
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=169 node=N723 type=observe q_typed_residual_context=1.915275 sequence=546.821802
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=170 node=N705 type=observe q_typed_residual_context=2.387095 sequence=549.208897
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=171 node=N725 type=observe q_typed_residual_context=2.995593 sequence=552.204489
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=172 node=N714 type=observe q_typed_residual_context=3.174968 sequence=555.379457
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=173 node=N626 type=control1 q_typed_residual_context=1.525647 sequence=556.905105
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=174 node=N7873 type=control1 q_typed_residual_context=1.669397 sequence=558.574502
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=175 node=N7627 type=observe q_typed_residual_context=1.708988 sequence=560.283490
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=176 node=N5356 type=observe q_typed_residual_context=1.987911 sequence=562.271401
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=177 node=N715 type=observe q_typed_residual_context=2.114808 sequence=564.386209
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=178 node=N2837 type=control1 q_typed_residual_context=1.311992 sequence=565.698201
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=179 node=N3009 type=control1 q_typed_residual_context=1.193148 sequence=566.891349
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=180 node=N7589 type=control1 q_typed_residual_context=1.421991 sequence=568.313339
[b15-r6-local/a0.30/d24] [plan iscas99__b15_1] [plan] step=181 node=N3067 type=control1 q_typed_residual_context=1.239611 sequence=569.552951
