[b15-r6-local/a0.10/d0] [gmean] 2026-07-21T10:44:56 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p10_decay_0
[b15-r6-local/a0.10/d0] [gmean] 2026-07-21T10:44:56 budgets=iscas99__b15_1:278
[b15-r6-local/a0.10/d0] [gmean] 2026-07-21T10:44:56 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.10/d0] [gmean] 2026-07-21T10:44:56 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=59 node=N3882 type=control0 q_typed_residual_context=1.126842 sequence=197.418940
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=60 node=N3911 type=control0 q_typed_residual_context=1.277093 sequence=198.696033
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=61 node=N3827 type=control0 q_typed_residual_context=1.320832 sequence=200.016865
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=62 node=N3862 type=control0 q_typed_residual_context=1.323369 sequence=201.340234
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=1.268948 sequence=202.609182
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_residual_context=1.394430 sequence=204.003612
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=65 node=N4585 type=control0 q_typed_residual_context=1.400830 sequence=205.404442
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=66 node=N4564 type=control0 q_typed_residual_context=1.396799 sequence=206.801241
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=67 node=N7471 type=control0 q_typed_residual_context=1.558402 sequence=208.359643
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=68 node=N4578 type=control0 q_typed_residual_context=1.585342 sequence=209.944985
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=69 node=N4705 type=control0 q_typed_residual_context=1.441686 sequence=211.386671
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=70 node=N4698 type=control0 q_typed_residual_context=1.602590 sequence=212.989261
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=71 node=N4691 type=control0 q_typed_residual_context=1.651221 sequence=214.640483
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=72 node=N4712 type=control0 q_typed_residual_context=2.044801 sequence=216.685284
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=73 node=N4684 type=control0 q_typed_residual_context=2.326246 sequence=219.011530
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=74 node=N722 type=observe q_typed_residual_context=3.767473 sequence=222.779004
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=75 node=N4716 type=control0 q_typed_residual_context=5.496353 sequence=228.275357
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=76 node=N1539 type=control0 q_typed_residual_context=3.884959 sequence=232.160316
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=77 node=N7724 type=control0 q_typed_residual_context=3.807048 sequence=235.967364
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_residual_context=4.262609 sequence=240.229973
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=79 node=N519 type=control1 q_typed_residual_context=2.860045 sequence=243.090017
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=80 node=N2083 type=observe q_typed_residual_context=3.069060 sequence=246.159077
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=81 node=N513 type=control1 q_typed_residual_context=3.753456 sequence=249.912533
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=82 node=N4557 type=control0 q_typed_residual_context=3.091701 sequence=253.004233
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=83 node=N7370 type=control1 q_typed_residual_context=3.056398 sequence=256.060632
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=84 node=N504 type=control1 q_typed_residual_context=4.021323 sequence=260.081955
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=85 node=N7872 type=control1 q_typed_residual_context=2.567285 sequence=262.649240
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=86 node=N7890 type=control1 q_typed_residual_context=2.672839 sequence=265.322079
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=87 node=N7888 type=control1 q_typed_residual_context=1.451946 sequence=266.774024
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=88 node=N7889 type=control1 q_typed_residual_context=1.394418 sequence=268.168442
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=89 node=N3722 type=control0 q_typed_residual_context=1.280199 sequence=269.448641
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=90 node=N7722 type=control0 q_typed_residual_context=2.298773 sequence=271.747414
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=91 node=N3904 type=control0 q_typed_residual_context=2.466165 sequence=274.213579
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=92 node=N3897 type=control0 q_typed_residual_context=2.918509 sequence=277.132088
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=93 node=N1533 type=control1 q_typed_residual_context=3.160145 sequence=280.292233
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=94 node=N3848 type=control0 q_typed_residual_context=4.380782 sequence=284.673015
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=95 node=N4520 type=control0 q_typed_residual_context=7.328751 sequence=292.001767
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=96 node=N7723 type=control0 q_typed_residual_context=6.482244 sequence=298.484011
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=97 node=N516 type=control1 q_typed_residual_context=3.918478 sequence=302.402489
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=98 node=N7820 type=control0 q_typed_residual_context=2.879433 sequence=305.281921
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=99 node=N7725 type=control0 q_typed_residual_context=2.848739 sequence=308.130660
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=100 node=N7846 type=control0 q_typed_residual_context=3.830237 sequence=311.960897
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=101 node=N3681 type=control0 q_typed_residual_context=3.369664 sequence=315.330561
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=102 node=N7541 type=control0 q_typed_residual_context=2.947894 sequence=318.278455
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=103 node=N7847 type=control0 q_typed_residual_context=3.054187 sequence=321.332643
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=104 node=N7852 type=control0 q_typed_residual_context=7.203521 sequence=328.536164
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=105 node=N7853 type=control0 q_typed_residual_context=4.914441 sequence=333.450605
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=106 node=N578 type=observe q_typed_residual_context=4.099395 sequence=337.550000
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=107 node=N2580 type=control1 q_typed_residual_context=1.068359 sequence=338.618358
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=108 node=N7408 type=control0 q_typed_residual_context=2.501158 sequence=341.119516
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=109 node=N3840 type=control0 q_typed_residual_context=1.290297 sequence=342.409813
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=110 node=N7614 type=observe q_typed_residual_context=1.940362 sequence=344.350175
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=111 node=N694 type=observe q_typed_residual_context=3.034696 sequence=347.384871
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=112 node=N3820 type=control0 q_typed_residual_context=1.745140 sequence=349.130011
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=113 node=N3813 type=control0 q_typed_residual_context=2.171471 sequence=351.301482
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=114 node=N7401 type=observe q_typed_residual_context=1.893852 sequence=353.195334
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=115 node=N555 type=control1 q_typed_residual_context=1.237262 sequence=354.432596
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=116 node=N556 type=control1 q_typed_residual_context=2.259351 sequence=356.691947
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=117 node=N614 type=control1 q_typed_residual_context=1.452622 sequence=358.144569
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=118 node=N634 type=control1 q_typed_residual_context=1.369708 sequence=359.514277
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=119 node=N2102 type=observe q_typed_residual_context=1.185485 sequence=360.699763
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=120 node=N520 type=control1 q_typed_residual_context=1.435061 sequence=362.134824
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=121 node=N7679 type=observe q_typed_residual_context=1.252314 sequence=363.387138
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=122 node=N5874 type=observe q_typed_residual_context=2.247012 sequence=365.634150
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=123 node=N5603 type=observe q_typed_residual_context=2.267545 sequence=367.901695
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=124 node=N610 type=control1 q_typed_residual_context=1.288231 sequence=369.189926
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=125 node=N620 type=control1 q_typed_residual_context=1.126040 sequence=370.315967
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=126 node=N2157 type=observe q_typed_residual_context=2.061263 sequence=372.377230
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=127 node=N3799 type=control0 q_typed_residual_context=1.915445 sequence=374.292675
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=128 node=N7543 type=control0 q_typed_residual_context=2.972129 sequence=377.264804
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=129 node=N638 type=control1 q_typed_residual_context=1.444297 sequence=378.709101
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=130 node=N7421 type=control1 q_typed_residual_context=1.125947 sequence=379.835048
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=131 node=N3410 type=control1 q_typed_residual_context=1.361826 sequence=381.196873
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=132 node=N645 type=control1 q_typed_residual_context=2.191165 sequence=383.388038
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=133 node=N6534 type=observe q_typed_residual_context=1.847352 sequence=385.235390
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=134 node=N2106 type=observe q_typed_residual_context=1.725030 sequence=386.960420
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=135 node=N7385 type=observe q_typed_residual_context=0.879845 sequence=387.840265
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=136 node=N2149 type=observe q_typed_residual_context=1.421045 sequence=389.261310
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=137 node=N7627 type=observe q_typed_residual_context=1.171531 sequence=390.432842
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=138 node=N5878 type=observe q_typed_residual_context=0.936469 sequence=391.369311
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=139 node=N5473 type=observe q_typed_residual_context=0.924426 sequence=392.293737
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=140 node=N3792 type=control0 q_typed_residual_context=0.911683 sequence=393.205420
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=141 node=N1411 type=control0 q_typed_residual_context=1.500845 sequence=394.706265
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=142 node=N5738 type=observe q_typed_residual_context=1.327557 sequence=396.033822
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=143 node=N636 type=control1 q_typed_residual_context=0.889013 sequence=396.922835
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=144 node=N7870 type=control1 q_typed_residual_context=1.779670 sequence=398.702505
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=145 node=N616 type=control1 q_typed_residual_context=1.505078 sequence=400.207583
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=146 node=N3785 type=control0 q_typed_residual_context=1.294825 sequence=401.502408
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=147 node=N6674 type=observe q_typed_residual_context=2.633308 sequence=404.135716
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=148 node=N5740 type=observe q_typed_residual_context=1.257644 sequence=405.393360
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=149 node=N3467 type=control1 q_typed_residual_context=1.851930 sequence=407.245290
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=150 node=N7588 type=control1 q_typed_residual_context=1.098747 sequence=408.344038
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=151 node=N5876 type=observe q_typed_residual_context=2.200807 sequence=410.544845
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=152 node=N712 type=observe q_typed_residual_context=2.235599 sequence=412.780444
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=153 node=N630 type=control1 q_typed_residual_context=1.630479 sequence=414.410923
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=154 node=N5356 type=observe q_typed_residual_context=1.663369 sequence=416.074292
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=155 node=N3295 type=control1 q_typed_residual_context=1.304967 sequence=417.379259
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=156 node=N771 type=observe q_typed_residual_context=1.262596 sequence=418.641854
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=157 node=N7436 type=observe q_typed_residual_context=1.538257 sequence=420.180112
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=158 node=N714 type=observe q_typed_residual_context=1.636436 sequence=421.816548
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=159 node=N642 type=control1 q_typed_residual_context=1.062868 sequence=422.879416
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=160 node=N649 type=control1 q_typed_residual_context=2.410678 sequence=425.290093
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=161 node=N1607 type=control1 q_typed_residual_context=2.888409 sequence=428.178503
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=162 node=N647 type=control1 q_typed_residual_context=1.899628 sequence=430.078131
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=163 node=N1586 type=control1 q_typed_residual_context=2.179698 sequence=432.257828
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=164 node=N7590 type=control1 q_typed_residual_context=1.411616 sequence=433.669444
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=165 node=N7424 type=control1 q_typed_residual_context=1.517567 sequence=435.187011
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=166 node=N723 type=observe q_typed_residual_context=2.166416 sequence=437.353427
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=167 node=N3525 type=control1 q_typed_residual_context=0.983994 sequence=438.337421
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=168 node=N7454 type=observe q_typed_residual_context=1.177983 sequence=439.515403
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=169 node=N715 type=observe q_typed_residual_context=1.704803 sequence=441.220206
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=170 node=N3180 type=control1 q_typed_residual_context=0.849810 sequence=442.070017
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=171 node=N2721 type=control1 q_typed_residual_context=0.882265 sequence=442.952282
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=172 node=N2894 type=control1 q_typed_residual_context=0.784558 sequence=443.736840
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=173 node=N2952 type=control1 q_typed_residual_context=0.819479 sequence=444.556320
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=174 node=N2779 type=control1 q_typed_residual_context=0.821566 sequence=445.377885
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=175 node=N7405 type=observe q_typed_residual_context=0.693777 sequence=446.071662
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=176 node=N2652 type=control1 q_typed_residual_context=1.122999 sequence=447.194662
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=177 node=N7873 type=control1 q_typed_residual_context=0.930229 sequence=448.124891
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=178 node=N2837 type=control1 q_typed_residual_context=1.031707 sequence=449.156598
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=179 node=N3009 type=control1 q_typed_residual_context=1.137439 sequence=450.294037
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=180 node=N1987 type=observe q_typed_residual_context=1.826119 sequence=452.120156
[b15-r6-local/a0.10/d0] [plan iscas99__b15_1] [plan] step=181 node=N7414 type=control1 q_typed_residual_context=3.620726 sequence=455.740882
