[b15-r6-local/a0.30/d8] [gmean] 2026-07-21T10:38:25 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p30_decay_8
[b15-r6-local/a0.30/d8] [gmean] 2026-07-21T10:38:25 budgets=iscas99__b15_1:278
[b15-r6-local/a0.30/d8] [gmean] 2026-07-21T10:38:25 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.30/d8] [gmean] 2026-07-21T10:38:25 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=14 node=N580 type=control1 q_typed_residual_context=3.230845 sequence=29.966636
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_residual_context=2.860358 sequence=32.826994
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=16 node=N1853 type=observe q_typed_residual_context=1.808517 sequence=34.635511
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=17 node=N2082 type=observe q_typed_residual_context=4.399095 sequence=39.034606
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=18 node=N2153 type=observe q_typed_residual_context=5.276291 sequence=44.310897
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_residual_context=5.513315 sequence=49.824211
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=20 node=N1860 type=observe q_typed_residual_context=4.768246 sequence=54.592458
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=4.208919 sequence=58.801377
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=22 node=N1532 type=observe q_typed_residual_context=5.703402 sequence=64.504779
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=23 node=N496 type=control1 q_typed_residual_context=6.596761 sequence=71.101540
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=24 node=N5723 type=control0 q_typed_residual_context=5.682149 sequence=76.783689
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=4.735176 sequence=81.518865
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=26 node=N582 type=control1 q_typed_residual_context=6.772092 sequence=88.290958
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_residual_context=8.038051 sequence=96.329008
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=28 node=N7511 type=control1 q_typed_residual_context=2.891512 sequence=99.220520
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_residual_context=3.800263 sequence=103.020784
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=30 node=N7411 type=control1 q_typed_residual_context=4.118026 sequence=107.138809
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=31 node=N4635 type=control0 q_typed_residual_context=8.363295 sequence=115.502104
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=32 node=N2042 type=observe q_typed_residual_context=4.088163 sequence=119.590267
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=33 node=N583 type=control1 q_typed_residual_context=6.689350 sequence=126.279617
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_residual_context=3.418632 sequence=129.698250
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=35 node=N2044 type=observe q_typed_residual_context=6.319865 sequence=136.018115
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=36 node=N5234 type=observe q_typed_residual_context=4.089098 sequence=140.107213
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=37 node=N2040 type=observe q_typed_residual_context=1.496352 sequence=141.603565
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=38 node=N4649 type=control0 q_typed_residual_context=6.057069 sequence=147.660634
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=39 node=N3903 type=control0 q_typed_residual_context=0.859183 sequence=148.519817
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=40 node=N4656 type=control0 q_typed_residual_context=4.942079 sequence=153.461896
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=41 node=N7881 type=control1 q_typed_residual_context=3.601527 sequence=157.063424
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=42 node=N7882 type=control1 q_typed_residual_context=2.185357 sequence=159.248780
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=43 node=N7883 type=control1 q_typed_residual_context=1.684845 sequence=160.933625
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=44 node=N3701 type=control0 q_typed_residual_context=0.978983 sequence=161.912608
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=45 node=N7884 type=control1 q_typed_residual_context=1.255145 sequence=163.167753
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=46 node=N4663 type=control0 q_typed_residual_context=2.225571 sequence=165.393325
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=47 node=N713 type=observe q_typed_residual_context=1.685733 sequence=167.079058
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=48 node=N7885 type=control1 q_typed_residual_context=1.028065 sequence=168.107123
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=49 node=N3896 type=control0 q_typed_residual_context=0.935375 sequence=169.042498
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=50 node=N4670 type=control0 q_typed_residual_context=1.473347 sequence=170.515845
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=51 node=N4677 type=control0 q_typed_residual_context=1.321921 sequence=171.837766
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=52 node=N724 type=observe q_typed_residual_context=0.963194 sequence=172.800960
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=53 node=N704 type=observe q_typed_residual_context=1.257550 sequence=174.058510
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=54 node=N4684 type=control0 q_typed_residual_context=1.382217 sequence=175.440727
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=55 node=N3889 type=control0 q_typed_residual_context=1.014362 sequence=176.455089
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=56 node=N3882 type=control0 q_typed_residual_context=1.031040 sequence=177.486129
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=57 node=N4691 type=control0 q_typed_residual_context=1.308451 sequence=178.794580
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=58 node=N3805 type=control0 q_typed_residual_context=1.229855 sequence=180.024435
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=59 node=N4698 type=control0 q_typed_residual_context=1.494609 sequence=181.519044
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=60 node=N4705 type=control0 q_typed_residual_context=1.177710 sequence=182.696754
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=61 node=N3911 type=control0 q_typed_residual_context=1.095025 sequence=183.791779
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=62 node=N3862 type=control0 q_typed_residual_context=1.115607 sequence=184.907385
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=63 node=N3855 type=control0 q_typed_residual_context=1.177183 sequence=186.084568
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=64 node=N2102 type=observe q_typed_residual_context=1.250557 sequence=187.335125
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=65 node=N3848 type=control0 q_typed_residual_context=1.830681 sequence=189.165806
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=66 node=N3722 type=control0 q_typed_residual_context=1.262985 sequence=190.428791
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=67 node=N4716 type=control0 q_typed_residual_context=1.209336 sequence=191.638127
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=68 node=N4585 type=control0 q_typed_residual_context=1.568682 sequence=193.206810
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=69 node=N4606 type=control0 q_typed_residual_context=1.618267 sequence=194.825076
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=70 node=N4578 type=control0 q_typed_residual_context=2.143118 sequence=196.968194
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=71 node=N4712 type=control0 q_typed_residual_context=2.067944 sequence=199.036138
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=72 node=N7471 type=control0 q_typed_residual_context=2.400180 sequence=201.436318
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=73 node=N4557 type=control0 q_typed_residual_context=3.099679 sequence=204.535997
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_residual_context=3.972471 sequence=208.508469
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=75 node=N7854 type=control0 q_typed_residual_context=4.989561 sequence=213.498029
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=5.784904 sequence=219.282934
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=77 node=N4564 type=control0 q_typed_residual_context=4.889767 sequence=224.172701
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=78 node=N7891 type=control1 q_typed_residual_context=2.975087 sequence=227.147788
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=79 node=N7886 type=control1 q_typed_residual_context=3.113932 sequence=230.261720
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=80 node=N7887 type=control1 q_typed_residual_context=2.809546 sequence=233.071266
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=81 node=N7888 type=control1 q_typed_residual_context=2.342984 sequence=235.414249
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=82 node=N7722 type=control0 q_typed_residual_context=2.462058 sequence=237.876307
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=83 node=N519 type=control1 q_typed_residual_context=2.904907 sequence=240.781214
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=84 node=N3904 type=control0 q_typed_residual_context=2.052978 sequence=242.834192
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=85 node=N7889 type=control1 q_typed_residual_context=1.798619 sequence=244.632811
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=86 node=N7890 type=control1 q_typed_residual_context=2.357366 sequence=246.990177
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=87 node=N3897 type=control0 q_typed_residual_context=2.206809 sequence=249.196986
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=88 node=N3841 type=control0 q_typed_residual_context=1.738625 sequence=250.935611
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=89 node=N7721 type=control0 q_typed_residual_context=2.354252 sequence=253.289863
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=90 node=N3827 type=control0 q_typed_residual_context=2.113878 sequence=255.403741
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=91 node=N4520 type=control0 q_typed_residual_context=1.844002 sequence=257.247743
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=92 node=N7723 type=control0 q_typed_residual_context=1.593970 sequence=258.841713
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=93 node=N7725 type=control0 q_typed_residual_context=2.177864 sequence=261.019577
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=94 node=N7588 type=control1 q_typed_residual_context=3.924828 sequence=264.944405
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=95 node=N516 type=control1 q_typed_residual_context=4.653688 sequence=269.598093
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=96 node=N7590 type=control1 q_typed_residual_context=3.309598 sequence=272.907690
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=97 node=N7846 type=control0 q_typed_residual_context=7.654313 sequence=280.562003
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=98 node=N3820 type=control0 q_typed_residual_context=2.963626 sequence=283.525629
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=99 node=N7408 type=control0 q_typed_residual_context=3.157131 sequence=286.682760
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=100 node=N1533 type=control1 q_typed_residual_context=2.669172 sequence=289.351931
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=101 node=N513 type=control1 q_typed_residual_context=2.788390 sequence=292.140321
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=102 node=N7541 type=control0 q_typed_residual_context=3.890855 sequence=296.031176
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=103 node=N555 type=control1 q_typed_residual_context=4.203634 sequence=300.234810
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=104 node=N5603 type=observe q_typed_residual_context=3.153641 sequence=303.388451
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=105 node=N7853 type=control0 q_typed_residual_context=4.087836 sequence=307.476287
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=106 node=N7852 type=control0 q_typed_residual_context=3.032944 sequence=310.509231
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=107 node=N7847 type=control0 q_typed_residual_context=3.148856 sequence=313.658087
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=108 node=N578 type=observe q_typed_residual_context=2.593336 sequence=316.251424
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=109 node=N3813 type=control0 q_typed_residual_context=4.076686 sequence=320.328110
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=110 node=N7543 type=control0 q_typed_residual_context=2.612970 sequence=322.941080
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=111 node=N3799 type=control0 q_typed_residual_context=1.522744 sequence=324.463824
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=112 node=N3792 type=control0 q_typed_residual_context=1.548392 sequence=326.012216
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=113 node=N2083 type=observe q_typed_residual_context=1.582753 sequence=327.594969
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=114 node=N3785 type=control0 q_typed_residual_context=1.601514 sequence=329.196483
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=115 node=N634 type=control1 q_typed_residual_context=1.493113 sequence=330.689596
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=116 node=N504 type=control1 q_typed_residual_context=1.859701 sequence=332.549297
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=117 node=N614 type=control1 q_typed_residual_context=1.361632 sequence=333.910929
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=118 node=N610 type=control1 q_typed_residual_context=1.239471 sequence=335.150399
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=119 node=N694 type=observe q_typed_residual_context=2.621524 sequence=337.771923
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=120 node=N3681 type=control0 q_typed_residual_context=1.432977 sequence=339.204900
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=121 node=N620 type=control1 q_typed_residual_context=1.087775 sequence=340.292676
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=122 node=N7370 type=control1 q_typed_residual_context=1.125127 sequence=341.417803
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=123 node=N7401 type=observe q_typed_residual_context=1.682193 sequence=343.099995
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=124 node=N556 type=control1 q_typed_residual_context=1.804654 sequence=344.904649
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=125 node=N638 type=control1 q_typed_residual_context=1.187509 sequence=346.092158
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=126 node=N520 type=control1 q_typed_residual_context=1.396679 sequence=347.488838
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=127 node=N5876 type=observe q_typed_residual_context=1.133141 sequence=348.621978
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=128 node=N7679 type=observe q_typed_residual_context=1.250867 sequence=349.872846
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=129 node=N7627 type=observe q_typed_residual_context=2.810920 sequence=352.683766
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=130 node=N5740 type=observe q_typed_residual_context=1.932947 sequence=354.616713
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=131 node=N7421 type=control1 q_typed_residual_context=2.426242 sequence=357.042955
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=132 node=N645 type=control1 q_typed_residual_context=1.878123 sequence=358.921078
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=133 node=N7870 type=control1 q_typed_residual_context=1.400709 sequence=360.321786
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=134 node=N616 type=control1 q_typed_residual_context=1.382530 sequence=361.704316
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=135 node=N636 type=control1 q_typed_residual_context=1.574227 sequence=363.278543
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=136 node=N5738 type=observe q_typed_residual_context=2.013640 sequence=365.292184
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=137 node=N2580 type=control1 q_typed_residual_context=0.838200 sequence=366.130384
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=138 node=N3295 type=control1 q_typed_residual_context=0.851886 sequence=366.982269
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=139 node=N1411 type=control0 q_typed_residual_context=1.254442 sequence=368.236711
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=140 node=N3410 type=control1 q_typed_residual_context=0.894497 sequence=369.131209
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=141 node=N6533 type=observe q_typed_residual_context=0.832722 sequence=369.963930
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=142 node=N723 type=observe q_typed_residual_context=1.829595 sequence=371.793525
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=143 node=N7385 type=observe q_typed_residual_context=0.913162 sequence=372.706687
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=144 node=N759 type=observe q_typed_residual_context=1.282177 sequence=373.988865
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=145 node=N703 type=observe q_typed_residual_context=1.735078 sequence=375.723942
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=146 node=N725 type=observe q_typed_residual_context=1.931624 sequence=377.655566
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=147 node=N7820 type=control0 q_typed_residual_context=1.095443 sequence=378.751009
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=148 node=N2157 type=observe q_typed_residual_context=1.143628 sequence=379.894637
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=149 node=N2106 type=observe q_typed_residual_context=2.306909 sequence=382.201546
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=150 node=N649 type=control1 q_typed_residual_context=1.461016 sequence=383.662561
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_residual_context=2.882748 sequence=386.545309
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=152 node=N630 type=control1 q_typed_residual_context=5.501924 sequence=392.047234
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=153 node=N7405 type=observe q_typed_residual_context=1.263911 sequence=393.311144
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=154 node=N7424 type=control1 q_typed_residual_context=0.991884 sequence=394.303028
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=155 node=N1607 type=control1 q_typed_residual_context=1.391015 sequence=395.694044
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=156 node=N647 type=control1 q_typed_residual_context=1.630591 sequence=397.324634
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=157 node=N1586 type=control1 q_typed_residual_context=2.040489 sequence=399.365123
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=158 node=N5878 type=observe q_typed_residual_context=1.905094 sequence=401.270217
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=159 node=N5874 type=observe q_typed_residual_context=1.260302 sequence=402.530520
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=160 node=N2072 type=observe q_typed_residual_context=0.450556 sequence=402.981075
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=161 node=N712 type=observe q_typed_residual_context=1.506583 sequence=404.487658
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=162 node=N5356 type=observe q_typed_residual_context=1.391831 sequence=405.879489
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=163 node=N1987 type=observe q_typed_residual_context=1.501553 sequence=407.381042
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=164 node=N714 type=observe q_typed_residual_context=3.033954 sequence=410.414996
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=165 node=N6531 type=observe q_typed_residual_context=1.815784 sequence=412.230780
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=166 node=N1879 type=observe q_typed_residual_context=1.413641 sequence=413.644421
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=167 node=N722 type=observe q_typed_residual_context=2.034502 sequence=415.678923
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=168 node=N715 type=observe q_typed_residual_context=1.956498 sequence=417.635421
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=169 node=N5473 type=observe q_typed_residual_context=2.308256 sequence=419.943678
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=170 node=N1599 type=observe q_typed_residual_context=1.802560 sequence=421.746238
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=171 node=N7439 type=observe q_typed_residual_context=3.729233 sequence=425.475471
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=172 node=N705 type=observe q_typed_residual_context=1.838663 sequence=427.314134
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=173 node=N7436 type=observe q_typed_residual_context=3.190579 sequence=430.504713
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=174 node=N7614 type=observe q_typed_residual_context=5.441505 sequence=435.946218
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=175 node=N5456 type=observe q_typed_residual_context=2.447795 sequence=438.394013
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=176 node=N679 type=observe q_typed_residual_context=4.038172 sequence=442.432185
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=177 node=N6673 type=observe q_typed_residual_context=2.498076 sequence=444.930261
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=178 node=N706 type=observe q_typed_residual_context=1.887484 sequence=446.817745
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=179 node=N5439 type=observe q_typed_residual_context=1.619865 sequence=448.437611
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=180 node=N5028 type=observe q_typed_residual_context=2.294840 sequence=450.732450
[b15-r6-local/a0.30/d8] [plan iscas99__b15_1] [plan] step=181 node=N5422 type=observe q_typed_residual_context=1.721580 sequence=452.454030
