[b15-r6-local/a0.20/d24] [gmean] 2026-07-21T10:35:12 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p20_decay_24
[b15-r6-local/a0.20/d24] [gmean] 2026-07-21T10:35:12 budgets=iscas99__b15_1:278
[b15-r6-local/a0.20/d24] [gmean] 2026-07-21T10:35:12 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.20/d24] [gmean] 2026-07-21T10:35:12 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_residual_context=2.682541 sequence=33.155655
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=16 node=N1853 type=observe q_typed_residual_context=1.906840 sequence=35.062495
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=17 node=N2082 type=observe q_typed_residual_context=4.769161 sequence=39.831656
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=18 node=N2153 type=observe q_typed_residual_context=4.655612 sequence=44.487268
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_residual_context=5.343141 sequence=49.830409
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=20 node=N1860 type=observe q_typed_residual_context=4.866561 sequence=54.696970
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=4.244634 sequence=58.941604
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=22 node=N496 type=control1 q_typed_residual_context=6.706469 sequence=65.648073
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=23 node=N5723 type=control0 q_typed_residual_context=6.098846 sequence=71.746919
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=24 node=N7516 type=observe q_typed_residual_context=6.005277 sequence=77.752196
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=25 node=N582 type=control1 q_typed_residual_context=4.106386 sequence=81.858582
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=6.834942 sequence=88.693523
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=27 node=N5234 type=observe q_typed_residual_context=4.353877 sequence=93.047401
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=4.461743 sequence=97.509143
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=4.807501 sequence=102.316645
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=30 node=N2040 type=observe q_typed_residual_context=5.241872 sequence=107.558517
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=31 node=N7411 type=control1 q_typed_residual_context=6.364985 sequence=113.923502
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=32 node=N4635 type=control0 q_typed_residual_context=5.994786 sequence=119.918288
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=33 node=N2044 type=observe q_typed_residual_context=6.240555 sequence=126.158843
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=34 node=N1532 type=observe q_typed_residual_context=4.613850 sequence=130.772693
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=35 node=N2042 type=observe q_typed_residual_context=4.706711 sequence=135.479404
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=36 node=N7413 type=control1 q_typed_residual_context=5.733278 sequence=141.212682
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_residual_context=8.325374 sequence=149.538056
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=38 node=N7891 type=control1 q_typed_residual_context=6.012547 sequence=155.550603
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=39 node=N7511 type=control1 q_typed_residual_context=3.048942 sequence=158.599545
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=40 node=N7881 type=control1 q_typed_residual_context=4.546417 sequence=163.145962
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=41 node=N7882 type=control1 q_typed_residual_context=3.547702 sequence=166.693664
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=42 node=N7883 type=control1 q_typed_residual_context=5.065657 sequence=171.759320
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=43 node=N3805 type=control0 q_typed_residual_context=0.748557 sequence=172.507878
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=44 node=N7884 type=control1 q_typed_residual_context=3.009773 sequence=175.517650
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=45 node=N4656 type=control0 q_typed_residual_context=5.030914 sequence=180.548565
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=46 node=N7885 type=control1 q_typed_residual_context=0.979764 sequence=181.528329
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=47 node=N3701 type=control0 q_typed_residual_context=0.894425 sequence=182.422754
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=48 node=N7886 type=control1 q_typed_residual_context=1.043410 sequence=183.466164
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=49 node=N7887 type=control1 q_typed_residual_context=1.001136 sequence=184.467300
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=50 node=N3903 type=control0 q_typed_residual_context=0.922063 sequence=185.389363
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=51 node=N4663 type=control0 q_typed_residual_context=1.280792 sequence=186.670156
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=52 node=N704 type=observe q_typed_residual_context=1.629562 sequence=188.299718
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=53 node=N724 type=observe q_typed_residual_context=1.850733 sequence=190.150450
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=54 node=N713 type=observe q_typed_residual_context=2.218914 sequence=192.369365
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=55 node=N4677 type=control0 q_typed_residual_context=1.405563 sequence=193.774928
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=56 node=N4670 type=control0 q_typed_residual_context=1.049494 sequence=194.824421
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=57 node=N3896 type=control0 q_typed_residual_context=0.957984 sequence=195.782406
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=58 node=N4691 type=control0 q_typed_residual_context=1.081378 sequence=196.863784
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=59 node=N4684 type=control0 q_typed_residual_context=1.075171 sequence=197.938954
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=60 node=N3889 type=control0 q_typed_residual_context=1.077011 sequence=199.015965
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_residual_context=1.098495 sequence=200.114460
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=62 node=N3911 type=control0 q_typed_residual_context=1.070511 sequence=201.184971
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=63 node=N4606 type=control0 q_typed_residual_context=1.241420 sequence=202.426391
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=64 node=N4585 type=control0 q_typed_residual_context=1.101165 sequence=203.527556
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=65 node=N4578 type=control0 q_typed_residual_context=1.238058 sequence=204.765614
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=66 node=N4564 type=control0 q_typed_residual_context=1.315227 sequence=206.080841
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=67 node=N7471 type=control0 q_typed_residual_context=1.535437 sequence=207.616278
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=68 node=N4557 type=control0 q_typed_residual_context=1.366516 sequence=208.982794
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=69 node=N4712 type=control0 q_typed_residual_context=1.582694 sequence=210.565488
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=70 node=N4705 type=control0 q_typed_residual_context=1.609135 sequence=212.174622
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=71 node=N4698 type=control0 q_typed_residual_context=1.647959 sequence=213.822582
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=72 node=N722 type=observe q_typed_residual_context=3.273671 sequence=217.096253
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=73 node=N4716 type=control0 q_typed_residual_context=4.672033 sequence=221.768286
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_residual_context=3.379302 sequence=225.147588
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=75 node=N7724 type=control0 q_typed_residual_context=2.374327 sequence=227.521915
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=76 node=N7854 type=control0 q_typed_residual_context=3.409478 sequence=230.931393
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=77 node=N519 type=control1 q_typed_residual_context=3.244712 sequence=234.176105
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=78 node=N7370 type=control1 q_typed_residual_context=3.068066 sequence=237.244172
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=79 node=N513 type=control1 q_typed_residual_context=2.398244 sequence=239.642416
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=80 node=N3722 type=control0 q_typed_residual_context=2.095354 sequence=241.737771
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=81 node=N2083 type=observe q_typed_residual_context=1.974738 sequence=243.712509
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=82 node=N504 type=control1 q_typed_residual_context=3.882447 sequence=247.594956
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=83 node=N3897 type=control0 q_typed_residual_context=2.591739 sequence=250.186695
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=84 node=N3862 type=control0 q_typed_residual_context=2.300172 sequence=252.486867
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=85 node=N7890 type=control1 q_typed_residual_context=2.012503 sequence=254.499370
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=86 node=N7888 type=control1 q_typed_residual_context=1.691233 sequence=256.190603
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=87 node=N7722 type=control0 q_typed_residual_context=1.522262 sequence=257.712865
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=88 node=N516 type=control1 q_typed_residual_context=2.327710 sequence=260.040574
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=89 node=N7889 type=control1 q_typed_residual_context=1.531664 sequence=261.572238
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=90 node=N3904 type=control0 q_typed_residual_context=1.375105 sequence=262.947344
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=91 node=N1533 type=control1 q_typed_residual_context=0.870680 sequence=263.818023
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=92 node=N3855 type=control0 q_typed_residual_context=2.651523 sequence=266.469546
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=93 node=N3848 type=control0 q_typed_residual_context=4.093750 sequence=270.563297
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_residual_context=3.330612 sequence=273.893909
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=95 node=N3841 type=control0 q_typed_residual_context=4.155664 sequence=278.049573
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=96 node=N7723 type=control0 q_typed_residual_context=6.442561 sequence=284.492134
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=97 node=N7872 type=control1 q_typed_residual_context=3.112076 sequence=287.604210
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=98 node=N3820 type=control0 q_typed_residual_context=6.638562 sequence=294.242772
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=99 node=N7846 type=control0 q_typed_residual_context=5.757425 sequence=300.000197
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_residual_context=5.542154 sequence=305.542351
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=101 node=N7541 type=control0 q_typed_residual_context=5.949901 sequence=311.492251
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_residual_context=6.854262 sequence=318.346513
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=103 node=N3813 type=control0 q_typed_residual_context=7.421295 sequence=325.767808
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=104 node=N7590 type=control1 q_typed_residual_context=6.474868 sequence=332.242676
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=105 node=N555 type=control1 q_typed_residual_context=6.849832 sequence=339.092508
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_residual_context=5.653182 sequence=344.745690
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=107 node=N7820 type=control0 q_typed_residual_context=6.649175 sequence=351.394864
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=108 node=N3792 type=control0 q_typed_residual_context=4.663795 sequence=356.058659
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=109 node=N3785 type=control0 q_typed_residual_context=4.732256 sequence=360.790915
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=110 node=N7543 type=control0 q_typed_residual_context=4.266372 sequence=365.057287
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=111 node=N4520 type=control0 q_typed_residual_context=2.668740 sequence=367.726027
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=112 node=N1411 type=control0 q_typed_residual_context=2.503183 sequence=370.229210
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=113 node=N3681 type=control0 q_typed_residual_context=2.527394 sequence=372.756603
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=114 node=N634 type=control1 q_typed_residual_context=2.155326 sequence=374.911929
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=115 node=N556 type=control1 q_typed_residual_context=2.071672 sequence=376.983601
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=116 node=N7870 type=control1 q_typed_residual_context=2.422387 sequence=379.405988
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=117 node=N3180 type=control1 q_typed_residual_context=2.988589 sequence=382.394577
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=118 node=N520 type=control1 q_typed_residual_context=4.566141 sequence=386.960717
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=119 node=N3410 type=control1 q_typed_residual_context=6.073676 sequence=393.034394
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=120 node=N638 type=control1 q_typed_residual_context=6.171514 sequence=399.205908
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=121 node=N578 type=observe q_typed_residual_context=6.028013 sequence=405.233921
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=122 node=N620 type=control1 q_typed_residual_context=4.335324 sequence=409.569245
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=123 node=N614 type=control1 q_typed_residual_context=6.017901 sequence=415.587146
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=124 node=N7424 type=control1 q_typed_residual_context=6.216165 sequence=421.803311
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=125 node=N610 type=control1 q_typed_residual_context=2.878678 sequence=424.681989
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=126 node=N7877 type=control1 q_typed_residual_context=3.996863 sequence=428.678852
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=127 node=N5876 type=observe q_typed_residual_context=1.359502 sequence=430.038353
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=128 node=N694 type=observe q_typed_residual_context=3.775851 sequence=433.814204
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=129 node=N645 type=control1 q_typed_residual_context=3.013295 sequence=436.827500
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=130 node=N7401 type=observe q_typed_residual_context=1.879617 sequence=438.707117
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=131 node=N7588 type=control1 q_typed_residual_context=7.353542 sequence=446.060660
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_residual_context=2.682233 sequence=448.742892
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=133 node=N636 type=control1 q_typed_residual_context=6.583139 sequence=455.326031
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=134 node=N2102 type=observe q_typed_residual_context=4.516491 sequence=459.842523
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=135 node=N7454 type=observe q_typed_residual_context=6.648480 sequence=466.491003
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=136 node=N7679 type=observe q_typed_residual_context=3.395813 sequence=469.886816
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=137 node=N7892 type=control1 q_typed_residual_context=4.145779 sequence=474.032595
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=138 node=N3295 type=control1 q_typed_residual_context=2.933682 sequence=476.966277
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=139 node=N5603 type=observe q_typed_residual_context=2.402510 sequence=479.368786
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_residual_context=4.538489 sequence=483.907275
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=141 node=N7879 type=control1 q_typed_residual_context=4.370069 sequence=488.277344
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=142 node=N2106 type=observe q_typed_residual_context=4.637748 sequence=492.915093
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=143 node=N630 type=control1 q_typed_residual_context=4.232123 sequence=497.147216
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=144 node=N642 type=control1 q_typed_residual_context=2.357583 sequence=499.504799
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=145 node=N7421 type=control1 q_typed_residual_context=6.316589 sequence=505.821388
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=146 node=N6533 type=observe q_typed_residual_context=0.587177 sequence=506.408565
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=147 node=N7385 type=observe q_typed_residual_context=1.697306 sequence=508.105872
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=148 node=N771 type=observe q_typed_residual_context=0.841827 sequence=508.947699
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=149 node=N712 type=observe q_typed_residual_context=1.151723 sequence=510.099422
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=150 node=N5356 type=observe q_typed_residual_context=0.882577 sequence=510.981999
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=151 node=N6534 type=observe q_typed_residual_context=1.308988 sequence=512.290987
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=152 node=N2072 type=observe q_typed_residual_context=0.840178 sequence=513.131164
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=153 node=N2149 type=observe q_typed_residual_context=1.727278 sequence=514.858442
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=154 node=N7402 type=observe q_typed_residual_context=1.820083 sequence=516.678525
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=155 node=N5740 type=observe q_typed_residual_context=1.687560 sequence=518.366085
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=156 node=N714 type=observe q_typed_residual_context=2.420477 sequence=520.786561
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=157 node=N649 type=control1 q_typed_residual_context=2.324247 sequence=523.110809
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=158 node=N1607 type=control1 q_typed_residual_context=3.754391 sequence=526.865200
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=159 node=N647 type=control1 q_typed_residual_context=5.708072 sequence=532.573272
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=160 node=N5473 type=observe q_typed_residual_context=5.587564 sequence=538.160836
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=161 node=N715 type=observe q_typed_residual_context=3.993372 sequence=542.154208
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=162 node=N1586 type=control1 q_typed_residual_context=2.967413 sequence=545.121621
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=163 node=N3525 type=control1 q_typed_residual_context=3.713313 sequence=548.834934
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=164 node=N7614 type=observe q_typed_residual_context=2.820092 sequence=551.655026
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=165 node=N5878 type=observe q_typed_residual_context=0.655596 sequence=552.310622
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=166 node=N7627 type=observe q_typed_residual_context=2.344334 sequence=554.654957
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=167 node=N7436 type=observe q_typed_residual_context=2.420763 sequence=557.075720
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=168 node=N723 type=observe q_typed_residual_context=2.498826 sequence=559.574545
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=3.913867 sequence=563.488413
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=170 node=N5874 type=observe q_typed_residual_context=5.296637 sequence=568.785049
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=171 node=N3467 type=control1 q_typed_residual_context=1.615817 sequence=570.400866
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=172 node=N2652 type=control1 q_typed_residual_context=1.594474 sequence=571.995340
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=173 node=N2721 type=control1 q_typed_residual_context=1.577334 sequence=573.572674
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=174 node=N2894 type=control1 q_typed_residual_context=1.348501 sequence=574.921175
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=175 node=N2952 type=control1 q_typed_residual_context=1.328288 sequence=576.249464
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=176 node=N7442 type=control0 q_typed_residual_context=1.566848 sequence=577.816312
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=177 node=N2779 type=control1 q_typed_residual_context=1.840915 sequence=579.657227
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=178 node=N758 type=observe q_typed_residual_context=1.428593 sequence=581.085820
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=179 node=N725 type=observe q_typed_residual_context=1.561700 sequence=582.647520
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=180 node=N679 type=observe q_typed_residual_context=4.495064 sequence=587.142584
[b15-r6-local/a0.20/d24] [plan iscas99__b15_1] [plan] step=181 node=N5456 type=observe q_typed_residual_context=1.942675 sequence=589.085260
