[b15-r6-local/a0.30/d12] [gmean] 2026-07-21T10:41:37 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p30_decay_12
[b15-r6-local/a0.30/d12] [gmean] 2026-07-21T10:41:37 budgets=iscas99__b15_1:278
[b15-r6-local/a0.30/d12] [gmean] 2026-07-21T10:41:37 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.30/d12] [gmean] 2026-07-21T10:41:37 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=57 node=N4705 type=control0 q_typed_residual_context=1.819495 sequence=176.222380
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=58 node=N724 type=observe q_typed_residual_context=2.003784 sequence=178.226165
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=59 node=N4712 type=control0 q_typed_residual_context=1.584800 sequence=179.810965
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=60 node=N3862 type=control0 q_typed_residual_context=1.095821 sequence=180.906785
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=61 node=N4716 type=control0 q_typed_residual_context=1.315859 sequence=182.222644
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=62 node=N3855 type=control0 q_typed_residual_context=1.511796 sequence=183.734441
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=63 node=N3848 type=control0 q_typed_residual_context=1.707711 sequence=185.442152
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=64 node=N3827 type=control0 q_typed_residual_context=1.818493 sequence=187.260645
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=65 node=N3820 type=control0 q_typed_residual_context=2.199100 sequence=189.459744
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=66 node=N3813 type=control0 q_typed_residual_context=2.117755 sequence=191.577500
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=67 node=N3799 type=control0 q_typed_residual_context=2.060675 sequence=193.638175
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=68 node=N3792 type=control0 q_typed_residual_context=1.792981 sequence=195.431155
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=69 node=N3785 type=control0 q_typed_residual_context=1.635366 sequence=197.066522
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.653266 sequence=198.719788
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=71 node=N578 type=observe q_typed_residual_context=1.398468 sequence=200.118256
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=72 node=N7891 type=control1 q_typed_residual_context=1.861123 sequence=201.979379
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=73 node=N2083 type=observe q_typed_residual_context=2.340421 sequence=204.319800
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=74 node=N4585 type=control0 q_typed_residual_context=2.326048 sequence=206.645848
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_residual_context=2.083089 sequence=208.728937
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=1.912940 sequence=210.641877
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=77 node=N4578 type=control0 q_typed_residual_context=1.730784 sequence=212.372662
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_residual_context=3.549147 sequence=215.921809
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=79 node=N3897 type=control0 q_typed_residual_context=2.833275 sequence=218.755084
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=80 node=N3904 type=control0 q_typed_residual_context=2.689280 sequence=221.444364
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=81 node=N4564 type=control0 q_typed_residual_context=2.875440 sequence=224.319803
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=82 node=N3841 type=control0 q_typed_residual_context=2.610817 sequence=226.930620
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=83 node=N7721 type=control0 q_typed_residual_context=3.301814 sequence=230.232434
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=84 node=N3681 type=control0 q_typed_residual_context=3.004895 sequence=233.237329
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_residual_context=2.772090 sequence=236.009419
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=86 node=N7723 type=control0 q_typed_residual_context=2.879724 sequence=238.889143
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=87 node=N519 type=control1 q_typed_residual_context=3.014363 sequence=241.903506
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=88 node=N7725 type=control0 q_typed_residual_context=3.009945 sequence=244.913451
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=89 node=N7587 type=control1 q_typed_residual_context=3.393764 sequence=248.307215
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=90 node=N513 type=control1 q_typed_residual_context=5.480322 sequence=253.787536
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_residual_context=3.149536 sequence=256.937072
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=92 node=N7722 type=control0 q_typed_residual_context=2.744329 sequence=259.681400
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=93 node=N520 type=control1 q_typed_residual_context=3.693730 sequence=263.375131
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=94 node=N516 type=control1 q_typed_residual_context=3.592740 sequence=266.967871
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=95 node=N7370 type=control1 q_typed_residual_context=2.737182 sequence=269.705053
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=96 node=N7588 type=control1 q_typed_residual_context=2.747022 sequence=272.452075
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=97 node=N1533 type=control1 q_typed_residual_context=3.809955 sequence=276.262030
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=98 node=N4557 type=control0 q_typed_residual_context=1.682651 sequence=277.944680
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=99 node=N4520 type=control0 q_typed_residual_context=1.192448 sequence=279.137128
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=100 node=N7881 type=control1 q_typed_residual_context=0.738503 sequence=279.875631
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=101 node=N7882 type=control1 q_typed_residual_context=0.830526 sequence=280.706157
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.397464 sequence=283.103621
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=103 node=N555 type=control1 q_typed_residual_context=1.150211 sequence=284.253831
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=104 node=N556 type=control1 q_typed_residual_context=1.243740 sequence=285.497572
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=105 node=N7408 type=control0 q_typed_residual_context=1.446161 sequence=286.943733
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=106 node=N7541 type=control0 q_typed_residual_context=1.559348 sequence=288.503081
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=107 node=N7847 type=control0 q_typed_residual_context=2.453236 sequence=290.956317
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=108 node=N5876 type=observe q_typed_residual_context=1.762119 sequence=292.718436
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=109 node=N7852 type=control0 q_typed_residual_context=3.863284 sequence=296.581720
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=110 node=N7853 type=control0 q_typed_residual_context=2.630778 sequence=299.212498
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=111 node=N8003 type=control0 q_typed_residual_context=1.786882 sequence=300.999380
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=112 node=N2580 type=control1 q_typed_residual_context=2.279308 sequence=303.278688
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=113 node=N1411 type=control0 q_typed_residual_context=2.571472 sequence=305.850160
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=114 node=N8005 type=control0 q_typed_residual_context=3.108090 sequence=308.958249
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=115 node=N5603 type=observe q_typed_residual_context=2.291354 sequence=311.249604
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=116 node=N694 type=observe q_typed_residual_context=5.530513 sequence=316.780117
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=117 node=N7401 type=observe q_typed_residual_context=3.163396 sequence=319.943513
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=118 node=N7734 type=control0 q_typed_residual_context=1.922995 sequence=321.866507
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=119 node=N7735 type=control0 q_typed_residual_context=1.947074 sequence=323.813581
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=120 node=N634 type=control1 q_typed_residual_context=2.391214 sequence=326.204795
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=121 node=N614 type=control1 q_typed_residual_context=2.721515 sequence=328.926310
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=122 node=N3180 type=control1 q_typed_residual_context=2.085257 sequence=331.011567
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=123 node=N7871 type=control1 q_typed_residual_context=2.761779 sequence=333.773346
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=124 node=N7733 type=control0 q_typed_residual_context=1.814575 sequence=335.587921
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=125 node=N610 type=control1 q_typed_residual_context=1.655692 sequence=337.243613
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=126 node=N7627 type=observe q_typed_residual_context=1.685414 sequence=338.929028
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=127 node=N620 type=control1 q_typed_residual_context=2.182367 sequence=341.111394
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=128 node=N5356 type=observe q_typed_residual_context=1.717823 sequence=342.829217
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=129 node=N7679 type=observe q_typed_residual_context=2.101824 sequence=344.931041
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=130 node=N2157 type=observe q_typed_residual_context=4.297422 sequence=349.228463
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=131 node=N7732 type=control0 q_typed_residual_context=1.547126 sequence=350.775589
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=132 node=N638 type=control1 q_typed_residual_context=2.517763 sequence=353.293352
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=133 node=N3410 type=control1 q_typed_residual_context=2.085304 sequence=355.378656
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=134 node=N7731 type=control0 q_typed_residual_context=1.674112 sequence=357.052768
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=135 node=N3237 type=control1 q_typed_residual_context=1.556480 sequence=358.609248
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_residual_context=2.618031 sequence=361.227279
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_residual_context=1.309265 sequence=362.536545
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=138 node=N616 type=control1 q_typed_residual_context=1.922977 sequence=364.459522
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=139 node=N636 type=control1 q_typed_residual_context=1.754337 sequence=366.213859
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=140 node=N626 type=control1 q_typed_residual_context=0.716821 sequence=366.930680
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=141 node=N3295 type=control1 q_typed_residual_context=3.756806 sequence=370.687486
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=142 node=N3467 type=control1 q_typed_residual_context=1.121930 sequence=371.809416
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=143 node=N2106 type=observe q_typed_residual_context=0.913292 sequence=372.722708
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=144 node=N6533 type=observe q_typed_residual_context=0.799721 sequence=373.522429
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=145 node=N630 type=control1 q_typed_residual_context=0.771843 sequence=374.294272
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=146 node=N7402 type=observe q_typed_residual_context=0.836585 sequence=375.130857
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=147 node=N2149 type=observe q_typed_residual_context=1.263849 sequence=376.394706
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=148 node=N5740 type=observe q_typed_residual_context=0.767932 sequence=377.162638
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=149 node=N2072 type=observe q_typed_residual_context=0.644167 sequence=377.806805
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=150 node=N714 type=observe q_typed_residual_context=1.293866 sequence=379.100671
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_residual_context=1.021836 sequence=380.122507
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=0.925467 sequence=381.047974
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=153 node=N7614 type=observe q_typed_residual_context=0.856863 sequence=381.904837
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=154 node=N6531 type=observe q_typed_residual_context=1.145932 sequence=383.050769
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=155 node=N7436 type=observe q_typed_residual_context=0.846900 sequence=383.897670
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=156 node=N722 type=observe q_typed_residual_context=1.654284 sequence=385.551953
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=157 node=N712 type=observe q_typed_residual_context=0.981508 sequence=386.533461
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=158 node=N723 type=observe q_typed_residual_context=1.517927 sequence=388.051387
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_residual_context=0.920493 sequence=388.971880
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=160 node=N7728 type=control0 q_typed_residual_context=0.703968 sequence=389.675848
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=161 node=N1607 type=control1 q_typed_residual_context=0.798335 sequence=390.474183
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=162 node=N647 type=control1 q_typed_residual_context=0.818027 sequence=391.292210
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=163 node=N715 type=observe q_typed_residual_context=1.346349 sequence=392.638559
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=164 node=N1586 type=control1 q_typed_residual_context=1.113087 sequence=393.751646
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=165 node=N7729 type=control0 q_typed_residual_context=0.715836 sequence=394.467481
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=166 node=N7730 type=control0 q_typed_residual_context=0.759748 sequence=395.227230
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=167 node=N5473 type=observe q_typed_residual_context=0.682824 sequence=395.910054
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=168 node=N3525 type=control1 q_typed_residual_context=0.676074 sequence=396.586128
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=0.878159 sequence=397.464286
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=170 node=N7454 type=observe q_typed_residual_context=0.682513 sequence=398.146799
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=171 node=N2721 type=control1 q_typed_residual_context=0.616286 sequence=398.763085
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=172 node=N765 type=observe q_typed_residual_context=0.659577 sequence=399.422663
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=173 node=N725 type=observe q_typed_residual_context=0.859141 sequence=400.281804
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=174 node=N705 type=observe q_typed_residual_context=0.929093 sequence=401.210897
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=175 node=N5422 type=observe q_typed_residual_context=0.694561 sequence=401.905458
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=176 node=N764 type=observe q_typed_residual_context=0.738595 sequence=402.644053
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=177 node=N706 type=observe q_typed_residual_context=1.032081 sequence=403.676134
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=178 node=N763 type=observe q_typed_residual_context=0.768888 sequence=404.445021
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=179 node=N679 type=observe q_typed_residual_context=1.048005 sequence=405.493026
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=180 node=N753 type=observe q_typed_residual_context=0.797246 sequence=406.290272
[b15-r6-local/a0.30/d12] [plan iscas99__b15_1] [plan] step=181 node=N5456 type=observe q_typed_residual_context=0.770811 sequence=407.061084
