[b15-r6-local/a0.30/d16] [gmean] 2026-07-21T10:41:37 out_dir=autoresearch/loop-260720-0945/model_training_round6/b15_selection/cone_local/alpha_0p30_decay_16
[b15-r6-local/a0.30/d16] [gmean] 2026-07-21T10:41:37 budgets=iscas99__b15_1:278
[b15-r6-local/a0.30/d16] [gmean] 2026-07-21T10:41:37 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r6-local/a0.30/d16] [gmean] 2026-07-21T10:41:37 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=51 node=N4684 type=control0 q_typed_residual_context=2.158763 sequence=167.617029
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=52 node=N3882 type=control0 q_typed_residual_context=1.022810 sequence=168.639839
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=53 node=N3805 type=control0 q_typed_residual_context=1.020759 sequence=169.660598
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=54 node=N4691 type=control0 q_typed_residual_context=1.815202 sequence=171.475799
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=55 node=N4698 type=control0 q_typed_residual_context=1.622924 sequence=173.098723
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=56 node=N3911 type=control0 q_typed_residual_context=1.417943 sequence=174.516666
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=57 node=N4705 type=control0 q_typed_residual_context=1.816325 sequence=176.332991
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=58 node=N724 type=observe q_typed_residual_context=2.006612 sequence=178.339603
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=59 node=N4712 type=control0 q_typed_residual_context=1.581999 sequence=179.921601
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=60 node=N3862 type=control0 q_typed_residual_context=1.095848 sequence=181.017449
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=61 node=N4716 type=control0 q_typed_residual_context=1.310825 sequence=182.328274
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=62 node=N3855 type=control0 q_typed_residual_context=1.511796 sequence=183.840070
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=63 node=N3848 type=control0 q_typed_residual_context=1.707711 sequence=185.547782
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=64 node=N3827 type=control0 q_typed_residual_context=1.818370 sequence=187.366152
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=65 node=N3820 type=control0 q_typed_residual_context=2.198874 sequence=189.565026
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=66 node=N3813 type=control0 q_typed_residual_context=2.117587 sequence=191.682613
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=67 node=N3799 type=control0 q_typed_residual_context=2.060595 sequence=193.743207
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=68 node=N3792 type=control0 q_typed_residual_context=1.792916 sequence=195.536123
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=69 node=N3785 type=control0 q_typed_residual_context=1.635366 sequence=197.171490
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=70 node=N7471 type=control0 q_typed_residual_context=1.653266 sequence=198.824756
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=71 node=N578 type=observe q_typed_residual_context=1.401366 sequence=200.226122
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=72 node=N7891 type=control1 q_typed_residual_context=1.860828 sequence=202.086950
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=73 node=N2083 type=observe q_typed_residual_context=2.343010 sequence=204.429960
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=74 node=N4585 type=control0 q_typed_residual_context=2.327340 sequence=206.757299
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=75 node=N1539 type=control0 q_typed_residual_context=2.083735 sequence=208.841035
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=76 node=N7724 type=control0 q_typed_residual_context=1.912847 sequence=210.753882
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=77 node=N4578 type=control0 q_typed_residual_context=1.731963 sequence=212.485845
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=78 node=N7854 type=control0 q_typed_residual_context=3.549620 sequence=216.035465
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=79 node=N3897 type=control0 q_typed_residual_context=2.833378 sequence=218.868843
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=80 node=N3904 type=control0 q_typed_residual_context=2.689271 sequence=221.558114
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=81 node=N4564 type=control0 q_typed_residual_context=2.876102 sequence=224.434216
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=82 node=N3841 type=control0 q_typed_residual_context=2.610825 sequence=227.045041
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=83 node=N7721 type=control0 q_typed_residual_context=3.301947 sequence=230.346988
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=84 node=N3681 type=control0 q_typed_residual_context=3.004488 sequence=233.351476
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=85 node=N4606 type=control0 q_typed_residual_context=2.772754 sequence=236.124230
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=86 node=N7723 type=control0 q_typed_residual_context=2.879912 sequence=239.004142
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=87 node=N519 type=control1 q_typed_residual_context=3.014210 sequence=242.018352
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=88 node=N7725 type=control0 q_typed_residual_context=3.009969 sequence=245.028321
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=89 node=N7587 type=control1 q_typed_residual_context=3.393698 sequence=248.422020
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=90 node=N513 type=control1 q_typed_residual_context=5.480202 sequence=253.902222
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=91 node=N504 type=control1 q_typed_residual_context=3.149296 sequence=257.051517
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=92 node=N7722 type=control0 q_typed_residual_context=2.744329 sequence=259.795846
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=93 node=N520 type=control1 q_typed_residual_context=3.693500 sequence=263.489346
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=94 node=N516 type=control1 q_typed_residual_context=3.592621 sequence=267.081967
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=95 node=N7370 type=control1 q_typed_residual_context=2.737146 sequence=269.819112
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=96 node=N7588 type=control1 q_typed_residual_context=2.746667 sequence=272.565780
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=97 node=N1533 type=control1 q_typed_residual_context=3.809630 sequence=276.375410
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=98 node=N4557 type=control0 q_typed_residual_context=1.682821 sequence=278.058231
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=99 node=N4520 type=control0 q_typed_residual_context=1.192343 sequence=279.250574
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=100 node=N7881 type=control1 q_typed_residual_context=0.738399 sequence=279.988973
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=101 node=N7882 type=control1 q_typed_residual_context=0.830255 sequence=280.819229
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_residual_context=2.397452 sequence=283.216680
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=103 node=N555 type=control1 q_typed_residual_context=1.150211 sequence=284.366891
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=104 node=N556 type=control1 q_typed_residual_context=1.243639 sequence=285.610530
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=105 node=N7408 type=control0 q_typed_residual_context=1.446156 sequence=287.056685
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=106 node=N7541 type=control0 q_typed_residual_context=1.559351 sequence=288.616037
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=107 node=N7847 type=control0 q_typed_residual_context=2.453177 sequence=291.069214
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=108 node=N5876 type=observe q_typed_residual_context=1.762356 sequence=292.831570
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=109 node=N7852 type=control0 q_typed_residual_context=3.863328 sequence=296.694898
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=110 node=N7853 type=control0 q_typed_residual_context=2.630812 sequence=299.325710
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=111 node=N8003 type=control0 q_typed_residual_context=1.786839 sequence=301.112549
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=112 node=N2580 type=control1 q_typed_residual_context=2.279192 sequence=303.391742
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=113 node=N1411 type=control0 q_typed_residual_context=2.571483 sequence=305.963224
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=114 node=N8005 type=control0 q_typed_residual_context=3.108019 sequence=309.071244
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=115 node=N5603 type=observe q_typed_residual_context=2.291466 sequence=311.362709
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=116 node=N694 type=observe q_typed_residual_context=5.530706 sequence=316.893415
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=117 node=N7401 type=observe q_typed_residual_context=3.163506 sequence=320.056922
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=118 node=N7734 type=control0 q_typed_residual_context=1.922995 sequence=321.979916
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=119 node=N7735 type=control0 q_typed_residual_context=1.947087 sequence=323.927003
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=120 node=N634 type=control1 q_typed_residual_context=2.391167 sequence=326.318171
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=121 node=N614 type=control1 q_typed_residual_context=2.721468 sequence=329.039639
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=122 node=N3180 type=control1 q_typed_residual_context=2.085129 sequence=331.124768
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=123 node=N7871 type=control1 q_typed_residual_context=2.761795 sequence=333.886563
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=124 node=N7733 type=control0 q_typed_residual_context=1.814576 sequence=335.701139
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=125 node=N610 type=control1 q_typed_residual_context=1.655590 sequence=337.356729
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=126 node=N7627 type=observe q_typed_residual_context=1.685486 sequence=339.042215
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=127 node=N620 type=control1 q_typed_residual_context=2.182334 sequence=341.224549
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=128 node=N5356 type=observe q_typed_residual_context=1.717895 sequence=342.942444
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=129 node=N7679 type=observe q_typed_residual_context=2.101883 sequence=345.044326
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=130 node=N2157 type=observe q_typed_residual_context=4.297489 sequence=349.341815
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=131 node=N7732 type=control0 q_typed_residual_context=1.547126 sequence=350.888941
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=132 node=N638 type=control1 q_typed_residual_context=2.517745 sequence=353.406687
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=133 node=N3410 type=control1 q_typed_residual_context=2.085256 sequence=355.491942
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=134 node=N7731 type=control0 q_typed_residual_context=1.674113 sequence=357.166056
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=135 node=N3237 type=control1 q_typed_residual_context=1.556444 sequence=358.722500
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_residual_context=2.618015 sequence=361.340515
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_residual_context=1.309249 sequence=362.649764
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=138 node=N616 type=control1 q_typed_residual_context=1.922961 sequence=364.572725
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=139 node=N636 type=control1 q_typed_residual_context=1.754321 sequence=366.327045
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=140 node=N626 type=control1 q_typed_residual_context=0.716823 sequence=367.043869
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=141 node=N3295 type=control1 q_typed_residual_context=3.756780 sequence=370.800648
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=142 node=N3467 type=control1 q_typed_residual_context=1.121917 sequence=371.922565
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=143 node=N2106 type=observe q_typed_residual_context=0.913315 sequence=372.835880
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=144 node=N6533 type=observe q_typed_residual_context=0.799738 sequence=373.635618
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=145 node=N630 type=control1 q_typed_residual_context=0.771837 sequence=374.407455
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=146 node=N7402 type=observe q_typed_residual_context=0.836609 sequence=375.244064
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=147 node=N2149 type=observe q_typed_residual_context=1.263869 sequence=376.507932
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=148 node=N5740 type=observe q_typed_residual_context=0.767938 sequence=377.275870
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=149 node=N2072 type=observe q_typed_residual_context=0.644195 sequence=377.920065
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=150 node=N714 type=observe q_typed_residual_context=1.293892 sequence=379.213957
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=151 node=N642 type=control1 q_typed_residual_context=1.021832 sequence=380.235789
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=152 node=N649 type=control1 q_typed_residual_context=0.925464 sequence=381.161253
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=153 node=N7614 type=observe q_typed_residual_context=0.856875 sequence=382.018128
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=154 node=N6531 type=observe q_typed_residual_context=1.145947 sequence=383.164076
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=155 node=N7436 type=observe q_typed_residual_context=0.846912 sequence=384.010988
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=156 node=N722 type=observe q_typed_residual_context=1.654301 sequence=385.665289
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=157 node=N712 type=observe q_typed_residual_context=0.981524 sequence=386.646814
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=158 node=N723 type=observe q_typed_residual_context=1.517942 sequence=388.164756
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=159 node=N7385 type=observe q_typed_residual_context=0.920503 sequence=389.085259
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=160 node=N7728 type=control0 q_typed_residual_context=0.703969 sequence=389.789228
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=161 node=N1607 type=control1 q_typed_residual_context=0.798337 sequence=390.587565
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=162 node=N647 type=control1 q_typed_residual_context=0.818024 sequence=391.405589
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=163 node=N715 type=observe q_typed_residual_context=1.346361 sequence=392.751950
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=164 node=N1586 type=control1 q_typed_residual_context=1.113095 sequence=393.865046
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=165 node=N7729 type=control0 q_typed_residual_context=0.715840 sequence=394.580885
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=166 node=N7730 type=control0 q_typed_residual_context=0.759752 sequence=395.340637
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=167 node=N5473 type=observe q_typed_residual_context=0.682828 sequence=396.023465
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=168 node=N3525 type=control1 q_typed_residual_context=0.676072 sequence=396.699537
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=169 node=N703 type=observe q_typed_residual_context=0.878167 sequence=397.577704
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=170 node=N7454 type=observe q_typed_residual_context=0.682520 sequence=398.260224
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=171 node=N2721 type=control1 q_typed_residual_context=0.616287 sequence=398.876511
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=172 node=N765 type=observe q_typed_residual_context=0.659584 sequence=399.536095
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=173 node=N725 type=observe q_typed_residual_context=0.859147 sequence=400.395242
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=174 node=N705 type=observe q_typed_residual_context=0.929099 sequence=401.324340
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=175 node=N5422 type=observe q_typed_residual_context=0.694564 sequence=402.018905
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=176 node=N764 type=observe q_typed_residual_context=0.738598 sequence=402.757503
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=177 node=N706 type=observe q_typed_residual_context=1.032085 sequence=403.789589
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=178 node=N763 type=observe q_typed_residual_context=0.768891 sequence=404.558480
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=179 node=N679 type=observe q_typed_residual_context=1.048009 sequence=405.606488
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=180 node=N753 type=observe q_typed_residual_context=0.797248 sequence=406.403737
[b15-r6-local/a0.30/d16] [plan iscas99__b15_1] [plan] step=181 node=N5456 type=observe q_typed_residual_context=0.770813 sequence=407.174550
