[b15-long-decay/d32/a0.10] [gmean] 2026-07-21T14:37:17 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/long_decay/decay_32/alpha_0p10
[b15-long-decay/d32/a0.10] [gmean] 2026-07-21T14:37:17 budgets=iscas99__b15_1:278
[b15-long-decay/d32/a0.10] [gmean] 2026-07-21T14:37:17 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-long-decay/d32/a0.10] [gmean] 2026-07-21T14:37:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=11 node=N5143 type=observe q_typed_reliable_context=1.325577 sequence=20.363892
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=12 node=N7511 type=control1 q_typed_reliable_context=1.450593 sequence=21.814485
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=13 node=N580 type=control1 q_typed_reliable_context=1.255322 sequence=23.069807
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=14 node=N2082 type=observe q_typed_reliable_context=1.398669 sequence=24.468476
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=15 node=N737 type=control1 q_typed_reliable_context=3.600376 sequence=28.068852
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=16 node=N3722 type=control0 q_typed_reliable_context=0.926108 sequence=28.994960
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=17 node=N496 type=control1 q_typed_reliable_context=1.745042 sequence=30.740002
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=18 node=N5723 type=control0 q_typed_reliable_context=1.392575 sequence=32.132577
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.131135
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.287831
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=38.987585
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.285870 sequence=41.273455
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=23 node=N4656 type=control0 q_typed_reliable_context=2.865532 sequence=44.138987
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=2.526871 sequence=46.665858
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=1.814451 sequence=48.480309
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.532714 sequence=50.013023
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=27 node=N582 type=control1 q_typed_reliable_context=1.340669 sequence=51.353692
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=28 node=N766 type=control1 q_typed_reliable_context=0.725087 sequence=52.078779
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_reliable_context=0.837137 sequence=52.915916
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.936163 sequence=53.852080
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.812337 sequence=54.664416
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=32 node=N4684 type=control0 q_typed_reliable_context=3.295865 sequence=57.960281
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.654658 sequence=58.614939
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.358449 sequence=58.973388
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=35 node=N4677 type=control0 q_typed_reliable_context=2.065111 sequence=61.038499
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=36 node=N4663 type=control0 q_typed_reliable_context=3.006069 sequence=64.044568
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.717735 sequence=65.762303
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=38 node=N713 type=observe q_typed_reliable_context=1.571022 sequence=67.333325
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=39 node=N7881 type=control1 q_typed_reliable_context=0.480196 sequence=67.813521
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=40 node=N7882 type=control1 q_typed_reliable_context=0.688931 sequence=68.502452
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=41 node=N7883 type=control1 q_typed_reliable_context=0.369877 sequence=68.872329
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=42 node=N7884 type=control1 q_typed_reliable_context=0.406215 sequence=69.278544
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=43 node=N7885 type=control1 q_typed_reliable_context=0.474367 sequence=69.752912
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=44 node=N6537 type=observe q_typed_reliable_context=2.688829 sequence=72.441741
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=45 node=N4691 type=control0 q_typed_reliable_context=2.360533 sequence=74.802273
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=46 node=N724 type=observe q_typed_reliable_context=2.492014 sequence=77.294288
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.330836 sequence=78.625124
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=48 node=N4670 type=control0 q_typed_reliable_context=1.351933 sequence=79.977057
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295066 sequence=81.272123
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=50 node=N8470 type=observe q_typed_reliable_context=1.569474 sequence=82.841597
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.919409 sequence=83.761006
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=52 node=N4705 type=control0 q_typed_reliable_context=0.927999 sequence=84.689005
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=53 node=N3904 type=control0 q_typed_reliable_context=0.949067 sequence=85.638072
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=54 node=N3897 type=control0 q_typed_reliable_context=0.936644 sequence=86.574716
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.930934 sequence=87.505649
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.879555 sequence=88.385204
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.874523 sequence=89.259727
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=58 node=N3701 type=control0 q_typed_reliable_context=0.874320 sequence=90.134047
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=59 node=N5603 type=control0 q_typed_reliable_context=0.895060 sequence=91.029108
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=60 node=N3889 type=control0 q_typed_reliable_context=0.904872 sequence=91.933980
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=61 node=N3882 type=control0 q_typed_reliable_context=0.886569 sequence=92.820549
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=62 node=N2083 type=observe q_typed_reliable_context=1.019911 sequence=93.840460
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.358536 sequence=95.198996
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_reliable_context=0.840528 sequence=96.039525
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=1.081730 sequence=97.121255
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.100340 sequence=98.221595
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=0.803639 sequence=99.025235
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=68 node=N4606 type=control0 q_typed_reliable_context=0.801506 sequence=99.826741
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=69 node=N899 type=observe q_typed_reliable_context=1.004741 sequence=100.831482
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=70 node=N519 type=control1 q_typed_reliable_context=1.185763 sequence=102.017245
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=71 node=N2042 type=observe q_typed_reliable_context=0.957119 sequence=102.974364
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=72 node=N504 type=control1 q_typed_reliable_context=1.152672 sequence=104.127036
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_reliable_context=0.968389 sequence=105.095426
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=74 node=N5234 type=observe q_typed_reliable_context=0.984130 sequence=106.079555
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=75 node=N7590 type=control1 q_typed_reliable_context=0.860336 sequence=106.939891
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=76 node=N520 type=control1 q_typed_reliable_context=1.754516 sequence=108.694407
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=77 node=N516 type=control1 q_typed_reliable_context=1.497499 sequence=110.191906
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=78 node=N7532 type=observe q_typed_reliable_context=1.441740 sequence=111.633646
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=79 node=N7722 type=control0 q_typed_reliable_context=1.083117 sequence=112.716763
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=80 node=N4578 type=control0 q_typed_reliable_context=1.206047 sequence=113.922810
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=81 node=N7890 type=control1 q_typed_reliable_context=1.122941 sequence=115.045751
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=82 node=N1539 type=control0 q_typed_reliable_context=0.887674 sequence=115.933425
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=83 node=N7888 type=control1 q_typed_reliable_context=1.566057 sequence=117.499482
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=84 node=N7889 type=control1 q_typed_reliable_context=2.149504 sequence=119.648986
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=85 node=N7891 type=control1 q_typed_reliable_context=1.855253 sequence=121.504239
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=86 node=N7887 type=control1 q_typed_reliable_context=0.801746 sequence=122.305984
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=87 node=N7886 type=control1 q_typed_reliable_context=0.909673 sequence=123.215658
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=88 node=N3903 type=control0 q_typed_reliable_context=0.732786 sequence=123.948443
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=89 node=N3896 type=control0 q_typed_reliable_context=1.929631 sequence=125.878074
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=90 node=N7724 type=control0 q_typed_reliable_context=2.090885 sequence=127.968960
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=91 node=N7471 type=control0 q_typed_reliable_context=3.230511 sequence=131.199471
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=92 node=N3840 type=control0 q_typed_reliable_context=2.714843 sequence=133.914313
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=93 node=N7854 type=control0 q_typed_reliable_context=1.976387 sequence=135.890701
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=94 node=N4585 type=control0 q_typed_reliable_context=1.342502 sequence=137.233202
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=1.519421 sequence=138.752624
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=96 node=N7725 type=control0 q_typed_reliable_context=1.489342 sequence=140.241966
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_reliable_context=1.479935 sequence=141.721900
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=98 node=N7846 type=control0 q_typed_reliable_context=1.231364 sequence=142.953264
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=99 node=N556 type=control1 q_typed_reliable_context=1.733382 sequence=144.686646
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=100 node=N614 type=control1 q_typed_reliable_context=1.362521 sequence=146.049167
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=101 node=N704 type=observe q_typed_reliable_context=1.658969 sequence=147.708136
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_reliable_context=2.382472 sequence=150.090608
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=103 node=N634 type=control1 q_typed_reliable_context=1.809390 sequence=151.899998
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=2.136476 sequence=154.036474
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=105 node=N7541 type=control0 q_typed_reliable_context=1.764315 sequence=155.800789
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=106 node=N620 type=control1 q_typed_reliable_context=1.775312 sequence=157.576101
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.463130 sequence=159.039231
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=108 node=N4520 type=control0 q_typed_reliable_context=1.702600 sequence=160.741831
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=109 node=N638 type=control1 q_typed_reliable_context=1.196104 sequence=161.937936
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=110 node=N4564 type=control0 q_typed_reliable_context=1.371759 sequence=163.309694
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=111 node=N7820 type=control0 q_typed_reliable_context=2.649191 sequence=165.958886
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=112 node=N4557 type=control0 q_typed_reliable_context=3.125120 sequence=169.084005
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=113 node=N3827 type=control0 q_typed_reliable_context=2.177047 sequence=171.261053
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=114 node=N7847 type=control0 q_typed_reliable_context=2.021594 sequence=173.282646
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=115 node=N3820 type=control0 q_typed_reliable_context=1.741348 sequence=175.023994
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=116 node=N7721 type=control0 q_typed_reliable_context=1.428925 sequence=176.452919
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=117 node=N3813 type=control0 q_typed_reliable_context=1.590302 sequence=178.043221
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=118 node=N5356 type=observe q_typed_reliable_context=1.401997 sequence=179.445219
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=119 node=N555 type=control1 q_typed_reliable_context=1.657075 sequence=181.102294
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=120 node=N7588 type=control1 q_typed_reliable_context=1.989904 sequence=183.092198
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=121 node=N3799 type=control0 q_typed_reliable_context=2.006005 sequence=185.098203
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=122 node=N7852 type=control0 q_typed_reliable_context=1.790881 sequence=186.889084
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=123 node=N3792 type=control0 q_typed_reliable_context=1.888170 sequence=188.777254
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=124 node=N7853 type=control0 q_typed_reliable_context=1.999748 sequence=190.777002
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=125 node=N7421 type=control1 q_typed_reliable_context=1.651607 sequence=192.428609
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=126 node=N7370 type=control1 q_typed_reliable_context=2.062590 sequence=194.491199
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=127 node=N3785 type=control0 q_typed_reliable_context=5.965032 sequence=200.456230
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=128 node=N7518 type=observe q_typed_reliable_context=3.416644 sequence=203.872874
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=129 node=N2580 type=control1 q_typed_reliable_context=1.363785 sequence=205.236659
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=130 node=N7537 type=observe q_typed_reliable_context=2.081744 sequence=207.318403
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=131 node=N7534 type=observe q_typed_reliable_context=1.877657 sequence=209.196060
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_reliable_context=1.974335 sequence=211.170395
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=133 node=N7535 type=observe q_typed_reliable_context=2.490071 sequence=213.660465
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.637001 sequence=215.297467
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=1.681448 sequence=216.978915
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=136 node=N645 type=control1 q_typed_reliable_context=2.136720 sequence=219.115635
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=137 node=N7424 type=control1 q_typed_reliable_context=1.355078 sequence=220.470713
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=138 node=N3295 type=control1 q_typed_reliable_context=1.058880 sequence=221.529593
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=139 node=N642 type=control1 q_typed_reliable_context=1.970066 sequence=223.499659
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_reliable_context=1.591990 sequence=225.091649
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=141 node=N1552 type=observe q_typed_reliable_context=1.986828 sequence=227.078477
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=2.100387 sequence=229.178864
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=143 node=N5867 type=observe q_typed_reliable_context=1.537681 sequence=230.716545
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=144 node=N694 type=observe q_typed_reliable_context=3.523336 sequence=234.239881
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=145 node=N647 type=control1 q_typed_reliable_context=4.297519 sequence=238.537399
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=146 node=N1586 type=control1 q_typed_reliable_context=6.273634 sequence=244.811033
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=147 node=N3525 type=control1 q_typed_reliable_context=5.883128 sequence=250.694161
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=148 node=N2040 type=observe q_typed_reliable_context=2.519578 sequence=253.213740
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_reliable_context=2.753417 sequence=255.967157
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=150 node=N7402 type=observe q_typed_reliable_context=6.080495 sequence=262.047652
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=151 node=N2102 type=observe q_typed_reliable_context=4.851761 sequence=266.899412
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=152 node=N7613 type=observe q_typed_reliable_context=3.734676 sequence=270.634088
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=153 node=N7482 type=observe q_typed_reliable_context=2.583605 sequence=273.217693
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=154 node=N3180 type=control1 q_typed_reliable_context=1.799791 sequence=275.017484
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=155 node=N7624 type=observe q_typed_reliable_context=2.395760 sequence=277.413244
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=156 node=N2157 type=observe q_typed_reliable_context=2.372504 sequence=279.785748
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=157 node=N5617 type=observe q_typed_reliable_context=1.667642 sequence=281.453391
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=158 node=N4521 type=observe q_typed_reliable_context=0.969894 sequence=282.423284
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=159 node=N7465 type=observe q_typed_reliable_context=4.001520 sequence=286.424804
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=160 node=N6948 type=observe q_typed_reliable_context=2.937494 sequence=289.362299
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=161 node=N5627 type=observe q_typed_reliable_context=2.739525 sequence=292.101823
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=162 node=N3410 type=control1 q_typed_reliable_context=0.560306 sequence=292.662129
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=163 node=N3467 type=control1 q_typed_reliable_context=0.821003 sequence=293.483132
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=164 node=N2721 type=control1 q_typed_reliable_context=0.922672 sequence=294.405804
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=165 node=N2106 type=observe q_typed_reliable_context=1.108933 sequence=295.514738
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=166 node=N7385 type=observe q_typed_reliable_context=4.729605 sequence=300.244342
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=167 node=N2952 type=control1 q_typed_reliable_context=1.102552 sequence=301.346895
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=168 node=N6531 type=observe q_typed_reliable_context=1.332472 sequence=302.679366
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=169 node=N712 type=observe q_typed_reliable_context=2.268187 sequence=304.947553
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=170 node=N722 type=observe q_typed_reliable_context=2.636718 sequence=307.584271
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=171 node=N2149 type=observe q_typed_reliable_context=3.140265 sequence=310.724536
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=172 node=N7626 type=observe q_typed_reliable_context=1.472993 sequence=312.197529
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=173 node=N5877 type=observe q_typed_reliable_context=2.129021 sequence=314.326550
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=174 node=N7436 type=observe q_typed_reliable_context=1.788866 sequence=316.115415
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=175 node=N723 type=observe q_typed_reliable_context=2.170657 sequence=318.286072
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=176 node=N7453 type=observe q_typed_reliable_context=0.671664 sequence=318.957736
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=177 node=N4529 type=observe q_typed_reliable_context=0.819799 sequence=319.777535
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=178 node=N7442 type=control0 q_typed_reliable_context=1.413276 sequence=321.190812
[b15-long-decay/d32/a0.10] [plan iscas99__b15_1] [plan] step=179 node=N714 type=observe q_typed_reliable_context=2.194845 sequence=323.385657
