[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_rank/epoch_010/q_typed_residual_context/alpha_0p05_weight_0p75
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 budgets=iscas99__b15_1:278
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [gmean] 2026-07-21T11:44:42 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=23 node=N1532 type=observe q_typed_residual_context=2.632533 sequence=49.572683
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=24 node=N582 type=control1 q_typed_residual_context=2.037136 sequence=51.609819
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=25 node=N766 type=control1 q_typed_residual_context=1.596985 sequence=53.206804
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=26 node=N7516 type=observe q_typed_residual_context=1.348079 sequence=54.554883
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=27 node=N5723 type=control0 q_typed_residual_context=0.910633 sequence=55.465515
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=1.296685 sequence=56.762200
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=1.145306 sequence=57.907506
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=30 node=N4677 type=control0 q_typed_residual_context=3.392587 sequence=61.300092
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=31 node=N7411 type=control1 q_typed_residual_context=0.252341 sequence=61.552433
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=32 node=N7413 type=control1 q_typed_residual_context=0.626086 sequence=62.178519
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=33 node=N5234 type=observe q_typed_residual_context=0.262963 sequence=62.441482
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=34 node=N2314 type=control1 q_typed_residual_context=0.912607 sequence=63.354088
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=35 node=N7882 type=control1 q_typed_residual_context=0.169813 sequence=63.523901
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=36 node=N4684 type=control0 q_typed_residual_context=2.479432 sequence=66.003333
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=37 node=N4663 type=control0 q_typed_residual_context=2.636620 sequence=68.639954
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N4656 type=control0 q_typed_residual_context=2.117606 sequence=70.757560
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N713 type=observe q_typed_residual_context=2.627907 sequence=73.385467
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N4635 type=control0 q_typed_residual_context=2.112666 sequence=75.498133
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N6537 type=observe q_typed_residual_context=2.456180 sequence=77.954313
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N4670 type=control0 q_typed_residual_context=2.624787 sequence=80.579100
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_residual_context=2.706742 sequence=83.285842
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N724 type=observe q_typed_residual_context=2.119452 sequence=85.405293
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N4691 type=control0 q_typed_residual_context=2.584960 sequence=87.990253
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N4649 type=control0 q_typed_residual_context=2.674405 sequence=90.664658
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N3911 type=control0 q_typed_residual_context=0.840178 sequence=91.504836
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N3904 type=control0 q_typed_residual_context=0.878893 sequence=92.383729
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N4698 type=control0 q_typed_residual_context=1.312388 sequence=93.696117
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_residual_context=1.466384 sequence=95.162500
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N3897 type=control0 q_typed_residual_context=0.946697 sequence=96.109197
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N4712 type=control0 q_typed_residual_context=1.116437 sequence=97.225634
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N4716 type=control0 q_typed_residual_context=1.180207 sequence=98.405840
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N3862 type=control0 q_typed_residual_context=0.894929 sequence=99.300769
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N3855 type=control0 q_typed_residual_context=0.981757 sequence=100.282526
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N3848 type=control0 q_typed_residual_context=1.023115 sequence=101.305641
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3827 type=control0 q_typed_residual_context=1.174407 sequence=102.480048
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3820 type=control0 q_typed_residual_context=1.229160 sequence=103.709208
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3889 type=control0 q_typed_residual_context=1.224694 sequence=104.933902
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N3882 type=control0 q_typed_residual_context=1.125889 sequence=106.059791
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N3805 type=control0 q_typed_residual_context=0.979221 sequence=107.039012
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N5603 type=control0 q_typed_residual_context=1.161116 sequence=108.200127
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N7471 type=control0 q_typed_residual_context=1.020934 sequence=109.221062
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N7506 type=observe q_typed_residual_context=1.518649 sequence=110.739711
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_residual_context=0.991533 sequence=111.731244
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N3722 type=control0 q_typed_residual_context=0.926240 sequence=112.657484
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N7724 type=control0 q_typed_residual_context=1.112719 sequence=113.770203
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N4585 type=control0 q_typed_residual_context=1.018982 sequence=114.789185
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N7722 type=control0 q_typed_residual_context=1.277085 sequence=116.066270
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N4578 type=control0 q_typed_residual_context=1.205502 sequence=117.271772
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N2083 type=observe q_typed_residual_context=1.375108 sequence=118.646880
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N7883 type=control1 q_typed_residual_context=0.857705 sequence=119.504585
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N899 type=observe q_typed_residual_context=1.042287 sequence=120.546871
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N519 type=control1 q_typed_residual_context=1.183567 sequence=121.730438
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N7884 type=control1 q_typed_residual_context=0.811627 sequence=122.542066
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N7885 type=control1 q_typed_residual_context=0.794642 sequence=123.336708
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N2044 type=observe q_typed_residual_context=0.804767 sequence=124.141475
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N504 type=control1 q_typed_residual_context=1.170258 sequence=125.311733
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N516 type=control1 q_typed_residual_context=0.787621 sequence=126.099354
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N2042 type=observe q_typed_residual_context=0.648859 sequence=126.748214
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N513 type=control1 q_typed_residual_context=0.954458 sequence=127.702672
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N7881 type=control1 q_typed_residual_context=0.824491 sequence=128.527163
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7886 type=control1 q_typed_residual_context=0.744612 sequence=129.271775
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7887 type=control1 q_typed_residual_context=1.023182 sequence=130.294957
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N7888 type=control1 q_typed_residual_context=0.964366 sequence=131.259323
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N3903 type=control0 q_typed_residual_context=0.867132 sequence=132.126454
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_residual_context=1.960122 sequence=134.086576
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7890 type=control1 q_typed_residual_context=1.355362 sequence=135.441938
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N7854 type=control0 q_typed_residual_context=0.801331 sequence=136.243269
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N3896 type=control0 q_typed_residual_context=0.536888 sequence=136.780157
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7723 type=control0 q_typed_residual_context=1.858050 sequence=138.638207
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N704 type=observe q_typed_residual_context=3.585069 sequence=142.223276
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N3840 type=control0 q_typed_residual_context=0.816501 sequence=143.039777
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7725 type=control0 q_typed_residual_context=1.183164 sequence=144.222940
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N4564 type=control0 q_typed_residual_context=1.186454 sequence=145.409394
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N7408 type=control0 q_typed_residual_context=2.667095 sequence=148.076488
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7870 type=control1 q_typed_residual_context=3.778443 sequence=151.854931
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N556 type=control1 q_typed_residual_context=2.359880 sequence=154.214810
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_residual_context=2.331843 sequence=156.546654
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N7872 type=control1 q_typed_residual_context=2.911460 sequence=159.458113
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N4557 type=control0 q_typed_residual_context=1.683358 sequence=161.141472
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N3813 type=control0 q_typed_residual_context=2.208037 sequence=163.349509
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7847 type=control0 q_typed_residual_context=2.756849 sequence=166.106357
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7846 type=control0 q_typed_residual_context=1.906604 sequence=168.012962
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N2106 type=observe q_typed_residual_context=4.120749 sequence=172.133711
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N3799 type=control0 q_typed_residual_context=1.772768 sequence=173.906479
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N3792 type=control0 q_typed_residual_context=1.398263 sequence=175.304741
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7853 type=control0 q_typed_residual_context=1.283953 sequence=176.588694
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N3785 type=control0 q_typed_residual_context=1.305425 sequence=177.894119
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N3701 type=control0 q_typed_residual_context=1.665611 sequence=179.559729
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N7820 type=control0 q_typed_residual_context=1.796883 sequence=181.356612
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N510 type=control1 q_typed_residual_context=1.682043 sequence=183.038655
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N3682 type=control0 q_typed_residual_context=1.641053 sequence=184.679708
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N7852 type=control0 q_typed_residual_context=2.456462 sequence=187.136169
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N7370 type=control1 q_typed_residual_context=1.356161 sequence=188.492330
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N555 type=control1 q_typed_residual_context=2.698211 sequence=191.190541
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N7590 type=control1 q_typed_residual_context=1.846694 sequence=193.037236
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N634 type=control1 q_typed_residual_context=2.020981 sequence=195.058216
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N520 type=control1 q_typed_residual_context=3.153672 sequence=198.211888
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N1411 type=control0 q_typed_residual_context=3.856858 sequence=202.068746
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N2040 type=observe q_typed_residual_context=2.975972 sequence=205.044719
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N7588 type=control1 q_typed_residual_context=1.758008 sequence=206.802726
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N614 type=control1 q_typed_residual_context=2.359864 sequence=209.162590
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N7518 type=observe q_typed_residual_context=6.008578 sequence=215.171168
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N2580 type=control1 q_typed_residual_context=2.649253 sequence=217.820421
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N638 type=control1 q_typed_residual_context=3.561081 sequence=221.381502
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N3410 type=control1 q_typed_residual_context=4.136206 sequence=225.517708
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N3180 type=control1 q_typed_residual_context=2.513765 sequence=228.031473
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N620 type=control1 q_typed_residual_context=2.191659 sequence=230.223131
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N636 type=control1 q_typed_residual_context=2.559755 sequence=232.782886
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=131 node=N616 type=control1 q_typed_residual_context=2.773287 sequence=235.556173
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=132 node=N7624 type=observe q_typed_residual_context=2.027357 sequence=237.583530
[b15-r7/cone_long_rank/epoch_010/q_typed_residual_context/a0.05/w0.75] [plan iscas99__b15_1] [plan] step=133 node=N578 type=observe q_typed_residual_context=5.937681 sequence=243.521210
