[b15-long-decay/d0/a0.05] [gmean] 2026-07-21T14:41:00 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/long_decay/decay_0/alpha_0p05
[b15-long-decay/d0/a0.05] [gmean] 2026-07-21T14:41:00 budgets=iscas99__b15_1:278
[b15-long-decay/d0/a0.05] [gmean] 2026-07-21T14:41:00 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-long-decay/d0/a0.05] [gmean] 2026-07-21T14:41:00 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=2.529373 sequence=46.628136
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=1.819977 sequence=48.448113
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.540788 sequence=49.988902
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=27 node=N582 type=control1 q_typed_reliable_context=1.341945 sequence=51.330847
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=28 node=N766 type=control1 q_typed_reliable_context=0.727963 sequence=52.058810
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_reliable_context=0.837137 sequence=52.895947
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.936163 sequence=53.832110
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.812453 sequence=54.644563
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=32 node=N4684 type=control0 q_typed_reliable_context=3.295865 sequence=57.940428
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.654658 sequence=58.595086
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.358449 sequence=58.953535
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=35 node=N4677 type=control0 q_typed_reliable_context=2.065111 sequence=61.018646
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=36 node=N4663 type=control0 q_typed_reliable_context=3.006069 sequence=64.024715
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.717735 sequence=65.742450
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=38 node=N713 type=observe q_typed_reliable_context=1.598292 sequence=67.340742
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=39 node=N7881 type=control1 q_typed_reliable_context=0.480196 sequence=67.820938
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=40 node=N7882 type=control1 q_typed_reliable_context=0.688931 sequence=68.509868
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=41 node=N7883 type=control1 q_typed_reliable_context=0.369877 sequence=68.879745
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=42 node=N7884 type=control1 q_typed_reliable_context=0.406215 sequence=69.285961
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=43 node=N7885 type=control1 q_typed_reliable_context=0.474367 sequence=69.760328
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=44 node=N6537 type=observe q_typed_reliable_context=2.688829 sequence=72.449157
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=45 node=N4691 type=control0 q_typed_reliable_context=2.360533 sequence=74.809690
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=46 node=N724 type=observe q_typed_reliable_context=2.492014 sequence=77.301704
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.330836 sequence=78.632541
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=48 node=N4670 type=control0 q_typed_reliable_context=1.351933 sequence=79.984474
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=49 node=N8470 type=observe q_typed_reliable_context=1.303561 sequence=81.288034
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.196507 sequence=82.484541
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=1.004147 sequence=83.488689
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.930563 sequence=84.419251
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=53 node=N3897 type=control0 q_typed_reliable_context=0.903649 sequence=85.322900
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=54 node=N3701 type=control0 q_typed_reliable_context=0.914962 sequence=86.237862
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=55 node=N3862 type=control0 q_typed_reliable_context=0.923019 sequence=87.160881
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=56 node=N3855 type=control0 q_typed_reliable_context=0.944396 sequence=88.105277
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=57 node=N3848 type=control0 q_typed_reliable_context=0.946443 sequence=89.051720
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=58 node=N3889 type=control0 q_typed_reliable_context=0.881431 sequence=89.933151
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=59 node=N5603 type=control0 q_typed_reliable_context=0.971317 sequence=90.904469
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=60 node=N3882 type=control0 q_typed_reliable_context=1.073336 sequence=91.977805
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=61 node=N2083 type=observe q_typed_reliable_context=0.949489 sequence=92.927294
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=62 node=N3805 type=control0 q_typed_reliable_context=1.015137 sequence=93.942430
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.607466 sequence=95.549896
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.850385 sequence=96.400281
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=1.074206 sequence=97.474487
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=66 node=N4635 type=control0 q_typed_reliable_context=1.120358 sequence=98.594846
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=67 node=N4716 type=control0 q_typed_reliable_context=1.129923 sequence=99.724769
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=68 node=N2044 type=observe q_typed_reliable_context=1.029051 sequence=100.753820
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=69 node=N519 type=control1 q_typed_reliable_context=1.117224 sequence=101.871044
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=70 node=N2042 type=observe q_typed_reliable_context=0.905052 sequence=102.776096
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=71 node=N1539 type=control0 q_typed_reliable_context=0.727922 sequence=103.504017
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=72 node=N504 type=control1 q_typed_reliable_context=1.913316 sequence=105.417333
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=73 node=N513 type=control1 q_typed_reliable_context=1.095116 sequence=106.512449
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=74 node=N899 type=observe q_typed_reliable_context=1.018722 sequence=107.531171
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=75 node=N520 type=control1 q_typed_reliable_context=1.130278 sequence=108.661450
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=76 node=N5234 type=observe q_typed_reliable_context=0.933061 sequence=109.594511
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=77 node=N516 type=control1 q_typed_reliable_context=1.849475 sequence=111.443986
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=78 node=N7722 type=control0 q_typed_reliable_context=1.228690 sequence=112.672676
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=79 node=N7471 type=control0 q_typed_reliable_context=1.282110 sequence=113.954785
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=80 node=N7724 type=control0 q_typed_reliable_context=1.178326 sequence=115.133111
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=81 node=N4578 type=control0 q_typed_reliable_context=1.075418 sequence=116.208529
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=82 node=N7875 type=control1 q_typed_reliable_context=0.946154 sequence=117.154683
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=83 node=N4585 type=control0 q_typed_reliable_context=1.167242 sequence=118.321925
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=84 node=N7590 type=control1 q_typed_reliable_context=1.260994 sequence=119.582919
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=85 node=N7890 type=control1 q_typed_reliable_context=1.287578 sequence=120.870496
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=86 node=N7891 type=control1 q_typed_reliable_context=2.245099 sequence=123.115596
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=87 node=N7888 type=control1 q_typed_reliable_context=1.759411 sequence=124.875007
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=88 node=N7889 type=control1 q_typed_reliable_context=1.191121 sequence=126.066129
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=89 node=N7887 type=control1 q_typed_reliable_context=1.005501 sequence=127.071630
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=90 node=N7886 type=control1 q_typed_reliable_context=1.106385 sequence=128.178015
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=91 node=N7518 type=observe q_typed_reliable_context=0.618437 sequence=128.796452
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=92 node=N7535 type=observe q_typed_reliable_context=0.825658 sequence=129.622110
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=93 node=N507 type=control1 q_typed_reliable_context=1.196416 sequence=130.818526
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=94 node=N3827 type=control0 q_typed_reliable_context=1.223493 sequence=132.042019
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=95 node=N704 type=observe q_typed_reliable_context=3.917359 sequence=135.959378
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=96 node=N3820 type=control0 q_typed_reliable_context=1.572515 sequence=137.531893
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=97 node=N7408 type=control0 q_typed_reliable_context=1.393818 sequence=138.925711
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=98 node=N7723 type=control0 q_typed_reliable_context=1.621324 sequence=140.547035
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=99 node=N7725 type=control0 q_typed_reliable_context=1.507486 sequence=142.054521
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.861807 sequence=143.916328
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=101 node=N614 type=control1 q_typed_reliable_context=1.508419 sequence=145.424746
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=102 node=N7846 type=control0 q_typed_reliable_context=1.731782 sequence=147.156528
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=103 node=N510 type=control1 q_typed_reliable_context=2.578807 sequence=149.735336
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=1.405088 sequence=151.140424
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=105 node=N610 type=control1 q_typed_reliable_context=1.468570 sequence=152.608994
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=106 node=N3813 type=control0 q_typed_reliable_context=1.534661 sequence=154.143655
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=107 node=N620 type=control1 q_typed_reliable_context=1.538369 sequence=155.682024
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=108 node=N3799 type=control0 q_typed_reliable_context=1.492778 sequence=157.174802
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=109 node=N634 type=control1 q_typed_reliable_context=1.678084 sequence=158.852886
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=110 node=N3792 type=control0 q_typed_reliable_context=1.603863 sequence=160.456749
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=111 node=N7852 type=control0 q_typed_reliable_context=1.576149 sequence=162.032898
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=112 node=N3785 type=control0 q_typed_reliable_context=1.794432 sequence=163.827331
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=113 node=N7721 type=control0 q_typed_reliable_context=1.743639 sequence=165.570969
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=114 node=N4564 type=control0 q_typed_reliable_context=1.768041 sequence=167.339011
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=115 node=N722 type=observe q_typed_reliable_context=3.493683 sequence=170.832694
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=116 node=N638 type=control1 q_typed_reliable_context=1.655602 sequence=172.488296
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=117 node=N3903 type=control0 q_typed_reliable_context=1.902909 sequence=174.391205
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=118 node=N7847 type=control0 q_typed_reliable_context=2.031657 sequence=176.422862
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=119 node=N7820 type=control0 q_typed_reliable_context=2.194772 sequence=178.617635
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=120 node=N4557 type=control0 q_typed_reliable_context=2.086010 sequence=180.703644
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=121 node=N7853 type=control0 q_typed_reliable_context=2.208935 sequence=182.912579
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=122 node=N7370 type=control1 q_typed_reliable_context=1.892548 sequence=184.805127
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=123 node=N555 type=control1 q_typed_reliable_context=3.995468 sequence=188.800595
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=124 node=N7588 type=control1 q_typed_reliable_context=3.025636 sequence=191.826231
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=125 node=N4520 type=control0 q_typed_reliable_context=2.439724 sequence=194.265955
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=126 node=N3896 type=control0 q_typed_reliable_context=2.956946 sequence=197.222901
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=127 node=N2040 type=observe q_typed_reliable_context=3.106513 sequence=200.329415
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=128 node=N556 type=control1 q_typed_reliable_context=1.632671 sequence=201.962086
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=129 node=N7421 type=control1 q_typed_reliable_context=2.304180 sequence=204.266266
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=130 node=N7532 type=observe q_typed_reliable_context=2.092791 sequence=206.359058
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=131 node=N7537 type=observe q_typed_reliable_context=2.173786 sequence=208.532844
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=132 node=N645 type=control1 q_typed_reliable_context=2.020605 sequence=210.553449
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=133 node=N7534 type=observe q_typed_reliable_context=1.963604 sequence=212.517053
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=134 node=N636 type=control1 q_typed_reliable_context=1.835137 sequence=214.352190
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.826608 sequence=217.178798
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=136 node=N616 type=control1 q_typed_reliable_context=2.675003 sequence=219.853802
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=137 node=N1552 type=observe q_typed_reliable_context=1.350974 sequence=221.204776
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=138 node=N7424 type=control1 q_typed_reliable_context=2.493613 sequence=223.698388
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=139 node=N5867 type=observe q_typed_reliable_context=1.515513 sequence=225.213901
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=140 node=N2157 type=observe q_typed_reliable_context=4.944466 sequence=230.158366
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=141 node=N630 type=control1 q_typed_reliable_context=5.994607 sequence=236.152974
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=142 node=N649 type=control1 q_typed_reliable_context=5.769362 sequence=241.922336
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=143 node=N642 type=control1 q_typed_reliable_context=5.920241 sequence=247.842577
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=144 node=N7402 type=observe q_typed_reliable_context=5.986030 sequence=253.828607
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=145 node=N5627 type=observe q_typed_reliable_context=5.762634 sequence=259.591241
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=146 node=N1607 type=control1 q_typed_reliable_context=5.631055 sequence=265.222297
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=147 node=N3467 type=control1 q_typed_reliable_context=5.744345 sequence=270.966642
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=148 node=N647 type=control1 q_typed_reliable_context=5.762483 sequence=276.729125
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=149 node=N1586 type=control1 q_typed_reliable_context=5.918952 sequence=282.648077
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=150 node=N2106 type=observe q_typed_reliable_context=3.984208 sequence=286.632285
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=151 node=N7628 type=observe q_typed_reliable_context=2.788540 sequence=289.420826
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=152 node=N7681 type=observe q_typed_reliable_context=1.236149 sequence=290.656974
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=153 node=N2149 type=observe q_typed_reliable_context=1.973246 sequence=292.630220
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=154 node=N3525 type=control1 q_typed_reliable_context=3.176810 sequence=295.807030
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=155 node=N3295 type=control1 q_typed_reliable_context=6.078897 sequence=301.885927
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=156 node=N7442 type=control0 q_typed_reliable_context=5.303753 sequence=307.189680
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=157 node=N2102 type=observe q_typed_reliable_context=5.229636 sequence=312.419316
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=158 node=N3410 type=control1 q_typed_reliable_context=5.925660 sequence=318.344976
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=159 node=N3180 type=control1 q_typed_reliable_context=5.961359 sequence=324.306335
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=160 node=N2721 type=control1 q_typed_reliable_context=6.054967 sequence=330.361302
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=161 node=N2952 type=control1 q_typed_reliable_context=3.695388 sequence=334.056690
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=162 node=N2652 type=control1 q_typed_reliable_context=3.090466 sequence=337.147155
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=163 node=N7624 type=observe q_typed_reliable_context=0.996653 sequence=338.143808
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=164 node=N2894 type=control1 q_typed_reliable_context=0.634670 sequence=338.778478
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=165 node=N2779 type=control1 q_typed_reliable_context=1.165785 sequence=339.944263
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=166 node=N578 type=observe q_typed_reliable_context=1.751212 sequence=341.695475
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=167 node=N2837 type=control1 q_typed_reliable_context=5.839487 sequence=347.534962
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=168 node=N7453 type=observe q_typed_reliable_context=4.045486 sequence=351.580448
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=169 node=N7500 type=observe q_typed_reliable_context=5.963797 sequence=357.544245
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=170 node=N6948 type=observe q_typed_reliable_context=2.436000 sequence=359.980245
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=171 node=N6534 type=observe q_typed_reliable_context=1.677071 sequence=361.657316
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=172 node=N2580 type=control1 q_typed_reliable_context=1.148898 sequence=362.806214
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=173 node=N7385 type=observe q_typed_reliable_context=2.973945 sequence=365.780159
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=174 node=N712 type=observe q_typed_reliable_context=2.129909 sequence=367.910068
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=175 node=N771 type=observe q_typed_reliable_context=0.448393 sequence=368.358460
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=176 node=N4489 type=observe q_typed_reliable_context=1.327438 sequence=369.685899
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=177 node=N5740 type=observe q_typed_reliable_context=0.827651 sequence=370.513550
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=178 node=N7873 type=control1 q_typed_reliable_context=0.717705 sequence=371.231255
[b15-long-decay/d0/a0.05] [plan iscas99__b15_1] [plan] step=179 node=N3009 type=control1 q_typed_reliable_context=0.861813 sequence=372.093068
