[b15-long-decay/d64/a0.05] [gmean] 2026-07-21T14:37:17 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/long_decay/decay_64/alpha_0p05
[b15-long-decay/d64/a0.05] [gmean] 2026-07-21T14:37:17 budgets=iscas99__b15_1:278
[b15-long-decay/d64/a0.05] [gmean] 2026-07-21T14:37:17 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-long-decay/d64/a0.05] [gmean] 2026-07-21T14:37:17 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.654658 sequence=58.467488
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.358449 sequence=58.825937
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=35 node=N4677 type=control0 q_typed_reliable_context=2.065111 sequence=60.891048
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=36 node=N4663 type=control0 q_typed_reliable_context=3.006069 sequence=63.897117
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.717735 sequence=65.614852
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=38 node=N713 type=observe q_typed_reliable_context=1.565992 sequence=67.180844
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=39 node=N7881 type=control1 q_typed_reliable_context=0.480196 sequence=67.661040
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=40 node=N7882 type=control1 q_typed_reliable_context=0.688931 sequence=68.349970
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=41 node=N7883 type=control1 q_typed_reliable_context=0.369877 sequence=68.719847
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=42 node=N7884 type=control1 q_typed_reliable_context=0.406215 sequence=69.126063
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=43 node=N7885 type=control1 q_typed_reliable_context=0.474367 sequence=69.600430
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=44 node=N6537 type=observe q_typed_reliable_context=2.688829 sequence=72.289259
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=45 node=N4691 type=control0 q_typed_reliable_context=2.360533 sequence=74.649792
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=46 node=N724 type=observe q_typed_reliable_context=2.492014 sequence=77.141806
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_reliable_context=1.330836 sequence=78.472642
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=48 node=N4670 type=control0 q_typed_reliable_context=1.351933 sequence=79.824576
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=49 node=N4635 type=control0 q_typed_reliable_context=1.295066 sequence=81.119641
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=50 node=N8470 type=observe q_typed_reliable_context=1.569474 sequence=82.689116
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.919409 sequence=83.608525
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=52 node=N4705 type=control0 q_typed_reliable_context=0.927999 sequence=84.536523
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=53 node=N3904 type=control0 q_typed_reliable_context=0.949067 sequence=85.485590
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=54 node=N3897 type=control0 q_typed_reliable_context=0.936644 sequence=86.422234
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=55 node=N3701 type=control0 q_typed_reliable_context=0.931744 sequence=87.353978
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_reliable_context=0.880617 sequence=88.234595
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_reliable_context=0.874381 sequence=89.108976
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=58 node=N3889 type=control0 q_typed_reliable_context=0.869009 sequence=89.977985
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=59 node=N5603 type=control0 q_typed_reliable_context=0.893508 sequence=90.871493
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=60 node=N3882 type=control0 q_typed_reliable_context=0.906985 sequence=91.778478
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=61 node=N3805 type=control0 q_typed_reliable_context=0.888203 sequence=92.666681
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=62 node=N2083 type=observe q_typed_reliable_context=1.019687 sequence=93.686369
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=63 node=N7506 type=observe q_typed_reliable_context=1.358487 sequence=95.044855
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=64 node=N4606 type=control0 q_typed_reliable_context=0.837396 sequence=95.882251
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=65 node=N4712 type=control0 q_typed_reliable_context=1.095155 sequence=96.977406
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=66 node=N4716 type=control0 q_typed_reliable_context=1.096616 sequence=98.074022
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=67 node=N2044 type=observe q_typed_reliable_context=0.810948 sequence=98.884970
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=68 node=N4578 type=control0 q_typed_reliable_context=0.806017 sequence=99.690987
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=69 node=N899 type=observe q_typed_reliable_context=1.038453 sequence=100.729440
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=70 node=N519 type=control1 q_typed_reliable_context=1.190941 sequence=101.920381
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=71 node=N2042 type=observe q_typed_reliable_context=1.119800 sequence=103.040181
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=72 node=N504 type=control1 q_typed_reliable_context=1.258398 sequence=104.298579
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=73 node=N1539 type=control0 q_typed_reliable_context=0.836861 sequence=105.135440
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=74 node=N520 type=control1 q_typed_reliable_context=1.283100 sequence=106.418539
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=75 node=N7722 type=control0 q_typed_reliable_context=1.497820 sequence=107.916359
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.244882 sequence=109.161242
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=77 node=N513 type=control1 q_typed_reliable_context=1.029997 sequence=110.191238
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=78 node=N5234 type=observe q_typed_reliable_context=1.163904 sequence=111.355143
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=79 node=N7471 type=control0 q_typed_reliable_context=0.898899 sequence=112.254041
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=80 node=N7724 type=control0 q_typed_reliable_context=1.146569 sequence=113.400610
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=81 node=N7875 type=control1 q_typed_reliable_context=0.939945 sequence=114.340555
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=82 node=N4585 type=control0 q_typed_reliable_context=1.229387 sequence=115.569942
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=83 node=N555 type=control1 q_typed_reliable_context=0.886988 sequence=116.456931
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=84 node=N7721 type=control0 q_typed_reliable_context=1.338528 sequence=117.795459
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=85 node=N556 type=control1 q_typed_reliable_context=1.309696 sequence=119.105155
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=86 node=N7891 type=control1 q_typed_reliable_context=1.201313 sequence=120.306468
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=87 node=N7889 type=control1 q_typed_reliable_context=0.932840 sequence=121.239308
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=88 node=N7890 type=control1 q_typed_reliable_context=1.046739 sequence=122.286047
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=89 node=N507 type=control1 q_typed_reliable_context=0.954677 sequence=123.240725
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=90 node=N7723 type=control0 q_typed_reliable_context=1.079299 sequence=124.320024
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=91 node=N7887 type=control1 q_typed_reliable_context=1.286360 sequence=125.606384
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=92 node=N7888 type=control1 q_typed_reliable_context=1.031903 sequence=126.638287
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=93 node=N7886 type=control1 q_typed_reliable_context=0.892768 sequence=127.531055
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=94 node=N7725 type=control0 q_typed_reliable_context=1.353748 sequence=128.884804
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=95 node=N3848 type=control0 q_typed_reliable_context=1.093379 sequence=129.978183
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=96 node=N7408 type=control0 q_typed_reliable_context=2.904372 sequence=132.882554
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=97 node=N510 type=control1 q_typed_reliable_context=1.920271 sequence=134.802826
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=98 node=N7871 type=control1 q_typed_reliable_context=2.731413 sequence=137.534239
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=99 node=N4557 type=control0 q_typed_reliable_context=2.010431 sequence=139.544670
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.249076 sequence=140.793746
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=101 node=N704 type=observe q_typed_reliable_context=2.153886 sequence=142.947632
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=102 node=N3827 type=control0 q_typed_reliable_context=1.208771 sequence=144.156403
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=103 node=N614 type=control1 q_typed_reliable_context=0.992391 sequence=145.148794
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=104 node=N3820 type=control0 q_typed_reliable_context=1.223423 sequence=146.372217
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=105 node=N610 type=control1 q_typed_reliable_context=1.285014 sequence=147.657231
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=106 node=N3813 type=control0 q_typed_reliable_context=1.420185 sequence=149.077416
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=107 node=N620 type=control1 q_typed_reliable_context=1.677242 sequence=150.754658
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=108 node=N3799 type=control0 q_typed_reliable_context=1.936793 sequence=152.691451
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=109 node=N634 type=control1 q_typed_reliable_context=1.677798 sequence=154.369249
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=110 node=N3792 type=control0 q_typed_reliable_context=2.438943 sequence=156.808192
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=111 node=N638 type=control1 q_typed_reliable_context=2.495791 sequence=159.303982
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=112 node=N3785 type=control0 q_typed_reliable_context=2.728483 sequence=162.032465
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=113 node=N722 type=observe q_typed_reliable_context=2.952915 sequence=164.985379
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=114 node=N4564 type=control0 q_typed_reliable_context=2.371085 sequence=167.356465
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=115 node=N4520 type=control0 q_typed_reliable_context=1.770084 sequence=169.126549
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=116 node=N3903 type=control0 q_typed_reliable_context=1.659112 sequence=170.785661
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=117 node=N7853 type=control0 q_typed_reliable_context=1.535097 sequence=172.320758
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=118 node=N3896 type=control0 q_typed_reliable_context=1.707112 sequence=174.027870
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=119 node=N7852 type=control0 q_typed_reliable_context=1.494038 sequence=175.521908
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=120 node=N7846 type=control0 q_typed_reliable_context=1.494736 sequence=177.016644
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=121 node=N7370 type=control1 q_typed_reliable_context=1.979227 sequence=178.995871
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=122 node=N3681 type=control0 q_typed_reliable_context=6.127246 sequence=185.123117
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=123 node=N645 type=control1 q_typed_reliable_context=5.888108 sequence=191.011225
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=124 node=N7847 type=control0 q_typed_reliable_context=3.871400 sequence=194.882625
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=125 node=N7588 type=control1 q_typed_reliable_context=1.955836 sequence=196.838460
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=126 node=N7590 type=control1 q_typed_reliable_context=1.714533 sequence=198.552993
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=127 node=N2040 type=observe q_typed_reliable_context=1.589040 sequence=200.142033
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=128 node=N616 type=control1 q_typed_reliable_context=2.158019 sequence=202.300052
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=129 node=N636 type=control1 q_typed_reliable_context=2.554992 sequence=204.855044
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=130 node=N7518 type=observe q_typed_reliable_context=2.162281 sequence=207.017325
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=131 node=N7537 type=observe q_typed_reliable_context=1.610700 sequence=208.628025
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=132 node=N7535 type=observe q_typed_reliable_context=1.868801 sequence=210.496826
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=133 node=N3295 type=control1 q_typed_reliable_context=2.512725 sequence=213.009551
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=134 node=N7534 type=observe q_typed_reliable_context=2.947676 sequence=215.957227
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=135 node=N785 type=observe q_typed_reliable_context=2.049991 sequence=218.007218
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=136 node=N7532 type=observe q_typed_reliable_context=1.625132 sequence=219.632350
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=137 node=N3410 type=control1 q_typed_reliable_context=1.344570 sequence=220.976920
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=138 node=N642 type=control1 q_typed_reliable_context=1.374722 sequence=222.351642
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=139 node=N7424 type=control1 q_typed_reliable_context=0.989627 sequence=223.341269
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=140 node=N630 type=control1 q_typed_reliable_context=1.004581 sequence=224.345850
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=141 node=N649 type=control1 q_typed_reliable_context=1.068929 sequence=225.414779
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=142 node=N3525 type=control1 q_typed_reliable_context=1.493214 sequence=226.907993
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=143 node=N1552 type=observe q_typed_reliable_context=1.095961 sequence=228.003954
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=144 node=N5867 type=observe q_typed_reliable_context=1.451182 sequence=229.455135
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=145 node=N2157 type=observe q_typed_reliable_context=3.346432 sequence=232.801568
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=146 node=N647 type=control1 q_typed_reliable_context=5.742615 sequence=238.544182
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=147 node=N1586 type=control1 q_typed_reliable_context=6.045255 sequence=244.589437
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=148 node=N7402 type=observe q_typed_reliable_context=6.079722 sequence=250.669159
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=149 node=N1607 type=control1 q_typed_reliable_context=6.169481 sequence=256.838640
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=150 node=N7679 type=observe q_typed_reliable_context=6.270657 sequence=263.109297
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=151 node=N7626 type=observe q_typed_reliable_context=5.722348 sequence=268.831644
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=152 node=N7624 type=observe q_typed_reliable_context=6.054458 sequence=274.886103
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=153 node=N771 type=observe q_typed_reliable_context=-0.128996 sequence=274.757106
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=154 node=N723 type=observe q_typed_reliable_context=1.465717 sequence=276.222823
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=155 node=N694 type=observe q_typed_reliable_context=2.493722 sequence=278.716544
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=156 node=N7442 type=control0 q_typed_reliable_context=3.034176 sequence=281.750721
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=157 node=N4521 type=observe q_typed_reliable_context=1.908781 sequence=283.659502
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=158 node=N6948 type=observe q_typed_reliable_context=2.045052 sequence=285.704554
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=159 node=N7465 type=observe q_typed_reliable_context=2.700956 sequence=288.405511
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=160 node=N5627 type=observe q_typed_reliable_context=2.913735 sequence=291.319246
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=161 node=N2580 type=control1 q_typed_reliable_context=1.398590 sequence=292.717836
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=162 node=N5617 type=observe q_typed_reliable_context=3.931475 sequence=296.649311
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=163 node=N5356 type=observe q_typed_reliable_context=2.213692 sequence=298.863003
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=164 node=N7385 type=observe q_typed_reliable_context=4.450854 sequence=303.313857
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=165 node=N6531 type=observe q_typed_reliable_context=3.543374 sequence=306.857231
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=166 node=N2149 type=observe q_typed_reliable_context=5.282181 sequence=312.139412
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=167 node=N725 type=observe q_typed_reliable_context=5.435542 sequence=317.574954
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=168 node=N712 type=observe q_typed_reliable_context=5.601802 sequence=323.176756
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=169 node=N5877 type=observe q_typed_reliable_context=3.580211 sequence=326.756966
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=170 node=N7613 type=observe q_typed_reliable_context=2.785554 sequence=329.542520
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=171 node=N5740 type=observe q_typed_reliable_context=1.580802 sequence=331.123323
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=172 node=N7436 type=observe q_typed_reliable_context=5.005486 sequence=336.128808
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=173 node=N4529 type=observe q_typed_reliable_context=2.144933 sequence=338.273741
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=174 node=N7681 type=observe q_typed_reliable_context=1.968279 sequence=340.242020
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=175 node=N578 type=observe q_typed_reliable_context=1.131319 sequence=341.373339
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=176 node=N2102 type=observe q_typed_reliable_context=1.534143 sequence=342.907482
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=177 node=N7453 type=observe q_typed_reliable_context=1.030847 sequence=343.938329
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=178 node=N714 type=observe q_typed_reliable_context=1.529330 sequence=345.467659
[b15-long-decay/d64/a0.05] [plan iscas99__b15_1] [plan] step=179 node=N7855 type=control0 q_typed_reliable_context=0.963428 sequence=346.431087
