[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_reliable_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=19 node=N5203 type=control1 q_typed_reliable_context=1.998558 sequence=34.167630
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=20 node=N2153 type=observe q_typed_reliable_context=2.156696 sequence=36.324326
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=21 node=N1853 type=observe q_typed_reliable_context=2.699753 sequence=39.024079
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=22 node=N2101 type=observe q_typed_reliable_context=2.283974 sequence=41.308054
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=23 node=N4656 type=control0 q_typed_reliable_context=2.865532 sequence=44.173586
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=24 node=N1860 type=observe q_typed_reliable_context=2.521962 sequence=46.695548
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=1.809229 sequence=48.504778
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.521818 sequence=50.026596
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=27 node=N582 type=control1 q_typed_reliable_context=1.343687 sequence=51.370282
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=28 node=N766 type=control1 q_typed_reliable_context=0.721612 sequence=52.091894
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=29 node=N1437 type=control1 q_typed_reliable_context=0.837137 sequence=52.929031
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=30 node=N583 type=control1 q_typed_reliable_context=0.936163 sequence=53.865195
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=31 node=N893 type=observe q_typed_reliable_context=0.816499 sequence=54.681693
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=32 node=N4684 type=control0 q_typed_reliable_context=3.295865 sequence=57.977558
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_reliable_context=0.654658 sequence=58.632216
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_reliable_context=0.358449 sequence=58.990665
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=35 node=N4677 type=control0 q_typed_reliable_context=2.065111 sequence=61.055776
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=36 node=N4663 type=control0 q_typed_reliable_context=3.006069 sequence=64.061845
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=37 node=N4649 type=control0 q_typed_reliable_context=1.717735 sequence=65.779580
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N4635 type=control0 q_typed_reliable_context=1.562555 sequence=67.342136
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N6537 type=observe q_typed_reliable_context=2.624901 sequence=69.967037
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N704 type=observe q_typed_reliable_context=2.048143 sequence=72.015180
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N8470 type=observe q_typed_reliable_context=2.030129 sequence=74.045309
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N4691 type=control0 q_typed_reliable_context=1.697250 sequence=75.742560
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N4670 type=control0 q_typed_reliable_context=1.719811 sequence=77.462371
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N724 type=observe q_typed_reliable_context=1.335591 sequence=78.797962
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N7881 type=control1 q_typed_reliable_context=0.658028 sequence=79.455990
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N7882 type=control1 q_typed_reliable_context=0.741907 sequence=80.197897
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N7883 type=control1 q_typed_reliable_context=0.745991 sequence=80.943888
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N7884 type=control1 q_typed_reliable_context=0.782185 sequence=81.726073
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N4698 type=control0 q_typed_reliable_context=1.792501 sequence=83.518574
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N4705 type=control0 q_typed_reliable_context=1.633302 sequence=85.151876
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N3911 type=control0 q_typed_reliable_context=0.941195 sequence=86.093071
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N3904 type=control0 q_typed_reliable_context=0.946891 sequence=87.039962
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N4712 type=control0 q_typed_reliable_context=0.998028 sequence=88.037991
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N3897 type=control0 q_typed_reliable_context=0.945372 sequence=88.983362
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N3848 type=control0 q_typed_reliable_context=0.978584 sequence=89.961946
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_reliable_context=0.994084 sequence=90.956031
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_reliable_context=0.965153 sequence=91.921184
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3827 type=control0 q_typed_reliable_context=0.913439 sequence=92.834623
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3820 type=control0 q_typed_reliable_context=0.903333 sequence=93.737956
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N3813 type=control0 q_typed_reliable_context=0.957667 sequence=94.695622
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N3799 type=control0 q_typed_reliable_context=1.299227 sequence=95.994850
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N3889 type=control0 q_typed_reliable_context=1.273791 sequence=97.268641
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N3882 type=control0 q_typed_reliable_context=1.132601 sequence=98.401241
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N5603 type=control0 q_typed_reliable_context=1.097614 sequence=99.498855
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N7506 type=observe q_typed_reliable_context=1.884415 sequence=101.383270
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N3805 type=control0 q_typed_reliable_context=0.925093 sequence=102.308363
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N2083 type=observe q_typed_reliable_context=0.924276 sequence=103.232638
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N4606 type=control0 q_typed_reliable_context=0.969964 sequence=104.202603
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N4716 type=control0 q_typed_reliable_context=1.134693 sequence=105.337295
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N2044 type=observe q_typed_reliable_context=1.077261 sequence=106.414557
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N519 type=control1 q_typed_reliable_context=0.927489 sequence=107.342046
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N2042 type=observe q_typed_reliable_context=0.947536 sequence=108.289582
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N504 type=control1 q_typed_reliable_context=1.133271 sequence=109.422854
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7722 type=control0 q_typed_reliable_context=1.812909 sequence=111.235762
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N4578 type=control0 q_typed_reliable_context=1.242353 sequence=112.478115
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N899 type=observe q_typed_reliable_context=1.805075 sequence=114.283190
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N513 type=control1 q_typed_reliable_context=1.309619 sequence=115.592809
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N1539 type=control0 q_typed_reliable_context=1.255500 sequence=116.848310
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N516 type=control1 q_typed_reliable_context=1.764366 sequence=118.612676
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N7724 type=control0 q_typed_reliable_context=1.083153 sequence=119.695829
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N7471 type=control0 q_typed_reliable_context=1.151682 sequence=120.847511
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N520 type=control1 q_typed_reliable_context=1.737711 sequence=122.585222
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N5234 type=observe q_typed_reliable_context=1.064938 sequence=123.650159
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7875 type=control1 q_typed_reliable_context=0.958544 sequence=124.608704
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N4520 type=control0 q_typed_reliable_context=0.775034 sequence=125.383737
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N7820 type=control0 q_typed_reliable_context=1.234823 sequence=126.618561
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N555 type=control1 q_typed_reliable_context=1.583228 sequence=128.201789
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7885 type=control1 q_typed_reliable_context=1.579670 sequence=129.781459
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_reliable_context=2.093165 sequence=131.874624
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N7887 type=control1 q_typed_reliable_context=1.757867 sequence=133.632491
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7888 type=control1 q_typed_reliable_context=2.706808 sequence=136.339299
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N7889 type=control1 q_typed_reliable_context=1.040689 sequence=137.379988
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N7890 type=control1 q_typed_reliable_context=1.057556 sequence=138.437544
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7891 type=control1 q_typed_reliable_context=1.195781 sequence=139.633325
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=1.135109 sequence=140.768434
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N507 type=control1 q_typed_reliable_context=0.877255 sequence=141.645690
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N713 type=observe q_typed_reliable_context=3.457895 sequence=145.103585
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N3701 type=control0 q_typed_reliable_context=1.770609 sequence=146.874194
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_reliable_context=2.672594 sequence=149.546788
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N3792 type=control0 q_typed_reliable_context=2.105735 sequence=151.652523
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7408 type=control0 q_typed_reliable_context=2.042240 sequence=153.694763
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N3785 type=control0 q_typed_reliable_context=1.394175 sequence=155.088938
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7725 type=control0 q_typed_reliable_context=1.474455 sequence=156.563393
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N510 type=control1 q_typed_reliable_context=1.636023 sequence=158.199416
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_reliable_context=1.169847 sequence=159.369263
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N556 type=control1 q_typed_reliable_context=1.862655 sequence=161.231918
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.315781 sequence=162.547699
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N3682 type=control0 q_typed_reliable_context=2.399336 sequence=164.947035
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=2.421793 sequence=167.368828
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N4557 type=control0 q_typed_reliable_context=2.118423 sequence=169.487251
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N614 type=control1 q_typed_reliable_context=1.760870 sequence=171.248121
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N4585 type=control0 q_typed_reliable_context=2.021824 sequence=173.269945
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_reliable_context=1.742605 sequence=175.012550
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=3.909202 sequence=178.921752
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=2.074786 sequence=180.996538
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N638 type=control1 q_typed_reliable_context=2.202390 sequence=183.198928
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N3903 type=control0 q_typed_reliable_context=4.809808 sequence=188.008735
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N3896 type=control0 q_typed_reliable_context=3.475977 sequence=191.484712
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N7852 type=control0 q_typed_reliable_context=4.056504 sequence=195.541216
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N7370 type=control1 q_typed_reliable_context=1.341158 sequence=196.882374
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N7872 type=control1 q_typed_reliable_context=3.935012 sequence=200.817386
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N2580 type=control1 q_typed_reliable_context=2.372232 sequence=203.189618
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N7853 type=control0 q_typed_reliable_context=2.359332 sequence=205.548950
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N7847 type=control0 q_typed_reliable_context=1.650653 sequence=207.199603
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.708034 sequence=208.907637
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N616 type=control1 q_typed_reliable_context=2.479206 sequence=211.386843
