[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/alpha_boundary/alpha_0p50
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 budgets=iscas99__b15_1:278
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-alpha-boundary/a0.50] [gmean] 2026-07-21T14:55:23 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=54 node=N4716 type=control0 q_typed_reliable_context=1.069376 sequence=108.840481
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=55 node=N3897 type=control0 q_typed_reliable_context=0.797590 sequence=109.638071
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=56 node=N3862 type=control0 q_typed_reliable_context=0.836476 sequence=110.474547
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=57 node=N3855 type=control0 q_typed_reliable_context=0.884503 sequence=111.359051
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=58 node=N3848 type=control0 q_typed_reliable_context=0.867880 sequence=112.226931
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=59 node=N3827 type=control0 q_typed_reliable_context=0.871891 sequence=113.098822
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=60 node=N3820 type=control0 q_typed_reliable_context=0.881242 sequence=113.980064
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=61 node=N3792 type=control0 q_typed_reliable_context=0.889572 sequence=114.869637
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=62 node=N3701 type=control0 q_typed_reliable_context=0.913095 sequence=115.782731
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=63 node=N5603 type=control0 q_typed_reliable_context=0.916320 sequence=116.699052
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=64 node=N7506 type=observe q_typed_reliable_context=1.246823 sequence=117.945875
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=65 node=N3889 type=control0 q_typed_reliable_context=1.078686 sequence=119.024561
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=66 node=N3882 type=control0 q_typed_reliable_context=1.017456 sequence=120.042018
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=67 node=N7724 type=control0 q_typed_reliable_context=1.052583 sequence=121.094601
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=68 node=N4606 type=control0 q_typed_reliable_context=1.268330 sequence=122.362930
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=69 node=N7722 type=control0 q_typed_reliable_context=2.199385 sequence=124.562316
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=70 node=N4578 type=control0 q_typed_reliable_context=1.238231 sequence=125.800547
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=71 node=N7471 type=control0 q_typed_reliable_context=1.344320 sequence=127.144866
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=72 node=N5869 type=observe q_typed_reliable_context=1.036502 sequence=128.181368
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=73 node=N519 type=control1 q_typed_reliable_context=1.468735 sequence=129.650103
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=74 node=N2042 type=observe q_typed_reliable_context=0.866286 sequence=130.516389
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=75 node=N504 type=control1 q_typed_reliable_context=1.580690 sequence=132.097079
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=76 node=N2083 type=observe q_typed_reliable_context=0.857296 sequence=132.954375
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=77 node=N513 type=control1 q_typed_reliable_context=0.995206 sequence=133.949581
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=78 node=N899 type=observe q_typed_reliable_context=1.025510 sequence=134.975090
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=79 node=N520 type=control1 q_typed_reliable_context=1.008205 sequence=135.983295
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=80 node=N7881 type=control1 q_typed_reliable_context=0.774023 sequence=136.757318
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=81 node=N7882 type=control1 q_typed_reliable_context=0.818666 sequence=137.575984
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=82 node=N7883 type=control1 q_typed_reliable_context=0.774344 sequence=138.350328
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=83 node=N516 type=control1 q_typed_reliable_context=0.934875 sequence=139.285202
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=84 node=N7884 type=control1 q_typed_reliable_context=0.808800 sequence=140.094002
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=85 node=N7885 type=control1 q_typed_reliable_context=1.061372 sequence=141.155374
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=86 node=N7886 type=control1 q_typed_reliable_context=1.009664 sequence=142.165038
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=87 node=N7890 type=control1 q_typed_reliable_context=0.723626 sequence=142.888665
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=88 node=N7888 type=control1 q_typed_reliable_context=0.744782 sequence=143.633447
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=89 node=N7537 type=observe q_typed_reliable_context=0.713769 sequence=144.347216
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=90 node=N713 type=observe q_typed_reliable_context=1.709489 sequence=146.056704
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=91 node=N556 type=control1 q_typed_reliable_context=1.057944 sequence=147.114648
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=92 node=N555 type=control1 q_typed_reliable_context=1.042374 sequence=148.157022
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=93 node=N507 type=control1 q_typed_reliable_context=1.493735 sequence=149.650758
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=94 node=N3813 type=control0 q_typed_reliable_context=1.475409 sequence=151.126167
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=95 node=N3799 type=control0 q_typed_reliable_context=2.598894 sequence=153.725061
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=96 node=N7820 type=control0 q_typed_reliable_context=2.204302 sequence=155.929363
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=97 node=N3785 type=control0 q_typed_reliable_context=1.348830 sequence=157.278193
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=98 node=N7408 type=control0 q_typed_reliable_context=1.351706 sequence=158.629900
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=99 node=N4557 type=control0 q_typed_reliable_context=1.438358 sequence=160.068258
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=100 node=N7541 type=control0 q_typed_reliable_context=1.747370 sequence=161.815628
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=101 node=N7590 type=control1 q_typed_reliable_context=1.626112 sequence=163.441740
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=102 node=N7725 type=control0 q_typed_reliable_context=2.167372 sequence=165.609113
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=103 node=N7723 type=control0 q_typed_reliable_context=1.969894 sequence=167.579006
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=104 node=N4520 type=control0 q_typed_reliable_context=2.123051 sequence=169.702058
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_reliable_context=2.142690 sequence=171.844748
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=106 node=N3903 type=control0 q_typed_reliable_context=1.870719 sequence=173.715466
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=107 node=N7854 type=control0 q_typed_reliable_context=1.483543 sequence=175.199009
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=108 node=N4585 type=control0 q_typed_reliable_context=1.960750 sequence=177.159759
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=109 node=N722 type=observe q_typed_reliable_context=3.028798 sequence=180.188557
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=110 node=N510 type=control1 q_typed_reliable_context=2.114901 sequence=182.303457
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=111 node=N620 type=control1 q_typed_reliable_context=1.761865 sequence=184.065323
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=112 node=N3682 type=control0 q_typed_reliable_context=1.794611 sequence=185.859934
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=113 node=N7853 type=control0 q_typed_reliable_context=1.656933 sequence=187.516866
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=114 node=N4564 type=control0 q_typed_reliable_context=1.960137 sequence=189.477003
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=115 node=N3896 type=control0 q_typed_reliable_context=2.312542 sequence=191.789545
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=116 node=N7852 type=control0 q_typed_reliable_context=1.844007 sequence=193.633552
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=117 node=N634 type=control1 q_typed_reliable_context=1.661263 sequence=195.294816
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=118 node=N3805 type=control0 q_typed_reliable_context=3.527930 sequence=198.822746
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=119 node=N7872 type=control1 q_typed_reliable_context=4.419122 sequence=203.241868
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=120 node=N7370 type=control1 q_typed_reliable_context=3.843969 sequence=207.085837
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=121 node=N638 type=control1 q_typed_reliable_context=5.984693 sequence=213.070530
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=122 node=N614 type=control1 q_typed_reliable_context=5.852446 sequence=218.922976
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=123 node=N7847 type=control0 q_typed_reliable_context=4.428207 sequence=223.351183
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=124 node=N2580 type=control1 q_typed_reliable_context=5.686108 sequence=229.037292
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=125 node=N7518 type=observe q_typed_reliable_context=3.733842 sequence=232.771134
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=126 node=N7534 type=observe q_typed_reliable_context=2.162437 sequence=234.933570
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=127 node=N610 type=control1 q_typed_reliable_context=5.865151 sequence=240.798722
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=128 node=N7516 type=observe q_typed_reliable_context=6.416949 sequence=247.215671
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=129 node=N7535 type=observe q_typed_reliable_context=4.625948 sequence=251.841619
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_reliable_context=2.516671 sequence=254.358290
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=131 node=N785 type=observe q_typed_reliable_context=3.959690 sequence=258.317980
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=132 node=N616 type=control1 q_typed_reliable_context=3.970427 sequence=262.288407
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=133 node=N7424 type=control1 q_typed_reliable_context=4.619011 sequence=266.907419
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=134 node=N7532 type=observe q_typed_reliable_context=3.087343 sequence=269.994762
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=135 node=N3295 type=control1 q_typed_reliable_context=2.041809 sequence=272.036571
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=136 node=N636 type=control1 q_typed_reliable_context=3.360013 sequence=275.396584
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=137 node=N630 type=control1 q_typed_reliable_context=6.106495 sequence=281.503079
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=138 node=N3467 type=control1 q_typed_reliable_context=4.635501 sequence=286.138580
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=139 node=N649 type=control1 q_typed_reliable_context=5.879916 sequence=292.018496
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=140 node=N2040 type=observe q_typed_reliable_context=4.008263 sequence=296.026759
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=141 node=N642 type=control1 q_typed_reliable_context=1.686011 sequence=297.712769
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=142 node=N3525 type=control1 q_typed_reliable_context=4.940684 sequence=302.653453
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=143 node=N1607 type=control1 q_typed_reliable_context=3.656970 sequence=306.310424
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=144 node=N578 type=observe q_typed_reliable_context=5.723675 sequence=312.034099
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=145 node=N7453 type=observe q_typed_reliable_context=6.060960 sequence=318.095059
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=146 node=N3410 type=control1 q_typed_reliable_context=6.037003 sequence=324.132062
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=147 node=N3180 type=control1 q_typed_reliable_context=5.970818 sequence=330.102880
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=148 node=N1586 type=control1 q_typed_reliable_context=6.101705 sequence=336.204585
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=149 node=N647 type=control1 q_typed_reliable_context=6.403558 sequence=342.608143
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=150 node=N2652 type=control1 q_typed_reliable_context=5.905851 sequence=348.513994
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=151 node=N7500 type=observe q_typed_reliable_context=6.729767 sequence=355.243761
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=152 node=N2721 type=control1 q_typed_reliable_context=6.429594 sequence=361.673354
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=153 node=N5867 type=observe q_typed_reliable_context=4.926535 sequence=366.599890
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=154 node=N2157 type=observe q_typed_reliable_context=6.195423 sequence=372.795313
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=155 node=N7402 type=observe q_typed_reliable_context=5.908639 sequence=378.703952
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=156 node=N2894 type=control1 q_typed_reliable_context=5.998981 sequence=384.702933
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=157 node=N2952 type=control1 q_typed_reliable_context=6.002299 sequence=390.705232
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=158 node=N2779 type=control1 q_typed_reliable_context=4.030484 sequence=394.735716
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=159 node=N2102 type=observe q_typed_reliable_context=3.625105 sequence=398.360821
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=160 node=N7624 type=observe q_typed_reliable_context=5.695596 sequence=404.056418
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=161 node=N6948 type=observe q_typed_reliable_context=5.544693 sequence=409.601110
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=162 node=N5627 type=observe q_typed_reliable_context=0.760921 sequence=410.362031
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=163 node=N7680 type=observe q_typed_reliable_context=1.318360 sequence=411.680391
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=164 node=N7465 type=observe q_typed_reliable_context=1.745238 sequence=413.425628
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=165 node=N694 type=observe q_typed_reliable_context=2.079327 sequence=415.504956
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=166 node=N5879 type=observe q_typed_reliable_context=1.631333 sequence=417.136289
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=167 node=N1552 type=observe q_typed_reliable_context=1.963484 sequence=419.099773
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=168 node=N5617 type=observe q_typed_reliable_context=2.129661 sequence=421.229434
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=169 node=N4529 type=observe q_typed_reliable_context=1.968227 sequence=423.197661
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=170 node=N6534 type=observe q_typed_reliable_context=0.561177 sequence=423.758839
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=171 node=N2106 type=observe q_typed_reliable_context=1.012205 sequence=424.771044
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=172 node=N7385 type=observe q_typed_reliable_context=1.283586 sequence=426.054630
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=173 node=N2149 type=observe q_typed_reliable_context=1.663961 sequence=427.718591
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=174 node=N723 type=observe q_typed_reliable_context=1.820798 sequence=429.539389
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=175 node=N712 type=observe q_typed_reliable_context=1.969351 sequence=431.508740
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=176 node=N7614 type=observe q_typed_reliable_context=3.503210 sequence=435.011950
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=177 node=N7436 type=observe q_typed_reliable_context=2.273197 sequence=437.285147
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=178 node=N725 type=observe q_typed_reliable_context=1.806862 sequence=439.092009
[b15-alpha-boundary/a0.50] [plan iscas99__b15_1] [plan] step=179 node=N4521 type=observe q_typed_reliable_context=1.506272 sequence=440.598281
