[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:52:02 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_toplist/best_final_horizon/q_typed_reliable_context/alpha_0p10_weight_1p00
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:52:02 budgets=iscas99__b15_1:278
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:52:02 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [gmean] 2026-07-21T11:52:02 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=25 node=N1372 type=observe q_typed_reliable_context=0.970035 sequence=45.873176
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=26 node=N1532 type=observe q_typed_reliable_context=1.341003 sequence=47.214179
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=27 node=N766 type=control1 q_typed_reliable_context=0.803415 sequence=48.017594
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=28 node=N583 type=control1 q_typed_reliable_context=0.264638 sequence=48.282232
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=29 node=N7516 type=observe q_typed_reliable_context=0.462251 sequence=48.744483
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=30 node=N1437 type=control1 q_typed_reliable_context=0.684833 sequence=49.429316
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=31 node=N5234 type=observe q_typed_reliable_context=0.331704 sequence=49.761019
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=32 node=N4691 type=control0 q_typed_reliable_context=1.722383 sequence=51.483402
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=33 node=N4677 type=control0 q_typed_reliable_context=1.784169 sequence=53.267571
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=34 node=N7411 type=control1 q_typed_reliable_context=0.365048 sequence=53.632619
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=35 node=N7891 type=control1 q_typed_reliable_context=0.389065 sequence=54.021684
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=36 node=N4670 type=control0 q_typed_reliable_context=3.130001 sequence=57.151685
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=37 node=N7413 type=control1 q_typed_reliable_context=0.334077 sequence=57.485762
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=38 node=N4663 type=control0 q_typed_reliable_context=1.699156 sequence=59.184919
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=39 node=N4656 type=control0 q_typed_reliable_context=1.182228 sequence=60.367147
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=40 node=N713 type=observe q_typed_reliable_context=1.629844 sequence=61.996991
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=41 node=N4684 type=control0 q_typed_reliable_context=2.008161 sequence=64.005152
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=42 node=N6537 type=observe q_typed_reliable_context=3.778154 sequence=67.783306
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=43 node=N8470 type=observe q_typed_reliable_context=3.450337 sequence=71.233643
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=44 node=N4649 type=control0 q_typed_reliable_context=2.051898 sequence=73.285542
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=45 node=N4635 type=control0 q_typed_reliable_context=1.585236 sequence=74.870777
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=46 node=N4698 type=control0 q_typed_reliable_context=1.633692 sequence=76.504469
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=47 node=N7881 type=control1 q_typed_reliable_context=0.698461 sequence=77.202930
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=48 node=N7882 type=control1 q_typed_reliable_context=0.739293 sequence=77.942223
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=49 node=N7883 type=control1 q_typed_reliable_context=0.685036 sequence=78.627259
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=50 node=N724 type=observe q_typed_reliable_context=2.102052 sequence=80.729311
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=51 node=N4705 type=control0 q_typed_reliable_context=1.476409 sequence=82.205719
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=52 node=N3911 type=control0 q_typed_reliable_context=0.915468 sequence=83.121188
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=53 node=N3904 type=control0 q_typed_reliable_context=0.945739 sequence=84.066926
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=54 node=N4716 type=control0 q_typed_reliable_context=1.012009 sequence=85.078935
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=55 node=N4712 type=control0 q_typed_reliable_context=0.972547 sequence=86.051481
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=56 node=N3897 type=control0 q_typed_reliable_context=0.930293 sequence=86.981774
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=57 node=N3862 type=control0 q_typed_reliable_context=0.963579 sequence=87.945353
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=58 node=N3855 type=control0 q_typed_reliable_context=0.947974 sequence=88.893327
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=59 node=N3848 type=control0 q_typed_reliable_context=0.928876 sequence=89.822203
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=60 node=N3827 type=control0 q_typed_reliable_context=1.129351 sequence=90.951554
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=61 node=N3820 type=control0 q_typed_reliable_context=1.203048 sequence=92.154602
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=62 node=N3889 type=control0 q_typed_reliable_context=1.150360 sequence=93.304962
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=63 node=N3882 type=control0 q_typed_reliable_context=1.091057 sequence=94.396019
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_reliable_context=1.005242 sequence=95.401261
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=65 node=N5603 type=control0 q_typed_reliable_context=1.040433 sequence=96.441694
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=66 node=N7506 type=observe q_typed_reliable_context=1.806652 sequence=98.248346
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=67 node=N4606 type=control0 q_typed_reliable_context=0.938240 sequence=99.186585
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=68 node=N2083 type=observe q_typed_reliable_context=0.977938 sequence=100.164524
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=69 node=N4585 type=control0 q_typed_reliable_context=0.975710 sequence=101.140234
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=70 node=N7722 type=control0 q_typed_reliable_context=1.627569 sequence=102.767803
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=71 node=N4578 type=control0 q_typed_reliable_context=1.240307 sequence=104.008110
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=72 node=N7471 type=control0 q_typed_reliable_context=1.575842 sequence=105.583952
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=73 node=N7724 type=control0 q_typed_reliable_context=1.220143 sequence=106.804095
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=74 node=N1539 type=control0 q_typed_reliable_context=0.970391 sequence=107.774485
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=75 node=N519 type=control1 q_typed_reliable_context=1.359164 sequence=109.133649
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=76 node=N516 type=control1 q_typed_reliable_context=1.269961 sequence=110.403610
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=77 node=N899 type=observe q_typed_reliable_context=1.280356 sequence=111.683966
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=78 node=N504 type=control1 q_typed_reliable_context=1.325764 sequence=113.009730
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=79 node=N2044 type=observe q_typed_reliable_context=1.249133 sequence=114.258863
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=80 node=N513 type=control1 q_typed_reliable_context=1.604946 sequence=115.863809
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=81 node=N2042 type=observe q_typed_reliable_context=1.188962 sequence=117.052771
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=82 node=N520 type=control1 q_typed_reliable_context=1.997985 sequence=119.050756
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=83 node=N7590 type=control1 q_typed_reliable_context=0.707857 sequence=119.758613
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=84 node=N7875 type=control1 q_typed_reliable_context=0.895282 sequence=120.653896
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=85 node=N555 type=control1 q_typed_reliable_context=1.123924 sequence=121.777820
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=86 node=N556 type=control1 q_typed_reliable_context=1.050983 sequence=122.828803
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=87 node=N7884 type=control1 q_typed_reliable_context=1.017336 sequence=123.846140
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=88 node=N7885 type=control1 q_typed_reliable_context=0.932277 sequence=124.778417
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_reliable_context=0.961506 sequence=125.739923
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=90 node=N7887 type=control1 q_typed_reliable_context=0.825046 sequence=126.564969
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=91 node=N7888 type=control1 q_typed_reliable_context=0.879847 sequence=127.444816
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=92 node=N7889 type=control1 q_typed_reliable_context=1.017102 sequence=128.461918
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=93 node=N7890 type=control1 q_typed_reliable_context=1.026904 sequence=129.488823
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=94 node=N7537 type=observe q_typed_reliable_context=0.588247 sequence=130.077070
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=95 node=N704 type=observe q_typed_reliable_context=1.755727 sequence=131.832797
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=96 node=N507 type=control1 q_typed_reliable_context=0.952467 sequence=132.785263
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=97 node=N7723 type=control0 q_typed_reliable_context=1.098834 sequence=133.884098
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=98 node=N3701 type=control0 q_typed_reliable_context=3.848992 sequence=137.733090
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=99 node=N7725 type=control0 q_typed_reliable_context=3.608322 sequence=141.341413
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=100 node=N7408 type=control0 q_typed_reliable_context=4.382654 sequence=145.724066
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=101 node=N7588 type=control1 q_typed_reliable_context=3.259671 sequence=148.983737
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=102 node=N510 type=control1 q_typed_reliable_context=1.879277 sequence=150.863014
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=103 node=N7541 type=control0 q_typed_reliable_context=1.592477 sequence=152.455491
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=104 node=N3682 type=control0 q_typed_reliable_context=1.554485 sequence=154.009976
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=105 node=N7820 type=control0 q_typed_reliable_context=1.263351 sequence=155.273327
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=106 node=N4557 type=control0 q_typed_reliable_context=1.464121 sequence=156.737448
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=107 node=N2106 type=observe q_typed_reliable_context=2.476451 sequence=159.213899
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=108 node=N620 type=control1 q_typed_reliable_context=1.916625 sequence=161.130523
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=109 node=N614 type=control1 q_typed_reliable_context=1.351872 sequence=162.482395
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=110 node=N610 type=control1 q_typed_reliable_context=1.285428 sequence=163.767823
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=111 node=N3813 type=control0 q_typed_reliable_context=1.445706 sequence=165.213530
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=112 node=N638 type=control1 q_typed_reliable_context=1.719081 sequence=166.932611
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_reliable_context=1.850260 sequence=168.782871
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=114 node=N3799 type=control0 q_typed_reliable_context=1.767994 sequence=170.550865
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=115 node=N7370 type=control1 q_typed_reliable_context=1.984264 sequence=172.535129
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=116 node=N3792 type=control0 q_typed_reliable_context=2.208135 sequence=174.743263
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=117 node=N2040 type=observe q_typed_reliable_context=2.875677 sequence=177.618940
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=118 node=N3785 type=control0 q_typed_reliable_context=1.399570 sequence=179.018510
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=119 node=N4564 type=control0 q_typed_reliable_context=1.427629 sequence=180.446139
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=120 node=N7852 type=control0 q_typed_reliable_context=1.014137 sequence=181.460276
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=121 node=N7872 type=control1 q_typed_reliable_context=0.645446 sequence=182.105722
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=122 node=N4520 type=control0 q_typed_reliable_context=0.941957 sequence=183.047679
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=123 node=N7847 type=control0 q_typed_reliable_context=0.904195 sequence=183.951874
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=124 node=N1552 type=observe q_typed_reliable_context=1.034396 sequence=184.986271
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=125 node=N3903 type=control0 q_typed_reliable_context=1.049995 sequence=186.036266
[b15-r7/cone_long_toplist/best_final_horizon/q_typed_reliable_context/a0.10/w1.00] [plan iscas99__b15_1] [plan] step=126 node=N7853 type=control0 q_typed_reliable_context=1.957514 sequence=187.993780
