[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_rank/epoch_010/q_typed_reliable_context/alpha_0p20_weight_0p75
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 budgets=iscas99__b15_1:278
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 variant_start id=greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [gmean] 2026-07-21T11:48:20 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_reliable_context
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N4578 type=control0 q_typed_reliable_context=1.242352 sequence=112.532568
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N899 type=observe q_typed_reliable_context=1.805075 sequence=114.337643
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N513 type=control1 q_typed_reliable_context=1.309619 sequence=115.647263
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N1539 type=control0 q_typed_reliable_context=1.255500 sequence=116.902763
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N516 type=control1 q_typed_reliable_context=1.764366 sequence=118.667129
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N7724 type=control0 q_typed_reliable_context=1.083154 sequence=119.750283
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N7471 type=control0 q_typed_reliable_context=1.151812 sequence=120.902095
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N520 type=control1 q_typed_reliable_context=1.737711 sequence=122.639805
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N5234 type=observe q_typed_reliable_context=1.064946 sequence=123.704751
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N7875 type=control1 q_typed_reliable_context=0.958544 sequence=124.663296
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N4520 type=control0 q_typed_reliable_context=0.775032 sequence=125.438328
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N7820 type=control0 q_typed_reliable_context=1.234823 sequence=126.673151
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N555 type=control1 q_typed_reliable_context=1.583230 sequence=128.256381
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N7885 type=control1 q_typed_reliable_context=1.579669 sequence=129.836050
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N7886 type=control1 q_typed_reliable_context=2.093168 sequence=131.929218
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N7887 type=control1 q_typed_reliable_context=1.757868 sequence=133.687086
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N7888 type=control1 q_typed_reliable_context=2.706806 sequence=136.393892
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N7889 type=control1 q_typed_reliable_context=1.040689 sequence=137.434582
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N7890 type=control1 q_typed_reliable_context=1.057555 sequence=138.492137
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7891 type=control1 q_typed_reliable_context=1.195781 sequence=139.687918
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N7723 type=control0 q_typed_reliable_context=1.135108 sequence=140.823026
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N507 type=control1 q_typed_reliable_context=0.877256 sequence=141.700281
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N713 type=observe q_typed_reliable_context=3.457895 sequence=145.158177
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N3701 type=control0 q_typed_reliable_context=1.770607 sequence=146.928784
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7541 type=control0 q_typed_reliable_context=2.672595 sequence=149.601379
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N3792 type=control0 q_typed_reliable_context=2.105737 sequence=151.707116
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7408 type=control0 q_typed_reliable_context=2.042241 sequence=153.749357
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N3785 type=control0 q_typed_reliable_context=1.394175 sequence=155.143532
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N7725 type=control0 q_typed_reliable_context=1.474454 sequence=156.617986
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N510 type=control1 q_typed_reliable_context=1.636022 sequence=158.254008
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_reliable_context=1.169844 sequence=159.423852
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N556 type=control1 q_typed_reliable_context=1.862657 sequence=161.286509
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N610 type=control1 q_typed_reliable_context=1.315779 sequence=162.602288
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N3682 type=control0 q_typed_reliable_context=2.399335 sequence=165.001623
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N620 type=control1 q_typed_reliable_context=2.421792 sequence=167.423415
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N4557 type=control0 q_typed_reliable_context=2.118422 sequence=169.541837
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N614 type=control1 q_typed_reliable_context=1.760869 sequence=171.302707
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N4585 type=control0 q_typed_reliable_context=2.021823 sequence=173.324530
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N634 type=control1 q_typed_reliable_context=1.742608 sequence=175.067138
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N722 type=observe q_typed_reliable_context=3.909201 sequence=178.976339
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N4564 type=control0 q_typed_reliable_context=2.074787 sequence=181.051126
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N638 type=control1 q_typed_reliable_context=2.202386 sequence=183.253512
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N3903 type=control0 q_typed_reliable_context=4.809815 sequence=188.063327
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N3896 type=control0 q_typed_reliable_context=3.475984 sequence=191.539310
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N7852 type=control0 q_typed_reliable_context=4.056507 sequence=195.595818
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N7370 type=control1 q_typed_reliable_context=1.341157 sequence=196.936975
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N7872 type=control1 q_typed_reliable_context=3.935012 sequence=200.871987
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N2580 type=control1 q_typed_reliable_context=2.372236 sequence=203.244223
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N7853 type=control0 q_typed_reliable_context=2.359331 sequence=205.603555
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N7847 type=control0 q_typed_reliable_context=1.650654 sequence=207.254209
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N645 type=control1 q_typed_reliable_context=1.708034 sequence=208.962243
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N616 type=control1 q_typed_reliable_context=2.479204 sequence=211.441447
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N636 type=control1 q_typed_reliable_context=4.127160 sequence=215.568607
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7518 type=observe q_typed_reliable_context=3.184602 sequence=218.753209
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N2040 type=observe q_typed_reliable_context=1.697230 sequence=220.450439
[b15-r7/cone_long_rank/epoch_010/q_typed_reliable_context/a0.20/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N7537 type=observe q_typed_reliable_context=1.915634 sequence=222.366073
