[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:40:53 out_dir=autoresearch/loop-260720-0945/model_training_round7/b15_selection/cone_long_rank/best_final_horizon/q_typed_residual_context/alpha_0p10_weight_0p75
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:40:53 budgets=iscas99__b15_1:278
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:40:53 variant_start id=greedy__cumulative__q_typed_residual_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [gmean] 2026-07-21T11:40:53 [1/1] plan_start benchmark=iscas99__b15_1 budget=278 planner=greedy score=q_typed_residual_context
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=18 node=N5203 type=control1 q_typed_residual_context=2.805765 sequence=36.645518
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=19 node=N2101 type=observe q_typed_residual_context=2.461134 sequence=39.106652
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=20 node=N1853 type=observe q_typed_residual_context=3.638204 sequence=42.744856
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=21 node=N1372 type=observe q_typed_residual_context=3.231510 sequence=45.976366
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=22 node=N1532 type=observe q_typed_residual_context=2.886938 sequence=48.863304
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=23 node=N1860 type=observe q_typed_residual_context=2.247545 sequence=51.110848
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=24 node=N582 type=control1 q_typed_residual_context=1.826574 sequence=52.937422
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=25 node=N7516 type=observe q_typed_residual_context=1.606730 sequence=54.544152
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=26 node=N766 type=control1 q_typed_residual_context=1.809827 sequence=56.353980
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=27 node=N5723 type=control0 q_typed_residual_context=0.980572 sequence=57.334552
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=28 node=N1437 type=control1 q_typed_residual_context=1.313227 sequence=58.647779
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=29 node=N583 type=control1 q_typed_residual_context=0.935454 sequence=59.583233
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=30 node=N4677 type=control0 q_typed_residual_context=2.693427 sequence=62.276660
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=31 node=N4663 type=control0 q_typed_residual_context=2.637161 sequence=64.913821
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=32 node=N4649 type=control0 q_typed_residual_context=2.586988 sequence=67.500808
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=33 node=N7411 type=control1 q_typed_residual_context=1.084010 sequence=68.584818
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=34 node=N7413 type=control1 q_typed_residual_context=1.293902 sequence=69.878721
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=35 node=N4635 type=control0 q_typed_residual_context=3.292383 sequence=73.171104
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=36 node=N713 type=observe q_typed_residual_context=2.767543 sequence=75.938647
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=37 node=N4656 type=control0 q_typed_residual_context=3.275595 sequence=79.214242
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=38 node=N6537 type=observe q_typed_residual_context=3.745790 sequence=82.960033
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=39 node=N4670 type=control0 q_typed_residual_context=1.621373 sequence=84.581405
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=40 node=N8470 type=observe q_typed_residual_context=2.709864 sequence=87.291269
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=41 node=N724 type=observe q_typed_residual_context=1.790206 sequence=89.081476
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=42 node=N4684 type=control0 q_typed_residual_context=3.084694 sequence=92.166170
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=43 node=N3701 type=control0 q_typed_residual_context=0.977658 sequence=93.143828
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=44 node=N3911 type=control0 q_typed_residual_context=0.977007 sequence=94.120834
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=45 node=N3904 type=control0 q_typed_residual_context=0.982025 sequence=95.102860
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=46 node=N4691 type=control0 q_typed_residual_context=2.020815 sequence=97.123675
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=47 node=N4698 type=control0 q_typed_residual_context=1.650966 sequence=98.774641
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=48 node=N3897 type=control0 q_typed_residual_context=1.024290 sequence=99.798931
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=49 node=N4705 type=control0 q_typed_residual_context=1.521682 sequence=101.320613
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=50 node=N4712 type=control0 q_typed_residual_context=1.618288 sequence=102.938902
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=51 node=N4716 type=control0 q_typed_residual_context=1.701140 sequence=104.640042
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=52 node=N3862 type=control0 q_typed_residual_context=1.320575 sequence=105.960617
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=53 node=N7471 type=control0 q_typed_residual_context=1.619917 sequence=107.580534
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=54 node=N3855 type=control0 q_typed_residual_context=1.717094 sequence=109.297628
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=55 node=N3848 type=control0 q_typed_residual_context=1.659724 sequence=110.957352
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=56 node=N3827 type=control0 q_typed_residual_context=1.596304 sequence=112.553656
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=57 node=N3820 type=control0 q_typed_residual_context=1.640279 sequence=114.193935
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=58 node=N3813 type=control0 q_typed_residual_context=1.789510 sequence=115.983445
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=59 node=N3799 type=control0 q_typed_residual_context=1.841006 sequence=117.824451
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=60 node=N3792 type=control0 q_typed_residual_context=1.947755 sequence=119.772205
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=61 node=N3889 type=control0 q_typed_residual_context=1.951699 sequence=121.723905
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=62 node=N3756 type=control0 q_typed_residual_context=1.931428 sequence=123.655333
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=63 node=N3882 type=control0 q_typed_residual_context=1.949540 sequence=125.604873
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=64 node=N3805 type=control0 q_typed_residual_context=1.956303 sequence=127.561176
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=65 node=N4606 type=control0 q_typed_residual_context=1.819997 sequence=129.381173
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=66 node=N2083 type=observe q_typed_residual_context=1.831893 sequence=131.213066
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=67 node=N7506 type=observe q_typed_residual_context=2.361100 sequence=133.574166
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=68 node=N4585 type=control0 q_typed_residual_context=1.938735 sequence=135.512902
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=69 node=N2350 type=control0 q_typed_residual_context=1.574694 sequence=137.087595
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=70 node=N3840 type=control0 q_typed_residual_context=1.294022 sequence=138.381617
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=71 node=N7722 type=control0 q_typed_residual_context=1.387298 sequence=139.768916
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=72 node=N4578 type=control0 q_typed_residual_context=1.569742 sequence=141.338658
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=73 node=N1539 type=control0 q_typed_residual_context=1.613518 sequence=142.952176
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=74 node=N7724 type=control0 q_typed_residual_context=1.703573 sequence=144.655748
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=75 node=N519 type=control1 q_typed_residual_context=2.613946 sequence=147.269694
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=76 node=N504 type=control1 q_typed_residual_context=1.581844 sequence=148.851538
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=77 node=N2044 type=observe q_typed_residual_context=1.217828 sequence=150.069365
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=78 node=N513 type=control1 q_typed_residual_context=1.893037 sequence=151.962403
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=79 node=N2042 type=observe q_typed_residual_context=1.284586 sequence=153.246989
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=80 node=N899 type=observe q_typed_residual_context=1.395760 sequence=154.642748
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=81 node=N516 type=control1 q_typed_residual_context=2.011830 sequence=156.654578
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=82 node=N7723 type=control0 q_typed_residual_context=1.157858 sequence=157.812436
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=83 node=N7725 type=control0 q_typed_residual_context=1.314055 sequence=159.126490
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=84 node=N520 type=control1 q_typed_residual_context=2.458157 sequence=161.584647
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=85 node=N5234 type=observe q_typed_residual_context=1.176199 sequence=162.760847
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=86 node=N704 type=observe q_typed_residual_context=2.171033 sequence=164.931880
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=87 node=N7370 type=control1 q_typed_residual_context=1.875450 sequence=166.807330
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=88 node=N555 type=control1 q_typed_residual_context=3.417628 sequence=170.224957
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=89 node=N7537 type=observe q_typed_residual_context=1.093874 sequence=171.318832
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=90 node=N556 type=control1 q_typed_residual_context=2.609908 sequence=173.928739
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=91 node=N2102 type=observe q_typed_residual_context=1.291965 sequence=175.220705
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=92 node=N7532 type=observe q_typed_residual_context=1.429305 sequence=176.650009
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=93 node=N7535 type=observe q_typed_residual_context=1.695569 sequence=178.345578
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=94 node=N7534 type=observe q_typed_residual_context=1.405011 sequence=179.750589
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=95 node=N1533 type=control1 q_typed_residual_context=0.718155 sequence=180.468745
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=96 node=N7518 type=observe q_typed_residual_context=2.708621 sequence=183.177366
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=97 node=N7727 type=control0 q_typed_residual_context=2.517557 sequence=185.694923
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=98 node=N3903 type=control0 q_typed_residual_context=1.386354 sequence=187.081277
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=99 node=N7820 type=control0 q_typed_residual_context=1.084548 sequence=188.165825
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=100 node=N4557 type=control0 q_typed_residual_context=2.273295 sequence=190.439120
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=101 node=N7736 type=control0 q_typed_residual_context=1.522919 sequence=191.962039
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=102 node=N3896 type=control0 q_typed_residual_context=1.467185 sequence=193.429224
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=103 node=N3785 type=control0 q_typed_residual_context=1.620304 sequence=195.049528
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=104 node=N7735 type=control0 q_typed_residual_context=2.234034 sequence=197.283562
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=105 node=N7846 type=control0 q_typed_residual_context=2.641186 sequence=199.924748
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=106 node=N7408 type=control0 q_typed_residual_context=1.964583 sequence=201.889331
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=107 node=N4564 type=control0 q_typed_residual_context=1.646298 sequence=203.535628
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=108 node=N7541 type=control0 q_typed_residual_context=2.193959 sequence=205.729587
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=109 node=N3681 type=control0 q_typed_residual_context=1.339170 sequence=207.068757
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=110 node=N7734 type=control0 q_typed_residual_context=1.672314 sequence=208.741071
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=111 node=N614 type=control1 q_typed_residual_context=1.615510 sequence=210.356581
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=112 node=N7588 type=control1 q_typed_residual_context=1.694396 sequence=212.050977
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=113 node=N7590 type=control1 q_typed_residual_context=1.249970 sequence=213.300947
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=114 node=N578 type=observe q_typed_residual_context=4.521038 sequence=217.821986
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=115 node=N2580 type=control1 q_typed_residual_context=2.703398 sequence=220.525384
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=116 node=N634 type=control1 q_typed_residual_context=2.950954 sequence=223.476337
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=117 node=N3410 type=control1 q_typed_residual_context=1.340453 sequence=224.816791
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=118 node=N3180 type=control1 q_typed_residual_context=1.794170 sequence=226.610961
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=119 node=N638 type=control1 q_typed_residual_context=1.527840 sequence=228.138801
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=120 node=N7500 type=observe q_typed_residual_context=0.985365 sequence=229.124165
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=121 node=N785 type=observe q_typed_residual_context=0.873241 sequence=229.997407
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=122 node=N7424 type=control1 q_typed_residual_context=1.073512 sequence=231.070918
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=123 node=N2040 type=observe q_typed_residual_context=1.318506 sequence=232.389424
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=124 node=N6948 type=observe q_typed_residual_context=1.156041 sequence=233.545465
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=125 node=N7465 type=observe q_typed_residual_context=1.009467 sequence=234.554931
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=126 node=N620 type=control1 q_typed_residual_context=1.586706 sequence=236.141637
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=127 node=N610 type=control1 q_typed_residual_context=1.318007 sequence=237.459644
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=128 node=N7847 type=control0 q_typed_residual_context=1.246654 sequence=238.706298
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=129 node=N7853 type=control0 q_typed_residual_context=1.389122 sequence=240.095420
[b15-r7/cone_long_rank/best_final_horizon/q_typed_residual_context/a0.10/w0.75] [plan iscas99__b15_1] [plan] step=130 node=N645 type=control1 q_typed_residual_context=2.142382 sequence=242.237803
